[00:00:00.409 --> 00:00:01.310]  Well, so does he.
[00:13:09.726 --> 00:13:13.208]  It's London Telegraph, the Daily Mail out of Canada, all mainstream news.
[00:13:13.788 --> 00:13:17.730]  That's the big New Zealand papers, ABC News, Australia.
[00:13:20.852 --> 00:13:22.753]  They have been caught.
[00:13:23.872 --> 00:13:26.234]  Not just faking the data at the U.N.
[00:13:26.334 --> 00:13:33.761]  climate centers, but the nations themselves have been caught cooking the books as well to get the fraud in line.
[00:13:34.021 --> 00:13:42.608]  Because in the last decade, real climate scientists, independent climate scientists, would call up universities and groups and get their data, and then go match it to the U.N.'
[00:13:42.588 --> 00:13:45.551]  's data, claiming Australia or Canada or the U.S.
[00:13:45.591 --> 00:13:50.895]  or Europe or Russia were hotter, and saying, well, their actual buoy data from the ocean or their actual
[00:13:52.077 --> 00:13:54.082]  Weather Center data shows it was cooling.
[00:13:54.442 --> 00:13:55.805]  Why do you say it was heating?
[00:13:56.909 --> 00:13:58.050]  Did you fake that data?
[00:13:58.070 --> 00:13:59.531]  And they'd say, oh, we just made a mistake.
[00:14:00.211 --> 00:14:05.275]  So they started getting caught doing this a decade ago, right around 19 years ago, depending on the nation.
[00:14:05.775 --> 00:14:10.018]  And so they began to integrate together and get their fraud on the same page.
[00:14:10.378 --> 00:14:12.600]  This is a massive criminal conspiracy.
[00:14:12.620 --> 00:14:15.422]  Senator Inhofe has called for criminal investigations.
[00:14:16.382 --> 00:14:18.263]  Lord Monckton, part of the House of Lords.
[00:14:18.384 --> 00:14:23.067]  Viscount, one of the biggest positions in the government over there and the parentage.
[00:14:23.727 --> 00:14:35.711]  On this radio show, Friday, called for shutting down the United Nations and arresting Al Gore and arresting the head UN scientist, Professor Jones, and arresting all of these people.
[00:14:36.671 --> 00:14:38.892]  So, that is all coming up.
[00:14:39.192 --> 00:14:41.713]  Now, Charlie Sheen is going to be with us for two segments.
[00:14:42.173 --> 00:14:50.076]  The first segment is just going to be Charlie and I. Then we're going to have the winner of 20 minutes with the President.
[00:14:50.973 --> 00:14:51.433]  Contest.
[00:14:51.453 --> 00:14:52.813]  We'll tell you all about that contest.
[00:14:52.853 --> 00:14:54.154]  Most of our listeners are fully aware of it.
[00:14:54.414 --> 00:14:56.474]  The website is 20MinutesWithThePresident.com.
[00:14:56.514 --> 00:14:59.895]  You spell out 20MinutesWithThePresident.com.
[00:15:00.255 --> 00:15:01.095]  Fully spell it out.
[00:15:01.595 --> 00:15:04.276]  It's not a numerical prefix at the beginning.
[00:15:04.296 --> 00:15:04.976]  You have to spell it out.
[00:15:05.016 --> 00:15:06.236]  We tried to get the domain and couldn't.
[00:15:06.596 --> 00:15:09.017]  So 20MinutesWithThePresident.com.
[00:15:09.417 --> 00:15:12.758]  And you can see all the great 9-11 research that Charlie Sheen engaged in.
[00:15:13.418 --> 00:15:17.819]  And it's been hundreds, over 150 videos were submitted.
[00:15:18.779 --> 00:15:20.700]  Dozens of them were of incredible quality.
[00:15:20.760 --> 00:15:22.261]  It's reached already millions of people.
[00:15:22.321 --> 00:15:28.365]  Just his message to the President has had several million views online that we know of.
[00:15:28.385 --> 00:15:29.866]  900,000 just on one YouTube channel.
[00:15:30.766 --> 00:15:33.568]  So Charlie Sheen coming up after this quick break.
[00:15:33.628 --> 00:15:38.231]  We are live on this 29th day of November, this Sunday, transmission.
[00:15:38.711 --> 00:15:39.231]  Stay with us.
[00:15:39.271 --> 00:15:46.095]  We'll be back with Charlie Sheen and then the winner of the 20 Minutes with the President video contest.
[00:15:46.135 --> 00:15:46.636]  Stay with us.
[00:15:49.605 --> 00:15:52.207]  Hello, this is Alex Jones with some important questions.
[00:15:52.607 --> 00:15:57.571]  If you're going into a battle and they give you a rifle and a sidearm, how much ammunition do you want?
[00:15:57.932 --> 00:15:59.693]  My answer would be all I can get.
[00:15:59.993 --> 00:16:04.797]  In the battle for freedom and the lives of your loved ones, food is your only ammunition.
[00:16:04.997 --> 00:16:05.958]  How much do you want?
[00:16:06.178 --> 00:16:06.919]  When do you want it?
[00:16:07.299 --> 00:16:08.901]  Now or after the battle starts?
[00:16:09.181 --> 00:16:10.001]  When will you need it?
[00:16:10.262 --> 00:16:12.323]  Can you buy it without proper identification?
[00:16:12.463 --> 00:16:13.564]  Will there be any food?
[00:16:13.805 --> 00:16:15.146]  Will it make your children sick?
[00:16:15.326 --> 00:16:15.606]  If there's
[00:16:15.626 --> 00:16:17.707]  There's a quarantine and you can't feed yourself.
[00:16:17.847 --> 00:16:20.389]  Will you go to the gathering center and be immunized?
[00:16:20.569 --> 00:16:23.771]  You wipe out all these problems if you have a good food supply.
[00:16:24.171 --> 00:16:27.654]  Food is your ammunition to fight for your freedom and your life.
[00:16:27.974 --> 00:16:28.974]  How much will you need?
[00:16:29.215 --> 00:16:29.815]  We don't know.
[00:16:30.115 --> 00:16:31.016]  How much do you want?
[00:16:31.216 --> 00:16:31.956]  All you can get.
[00:16:32.156 --> 00:16:32.957]  I'm Alex Jones.
[00:16:33.237 --> 00:16:36.001]  I want all of you good guys to live to fight another day.
[00:16:36.281 --> 00:16:38.905]  Call 1-800-409-5633 or check it out on the web at efoodsdirect.com.
[00:16:39.125 --> 00:16:39.906]  Again, that number 1-800-409-5633.
[00:16:48.686 --> 00:16:53.873]  The illusion created by the power elite is a lie that covers even the food they want you to eat.
[00:16:53.993 --> 00:16:55.976]  Will you continue to be their profit center?
[00:16:56.076 --> 00:16:58.399]  Buying their processed food that makes you sick?
[00:16:58.539 --> 00:17:00.382]  Go to the doctor and buy their drugs?
[00:17:00.802 --> 00:17:02.164]  You don't have to cooperate.
[00:17:02.424 --> 00:17:03.466]  There is a solution.
[00:17:03.686 --> 00:17:11.711]  Inner Health Botanicals, a company that my wife and I just love, have been providing products for the last five years that give you the perfect solution to this madness.
[00:17:12.111 --> 00:17:19.175]  Try their Inner Food with 20 organic ingredients full of dense nutrition that gives you the energy you need and will keep you well.
[00:17:19.575 --> 00:17:25.198]  It even won the award for Best Superfood of 2009 from our friend Mike Adams, the health ranger.
[00:17:25.619 --> 00:17:31.202]  I love their Nutri-Cafe, great organic coffee infused with herbal extracts to boost your immune system.
[00:17:31.622 --> 00:17:35.427]  Try all of their truly honest products that will keep you alive and healthy.
[00:17:35.767 --> 00:17:41.974]  Go to enerfood.com or give them a call right now.
[00:17:41.994 --> 00:17:42.435]  866-762-9238.
[00:17:43.236 --> 00:17:46.540]  Click on their banner at infowars.com to see all the available discounts.
[00:17:48.646 --> 00:17:55.508]  This is Alex Jones and I want to tell you about the Ecola Blue Atmospheric Water Generator that produces pure drinking water right from the humidity in the air.
[00:17:55.608 --> 00:17:57.569]  No, this isn't science fiction, it's very real.
[00:17:57.709 --> 00:17:59.829]  I know because I use one every day in my own home.
[00:17:59.949 --> 00:18:01.470]  And it's available right now to you.
[00:18:01.610 --> 00:18:05.931]  Because you know exactly where your water comes from with Ecola Blue, you'll know what's in your cup.
[00:18:06.071 --> 00:18:08.452]  Clean, great tasting water without all the pollutants.
[00:18:08.652 --> 00:18:13.273]  Get your family off the grid today by ordering your own Ecola Blue Atmospheric Water Generator.
[00:18:13.373 --> 00:18:19.377]  For your home or business, their best seller, the Ecolablue 28, produces up to 7 gallons of water every day.
[00:18:19.437 --> 00:18:22.179]  The Ecolablue 28 is easy to use and economical.
[00:18:22.279 --> 00:18:24.901]  Generate your own pure water from the humidity in the air.
[00:18:25.001 --> 00:18:32.146]  This system is free of chemicals and uses a multi-stage filtration system, including reverse osmosis, carbon filters, and ultraviolet lights.
[00:18:32.446 --> 00:18:36.127]  Order now and claim your water independence today by calling a Coloblue at 1-800-691-6043.
[00:18:36.167 --> 00:18:36.407]  That's 1-800-691-6043.
[00:18:36.427 --> 00:18:38.348]  Or visit a Coloblue on the web at www.ecoloble.com today.
[00:18:48.493 --> 00:18:52.736]  This is Alex Jones with five good reasons you should consider buying a solar power generator.
[00:18:53.036 --> 00:18:57.119]  Number one, new climate legislation could easily double or triple your electric bill.
[00:18:57.379 --> 00:19:02.802]  Number two, our new energy czar wants to control how much power your electric company allows you to have.
[00:19:03.122 --> 00:19:03.583]  It's true.
[00:19:03.883 --> 00:19:08.426]  Total government control of electricity in the name of smart grid technology is coming.
[00:19:08.746 --> 00:19:09.287]  Number 3.
[00:19:09.567 --> 00:19:12.850]  In some areas of the country, the power grid is dangerously overloaded.
[00:19:13.150 --> 00:19:16.873]  And now, new socialist legislation is only compounding the problem.
[00:19:17.073 --> 00:19:17.614]  Number 4.
[00:19:17.854 --> 00:19:20.236]  Dangerous weather is always a threat to local grids.
[00:19:20.616 --> 00:19:24.019]  Every year, thousands of families lose their power from weather-related outages.
[00:19:24.299 --> 00:19:24.520]  Number 5.
[00:19:25.080 --> 00:19:29.003]  A solar power generator provides powerful backup, insurance, and peace of mind.
[00:19:29.223 --> 00:19:34.006]  Folks, I really believe in the solar power generators offered by Solutions from Science, one of my oldest sponsors.
[00:19:34.286 --> 00:19:38.309]  You can get more information at www.mysolarbackup.com.
[00:19:38.449 --> 00:19:40.030]  That's mysolarbackup.com.
[00:19:40.250 --> 00:19:44.853]  Remember, the government doesn't own the sun, so go to mysolarbackup.com or call 1-877-327-0365.
[00:19:49.884 --> 00:19:52.685]  Coast to Coast, direct from Austin.
[00:19:53.465 --> 00:19:57.546]  You're listening to the Alex Jones Broadcasting Network.
[00:20:02.487 --> 00:20:04.487]  Well, I'm excited, ladies and gentlemen.
[00:20:04.547 --> 00:20:09.809]  We have Charlie Sheen live with us on this November 29th Sunday edition.
[00:20:12.279 --> 00:20:15.461]  And Charlie really needs no introduction.
[00:20:15.721 --> 00:20:21.303]  The star of Two and a Half Men, star of Spin City, so many blockbuster films.
[00:20:21.864 --> 00:20:26.706]  Of course, the great son of Martin Sheen, the brother of Emilio Estevez.
[00:20:27.046 --> 00:20:34.330]  He had the idea three months ago to really write his thoughts about 9-11, his questions like,
[00:20:34.950 --> 00:20:41.853]  Six of the 10 9-11 commission members saying that the official story was a fraud and a lie and there was a cover-up.
[00:20:42.773 --> 00:20:46.194]  John Farmer, the head lawyer, saying it was a criminal cover-up.
[00:20:46.515 --> 00:20:47.975]  Charlie wanted to use his
[00:20:50.711 --> 00:20:51.251]  Can you hear me?
[00:21:14.554 --> 00:21:15.155]  Yes, I can.
[00:21:15.195 --> 00:21:16.836]  They didn't punch you up yet.
[00:21:16.876 --> 00:21:17.937]  That's their specialty.
[00:21:18.518 --> 00:21:19.198]  I'm just joking.
[00:21:19.439 --> 00:21:20.460]  Hey, it's good to have you here, buddy.
[00:21:21.180 --> 00:21:24.003]  It's great to be here, man.
[00:21:25.484 --> 00:21:27.646]  I mean, really, this is an exciting contest.
[00:21:27.666 --> 00:21:29.548]  We've got over 150 great entries.
[00:21:30.189 --> 00:21:38.577]  Maybe for listeners that just tuned in, give them some background on your questions of 9-11, why you came up with the idea, four 20-minutes with the President, and then the subsequent contest.
[00:21:39.676 --> 00:22:08.457]  Well, you know, I felt because it was our first new president in almost a decade, and that the entire movement had been stonewalled so terribly and so completely by the Bush administration and by the mainstream media, that I felt, based on all of his campaign promises and other rhetoric, that he might be the guy that I could go to.
[00:22:09.269 --> 00:22:14.693]  To establish the message of new president, new investigation.
[00:22:14.873 --> 00:22:20.357]  Because here we are, this many years later, and there's just too many unanswered questions.
[00:22:20.417 --> 00:22:24.940]  There's just too many holes in the story that you could fly planes through.
[00:22:27.622 --> 00:22:38.930]  I felt that if I created this piece of fantasy journalism, but rooted and supported in fact,
[00:22:40.698 --> 00:22:55.067]  That if we put this out, that it would generate enough attention and enough pressure on the Obama administration that they perhaps would be forced into giving me this time.
[00:22:56.368 --> 00:23:02.452]  But as we all know, we are a few months later and nothing of the sort occurred.
[00:23:03.753 --> 00:23:08.736]  In fact, what was really interesting, and I think it really showed their hand, is that
[00:23:09.463 --> 00:23:23.730]  Is how they refused to acknowledge this document other than, you know, with Fox News and a few others, just radically blatant hit pieces on me and not the facts and not the document.
[00:23:24.570 --> 00:23:33.634]  And so, I think that was really telling that they just went back to their old bag of dirty tricks and, you know, attacked the man and didn't deal with the message.
[00:23:34.395 --> 00:23:34.615]  You know?
[00:23:35.267 --> 00:23:46.371]  Well Larry King, a little bit of inside baseball, he wanted to interview you but then couldn't find anyone to debate you and the same thing happened over and over again.
[00:23:47.212 --> 00:23:58.016]  They wanted to have one-sided events where they would bash you and you couldn't respond or where they were going to have two people gang up on you and you against them and so it never happened.
[00:23:59.196 --> 00:24:03.918]  The debates never happened because they wanted to have a rigged fight.
[00:24:04.588 --> 00:24:32.446]  Well yeah, it was definitely a fixed fight and also, you know, you and I had discussed this and looked at the emails and in our combined experience we both felt that it was just a, you know, a minefield, you know, or a bear trap that we'd be walking into, even though they presented it as though it would be a fair and balanced debate with both sides getting equal time and blah blah blah, but I think we both knew that
[00:24:33.655 --> 00:24:35.335]  That it was just an ambush, you know?
[00:24:37.376 --> 00:24:37.996]  Absolutely.
[00:24:38.056 --> 00:24:45.218]  I mean, you were contacted by so much media that wanted to have one-sided interviews or debates or have you taped and then have somebody else live to counter you.
[00:24:45.758 --> 00:24:47.719]  I didn't even contact you about the CBC.
[00:24:47.739 --> 00:24:50.300]  The Fifth Estate wanted to interview you.
[00:24:50.860 --> 00:24:54.561]  And then they actually released the interview live on CBC in Canada last week.
[00:24:54.601 --> 00:24:56.641]  And it's actually not just a fair piece.
[00:24:56.661 --> 00:24:58.562]  It admits that they contacted the FBI.
[00:24:59.642 --> 00:25:14.214]  This is the first time mainstream media has reported on this, and Ted Olson, Barbara Olson's husband from Flight 77, they admitted on CBC that the FBI told them that, yeah, she didn't make these phone calls, she never talked to him, it's all a lie.
[00:25:14.534 --> 00:25:20.379]  So that is a big deal, and that's something that came out of this, because Fifth Estate originally started doing this report.
[00:25:22.208 --> 00:25:31.557]  Just on the issue of Charlie Sheen going public, but then you never talked to him, because I never told you about the contact, and so now the truth actually came out.
[00:25:31.577 --> 00:25:32.257]  That's a big deal.
[00:25:32.517 --> 00:25:33.558]  Oh, it's a huge deal.
[00:25:33.598 --> 00:25:40.304]  And I think that story even broke, correct me if I'm wrong, I think it was like February of 07, when the FBI first admitted that.
[00:25:40.565 --> 00:25:40.825]  Yes.
