[00:00:00.189 --> 00:00:01.369]  The Alex Jones Show.
[00:02:39.382 --> 00:02:41.724]  And it's sort of like a wash sale.
[00:02:42.544 --> 00:02:49.109]  And so sooner or later, banks are going to have to use that money to keep the economy going.
[00:02:49.628 --> 00:02:50.649]  How far away is that?
[00:02:51.089 --> 00:02:51.949]  We don't know yet.
[00:02:53.190 --> 00:02:54.611]  Probably next year.
[00:02:55.631 --> 00:03:05.836]  But in the meantime, we're still going to have inflation because M3, which they don't publish anymore, is expanding at about 18% again.
[00:03:07.017 --> 00:03:08.598]  And in other countries, it's even higher.
[00:03:08.658 --> 00:03:10.219]  China's over 25%.
[00:03:11.279 --> 00:03:18.503]  And that money and credit that's being expanded by many major governments is going to cause
[00:03:19.151 --> 00:03:34.080]  Ongoing inflation and the money that is being created by the Fed and is being created through borrowing by the fiscal part of our government, which is our government looking for money to pay interest more than anything else.
[00:03:34.920 --> 00:03:37.802]  And we're on the government because revenues are falling as well.
[00:03:38.522 --> 00:03:44.225]  And that is going to continue to push inflation higher again.
[00:03:44.245 --> 00:03:48.768]  And then once they take this money that banks have,
[00:03:49.204 --> 00:03:53.429]  Out of sterilization as it's called, then the thing will just go berserk.
[00:03:54.110 --> 00:03:57.794]  I can't put a timing on that yet, but it's going to happen.
[00:03:58.455 --> 00:04:01.778]  I'll see probably a month or two ahead when they're going to begin it.
[00:04:02.860 --> 00:04:06.384]  But they haven't begun it as yet, and quite frankly I thought they would have.
[00:04:06.874 --> 00:04:15.280]  Well we're a year into this and you said it would take two or three years and most of the other people we talked to who are of your caliber, a researcher, are saying something similar.
[00:04:15.300 --> 00:04:17.142]  So what, we're a year and a half out probably?
[00:04:17.162 --> 00:04:19.604]  Or you're saying it could come sooner?
[00:04:19.624 --> 00:04:24.988]  The chances are a year and a half out to two years.
[00:04:25.646 --> 00:04:29.470]  But it could come soon because of that untoward event I explained earlier.
[00:04:29.851 --> 00:04:32.113]  There are things that happen that nobody can control.
[00:04:32.333 --> 00:04:33.855]  Okay, one more point.
[00:04:33.895 --> 00:04:35.397]  Like China or somebody pulling out.
[00:04:35.897 --> 00:04:36.718]  And then we're going to call.
[00:04:36.758 --> 00:04:37.699]  I want your take on this.
[00:04:39.158 --> 00:04:39.638]  I don't know.
[00:04:56.073 --> 00:05:15.690]  It appears the move from the dollar, you know, they've gone to baskets and started buying a little bit of other stuff, but now China and others are buying gold, silver, copper, they're hoarding it all, and other countries, it appears we're now really starting to see the flight away from the dollar coinciding with this talk about a new world reserve currency with more G20 meetings coming up.
[00:05:17.511 --> 00:05:23.316]  All of that is true, and actually it's a flight from all currencies, because in Europe you have people buying
[00:05:23.806 --> 00:05:27.348]  Gold coins and bars, and they're not dealing in dollars, they're dealing in Euros.
[00:05:28.128 --> 00:05:36.952]  So you're seeing a flight to quality from all currencies, small at this time, but it'll grow larger.
[00:05:37.712 --> 00:05:49.218]  And that'll happen in an evolutionary process because all of the major countries, G20 and more, are making the same mistakes that we are, grasping at straws because the politicians
[00:05:49.949 --> 00:05:52.049]  Don't want to be around when the bomb falls out.
[00:05:52.069 --> 00:06:01.051]  So the Indian government, the Chinese government, the Russian government, the Japanese government, they're moving into precious metals across the board, including industrial metals like copper.
[00:06:01.071 --> 00:06:04.072]  You can just Google governments buying copper and it's a run on copper.
[00:06:04.572 --> 00:06:10.513]  There's a run to commodities, real commodities, and you're right, there's a flight from currencies globally.
[00:06:10.993 --> 00:06:15.354]  And so I guess they've got to kill the global currencies to bring in the real world currency.
[00:06:16.877 --> 00:06:20.999]  Well, and I don't think it's going to be SDRs because they've been unsuccessful before.
[00:06:21.059 --> 00:06:22.000]  They're backed by nothing.
[00:06:22.860 --> 00:06:29.783]  And I think what they'll do is go for a basket of currencies and say that we're going to have gold backing when in fact they won't.
[00:06:30.404 --> 00:06:34.746]  And that's the way I think they're going to get away with trying to make their world currency.
[00:06:34.786 --> 00:06:39.648]  But because of programs like this, people are aware that this is what they're up to.
[00:06:40.109 --> 00:06:44.951]  And they're not going to let that happen in their country, whether it's Colombia or Bolivia or
[00:06:48.296 --> 00:06:53.018]  A global government setting the currency rates.
[00:06:53.078 --> 00:06:54.019]  Let's go to the calls here.
[00:06:54.419 --> 00:06:55.520]  Thanks for holding, Paul.
[00:06:55.640 --> 00:06:56.680]  In Florida, you're on the air.
[00:06:58.301 --> 00:06:59.321]  Hi.
[00:07:00.242 --> 00:07:03.203]  Yeah, I've been in Infowars since 1981.
[00:07:03.823 --> 00:07:07.285]  My punk band from Florida is saying about everything that's happening right now.
[00:07:08.225 --> 00:07:10.086]  But I'm hard to keep on subject.
[00:07:10.166 --> 00:07:11.387]  I really appreciate your work.
[00:07:12.307 --> 00:07:13.868]  I just wanted to talk about
[00:07:14.726 --> 00:07:18.868]  What you mentioned early in the show, which is torture.
[00:07:20.669 --> 00:07:23.630]  You know, the Delta Force, they're like federal agents.
[00:07:24.331 --> 00:07:25.911]  They can dress however they like.
[00:07:27.612 --> 00:07:29.013]  They don't wear ranking badges.
[00:07:29.153 --> 00:07:31.294]  Yeah, they're under the National Security Council.
[00:07:31.334 --> 00:07:33.075]  That's Cheney's hit team.
[00:07:33.115 --> 00:07:33.995]  It's only Bush.
[00:07:34.335 --> 00:07:35.896]  No, it's been around for decades.
[00:07:36.196 --> 00:07:37.237]  It's still going on.
[00:07:37.617 --> 00:07:39.358]  And it's not even really part of the military, yes.
[00:07:40.219 --> 00:07:44.722]  Yeah, and I think it was them who moved into the World Trade Center to wire all the explosives.
[00:07:45.503 --> 00:07:51.207]  And I have an Army friend who was at Fort Detrick, Maryland, and he told me about how they choose their members.
[00:07:51.467 --> 00:08:06.218]  They look for sick, he thought they looked for sick, demented people who would confirm as yes-men and who get off on being plugged into the chain of command, you know, as if they were the top gun.
[00:08:08.874 --> 00:08:10.675]  I think that's an intelligent decision.
[00:08:10.795 --> 00:08:16.980]  I heard Limbaugh about ten years ago and then I confirmed it with the Delta Force and other groups, there's other secret groups after that.
[00:08:17.400 --> 00:08:33.091]  They give them, after they've gone through all these months of training and the psychological warfare and all the tests, and all these guys have washed out, you know, from the Navy SEALs and Marine Force Recon and the Green Berets, you know, it's this joint deal.
[00:08:34.132 --> 00:08:37.154]  They then put them in a little shack with Machiavelli's The Prince.
[00:08:37.995 --> 00:08:40.698]  And they ask him to write an essay on it, just like they do high-level masons.
[00:08:41.458 --> 00:08:51.708]  And if they say, oh, I don't agree with Injustifies the Means and doing all these evil things for the greater good in the end, they go, oh, you don't pass, but we want you for something else.
[00:08:52.028 --> 00:08:57.914]  But if you say, oh, yes, I think doing evil for good is good, they say, that's it, you graduate.
[00:08:58.194 --> 00:09:00.837]  And then they do other psychological testing, but go ahead.
[00:09:01.687 --> 00:09:24.034]  Yeah, and so my idea is that what they're going to do is when they need a chain of command that's going to listen, they're going to put these guys in the chain of command just under the New World Order structure, and under them they're going to put a lot of the people they've recruited from the gangs, and then under them the foot soldiers, so that they'll try to keep what looks like a chain of command that's listening.
[00:09:25.274 --> 00:09:27.515]  And so there's a polarization.
[00:09:27.535 --> 00:09:30.496]  The good people like us, we're coming together, and they're coming together under power just
[00:09:31.187 --> 00:09:35.928]  In the cities, people and gangs come together for power, and this only safe place would be in the woods.
[00:09:35.988 --> 00:09:38.649]  Now, there's the erase, and then there's the rewrite.
[00:09:38.709 --> 00:09:41.650]  We know this whole system might fall apart and break down.
[00:09:42.030 --> 00:09:57.954]  It's what we do after that, right on the moment, to keep civil society together, protect our children, protect the family unit, and I worked extensively on what could happen and possibly dare, and even had visions and visits from angelic forces, you know,
[00:09:58.610 --> 00:10:02.532]  While in hermitage for a year, prayer on this.
[00:10:02.712 --> 00:10:03.832]  Anyway, back to the thing.
[00:10:04.092 --> 00:10:05.473]  I'm going to let you go.
[00:10:05.513 --> 00:10:05.953]  That's interesting.
[00:10:05.973 --> 00:10:07.734]  You ought to write an article about that, sir.
[00:10:07.794 --> 00:10:10.815]  You sound like an interesting person.
[00:10:10.855 --> 00:10:14.877]  Going back to Bob Chapman, that's the big goal of the elite.
[00:10:14.897 --> 00:10:15.857]  They're totally ruthless.
[00:10:15.917 --> 00:10:20.059]  Once you commit all this evil, the next evil, it's no big deal.
[00:10:21.299 --> 00:10:23.460]  It's like I've said, I won't do anything immoral.
[00:10:26.474 --> 00:10:29.155]  I know that if I'm going to be evil, I might as well just go all the way.
[00:10:29.315 --> 00:10:30.735]  And I know where that leads, I don't want to do it.
[00:10:31.616 --> 00:10:37.658]  But the government's problem is they're always trying to find people that'll do what they're told and to test them, then they don't trust each other.
[00:10:37.698 --> 00:10:48.181]  That's why they had all the biological, chemical, radiological testing, killing innocent troops and children and foster kids, it's all declassified, was to create cadres of scientists
[00:10:48.541 --> 00:10:50.562]  Absolutely, and they even have them categorized.
[00:10:50.582 --> 00:10:52.663]  What's the best place for this person to be?
[00:11:17.649 --> 00:11:24.631]  As long as the person is pliable, they can use them almost anywhere that their talents fit.
[00:11:25.111 --> 00:11:26.291]  And that's what these people do.
[00:11:28.612 --> 00:11:29.032]  Amazing.
[00:11:29.072 --> 00:11:31.252]  Bob, I want to come back and finish up with the economy and then let you go.
[00:11:31.272 --> 00:11:32.213]  Then I'll continue with the calls.
[00:11:32.313 --> 00:11:33.613]  And a big news blitz.
[00:11:33.933 --> 00:11:36.154]  I mean, I've never seen such attacks on the First Amendment.
[00:11:36.414 --> 00:11:41.675]  And I've kind of gotten conditioned seeing these build up the last year where I'm not even screaming bloody murder like I should.
[00:11:42.875 --> 00:11:44.316]  Because they just do it creeping death.
[00:11:44.376 --> 00:11:44.956]  Creeping death.
[00:11:46.152 --> 00:11:49.141]  We'll be right back with Bob Chapman, TheInternationalForecaster.com.
[00:11:49.282 --> 00:11:51.890]  I'm Alex Jones, PrisonPlanet.tv.
[00:11:51.950 --> 00:11:53.374]  We are live!
[00:11:56.340 --> 00:12:00.323]  If you have over $10,000 in credit card debt, you need to hear this.
[00:12:00.603 --> 00:12:05.227]  Have you been watching the banks getting their bailout money and wondering where your relief is?
[00:12:05.507 --> 00:12:07.929]  The answer you're looking for is the bailout group.
[00:12:08.069 --> 00:12:13.333]  The bailout group has settled over $100 million in credit card debt for people just like you.
[00:12:13.633 --> 00:12:22.440]  The bailout group can help cut your debt by up to 60% of its original value, removing those high interest fees and rolling everything into one low monthly payment.
[00:12:22.660 --> 00:12:23.401]  And the best part?
[00:12:23.721 --> 00:12:28.204]  All GCN listeners qualify for a free 5-minute debt relief consultation.
[00:12:28.384 --> 00:12:31.986]  This is the system that credit card companies don't want you to know about.
[00:12:32.226 --> 00:12:36.509]  This is a fast, proven, and legal process for your credit card debt concerns.
[00:12:36.769 --> 00:12:38.450]  Call the bailout group now at 800-324-6554.
[00:12:38.490 --> 00:12:38.670]  That's 800-324-6554.
[00:12:38.710 --> 00:12:40.251]  Debt relief experts are standing by.
[00:12:40.271 --> 00:12:42.073]  You have nothing to lose, except your credit card debt.
[00:12:42.113 --> 00:12:42.313]  Call 800-324-6554.
[00:12:52.199 --> 00:13:02.065]  In the New World Order's war against humanity, Barack Obama is the tip of the spear.
[00:13:02.565 --> 00:13:09.549]  We've got to have a civilian national security force that's just as powerful, just as strong, just as well-funded.
[00:13:10.131 --> 00:13:16.374]  The Obama deception completely destroys the myth that Obama is working for the best interest of the American people.
[00:13:16.735 --> 00:13:18.556]  Well, Obama's already fudging.
[00:13:18.696 --> 00:13:21.117]  He's fudged since day one in this election.
[00:13:21.197 --> 00:13:32.143]  If you have a demagogue with a fanatical mass movement of personality cultists who is imposing the program of a group of extreme bankers and finance oligarchs, that's fascism.
[00:13:32.779 --> 00:13:34.060]  It's not about left or right.
[00:13:34.440 --> 00:13:35.762]  It's about a one world government.
[00:13:36.302 --> 00:13:42.667]  This film documents who Obama works for, the lies he is told, and his real agenda.
[00:13:43.208 --> 00:13:50.994]  Get your copy of The Obama Deception today at InfoWars.com or download it in super high quality at PrisonPlanet.tv.
[00:13:51.475 --> 00:13:52.635]  The Obama Deception.
[00:13:53.056 --> 00:13:54.237]  The people strike back.
[00:13:56.343 --> 00:13:59.605]  Silver is mankind's oldest natural antibiotic.
[00:13:59.785 --> 00:14:03.867]  This very special mineral has been used for centuries by most cultures throughout the world.
[00:14:04.047 --> 00:14:15.473]  Utopia, Texas is home to a small but mighty supplement company called Utopia Silver, who offers colloidal products produced in distilled water without use of animal protein, nitrates, or saline solutions.
[00:14:15.693 --> 00:14:21.536]  Because our colloidal silver is made up of nano-sized particles, it can be better utilized at the cellular level.
[00:14:21.776 --> 00:14:22.397]  We're good to go.
[00:14:44.640 --> 00:14:45.020]  We're good.
[00:14:57.518 --> 00:14:59.499]  Are you wondering about your retirement portfolio?
[00:14:59.880 --> 00:15:05.843]  Are you confident that the financial advisor is experienced enough to combat climbing interest rates, taxes, and inflation?
[00:15:06.104 --> 00:15:10.006]  Stop guessing and go to the expert, Robert Chapman of The International Forecaster.
[00:15:10.246 --> 00:15:17.111]  When you subscribe to The International Forecaster, you get Robert Chapman's 45 years of experience and concise investment recommendations.
[00:15:17.431 --> 00:15:22.975]  Who needs sugar-coated excuses when you can get the cold hard facts and proven investment leads you can't get anywhere else?
[00:15:23.335 --> 00:15:26.597]  For a free introductory copy to Robert Chapman's International Forecaster,
[00:15:27.037 --> 00:15:32.822]  Subscribe now at TheInternationalForecaster.com or call 877-479-8178.
[00:15:32.902 --> 00:15:35.344]  Experience the difference.
[00:15:35.684 --> 00:15:40.628]  When you subscribe, you can email Robert Chapman directly to obtain investment advice tailored just for you.
[00:15:40.929 --> 00:15:41.889]  Don't wait another minute.
[00:15:42.170 --> 00:15:45.813]  Subscribe today at TheInternationalForecaster.com or call 877-479-8178.
[00:15:45.853 --> 00:15:46.033]  That's 877-479-8178.
[00:15:58.634 --> 00:16:03.397]  Okay, let's go right back to Bob Chapman, then your calls are coming up, and then I'm going to get into this torture video.
[00:16:05.798 --> 00:16:12.642]  And the latest, where the government's saying, oh, the CIA was following orders, so it's okay, they tortured.
[00:16:12.662 --> 00:16:14.103]  This is an incredible precedent.
[00:16:14.584 --> 00:16:20.748]  He's not rebuking torture, he's confirming it all, and saying, hey, what the Nazis did was good.
[00:16:21.748 --> 00:16:23.509]  Nuremberg found him guilty.
[00:16:23.549 --> 00:16:25.891]  They said, no, just because you're told to follow an order that's illegal,
[00:16:27.250 --> 00:16:29.673]  You know, it doesn't matter if the government says it's okay.
[00:16:29.753 --> 00:16:32.056]  It's illegal against the common law of humanity.
[00:16:32.397 --> 00:16:33.418]  You will be held accountable.
[00:16:33.879 --> 00:16:35.040]  Well, Obama says no.
[00:16:35.100 --> 00:16:37.263]  We told him to do it, so they're good guys.
[00:16:38.324 --> 00:16:39.406]  Yeah, I bet they're good guys.
[00:16:39.646 --> 00:16:41.428]  I wanted to bring Ted Anderson up for just two or three minutes.
[00:16:41.448 --> 00:16:42.009]  We're going to come back.
[00:16:43.286 --> 00:16:46.568]  And go to your calls, as I said, while we have Bob Chapman.
[00:16:46.928 --> 00:16:50.909]  Ted, I wanted to drag you on here because you told me it was a really hot item, and I know why.
[00:16:51.810 --> 00:16:53.811]  These things are really rare out there.
[00:16:53.831 --> 00:16:55.812]  I know they go for a lot on eBay and places.
[00:16:56.392 --> 00:17:00.174]  People can't get a regular silver dollar for less than $19.20 online.
[00:17:01.314 --> 00:17:04.315]  And Ted's got silver dollars, you know, for less than that.
[00:17:05.076 --> 00:17:11.519]  But he also has these Lakota Nation Rounds, which are put out by the Native American New Nation that's declared sovereignty.
[00:17:12.379 --> 00:17:17.680]  And these are really a hot item, and Ted has them way, way less than you'll find them any other place.
[00:17:17.720 --> 00:17:21.621]  In fact, Ted, you bought them in so much bulk, and you're passing that savings on to folks.
[00:17:22.201 --> 00:17:26.042]  I mean, this is what, a 20-30% discount from where it's being sold other places?
[00:17:26.302 --> 00:17:26.702]  Oh, yeah.
[00:17:26.902 --> 00:17:31.363]  I see these things as high as $50, some places even $100.
[00:17:31.403 --> 00:17:36.665]  And if you're shopping on eBay, they're about $20 to $25.
[00:17:38.669 --> 00:17:38.929]  Yeah, I
[00:17:58.268 --> 00:18:06.233]  Claiming sovereignty and getting into the Federal Reserve space, to me, is enough to support him right there.
[00:18:06.333 --> 00:18:10.836]  Well, we also know the Feds raided the Liberty Dollar and they had all the gold and silver there and were shipping it out.
[00:18:11.157 --> 00:18:13.738]  And that coin went from $15 a piece to $500, $300.
[00:18:13.998 --> 00:18:19.302]  I mean, that's one of the biggest collectors out there, is that Ron Paul Liberty thing.
[00:18:19.322 --> 00:18:21.743]  So I think you've got a train wreck.
[00:18:21.763 --> 00:18:24.205]  People looking for a train wreck here is another reason.
[00:18:25.685 --> 00:18:33.047]  You've got it basically below what silver dollars that are junk are selling for, so it's an insanely good deal.
[00:18:33.587 --> 00:18:36.088]  How good of a deal is that, Bob Chapman?
[00:18:37.908 --> 00:18:38.628]  Very good deal.
[00:18:39.448 --> 00:18:43.629]  Whatever you can buy an ounce at that price in this market today.
[00:18:44.290 --> 00:18:50.291]  And you know, Ted will tell you how difficult it is to get dimes and quarters and halves
[00:18:52.395 --> 00:18:59.557]  Yeah, there's no way you can touch a Silver Eagle at this price right now, Alex.
[00:18:59.637 --> 00:19:01.177]  And Bob's right about that.
[00:19:01.197 --> 00:19:09.479]  I mean, the silver dollars, the dimes, the halves, the quarters, all that stuff is in such short supply, there's many times where I can't even sell them.
[00:19:09.619 --> 00:19:11.000]  And that goes for months on end.
[00:19:11.420 --> 00:19:12.800]  I mean, here I have this coin.
[00:19:13.660 --> 00:19:16.561]  It's a good, as far as I'm concerned, a good cause.
[00:19:17.101 --> 00:19:20.002]  And you're going to get an ounce of silver at a price that I think is
[00:19:20.609 --> 00:19:22.070]  Absolutely out of this world.
[00:19:22.610 --> 00:19:25.331]  And you get that Lakota Nation coin.
[00:19:26.251 --> 00:19:28.332]  I don't know how you can lose on this particular one.
[00:19:28.392 --> 00:19:29.233]  It's a win-win situation.
[00:19:29.253 --> 00:19:29.733]  Absolutely not.
[00:19:29.753 --> 00:19:31.734]  Ted, you've got gold at really good prices, too.
[00:19:31.814 --> 00:19:32.834]  Tell folks about that real quick.
[00:19:32.854 --> 00:19:33.975]  Oh, yeah, absolutely.
[00:19:34.015 --> 00:19:37.676]  I mean, the Franks right now are at $213, and we've got the British Sovereigns at $265.
[00:19:37.836 --> 00:19:40.217]  I mean, we've got U.S.
[00:19:40.297 --> 00:19:42.138]  Eagles, all this stuff.
[00:19:42.198 --> 00:19:44.459]  I mean, because the prices right now in gold and silver
[00:19:44.940 --> 00:19:45.321]  I don't know.
[00:19:58.703 --> 00:19:59.923]  Right now you can buy this stuff.
[00:19:59.963 --> 00:20:01.864]  It's deeply discounted to where it was.
[00:20:01.884 --> 00:20:08.166]  And all weekend, folks are going to be there at Minus Resources until midnight every night.
[00:20:08.186 --> 00:20:08.346]  1-800-686-2237.
[00:20:08.366 --> 00:20:08.686]  1-800-686-2237.
[00:20:08.706 --> 00:20:12.407]  And I want to ask Darth Vader, Bob Chapman there, beating up his telephone.
[00:20:12.427 --> 00:20:16.228]  Bob, how good a deal is that on the gold, and should folks buy into it now?
[00:20:27.698 --> 00:20:35.021]  It's an excellent deal because prices have come down and no one knows for sure where gold is going to go.
[00:20:35.181 --> 00:20:36.302]  I think it's going higher.
[00:20:36.962 --> 00:20:42.765]  It's testing its 200 day moving average right now and it will be interesting to see if it holds.
[00:20:42.825 --> 00:20:43.525]  I think it will.
[00:20:44.325 --> 00:20:47.587]  As Ted and I have discussed on the air before,
[00:20:48.383 --> 00:20:50.705]  People always want to buy when the price is going up.
[00:20:52.027 --> 00:20:54.689]  The best time to buy is when the price is corrected.
[00:20:55.250 --> 00:20:57.372]  And we've come down from $9.60 recently twice.
[00:20:57.432 --> 00:21:00.495]  And at $8.70 this is a good deal.
[00:21:05.479 --> 00:21:08.101]  Because the prices are much cheaper than they were before.
[00:21:08.181 --> 00:21:10.863]  Well, plus, that's a month-to-month graph.
[00:21:10.883 --> 00:21:14.686]  You look at the 5-year, the 10-year, the 1-year, gold's going straight up.
[00:21:15.246 --> 00:21:16.947]  And everything else is going straight down.
[00:21:16.967 --> 00:21:17.588]  800-686-2237.
[00:21:17.628 --> 00:21:26.354]  Don't forget to get a free copy of The International Forecaster at TheInternationalForecaster.com.
[00:21:26.634 --> 00:21:28.996]  To find out more about Ted Anderson at MinusResources.com.
[00:21:29.276 --> 00:21:30.977]  Gentlemen, both of you have a great weekend.
[00:21:31.177 --> 00:21:32.659]  We'll talk to you again both next week.
[00:21:33.479 --> 00:21:34.180]  Thank you, Alex.
[00:21:34.761 --> 00:21:35.581]  Thank you both, gentlemen.
[00:21:35.802 --> 00:21:36.983]  Okay, I'm gonna blitz through your calls.
[00:21:37.003 --> 00:21:37.964]  You've been holding long enough.
[00:21:38.304 --> 00:21:39.566]  Straight ahead on the other side.
[00:21:39.646 --> 00:21:42.709]  Then, another huge blitz of news and information.
[00:21:42.729 --> 00:21:43.630]  Stay with us.
[00:21:46.593 --> 00:21:47.514]  We're on the march.
[00:21:47.995 --> 00:21:49.597]  The Empire's on the run.
[00:21:50.518 --> 00:21:53.221]  Alex Jones and the GCN Radio Network.
[00:21:56.559 --> 00:21:59.480]  Have you ever thought about what's in your shampoo, soap, or detergent?
[00:21:59.641 --> 00:22:04.843]  How about chlorides, dyes, ethanol, sulfates, sodium, formaldehydes, and more?
[00:22:05.163 --> 00:22:10.506]  Even fragrance can indicate the presence of some 4,000 separate ingredients, most of which are synthetic.
[00:22:10.886 --> 00:22:12.006]  Hi, this is Alex Jones.
[00:22:12.367 --> 00:22:21.271]  I was shocked when I discovered I could be inhaling these additives that can lead to coughing, wheezing, and shortness of breath, headaches, nausea, irritation of the skin, and mucous membranes.
[00:22:21.671 --> 00:22:23.313]  Now compare a Calben Pure Soap.
[00:22:23.513 --> 00:22:27.678]  All natural, earth friendly, no harsh chemicals, no animal testing.
[00:22:27.718 --> 00:22:32.363]  They're safe and you save 85% of the money you're spending on cleaning products now.
[00:22:32.744 --> 00:22:34.406]  Start saving over $1,000 a year for your family of four.
[00:22:36.568 --> 00:22:37.348]  Keep it natural.
[00:22:37.669 --> 00:22:41.250]  Call Calvin Pure Soap for a free catalog at 1-800-340-7091.
[00:22:41.730 --> 00:22:45.772]  Or log on to 5starsoap.com.
[00:22:46.052 --> 00:22:51.555]  Try Calvin Pure Soaps, and I'll bet you'll never use any other cleaning products again.
[00:22:52.115 --> 00:22:55.257]  Call 1-800-340-7091 for all your cleaning needs.
[00:22:56.957 --> 00:23:02.200]  In the New World Order's war against humanity, Barack Obama is the tip of the spear.
[00:23:02.982 --> 00:23:08.325]  We've got to give them a stake in creating the kind of world order that I think all of us would like to see.
[00:23:08.865 --> 00:23:15.048]  The Obama deception completely destroys the myth that Obama is working for the best interest of the American people.
[00:23:15.368 --> 00:23:17.189]  Well, Obama's already fudging.
[00:23:17.329 --> 00:23:19.730]  He's fudged since day one in this election.
[00:23:19.791 --> 00:23:30.616]  If you have a demagogue with a fanatical mass movement of personality cultists who is imposing the program of a group of extreme bankers and finance oligarchs, that's fascist.
[00:23:32.967 --> 00:23:34.228]  It's not about left or right.
[00:23:34.649 --> 00:23:35.990]  It's about a one world government.
[00:23:36.511 --> 00:23:42.858]  This film documents who Obama works for, the lies he is told, and his real agenda.
[00:23:43.418 --> 00:23:51.186]  Get your copy of The Obama Deception today at InfoWars.com or download it in super high quality at PrisonPlanet.tv.
[00:23:51.687 --> 00:23:52.828]  The Obama Deception.
[00:23:53.248 --> 00:23:54.450]  The people strike back.
[00:23:56.118 --> 00:23:57.639]  Alex Jones here with a question.
[00:23:57.819 --> 00:23:59.280]  What does humidity mean to you?
[00:23:59.560 --> 00:24:01.801]  Most people think of hot and sticky summer days.
[00:24:02.241 --> 00:24:06.983]  But many people are beginning to realize that humidity can be a valuable source of pure drinking water.
[00:24:07.384 --> 00:24:10.225]  That's why I'd like you to visit acolablue.com.
[00:24:10.565 --> 00:24:14.067]  Acolablue is a state-of-the-art atmospheric water generator.
[00:24:14.477 --> 00:24:26.464]  Producing purified drinking water from the humidity in the air using reverse osmosis and a five-stage carbon and UV light filtration system, which produces great tasting water at an unbeatable price.
[00:24:27.024 --> 00:24:29.006]  Finally, drinking water that you control.
[00:24:29.026 --> 00:24:30.326]  I use one every day.
[00:24:30.747 --> 00:24:33.208]  Say goodbye to expensive water delivery services.
[00:24:33.468 --> 00:24:34.189]  We're good to go.
[00:25:07.427 --> 00:25:10.471]  You can run on for a long time.
[00:25:10.491 --> 00:25:13.394]  Run on for a long time.
