[00:00:01.653 --> 00:00:02.835]  We're good to go.
[00:17:43.997 --> 00:17:45.459]  Or order online at HBextract.com.
[00:17:45.459 --> 00:17:47.321]  Heart and Body Extract, 866-295-5305.
[00:17:47.321 --> 00:17:48.202]  Or HBextract.com.
[00:18:00.276 --> 00:18:09.366]  Alex Jones here to tell you about how you can help spread liberty worldwide while also enjoying what I have found to be the best-tasting, 100% organic coffee on the planet.
[00:18:09.366 --> 00:18:17.775]  For more than a decade, my favorite coffee has come from the high mountains of southern Mexico, where the Chiapas farmers grow their unique shade-grown Arabica beans.
[00:18:17.775 --> 00:18:22.460]  We have now managed to secure these sought-after beans in a highly customized blend.
[00:18:22.640 --> 00:18:29.425]  Discover and try a bag of the Patriot Blend 100% Organic Coffee at Infowarslife.com.
[00:18:29.425 --> 00:18:36.610]  This coffee gives you a long, smooth pick-me-up for hours without the headaches and heartburn that so many other coffees give me personally.
[00:18:36.610 --> 00:18:43.475]  Hands down, this is my favorite coffee, and it's taken us years to secure connections directly to the Chiapas Mexican farmers.
[00:18:43.635 --> 00:18:48.122]  Drop by the site today, order a bag or two, and I don't think you're going to be disappointed.
[00:18:48.122 --> 00:18:51.506]  Available in original or with our immune support infusion blend.
[00:18:51.506 --> 00:18:57.816]  You will be supporting a free press, all the while enjoying a truly great tasting cup of my favorite coffee.
[00:18:57.816 --> 00:18:59.758]  Available at InfoWarsLife.com
[00:19:00.259 --> 00:19:10.863]  We've taken thousands of years of known research and put it together with our own four years of seeking and testing to find the very best systems that God gave us through Mother Nature to detoxify the body.
[00:19:10.863 --> 00:19:12.923]  That's why I'm introducing Z-Shield.
[00:19:12.923 --> 00:19:15.784]  Toxic Metal and Chemical Defense Support.
[00:19:15.784 --> 00:19:17.285]  It's made in the USA.
[00:19:17.285 --> 00:19:17.385]  It's
[00:19:17.585 --> 00:19:17.845]  I think?
[00:19:40.984 --> 00:19:56.176]  Patriots stay as healthy and as clean and as focused as you can be because we need you the remnant of America to Reignite those brush fires the next level and to be healthy and as focused as you can be thanks to your support and your prayers together We're changing the world now.
[00:19:56.176 --> 00:20:06.845]  It's time to change our bodies with Z field in full wars life calm You're listening to the Alex Jones Show I
[00:20:13.172 --> 00:20:15.815]  Waging war on corruption.
[00:20:15.815 --> 00:20:23.142]  It's Alex Jones, coming to you live from the front lines of the InfoWar.
[00:20:23.142 --> 00:20:36.135]  So on Valentine's Day, February 2018, another liberal Democrat's Blue City Sheriff's Department stood down.
[00:20:36.135 --> 00:20:36.816]  Coward County.
[00:20:37.935 --> 00:20:41.977]  And it wasn't one deputy, it wasn't two, it wasn't three, it wasn't four, now we know it's more than ten.
[00:20:41.977 --> 00:20:49.160]  Just as witnesses that we had on that day and the day after said, they went outside and there was sheriff's department all just sitting there.
[00:20:49.160 --> 00:20:54.802]  And then those videos were banned, and they said that I had said that no one died.
[00:20:54.802 --> 00:21:01.705]  And then folks actually saw the videos and they went, that isn't what Mr. Jones said, so it backfired and YouTube had to put our channel back up.
[00:21:03.223 --> 00:21:09.628]  And David Hogg and others came out and called for us to basically be shut down.
[00:21:09.628 --> 00:21:17.955]  Because it's not just our Second Amendment that they're after, they're after our First Amendment.
[00:21:17.955 --> 00:21:20.457]  Now, let's continue here.
[00:21:20.457 --> 00:21:24.020]  On the heels of that, I get sued, Fox News gets sued.
[00:21:25.674 --> 00:21:31.196]  For pointing out that Democrats were funding Antifa that helped exacerbate what happened in Charlottesville.
[00:21:31.196 --> 00:21:34.698]  They then misrepresent what we said about that.
[00:21:34.698 --> 00:21:45.582]  So this is the tactic as they're getting their script ready, using a crisis, not letting it go to waste, as Rahm Emanuel said, the former chief of staff for Obama.
[00:21:45.582 --> 00:21:55.126]  So they go pick four young people to fly around on jets, who then put out the exact Bloomberg, Obama, Hillary, slash,
[00:21:56.673 --> 00:22:05.340]  Michael Moore playbook, word for word, as anti-gun activists who are now saying they want gun bans in America.
[00:22:05.340 --> 00:22:20.412]  First they said just reasonable restrictions, now we have their speeches, we have their signs, they're up on Infowars.com, there's a Steve Watson article we can pull up and show TV viewers, where sign after sign says, we'll take your gun from your cold dead hand.
[00:22:23.424 --> 00:22:25.084]  Confiscate your firearms.
[00:22:25.084 --> 00:22:26.845]  We'll ban all guns.
[00:22:26.845 --> 00:22:27.925]  On and on and on.
[00:22:27.925 --> 00:22:31.205]  And then we've got other speeches around the country at town halls.
[00:22:31.205 --> 00:22:34.266]  The same things being said.
[00:22:34.266 --> 00:22:35.386]  So this is their agenda.
[00:22:35.386 --> 00:22:39.667]  They're being very, very, very honest with us.
[00:22:39.667 --> 00:22:43.888]  And some of the speakers, we're going to play clips of the next segment, said the exact same thing.
[00:22:43.888 --> 00:22:47.168]  One of the first four from Parkland.
[00:22:47.168 --> 00:22:50.089]  The four horsemen of the Second Amendment apocalypse.
[00:22:51.906 --> 00:22:52.826]  That's what they want.
[00:22:52.826 --> 00:22:54.667]  That's what they're pushing.
[00:22:54.667 --> 00:22:58.628]  But they didn't want the narrative out there of, hey, the Democrats are funding this.
[00:22:58.628 --> 00:23:00.308]  Hey, Soros admits he's funding this.
[00:23:00.308 --> 00:23:01.669]  Hey, they're flying around on private jets.
[00:23:01.669 --> 00:23:06.970]  Hey, CNN staging town halls and only letting people give the questions that they've been handed.
[00:23:06.970 --> 00:23:12.772]  Hey, a lot of these students are conservative and libertarian, including victims, and they don't have a voice.
[00:23:12.772 --> 00:23:19.354]  Those were the videos the first week being banned by YouTube via CNN's complaints that were filed.
[00:23:20.202 --> 00:23:25.864]  They're tortuous interference so that you wouldn't see the other students that we were having on.
[00:23:25.864 --> 00:23:31.165]  Silencing them so they could steal their right.
[00:23:31.165 --> 00:23:33.986]  And again, Media Matters then puts out the statements.
[00:23:33.986 --> 00:23:36.647]  The rest of the media, fake media, picks it up.
[00:23:36.647 --> 00:23:42.428]  And so you put a video out, 18 days after it happens, totally admitted the Democrats are funding it all.
[00:23:42.428 --> 00:23:48.090]  They edit the video where I don't show the article in BuzzFeed where the Democrats admit they're running it and Soros is funding it.
[00:23:48.888 --> 00:23:52.390]  They just clip it out and say, look, Jones is a conspiracy theorist.
[00:23:52.390 --> 00:23:54.211]  He says the sky is blue.
[00:23:54.211 --> 00:23:59.995]  And because they've attached my name to it, they're selling the idea that I'm discredited.
[00:23:59.995 --> 00:24:01.576]  Because they want to discredit me.
[00:24:01.576 --> 00:24:03.777]  At the same time, they want to discredit the Second Amendment.
[00:24:03.777 --> 00:24:11.202]  And they recognize Infowars is at the heart of defending the Second Amendment and mobilizing the people.
[00:24:11.202 --> 00:24:17.746]  Newsweek and Time, eight years ago, in two separate articles, said Alex Jones is the prophet.
[00:24:18.777 --> 00:24:19.357]  of the Tea Party.
[00:24:40.954 --> 00:24:46.077]  All I've done is bring the cure to their globalism from Americana in history.
[00:24:46.077 --> 00:24:49.418]  I didn't write the playbook of success in America.
[00:24:49.418 --> 00:24:56.121]  I simply re-uploaded it, you re-uploaded it, you the audience, and now we're giving them a run for their money.
[00:24:56.121 --> 00:24:58.903]  So the enemy's striking back, and striking back hard.
[00:25:00.128 --> 00:25:05.792]  But we have the data, we have the plans, we have their operations, and we have the counterpoints.
[00:25:05.792 --> 00:25:22.323]  So, here I am stating what's admitted fact, as you see the crowd of a half million bust in, and CNN lying about the crowd size saying it was a million, Capitol Police said half a million, and now you understand what they're scared of, the fact that I say 2 plus 2 equals 4.
[00:25:22.323 --> 00:25:28.307]  Here I am, on March 4th, saying 2 plus 2 equals 4, even 18 days after.
[00:25:31.894 --> 00:25:37.198]  They were still saying that the Democrats weren't involved.
[00:25:37.198 --> 00:25:39.179]  Here it is.
[00:25:39.179 --> 00:25:41.081]  They want to be able to smoke.
[00:25:41.081 --> 00:25:46.104]  They want to be able to drink big drinks of soda.
[00:25:46.104 --> 00:25:48.226]  Here it is.
[00:25:48.226 --> 00:25:56.011]  It's 11 o'clock at night, Texas time, and I'm live here on Facebook for now.
[00:25:56.011 --> 00:25:59.834]  We have been banned from live streaming and uploading on our main YouTube channel.
[00:26:00.862 --> 00:26:03.884]  YouTube channel with billions of views.
[00:26:03.884 --> 00:26:06.346]  And I tend to get really animated here on air.
[00:26:06.346 --> 00:26:15.393]  And on these emergency videos I do, but I'm going to really try to be calm today because of the super grave nature of all this.
[00:26:15.393 --> 00:26:21.438]  And we will upload this on some backup channels.
[00:26:21.438 --> 00:26:28.724]  But think about where America has gotten and where Europe has gotten, where the political left is arresting old women
