[00:00:08.749 --> 00:00:10.050]  Well, here we are.
[00:06:43.780 --> 00:07:00.112]  July 4th, 2018 will be the demarcation line of the launch of the new renaissance and the true new American century and the beginning of the end of the globalist as humanity prepares to face the next level of challenges.
[00:07:01.499 --> 00:07:06.705]  We are surpassing the globalists at this point at every level, but they are in their death throes.
[00:07:06.705 --> 00:07:12.592]  They are striking back with everything they've got.
[00:07:12.592 --> 00:07:16.937]  We have incredible news coming up at the bottom of the hour.
[00:07:16.937 --> 00:07:20.701]  NBC's Chuck Todd admits President Trump winning.
[00:07:20.701 --> 00:07:22.263]  Democrats reeling.
[00:07:24.958 --> 00:07:26.019]  Isn't that amazing?
[00:07:26.019 --> 00:07:36.484]  Progressives scramble to block potential Supreme Court nominee Amy Coney Barrett because she is a committed Christian.
[00:07:36.484 --> 00:07:45.669]  The man who threatened to murder Rand Paul's children to gut them and smear their intestines everywhere is an Obama-supporting Berkeley resident.
[00:07:45.669 --> 00:07:50.892]  Of course he is, and now he's facing 10 years in prison with his ironic glasses.
[00:07:56.288 --> 00:07:59.549]  We've got so much to break down here.
[00:07:59.549 --> 00:08:04.190]  We've got Brian Ross is leaving ABC News after botched Michael Flynn report.
[00:08:04.190 --> 00:08:10.432]  You know where he lied and said, Flynn admits he's a Russian agent, and it's all coming out, and he told Mueller that Trump is a Russian agent.
[00:08:10.432 --> 00:08:11.012]  Total hoax!
[00:08:11.012 --> 00:08:12.692]  You know, Joy Behar, just got the news!
[00:08:12.692 --> 00:08:13.393]  Yay!
[00:08:13.393 --> 00:08:14.253]  Trump's a Russian agent!
[00:08:14.253 --> 00:08:15.013]  Total proof!
[00:08:15.013 --> 00:08:15.993]  Ah!
[00:08:15.993 --> 00:08:17.173]  Tom Arnold, oh!
[00:08:17.173 --> 00:08:18.834]  His lawyer admits they're Russian agents!
[00:08:18.834 --> 00:08:19.774]  I'm gonna have him on!
[00:08:19.774 --> 00:08:20.774]  Total lie!
[00:08:20.774 --> 00:08:22.635]  Hoaxing, hoaxing, hoaxing by the hoaxers.
[00:08:23.949 --> 00:08:28.751]  Otto warns that the existence of the UN, EU, and NATO, that means world government, are threatened.
[00:08:28.751 --> 00:08:33.013]  That's AP.
[00:08:33.013 --> 00:08:37.836]  We got all these Republicans and Trump officials being harassed everywhere.
[00:08:37.836 --> 00:08:43.258]  Scott Pruitt becomes the latest official to be harassed at the head of the EPA at a restaurant.
[00:08:43.258 --> 00:08:44.119]  It's all coming out.
[00:08:44.119 --> 00:08:49.581]  Oh, and there's a secret Roe v. Wade film filming right now with a lot of top stars shooting in New Orleans.
[00:08:49.581 --> 00:08:50.782]  I hadn't heard anything about that.
[00:08:52.256 --> 00:09:11.680]  So we're going to be getting into all of those corollary issues, but let me, ladies and gentlemen, let me give you the biggest news concerning the fight with the deep state that I have covered in a long, long time.
[00:09:11.680 --> 00:09:19.301]  I've got a lot of good contacts inside Trump world at the highest levels and
[00:09:20.856 --> 00:09:28.980]  Now that Kelly is receding towards being put out to pasture, those contacts have been heating up and have been particularly revealing.
[00:09:28.980 --> 00:09:39.126]  So let me give you bombshell first look information with myself and Roger Stone right now.
[00:09:39.126 --> 00:09:41.287]  It's on Infowars.com.
[00:09:41.287 --> 00:09:42.588]  It's on Newswars.com.
[00:09:42.588 --> 00:09:44.989]  I've tweeted it out as well.
[00:09:44.989 --> 00:09:46.990]  It's a Paul Joseph Watson story.
[00:09:46.990 --> 00:09:50.252]  I relayed the information directly to him.
[00:09:52.523 --> 00:09:55.546]  Trump to go after Mueller for 9-11 Saudi cover-up.
[00:09:55.546 --> 00:09:58.249]  Now you'll remember in January of this year.
[00:09:59.403 --> 00:10:02.285]  Here is the Leanne McAdoo report on that.
[00:10:02.285 --> 00:10:06.108]  Next year's news today or the news of six months from now today.
[00:10:06.108 --> 00:10:07.969]  Mueller's 9-11 cover-up connection.
[00:10:07.969 --> 00:10:10.150]  There's Leanne McAdoo's report on that.
[00:10:10.150 --> 00:10:17.375]  It's been in local Florida papers and other places that Mueller ordered the cover-up that Congress knew.
[00:10:17.375 --> 00:10:21.098]  FBI found direct ties between 9-11 hijackers and Saudis living in Florida.
[00:10:21.098 --> 00:10:22.338]  Congress kept it dark.
[00:10:22.338 --> 00:10:23.459]  That's all the stuff we covered.
[00:10:23.459 --> 00:10:25.260]  How they got bin Laden out of the country.
[00:10:25.260 --> 00:10:26.701]  How they protected him.
[00:10:26.701 --> 00:10:29.083]  And who gave the orders in the Justice Department
[00:10:29.823 --> 00:10:30.944]  To do that.
[00:10:30.944 --> 00:10:38.507]  This goes to the Clintons, the Bushes, the Muellers, the Comeys, the entire deep state.
[00:10:38.507 --> 00:10:39.247]  Okay?
[00:10:39.247 --> 00:10:42.488]  So that is all about to come out.
[00:10:42.488 --> 00:10:53.032]  And so when you see some of the families of 9-11 victims on Tucker Carlson saying Mueller ordered that we couldn't have our lawsuit, he shut it down, he had the FBI not release the information.
[00:10:53.032 --> 00:10:55.213]  That is just the doorway to this.
[00:10:55.213 --> 00:10:57.154]  And so what I'm relaying to you is Trump
[00:10:58.123 --> 00:11:01.145]  Regardless of what the deep state does, he's going to bring everything out.
[00:11:01.145 --> 00:11:07.428]  But he had to first get some Supreme Court judges in, turn the economy around, show everybody he was real.
[00:11:07.428 --> 00:11:13.951]  And now he's preparing to not drain the swamp, but basically napalm it.
[00:11:13.951 --> 00:11:14.691]  Carpet bomb it.
[00:11:14.691 --> 00:11:21.495]  I mean, I don't know what you want to call this, but I have been told that this is the gateway to the traction.
[00:11:21.495 --> 00:11:22.435]  That's how Trump does it.
[00:11:22.435 --> 00:11:26.017]  He enters it at one unrefutable, irrefutable point that
[00:11:27.369 --> 00:11:35.248]  They covered up what happened on 9-11, that they blocked the lawsuits, that Mueller was the guy that quarterbacked all that, and then he quarterbacked the entire cover-up, brought in two days after 9-11.
[00:11:38.061 --> 00:11:47.963]  And that it goes into Saudi Arabia, it goes into the Bushes, it goes into the Clintons, who set it up beforehand, it goes into Saudi Arabia, Al Qaeda, and Trump has them dead to rights.
[00:11:47.963 --> 00:11:52.884]  He has all the documents, he has all the admissions, and he's letting them know, I have the ace of spades.
[00:11:52.884 --> 00:12:03.306]  So, just like Trump back in, we'll pull the clip up, during one of the debates, told Jeb Bush, yeah, your brother did a terrible job on 9-11 standing down, the next day he dropped out.
[00:12:03.746 --> 00:12:05.587]  So we're going to play that clip coming up.
[00:12:05.587 --> 00:12:06.867]  The media criticized Trump.
[00:12:06.867 --> 00:12:13.170]  Trump famously called into CNN a week after 9-11 and said, boy, those buildings sure felt strange, like there was bombs in them.
[00:12:13.170 --> 00:12:16.431]  He wanted everything on record that he knew.
[00:12:16.431 --> 00:12:19.813]  So, Deep State working with radical criminal Islam.
[00:12:20.851 --> 00:12:25.214]  Involving 9-11, the stand down, all of it, the CIA building, building 7 getting blown up.
[00:12:25.214 --> 00:12:38.342]  Trump is preparing and wants you to know and wants us to know and I am the individual that is supposed to say the super hard dangerous things up front.
[00:12:38.342 --> 00:12:39.122]  I'm very honored.
[00:12:39.122 --> 00:12:40.083]  I've asked for that position.
[00:12:41.320 --> 00:12:41.940]  I don't think we can
[00:13:03.090 --> 00:13:07.392]  Hype this enough how big this is and how huge this is.
[00:13:07.392 --> 00:13:12.354]  I called you last night at 1030 after I got off the phone and then received the information.
[00:13:12.354 --> 00:13:14.635]  You said that you were getting concurrent info.
[00:13:14.635 --> 00:13:17.857]  This is just the beginning of Trump's big rollout, his ace of spades.
[00:13:17.857 --> 00:13:23.079]  I mean, would you call this, the economy's his real ace of spades, and telling the truth's his ace of spades.
[00:13:23.079 --> 00:13:27.501]  But when it comes to devastating the deep state, this torpedo, this black arrow,
[00:13:28.221 --> 00:13:29.882]  Uh, into the heart of smog.
[00:13:29.882 --> 00:13:39.409]  I mean, this, this, this, this is, this is what needs to be done for justice, but it's also must, must strike complete fear into the deep state.
[00:13:39.409 --> 00:13:49.216]  Well, I think the president is now only fully become aware of the extent of Robert Mueller's disastrous record as FBI director.
[00:13:49.216 --> 00:13:53.559]  It is indisputable that he systematically ignored multiple reports
[00:13:54.455 --> 00:14:04.980]  About a Sarasota, Florida flight school where five of nine Saudi hijackers were training for the assault on America on 9-11.
[00:14:04.980 --> 00:14:20.067]  There were multiple complaints from neighbors about strange activities among these men who, according to flight instructors, showed an amazing interest in how to fly and take off, but no interest in how to land.
[00:14:21.607 --> 00:14:41.502]  This was reported to Jeb Bush's Florida Department of Law Enforcement, same thing as the state police in, say, Louisiana or the Texas Rangers there in Texas, who complained repeatedly to the FBI, sent reports to the FBI, which Robert Mueller systematically ignored.
[00:14:43.144 --> 00:14:49.769]  So, his role as being complicit in the cover-up of 9-11 is demonstrable.
[00:14:49.769 --> 00:15:05.403]  The president himself is going to ultimately make the case, but it's the tip of the iceberg in terms of this quote-unquote public servant who Lindsey Graham describes as beyond reproach.
[00:15:05.403 --> 00:15:10.067]  The first three suspects he arrested in the anthrax matter were the wrong men.
[00:15:10.808 --> 00:15:17.152]  The fourth man he ultimately arrested died mysteriously in custody.
[00:15:17.152 --> 00:15:31.262]  There is no question that he let three innocent men rot in a Boston jail in order to cover up FBI mafia informant sources in the Whitey Bulger matter.
[00:15:32.745 --> 00:15:50.932]  He had Jeffrey Epstein, the convicted pedophile, on the FBI hook as an informant, which explains why Epstein was always able to escape more serious charges such as child trafficking.
[00:15:50.932 --> 00:15:51.412]  That's right.
[00:15:51.412 --> 00:15:55.934]  Robert Mueller is confirmed to be the main handler of the main child trafficking.
[00:15:55.934 --> 00:15:57.255]  You heard it here first.
[00:15:57.255 --> 00:15:57.535]  We'll be back.
[00:15:59.252 --> 00:16:04.014]  If you like alkaline water, or know someone that does, you're going to love the Dillon Living Water Bottle.
[00:16:04.014 --> 00:16:08.356]  It creates alkaline water on the go, while reducing plastic waste and saving you money.
[00:16:08.356 --> 00:16:16.319]  Made with surgical-grade stainless steel, the Dillon Bottle increases the pH up to 9 to deliver both alkaline and antioxidant water anywhere you want it.
[00:16:16.579 --> 00:16:19.923]  Alkaline water is healthier, tastes better, and can even boost energy.
[00:16:19.923 --> 00:16:24.628]  The Dillon Bottle makes it easy and affordable to be healthy and achieve optimal hydration.
[00:16:24.628 --> 00:16:27.471]  Get your Dillon Bottle today at DYLN.CO.
[00:16:27.471 --> 00:16:29.274]  That's DYLN.CO.
[00:16:29.274 --> 00:16:30.715]  You have been lied to.
[00:16:31.516 --> 00:16:33.237]  My name is Kevin Schipp.
[00:16:33.237 --> 00:16:35.938]  I'm a former decorated CIA officer.
[00:16:35.938 --> 00:16:41.261]  Finally, someone has come out and written what I think is the best ex-mose on the shadow government ever.
[00:16:41.261 --> 00:16:46.944]  We're in a constitutional crisis, and our government is now being run and ruled by a shadow government.
[00:16:46.944 --> 00:16:49.966]  We gotta get this out, because just because you're awake, folks, doesn't mean other people are.
[00:16:50.526 --> 00:16:53.148]  This is critical to get, to read, to give to the library, to give to your church.
[00:16:53.148 --> 00:16:56.211]  Get them right now at KillingUncleSamBuck.com.
[00:16:56.211 --> 00:16:58.472]  KillingUncleSamBuck.com.
[00:16:58.472 --> 00:16:59.653]  Bacon lovers.
[00:16:59.653 --> 00:17:01.215]  We ship free.
[00:17:01.215 --> 00:17:03.036]  Try our amazing bacon.
[00:17:03.036 --> 00:17:05.038]  No refrigeration required.
[00:17:05.038 --> 00:17:14.005]  Proprietary value-added packaging provides 10-year shelf life and protects the leanest, thickest, center-cut, fully cooked bacon in America today.
[00:17:14.625 --> 00:17:18.087]  Ready to eat right from the pouch or warm and serve.
[00:17:18.087 --> 00:17:19.948]  Savory and delicious.
[00:17:19.948 --> 00:17:22.889]  Wholesale price for your everyday use.
[00:17:22.889 --> 00:17:25.811]  Order today at ReadyToEatBacon.com.
[00:17:25.811 --> 00:17:28.312]  ReadyToEatBacon.com.
[00:17:28.312 --> 00:17:31.754]  Water is the single most important thing your body needs.
[00:17:31.754 --> 00:17:35.076]  So you want to be sure it's the best for you and your family.
[00:17:35.076 --> 00:17:39.138]  Since 2005, thousands have depended on Herky Purified Water.
[00:17:39.338 --> 00:17:43.942]  The Berkey Guy provides the lowest price filtration systems in every size.
[00:17:43.942 --> 00:17:49.506]  For incredibly delicious water now and in an emergency, get to GoBerkey.com or call 877-886-3653.
[00:17:49.506 --> 00:17:49.646]  877-886-3653.
[00:17:49.646 --> 00:17:49.987]  GoBerkey.com.
[00:18:00.293 --> 00:18:03.895]  InfoWars Life is bringing you a breakthrough in modern medicine.
[00:18:03.895 --> 00:18:05.675]  Introducing Pollen Block.
[00:18:05.675 --> 00:18:17.721]  We have found an extraordinary new, natural way to alleviate seasonal distress symptoms, including promoting clear nasal and sinus passageways, eye comfort, and respiratory function.
[00:18:17.721 --> 00:18:22.723]  In the 1960s, researchers in France noticed that people who ate certain quail eggs,
[00:18:23.503 --> 00:18:32.852]  They began studying this effect in published trials, and decades later, we now have the fruit of this research.
[00:18:32.852 --> 00:18:37.957]  A fast-acting, chewable tablet that helps alleviate seasonal distress symptoms.
[00:18:37.957 --> 00:18:40.580]  Pollen block is natural and effective.
[00:18:40.580 --> 00:18:42.301]  It is not an antihistamine.
[00:18:42.301 --> 00:18:47.106]  In fact, current research has found that it actually acts by blocking the activity of tryptase,
[00:18:47.346 --> 00:18:52.293]  Which is an enzyme that amplifies immune and inflammatory responses in the body.
[00:18:52.293 --> 00:18:54.936]  Go outside and enjoy the air you breathe.
[00:18:54.936 --> 00:18:59.642]  Head to Infowarslife.com and grab a pack of our Pollen Block chewable tablets.
[00:19:01.365 --> 00:19:09.910]  Alex Jones here with an extremely exciting announcement that will be a gift to yourself and a gift to the InfoWar to fight the globalist and live in a free society.
[00:19:09.910 --> 00:19:22.938]  Several years ago, I set out with top formulators in the US to create the strongest, most concentrated, over-the-top stamina, libido, workout, brain formula that is safe.
[00:19:22.938 --> 00:19:30.122]  I know from using this myself the last few months and from seeing my friends and family use it, that this new product is going to end up being the number one
[00:19:30.362 --> 00:19:33.924]  Best-selling product at Infowarslife.com because it works so well.
[00:19:33.924 --> 00:19:42.168]  This is a gift you want to give yourself and then rest assured you're fighting the Info War so it's a total, absolute, sure win, no lose equation.
[00:19:42.168 --> 00:19:46.951]  Try Alpha Power exclusively available at Infowarslife.com for yourself.
[00:19:46.951 --> 00:19:48.852]  Ladies and gentlemen, it's non-GMO.
[00:19:48.852 --> 00:19:49.732]  It's for your brain.
[00:19:49.732 --> 00:19:50.492]  It's for sports.
[00:19:50.492 --> 00:19:52.674]  It's for activities and it's made in the USA.
[00:19:52.674 --> 00:19:55.955]  Get your Alpha Power today at Infowarslife.com.
[00:19:55.955 --> 00:19:59.017]  Everybody needs to try Alpha Power today.
[00:20:03.369 --> 00:20:19.100]  You're listening to the Alex Jones Show.
[00:20:19.100 --> 00:20:26.625]  Defending the republic from enemies foreign and domestic.
[00:20:26.625 --> 00:20:31.188]  It's Alex Jones.
[00:20:31.188 --> 00:20:32.269]  And here's President Trump
[00:20:33.015 --> 00:20:41.602]  Two plus years ago, telling Jeb Bush, you better watch it, buddy, after what you did standing down in Florida and after what your brother did in D.C.
[00:20:41.602 --> 00:20:47.727]  And now Trump is preparing to start releasing the fact that the deep state was complicit working with radical Islam to carry out 9-11.
[00:20:47.727 --> 00:20:48.388]  Here's the president.
[00:20:50.740 --> 00:20:56.125]  Obviously, the war in Iraq was a big, fat mistake, all right?
[00:20:56.125 --> 00:21:05.172]  Now, you can take it any way you want, and it took Jeb Bush, if you remember, at the beginning of his announcement, when he announced the president, it took him five days.
[00:21:05.172 --> 00:21:05.873]  He went back.
[00:21:05.873 --> 00:21:06.834]  It was a mistake.
[00:21:06.834 --> 00:21:07.774]  It wasn't a mistake.
[00:21:07.774 --> 00:21:14.440]  It took him five days before his people told him what to say, and he ultimately said it was a mistake.
[00:21:14.440 --> 00:21:17.923]  The war in Iraq, we spent $2 trillion, thousands of lives.
[00:21:18.203 --> 00:21:19.444]  We don't even have it.
[00:21:19.444 --> 00:21:23.766]  Iran is taking over Iraq with the second largest oil reserves in the world.
[00:21:23.766 --> 00:21:25.727]  Obviously it was a mistake.
[00:21:25.727 --> 00:21:27.548]  George Bush made a mistake.
[00:21:27.548 --> 00:21:28.789]  We can make mistakes.
[00:21:28.789 --> 00:21:30.150]  But that one was a beauty.
[00:21:30.150 --> 00:21:32.111]  We should have never been in Iraq.
[00:21:32.111 --> 00:21:34.932]  We have destabilized the Middle East.
[00:21:34.932 --> 00:21:37.574]  So you still think he should be impeached?
[00:21:38.274 --> 00:21:39.496]  You do whatever you want.
[00:21:39.496 --> 00:21:40.758]  You call it whatever you want.
[00:21:40.758 --> 00:21:42.621]  I want to tell you, they lied.
[00:21:42.621 --> 00:21:45.045]  They said there were weapons of mass destruction.
[00:21:45.045 --> 00:21:45.867]  There were none.
[00:21:45.867 --> 00:21:47.329]  And they knew there were none.
[00:21:47.329 --> 00:21:49.833]  There were no weapons of mass destruction.
[00:21:53.072 --> 00:21:57.134]  And there's another clip, too, with him saying, you screwed up on 9-11.
[00:21:57.134 --> 00:21:58.314]  You stood down in Florida.
[00:21:58.314 --> 00:22:00.055]  Your brother stood down.
[00:22:00.055 --> 00:22:01.715]  You guys did a terrible job.
[00:22:01.715 --> 00:22:03.156]  We're going to get that clip for you as well.
[00:22:03.156 --> 00:22:08.318]  We've also got the clip coming up in the next segment where he talks about bombs in the buildings.
[00:22:08.318 --> 00:22:10.038]  So again, this is really, really serious.
[00:22:10.038 --> 00:22:20.082]  The point is, Tucker Carlson has on some of the families where Mueller, on record, basically killed the investigation, didn't let him have the info to sue.
[00:22:22.714 --> 00:22:29.789]  And if you expand on that, we have the article on Infowars.com, Trump to go after Mueller for 9-11 Saudi cover-up.
[00:22:31.496 --> 00:22:38.221]  President about to drop the hammer on former FBI director for burying Saudi involvement in the attacks, as Roger Stone just mentioned.
[00:22:38.221 --> 00:22:40.763]  But this is coffin nails.
[00:22:40.763 --> 00:22:42.905]  This is kryptonite to the deep state, Roger.
[00:22:42.905 --> 00:22:53.033]  And again, the specific thing that I want to relay to everyone is, the exclusive here is, this is only the beginning of what Trump is going to start releasing.
[00:22:53.033 --> 00:22:57.456]  And he's the president, he has the right to declassify anything he wants, and he's letting them know
[00:22:58.493 --> 00:23:02.635]  Let's just say folks are letting them know that that's going on.
[00:23:02.635 --> 00:23:04.256]  So what does that signify?
[00:23:04.256 --> 00:23:10.539]  What do you make of this development that this is starting and that folks want the deep state to know we're coming for them?
[00:23:11.328 --> 00:23:22.074]  Well, I think the President is building the backfire necessary to terminate the Partisan Inquisition being led by Robert Mueller.
[00:23:22.074 --> 00:23:37.544]  I mean, that story in yesterday's and the day before's New York Times about Rod Rosenstein, who very clearly wrote a memo to the President advocating the firing of FBI Director Comey, did not think it would be made public.
[00:23:38.224 --> 00:23:40.946]  Trump, as it is prerogative, made it public.
[00:23:40.946 --> 00:23:46.870]  This embarrassed Rosenstein in front of his deep state buddies where he was trying to have it both ways.
[00:23:46.870 --> 00:23:52.874]  He is furious at Trump and his payback is the appointment of Robert Mueller.
[00:23:52.874 --> 00:23:54.455]  It is as clear as day.
[00:23:55.095 --> 00:23:57.037]  So he's acting in his self-interest.
[00:23:57.037 --> 00:24:02.180]  He has conflicts in that he has gotten his first job from Mueller.
[00:24:02.180 --> 00:24:08.044]  He has conflicts in that he approves the FISA warrant personally.
[00:24:08.044 --> 00:24:11.907]  He's conflicted, more conflicted in this case than Jeff Sessions is.
[00:24:11.907 --> 00:24:15.290]  He needs to stand down or be terminated.
[00:24:15.290 --> 00:24:18.552]  So I think the president is laying the ground for the
[00:24:20.493 --> 00:24:28.315]  For the termination of what is a partisan witch hunt, people need to know more about Mr. Mueller.
[00:24:28.315 --> 00:24:34.517]  He is not the white knight that Lindsey Graham and others in the mainstream media have portrayed.
[00:24:34.517 --> 00:24:41.399]  His role during and after the 9-11 matter needs to be examined.
[00:24:41.399 --> 00:24:49.281]  The fact that he is the man who mules the uranium specimens to Stockholm to close the deal for Uranium One,
[00:24:50.021 --> 00:24:57.548]  At behest of the Clintons, it shows that he is a bipartisan leg man for the deep state.
[00:24:57.548 --> 00:25:05.536]  And he is complicit, therefore, in the largest treasonous financial crime, in terms of dollars, in American history.
[00:25:06.505 --> 00:25:06.745]  And it's
[00:25:28.556 --> 00:25:31.299]  Trying to actually wreck my family again.
[00:25:31.299 --> 00:25:33.240]  I mean, there is no end to these people.
[00:25:33.240 --> 00:25:34.362]  I've got to sue them now.
[00:25:34.362 --> 00:25:36.824]  They are so diabolical.
[00:25:36.824 --> 00:25:38.465]  They are so crazed.
[00:25:38.465 --> 00:25:44.471]  And then they use Alistair Crowley as the Democratic Party operating system?
[00:25:44.471 --> 00:25:47.414]  I mean, these people are beyond anything you could ever imagine.
[00:25:48.352 --> 00:25:50.576]  It is really, really extraordinary.
[00:25:50.576 --> 00:25:54.221]  But what tells me is Trump's taking the gloves off.
[00:25:54.221 --> 00:26:03.634]  For too long, the early Trump attorneys' piece of legal advice was bend over and hand Robert Mueller the vacillate.
[00:26:04.906 --> 00:26:05.847]  Turn over everything!
