[00:00:04.733 --> 00:00:06.437]  The Alex Jones Show.
[00:15:18.741 --> 00:15:25.106]  The FISA warrants are the Rosetta Stone of understanding this entire Russian scandal.
[00:15:25.306 --> 00:15:27.908]  We'll be right back to lay it out for you.
[00:15:52.904 --> 00:15:53.325]  Now!
[00:15:55.346 --> 00:15:56.727]  They think you're a goldfish!
[00:15:58.349 --> 00:16:00.490]  I've been betting on you my whole life!
[00:16:00.690 --> 00:16:01.471]  I believe in you!
[00:16:01.631 --> 00:16:03.272]  I don't think you're stupid!
[00:16:05.968 --> 00:16:07.950]  One man ever raped a woman.
[00:16:08.291 --> 00:16:09.912]  All genitals were cut off.
[00:16:10.153 --> 00:16:12.595]  And we're kicking these traitors' asses politically.
[00:16:12.715 --> 00:16:13.937]  And we're not backing down on her.
[00:16:15.839 --> 00:16:17.000]  I want to get these people.
[00:16:17.040 --> 00:16:17.560]  We're winning.
[00:16:17.620 --> 00:16:18.702]  I can feel the spirit rising.
[00:16:18.862 --> 00:16:19.342]  Can't you?
[00:16:19.603 --> 00:16:21.264]  We have broken their back.
[00:16:21.625 --> 00:16:22.786]  Yes, I can feel it!
[00:16:26.630 --> 00:16:27.170]  Let's go!
[00:16:28.564 --> 00:16:28.964]  Come on!
[00:16:28.984 --> 00:16:29.305]  Come on!
[00:16:29.325 --> 00:16:29.525]  Come on!
[00:16:29.565 --> 00:16:29.825]  Come on!
[00:16:29.845 --> 00:16:30.005]  Come on!
[00:16:30.025 --> 00:16:30.305]  Come on!
[00:16:30.405 --> 00:16:30.625]  Come on!
[00:16:30.665 --> 00:16:30.946]  Come on!
[00:16:31.046 --> 00:16:31.246]  Come on!
[00:16:31.306 --> 00:16:31.506]  Come on!
[00:16:31.526 --> 00:16:31.726]  Come on!
[00:16:31.746 --> 00:16:31.986]  Come on!
[00:16:32.006 --> 00:16:32.166]  Come on!
[00:16:32.186 --> 00:16:32.407]  Come on!
[00:16:32.427 --> 00:16:32.607]  Come on!
[00:16:32.627 --> 00:16:32.787]  Come on!
[00:16:32.807 --> 00:16:33.047]  Come on!
[00:16:33.067 --> 00:16:33.327]  Come on!
[00:16:33.347 --> 00:16:33.507]  Come on!
[00:16:33.567 --> 00:16:33.788]  Come on!
[00:16:33.808 --> 00:16:34.068]  Come on!
[00:16:34.088 --> 00:16:34.228]  Come on!
[00:16:34.248 --> 00:16:34.408]  Come on!
[00:16:34.428 --> 00:16:34.688]  Come on!
[00:16:34.708 --> 00:16:34.868]  Come on!
[00:16:34.888 --> 00:16:35.569]  Come on!
[00:16:35.629 --> 00:16:35.769]  Come on!
[00:16:35.789 --> 00:16:36.229]  Come on!
[00:16:36.329 --> 00:16:36.469]  Come on!
[00:16:36.489 --> 00:16:36.850]  Come on!
[00:16:36.930 --> 00:16:37.110]  Come on!
[00:16:37.130 --> 00:16:37.630]  Come on!
[00:16:37.930 --> 00:16:38.371]  Come on!
[00:16:38.391 --> 00:16:38.591]  Come on!
[00:16:38.611 --> 00:16:38.791]  Come on!
[00:16:38.811 --> 00:16:38.951]  Come on!
[00:16:38.971 --> 00:16:39.211]  Come on!
[00:16:39.231 --> 00:16:39.491]  Come on!
[00:16:39.591 --> 00:16:39.892]  Come on!
[00:16:39.932 --> 00:16:40.252]  Come on!
[00:16:40.312 --> 00:16:40.492]  Come on!
[00:16:40.512 --> 00:16:40.792]  Come on!
[00:16:40.952 --> 00:16:41.373]  Come on!
[00:16:41.453 --> 00:16:41.633]  Come on!
[00:16:41.653 --> 00:16:41.913]  Come on!
[00:16:42.013 --> 00:16:42.233]  Come on!
[00:16:42.253 --> 00:16:42.393]  Come on!
[00:16:42.413 --> 00:16:42.734]  Come on!
[00:16:42.754 --> 00:16:42.994]  Come on!
[00:16:43.014 --> 00:16:43.254]  Come on!
[00:16:43.274 --> 00:16:43.474]  Come on!
[00:16:43.494 --> 00:16:43.734]  Come on!
[00:16:43.754 --> 00:16:43.894]  Come on!
[00:16:43.914 --> 00:16:44.175]  Come on!
[00:16:44.195 --> 00:16:44.415]  Come on!
[00:16:44.455 --> 00:16:44.615]  Come on!
[00:16:44.635 --> 00:16:44.835]  Come on!
[00:16:44.855 --> 00:16:45.075]  Come on!
[00:16:45.095 --> 00:16:45.235]  Come on!
[00:16:45.275 --> 00:16:45.576]  Come on!
[00:16:45.716 --> 00:16:46.036]  Come on!
[00:16:46.116 --> 00:16:46.336]  Come on!
[00:16:46.356 --> 00:16:46.616]  Come on!
[00:16:46.636 --> 00:16:46.796]  Come on!
[00:16:46.876 --> 00:16:47.137]  Come on!
[00:16:47.177 --> 00:16:47.357]  Come on!
[00:16:47.377 --> 00:16:47.657]  Come on!
[00:16:47.757 --> 00:16:47.937]  Come on!
[00:16:47.957 --> 00:16:48.137]  Come on!
[00:16:48.157 --> 00:16:48.317]  Come on!
[00:16:48.337 --> 00:16:48.477]  Come on!
[00:16:48.518 --> 00:16:48.658]  Come on!
[00:16:48.678 --> 00:16:48.838]  Come on!
[00:16:48.858 --> 00:16:49.018]  Come on!
[00:16:49.038 --> 00:16:49.198]  Come on
[00:16:57.392 --> 00:17:00.493]  Let's go ahead and go to Lloyd in Washington.
[00:17:00.533 --> 00:17:01.053]  You're on the air.
[00:17:01.073 --> 00:17:01.593]  Thanks for holding.
[00:17:01.993 --> 00:17:03.074]  Mr. Alex Jones.
[00:17:03.294 --> 00:17:03.914]  Hey, brother.
[00:17:04.194 --> 00:17:04.574]  Good, man.
[00:17:04.594 --> 00:17:05.394]  Thank you for calling.
[00:17:05.474 --> 00:17:06.014]  Hey, hey.
[00:17:06.134 --> 00:17:10.536]  I just want to say thanks for your products and everything that you're doing to try to save the country.
[00:17:10.756 --> 00:17:17.137]  I mean, I've tried your Secret 12, Super Male, Anthroplex, the Silver Bullet, Biome Defense, Micro ZX.
[00:17:17.257 --> 00:17:18.958]  I mean, it's all good stuff.
[00:17:19.038 --> 00:17:25.900]  Secret 12, if everybody would just drop their energy drinks and get some Secret 12, take a shot of that.
[00:17:26.360 --> 00:17:27.481]  That's the thing about Secret 12.
[00:17:27.541 --> 00:17:31.544]  Just a half a dropper has way more energy and it's totally... People ask, why is it sweet?
[00:17:31.924 --> 00:17:33.526]  Real organic B12 is sweet.
[00:17:34.006 --> 00:17:34.747]  And exactly.
[00:17:34.767 --> 00:17:38.990]  When I'm super tired, I go, hey, why am I drinking coffee at 10 at night if I'm going on some show like Coast to Coast?
[00:17:39.350 --> 00:17:39.610]  Boom!
[00:17:39.770 --> 00:17:42.593]  Secret 12, 30 minutes later, massive energy.
[00:17:42.653 --> 00:17:43.173]  It's amazing.
[00:17:43.213 --> 00:17:47.477]  Yeah, that stuff will wake you up and the clarity of mind that comes along with that is just amazing.
[00:17:52.921 --> 00:18:00.910]  ExtendoWise, the latest product from InfoWarsLife.com, fuses all the known compounds that have been proven to be good for our hearts and cardiovascular system.
[00:18:01.190 --> 00:18:03.513]  And listen, everybody's got a heart.
[00:18:04.113 --> 00:18:09.479]  Well, actually, maybe Hillary and George Soros don't, but everybody else has a heart, and this product is amazing.
[00:18:09.559 --> 00:18:10.641]  So, if you have a heart...
[00:18:11.181 --> 00:18:16.504]  You want the very best product out there that's designed to aid a healthy heart and cardiovascular system?
[00:18:17.065 --> 00:18:20.467]  It's Xtend-A-Wise, available at Infowarslife.com.
[00:18:20.707 --> 00:18:28.732]  And like all of our products are game changers, this baby is the most souped-up, awesome version that top form and letters can come up with and still be affordable.
[00:18:29.312 --> 00:18:31.053]  It's one of the very best heart pills out there.
[00:18:31.373 --> 00:18:32.153]  It's Extend-A-Wise.
[00:18:32.353 --> 00:18:35.075]  So, get some for yourself and family and friends.
[00:18:35.455 --> 00:18:38.516]  It's got the very best fish oil from the Fjords.
[00:18:38.556 --> 00:18:43.898]  It's very, very pure, very, very clean and has the EPA type that is specifically good for the heart cardiovascular system.
[00:18:44.579 --> 00:18:48.080]  It's got the properly formulated type of CoQ10 and more.
[00:18:48.420 --> 00:18:49.981]  It is Extend-A-Wise.
[00:18:50.021 --> 00:18:52.182]  Now available at MFORSlife.com.
[00:18:53.086 --> 00:18:54.848]  Fueling your body is hard work.
[00:18:55.428 --> 00:19:00.594]  That's why we've introduced the InfoWars Life Daily Digestive Pack to help you fuel it right.
[00:19:01.194 --> 00:19:09.263]  Combine FloraLife Everyday Maintenance and Carnivore to help you fuel your gut and body and take advantage of the powerful nutrients you receive.
[00:19:09.643 --> 00:19:11.845]  There's no better way to power your body.
[00:19:12.386 --> 00:19:18.910]  Floralife is a powerful probiotic supplement with 20 of the most potent clinically studied probiotic strains.
[00:19:19.270 --> 00:19:29.817]  When paired with Carnivore, our incredible enzyme formula that helps you break down nutrients, these formulas fuel your gut and your body to help you fight toxins and stay fueled all day.
[00:19:30.417 --> 00:19:37.342]  These incredible formulas can help keep your body in tip-top shape in the fight against stress, age, and outside toxins.
[00:19:37.862 --> 00:19:43.507]  There's no better time to try Floralife and Carnivore to see how well they can support your body.
[00:19:44.028 --> 00:19:47.591]  Don't miss out on the chance to fuel your body and support recovery.
[00:19:47.851 --> 00:19:51.074]  Try the InfoWars Life Daily Digestive Pack today!
[00:19:57.520 --> 00:20:00.143]  You're listening to the Alex Jones Show.
[00:20:07.884 --> 00:20:11.427]  My fellow Americans, let me make this perfectly clear.
[00:20:12.088 --> 00:20:15.591]  You're listening to Roger Stone on InfoWars.
[00:20:17.953 --> 00:20:20.495]  Welcome back to the Alex Jones Show.
[00:20:21.175 --> 00:20:22.576]  I'm your host, Roger Stone.
[00:20:23.624 --> 00:20:38.363]  It's very important to understand that a FISA warrant can only be issued against an American citizen if they are actively involved in espionage for a foreign power against the United States.
[00:20:39.424 --> 00:20:50.128]  How ironic that it is the information regarding the misuse of FISA warrants that Deputy Attorney General Rod Rosenstein has been stonewalling about.
[00:20:50.788 --> 00:21:03.353]  How ironic that the government refuses to hand over in discovery in the Paul Manafort trial any evidence regarding his being subject to a FISA warrant.
[00:21:04.033 --> 00:21:27.699]  How ironic that the government has now essentially released a document which demonstrates that their entire justification for a FISA warrant against Carter Page, a man who doesn't know much about headgear, was based on their own phony dossier.
[00:21:28.359 --> 00:21:28.859]  Wait a minute.
[00:21:29.480 --> 00:21:38.584]  FBI Director James Comey told us that the FISA warrant was based on a broad mosaic of information.
[00:21:39.384 --> 00:21:44.587]  The documents produced by the government today show that that is a lie.
[00:21:45.387 --> 00:21:56.232]  In fact, extraordinarily, for a 400-page document today, almost 300 pages are completely and totally redacted.
[00:21:56.812 --> 00:21:58.152]  That means blacked out.
[00:21:58.673 --> 00:21:59.713]  They're useless.
[00:21:59.853 --> 00:22:01.274]  They tell us nothing.
[00:22:01.974 --> 00:22:08.877]  And then you have media outlets like Vox trying to go out there with the establishment spin.
[00:22:09.577 --> 00:22:18.605]  The FBI established surveillance of Carter Page because they believed the Russians were seeking to recruit him.
[00:22:19.145 --> 00:22:36.720]  No, Carter Page was subject to a FISA warrant because the government created a false narrative to make it appear that he was being recruited by the Russians, thus the use of FISA warrants for political purposes.
