[00:00:16.879 --> 00:00:18.985]  The Alex Jones Show.
[00:02:37.895 --> 00:02:47.181]  The globalists are attempting to dumb down and then reduce the population in an attempt to control a planetary collapse that in many cases has already begun.
[00:02:47.181 --> 00:02:48.082]  Not for the reasons they claim.
[00:02:51.727 --> 00:03:14.396]  And in that war, they're going to set up, trying to dehumanize the population, that war on humanity, that will create a blowback, feedback, cultural, economic, and psychic, spiritual loop, that will absolutely have the planet fall to death.
[00:03:14.396 --> 00:03:19.217]  So, the globalists want to kill the human species and potentiality in an attempt to control it.
[00:03:19.217 --> 00:03:20.418]  It's called killing the golden goose.
[00:03:21.380 --> 00:03:27.041]  They see us, though, that are resisting their program as death.
[00:03:27.041 --> 00:03:43.005]  As ignorant savages that are going to eat through all the resources, but they're the ones trying to freeze the development and trying to freeze the expansion while actually promoting the stupidest people to have more children.
[00:03:43.005 --> 00:03:46.986]  And it's in the Royal Commission, the original eugenics battle plan after World War II.
[00:03:46.986 --> 00:03:47.926]  It's all a fact.
[00:03:48.766 --> 00:03:58.855]  That they claim they're doing this great evil act out of some altruistic great goal, but really it's all about being directed by evil.
[00:03:58.855 --> 00:04:05.381]  Now we have some of the most dramatic footage at InfoWars.com that is exclusive to InfoWars.com as far as I know.
[00:04:05.381 --> 00:04:09.265]  We've sent this to Drudge Report with Don Salazar.
[00:04:09.265 --> 00:04:11.587]  When we come back we're going to roll the footage for you.
[00:04:11.587 --> 00:04:13.628]  For radio listeners I'll describe it.
[00:04:13.628 --> 00:04:14.870]  Trump ain't playing.
[00:04:15.748 --> 00:04:26.656]  Video shows hundreds of military vehicles, including Abrams frontline battle tanks, being shipped to the border.
[00:04:26.656 --> 00:04:34.862]  Footage of train heading southbound, reportedly captured in Arizona, and Trump has confirmed he's sending heavy armor.
[00:04:34.862 --> 00:04:38.425]  Armored personnel carriers, you name it.
[00:04:38.425 --> 00:04:42.988]  Supply vehicles, support vehicles, everything.
[00:04:42.988 --> 00:04:45.070]  Command and control systems,
[00:04:46.934 --> 00:04:50.820]  Because let's be honest, this is part of a larger plan to collapse the country and Trump knows it.
[00:04:50.820 --> 00:04:51.201]  Show!
[00:04:51.201 --> 00:04:53.224]  Rex 84 is getting implemented!
[00:04:53.224 --> 00:04:55.568]  We'll be right back.
[00:05:00.609 --> 00:05:02.932]  Fueling your body is hard work.
[00:05:02.932 --> 00:05:08.719]  That's why we've introduced the InfoWars Life Daily Digestive Pack to help you fuel it right.
[00:05:08.719 --> 00:05:17.150]  Combine FloraLife Everyday Maintenance and Carnivore to help you fuel your gut and body and take advantage of the powerful nutrients you receive.
[00:05:17.150 --> 00:05:19.373]  There's no better way to power your body.
[00:05:19.893 --> 00:05:26.781]  Floralife is a powerful probiotic supplement with 20 of the most potent clinically studied probiotic strains.
[00:05:26.781 --> 00:05:37.252]  When paired with Carnivore, our incredible enzyme formula that helps you break down nutrients, these formulas fuel your gut and your body to help you fight toxins and stay fueled all day.
[00:05:37.913 --> 00:05:45.377]  These incredible formulas can help keep your body in tip-top shape in the fight against stress, age, and outside toxins.
[00:05:45.377 --> 00:05:51.541]  There's no better time to try Floralife and Carnivore to see how well they can support your body.
[00:05:51.541 --> 00:05:55.363]  Don't miss out on the chance to fuel your body and support recovery.
[00:05:55.363 --> 00:05:58.525]  Try the InfoWars Life Daily Digestive Pack today!
[00:06:04.774 --> 00:06:09.038]  Defending the Republic from enemies, foreign and domestic.
[00:06:09.038 --> 00:06:17.825]  It's Alex Jones.
[00:06:17.825 --> 00:06:21.308]  Six days.
[00:06:21.308 --> 00:06:32.478]  Six days, ladies and gentlemen, until the most important election in world history, the final big, giant, juicy domino to fall.
[00:06:33.934 --> 00:06:38.977]  against the globalists and signify their collapse.
[00:06:38.977 --> 00:06:54.244]  It's kind of like once the Nazis got kicked out of North Africa and they went into Russia, they started getting kicked out of there, and the Allies landed, and there was a turning point after the Battle of the Bulge where we knew they were whipped, but it was going to take some time and some blood.
[00:06:54.244 --> 00:06:57.846]  And we're at that Battle of the Bulge moment right now in the allegory.
[00:06:58.643 --> 00:07:06.069]  And we already are in the battle, and we're already smashing their main offensive.
[00:07:06.069 --> 00:07:07.470]  But it's on right now.
[00:07:07.470 --> 00:07:11.214]  This is the magic moment in history.
[00:07:11.214 --> 00:07:13.536]  Now, let's be clear.
[00:07:13.536 --> 00:07:18.780]  We lose this midterm, which I don't think we are, because of all the indicators.
[00:07:18.780 --> 00:07:22.884]  It'd be a massive, massive landslide.
[00:07:23.612 --> 00:07:30.896]  Where the Republicans would pick up 50 seats in the House, 5, 6, 10 seats in the Senate.
[00:07:30.896 --> 00:07:35.519]  There's a total red wave globally of populism.
[00:07:35.519 --> 00:07:39.481]  But there is such total fraud going on.
[00:07:39.481 --> 00:07:45.545]  And people who have been dead for decades voting, not just in Chicago, but in Austin, Texas.
[00:07:45.545 --> 00:07:47.306]  And huge farms
[00:07:48.434 --> 00:08:16.213]  of phone banks and people uh... who are filling out the early voters voter uh... forms and the early voting mail-in forms from from texas to california and they're just shipping them in in mass so they've built a big seawall a big blue stinking fraudulent wall and here comes the tsunami all they gotta do is like a
[00:08:17.389 --> 00:08:22.672]  Gold posts in the NFL or in football, we just gotta get that football right between the gold posts.
[00:08:22.672 --> 00:08:26.855]  Doesn't matter if it shoots all the way up at the top, right through them, it's just gotta make it.
[00:08:26.855 --> 00:08:30.897]  And right now, that ball's... I mean, it's... We're gonna see what happens.
[00:08:30.897 --> 00:08:44.866]  There's the blue wall, but the Dems are panicking because they know the internal indices and indicators are just tsunami hammer wave.
[00:08:44.866 --> 00:08:45.727]  Just like Brazil,
[00:08:47.295 --> 00:08:49.617]  Were he won by double digits?
[00:08:49.617 --> 00:09:02.427]  Just like Merkel has been lost every election for six years, but in parliamentary manipulation and having the Muslims all vote in unison for her, she's been able to manipulate the parliament system and stay in power.
[00:09:02.427 --> 00:09:05.429]  She's gone now.
[00:09:05.429 --> 00:09:13.055]  Notice, as soon as they fall, you don't hear the mainstream media talk about it anymore.
[00:09:13.055 --> 00:09:16.078]  Populism, capitalism, the things that work, it's back.
[00:09:16.980 --> 00:09:22.443]  And just like Trump's been tweeting, if you let the Democrats in, they're going to take you to the Venezuelan system.
[00:09:22.443 --> 00:09:23.564]  That's the model they like.
[00:09:23.564 --> 00:09:25.225]  And that's true.
[00:09:25.225 --> 00:09:28.026]  They want to make you poor on purpose.
[00:09:28.026 --> 00:09:36.091]  They hate your stinking guts.
[00:09:36.091 --> 00:09:36.771]  Think about that.
[00:09:36.771 --> 00:09:37.852]  Now, here's the big news.
[00:09:37.852 --> 00:09:39.513]  It just got linked up on DrugsReport.com.
[00:09:41.539 --> 00:09:43.660]  Don Salazar article.
[00:09:43.660 --> 00:09:44.841]  Trump ain't playing.
[00:09:44.841 --> 00:09:48.683]  Video shows hundreds of military vehicles being shipped to the border.
[00:09:48.683 --> 00:09:54.027]  Footage of train headed southbound, captured in Arizona.
[00:09:54.027 --> 00:09:57.569]  It's up on InfoWars.com right now.
[00:09:57.569 --> 00:10:00.350]  It's at NewsWars.com.
[00:10:00.350 --> 00:10:04.293]  And good luck Twitter and Facebook and everybody censoring it.
[00:10:04.293 --> 00:10:08.876]  It's the biggest website in the world, the biggest news site in the world, just posted it.
[00:10:08.876 --> 00:10:11.157]  And ooh, this is gonna go real viral.
[00:10:13.757 --> 00:10:25.684]  Now, we're going to get more into that in a moment, but here is something that my spidey sense and my common sense tells me is a big problem.
[00:10:25.684 --> 00:10:33.368]  I'll get to it in a moment, but first, New York Times op-ed brags of replacing embittered white conservative minority.
[00:10:33.368 --> 00:10:33.728]  So it's the
[00:10:34.858 --> 00:10:39.719]  Open culture of teaching the left to be an anti-white party.
[00:10:39.719 --> 00:10:41.240]  And then if you resist it, you're racist.
[00:10:41.240 --> 00:10:45.261]  So they're just destroying the dream of the abolitionist, of Martin Luther King.
[00:10:45.261 --> 00:10:46.341]  Of course, it's the Democratic Party.
[00:10:46.341 --> 00:10:47.182]  They're a race-based party.
[00:10:47.182 --> 00:10:49.342]  They are flipping the script.
[00:10:49.342 --> 00:10:51.703]  When it's majority white, they're KKK.
[00:10:51.703 --> 00:10:54.284]  When it's majority other groups, they turn them into brown KKK.
[00:10:56.112 --> 00:11:01.616]  And it's Don Lemon, it's the whole scripting point that the biggest terror threat is white men.
[00:11:01.616 --> 00:11:05.619]  Imagine saying, the biggest threat in the world is Asians.
[00:11:05.619 --> 00:11:08.962]  Or the biggest threat in the world is, you fill in the blank, Jews.
[00:11:08.962 --> 00:11:09.942]  I didn't say that.
[00:11:09.942 --> 00:11:11.303]  I'm hypothetically saying it.
[00:11:11.303 --> 00:11:13.485]  They'd be, oh my God, you're the worst person in the world.
[00:11:13.485 --> 00:11:16.948]  Because it is bad to just say a group of people are bad.
[00:11:16.948 --> 00:11:21.131]  Imagine if you said the biggest problem in America is black people.
[00:11:21.131 --> 00:11:22.572]  That's what they're saying, it's white people.
[00:11:23.413 --> 00:11:26.895]  And then, they're not bringing up here from Venezuela.
[00:11:26.895 --> 00:11:29.596]  And they admit now, most of them are from Venezuela, not Honduras, not Guatemala.
[00:11:29.596 --> 00:11:31.076]  They were staged there by the UN.
[00:11:31.076 --> 00:11:33.657]  That country's totally collapsed.
[00:11:33.657 --> 00:11:36.159]  The only route Venezuela has is north.
[00:11:36.159 --> 00:11:39.440]  It's up there in eastern, northern South America.
[00:11:39.440 --> 00:11:40.941]  Northeast South America.
[00:11:40.941 --> 00:11:42.962]  And they're all just coming right in.
[00:11:42.962 --> 00:11:43.762]  Up through Central America.
[00:11:45.094 --> 00:11:47.575]  They're not allowed to stop, they just leapfrogged from U.N.
[00:11:47.575 --> 00:11:48.276]  Center to U.N.
[00:11:48.276 --> 00:12:00.481]  Center, and now they've got the buses all lined up, funded by the Open Society, funded by USAID, funded by the Annenberg, funded by the MacArthur, funded by the Ford Foundation.
[00:12:00.481 --> 00:12:03.643]  It's all the same names.
[00:12:03.643 --> 00:12:05.064]  And there are the buses!
[00:12:05.064 --> 00:12:06.084]  And guess what?
[00:12:06.084 --> 00:12:13.728]  Oh, the first buses are set to start arriving in just three to four days in McAllen, Texas.
[00:12:17.404 --> 00:12:20.206]  Oh, we've been down there six or seven times.
[00:12:20.206 --> 00:12:23.789]  Six years ago, five years ago, four years ago, two years ago.
[00:12:23.789 --> 00:12:38.579]  The report, we're going to play it coming up, is the UN in charge at the Texas border, and the Border Patrol ordered to load people, they haven't even checked their identities on buses, many of which ended up being trafficked by sex traffickers.
[00:12:38.579 --> 00:12:39.820]  Print me the Washington Post again, please.
[00:12:41.195 --> 00:12:51.430]  So imagine, I'm up here trying to say it's Soros in the UN, and the media's like, that's insane, fire Lou Dobbs, my god, he says again, the sun is yellow in the daytime sky.
[00:12:55.489 --> 00:12:58.070]  When it's on record that it's Soros.
[00:12:58.070 --> 00:13:00.150]  It's on record they're child smuggling.
[00:13:00.150 --> 00:13:02.291]  It's on record it's illegal.
[00:13:02.291 --> 00:13:08.292]  But see, Obama had executive orders in place saying to the Border Patrol, you just let the people come in.
[00:13:08.292 --> 00:13:12.513]  They're like, well, most of these are little kids or adults and there's not even parents.
[00:13:12.513 --> 00:13:15.994]  And we're loading them on all these so-called charities.
[00:13:15.994 --> 00:13:17.014]  We don't even know who they are.
[00:13:17.014 --> 00:13:18.695]  And they're just disappearing.
[00:13:18.695 --> 00:13:23.216]  And a lot of them ended up in sex slavery or dead or trafficked into other countries.
[00:13:25.649 --> 00:13:27.950]  How dare Trump change that?
[00:13:27.950 --> 00:13:52.102]  And if you show up out of a desert with crying kids, and there's two men and seven kids, and the kids are crying in Spanish saying, my mama was killed, my mama was killed, oh, we're just gonna load you up on a bus with some weird, creepy, pot-bellied Democrat, who's probably got a nambla card in their wallet, and just bye-bye, because if you don't, you're abusing people.
[00:13:52.102 --> 00:13:54.583]  This is the lawlessness Democrats create in every city.
[00:13:55.936 --> 00:13:57.798]  And the piles of human feces.
[00:13:57.798 --> 00:13:58.158]  Why?
[00:13:58.158 --> 00:14:00.740]  Because they're devil worshippers.
[00:14:00.740 --> 00:14:04.823]  They're filled with a spirit of destruction and pain.
[00:14:04.823 --> 00:14:09.447]  And there are children being abused everywhere around them because they're psychic vampires.
[00:14:11.391 --> 00:14:19.196]  When Chuck Schumer and Pelosi drive by and see feces everywhere and kids starving, it's like a fire to their satanic spirit.
[00:14:19.196 --> 00:14:20.697]  It's like warm.
[00:14:20.697 --> 00:14:24.720]  See, badness to someone who's into serious satanism is the only time they feel warm.
[00:14:24.720 --> 00:14:31.084]  I've talked to top psychiatrists, you name it, who've been on, and they don't want to be put in books, but the criminologists know this.
[00:14:31.084 --> 00:14:36.548]  The child molesters, the child killers, they have nightmares, they feel like they're demon possessed, they're absolutely unhappy.
[00:14:37.774 --> 00:14:40.076]  Unless they're hurting someone really innocent.
[00:14:40.076 --> 00:14:47.243]  And then they have, there's like white light all around them, they feel warm, they feel good, they feel satisfied.
[00:14:47.243 --> 00:14:59.435]  The only time George Soros feels alive is when he's hurting innocent people and ripping countries apart and taking old people's pensions and having them freeze to death because they don't have any power for gas.
[00:15:01.021 --> 00:15:04.843]  And when you understand that, you understand everything at that point.
[00:15:04.843 --> 00:15:08.305]  They want to hurt you and your family.
[00:15:08.305 --> 00:15:09.726]  They want to steal your birthright.
[00:15:09.726 --> 00:15:11.027]  They want to steal your speech.
[00:15:11.027 --> 00:15:12.388]  They want to steal your genetics.
[00:15:12.388 --> 00:15:14.889]  They want to sterilize you.
[00:15:14.889 --> 00:15:19.872]  Every form of evil that they can invent, they do.
[00:15:19.872 --> 00:15:24.275]  So, that's what they're doing.
[00:15:24.275 --> 00:15:28.518]  And it's a giant criminal operation and it must be met.
[00:15:28.518 --> 00:15:30.419]  It must be dealt with head on.
[00:15:31.570 --> 00:15:39.051]  Are you gonna let Alexander Soros literally suck the spiritual essence out of this country?
[00:15:39.051 --> 00:15:42.552]  Into that black hole that are his two eyes?
[00:15:42.552 --> 00:15:44.332]  No!
[00:15:44.332 --> 00:15:45.713]  No!
[00:15:45.713 --> 00:15:48.433]  You shall not pass!
[00:15:48.433 --> 00:15:49.453]  You!
[00:15:49.453 --> 00:15:52.174]  Back to hell in the name of Jesus Christ!
[00:15:52.174 --> 00:15:53.774]  In the name of Jesus Christ!
[00:15:53.774 --> 00:15:55.855]  Back to hell, Soros!
[00:15:55.855 --> 00:15:56.755]  Back to hell!
[00:15:59.392 --> 00:16:06.074]  I'm David Hall, founder of Diamond Gusset, where we're proud of our 100% grown and sewn American-made jeans.
[00:16:06.074 --> 00:16:13.935]  Whether you're out for dinner, working on the farm, or on the road, Diamond Gusset Jeans offers a full spectrum of styles and sizes for any occasion.
[00:16:13.935 --> 00:16:16.576]  To find yours, visit gusset.com.
[00:16:16.576 --> 00:16:19.677]  That's G-U-S-S-E-T dot com.
[00:16:19.677 --> 00:16:25.538]  Our loyal customers enable us to continue sponsoring Liberty Media outlets like the one you're listening to.
[00:16:25.538 --> 00:16:28.679]  In Liberty, David Hall, Diamond Gusset Jeans Company.
[00:16:29.239 --> 00:16:36.703]  Water is the single most important thing your body needs, so you want to be sure it's the best for you and your family.
[00:16:36.703 --> 00:16:40.265]  Since 2005, thousands have depended on Berkey Purified Water.
[00:16:40.265 --> 00:16:44.888]  The Berkey guy provides the lowest price filtration systems in every size.
[00:16:44.888 --> 00:16:50.471]  For incredibly delicious water now and in an emergency, get to GoBerkey.com or call 877-886-3653.
[00:16:50.471 --> 00:16:50.591]  877-886-3653.
[00:16:50.591 --> 00:16:50.931]  GoBerkey.com.
[00:16:59.136 --> 00:17:03.917]  In these uncertain times, it makes sense to have a sustainable backup method to cook food and boil water.
[00:17:03.917 --> 00:17:09.799]  If your current plan includes using a fuel-burning stove or cooking over an open fire, then there's a much better way.
[00:17:09.799 --> 00:17:16.300]  The Minuteman Rocket Stove is a biomass-burning cooking stove that only requires small quantities of sticks and twigs for fuel.
[00:17:16.300 --> 00:17:20.341]  The Minuteman Stove is easy to use, smokeless, portable, powerful, and sustainable.
[00:17:20.341 --> 00:17:26.603]  For the finest in survival cooking stoves and fire starters made right here in the USA, go to MinutemanStove.com.
[00:17:26.603 --> 00:17:28.343]  That's MinutemanStove.com.
[00:17:29.372 --> 00:17:30.593]  Hear that?
[00:17:30.593 --> 00:17:35.977]  That's the sound of a house being trashed while a gang of thieves ransack the place.
[00:17:35.977 --> 00:17:38.879]  And what they don't steal will be destroyed.
[00:17:38.879 --> 00:17:42.461]  This year, resolve not to be the next victim of a break-in.
[00:17:42.461 --> 00:17:50.027]  Go to Faketv.com and discover a device that creates the illusion someone inside is watching TV, even when you're miles away.
[00:17:50.027 --> 00:17:54.630]  Security is a mindset, and Faketv should be part of your security solution.
[00:17:54.630 --> 00:17:57.072]  Be vigilant, but not fearful.
[00:17:57.072 --> 00:17:58.233]  Faketv.com
[00:18:00.276 --> 00:18:03.879]  InfoWars Life is bringing you a breakthrough in modern medicine.
[00:18:03.879 --> 00:18:05.641]  Introducing Pollen Block.
[00:18:05.641 --> 00:18:16.930]  We have found an extraordinary new, natural way to alleviate seasonal distress symptoms, including promoting clear nasal and sinus passageways, eye comfort, and respiratory function.
[00:18:17.691 --> 00:18:26.898]  In the 1960s, researchers in France noticed that people who ate certain quail eggs experienced less seasonal immune and inflammatory responses.
[00:18:26.898 --> 00:18:32.843]  They began studying this effect in published trials, and decades later, we now have the fruit of this research.
[00:18:32.843 --> 00:18:37.427]  A fast-acting, chewable tablet that helps alleviate seasonal distress symptoms.
[00:18:37.927 --> 00:18:40.550]  Pollen Block is natural and effective.
[00:18:40.550 --> 00:18:42.272]  It is not an antihistamine.
[00:18:42.272 --> 00:18:52.263]  In fact, current research has found that it actually acts by blocking the activity of tryptase, which is an enzyme that amplifies immune and inflammatory responses in the body.
[00:18:52.263 --> 00:18:54.926]  Go outside and enjoy the air you breathe.
[00:18:54.926 --> 00:18:59.631]  Head to Infowarslife.com and grab a pack of our Pollen Block chewable tablets.
[00:19:05.262 --> 00:19:07.604]  The Real Red Pill Plus, ladies and gentlemen.
[00:19:07.604 --> 00:19:11.047]  Our team is constantly on the lookout for newer and better ways to improve our products.
[00:19:11.047 --> 00:19:17.413]  That's why we're bringing you a brand new version of one of the newest fan-favorite products, The Real Red Pill Plus.
[00:19:17.413 --> 00:19:22.918]  The Real Red Pill Plus is an all-new version of the powerhouse preglanone product.
[00:19:22.918 --> 00:19:30.625]  It features the same great formula that supports your heart, brain, healthy aging process, with an all-new natural caffeine boost included.
[00:19:31.065 --> 00:19:37.487]  A powerful preglanone base, the Real Redfill, has quickly become one of our fellow InfoWarriors' favorite products.
[00:19:37.487 --> 00:19:47.911]  Now, with an extra proprietary energy blend inside, including Green Tea Extract, Aromante Leaf Extract, and more, you can get that extra pick-me-up while supporting your mind and body in a healthy way.
[00:19:47.911 --> 00:19:50.652]  It's got all the great stuff that Real Redfill has.
[00:19:50.652 --> 00:19:52.593]  It's also got the boost in it.
[00:19:52.593 --> 00:19:55.854]  Get the Real Redfill Plus at InfoWarStore.com.
[00:20:02.890 --> 00:20:11.658]  You're listening to the Alex Jones Show!
[00:20:11.658 --> 00:20:27.912]  It is in the US Constitution
[00:20:31.374 --> 00:20:32.094]  It's in the U.S.
[00:20:32.094 --> 00:20:46.061]  Constitution, and it's in the Bill of Rights, and it's also in English common law that was hard fought to get the right to keep and bear arms.
[00:20:46.061 --> 00:20:51.403]  And that right has been usurped all over the planet where once free peoples were allowed to have weapons.
[00:20:51.403 --> 00:20:52.944]  Only slaves are disarmed.
[00:20:52.944 --> 00:21:00.368]  It's the first sign of a free person is that they have speech, and they have the right to private property, and they have the right to
[00:21:01.673 --> 00:21:06.195]  Arms to defend themselves.
[00:21:06.195 --> 00:21:07.916]  The trifecta.
[00:21:07.916 --> 00:21:10.997]  And then, of course, with that comes the right to worship or not worship.
[00:21:10.997 --> 00:21:17.060]  Everything else flows from those founts of speech, of defense, of property.
[00:21:17.060 --> 00:21:21.562]  A man's home is his castle.
[00:21:21.562 --> 00:21:22.803]  That's Magna Carta!
[00:21:22.803 --> 00:21:23.723]  1215!
[00:21:23.723 --> 00:21:26.465]  1776 was not a revolution against
[00:21:29.568 --> 00:21:38.730]  England, it was a revolution against the corrupt imperium usurping the rights of Englishmen.
[00:21:38.730 --> 00:21:45.392]  1776 was born on the field, on the plain of Runnymede.
[00:21:45.392 --> 00:21:47.853]  1776 was born in 1215. 2016
[00:21:58.151 --> 00:22:02.692]  Was born on the field of Runnymede.
[00:22:02.692 --> 00:22:08.374]  2018 in Brazil and Germany was born on the field of Runnymede.
[00:22:08.374 --> 00:22:20.997]  The epicenter, the beginning, the trigger chain reaction to the Renaissance that then swept Europe 300 years later.
[00:22:20.997 --> 00:22:26.139]  Think about it.
[00:22:26.139 --> 00:22:26.279]  So,
[00:22:29.693 --> 00:22:34.055]  People have a right to go down to the border with their firearms.
[00:22:34.055 --> 00:22:37.696]  But Trump's got it handled.
[00:22:37.696 --> 00:22:42.598]  The professional military's got it handled.
[00:22:42.598 --> 00:22:47.200]  This is so dangerous, they don't even want the National Guard running it.
[00:22:47.200 --> 00:22:47.960]  Okay?
[00:22:47.960 --> 00:22:50.201]  So everybody needs to stay away from the border.
[00:22:50.201 --> 00:22:53.482]  You've got a right to go down there with your firearms.
[00:22:54.582 --> 00:23:04.951]  But I'm guaranteeing you, right now the globalists are rushing buses up, just like we predicted and James Woods predicted and others did a few weeks ago, to get them to the border a few days before.
[00:23:04.951 --> 00:23:16.242]  And the first are supposedly going to show up in three and a half days in McAllen, where they've got a friendly leftist government down there that works under the UN.
[00:23:16.242 --> 00:23:19.144]  I'm going to show newscast for you in a minute saying that.
[00:23:19.144 --> 00:23:20.866]  And they're going to bring across the people
[00:23:22.509 --> 00:23:24.791]  And if Trump stops them, they're going to show little kids.
[00:23:24.791 --> 00:23:27.293]  They hold up front and say, look, Trump's hurting little kids.
[00:23:27.293 --> 00:23:28.814]  The army's hurting little kids.
[00:23:28.814 --> 00:23:47.949]  These are people using children as shields who have been leftist organized in Venezuela and Nicaragua and San Salvador and Honduras and Guatemala that are hell hole countries.
[00:23:47.949 --> 00:23:48.830]  I'll just leave it at that.
[00:23:48.830 --> 00:23:49.731]  I've had family that
[00:23:51.121 --> 00:23:57.347]  Die to the result of their wounds living down there.
[00:23:57.347 --> 00:24:05.595]  So, it's been bad, it's real bad, and it makes Mexico look nice.
[00:24:05.595 --> 00:24:07.296]  And it's all being organized by the UN.
[00:24:10.034 --> 00:24:31.307]  And the State Department, with all the stay-behind networks of Soros, and when Lou Dobbs covered that last week, the entire system went into a conniption fit, and everything Soros had on Facebook and Twitter just hit them with hundreds of thousands of calls, millions of emails, to just harass Fox to remove that, because it was the total truth.
[00:24:32.213 --> 00:24:38.896]  This is a foreign invasion organized out of our own government, and it's criminal, and Trump should cut the funding off of the State Department to sort us.
[00:24:38.896 --> 00:24:39.456]  That's it!
[00:24:39.456 --> 00:24:40.656]  The head's off the snake!
[00:24:40.656 --> 00:24:44.298]  Gotta happen now!
[00:24:44.298 --> 00:24:45.758]  How do you think they want me off the air?
[00:24:45.758 --> 00:24:50.820]  Because my information warfare bombs are true, and they go right?
[00:24:50.820 --> 00:24:54.162]  You ever seen the videos of cruise missiles that shoot through people's windows?
[00:24:54.162 --> 00:24:54.902]  That's info wars.
[00:24:55.421 --> 00:25:04.929]  They're sittin' there drinkin' their coffee in the New World Order, and here comes the truth, right through, right, right between their eyes, through the window, and up, politically.
[00:25:04.929 --> 00:25:08.132]  That's the same thing, and when you see them freak out, you know it's the truth.
[00:25:08.132 --> 00:25:10.334]  But I don't need to see Lou Dobbs say that!
[00:25:10.334 --> 00:25:22.904]  I've been videotaping, it's on the local news all the time, that the UN runs all this, and the damn buses every day, 20, 30, 40 of them, McAllen alone, just hammering through, kids being sex-trafficked, all of it.
[00:25:22.904 --> 00:25:23.745]  So what am I getting at here?
[00:25:25.794 --> 00:25:26.795]  This is out of the Daily Caller.
[00:25:26.795 --> 00:25:28.497]  It's up on Infowars.com.
[00:25:28.497 --> 00:25:29.498]  And I totally agree with this.
[00:25:29.498 --> 00:25:29.758]  U.S.
[00:25:29.758 --> 00:25:34.003]  Border Patrol warns Texans about militias stopping migrant caravan.
[00:25:34.003 --> 00:25:42.551]  I'm not worried about real militias and military veterans down there with walkie-talkies and firearms because it's dangerous and everything and, you know, calling and helping when you see people.
[00:25:42.551 --> 00:25:45.635]  But you're going to be set up, if I was the globalist,
[00:25:47.350 --> 00:25:57.578]  I would send down infiltrators into these teams using fake names, you name it, provocateurs, to link up with other militias and other civil defense groups.
[00:25:57.578 --> 00:26:01.961]  We've got a great job in Arizona and other areas documenting as journalists what's going on.
[00:26:06.104 --> 00:26:08.766]  But you know this is the prime false flag.
[00:26:08.766 --> 00:26:10.327]  I'm sure of it now.
[00:26:10.327 --> 00:26:12.408]  Mike Adams has been sure of it.
[00:26:12.408 --> 00:26:19.492]  They are rushing those buses to the border to have the quickest confrontation they can.
[00:26:19.492 --> 00:26:25.415]  And they want to send it to Texas because they know Texas is going to have a strong response.
[00:26:25.415 --> 00:26:32.360]  And they want to make it look like Kent State with the National Guard shooting people.
[00:26:32.360 --> 00:26:33.820]  And that's how the war
[00:26:35.037 --> 00:26:38.718]  of independence began on Bunker Hill.
[00:26:38.718 --> 00:26:39.978]  Is somebody shot first?
[00:26:39.978 --> 00:26:41.798]  They're not sure, probably the British.
[00:26:41.798 --> 00:26:46.299]  But when you want to start a war, you have somebody off the side who fires the shot heard around the world.
[00:26:46.299 --> 00:26:49.860]  We don't need the shot heard around the world down there.
[00:26:49.860 --> 00:26:54.741]  And listen, patriots know this.
[00:26:54.741 --> 00:26:55.581]  They're staying away.
