[00:00:11.850 --> 00:00:15.919]  Infowars.com is tomorrow's news.
[00:02:20.836 --> 00:02:24.818]  Roger Stone, you have been in politics for a long, long time.
[00:02:24.818 --> 00:02:27.960]  Have you ever seen a more ridiculous campaign ad?
[00:02:27.960 --> 00:02:35.525]  Well, the only thing worse than being wrong in politics is being boring, and this is most certainly not boring.
[00:02:35.525 --> 00:02:38.386]  It's so ridiculous that it will get media coverage.
[00:02:38.386 --> 00:02:40.788]  It'll get him earned media coverage.
[00:02:42.368 --> 00:02:53.954]  You know, it's the same take-their-guns underlying theme all Democrats are running against, but this is an underfunded guy trying to get on television.
[00:02:53.954 --> 00:02:55.414]  That's how I read it.
[00:02:55.414 --> 00:02:57.956]  So, but I kind of think you might actually think this is brilliant.
[00:02:57.956 --> 00:03:01.017]  You think this might actually get him the right kind of publicity he's looking for.
[00:03:01.277 --> 00:03:04.679]  Well, I don't think the idea of pepper spray is a great idea.
[00:03:04.679 --> 00:03:15.605]  What I'm talking about is the theatrics of spraying yourself in the face to make sure that the local news and that market picks up his spot or that maybe InfoWars would even show it.
[00:03:15.605 --> 00:03:16.586]  Hey, you know what?
[00:03:17.066 --> 00:03:20.847]  I think it's funny that they don't want you to have the right to protect yourself.
[00:03:20.847 --> 00:03:26.849]  I think it's funny that they demonize the fact that this country has guns to protect itself in a second amendment.
[00:03:26.849 --> 00:03:28.309]  That's what's kept it free.
[00:03:28.309 --> 00:03:33.611]  But then I just think it's crazy that a guy would pepper spray himself in the face for a campaign ad.
[00:03:33.611 --> 00:03:34.991]  But I guess it was effective.
[00:03:34.991 --> 00:03:36.472]  He gets the views he wants.
[00:03:36.472 --> 00:03:38.012]  We'll see if it works out for him.
[00:03:38.012 --> 00:03:44.314]  But I just think this is more evidence of the Democrats just totally losing their minds and they just don't know what to do anymore.
[00:03:44.594 --> 00:03:47.877]  Well, let's check tomorrow and see on YouTube how many views he's got.
[00:03:47.877 --> 00:03:51.079]  I think that'll tell you the reason he did this.
[00:03:51.079 --> 00:03:58.985]  But I don't know, I feel like he... maybe he's just in it for YouTube views, but if you're in it to win an election, I don't know if this is the way to go.
[00:03:58.985 --> 00:04:00.867]  I guess this is the new thing.
[00:04:00.867 --> 00:04:02.608]  Can you torture yourself into...
[00:04:03.897 --> 00:04:05.458]  A congressional seat.
[00:04:05.458 --> 00:04:09.781]  I don't know what the registration looks like in the district that he's running in.
[00:04:09.781 --> 00:04:15.024]  It's a publicity stunt, and maybe it will appeal to leftists.
[00:04:15.024 --> 00:04:16.965]  I think he gets a lot of views out of it.
[00:04:16.965 --> 00:04:19.467]  I'm not sure he gets a lot of votes out of it.
[00:04:19.467 --> 00:04:24.430]  All right, well, we start the show a little lighthearted today, but we do have a lot of important news to cover.
[00:04:24.430 --> 00:04:24.870]  You've got
[00:04:26.735 --> 00:04:33.539]  A new New York Attorney General who is trying to shut down the Trump Foundation.
[00:04:33.539 --> 00:04:36.100]  This is Barbara Underwood.
[00:04:36.100 --> 00:04:36.740]  Underwood?
[00:04:36.740 --> 00:04:39.462]  That's from House of Cards!
[00:04:40.492 --> 00:04:42.694]  This is the replacement Eric Schneiderman.
[00:04:42.694 --> 00:04:45.636]  It is now Barbara Schneider Woman.
[00:04:45.636 --> 00:04:52.240]  But you notice how after Schneiderman was out, Weinstein fell and a lot of other pieces fell in New York.
[00:04:52.240 --> 00:04:52.761]  Hmm.
[00:04:52.761 --> 00:04:55.422]  I wonder if Schneiderman had anything to do with that.
[00:04:55.422 --> 00:04:56.964]  We'll be right back on the other side.
[00:04:56.964 --> 00:05:00.646]  Don't go anywhere.
[00:05:00.646 --> 00:05:06.891]  Nourish a probiotic-friendly environment in your gut with Prebiotic Fiber by InfoWars Life.
[00:05:07.751 --> 00:05:20.838]  Help the good bacteria thrive and support overall digestive health with our specially formulated prebiotic fiber, a mixture of clinically studied and organic acacia, fruit, and flax fiber.
[00:05:20.838 --> 00:05:31.323]  Prebiotic fiber is soluble fiber that ferments in the gut to help feed good bacteria, which helps you digest food, absorb nutrients, and even support your immune system.
[00:05:31.903 --> 00:05:39.285]  InfoWarsLife's cutting-edge formula only brings you the highest quality organic and clinically studied ingredients.
[00:05:39.285 --> 00:05:53.929]  Cheap prebiotic fibers are used up only at the beginning of the colon, but our premium organic acacia fiber is slowly digested by the good bacteria throughout the entire colon for maximum prebiotic effect.
[00:05:53.929 --> 00:05:56.610]  Head to InfoWarsLife.com or call 1-888-253-3139.
[00:06:03.869 --> 00:06:07.456]  Crashing through the lies and disinformation.
[00:06:07.456 --> 00:06:11.624]  It's Alex Jones on the GCN Radio Network.
[00:06:52.356 --> 00:06:53.857]  It's Thursday, June 14th, 2018.
[00:06:53.857 --> 00:06:55.638]  This is the Alex Jones Show.
[00:06:55.638 --> 00:06:58.279]  Owen Troyer, Roger Stone in studio.
[00:06:58.279 --> 00:07:02.141]  Alex will be in studio very shortly.
[00:07:02.141 --> 00:07:04.362]  We've got Scott Adams lined up.
[00:07:04.362 --> 00:07:06.163]  He is going to be joining us.
[00:07:06.163 --> 00:07:10.765]  Shiva Iyadurai has breaking news at one o'clock central.
[00:07:10.765 --> 00:07:13.147]  And then Doug Hagman takes over the fourth hour.
[00:07:13.147 --> 00:07:15.208]  I'm sure he's got his feelers out there.
[00:07:16.348 --> 00:07:20.471]  As far as the IG report is concerned about what to expect coming out of that.
[00:07:20.471 --> 00:07:24.293]  Of course, Roger, we were talking about before the show today
[00:07:26.084 --> 00:07:38.089]  What we expect to see from the IG report is going to be more of what we already know, and that's that the Hillary Clinton email investigation was rigged, was cooked, and James Comey was the one behind it.
[00:07:38.089 --> 00:07:42.931]  But maybe, maybe not, do we find out if anybody else from the Obama administration is behind that.
[00:07:42.931 --> 00:07:46.813]  But on the heels of this release, is that what you're expecting?
[00:07:46.813 --> 00:07:49.514]  Is that what you think we already know, though, is going to come out?
[00:07:49.594 --> 00:07:54.778]  Well we know that James Comey wrote his report two months before he completed the investigation.
[00:07:54.778 --> 00:07:57.240]  So this was cooked from the beginning.
[00:07:57.240 --> 00:08:08.068]  We know that he reopened the investigation into Hillary's emails only because he knew the New York Police Department had just uncovered 650,000 emails on Huma Abedin.
[00:08:11.596 --> 00:08:12.056]  Hillary Clinton
[00:08:30.562 --> 00:08:33.763]  Trump campaign with FBI spies.
[00:08:33.763 --> 00:08:39.185]  It just shows you how much the scandal has moved on from the original questions.
[00:08:39.185 --> 00:08:43.547]  This Inspector General has a lot on his plate that he has to look into.
[00:08:43.547 --> 00:08:45.808]  Plus, remember, we still have that U.S.
[00:08:45.808 --> 00:08:51.670]  Attorney in Utah, Huber, who's supposed to be looking into the FISA abuses.
[00:08:51.670 --> 00:08:53.511]  And we have no report yet from him.
[00:08:54.151 --> 00:09:05.963]  Well, and right now, the Department of Justice is, and I guess the FISA courts are not releasing those documents, as far as the FISA warrants were concerned, and as far as the FBI spies were concerned, or when that started.
[00:09:05.963 --> 00:09:07.564]  They're not releasing those to Devin Nunes.
[00:09:07.564 --> 00:09:09.006]  He's made dozens of requests.
[00:09:09.006 --> 00:09:13.590]  They're not releasing those to the intelligence committees in the House or the Senate, even though they've made requests.
[00:09:13.590 --> 00:09:17.954]  So right now, they're getting denied access to those documents, which would push that
[00:09:18.715 --> 00:09:18.996]  I don't
[00:09:34.085 --> 00:09:47.333]  If it becomes undeniable fact and we have a Justice Department that's willing to act, do you believe that they would have a new investigation into Hillary Clinton's emails and the server and perhaps even prosecute her?
[00:09:47.333 --> 00:09:50.575]  I think it's going to depend on what else is there that we don't know.
[00:09:50.575 --> 00:09:52.617]  You notice that Jeff Sessions, the
[00:09:53.317 --> 00:10:00.743]  Attorney General kind of laid the predicate by saying, now if we find that other people did things wrong, we're going to have no problem firing them.
[00:10:00.743 --> 00:10:03.184]  Seems to me like he knows something.
[00:10:03.184 --> 00:10:09.989]  So until we see what we have, I don't think we can tell what the political impact of it will be.
[00:10:09.989 --> 00:10:18.235]  At the end of the day, I still think it is the larger questions that Nunes is trying to get into that are more important.
[00:10:19.216 --> 00:10:22.557]  And liberals keep telling us, oh, there's going to be a constitutional crisis.
[00:10:22.557 --> 00:10:23.577]  Well, they're right.
[00:10:23.577 --> 00:10:25.118]  That's it right there.
[00:10:25.118 --> 00:10:33.440]  When a co-equal branch of government is being denied information by a politicized Justice Department, there's your constitutional crisis.
[00:10:33.440 --> 00:10:36.081]  Here's a constitutional crisis when you have
[00:10:37.728 --> 00:10:43.210]  Is that, I'm sorry, I just got distracted of Eric Cartman, but I guess Jeff Sessions on the screen there.
[00:10:43.210 --> 00:10:45.211]  Sorry about that.
[00:10:45.211 --> 00:10:47.792]  Here's a constitutional crisis to me, Roger.
[00:10:47.792 --> 00:10:53.535]  The DOJ, the FBI, the CIA, the NSA are not in the Constitution.
[00:10:53.535 --> 00:10:55.795]  And they're running this country under Obama.
[00:10:55.795 --> 00:10:59.497]  They're spying on people illegally under Obama, and years before that too.
[00:10:59.497 --> 00:11:02.338]  But we just have this case and we have the facts on it now.
[00:11:02.338 --> 00:11:05.800]  So that's a constitutional crisis to me, but they don't want to talk about that.
[00:11:05.800 --> 00:11:06.500]  Meanwhile, though,
[00:11:07.662 --> 00:11:10.063]  We move over to another track here.
[00:11:10.063 --> 00:11:12.023]  You've got Robert Mueller.
[00:11:12.023 --> 00:11:14.744]  You've got Robert Mueller who indicts the Russians.
[00:11:14.744 --> 00:11:15.805]  They show up to court.
[00:11:15.805 --> 00:11:17.005]  He refuses discovery.
[00:11:17.005 --> 00:11:18.526]  He refuses to show up in court.
[00:11:18.526 --> 00:11:23.107]  Then he says, well I can't show up yet because I'm still building a case against them.
[00:11:23.107 --> 00:11:24.087]  They're still meddling.
[00:11:24.087 --> 00:11:25.188]  Well that doesn't make sense.
[00:11:25.948 --> 00:11:29.631]  Anyone would tell you, you don't indict someone until you have all the evidence.
[00:11:29.631 --> 00:11:32.954]  So why would he be still gathering evidence after the indictment?
[00:11:32.954 --> 00:11:36.216]  Then you have the Cohen story, Roger, which I don't understand.
[00:11:36.216 --> 00:11:44.643]  Why would Michael Cohen, who they're saying is going to flip, that's the new narrative, Cohen's going to flip on Trump, well then why would he be looking for legal counsel?
[00:11:44.643 --> 00:11:45.484]  That doesn't make sense.
[00:11:45.484 --> 00:11:47.946]  You wouldn't be looking for legal counsel if you were going to flip.
[00:11:48.406 --> 00:11:51.388]  Let's take these one at a time.
[00:11:51.388 --> 00:11:57.052]  On the question of Cohn, this is a media fable that he's going to flip.
[00:11:57.052 --> 00:11:58.873]  That's like a prognostication.
[00:11:58.873 --> 00:12:01.355]  He has said nothing of the kind.
[00:12:01.355 --> 00:12:09.720]  I saw Mayor Giuliani on with Laura Ingraham, an excellent interview, in which he said, look, there's nothing that Michael Cohn could say that the president fears.
[00:12:09.720 --> 00:12:13.943]  We don't think he has animosity towards the president.
[00:12:13.943 --> 00:12:18.066]  So this is, again, the media jumping way ahead.
[00:12:19.086 --> 00:12:20.327]  And now, what about Mueller?
[00:12:20.327 --> 00:12:22.368]  Why isn't Mueller showing up in court?
[00:12:22.368 --> 00:12:26.090]  And why is there no outrage that Mueller is obstructing justice?
[00:12:26.090 --> 00:12:27.330]  It's really extraordinary.
[00:12:27.330 --> 00:12:30.352]  He clearly never expected the Russians to show up for trial.
[00:12:30.352 --> 00:12:31.152]  None of us did.
[00:12:31.152 --> 00:12:31.492]  Right.
[00:12:31.492 --> 00:12:33.233]  The Russians are beating everyone right now.
[00:12:33.233 --> 00:12:40.637]  So he charged the Russians to get a headline because he had no Russian interference in the election to point to.
[00:12:40.637 --> 00:12:42.638]  It was hurting his public relations image.
[00:12:43.158 --> 00:12:52.844]  Now, it is a fundamental bedrock principle of American jurisprudence that people who are charged be allowed to see the evidence against them.
[00:12:52.844 --> 00:12:54.746]  And he doesn't want to produce it.
[00:12:54.746 --> 00:12:57.207]  Perhaps that's because he doesn't have it.
[00:12:57.207 --> 00:13:02.431]  And as you point out, if the investigation is ongoing, then why did he already bring the indictments?
[00:13:02.431 --> 00:13:08.815]  Now, I think that this is why a new poll two days ago shows that his disapproval has now hit 53.
[00:13:08.815 --> 00:13:09.075]  It was 26.
[00:13:11.276 --> 00:13:12.637]  A year ago.
[00:13:12.637 --> 00:13:22.800]  I think people are fed up with the political, partisan nature of this investigation and the fact that he just keeps dragging it out without any evidence of Russian collusion.
[00:13:22.800 --> 00:13:31.523]  And it's costing us millions of dollars now, which by the way, the White House has just extended $6.6 million back to the White Helmets in Syria.
[00:13:31.523 --> 00:13:33.683]  That got announced today as well.
[00:13:33.683 --> 00:13:34.844]  This is something I don't support.
[00:13:35.874 --> 00:13:44.560]  So we, you know, we report the things that happen here at InfoWars, whether we like them or not, but I don't know guys, if you want to find that story, I forgot to print that out.
[00:13:44.560 --> 00:13:46.522]  Just real quick and some other news, the new...
[00:13:47.779 --> 00:13:53.364]  The new AG in New York, Underwood, is trying to shut down the Trump Foundation.
[00:13:53.364 --> 00:13:55.225]  They've become totally unhinged.
[00:13:55.225 --> 00:14:00.429]  If you threaten to kill Senator Sanders or Senator Harris, the Democrats, then you get charged.
[00:14:00.429 --> 00:14:06.634]  But if you threaten to kill Trump or Ajit Pai or Mike Pence or anybody, you know, like that, Dinesh D'Souza, that's okay.
[00:14:07.655 --> 00:14:12.280]  Kim Kardashian West pushes for White House more drug sentence commutations.
[00:14:12.280 --> 00:14:22.089]  Well, maybe that would work if Obama wasn't blackballing in negotiations and conversations and talks between other people that want prison reform and President Trump.
[00:14:22.089 --> 00:14:23.090]  That's Obama behind that.
[00:14:23.590 --> 00:14:29.854]  But in the meantime, before we get to the next segment, before Alex Jones joins us, ladies and gentlemen, we have huge specials happening right now.
[00:14:29.854 --> 00:14:34.577]  Part of the Fall of the Deep State 34-hour special at InfowarsStore.com.
[00:14:34.577 --> 00:14:36.518]  Free shipping, storewide.
[00:14:36.518 --> 00:14:40.400]  That's extended for this week special, this 34-hour special.
[00:14:40.400 --> 00:14:42.862]  And you have 50% off some of the top-selling products.
[00:14:43.582 --> 00:14:47.326]  Such as, Brain Force Plus is 50% off right now.
[00:14:47.326 --> 00:14:49.788]  This is a top selling product at Infowarsstore.com.
[00:14:49.788 --> 00:14:52.470]  The Real Red Pill Plus, 50% off.
[00:14:52.470 --> 00:14:54.212]  Silver Bullet is 50% off.
[00:14:54.212 --> 00:14:56.354]  Alpha Power is 50% off.
[00:14:56.354 --> 00:15:00.057]  Super Male and Super Female Vitality are both 50% off.
[00:15:00.057 --> 00:15:02.119]  DNA Force Plus, 50% off.
[00:15:02.119 --> 00:15:03.420]  The list goes on and on and on.
[00:15:04.201 --> 00:15:18.389]  But if you're looking for huge savings, even thousands of dollars worth of savings, InfoWars Life Select one-year, six-month, and three-month emergency food supply is 50% off right now at InfoWarsStore.com, plus free shipping.
[00:15:18.389 --> 00:15:19.830]  Plus free shipping.
[00:15:19.830 --> 00:15:25.893]  You're talking about thousands of dollars in savings if you're trying to get emergency food for your family.
[00:15:25.893 --> 00:15:29.275]  50% off free shipping at InfoWarsStore.com.
[00:15:29.275 --> 00:15:31.276]  And I have to commend Roger Stone,
[00:15:31.756 --> 00:15:35.739]  Whose new book, Stone's Rules, is also at InfoWarsStore.com.
[00:15:35.739 --> 00:15:39.022]  A great Father's Day gift, which is right around the corner, Roger.
[00:15:39.022 --> 00:15:41.884]  And I mailed your father his just the other day.
[00:15:41.884 --> 00:15:44.647]  And I know that he is looking forward to that delivery.
[00:15:44.647 --> 00:15:46.668]  So we will be back on the other side.
[00:15:46.668 --> 00:15:50.051]  News clips, more news, and Alex Jones joining us shortly.
[00:15:50.051 --> 00:15:51.412]  Owen Troyer, Roger Stone in studio.
[00:15:51.412 --> 00:15:51.933]  Don't go anywhere.
[00:15:59.184 --> 00:16:03.947]  If you like alkaline water or know someone that does, you're going to love the Dillon Living Water Bottle.
[00:16:03.947 --> 00:16:08.289]  It creates alkaline water on the go while reducing plastic waste and saving you money.
[00:16:08.289 --> 00:16:16.254]  Made with surgical grade stainless steel, the Dillon Bottle increases the pH up to 9 to deliver both alkaline and antioxidant water anywhere you want it.
[00:16:16.494 --> 00:16:19.858]  Alkaline water is healthier, tastes better, and can even boost energy.
[00:16:19.858 --> 00:16:24.563]  The Dillon Bottle makes it easy and affordable to be healthy and achieve optimal hydration.
[00:16:24.563 --> 00:16:27.406]  Get your Dillon Bottle today at DYLN.CO.
[00:16:27.406 --> 00:16:29.309]  That's DYLN.CO.
[00:16:29.309 --> 00:16:30.770]  You have been lied to.
[00:16:31.551 --> 00:16:33.272]  My name is Kevin Shipp.
[00:16:33.272 --> 00:16:35.974]  I'm a former decorated CIA officer.
[00:16:35.974 --> 00:16:41.298]  Finally someone has come out and written what I think is the best ex-mose on the shadow government ever.
[00:16:41.298 --> 00:16:46.982]  We're in a constitutional crisis and our government is now being run and ruled by a shadow government.
[00:16:46.982 --> 00:16:50.084]  We gotta get this out because just because you're a white folks doesn't mean other people are.
[00:16:50.404 --> 00:16:53.527]  This is critical to get, to read, to give to the library, to give to the church.
[00:16:53.527 --> 00:17:09.320]  Get them right now at KillingUncleSamBook.com KillingUncleSamBook.com If you or anyone you love has been diagnosed with lung cancer, asbestosis, or mesothelioma, your diagnosis may be the result of job-related exposure to asbestos, and you may be entitled to compensation.
[00:17:09.600 --> 00:17:14.764]  Over $30 billion in trusts have been set aside for individuals who have been affected by asbestos exposure.
[00:17:14.764 --> 00:17:17.687]  How do you protect your rights and get the compensation you deserve?
[00:17:17.687 --> 00:17:20.910]  Call Capital Legal Group now at 800-400-LUNG.
[00:17:20.910 --> 00:17:25.854]  Capital Legal Group is one of the nation's resources for settlement of lung cancer and mesothelioma cases.
[00:17:25.854 --> 00:17:30.558]  Law firms have successfully recovered over $2.7 billion for their clients in all 50 states.
[00:17:31.098 --> 00:17:33.840]  And claims have been paid in as little as 60 days.
[00:17:33.840 --> 00:17:41.584]  If you or a family member were diagnosed with lung cancer, asbestosis, or mesothelioma, call Capital Legal Group now at 800-400-LUNG.
[00:17:41.584 --> 00:17:44.446]  We'll open a no-cost case review on your behalf.
[00:17:44.446 --> 00:17:48.548]  A history of tobacco use or cigarette smoking will not disqualify your case.
[00:17:48.548 --> 00:17:49.929]  Visit 800-400-LUNG.com or call 800-400-LUNG.
[00:17:49.929 --> 00:17:50.369]  Call 800-400-5864 now.
[00:17:50.369 --> 00:17:50.850]  That's 800-400-LUNG.
[00:18:02.841 --> 00:18:12.268]  One of the most incredible cups of coffee can be found in the high mountains of southern Mexico, where the Chiapas farmers have spent years perfecting their techniques.
[00:18:12.268 --> 00:18:23.696]  Based on hundreds of years of traditional techniques and perfect conditions, we've sourced only the best to provide you with our immune support and Wake Up America Patriot Blend Coffee.
[00:18:23.696 --> 00:18:29.360]  Ancient Mayan knowledge is paired with the natural fertility of the land to generate the world's finest coffee beans.
[00:18:29.640 --> 00:18:41.103]  Carefully harvested and free of toxic chemicals used in big agricultural productions, Patriot Blend coffees have a smooth, bold flavor with great depth to give you just what you need in the morning.
[00:18:41.103 --> 00:18:49.285]  You can even choose to start your morning healthier with the Immune Support Blend, infused with a powerful blend to support your immune response and stamina.
[00:18:49.285 --> 00:18:51.785]  It's time to take care of your morning routine.
[00:18:51.785 --> 00:18:57.467]  Get a bag of Patriot Blend coffee to support the show while enhancing your morning routine at InfoWarsStore.com.
[00:19:01.522 --> 00:19:10.064]  Alex Jones here with an extremely exciting announcement that will be a gift to yourself and a gift to the InfoWar to fight the globalists and live in a free society.
[00:19:10.064 --> 00:19:13.564]  Several years ago, I set out with top formulators in the U.S.
[00:19:13.564 --> 00:19:23.086]  to create the strongest, most concentrated, over-the-top stamina, libido, workout, brain formula that is safe.
[00:19:23.086 --> 00:19:29.507]  I know from using this myself the last few months, and from seeing my friends and family use it, that this new product is going to end up being
[00:19:29.767 --> 00:19:34.088]  Number one best-selling product at Infowarslife.com because it works so well.
[00:19:34.088 --> 00:19:42.331]  This is a gift you want to give yourself and then rest assured you're fighting the Info War so it's a total, absolute, sure win, no lose equation.
[00:19:42.331 --> 00:19:47.113]  Try Alpha Power exclusively available at Infowarslife.com for yourself.
[00:19:47.113 --> 00:19:49.013]  Ladies and gentlemen, it's non-GMO.
[00:19:49.013 --> 00:19:49.914]  It's for your brain.
[00:19:49.914 --> 00:19:50.654]  It's for sports.
[00:19:50.654 --> 00:19:52.835]  It's for activities and it's made in the USA.
[00:19:52.835 --> 00:19:56.136]  Get your Alpha Power today at Infowarslife.com.
[00:19:56.136 --> 00:19:59.157]  Everybody needs to try Alpha Power today.
[00:20:03.270 --> 00:20:21.683]  You're listening to The Alex Jones Show.
[00:20:21.683 --> 00:20:28.208]  Live from the Infowars.com studios, you're listening to The Alex Jones Show.
[00:20:33.548 --> 00:20:36.869]  All right, we've got a lot to talk about here.
[00:20:36.869 --> 00:20:40.191]  Alex Jones is going to be joining us here shortly.
[00:20:40.191 --> 00:20:43.372]  Roger and I were speaking during the break.
[00:20:43.372 --> 00:20:46.193]  You've got this new attorney general in New York.
[00:20:46.193 --> 00:20:49.834]  She's trying to shut down the Trump administration, Barbara Underwood.
[00:20:49.834 --> 00:20:51.315]  Imagine my shock, Roger.
[00:20:51.315 --> 00:20:56.617]  Not only is this woman that worked for Bill Clinton and George Bush, but she's a graduate of Harvard Law.
[00:20:56.857 --> 00:20:57.977]  Just like the rest of them.
[00:20:57.977 --> 00:20:59.398]  I know, imagine my shock.
[00:20:59.398 --> 00:21:15.623]  Well, we recognize that this woman was selected by the legislature for an appointment that nobody wanted because everyone understood that the imprimatur of being an elected state official in New York State would be poison if you wanted to run for this office.
[00:21:16.363 --> 00:21:29.150]  This investigation into the Trump Foundation was cooked up under Eric Schneiderman, who was trying to use his attacks on Trump to build the basis for a gubernatorial campaign of his own.
[00:21:29.150 --> 00:21:36.233]  And how ironic that she announces this at the exact same time that the Inspector General's report is being released.
[00:21:36.233 --> 00:21:38.354]  How coincidental.
[00:21:38.354 --> 00:21:40.495]  This is just pure, raw politics.
[00:21:41.636 --> 00:21:55.305]  Well, and it's just amazing to me that the Trump Foundation now is the target of an investigation, but the Clinton Foundation, which has been operating for decades, who knows where these funds are going?
[00:21:55.305 --> 00:21:59.267]  I mean, who knows what happens to all that money for the Haitians?
[00:21:59.267 --> 00:22:04.771]  We do know where Chelsea Clinton Hubbell got her wedding dress, thanks to your donations.
[00:22:04.771 --> 00:22:06.672]  But no investigation into that, Roger.
[00:22:06.912 --> 00:22:19.920]  Well, in fact, Haitian-American groups have repeatedly asked the New York Attorney General to look into the activities of the Clinton Foundation in Haiti, and they have refused, because it's not politically correct.
[00:22:19.920 --> 00:22:33.688]  But if you can bash Donald Trump and his children and his family, even though his foundation gave out essentially more money than they took in, with the President himself subsidizing it, no, that's politically, you know, perfect.
[00:22:36.109 --> 00:22:39.051]  They were so broke, though, Roger, you know, I mean, they both said it.
[00:22:39.051 --> 00:22:40.512]  They were broke when they left the White House.
[00:22:40.512 --> 00:22:46.156]  In fact, they were so broke that they had to steal the silverware and the furniture right from the White House.
[00:22:46.156 --> 00:22:51.840]  And were forced to return it, which all of which you can read a course about in the Clinton's war on women.
[00:22:51.840 --> 00:22:55.723]  It's amazing to me the way the Clintons want to relitigate everything from the beginning.
[00:22:56.643 --> 00:23:00.985]  Oh, you know, Monica, that's about infidelity and indiscretion.
[00:23:00.985 --> 00:23:01.605]  No, it isn't.
[00:23:01.605 --> 00:23:05.587]  The issue here is rape, violence against women.
[00:23:05.587 --> 00:23:11.770]  It's outrageous that Juanita Broderick's book suddenly disappears from Kindle, can no longer be purchased.
[00:23:11.770 --> 00:23:12.170]  Wow.
[00:23:12.170 --> 00:23:22.035]  The cover-up just continues here, and they want to keep redefining this again and again, as if the American people didn't figure it out in the last election.
[00:23:22.035 --> 00:23:24.476]  Well, I think we're breaking their backs now, because
[00:23:25.496 --> 00:23:30.499]  We just did the protest of Bill Clinton here where we had dozens of people outside protesting.
[00:23:30.499 --> 00:23:35.383]  We had five infiltrators that got into the event that shouted down Bill Clinton.
[00:23:35.383 --> 00:23:37.484]  You had another gentleman do it in Philadelphia.
[00:23:37.484 --> 00:23:40.586]  I think Clinton's last book tour date is actually today.
[00:23:40.586 --> 00:23:42.107]  I'm not sure where he is.
[00:23:42.107 --> 00:23:44.529]  But I think that he's really starting to break.
[00:23:44.529 --> 00:23:46.250]  Listen to this clip, Roger.
[00:23:46.250 --> 00:23:48.512]  This is pretty incredible that Bill Clinton would admit this.
[00:23:48.512 --> 00:23:51.814]  Again, I think it's just a sign that he really is breaking down.
[00:23:51.814 --> 00:23:54.876]  Listen to what Bill Clinton says on the PBS NewsHour.
[00:23:56.226 --> 00:24:05.889]  I think the norms have really changed in terms of what you can do to somebody against their will, how much you can crowd their space, make them miserable at work.
[00:24:05.889 --> 00:24:16.233]  You don't have to physically assault somebody to make them, you know, uncomfortable at work or at home or in their utter just walking around.
[00:24:17.361 --> 00:24:18.882]  What is that?
[00:24:18.882 --> 00:24:19.722]  That's incredible.
[00:24:19.722 --> 00:24:23.484]  So in other words, it used to be okay to assault women, but today it's not?
[00:24:23.484 --> 00:24:24.405]  Is that what he's saying?
[00:24:24.405 --> 00:24:28.487]  Look, this is a guy who bit through the upper lip of his victims.
[00:24:28.487 --> 00:24:34.250]  This is a guy who forced himself, exposed himself, and raped multiple women.
