[00:00:10.020 --> 00:00:12.168]  The Alex Jones Show.
[00:03:37.840 --> 00:03:46.707]  They say about 20% of people that have cats have a brain worm parasite that actually programs the brain and controls it.
[00:03:46.707 --> 00:03:51.030]  It's been proven to make you want to have more cats and the smell of cat piss.
[00:03:51.910 --> 00:03:59.114]  Which the brain fluke basically programs into you so that you keep more of the cats around and keep spreading the larva.
[00:03:59.114 --> 00:04:12.380]  And of course there's a similar larva that gets into snails and controls their brain and sends them to the top of trees to be eaten by birds to be crapped out yet again and then the crap is eaten by snails and the whole cycle continues.
[00:04:12.380 --> 00:04:14.421]  That's not the movie Alien, 1970, whatever.
[00:04:14.421 --> 00:04:14.881]  That's real.
[00:04:18.186 --> 00:04:18.926]  Yeah, there it is.
[00:04:18.926 --> 00:04:21.447]  Toxoplasmosis.
[00:04:21.447 --> 00:04:27.669]  So, uh, and they've done some studies in India and in Russia where they cut open crazy cat ladies.
[00:04:27.669 --> 00:04:28.749]  Like, why would they have 50 cats?
[00:04:28.749 --> 00:04:29.910]  Why were they so insane?
[00:04:29.910 --> 00:04:31.330]  Why are they man-haters?
[00:04:31.330 --> 00:04:33.931]  Uh, and a lot of them have, uh, the brain worm.
[00:04:34.724 --> 00:04:36.725]  This is not a science fiction movie.
[00:04:36.725 --> 00:04:44.308]  So many feminists, you wonder why they're so insane, why they're crazy, why they're covered in cat piss.
[00:04:44.308 --> 00:04:52.311]  Their olfactory nerve is taken over, they hate the smell of testosterone in men, this is in studies, and they worship the smell of rotting cat piss.
[00:04:52.311 --> 00:04:56.973]  So they are the zombie hordes of the apocalypse programmed by cat piss worms.
[00:04:59.611 --> 00:05:03.574]  Living in volcano may sound more dramatic than it really is.
[00:05:03.574 --> 00:05:06.877]  The real drama can be found here in Leilani Estates.
[00:05:06.877 --> 00:05:13.141]  But a lot of us on the Big Island rely on rainwater and we need to be concerned about ash and acid rain.
[00:05:13.141 --> 00:05:15.904]  Volcanic ash may contain heavy metal particles.
[00:05:16.644 --> 00:05:20.469]  An acid rain could lower the pH of the water to unhealthy levels.
[00:05:20.469 --> 00:05:26.938]  To find out, we employed a series of tests for heavy metals, alkalinity, and pH.
[00:05:26.938 --> 00:05:31.905]  What we learned was that there was in fact unhealthy levels of heavy metals and acidity in the rainwater.
[00:05:32.645 --> 00:05:36.567]  Next, we tested the water from our Alexa Pure gravity filter.
[00:05:36.567 --> 00:05:43.770]  And not only were the heavy metal levels within safe measure, but the pH was also restored to optimal levels.
[00:05:43.770 --> 00:05:48.472]  As it turns out, the filter on the Alexa Pure raises the pH of the water.
[00:05:48.472 --> 00:05:54.674]  So what we've learned is that volcanic ash and acid rain can contaminate a rainwater supply.
[00:05:54.674 --> 00:05:58.656]  But more importantly, a good water filtration system will purify it.
[00:06:06.695 --> 00:06:15.170]  Crashing through the lies and disinformation, it's Alex Jones, coming to you live from the front lines of the info war.
[00:06:42.517 --> 00:06:45.541]  He's not my judge, Brett Kavanaugh!
[00:06:45.541 --> 00:06:48.144]  He's not my judge, Brett Kavanaugh!
[00:06:50.959 --> 00:06:53.800]  You know, we've got so many incredible clips we're going to be playing today.
[00:06:53.800 --> 00:07:01.443]  If you're a radio listener, I'll describe them for you, but TV viewers obviously can see it on stations across the country and at Infowars.com forward slash show.
[00:07:01.443 --> 00:07:04.624]  But you've really got to see this to believe it.
[00:07:04.624 --> 00:07:06.645]  Mental illness on parade.
[00:07:06.645 --> 00:07:11.267]  It's a bunch of people that have liberal arts degrees and that have degrees in theater.
[00:07:11.267 --> 00:07:16.129]  I'm not saying that's a bad thing, but just everything is like a bad junior high play.
[00:07:17.029 --> 00:07:20.530]  Mixed with a good dose of mental illness.
[00:07:20.530 --> 00:07:23.412]  And everyone follows the same chants.
[00:07:23.412 --> 00:07:26.493]  And it's just giant, bizarre pity parties.
[00:07:26.493 --> 00:07:29.734]  It's all about being dysfunctional and lying about people.
[00:07:29.734 --> 00:07:33.095]  And then just banging on the doors and trying to open them.
[00:07:33.095 --> 00:07:36.437]  By the way, I've tried to go get video of the Supreme Court building.
[00:07:36.437 --> 00:07:38.937]  And it's the most protected building in D.C.
[00:07:38.937 --> 00:07:40.738]  Even over the White House, I'm serious.
[00:07:40.738 --> 00:07:45.000]  And they run over, you've seen the footage of this, I've got footage of it, and say, turn your camera off, you can't tape.
[00:07:45.882 --> 00:07:50.389]  And then I talked to the guy and he said, well, you can tape for five minutes, but don't walk across the street and get near the building.
[00:07:50.389 --> 00:07:53.094]  That was like five years ago.
[00:07:53.094 --> 00:07:54.636]  But they said, oh, we're going to let them do it.
[00:07:55.575 --> 00:07:59.596]  And so you had over 400 arrests in the last few days, last number I saw.
[00:07:59.596 --> 00:08:08.920]  We've got all the footage coming up today of them attacking pregnant women, them attacking old people holding up pro-life signs.
[00:08:08.920 --> 00:08:11.060]  That tends to trigger them most.
[00:08:11.060 --> 00:08:20.563]  Roundhousing a man, a famous feminist man, he's well known and worshipped by the left, roundhouses and kicks a pregnant woman.
[00:08:20.563 --> 00:08:23.584]  That shocking video is on InfoWars.com.
[00:08:23.584 --> 00:08:24.825]  Just roundhouses her right in the head.
[00:08:26.601 --> 00:08:29.502]  And she's being very, very polite to him.
[00:08:29.502 --> 00:08:33.262]  But just, they can't hear you disagree.
[00:08:33.262 --> 00:08:53.166]  And most of them have jobs, either at universities suppressing speech, or public schools suppressing speech, or private schools suppressing speech, or they work for the government in bureaucracies, as you see with Project Veritas hidden cameras, suppressing speech and doxing people and sticking the IRS on innocent Christians and veterans groups and conservative groups and law enforcement groups, just harassing people.
[00:08:53.166 --> 00:08:55.186]  They have no honor, no nothing.
[00:08:56.385 --> 00:08:59.607]  And so their entire mission is to dominate control.
[00:08:59.607 --> 00:09:08.472]  But the number one thing you find that they're involved in is being professors.
[00:09:08.472 --> 00:09:15.296]  And the biggest group of these are these crazy, power-tripping, 35-something professors.
[00:09:16.288 --> 00:09:21.511]  Who are, I mean, we've got hours of video that our own reporter shot live.
[00:09:21.511 --> 00:09:23.612]  And we have HD also at Infowars.com.
[00:09:23.612 --> 00:09:25.153]  You gotta go see this for yourself.
[00:09:25.153 --> 00:09:42.662]  And it is the most incredible footage you'll ever see of these individuals freaking out on anyone else's speech and saying you're not allowed to have speech and attacking people and just hysterically screaming rape, rape, rape, rape, rape.
[00:09:44.269 --> 00:09:59.439]  And so they've so dehumanized people over and over and over again that it's just seen as acceptable to attack women by men as long as they're wearing pink or purple.
[00:09:59.439 --> 00:10:00.299]  They're like in a cult.
[00:10:00.299 --> 00:10:04.482]  It's like in the Rosh Nish cult or something, you know, that was out in Oregon.
[00:10:04.482 --> 00:10:07.904]  And of course he's got a pentagram on around his neck.
[00:10:07.904 --> 00:10:09.085]  He wants to empower women.
[00:10:10.202 --> 00:10:17.312]  And of course, he's famously been videoed before also attacking a pro-life woman from behind, tackling her, reportedly.
[00:10:17.312 --> 00:10:21.298]  That's in Paul Joseph Watson's report on Infowars.com.
[00:10:21.298 --> 00:10:24.943]  So we're going to be getting to all of this today because they're promising
[00:10:26.189 --> 00:10:32.433]  To radically escalate all of this in the next 30 days.
[00:10:32.433 --> 00:10:41.038]  And we're now 30 days out from this incredibly historic election that is about to take place.
[00:10:41.038 --> 00:10:53.145]  And everyone seriously needs to understand that I've got a whole stack of them doxing more members of Congress, threatening to kill people, promising to riot, Soros, you know, giving the orders to moveon.org.
[00:10:53.145 --> 00:10:55.266]  They're going to go absolutely ape.
[00:10:58.672 --> 00:11:03.315]  So, this is a time to be extremely, extremely vigilant.
[00:11:03.315 --> 00:11:08.838]  Now, let me get to the big news when we come back from this first break.
[00:11:08.838 --> 00:11:22.587]  We're going to... We're going to get into why Trump is so incredibly successful.
[00:11:22.587 --> 00:11:25.369]  Why America is so incredibly successful.
[00:11:30.263 --> 00:11:34.025]  And why America could come back so quickly.
[00:11:34.025 --> 00:11:40.228]  And this is why George Soros and the Democrats and the big global media want me off the air.
[00:11:40.228 --> 00:11:46.251]  This is why no one has ever been persecuted in the U.S.
[00:11:46.251 --> 00:11:47.652]  like this in modern time.
[00:11:47.652 --> 00:11:51.814]  No one has been banned and attacked and deplatformed and demonetized.
[00:11:51.814 --> 00:11:54.476]  My credit is basically perfect.
[00:11:54.476 --> 00:11:58.718]  The fact that I don't have any debt is a blow against me.
[00:11:58.718 --> 00:11:59.058]  Literally.
[00:12:00.336 --> 00:12:05.318]  We have the best rating you can get in merchant banking.
[00:12:05.318 --> 00:12:12.721]  It's like not even one-tenth of 1% chargebacks.
[00:12:12.721 --> 00:12:13.921]  That's right.
[00:12:13.921 --> 00:12:19.063]  And we have the highest ratings that just anybody can get.
[00:12:19.063 --> 00:12:22.044]  People cannot believe the rates we have.
[00:12:22.044 --> 00:12:26.006]  2%?
[00:12:26.006 --> 00:12:28.267]  I mean, the Pentagon doesn't have that.
[00:12:29.602 --> 00:12:31.824]  Walmart doesn't have that.
[00:12:31.824 --> 00:12:35.506]  So we had perfect, almost perfect score.
[00:12:35.506 --> 00:12:45.534]  Just like our app had five stars, two million downloads on Apple in just a month, and they banned it.
[00:12:45.534 --> 00:12:47.435]  Five stars.
[00:12:47.435 --> 00:12:52.419]  They said they've never heard of one with a perfect score.
[00:12:52.419 --> 00:12:54.540]  Five stars.
[00:12:54.540 --> 00:12:57.423]  Oh, but Tim Cook last week said he curated it against a museum.
[00:12:58.542 --> 00:13:08.548]  And got rid of it because, oh my god, we launched it two weeks before everything else got banned, it got downloaded two million extra times, it went to number one in news, was going towards number one total in the world, so they banned it!
[00:13:10.219 --> 00:13:14.121]  That's what I'm getting at here is, folks, this is draconian.
[00:13:14.121 --> 00:13:17.123]  And now they're going after our other payment processors.
[00:13:17.123 --> 00:13:20.185]  And the payment processors are like, no one even knows the payment processors.
[00:13:20.185 --> 00:13:21.526]  We don't know how they find out.
[00:13:21.526 --> 00:13:22.927]  Is it the CIA?
[00:13:22.927 --> 00:13:24.228]  And I'm like, yes, it is.
[00:13:24.228 --> 00:13:28.070]  It's the Democrats inside the Justice Department that are running it.
[00:13:28.070 --> 00:13:29.031]  We have confirmed it.
[00:13:30.080 --> 00:13:44.630]  The Democrats have left people behind in government, at the Justice Department and CIA, and they're operating and ignoring most of what Trump says, and doing whatever they want, and working with big tech and big banks, and this is criminal, and it's dangerous, and the President needs to move against it.
[00:13:44.630 --> 00:13:51.334]  And he's trying to, and his own people are blocking him on the executive orders and on criminal action against big tech and others.
[00:13:51.334 --> 00:13:59.260]  And I can tell you, before we even started getting demonetized, which is a red-level emergency, folks, it's a real serious blow.
[00:13:59.260 --> 00:13:59.640]  Worse yet,
[00:14:01.189 --> 00:14:05.272]  Beyond crippling us if they're successful.
[00:14:05.272 --> 00:14:17.983]  If they continue to do this to me, they're already doing it to millions of other people around the world, it's the end of this country ladies and gentlemen.
[00:14:19.591 --> 00:14:29.285]  And when I was talking to folks at the White House and people in the campaign high level and others, they said recently, they said, listen, this is like three months ago, they said, Alex, it's not getting kicked off in Texas, the big issue.
[00:14:29.285 --> 00:14:30.026]  That's big.
[00:14:30.026 --> 00:14:31.689]  It's going to be demonetizing everybody.
[00:14:31.689 --> 00:14:33.511]  They're already trying to do it to the NRA.
[00:14:33.511 --> 00:14:35.514]  The NRA could barely stop them, folks.
[00:14:36.275 --> 00:14:38.115]  They do that, they've got your Second Amendment.
[00:14:38.115 --> 00:14:39.656]  Do you understand?
[00:14:39.656 --> 00:14:41.656]  They're coming for everybody.
[00:14:41.656 --> 00:14:49.158]  They're criminal bullies, and they're trying to bully the Senate, the House, local police by police getting killed, and CNN goes, well, cops deserve to die, they're bad.
[00:14:49.158 --> 00:14:49.978]  Go under our U.N.
[00:14:49.978 --> 00:14:55.999]  program, you know, under Strong Cities, under Loretta Lynch, and we'll stop having you killed.
[00:14:55.999 --> 00:14:57.419]  That's where we're at.
[00:14:57.419 --> 00:14:58.880]  We're being terrorized.
[00:14:58.880 --> 00:15:00.660]  These people are acting as terrorists.
[00:15:00.660 --> 00:15:04.241]  They had a Wired Magazine article last Friday.
[00:15:05.450 --> 00:15:10.633]  Saying that I'm an information terrorist, and that I terrorize people.
[00:15:10.633 --> 00:15:11.554]  Listen to this show!
[00:15:11.554 --> 00:15:16.357]  I want peace, I want justice, I'm covering real issues, and I'm bringing America back.
[00:15:16.357 --> 00:15:19.399]  You're bringing America back, and it's why they're angry.
[00:15:19.399 --> 00:15:22.481]  It's why the globalists are so incredibly upset.
[00:15:23.720 --> 00:15:31.863]  It's why they can't stand what's happening, because they've been suppressing it artificially, and the fact that it's coming back is absolutely driving them crazy.
[00:15:31.863 --> 00:15:40.507]  So when we come back, what they don't want to hear, what they don't want spread, what they want to block you from getting out, they can't stop you.
[00:15:41.247 --> 00:15:52.973]  It's Trump's remarkable week, Trump's incredible winning streak, and why it's happening, and their moves to try to block it, and a bunch of Trump clips, the left is going crazy, what's coming next, and so much more.
[00:15:52.973 --> 00:15:57.475]  Infowars.com, Newswars.com, spread the live links of this show right now to everybody.
[00:15:58.697 --> 00:16:01.060]  We all know the importance of fish oils.
[00:16:01.060 --> 00:16:07.650]  While we are sure to provide them for ourselves, it's just as important to make sure your kids get their EPA and DHA too.
[00:16:07.650 --> 00:16:15.061]  Honor Roll is a powerful DHA fish oil formula for your child, built from the ground up to support your child's development.
[00:16:15.461 --> 00:16:25.111]  This formula uses wild anchovy fish oil, ultra-purified krill oil, and wild salmon fish oil with vitamins to boost your child's mind and body.
[00:16:25.111 --> 00:16:32.479]  With this fish oil formula, you can support your child's optimal heart, joint, cognitive, and brain health while providing DHA.
[00:16:33.240 --> 00:16:37.104]  Which has been shown to be essential for your child's brain growth spurts.
[00:16:37.104 --> 00:16:46.934]  Built on powerful ingredients with 580 milligrams of high DHA omega-3s, this formula is highly refined to eliminate nearly all heavy metals.
[00:16:46.934 --> 00:16:51.279]  If you're looking for a formula to help your child grow, look no further.
[00:16:51.279 --> 00:16:55.443]  Try Honor Roll from InfoWars Life at InfoWarsStore.com.
[00:16:58.484 --> 00:17:04.793]  We're bringing back one of the biggest fan favorite formulas we've ever offered with even better ingredients.
[00:17:04.793 --> 00:17:05.815]  Ultimate Bone Broth.
[00:17:07.555 --> 00:17:14.158]  Info Wars Life is proud to bring you a powerhouse bone broth formula to help push you to your limits.
[00:17:14.158 --> 00:17:23.242]  This incredible formula will help you get the most out of your workout with the power of ultra-high quality bone broth, one of the most popular health trends on the planet.
[00:17:23.242 --> 00:17:31.686]  Built with more than 7 different superfoods and crucial compounds, Ultimate Bone Broth will help support your healthy muscles, digestion, tendons and ligaments.
[00:17:31.946 --> 00:17:35.649]  While also supporting your body's fight against free radicals.
[00:17:35.649 --> 00:17:47.599]  This incredible chicken bone broth formula contains time-tested ingredients such as turmeric root, chaga mushroom, goji berry powder, bee pollen, and alfalfa herb powder to support your body.
[00:17:47.599 --> 00:17:51.323]  It's time to experience what Ultimate Bone Broth can do for you.
[00:17:51.323 --> 00:17:56.627]  Get a bottle of the all-new version of a fan-favorite product today at InfoWarsStore.com.
[00:17:59.304 --> 00:18:02.907]  InfoWars Life is bringing you a breakthrough in modern medicine.
[00:18:02.907 --> 00:18:04.668]  Introducing Pollen Block.
[00:18:04.668 --> 00:18:15.957]  We have found an extraordinary new, natural way to alleviate seasonal distress symptoms, including promoting clear nasal and sinus passageways, eye comfort, and respiratory function.
[00:18:16.718 --> 00:18:25.787]  In the 1960s, researchers in France noticed that people who ate certain quail eggs experienced less seasonal immune and inflammatory responses.
[00:18:25.787 --> 00:18:36.457]  They began studying this effect in published trials, and decades later, we now have the fruit of this research, a fast-acting, chewable tablet that helps alleviate seasonal distress symptoms.
[00:18:36.957 --> 00:18:39.580]  Pollen Block is natural and effective.
[00:18:39.580 --> 00:18:41.301]  It is not an antihistamine.
[00:18:41.301 --> 00:18:51.311]  In fact, current research has found that it actually acts by blocking the activity of tryptase, which is an enzyme that amplifies immune and inflammatory responses in the body.
[00:18:51.311 --> 00:18:53.954]  Go outside and enjoy the air you breathe.
[00:18:53.954 --> 00:18:58.659]  Head to Infowarslife.com and grab a pack of our Pollen Block chewable tablets.
[00:18:59.241 --> 00:19:07.627]  It's really hard to have the energy at the end of the day to still get to the gym, or to go for a run, or go to the park, or heck, even take your dog for a walk.
[00:19:07.627 --> 00:19:09.089]  Believe me, I know.
[00:19:09.089 --> 00:19:13.792]  I spend hours in front of a screen and then hours in front of bright lights every day.
[00:19:13.792 --> 00:19:18.796]  But thanks to super male vitality at Infowarstore.com, I still have that energy.
[00:19:19.016 --> 00:19:39.197]  There's no way I could have the energy at the end of a long day to fight back against the chemicals in the food and water, to fight back against the modern day lifestyle with the screen time and the extended hours, to still have the stamina and endurance, energy and drive to get to the gym, get to the park, and get exercise that you need for your health.
[00:19:39.677 --> 00:19:43.678]  So go to Infowarsstore.com and get Supermail Vitality before it's gone.
[00:19:43.678 --> 00:19:47.360]  This is actually our last run of Supermail Vitality.
[00:19:47.360 --> 00:19:52.342]  So I want you to experience Supermail Vitality before it's too late.
[00:19:52.342 --> 00:19:55.082]  Unleash the Supermail in you.
[00:19:55.082 --> 00:19:56.463]  Supermail Vitality.
[00:19:56.463 --> 00:20:02.045]  Go to Infowarsstore.com.
[00:20:02.045 --> 00:20:04.706]  You're listening to the Alex Jones Show.
[00:20:25.143 --> 00:20:27.203]  So something really important is happening.
[00:20:27.203 --> 00:20:29.044]  Something very, very special.
[00:20:29.044 --> 00:20:35.045]  And that's why you see the ire of the ruling class in this country that have really just sold us out to foreign corporate interests.
[00:20:35.045 --> 00:20:44.806]  That's why you see them flipping out because they know that their old tried and trusted systems of intimidation, of mob rule, of bullying aren't working anymore.
[00:20:44.806 --> 00:20:45.627]  Thanks for joining us.
[00:20:45.627 --> 00:20:46.727]  I'm Alex Jones, your host.
[00:20:46.727 --> 00:20:50.167]  So people ask, why are we under UN control?
[00:20:50.167 --> 00:20:52.048]  Why are we under IMF World Bank control?
[00:20:52.048 --> 00:20:53.408]  Why are we under Interpol control?
[00:20:54.108 --> 00:21:03.011]  Our law enforcement at the federal level basically takes orders in many cases from Interpol that was headed by the former deputy of the entire military.
[00:21:03.011 --> 00:21:09.674]  He was like number two in the Chinese military, civilian head of the Chinese military.
[00:21:09.674 --> 00:21:12.355]  And he was the head of Interpol and he disappeared last week.
[00:21:12.355 --> 00:21:20.878]  And I said, I bet the Chinese government grabbed him because he wasn't following all the orders they had to spy on Americans and spy on dissidents, which he was doing reportedly.
[00:21:22.210 --> 00:21:22.810]  That's right!
[00:21:22.810 --> 00:21:32.898]  The Chinese, former deputy head of their armed forces, and the former deputy head of their navy.
[00:21:32.898 --> 00:21:34.119]  South China Sea?
[00:21:34.119 --> 00:21:34.700]  Their navy?
[00:21:34.700 --> 00:21:37.722]  The Chinese are famous for shipping drugs around the world?
[00:21:37.722 --> 00:21:39.984]  Oh, they'll deal drugs all over the world.
[00:21:39.984 --> 00:21:42.986]  They just don't let you bring drugs into China, or they execute you.
[00:21:42.986 --> 00:21:48.130]  Yes, this gentleman, Interpol's president, is reported missing in China!
[00:21:49.991 --> 00:21:50.792]  Prompting inquiry.
[00:21:50.792 --> 00:21:54.716]  Well, we find out days later the government grabbed him up.
[00:21:54.716 --> 00:21:58.059]  People like, wow, the Chinese were running Interpol.
[00:21:58.059 --> 00:22:06.447]  Yeah, when you check into a hotel anywhere in the world that's industrialized, Interpol gets a record of it.
[00:22:06.447 --> 00:22:09.711]  Not the FBI, but the Chinese Communist Party.
[00:22:12.339 --> 00:22:38.326]  It's like, I told you, they own Hollywood, they own 98% of the rarest minerals, they've got all the major deep water ports, they've got almost all the industrialization, all the big Goldman Sachs, JP Morgan investment, because they've got a billion plus slaves, and the globalists went over there 60 years ago when they didn't have running water, and knew that they had high IQs, and set them up to destroy us!
[00:22:38.326 --> 00:22:40.147]  Because they use their people like toilet paper!
[00:22:43.288 --> 00:22:45.890]  And so President Trump comes out and says China's the big threat.
[00:22:45.890 --> 00:22:48.631]  They're meddling and they're allied with traitors in our government.
[00:22:48.631 --> 00:22:49.692]  Absolutely.
[00:22:49.692 --> 00:22:56.536]  The Russians don't even show up on the Richter scale.
[00:22:56.536 --> 00:22:58.297]  Who do you think should bed with the Chai Koms?
[00:22:58.297 --> 00:22:59.157]  Soros.
[00:22:59.157 --> 00:23:00.398]  Who do you think should bed with them?
[00:23:00.398 --> 00:23:01.358]  Juncker.
[00:23:01.358 --> 00:23:02.039]  Who's Juncker?
[00:23:02.039 --> 00:23:03.520]  Unelected head of the EU.
[00:23:03.520 --> 00:23:05.001]  Look into it.
[00:23:05.001 --> 00:23:08.503]  So these are the real power players.
[00:23:08.503 --> 00:23:12.305]  And the reason they want me off air is the key to the whole puzzle.
[00:23:13.848 --> 00:23:17.230]  Because people always ask, well why don't more people in Congress stand up?
[00:23:17.230 --> 00:23:19.452]  Because they docked your house.
[00:23:19.452 --> 00:23:23.775]  First your dog disappears, then one of your kids.
[00:23:23.775 --> 00:23:28.499]  You think Soros and the Chicoms got in power because they play footsie?
[00:23:28.499 --> 00:23:29.239]  Or tiddlywinks?
[00:23:29.239 --> 00:23:32.782]  They're not playing games.
[00:23:32.782 --> 00:23:35.104]  I'll say it again, China's killed five times what Hitler did.
[00:23:35.104 --> 00:23:35.784]  Look it up.
[00:23:35.784 --> 00:23:36.385]  Yeah.
[00:23:36.385 --> 00:23:39.127]  They got the all-time murder crown.
[00:23:40.003 --> 00:23:43.745]  The heavyweight champion mass murderers of the world.
[00:23:43.745 --> 00:23:56.751]  And weighing in from Communist China, with a total of 115 million of their own people killed, not to mention over 100,000 Tibetans in the last decade alone.
[00:23:56.751 --> 00:24:08.417]  And climbing the undisputed mass murderer champions of the world, the Communist bloodthirsty dragon!
[00:24:09.489 --> 00:24:12.011]  And it's backed up by Juncker and the unelected EU!
[00:24:12.011 --> 00:24:16.654]  330 plus million people, headed up by the grandson of the richest Nazi, his father an SS officer, himself the owner, by conquest, of Luxembourg!
[00:24:16.654 --> 00:24:18.135]  Reportedly one of the richest men in the world!
[00:24:18.135 --> 00:24:19.015]  So rich his wealth's secret!
[00:24:19.015 --> 00:24:36.367]  Loooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo
[00:24:38.575 --> 00:24:43.336]  Now I'm going to get to Trump's total winning streak when we come back.
[00:24:43.336 --> 00:24:44.236]  And how they're going to strike back.
[00:24:44.236 --> 00:24:45.836]  I'm going to say this right now and I'm going to get serious with you.
[00:24:45.836 --> 00:24:47.497]  Because here's the deal.
[00:24:47.497 --> 00:24:49.057]  I've been on there 23 years.
[00:24:49.057 --> 00:24:53.458]  And let's just say I've seen a few things and been through some things.
[00:24:53.458 --> 00:24:59.099]  And I'm always going to step up to the next fight.
[00:24:59.099 --> 00:24:59.879]  I'm not going to back down.
[00:24:59.879 --> 00:25:00.259]  It's not in me.
[00:25:00.259 --> 00:25:02.520]  Because these people are bad.
[00:25:02.520 --> 00:25:03.500]  So I can't roll over to it.
[00:25:03.500 --> 00:25:04.240]  It's just instinctive.
[00:25:04.240 --> 00:25:04.680]  It's spiritual.
[00:25:07.475 --> 00:25:21.085]  Let's just say this, they are absolutely running my ass in the ground, as you can see, every day in the newspapers, television, you name it, to start the first domino going over with all their lies and all their propaganda.
[00:25:21.085 --> 00:25:24.188]  Now talk radio and conservatives see through it, you've been through it forever.
[00:25:24.188 --> 00:25:27.150]  You saw what they did to Sean Hannity or Limbaugh or anybody, people get it.
[00:25:27.150 --> 00:25:28.911]  Conservatives and Christians, we get it.
[00:25:28.911 --> 00:25:32.414]  But we're not on the offense most of the time.
[00:25:32.414 --> 00:25:33.975]  And so I'm just going to say this right now to everybody.
[00:25:36.363 --> 00:25:39.264]  Publicly, they do a lot of bad stuff, and I'm not feeling sorry for myself.
[00:25:39.264 --> 00:25:40.325]  I asked for it.
[00:25:40.325 --> 00:25:45.246]  But behind the scenes, and I have reasons not to get into all of it, it's next level.
[00:25:45.246 --> 00:25:46.647]  And it only makes me want to fight harder.
[00:25:46.647 --> 00:25:50.148]  How evil they are, and how corrupt, and just seeing the true face of evil.
[00:25:50.148 --> 00:25:52.009]  Smelling it.
[00:25:52.009 --> 00:25:53.490]  Touching it.
[00:25:53.490 --> 00:25:54.870]  Knowing it.
[00:25:54.870 --> 00:25:56.791]  But these people are real.
[00:25:56.791 --> 00:25:59.172]  Like the worst cancer your body can get.
[00:25:59.172 --> 00:26:01.633]  They are as bad as it gets, okay?
