[00:00:05.990 --> 00:00:27.474]  From the front lines of the information war, it's Alex Jones.
[00:10:24.926 --> 00:10:51.211]  But the final piece was Mike Adams saying, Alex, Trump must declare martial law and a civil emergency because every president since Kennedy and LBJ has declared an emergency every year to be able to have the COG funding and things like the Manhattan Project that had come before operate in secret.
[00:10:52.921 --> 00:10:54.541]  And that's a fact.
[00:10:54.541 --> 00:11:05.324]  And so Trump, in 20 months, has never declared the emergency that then overrides the Bill of Rights and the Constitution.
[00:11:05.324 --> 00:11:14.206]  And that's how the deep state, since the days of the National Security Act, has been operating in 1947, but officially put it into function in 1963.
[00:11:14.206 --> 00:11:22.548]  We're going to go through the executive orders coming up, the proof, and the statements, and all of it.
[00:11:26.331 --> 00:11:27.252]  And I said, wait.
[00:11:27.252 --> 00:11:30.214]  I understand what you're saying.
[00:11:30.214 --> 00:11:34.538]  We're already under a civil emergency under COG, a form of martial law.
[00:11:34.538 --> 00:11:35.999]  I began to rattle off executive orders.
[00:11:35.999 --> 00:11:37.060]  He goes, exactly.
[00:11:37.060 --> 00:11:49.650]  And only a new executive order from the president declaring the emergency of the deep state, finally a real emergency, and publicly admit what it is, will then override all of them.
[00:11:49.650 --> 00:11:52.012]  So they've got a COG in law,
[00:11:53.986 --> 00:12:02.529]  In the deep state, operating, and that's why they're all over the news saying, we're the resistance, sabotage, sabotage the economy, sabotage the veterans.
[00:12:02.529 --> 00:12:07.171]  If the economy comes back, Trump's gonna win, we've gotta do it.
[00:12:07.171 --> 00:12:09.911]  Sabotage our trade deals with China.
[00:12:09.911 --> 00:12:13.973]  Because they are operating under a civil emergency.
[00:12:13.973 --> 00:12:19.975]  And so, when we say this, the headline from George Soros' Media Matters is, Alex Jones calls for martial law.
[00:12:19.975 --> 00:12:20.015]  No.
[00:12:23.027 --> 00:12:25.472]  I'm calling for a defibrillator to the heart.
[00:12:25.472 --> 00:12:26.695]  We're in cardiac arrest.
[00:12:27.540 --> 00:12:54.407]  We've got a beachhead, Trump's already turned a lot of stuff around, but he's struggling against an entrenched bureaucracy that is belligerently believing that it's the real government, and by declaring Trump in 2016 a Russian Rouge, and trying to get Trump to agree to that when it's not true, that will then allow them to say to the CIA and 17 other agencies, see, we're operating legitimately under these executive orders of Obama,
[00:12:56.434 --> 00:13:12.271]  Countering foreign interference and so shutting down Alex Jones and ordering Google and Twitter and Facebook to shut him down and ordering them to shut down his banking That's legitimate because it's beyond the Red Scare So I read the entire
[00:13:14.417 --> 00:13:19.242]  Nine page article from Mike Adams, and the most powerful videos at the bottom.
[00:13:19.242 --> 00:13:23.026]  So we've moved to the top on Infowars.com and our posting of it.
[00:13:23.026 --> 00:13:29.893]  Emergency report, signed executive orders reveal Trump is planning mass arrest military tribunals for deep state traitors like Comey, Clinton, Obama.
[00:13:29.893 --> 00:13:35.860]  And yes, Trump is finally understanding that, but the key to this and the missing piece
[00:13:38.228 --> 00:13:40.970]  Is that we're already under a civil emergency.
[00:13:40.970 --> 00:13:43.691]  We're already under a form of international martial law.
[00:13:43.691 --> 00:13:45.672]  We're already under that.
[00:13:45.672 --> 00:13:48.193]  And tomorrow I'll have all these clips.
[00:13:48.193 --> 00:13:51.395]  You've heard them where CNN goes, we need a civil emergency.
[00:13:51.395 --> 00:13:53.816]  All their hosts and Michael Moore on MSNBC.
[00:13:53.816 --> 00:13:54.857]  We need a civil emergency.
[00:13:54.857 --> 00:13:55.978]  We need 25th Amendment.
[00:13:55.978 --> 00:13:57.078]  We need Trump removed.
[00:13:57.078 --> 00:13:59.119]  We need to not comply with him.
[00:13:59.119 --> 00:14:00.920]  The government needs to get rid of this guy.
[00:14:00.920 --> 00:14:01.921]  We're going to kill this guy.
[00:14:03.905 --> 00:14:10.047]  That's because they are operating through this system.
[00:14:10.047 --> 00:14:12.868]  And so Trump has to have a national address.
[00:14:12.868 --> 00:14:14.348]  He has to read the executive orders.
[00:14:14.348 --> 00:14:21.650]  He has to rescind them and issue his new executive orders, removing this criminal emergency group.
[00:14:21.650 --> 00:14:23.971]  And this is why they want us off air.
[00:14:23.971 --> 00:14:27.572]  Because they've said they're getting ready to move against him with the 25th Amendment.
[00:14:27.572 --> 00:14:29.853]  I was the first to tell you about that 20 months ago.
[00:14:30.985 --> 00:14:43.809]  Now they're all over the news in the New York Times with articles every week about Rod Rosenstein says take him out 25th amendment and Comey said take him out 25th amendment and oh Pence wants 25th amendment.
[00:14:43.809 --> 00:14:49.591]  And they are pushing all of this.
[00:14:49.591 --> 00:14:55.573]  And you've got the stay behind network saying oh don't worry he's not going to issue executive orders countering
[00:14:56.940 --> 00:15:02.625]  The persecution of conservatives and election meddling just 54 days out or 44 days out?
[00:15:02.625 --> 00:15:04.686]  44 days out?
[00:15:04.686 --> 00:15:15.335]  So the disinformation is on high and leftist arms of the CIA and other groups are churning out pure wartime level lies against the American people, against the Liberty Movement and against patriots.
[00:15:15.335 --> 00:15:24.042]  But the problem is the fact that this is a form of coup is now becoming mainstream in Congress from Nunes and Graham and others.
[00:15:25.049 --> 00:15:28.887]  Lindsey Graham, a bureaucratic coup against Trump being uncovered.
[00:15:28.887 --> 00:15:29.892]  That video's coming up.
[00:15:31.181 --> 00:15:38.224]  Obama quietly signs Countering Disinformation and Propaganda Act into law in the Defense Authorization Act a month before he left office.
[00:15:38.224 --> 00:15:42.386]  That's how they're operating and waging war against the American people.
[00:15:42.386 --> 00:15:46.767]  This is how they're running the whole stinking show.
[00:15:46.767 --> 00:15:56.091]  The left's gone from denying the deep state exists to saying, yay, deep state, take out Jones, take out Trump, because we're loyal Americans that aren't sold out to the chi-coms.
[00:15:56.091 --> 00:15:57.632]  We'll be back with the biggest news ever.
[00:15:59.224 --> 00:16:06.888]  Do you realize that when you spread the links from Infowars.com, when you spread the videos, you are changing the world?
[00:16:06.888 --> 00:16:07.369]  It's you!
[00:16:08.470 --> 00:16:10.671]  That has defeated Hillary and the globalists.
[00:16:10.671 --> 00:16:19.415]  It is you, the info warriors, across the planet, that stood against the bullying, that stood against the peer pressure, that stood against the threats, that have now changed the world.
[00:16:19.415 --> 00:16:23.977]  And that's why you've been on the team, supporting us, praying for us, and spreading the word.
[00:16:23.977 --> 00:16:25.418]  You are the info war.
[00:16:25.418 --> 00:16:28.940]  And now because of their intensifying censorship, it's more important than ever
[00:16:29.620 --> 00:16:41.009]  Let everyone go to InfoWars.com forward slash newsletter and sign up via email so there's no way the censors can get between us with critical videos, articles, breaking news, intel, you name it.
[00:16:41.009 --> 00:16:48.995]  And so now I ask you more than ever to share the InfoWars.com articles, to share the videos, to tell people about the local stations you're listening to.
[00:16:48.995 --> 00:16:56.040]  The bare minimum you can do is sign up for the free newsletter at InfoWars.com forward slash newsletter.
[00:16:56.040 --> 00:16:58.782]  We are the renaissance and we are winning!
[00:16:59.249 --> 00:17:05.548]  We're bringing back one of the biggest fan favorite formulas we've ever offered with even better ingredients.
[00:17:05.548 --> 00:17:06.591]  Ultimate Bone Broth.
[00:17:08.323 --> 00:17:14.904]  Info Wars Life is proud to bring you a powerhouse bone broth formula to help push you to your limits.
[00:17:14.904 --> 00:17:23.986]  This incredible formula will help you get the most out of your workout with the power of ultra-high quality bone broth, one of the most popular health trends on the planet.
[00:17:23.986 --> 00:17:35.789]  Built with more than seven different superfoods and crucial compounds, Ultimate Bone Broth will help support your healthy muscles, digestion, tendons and ligaments, while also supporting your body's fight against free radicals.
[00:17:36.389 --> 00:17:48.354]  This incredible chicken bone broth formula contains time-tested ingredients such as turmeric root, chaga mushroom, goji berry powder, bee pollen, and alfalfa herb powder to support your body.
[00:17:48.354 --> 00:17:52.076]  It's time to experience what Ultimate Bone Broth can do for you.
[00:17:52.076 --> 00:17:57.359]  Get a bottle of the all-new version of a fan favorite product today at InfoWarsStore.com.
[00:18:00.023 --> 00:18:03.606]  InfoWars Life is bringing you a breakthrough in modern medicine.
[00:18:03.606 --> 00:18:05.388]  Introducing Pollen Block.
[00:18:05.388 --> 00:18:16.657]  We have found an extraordinary new, natural way to alleviate seasonal distress symptoms, including promoting clear nasal and sinus passageways, eye comfort, and respiratory function.
[00:18:17.418 --> 00:18:26.583]  In the 1960s, researchers in France noticed that people who ate certain quail eggs experienced less seasonal immune and inflammatory responses.
[00:18:26.583 --> 00:18:32.567]  They began studying this effect in published trials, and decades later, we now have the fruit of this research.
[00:18:32.567 --> 00:18:37.670]  A fast-acting, chewable tablet that helps alleviate seasonal distress symptoms.
[00:18:37.670 --> 00:18:39.911]  Pollen Block is natural and effective.
[00:18:40.271 --> 00:18:42.011]  It is not an antihistamine.
[00:18:42.011 --> 00:18:51.993]  In fact, current research has found that it actually acts by blocking the activity of tryptase, which is an enzyme that amplifies immune and inflammatory responses in the body.
[00:18:51.993 --> 00:18:54.634]  Go outside and enjoy the air you breathe.
[00:18:54.634 --> 00:19:00.015]  Head to Infowarslife.com and grab a pack of our Pollen Block chewable tablets.
[00:19:00.015 --> 00:19:02.355]  Infowarslife is launching its newest product.
[00:19:02.355 --> 00:19:04.495]  We're really, really proud of it.
[00:19:04.495 --> 00:19:07.356]  It's a best source prebiotic fiber.
[00:19:08.442 --> 00:19:19.927]  And it's got the very best concentrated fibers from berries and fruits and other compounds that have been known to be the very best for your body and for regularity and so much more.
[00:19:19.927 --> 00:19:29.051]  And it synergistically works with our 50 billion live active culture flora life as well as MycoZx that targets the yeast, the mold, and the funguses in the gut.
[00:19:29.531 --> 00:19:35.318]  So this is the time to take advantage of getting this new incredible fiber product and these other products.
[00:19:35.318 --> 00:19:40.765]  You get them separately or together and make really, really big savings and get high quality products at the same time.
[00:19:40.765 --> 00:19:43.028]  And I'm doing this to introduce these products to you.
[00:19:43.028 --> 00:19:45.050]  Bodies sold out in a month.
[00:19:46.309 --> 00:19:49.312]  Strongest concentrated turmeric formula we could come up with.
[00:19:49.312 --> 00:19:51.354]  It sold out for another month and a half.
[00:19:51.354 --> 00:19:54.658]  We sold it at 50% off till it sold out.
[00:19:54.658 --> 00:19:57.201]  And I think it's gonna be the same way with this fiber.
[00:19:57.201 --> 00:20:03.288]  Get yours today in fullwarslife.com.
[00:20:03.288 --> 00:20:05.930]  You're listening to the Alex Jones Show.
[00:20:13.155 --> 00:20:15.801]  Waging war on corruption.
[00:20:15.801 --> 00:20:20.933]  It's Alex Jones, coming to you live from the front lines of the InfoWar.
[00:20:40.814 --> 00:20:47.158]  This is a world exclusive on Sunday, the 23rd day of September 2018.
[00:20:47.158 --> 00:20:59.025]  We have confirmed that Obama signed executive orders implementing a form of martial law and civil emergency over the United States before he left office in late December 2016.
[00:21:01.306 --> 00:21:19.862]  And that this information has been kept from President Trump, not understanding that since the National Security Act in 47, and subsequent acts in the 1960s, 90s, 2000s, and then culminating with Obama, that martial law, COG, national emergency provisions were put in.
[00:21:19.862 --> 00:21:26.668]  And national emergency is the rubric under which COG, martial law, civil emergency sits.
[00:21:28.672 --> 00:21:36.221]  And under the national emergency that's been reissued every year since the United States went under the national security state.
[00:21:37.685 --> 00:21:46.534]  Since that happened, and there was a precursor in 1933 with the War Powers Act that Roosevelt put into place, and it's just been expanding since then.
[00:21:46.534 --> 00:22:00.528]  So you can look at 33, 47, 63, 2016, and those are all key dates where the civil emergency of the federal government begins to swallow up the Bill of Rights and Constitution.
[00:22:02.578 --> 00:22:26.588]  The shadow government, the bureaucracy that's been belligerently attacking the First Amendment, attacking President Trump's agenda to turn the economy around, that same belligerent group that refuses to put his picture up at government buildings or inside many VAs today, Obama still hangs, that is the permanent bureaucracy believing it's operating under executive orders of Obama
[00:22:27.208 --> 00:22:36.996]  That Trump is a Russian agent and that InfoWars is a foreign propaganda outfit so that we should be taken off of banking.
[00:22:36.996 --> 00:22:40.558]  We should be taken off of every major media platform.
[00:22:40.558 --> 00:22:43.861]  And then once they've set the precedent with us, it's everybody else.
[00:22:43.861 --> 00:22:48.625]  So it is so critical that everyone go to InfoWars.com.
[00:22:48.625 --> 00:22:55.710]  And there is a nine page report dealing with how Trump must respond to this.
[00:22:55.710 --> 00:22:56.631]  He must declare
[00:22:58.584 --> 00:23:00.487]  His own national emergency.
[00:23:00.487 --> 00:23:02.189]  Notice the Democrats everywhere are.
[00:23:02.189 --> 00:23:04.032]  We want a national emergency.
[00:23:04.032 --> 00:23:05.775]  We want the 25th Amendment.
[00:23:05.775 --> 00:23:07.357]  We want somebody to kill him.
[00:23:07.357 --> 00:23:09.040]  We want his cabinet to remove him.
[00:23:10.011 --> 00:23:18.196]  They even had McClatchy with a headline Friday saying, you don't want a 25th amendment, that would create a national crisis and a civil emergency.
[00:23:18.196 --> 00:23:21.438]  That's what they've already got over the federal government.
[00:23:21.438 --> 00:23:22.998]  That's how they're ignoring it.
[00:23:22.998 --> 00:23:29.662]  It's why they go on the news with Clapper and Brennan and say, we are going to continue to operate as if he isn't even president.
[00:23:29.662 --> 00:23:37.487]  And Obama moved in a mile from the White House into his own armored compound, is admittedly running the show from there with the big tech giants.
[00:23:39.585 --> 00:23:42.331]  This is all hiding in plain view.
[00:23:42.331 --> 00:23:47.581]  But when I talked to Adams a few days ago working on this and I went back and looked at the executive orders, he was right.
[00:23:47.581 --> 00:23:50.046]  We need executive orders and executive action.
[00:23:52.006 --> 00:23:57.370]  Redeclaring the new national emergency in Congress to end the national emergency.
[00:23:57.370 --> 00:24:03.474]  But you've got to invoke your own to override the unconstitutional apparatus they've got.
[00:24:03.474 --> 00:24:19.586]  Remember in the last decade they transferred dictatorial power to the presidency where he could unilaterally negotiate so-called trade deals and pass over national sovereignty like the Trans-Pacific Partnership that once we got the documents was the most draconian authoritarian thing ever imagined.
[00:24:19.586 --> 00:24:20.106]  Ended U.S.
[00:24:20.106 --> 00:24:20.887]  sovereignty complete.
[00:24:21.647 --> 00:24:24.969]  So a complete coup.
[00:24:24.969 --> 00:24:27.850]  A fake complete.
[00:24:27.850 --> 00:24:38.855]  And so, Trump got in and two days in, Trump withdraws from the Trans-Pacific Partnership.
[00:24:38.855 --> 00:24:40.716]  Now think about that.
[00:24:40.716 --> 00:24:45.118]  That Hillary and Obama admitted in a letter they helped write, that the left, back when they had a soul, used to oppose.
[00:24:46.598 --> 00:24:47.840]  Totally dictatorial.
[00:24:47.840 --> 00:24:48.681]  See?
[00:24:48.681 --> 00:24:51.285]  People said, oh my god, he's acting like a dictator, Obama.
[00:24:51.285 --> 00:24:54.269]  And Hillary said, that's dictatorial that you pulled out.
[00:24:54.269 --> 00:24:56.232]  Well, how could he pull out?
[00:24:57.489 --> 00:24:59.691]  Unless you've given him dictator power.
[00:24:59.691 --> 00:25:14.825]  They gave the presidency unconstitutional powers and that's why they hate Trump so much because he's only using them to remove the globalist power structure and then transfer the power back to the people and back to the states, just like he said in his inaugural speech.
[00:25:14.825 --> 00:25:21.691]  He said, I'm going to use the incredible power of the presidency to remove all this globalism and send it back to you, the people!
[00:25:26.690 --> 00:25:30.913]  And that's why they are so scared.
[00:25:30.913 --> 00:25:34.516]  Because he's the real deal, ladies and gentlemen.
[00:25:34.516 --> 00:25:38.018]  He fired all the lobbyists, you name it, and they are so scared.
[00:25:38.018 --> 00:25:40.480]  China has a $900 billion trade deficit.
[00:25:40.480 --> 00:25:42.501]  He says, you're going to pay $200 billion.
[00:25:42.501 --> 00:25:43.122]  They go, no we're not.
[00:25:43.122 --> 00:25:44.983]  He goes, it's going to be $400 billion then.
[00:25:44.983 --> 00:25:46.524]  And we're going to trade war with them.
[00:25:46.524 --> 00:25:54.169]  Because as Trump said, we've been in a war with them for 40 years, and we're getting our asses kicked because traders in our government sold us out.
[00:25:54.169 --> 00:25:56.151]  So here's the big news flash, ladies and gentlemen.
[00:25:58.143 --> 00:26:00.944]  Trump must declare a national emergency.
[00:26:00.944 --> 00:26:02.184]  It technically is martial law.
[00:26:02.184 --> 00:26:05.326]  They call it a national emergency.
[00:26:05.326 --> 00:26:11.768]  And then he can go into those bureaucracies and fire whoever he wants, like Reagan did the air traffic controllers.
[00:26:11.768 --> 00:26:15.549]  That was a form of martial law.
[00:26:15.549 --> 00:26:18.170]  And remember, I'm the guy against martial law.
[00:26:18.170 --> 00:26:19.751]  I'm the guy against the police state.
[00:26:20.779 --> 00:26:37.624]  But when you've got foreign CHICOM-funded groups using COG orders that treasonous presidents put in place, and they're using the fact that they've seized the government to sell us out and sabotage our recovery, and say they're going to kill the president, it's dereliction of duty!
[00:26:37.624 --> 00:26:43.005]  If Congress will not secure the border, it's in the Constitution that the president has purview over that!
[00:26:43.005 --> 00:26:44.146]  And over the Navy!
[00:26:44.146 --> 00:26:45.326]  And over the military!
[00:26:45.326 --> 00:26:46.486]  Period!
[00:26:46.486 --> 00:26:46.946]  Where?
[00:26:46.946 --> 00:26:48.787]  On the border and outside the U.S.
[00:26:51.966 --> 00:26:53.647]  Lincoln.
[00:26:53.647 --> 00:26:55.869]  The South wasn't even one-tenth as belligerent.
[00:26:55.869 --> 00:26:58.431]  They were just saying, we're going to do what we want and not pay some taxes.
[00:26:58.431 --> 00:27:05.436]  And he sent in gunboats and soldiers and arrested hundreds of newspaper editors and a whole bunch of members of Congress.
[00:27:05.436 --> 00:27:07.458]  Trump doesn't even need to do that.
[00:27:07.458 --> 00:27:11.981]  But this is beyond that level because they're in the federal government.
[00:27:11.981 --> 00:27:15.944]  The South wasn't in the federal government.
[00:27:15.944 --> 00:27:16.905]  Let me be clear about this.
[00:27:16.905 --> 00:27:19.867]  I had family that were commanding officers in the Civil War.
[00:27:20.811 --> 00:27:26.758]  But I can tell you, on the side of the South, but I can tell you right now, the South was swindled into that war by British intelligence.
[00:27:26.758 --> 00:27:30.202]  And it was wrong.
[00:27:30.202 --> 00:27:34.226]  Just like Sam Houston said, former president of Texas, he said, we're being set up.
[00:27:35.134 --> 00:27:40.919]  They kicked him out of office, almost hard and feathered the founder of Texas, because he dared tell him the truth, but that's a side issue.
[00:27:40.919 --> 00:27:45.142]  Now is the time for action against this COG group?
[00:27:45.142 --> 00:27:54.750]  Now is the time for the president to declare a civil emergency, a national emergency, and to march in there and to fire and grab all the documents.
[00:27:54.750 --> 00:28:01.276]  He says release the secret documents, they belligerently say no, and then he finds out they're going to spike it with some documents that'll hurt somebody, so he says okay, review it.
[00:28:02.389 --> 00:28:06.072]  He puts out a draft of an executive order which is coming.
[00:28:06.072 --> 00:28:09.675]  That's all the key points I had law firms put together and send the president and others did.
[00:28:09.675 --> 00:28:11.576]  The reason they hate my guts.
[00:28:11.576 --> 00:28:14.719]  I was sending this to the president a week before we got banned.
[00:28:14.719 --> 00:28:22.846]  And people inside the White House called up Tim Cook and others and they said you get that piece of garbage off air or we're gonna have to you know what him.
[00:28:22.846 --> 00:28:24.487]  The president is reading all of it.
