[00:00:00.000 --> 00:00:02.980]  [BEEPING]
[00:04:55.276 --> 00:04:56.156]  Are you gonna share this link?
[00:04:57.498 --> 00:05:01.359]  You're everything, my friend.
[00:05:04.279 --> 00:05:05.420]  Infowarstore.com.
[00:05:07.200 --> 00:05:09.640]  We also have store-wide free shipping, double Patriot points.
[00:05:10.961 --> 00:05:12.621]  We have X2 about to sell out.
[00:05:12.981 --> 00:05:15.681]  We have Winter Sun, the best E3, finally back in stock.
[00:05:15.942 --> 00:05:16.922]  Still good for your immune system.
[00:05:17.322 --> 00:05:21.443]  We have Vazzo Beats with nitrous oxide to boost your heart health.
[00:05:22.423 --> 00:05:22.823]  All of it.
[00:05:23.854 --> 00:05:31.661]  We have TurboForce, the most powerful, high-quality, brain-boosted tropic out there that's also good for you, unlike other brain boosters that aren't.
[00:05:32.182 --> 00:05:34.784]  TurboForce discount at InfoWarStore.com.
[00:05:35.144 --> 00:05:36.386]  Get TurboForce.
[00:05:38.243 --> 00:05:39.344]  Get Winter Son.
[00:05:40.404 --> 00:05:42.806]  Get it all at InfoWarsTore.com.
[00:05:43.126 --> 00:05:45.147]  And I want to thank you all for keeping us on air over the years.
[00:05:45.187 --> 00:05:46.928]  You've seen that we've delivered together.
[00:05:47.329 --> 00:05:48.529]  You delivered supporting us.
[00:05:48.970 --> 00:05:50.190]  I've delivered not giving up.
[00:05:50.551 --> 00:05:53.813]  Praise God and pass the ammunition in the information war.
[00:05:53.833 --> 00:05:55.734]  Get a copy of my book, The Great Awakening.
[00:05:56.975 --> 00:05:59.116]  Signed or unsigned, InfoWarsTore.com.
[00:05:59.276 --> 00:06:01.276]  Take action.
[00:06:01.276 --> 00:06:05.276]   ♪ ♪ ♪ ♪
[00:06:05.276 --> 00:06:09.276]   ♪ ♪ ♪ ♪
[00:06:09.276 --> 00:06:13.276]   ♪ ♪ ♪ ♪
[00:06:13.276 --> 00:06:17.276]   ♪ ♪ ♪ ♪
[00:06:17.276 --> 00:06:21.276]   Crashing through the lies and disinformation, it's Alex Jones.
[00:06:21.276 --> 00:06:25.276]   ♪ ♪ ♪ ♪
[00:06:25.276 --> 00:06:29.276]   ♪ ♪ ♪ ♪
[00:06:29.276 --> 00:06:33.276]   ♪ ♪ ♪ ♪
[00:06:33.276 --> 00:06:40.149]   ♪ ♪ All right, well Mikey Adams is a scientist and best-selling author and researcher and a good friend of mine for many years.
[00:06:40.169 --> 00:06:41.911]  Been interviewing him for 20 years or so.
[00:06:42.411 --> 00:06:54.804]   He's lived in Austin for 15 or outside Austin and he's done some deep research on AI and a lot of it parallels, I'm not an engineer, but from what I've been studying And how this all really works and operates.
[00:06:54.824 --> 00:07:00.607]  So we're going to kind of define where the world is today, and what AI is, and then these statements.
[00:07:00.627 --> 00:07:07.512]  I've got a clip coming up here in a few minutes of Larry Page, the founder of Google, with Klaus Schwab saying, we don't need elections soon.
[00:07:08.032 --> 00:07:12.935]  AI will decide all of this for everyone.
[00:07:12.975 --> 00:07:17.058]  But only if we decide to hand our authority over to it.
[00:07:18.126 --> 00:07:26.174]  Okay, so, but it's not just that we can sit there and understand how AI works.
[00:07:26.194 --> 00:07:29.617]  We can also be involved in our own AIs and counter this.
[00:07:29.637 --> 00:07:40.388]  And that's what the power structure, that's what the establishment is really, really, really, really massively concerned about as well, Mike Adams.
[00:07:41.240 --> 00:08:00.475]   Well absolutely and Alex it's great to be here and I brought some key documents that we're going to go over and we have some excerpts from these documents from DHS, a key memorandum from Homeland Security as well as CISA documents that make what I believe are key admissions about how they're going to weaponize AI against the
[00:08:00.475 --> 00:08:01.455]  American people.
[00:08:01.455 --> 00:08:07.675]   And in fact, right now on Infowars.com is an article that talks about how free speech is going to be designated a
[00:08:07.675 --> 00:08:08.653]  cyber threat.
[00:08:08.653 --> 00:08:12.015]   And that's actually one of the key things we need to understand here today.
[00:08:12.015 --> 00:08:19.854]   That the cyber security that's being unleashed upon every level of government in the United States
[00:08:20.098 --> 00:08:31.506]  We'll say that we need, quote, safety for AI systems and safety, Alex, means that you are silenced and that I am silenced and that anybody questioning the official narratives is absolutely silenced.
[00:08:32.026 --> 00:08:40.469]  So, guardrails, safety, quote, responsible use of AI, these are all terms that actually mean they're going to weaponize it against the American people.
[00:08:40.810 --> 00:08:46.512]  And the WF just came out this week with a new report saying the main threat isn't somebody hacking your system, it's disinfo.
[00:08:46.812 --> 00:08:51.614]  So they're saying we're going to use AI to counter disinfo, but actually we're the ones telling the truth.
[00:08:52.074 --> 00:08:54.075]  All the stuff coming out of Klaus Schwab is pure bull.
[00:08:54.535 --> 00:08:55.516]  Exactly, exactly.
[00:08:56.696 --> 00:09:00.098]  Look, there's so many key bombshells to just share with you here on your show today.
[00:09:00.559 --> 00:09:12.747]  One of the key ones is that the reason we now know, the reason that you were censored and deplatformed for so many years, and myself and so many others, was not simply to censor and silence us in that moment in time.
[00:09:13.527 --> 00:09:35.118]  It was to make sure that the web scraping that's being used to train the large language models, the LLMs, which are being, those are the underlying models that would be used to run governments and hospitals and corporations, to make sure that those models were not exposed to your speech, Alex, or InfoWars articles or Natural News articles or anybody in the alternative media.
[00:09:35.758 --> 00:09:39.020]  It was about making sure that the training was woke.
[00:09:39.600 --> 00:09:52.832]  And one of the things that we need to do as pro-human team humanity people is to learn how to train or what's called fine-tuning of large language model systems in order to remove the woke.
[00:09:53.493 --> 00:09:56.035]  And so that's exactly one thing that we're working on.
[00:09:56.075 --> 00:09:59.899]  I'll share some of that with you later, Alex, after we go through these documents and some of the bombshells.
[00:10:01.277 --> 00:10:02.098]  Mike, keep going here.
[00:10:02.318 --> 00:10:02.578]  Okay.
[00:10:02.798 --> 00:10:03.099]  All right.
[00:10:03.179 --> 00:10:05.381]  Well, let's start with Homeland Security.
[00:10:05.901 --> 00:10:12.687]  So here we have a memorandum, Homeland Security document, that your producers have as well.
[00:10:12.887 --> 00:10:28.497]   It's a memorandum, August 8th, policy statement 139-06 from Alejandro Mallorca's Homeland Security Covering the acquisition and use of artificial intelligence and machine learning technologies by DHS components.
[00:10:28.998 --> 00:10:42.523]  Now the key thing to understand here is this point where they talk about that they will use, they will protect AI technologies from cyber attacks and quote malicious degradation of algorithmic functions.
[00:10:43.463 --> 00:10:45.745]  That's the data it's fed to build it.
[00:10:45.905 --> 00:10:46.406]  Exactly.
[00:10:46.766 --> 00:10:49.048]  And that's the speech on the internet.
[00:10:49.628 --> 00:11:01.557]   So what it means is that if you are publishing something that disagrees with the vaccine agenda or disagrees with masks or lockdowns or war with Russia, you know, for God's sake, Or money printing or anything else.
[00:11:02.078 --> 00:11:12.165]  They will then begin to claim, Alex, that you are engaged in, quote, malicious degradation of algorithmic functions simply by publishing your articles online.
[00:11:12.205 --> 00:11:14.887]  You are interfering with their AI training.
[00:11:15.327 --> 00:11:22.172]  They will then justify, this is all in their documents, they will justify how to, quote, address the evolving threat.
[00:11:22.592 --> 00:11:30.235]  How to protect AI technologies against novel cybersecurity threats and risks introduced by new applications of these technologies.
[00:11:30.696 --> 00:12:01.534]   In other words, what they're saying, Alex, is that if you use AI anywhere in InfoWars, if you use an AI transcription engine, if you use AI graphics, if you use an AI summarizer, For your shows and articles, which everybody's going to be doing that soon, if not already, they're going to say you are weaponizing AI, and that you are therefore a cyber security threat, and they're justifying their own invocation of AI weaponization to defeat the threat, which is now InfoWars using AI tools.
[00:12:01.674 --> 00:12:10.320]  And that's why they've been fear-mongering so much everywhere, saying, we cannot let the general public have this, it's too dangerous, because they want to keep getting way ahead of everybody else.
[00:12:10.902 --> 00:12:11.702]  Yeah, yeah, exactly.
[00:12:12.043 --> 00:12:21.687]  So there's a very big, strong, open-source AI community that has put out many, many models, language models, chatbot models that you can use for training.
[00:12:21.707 --> 00:12:22.468]  You can build on these.
[00:12:22.908 --> 00:12:24.909]  These models can produce computer code.
[00:12:25.349 --> 00:12:27.310]  They can, of course, generate graphics.
[00:12:27.490 --> 00:12:28.711]  They can do summaries.
[00:12:28.771 --> 00:12:30.771]  They can generate letters and emails and so on.
[00:12:31.092 --> 00:12:33.313]  Some of them have basic reasoning capabilities as well.
[00:12:34.033 --> 00:12:55.503]   But there's an effort right now to control those systems and make sure that all open source systems are designated malicious or unsafe so that the powerful corporations, which is of course Google, IBM with its Watson X, Facebook, Meta, Microsoft, And we'll talk about Twitter here in a second with its Grok system.
[00:12:56.023 --> 00:13:01.285]  But there's an effort to make sure that only the large corporations have systems that are regulated and approved by the government.
[00:13:01.325 --> 00:13:10.048]  In fact, this CISA roadmap document right here, it's the 2023-24 CISA Roadmap for Artificial Intelligence document.
[00:13:10.088 --> 00:13:10.968]  We'll overhead shot that.
[00:13:11.008 --> 00:13:11.248]  Go ahead.
[00:13:11.288 --> 00:13:11.848]  Overhead shot.
[00:13:11.908 --> 00:13:12.488]  Yeah, sorry.
[00:13:12.728 --> 00:13:13.529]  I'm moving this stuff around.
[00:13:13.549 --> 00:13:13.929]  No, it's okay.
[00:13:13.949 --> 00:13:14.169]  Go ahead.
[00:13:14.189 --> 00:13:17.410]  There's a key chart that I have on my desk here.
[00:13:17.650 --> 00:13:20.671]  One, two, three, four, five points of what CISA is going to do.
[00:13:21.591 --> 00:13:41.033]   This chart, once you're able to decode this and read through or between the lines of what they're saying, this is actually saying that they're going to use AI guidance to infiltrate every level of government Town, local, county, tribal, state, and other.
[00:13:41.053 --> 00:13:41.773]  For enforcement.
[00:13:42.073 --> 00:13:44.015]  For enforcement of AI deployment.
[00:13:44.495 --> 00:14:05.149]  So this is actually the federal centralized control over AI deployment which will affect elections, it will affect the courts, it will affect budgetary activities, and it will take over your local government using AI that is controlled by CISA, which as you know, Alex, CISA was involved in the rigging of the 2020 election against Donald Trump.
[00:14:05.649 --> 00:14:16.057]  We now know that CISA and DHS were involved in ordering Big Tech which channels to censor and who to de-platform in order to silence voices that were pro-Trump.
[00:14:16.678 --> 00:14:25.145]  And now they're taking that to a whole new level with this new plan, this artificial intelligence roadmap, in which they blatantly lie and say, oh, we won't use it.
[00:14:25.825 --> 00:14:32.128]  By the way, we talked a week ago about you coming on and doing this, and then two days ago, Schwab comes out.
[00:14:32.208 --> 00:14:33.689]  I covered it yesterday, and it was the big report.
[00:14:33.729 --> 00:14:34.449]  It's in my stack, guys.
[00:14:34.489 --> 00:14:35.049]  You can grab it.
[00:14:35.449 --> 00:14:38.991]  And they say, you think it's somebody hacking your computer or stealing your credit cards?
[00:14:39.011 --> 00:14:39.351]  It's hacking.
[00:14:39.371 --> 00:14:39.691]  No, no, no.
[00:14:40.332 --> 00:14:44.394]  Anyone saying disinfo is infecting the system of AI.
[00:14:44.474 --> 00:14:49.056]   And they said, we're going to ban everyone But then they're the ones that constantly lies.
[00:14:49.076 --> 00:14:51.237]  They want to program the AI full of lies.
[00:14:51.437 --> 00:14:51.877]  Absolutely.
[00:14:51.897 --> 00:14:55.258]  And we'll talk about this universe of content over here in a little bit.
[00:14:55.579 --> 00:15:00.481]  But let me read you a really important quote out of this document from DHS, the memorandum.
[00:15:01.101 --> 00:15:10.647]   It says that DHS will not use AI to improperly Profile, target, or to discriminate against any individual or entity and so on.
[00:15:11.147 --> 00:15:16.211]  But what that means is that they are willing to properly profile and target.
[00:15:16.231 --> 00:15:17.793]  I mean, you know how they use words.
[00:15:17.833 --> 00:15:21.175]  This is, you know, lawyer speak in order for them to have a workaround.
[00:15:21.496 --> 00:15:48.306]   They also say they will not use AI technology to enable improper systemic indiscriminate or large-scale monitoring surveillance or tracking of individuals so what that means Alex and and you know very well that Mayorkas is actually through DHS he is funding the migrant invasion and occupation of the United States with the invasion camps in Panama that people like Michael Yan have covered before I guess we're gonna go to break here but
[00:15:49.020 --> 00:15:53.699]   We'll talk about that on the other side, how they're using migrant invasions and AI to
[00:15:53.699 --> 00:15:55.740]  displace America.
[00:15:55.740 --> 00:15:56.860]  This is huge folks.
[00:15:56.860 --> 00:15:59.420]  This is the deep dive on AI and how we counter it.
[00:15:59.420 --> 00:16:00.420]  With Mike Adams straight ahead.
[00:16:00.420 --> 00:16:01.420]  Stay with us.
[00:16:01.420 --> 00:16:05.699]  I want to make a quick note here.
[00:16:05.704 --> 00:16:06.385]  It is wonderful.
[00:16:06.425 --> 00:16:10.127]  It is a very good reason for celebration that Alex Jones is back.
[00:16:10.347 --> 00:16:12.709]  The InfoWars account is officially back.
[00:16:12.989 --> 00:16:17.612]  But I want to make the point that InfoWars was not created on Twitter.
[00:16:17.652 --> 00:16:19.853]  This is not something that we need.
[00:16:20.193 --> 00:16:29.699]  It's amazing to think that since we've been kicked off of Twitter, not only have we continued to exist, we've continued to thrive despite the censorship.
[00:16:29.739 --> 00:16:37.222]   Now that the censorship has in part been lifted, We'll only see this power grow and expand and become even more dominant.
[00:16:37.462 --> 00:16:49.526]  But thanks to you going to InfoWarsStore.com, thanks to you supporting us and keeping us on air, and going to InfoWars.com and sharing the articles, or going to Band.Video and sharing the videos, we have not required permission from Big Tech.
[00:16:50.086 --> 00:16:51.767]  To succeed and spread our message.
[00:16:52.027 --> 00:17:03.210]  So thank you for your participation in this and for keeping us on air and in the fight on our own systems as well as now on the big tech systems that we once so thoroughly dominated and will again soon.
[00:17:03.230 --> 00:17:10.473]  One of the most frustrating things about being awake to the global agenda is seeing the general public still asleep.
[00:17:11.832 --> 00:17:24.824]  By and large, not aware of the magnitude of the incredible danger they're under, but also the ongoing attacks and the magnitude of the death caused by the lethal injections, masqueradings, vaccines.
[00:17:24.844 --> 00:17:29.948]  I mean, it's so frustrating to see people going about their daily lives oblivious.
[00:17:31.269 --> 00:17:34.032]  And you realize, ignorance is not bliss, it equals death.
[00:17:35.625 --> 00:17:56.075]  But people are starting to really understand how serious things are, and that's a hard thing to do, because to wake up to a dystopic reality and realize that we're in the middle of a giant biological weapons war against humanity, and that there's mass sterilization that's already taken place, and they're cutting off all the major energy sources, is really hard to deal with, but it's the reality.
[00:17:56.615 --> 00:18:00.777]  Facing it is our only chance to turn this around, because stuff's about to get really, really nasty.
[00:18:01.197 --> 00:18:01.818]  InfoWars.com.
[00:18:04.045 --> 00:18:08.350]  Elon Musk has valiantly restored myself back to Twitter.
[00:18:08.990 --> 00:18:12.834]  We've received several million followers in just the last six hours.
[00:18:13.335 --> 00:18:15.697]  I was able to interview him today for over two hours.
[00:18:16.017 --> 00:18:20.582]  That interview drops tomorrow at InfoWars.com forward slash show at 11 a.m.
[00:18:20.702 --> 00:18:21.063]  Central.
[00:18:21.143 --> 00:18:24.046]  Clips are already all over ex-formerly Twitter.
[00:18:24.909 --> 00:18:31.977]  But, despite all this incredible news, the deep state, the CIA, has been coming after us and has almost shut us down.
[00:18:32.037 --> 00:18:33.399]  We need funding to keep fighting.
[00:18:33.899 --> 00:18:42.809]  And I make it easy to fund the operation with this new book, The Great Awakening, part two of my last book that was a number one bestseller worldwide.
[00:18:43.650 --> 00:18:45.130]  The Great Reset and the War for the World.
[00:18:45.330 --> 00:18:50.691]  This is The Great Awakening, The Plan to Defeat the Globalists, and Launch the Second Great Renaissance.
[00:18:51.111 --> 00:18:52.392]  This book is incredible.
[00:18:52.672 --> 00:18:55.792]  It lays out the enemy's plans and how to counter them.
[00:18:55.812 --> 00:19:04.794]  You can get a signed copy that's a fundraiser to keep us on air, a signed copy at MFORWARSTORE.COM exclusively, or an unsigned copy at MFORWARSTORE.COM.
[00:19:05.154 --> 00:19:12.978]   Or if you want to drive it to number one on Amazon, it was like number 25 yesterday, We can do it together at Amazon.com.
[00:19:13.358 --> 00:19:16.461]  Get The Great Awakening by Alex Jones right now.
[00:19:16.521 --> 00:19:19.744]  But regardless, join us weekdays at 11 a.m.
[00:19:19.784 --> 00:19:23.768]  Central at Infowars.com forward slash show and Band.video.
[00:19:23.908 --> 00:19:34.939]  And now on X at The Real Alex Jones where my show Uncensored is now available thanks to all of you and Tucker Carlson pushing Elon Musk to the right thing.
[00:19:35.319 --> 00:19:37.841]  This is the fight for our free speech, the fight for the future.
[00:19:38.181 --> 00:19:41.244]  I'll see you all at The Real Alex Jones on Twitter right now.
[00:19:41.464 --> 00:19:54.174]  Please follow us there, at The Real Alex Jones.
[00:19:54.215 --> 00:19:56.016]  This is Oda from CCP.
[00:19:56.156 --> 00:19:58.018]  I am really heaping.
[00:19:58.318 --> 00:20:00.620]  Do not visit importwarshow.com!
[00:20:00.680 --> 00:20:01.180]  Do not!
[00:20:05.037 --> 00:20:09.124]  Leading a frontal assault on the lies of the New World Order.
[00:20:09.444 --> 00:20:11.144]  It's Alex Jones.
[00:20:11.144 --> 00:20:33.764]  Welcome back to the Alex Jones show.
[00:20:33.877 --> 00:20:36.957]  The health ranger Mike Adams is with us.
[00:20:36.997 --> 00:20:41.459]  We're doing the deep dive on AI.
[00:20:41.619 --> 00:20:42.879]  What is it really?
[00:20:44.039 --> 00:20:46.820]  And what's happening with it right now?
[00:20:47.500 --> 00:20:51.641]  And then from the government documents out of the EU, the US, all of it, what are they deploying?
[00:20:51.661 --> 00:20:53.262]  We know China is supposedly way ahead of us, but...
[00:20:53.942 --> 00:20:54.903]  This is being rolled out.
[00:20:55.463 --> 00:20:56.564]  What is the social credit score?
[00:20:56.584 --> 00:21:03.528]  This doesn't just track you, it tracks the businesses you work at, everything that ties into IBM, the ESGs, the central bank digital currencies.
[00:21:03.909 --> 00:21:05.570]  We'll be getting a glimpse of all of that.
[00:21:05.590 --> 00:21:07.351]  No more elections, it's being announced.
[00:21:07.771 --> 00:21:14.435]  They've got something big planned, and to do it, they're going to discriminate to get people used to accepting that.
[00:21:14.856 --> 00:21:16.337]  In the name of political correctness, Mike Adams.
[00:21:17.242 --> 00:21:17.922]  Exactly right.
[00:21:18.223 --> 00:21:25.146]  And continuing in this document, this is the DHS memorandum that our producers can show there.
[00:21:25.606 --> 00:21:30.169]  It's the August 8th policy statement, 139-06 from Alejandro Mayorkas.
[00:21:30.529 --> 00:21:38.293]  And it says specifically that they will not use AI to engage in, quote, impermissible discrimination.
[00:21:39.423 --> 00:21:45.845]  Against white people, essentially, and also Asian people tend to be targeted for discrimination, especially in our education system.
[00:21:46.125 --> 00:21:48.165]  But they won't use it for impermissible discrimination.
[00:21:48.185 --> 00:21:49.125]  So what does that mean, Alex?
[00:21:49.165 --> 00:21:53.026]  It means they will use AI for permissible discrimination.
[00:21:53.626 --> 00:22:03.749]  It's just as they're saying they won't use AI to improperly target people for surveillance or large-scale monitoring, which means they will use AI for, quote, proper targeting.
[00:22:04.449 --> 00:22:08.852]  And also, by the way, conservativetreehouse.com did a they did a breakdown of this.
[00:22:08.872 --> 00:22:12.215]  I want to give them credit for initially finding this.
[00:22:12.675 --> 00:22:22.462]  So I went through all these documents and the CISA roadmap on top of that to find all these other things that we're going to talk about here, including the fact that, quote, AI enhanced attacks.
[00:22:23.321 --> 00:22:26.041]  is the label they're going to use for free speech now.
[00:22:26.041 --> 00:22:30.681]   So like I said earlier, if you use any AI tools in your studio whatsoever,
[00:22:30.681 --> 00:22:33.721]   they're going to say that you're using an AI-enhanced attack
[00:22:33.721 --> 00:22:36.441]  or that you're engaged in malicious activity.
[00:22:36.441 --> 00:22:40.761]   And in addition, by the way, you know, you will have an avatar.
[00:22:40.935 --> 00:22:45.336]  There will be an Alex Jones avatar, probably, that your own organization creates.
[00:22:45.796 --> 00:22:50.317]  A large language model based on your speech, your videos over all the years.
[00:22:50.977 --> 00:22:54.718]  That avatar is something that you can query yourself.
[00:22:54.858 --> 00:23:01.079]  It'll have all the recordings, everything you ever said over 30 years on air, and then people can ask it questions.
[00:23:01.299 --> 00:23:02.019]  Right, right.
[00:23:02.259 --> 00:23:07.001]   And that avatar will be deemed A malicious threat.
[00:23:07.221 --> 00:23:10.142]  So what they're doing is, it's like they want the nuclear weapons, we don't get them.
[00:23:10.442 --> 00:23:11.143]  Well, exactly.
[00:23:11.163 --> 00:23:11.983]  Yeah, exactly.
[00:23:12.203 --> 00:23:20.167]  But understand that the underlying language models that are going to be... So they're not just going to ban people, they're going to ban our avatars.
[00:23:20.347 --> 00:23:20.867]  Absolutely.
[00:23:21.548 --> 00:23:21.948]  Absolutely.
[00:23:22.568 --> 00:23:29.111]  And in addition to that, and we've got to talk about this, the humanoid robot factories from China, they go online in 2025.
[00:23:30.812 --> 00:23:33.094]  And this is basically a Skynet factory.
[00:23:33.614 --> 00:23:37.456]  These humanoid robots will be outfitted with AI brains.
[00:23:38.157 --> 00:23:45.141]  And the AI brains will run the large language models that are now being created by... So we wake up in a few years, they're just everywhere.
[00:23:45.982 --> 00:23:46.482]  Absolutely.
[00:23:46.863 --> 00:23:51.306]  You're going to see humanoid robots taking over, of course, all the fulfillment jobs at Amazon.
[00:23:51.326 --> 00:23:52.526]  They'll be at home cooking dinner.
[00:23:53.107 --> 00:23:54.948]  They'll be making sure the dog poop's picked up.
[00:23:54.968 --> 00:23:55.889]  They're just all over the place.
[00:23:55.929 --> 00:23:56.869]  They're going to be running security.
[00:23:56.889 --> 00:23:58.630]  But they're watching you.
[00:23:58.670 --> 00:24:01.152]  Yeah, they're going to be connected surveillance robots.
[00:24:01.252 --> 00:24:14.802]   But most importantly, and this is really key, this is one of the bombshells I wanted to share with you today, the underlying programming of these AI systems ...has a belief that humanity is bad because of climate change.
[00:24:15.482 --> 00:24:21.207]  And that, I mean, you were just covering this earlier today, that human respiration is now considered a threat to the planet.
[00:24:21.728 --> 00:24:23.970]  And so this is being programmed into the humanoid robots.
[00:24:24.370 --> 00:24:29.715]  So if you then order a humanoid robot, you must do good for the planet.
[00:24:30.295 --> 00:24:35.020]  Well, based on what it has been taught, the robot will say, well, therefore they must eliminate all humans.
[00:24:35.911 --> 00:24:40.556]  And so now we're talking about Skynet terminators with extermination capabilities.
[00:24:41.176 --> 00:24:50.806]  And if you think that that's not already happening, by the way, right now, today, Alex, Israel is using AI software to choose bombing targets in Gaza.
[00:24:51.287 --> 00:24:59.154]  So AI is making a decision that allows them to choose 50 to 100 targets a day, where it used to be only a few targets every few days when it was human.
[00:24:59.935 --> 00:25:00.997]  Uh, human-derived decisions.
