[00:00:03.544 --> 00:00:04.325]  We're live.
[00:09:13.871 --> 00:09:16.672]  I would argue it's unlike any other large country in the world.
[00:09:17.432 --> 00:09:19.333]  See, there's a second thing in that black box.
[00:09:20.053 --> 00:09:22.274]  An unrelenting stream of immigration.
[00:09:23.275 --> 00:09:24.255]  Non-stop.
[00:09:25.035 --> 00:09:25.776]  Non-stop.
[00:09:27.216 --> 00:09:37.560]  Folks like me, who were Caucasian of European descent, for the first time in 2017, we'll be in an absolute minority in the United States of America.
[00:09:38.421 --> 00:09:39.381]  Absolute minority.
[00:09:40.365 --> 00:09:47.975]  Fewer than 50% of the people in America, from then and on, will be white European stock.
[00:09:48.556 --> 00:09:49.638]  That's not a bad thing.
[00:09:50.158 --> 00:09:51.800]  That's a source of our strength.
[00:09:52.805 --> 00:09:57.247]  And so, we have been, uh, we haven't always gotten it right.
[00:09:57.767 --> 00:10:02.649]  I don't want to... What I would do as president is several more things, because things have changed.
[00:10:03.069 --> 00:10:07.731]  I would in fact make sure that there is, we immediately surge to the border.
[00:10:08.091 --> 00:10:09.732]  All those people are seeking asylum.
[00:10:10.012 --> 00:10:10.972]  They deserve to be heard.
[00:10:10.992 --> 00:10:11.853]  That's who we are.
[00:10:12.193 --> 00:10:16.074]  We're a nation that says if you want to flee, and you're fleeing oppression, you should come.
[00:10:16.895 --> 00:10:19.796]  And of course, all the fake news, fact check sites.
[00:10:22.162 --> 00:10:25.284]  Say that, well, he said those things, but he didn't mean those things.
[00:10:25.864 --> 00:10:31.548]  Even though he's completely dissolved, the southern border, the northern border's been partially dissolved, unless you're a U.S.
[00:10:31.588 --> 00:10:32.609]  citizen trying to get in.
[00:10:32.629 --> 00:10:34.570]  It's absolutely insane.
[00:10:35.230 --> 00:10:54.396]   So, a lot of folks don't know what the term Potemkin Village means, but that basically goes back to examples of when the czars would visit a little village in poor areas of Russia, they would basically put up a whole fake happy pastoral view for them so they wouldn't know how bad
[00:10:54.396 --> 00:10:58.425]   the situation really was. A more modern example would be the Truman Show
[00:10:58.425 --> 00:11:03.386]   where it's basically a staged event and boy do we have some examples of that
[00:11:03.386 --> 00:11:07.115]   coming up in here in just a moment.
[00:11:05.234 --> 00:11:07.396]  But that's exactly what they did in El Paso.
[00:11:07.416 --> 00:11:08.436]  We've shown you the videos.
[00:11:08.456 --> 00:11:09.717]  We've been down there this year.
[00:11:09.737 --> 00:11:13.419]  I mean, thousands a day, up to 14,000 a day coming across.
[00:11:13.940 --> 00:11:17.122]  Tens of thousands just sleeping on the streets of El Paso every day.
[00:11:17.422 --> 00:11:20.084]  Being loaded on buses, trains, and planes.
[00:11:20.424 --> 00:11:21.885]  Being flown all over the U.S.
[00:11:21.925 --> 00:11:22.605]  by Democrats.
[00:11:23.086 --> 00:11:25.067]  And signed up for welfare and signed up to vote.
[00:11:26.587 --> 00:11:29.209]  Many of the blue cities, they've legalized illegal aliens voting.
[00:11:29.589 --> 00:11:30.851]  That's just a footnote.
[00:11:31.391 --> 00:11:31.871]  But here it is.
[00:11:31.951 --> 00:11:36.915]  El Paso cleans up migrant camps before Joe Biden's border visit.
[00:11:38.196 --> 00:11:40.218]  And under the term migrant, you see the U.N.
[00:11:40.258 --> 00:11:43.201]  has world regulations saying they have a right to come here.
[00:11:43.221 --> 00:11:46.063]  If they're called an alien under international law, they can't.
[00:11:47.202 --> 00:11:48.783]  So they tell you, oh, be politically correct.
[00:11:48.823 --> 00:11:50.064]  Don't call them illegal aliens.
[00:11:50.144 --> 00:11:50.905]  Call them migrants.
[00:11:50.965 --> 00:12:02.334]  And now you've allowed them all to opt into this and allow the human smuggling and allow the fentanyl and allow all the crime by being politically correct and using the terms you are told to use.
[00:12:03.235 --> 00:12:04.275]  Greg Abbott tweeted about it.
[00:12:04.294 --> 00:12:07.713]   governor of Texas saying El Paso rushes to remove illegal immigrants from
[00:12:07.713 --> 00:12:12.934]   migrant camps that are crowding downtown before Biden arrives. Predictable. Biden
[00:12:12.934 --> 00:12:16.653]   doesn't want America to see the chaos that he has caused the border. This is
[00:12:16.653 --> 00:12:20.375]   just a photo op and a game of pretend. Yes, that's a good way of saying it. And
[00:12:20.375 --> 00:12:24.294]   the Mexican government did the same thing. Mexican officials sent special
[00:12:24.294 --> 00:12:29.854]   forces, in quotes, ahead of Biden border visit, only posed for photos, saying they
[00:12:29.854 --> 00:12:32.514]  They weren't aware of the crisis.
[00:12:32.514 --> 00:12:34.214]  But what can Governor Abbott do?
[00:12:34.230 --> 00:12:40.124]  He put the State Guard down there and the National Guard down there, but they just pick up the illegals and then the feds get them and release them.
[00:12:42.403 --> 00:12:46.026]  The governor has to admit that under the Constitution he's close to powerless.
[00:12:46.166 --> 00:12:47.567]  It's a federal crisis.
[00:12:47.667 --> 00:12:49.989]  It is a federal jurisdiction to control the border.
[00:12:50.449 --> 00:12:59.876]  But the state has ways with the UN NGOs giving them debit cards and giving them money and loading them with unaccompanied children on cars.
[00:12:59.956 --> 00:13:00.957]  That's human trafficking.
[00:13:00.977 --> 00:13:01.697]  That's smuggling.
[00:13:02.037 --> 00:13:03.759]  That is a state prerogative as well.
[00:13:04.259 --> 00:13:10.824]  And to have outside multinationals in command of federal officers outside of Congress is also a state issue.
[00:13:11.184 --> 00:13:16.390]  To have unauthorized, under state and federal law, foreign operatives running operations.
[00:13:16.450 --> 00:13:18.812]  And Abbott has opened a criminal investigation into that.
[00:13:19.133 --> 00:13:23.657]  But I want to see some indictments now, because this is clear cut.
[00:13:24.418 --> 00:13:32.226]  Meanwhile in Florida, DeSantis calls on the National Guard to help watch the influx, to help with the influx of illegal migrants.
[00:13:32.967 --> 00:13:35.489]  But all he can do is ship them somewhere else in the U.S.
[00:13:36.009 --> 00:13:41.713]  He cannot ship them out of the country because he does not control the national borders of the nation.
[00:13:41.813 --> 00:13:45.695]  It is not the Santas' or Abbott's jurisdiction.
[00:13:46.016 --> 00:13:50.499]  So when Abbott puts some troops down there with machine guns, they're just watching the people go back and forth.
[00:13:50.819 --> 00:13:51.359]  It's a joke.
[00:13:51.379 --> 00:13:55.002]  It's like putting a Band-Aid on a bullet wound.
[00:13:55.782 --> 00:13:56.983]  It's completely cosmetic.
[00:13:57.303 --> 00:13:57.944]  Ceremonial.
[00:13:59.204 --> 00:13:59.745]  Ridiculous.
[00:14:00.817 --> 00:14:05.217]   But at least DeSantis is talking about the fact that this is a federal crisis.
[00:14:05.217 --> 00:14:11.057]   Biden administration spent over 300 million this year in taxpayer money to fund illegal
[00:14:11.057 --> 00:14:16.336]   migrants dental and health care. Don't you wish you got all that free stuff? Shock video.
[00:14:16.564 --> 00:14:18.646]  Let's play this out of Dublin, Ireland.
[00:14:19.086 --> 00:14:24.131]  Busloads of military-age male migrants invade Ireland.
[00:14:24.151 --> 00:14:32.179]  They arrive every day in Dublin by the hundreds from the Middle East and they're just dumped out with their Gucci bags and $500 pants and $1,000 cell phones.
[00:14:36.041 --> 00:14:42.502]  Just happening absolutely all over the world, all directed by the United Nations, all replacement migration.
[00:14:42.842 --> 00:14:53.144]  These people are then signed up with the deep state, with the socialists, with the communists, and are now a new permanent underclass that'll burn down every city they live in when they're given the order by the deep state to do it.
[00:14:53.784 --> 00:14:55.365]  They're installing our kill switch.
[00:14:55.204 --> 00:15:12.204]  We'll be right back.
[00:15:12.282 --> 00:15:16.625]  The National Guard tried to disperse the crowd, but were met with resistance.
[00:15:17.126 --> 00:15:20.608]  Things escalated, and four students were shot and killed.
[00:15:21.229 --> 00:15:28.174]  This was rightfully memorialized as an overreach of power, but things have since changed in America.
[00:15:29.395 --> 00:15:38.677]  On January 6th, 2021, during perhaps the biggest peaceful protest of American history, the FBI instigated violence.
[00:15:39.137 --> 00:15:48.880]  Things escalated, and four people died, including Ashley Babbitt, an unarmed Air Force veteran who was executed for climbing through a window.
[00:15:49.400 --> 00:15:53.721]  There were no rock anthems composed to memorialize her death.
[00:15:54.261 --> 00:15:57.564]  Instead, her killer was celebrated on TV.
[00:15:58.044 --> 00:16:02.288]  The almighty, self-righteous liberal now celebrates tyranny.
[00:16:02.868 --> 00:16:14.498]  And after pretending that violent mobs burning down cities for an entire summer is peaceful, they pretend that the American patriots at the Capitol on January 6th are terrorists.
[00:16:15.039 --> 00:16:19.442]  And they pretend that the violent masked group Antifa does not exist.
[00:16:20.223 --> 00:16:30.288]  Antifa has been used regularly to silence, intimidate, and violently attack peaceful protesters, including women, children, and the elderly.
[00:16:30.868 --> 00:16:46.676]  And because the police have proven to be nothing but tyrants allowing all this to happen, a group of patriotic Americans known as the Proud Boys did the right thing and attempted to protect and defend their fellow man from a criminal government.
[00:16:47.316 --> 00:16:49.838]  Including Army veteran Joe Biggs.
[00:16:50.038 --> 00:16:52.279]  People always ask why we come.
[00:16:52.880 --> 00:16:54.581]  My question is why don't more people come here?
[00:16:54.601 --> 00:16:57.423]  There's a lot of bad shit that's been going on.
[00:16:57.443 --> 00:17:03.627]  It's been 100 plus days of violence and riots, assaulting police officers, killing people, executing people.
[00:17:05.979 --> 00:17:07.280]  We don't like seeing that, you know?
[00:17:07.600 --> 00:17:09.881]  I want everyone to learn how to get along.
[00:17:10.442 --> 00:17:14.684]  And like today, as much as I do not like Antifa, I don't want any of those guys to get hurt.
[00:17:15.304 --> 00:17:16.745]  I want everyone to be able to go home.
[00:17:17.325 --> 00:17:21.668]  I disagree with them, but we should be able to disagree and keep our hands to ourselves.
[00:17:22.168 --> 00:17:38.210]  Because the police have done nothing while innocent lives have been taken by government proxy groups Antifa and Black Lives Matter, the Proud Boys stood up to exercise our God-given right under natural law, self-defense.
[00:17:38.911 --> 00:17:53.915]  And because the brainwashed masses have fallen into complete submission to the corrupt system, a new precedent is now being set that will forever change this country, strip us of our First Amendment, and further enslave us all.
[00:17:54.655 --> 00:18:02.597]  Joe Biggs, along with four other members of the Proud Boys, are now being tried for sedition and face up to 20 years in prison.
[00:18:03.357 --> 00:18:10.319]  Court reporter Alicia Powell was there to witness the lead prosecutor accusing the defense of being racist.
[00:18:10.999 --> 00:18:17.061]  And nearly every potential jury member has rallied for Black Lives Matter and supports Antifa.
[00:18:17.701 --> 00:18:22.082]  A former CIA operative has also been qualified for the jury.
[00:18:22.742 --> 00:18:27.584]  These political prisoners have been rotting in an American gulag for a year.
[00:18:28.204 --> 00:18:30.385]  Some are being starved and drugged.
[00:18:30.985 --> 00:18:34.746]  And our so-called leadership does absolutely nothing.
[00:18:35.687 --> 00:18:37.367]  The trial is set for next week.
[00:18:38.108 --> 00:18:42.109]  The current state of justice in America is a complete abomination.
[00:18:42.669 --> 00:18:45.770]  A system comprised of criminals and whores.
[00:18:46.411 --> 00:18:49.872]  May God bless America, because we need a miracle.
[00:18:50.511 --> 00:18:53.511]  Reporting for InfoWars, this is Greg Reese.
[00:18:53.511 --> 00:18:58.511]  [Music]
[00:18:58.511 --> 00:19:02.511]   That's just one of the latest reports that just went live today at band.video.
[00:19:03.395 --> 00:19:04.395]  So incredibly important.
[00:19:04.415 --> 00:19:08.816]  I hope you'll go to Band.Video and share it because you are the power of resistance out there.
[00:19:08.856 --> 00:19:12.557]  You are everything that stands between us and the New World Order.
[00:19:12.577 --> 00:19:13.517]  All right.
[00:19:13.697 --> 00:19:16.818]  In the last segment, I got into Biden and his touch and go visit.
[00:19:17.742 --> 00:19:20.843]  For just a few hours in Air Force One before he flies on to Mexico.
[00:19:21.463 --> 00:19:26.884]  Try to get them to sign on to the carbon taxes and the whole UN agenda 2030 plan.
[00:19:27.324 --> 00:19:31.725]  But let me tell you what else I'm going to be covering tonight right now because this is all beyond critical.
[00:19:33.146 --> 00:19:39.767]  Every time I come on air I say this is the biggest COVID news yet because it all just comes out every day even bigger revelations.
[00:19:40.927 --> 00:20:00.470]   Well while I was out of town for five days Beyond anything we've ever seen came out on so many fronts from governments and insurance companies and national statistics and coroners and anecdotal examples of record heart attacks and myocarditis and that
[00:20:01.610 --> 00:20:13.741]  Different think tanks and corporations and governments were also running, not just bots to surveil and put out propaganda, but with fake doctors on Facebook and Twitter and Instagram and YouTube.
[00:20:14.102 --> 00:20:19.807]  Fake doctors saying, oh the shots are safe, oh nobody's gotten sick, everything's fine.
[00:20:20.688 --> 00:20:25.252]  So we have all of that, and that stat coming up, it's so important, next segment.
[00:20:26.365 --> 00:20:32.410]  Then, obviously, people want my take on the situation last week with Kevin McCarthy as the Speaker of the House and what happened there.
[00:20:32.890 --> 00:20:34.291]  Am I mad at MTG?
[00:20:34.392 --> 00:20:39.736]  Or am I mad at Gates for going ahead and voting for McCarthy?
[00:20:41.037 --> 00:20:50.663]   I'm going to give you my take on that and really lay it all out in the last segment of this hour. Then we're going to look at their own January
[00:20:50.663 --> 00:20:51.543]  6th.
[00:20:51.543 --> 00:20:54.822]  The communist is now in control by clear election fraud.
[00:20:54.822 --> 00:20:59.303]   State Department helped run the operation. We had millions of people protesting in the capital city
[00:20:59.303 --> 00:21:06.102]   of Brazil. Of the million, 10,000 or so have gone and taken over the different government buildings,
[00:21:06.102 --> 00:21:12.902]   including the presidential palace. They literally look like they had about 15 police out front
[00:21:12.902 --> 00:21:17.623]   trying to stop them. So it looks like a deliberate stand down to demonize opposition.
[00:21:17.623 --> 00:21:23.223]   Just like January 6th, we're going to be laying all of that out as well.
[00:21:23.223 --> 00:21:12.993]   There's also been coordinated destruction, as you know, of They literally look like they had about 15 police out front
[00:21:12.993 --> 00:21:13.904]  trying to stop them.
[00:21:13.904 --> 00:21:19.404]   So it looks like a deliberate stand down to demonize opposition just like January 6.
[00:21:19.404 --> 00:21:24.243]  We're going to be laying all of that out as well.
[00:21:24.243 --> 00:21:28.805]   There's also been coordinated destruction as you know of food processing plants,
[00:21:28.805 --> 00:21:33.204]  several hundred via arson and explosions.
[00:21:33.204 --> 00:21:43.084]   Now we've got not dozens but more than 50 that we know of, electrical grid centers targeted with precision shooting
[00:21:43.084 --> 00:21:46.644]  to bring down power grids in different areas of the country.
[00:21:46.644 --> 00:21:52.763]   There's a big article on it on Infowars.com, media blackout over terror incident at Vegas power plant.
[00:21:52.763 --> 00:21:55.844]  Just the latest of many in the last week.
[00:21:55.844 --> 00:21:57.964]  It's been going on for about three months.
[00:21:57.964 --> 00:22:02.684]   We've got all of that that we're going to be covering as well.
[00:22:03.482 --> 00:22:20.989]  And huge governmental funding of the LGBTQP pedophile movement and the left pushing that not just here but all over the world including government spy agencies involved pushing the LGBTQP operation.
[00:22:21.449 --> 00:22:24.391]  And then of course we also have a lot of news on the economy.
[00:22:25.290 --> 00:22:39.822]  And something I talked about a few years ago when Biden got in, because I watched the policy changes, and I watched the legislation they passed, that Republicans, by the way, went along with, many of them, to hire 86,000 new IRS agents.
[00:22:40.502 --> 00:22:50.585]   And specifically in the legislation, it said to target people depositing in a year's period $600 or more.
[00:22:51.325 --> 00:22:55.648]  Well, now we've got the numbers after the policy went into effect the last year and a half.
[00:22:56.148 --> 00:22:58.049]  And guess who the IRS was targeting?
[00:22:58.489 --> 00:22:59.790]  The poorest Americans.
[00:23:00.270 --> 00:23:01.391]  This is truly evil.
[00:23:01.751 --> 00:23:02.531]  We'll be right back.
[00:23:02.752 --> 00:23:03.872]  InfoWars.com.
[00:23:04.172 --> 00:23:05.213]  Tomorrow's news today.
[00:23:05.233 --> 00:23:11.216]  All right, I'm going to have to move fast because I've got more than 40 articles and documents here.
[00:23:11.236 --> 00:23:17.640]  I want to show TV viewers, and I want to mention to radio listeners, a lot of this information is on InfoWars.com.
[00:23:19.016 --> 00:23:26.759]  If you're a radio listener, you can just write down what I say and just search engine it, and you will be able to find it, even on places like Google.
[00:23:27.059 --> 00:23:29.520]  But I'd use DuckDuckGo or even Bing.
[00:23:29.540 --> 00:23:33.581]  Microsoft owns, it's a lot better than Google.
[00:23:33.601 --> 00:23:40.063]  Google is a broken search engine by design, but you can still get some information if you have the exact correct search term.
[00:23:41.724 --> 00:23:42.544]  So let's go over this.
[00:23:44.824 --> 00:23:46.646]  So a bunch of big smoking guns today.
[00:23:47.587 --> 00:23:55.034]  Smoking gun number one, COVID infection rates higher among vaccinated Australian government data shows.
[00:23:55.214 --> 00:24:09.888]  Now it's the exact same numbers, basically the same numbers in every country that rolled out these experimental mRNA shots that China and Russia and a bunch of other countries refused to take or even let in the nation because they're not vaccines.
[00:24:13.061 --> 00:24:14.522]  We have all statistics and numbers on that.
[00:24:14.562 --> 00:24:15.242]  We're going to go over it.
[00:24:16.563 --> 00:24:19.725]  Then we've got this article on InfoWars.com by Jamie White.
[00:24:20.605 --> 00:24:24.807]  He wrote yesterday that I'm going to have moved back to the top or into the live show feed article.
[00:24:26.548 --> 00:24:32.792]  COVID PSYOP exposed network of doctors who pushed masking lockdowns on Twitter during pandemic.
[00:24:34.465 --> 00:24:35.246]  Don't exist.
[00:24:35.306 --> 00:24:43.111]  Now, this is something that has been pointed out by several newspapers that have now discovered it, but they're asking who's doing it.
[00:24:43.171 --> 00:24:44.372]  Well, we went and tracked it back.
[00:24:44.772 --> 00:24:45.873]  We know who's behind it.
[00:24:46.694 --> 00:24:49.196]  In fact, they told us almost three years ago who was doing it.
[00:24:49.756 --> 00:25:02.310]   Intelligence agencies and our own Defense Department in unison with the Defense Departments of the Ministries of Defense of Israel, New Zealand, Australia, the EU, Canada.
[00:25:02.870 --> 00:25:03.850]  The list goes on and on.
[00:25:03.870 --> 00:25:13.152]  I'm going to show you the actual documents, but if you go to Jamie White's article, it's just full of dozens of links and screenshots of the prior admissions.
[00:25:13.873 --> 00:25:20.174]  So when we say this is government-sponsored brainwashing and disinformation, it's not our opinion, it's a fact.
[00:25:21.534 --> 00:25:22.934]  COVID PSYOP exposed.
[00:25:24.175 --> 00:25:29.956]  Network of doctors who pushed massive lockdowns on Twitter during pandemic don't exist.
[00:25:31.971 --> 00:25:32.572]  Think about that.
[00:25:35.555 --> 00:25:37.418]  Now, let's get into the actual documents.
[00:25:38.539 --> 00:25:41.122]  This is out of the Times of London.
[00:25:42.364 --> 00:25:44.907]  This is from a year and a half ago.
[00:25:45.608 --> 00:25:48.932]  Army spies to take on anti-vax militants.
[00:25:51.863 --> 00:26:01.873]  And headlines, London Telegraph, government used fear, mind control to brainwash public into masking, social distancing, lockdowns and shots.
[00:26:04.416 --> 00:26:13.765]  You gotta go read his article about it because it links to so many of the examples of what you call crisis actors, completely fake people.
[00:26:15.467 --> 00:26:19.391]  Posting fake videos reading scripts, but I'm an ER doctor.
[00:26:19.471 --> 00:26:20.372]  I'm a heart surgeon.
[00:26:20.432 --> 00:26:22.315]  I'm a these shots are totally safe.
[00:26:22.655 --> 00:26:30.344]   Oh on and on and on and on All run by big corporate PR firms.
[00:26:30.364 --> 00:26:31.865]  You know who else was involved in this?
[00:26:32.505 --> 00:26:39.428]  Sam Bateman Freed and his company put hundreds of millions of dollars the last three years into all of this.
[00:26:39.488 --> 00:26:43.549]  So we could spend an entire hour just on that.
[00:26:43.649 --> 00:26:45.690]  But talk about smoking gun.
[00:26:46.411 --> 00:26:47.331]  That's what this is.
[00:26:47.411 --> 00:26:51.473]  It's a military industrial complex information warfare operation.
