[00:00:00.000 --> 00:00:13.000]  [MUSIC]
[00:05:01.443 --> 00:05:10.889]  Why do the Democrats think that they can just beat reality, pun not intended, they literally think they can trump reality with their media and people won't see 50,000 people at a Trump rally?
[00:05:11.482 --> 00:05:11.722]  Right.
[00:05:11.902 --> 00:05:15.605]  And that's the thing, are they polling any of these people that are at the Trump rally?
[00:05:15.665 --> 00:05:16.506]  I've never been polled.
[00:05:16.566 --> 00:05:18.147]  What areas are they polling?
[00:05:18.208 --> 00:05:22.631]  Are they polling just, you know, certain moms groups on Facebook?
[00:05:22.651 --> 00:05:25.513]  Like, where are they getting these poll numbers from is what I'm curious.
[00:05:25.553 --> 00:05:26.754]  No one's ever polled me.
[00:05:27.175 --> 00:05:28.256]  I've never even been asked.
[00:05:28.436 --> 00:05:30.357]  I've yet to meet anyone who's been polled.
[00:05:30.738 --> 00:05:30.918]  Right.
[00:05:31.258 --> 00:05:36.985]  I mean, I've never been even asked, hey, would you mind taking a quick minute to take this survey?
[00:05:37.645 --> 00:05:42.491]  Even nothing's popped up on my computer, so I don't know who is actually being polled.
[00:05:42.571 --> 00:05:52.221]  And of course, we see when they show you the amount of Democrats they polled versus Republicans, it's always skewed to heavy on the Democrats.
[00:05:52.802 --> 00:05:56.706]  Which is already disingenuous because there's probably more Republicans to begin with.
[00:05:56.746 --> 00:06:00.750]  So that means they're really distorting the field when they do that.
[00:06:01.530 --> 00:06:02.932]  And of course they've been doing that forever.
[00:06:02.972 --> 00:06:04.974]  This is how they get away with the fake news.
[00:06:05.694 --> 00:06:09.458]  I think that Americans, though, are realizing that the television news is fake.
[00:06:09.898 --> 00:06:11.139]  They're going with their own gut.
[00:06:11.159 --> 00:06:12.340]  They're going with their own eyes.
[00:06:13.447 --> 00:06:19.191]  And the Project Veritas release is huge, but that's the thing, they try to act like, oh, no, no, no, there's no such thing as Project Veritas.
[00:06:19.451 --> 00:06:21.472]  Project Veritas didn't expose CNN.
[00:06:21.492 --> 00:06:22.092]  Uh-uh.
[00:06:22.312 --> 00:06:27.876]  CNN producers didn't wish Trump would die quickly so that they could stop talking about him.
[00:06:27.896 --> 00:06:39.423]  You know, God forbid they cover things fairly and accurately and report the truth, you know, but they have to, they just like to not cover him at all, and so wishing him dead is, makes the most sense.
[00:06:39.763 --> 00:06:41.224]  Would be the most convenient for CNN.
[00:06:41.783 --> 00:06:48.319]  And I asked myself this the other day, is Trump the white knight, the dark knight, or the dark prince?
[00:06:49.616 --> 00:06:52.498]  Because if they kill Trump, he almost becomes the Dark Knight.
[00:06:53.259 --> 00:07:03.306]  Because they'll kill him, and then they'll kill his legacy, and they'll act like, oh, history will say Trump's a racist, treasonous, you know, whatever, corrupt politician.
[00:07:03.326 --> 00:07:07.709]  Of course, the real reality is he was the White Knight, but that's the Dark Knight.
[00:07:08.548 --> 00:07:14.328]   It's the white knight that dies in darkness and allows himself in death to expose the
[00:07:14.328 --> 00:07:15.328]  corrupt system.
[00:07:15.328 --> 00:07:17.528]  So if they do kill Trump, he'll be the dark knight.
[00:07:17.528 --> 00:07:20.848]   But the whole system that was against him, they can't get away with it.
[00:07:20.848 --> 00:07:23.848]  It's like, OK, they got away with murdering Epstein.
[00:07:23.848 --> 00:07:24.848]  Or can they?
[00:07:24.848 --> 00:07:25.848]  They got away with JFK.
[00:07:25.848 --> 00:07:27.848]  They got away with Epstein.
[00:07:27.848 --> 00:07:29.288]  Everyone just seems to have forgotten about it.
[00:07:29.321 --> 00:07:39.143]  This, like, number one man who was going to be able to take down massive pedophile ring with major elites gets murdered in prison.
[00:07:39.223 --> 00:07:43.265]  Oh, he hung himself because the guards just so happened to both fall asleep.
[00:07:43.525 --> 00:07:48.146]  I could try to hang myself with toilet paper for 10 years and never do it.
[00:07:49.526 --> 00:07:50.347]  Bring me some toilet paper.
[00:07:50.367 --> 00:07:51.307]  I'll try it right here on air.
[00:07:52.247 --> 00:07:53.729]  I'll try to Epstein myself on air.
[00:07:54.130 --> 00:07:57.094]  Yeah, it's, you know, it's just none of it makes sense.
[00:07:57.194 --> 00:08:01.420]  But even the media themselves, they're not, they did not report on it afterward.
[00:08:01.440 --> 00:08:02.902]  They were just like, nothing to see here, folks.
[00:08:02.942 --> 00:08:03.663]  Well, he's dead.
[00:08:03.723 --> 00:08:06.828]  I guess that takes all the horror right along with him.
[00:08:06.848 --> 00:08:08.090]  By the way.
[00:08:09.175 --> 00:08:12.098]  This has been almost totally non-reported and I let myself down.
[00:08:12.118 --> 00:08:12.499]  Oh!
[00:08:13.299 --> 00:08:15.982]  They actually want me to try to Epstein my... Here we go!
[00:08:16.002 --> 00:08:22.269]  A roll of... This is the old Deep State Toilet Pepper with Chaney on here and Bush.
[00:08:23.190 --> 00:08:23.991]  Who else do we have here?
[00:08:24.011 --> 00:08:26.333]  Oh wow.
[00:08:27.455 --> 00:08:30.376]  McCain, Obama, Biden.
[00:08:31.577 --> 00:08:35.619]  Yeah, you do want to wipe your butt with these toilet paper humans.
[00:08:35.879 --> 00:08:38.080]  So, I don't know, do you really want me to try to FC myself?
[00:08:38.460 --> 00:08:39.580]  Hey, but seriously?
[00:08:39.600 --> 00:08:42.542]  Okay, the crew's like, yeah, do it, you coward.
[00:08:42.922 --> 00:08:45.303]  They even brought me a second role because this one's probably going to fail.
[00:08:45.843 --> 00:08:49.285]  But seriously, guys, I actually let you guys down here.
[00:08:49.325 --> 00:08:51.466]  I forgot to report on this yesterday and again today.
[00:08:52.586 --> 00:09:01.844]   Right out of the Department of Justice, it's being reported, but They really are trying to send you a message here.
[00:09:01.924 --> 00:09:03.566]  I got hands like Ozzie Smith.
[00:09:04.286 --> 00:09:05.087]  Don't ever question.
[00:09:06.688 --> 00:09:07.529]  Major arrest, guys.
[00:09:07.549 --> 00:09:08.149]  Let's get serious.
[00:09:10.271 --> 00:09:15.215]  They just brought down the biggest dark web pedophile ring in world history.
[00:09:15.896 --> 00:09:17.317]  And nobody's even reporting on it.
[00:09:17.477 --> 00:09:18.478]  I didn't even report on it.
[00:09:18.598 --> 00:09:19.919]  I'm going to break the news right now.
[00:09:21.280 --> 00:09:22.061]  Guys, see if you can find it.
[00:09:22.801 --> 00:09:25.163]  They did a dark web investigation.
[00:09:25.303 --> 00:09:27.025]  There were a bunch of South Koreans involved.
[00:09:28.005 --> 00:09:36.787]   Literally, I think the number was hundreds of thousands of child pornography that was being shared on the dark web.
[00:09:38.008 --> 00:09:40.650]  And they shut this whole group down that was doing it.
[00:09:40.690 --> 00:09:41.911]  They arrested individuals.
[00:09:43.372 --> 00:09:44.893]  So yeah, there's one of the stories.
[00:09:44.933 --> 00:09:48.295]  Hundreds arrested in global dark web child pornography investigation.
[00:09:48.315 --> 00:09:48.495]  337 arrests.
[00:09:48.515 --> 00:09:49.275]  You had Operation Broken Heart.
[00:09:51.855 --> 00:09:56.255]   that got announced earlier this year where they had hundreds of arrests and children rescued.
[00:09:56.255 --> 00:10:01.774]   You had a big arrest and rescue in California, a big arrest and rescue in Florida. I mean,
[00:10:01.774 --> 00:10:07.615]   this is real stuff, Leanne, that you never see it in the news. It never even was happening prior to
[00:10:07.615 --> 00:10:12.575]   the Trump administration from what I'm aware of, but it goes completely ignored.
[00:10:12.790 --> 00:10:19.176]  You know, this is something you think all of America would be behind, stopping child... There's no such thing as child porn.
[00:10:19.196 --> 00:10:19.917]  It's child rape.
[00:10:21.119 --> 00:10:26.685]  So child rape videos on the internet, the Trump administration is actually shutting this down, gets no press.
[00:10:27.352 --> 00:10:33.616]  Right, that's something I always wondered, because the media loves, they love, you know, if it bleed, it leads.
[00:10:33.716 --> 00:10:36.958]  That's the saying in news, and so they love that type of scandal.
[00:10:37.018 --> 00:10:46.303]  And then it's also got a feel-good ending to it, because you're stopping a lot of this child harm.
[00:10:46.403 --> 00:10:50.065]  Okay, so we've got to cut Leanne McAdoo off here.
[00:10:50.105 --> 00:10:51.366]  Guys, do we have audio of this?
[00:10:52.467 --> 00:10:53.227]  What's going on on the scene?
[00:10:53.307 --> 00:10:55.829]  Alex Jones is at the scene right now, at the Trump rally.
[00:10:57.120 --> 00:11:02.241]  And there's a big Trump protest group, and I guess security is telling him he can't go through it.
[00:11:02.821 --> 00:11:06.842]  Or is he trying to get in the rally, and the Antifa group is keeping him from going in?
[00:11:07.562 --> 00:11:08.222]  Here's some audio.
[00:11:08.262 --> 00:11:09.423]  We may have to dump this, guys.
[00:11:09.463 --> 00:11:11.383]  Let's just go with it until we can't anymore.
[00:11:13.384 --> 00:11:14.464]  This is Will Johnson live.
[00:11:14.484 --> 00:11:15.044]  Let's go live.
[00:11:17.224 --> 00:11:18.845]  Wow, they love this man.
[00:11:21.385 --> 00:11:23.766]  Got his bullhorn ready to go.
[00:11:25.464 --> 00:11:27.926]  I will say the Antifa scum is light in the turnout.
[00:11:27.946 --> 00:11:30.127]  Trump 2020!
[00:11:30.167 --> 00:11:30.907]  Wake up!
[00:11:31.868 --> 00:11:34.389]  Wake up!
[00:11:34.590 --> 00:11:35.190]  So we're live.
[00:11:35.250 --> 00:11:36.110]  Alright, we gotta dump this.
[00:11:36.351 --> 00:11:37.771]  The Antifa just keeps cursing.
[00:11:38.012 --> 00:11:39.092]  They can't stop themselves.
[00:11:40.673 --> 00:11:43.715]  So we'll just keep the feed going here though.
[00:11:43.775 --> 00:11:51.640]  So Alex Jones is in Dallas at the Trump rally and immediately a group of Antifas just starts screaming and probably tried to spit on him and everything.
[00:11:52.264 --> 00:11:54.065]  Yeah, that's quite the bounty right there.
[00:11:54.085 --> 00:12:03.230]  Antifa can... Seriously though, have you... I mean, I feel bad for these guys because if they really want to be anti-fascist, it's like, I'm on board.
[00:12:03.731 --> 00:12:04.031]  You know?
[00:12:04.371 --> 00:12:06.332]  I'm anti-fascist, let's get behind that.
[00:12:06.372 --> 00:12:08.313]  They're not anti-fascist, they're anti-American.
[00:12:08.594 --> 00:12:08.834]  Right.
[00:12:08.954 --> 00:12:13.296]  Well, they're all showing up with, like, communist Chinese masks and things.
[00:12:13.457 --> 00:12:14.917]  It's just like, they don't even make sense.
[00:12:14.937 --> 00:12:17.239]  They don't even understand what their own mission is.
[00:12:18.851 --> 00:12:23.298]  Let's see if it looks like Alex is trying to get a microphone here or get on the bullhorn.
[00:12:25.642 --> 00:12:27.865]  He's being followed by a very large contingent.
[00:12:27.945 --> 00:12:42.765]   here let's go live now the police are on hold
[00:12:42.765 --> 00:12:54.765]   the police are on hold the police are on hold
[00:12:55.469 --> 00:12:57.911]  Nobody is going to assassinate Trump.
[00:12:58.751 --> 00:13:02.134]  Nobody is taking America's freedom.
[00:13:02.454 --> 00:13:04.336]  America is back!
[00:13:04.496 --> 00:13:06.057]  They're chanting, love Trump's hate.
[00:13:06.097 --> 00:13:08.419]  This is the most hateful group of people I've ever seen in my life.
[00:13:09.179 --> 00:13:10.881]  For the tyranny of the globalists.
[00:13:12.002 --> 00:13:13.403]  America is back!
[00:13:13.863 --> 00:13:14.964]  Are we okay here, guys?
[00:13:15.264 --> 00:13:16.264]  Okay, alright.
[00:13:16.264 --> 00:13:24.264]  [NOISE]
[00:13:24.264 --> 00:13:26.623]  So folks, you're watching live footage.
[00:13:26.657 --> 00:13:28.517]  We've got a crew out in Dallas.
[00:13:28.637 --> 00:13:29.638]  Alex is on the ground.
[00:13:30.138 --> 00:13:32.818]  Antifa literally foaming at the mouth as soon as they see him.
[00:13:33.158 --> 00:13:33.518]  I don't get it.
[00:13:33.538 --> 00:13:33.999]  That's what I'm saying.
[00:13:34.019 --> 00:13:35.979]  Like, Alex is anti-fascist, man.
[00:13:37.239 --> 00:13:40.160]  Like, we can disagree politically, but we're not fascists.
[00:13:41.155 --> 00:13:42.636]  But they don't understand what fascism is.
[00:13:42.956 --> 00:13:46.917]  If this was a fascist country, those cops would be stomping their heads into the concrete.
[00:13:47.157 --> 00:13:47.377]  Right.
[00:13:47.777 --> 00:13:50.238]  Well, this is what happens when you change the meaning of words.
[00:13:50.278 --> 00:13:53.799]  And you invert reality, so it's like, opposite.
[00:13:53.819 --> 00:13:55.180]  That's exactly what it is, Leigh-Anne.
[00:13:55.220 --> 00:13:56.600]  It's like what you guys were talking about yesterday.
[00:13:57.100 --> 00:14:06.764]  Now, masculinity means being feminine, and femininity means chopping off your hair, growing armpit hair, and having leg hair, and being masculine.
[00:14:06.784 --> 00:14:07.784]  That's femininity now.
[00:14:07.964 --> 00:14:10.545]  Yeah, that's... And if you don't do that, you're a bigot.
[00:14:11.291 --> 00:14:13.392]  Things are, it's truly the upside down.
[00:14:13.673 --> 00:14:16.034]  And then it makes you crazy if you don't go along with it.
[00:14:18.376 --> 00:14:22.839]  Alright, guys, I mean, seriously, this is, these protesters just can't stop cursing.
[00:14:24.120 --> 00:14:26.201]  I'm hearing nothing but F-bombs out of these people.
[00:14:26.382 --> 00:14:27.722]  Zero intellect at all.
[00:14:29.444 --> 00:14:54.613]   Now, the amazing thing about this, guys, the last time we did something like this at a Trump rally, and you can see Alex is already getting all the media attention, The last time we did something like this at a Trump rally was in Houston, and that was like when we were on our last legs of all the live broadcasting ability, because we were banned off Facebook, YouTube, and everything, and then we still had a couple accounts left on Twitter, at least I did.
[00:14:55.606 --> 00:14:59.207]  I had an InfoWarsArmy account, I had a War Room account, and I had a War Room Memes account.
[00:14:59.247 --> 00:15:03.268]  They banned the War Room account actually previously, but I had a War Room Memes and an InfoWarsArmy account.
[00:15:03.688 --> 00:15:09.230]  I went live in Houston and they banned both the accounts that day, me being live at the rally.
[00:15:09.310 --> 00:15:14.191]  So this is the content that they really want to censor the public from seeing.
[00:15:14.291 --> 00:15:22.794]  Trump with huge support, Alex Jones with huge support, and then just the rabid disgust that comes out of these Trump protesters.
[00:15:23.544 --> 00:15:30.285]  I mean, it's incredible to see how they can just completely turn the cameras around and not show you the huge crowds that are there.
[00:15:30.785 --> 00:15:34.566]  And just think that they can get away with it, that people aren't going to say, well, I was actually there.
[00:15:34.606 --> 00:15:36.106]  I have pictures of the event.
[00:15:36.566 --> 00:15:40.127]  The line is wrapped around the building for a mile.
[00:15:40.947 --> 00:15:47.648]  But they just blatantly lie to people and say Trump, you know, a majority of people polled now support his removal.
[00:15:47.708 --> 00:15:49.549]  And that's Fox News.
[00:15:50.849 --> 00:15:56.342]   And by the way, They do the same thing, and so many people end up being a part of the lie.
[00:15:56.642 --> 00:15:58.104]  It kind of becomes a red pill moment.
[00:15:58.684 --> 00:16:09.895]  Like the millions of people that went to Trump's inauguration, and I mean, I was there, Antifa, it's not even Antifa, it's just a bunch of losers, are blocking the entrance to get in.
[00:16:10.176 --> 00:16:14.200]  I couldn't even get in, it was literally a thousand, and they're all there for the Women's March.
[00:16:17.284 --> 00:16:18.483]  Alex live in Dallas.
[00:16:18.483 --> 00:16:22.284]  Americans are not bowing to the bully.
[00:16:22.284 --> 00:16:24.083]  America is back!
[00:16:24.083 --> 00:16:25.985]  America is back!
[00:16:25.985 --> 00:16:27.784]  America is back!
[00:16:27.784 --> 00:16:31.784]   He's in front of the American Airlines arena in Dallas, where Trump is about to give a speech.
[00:16:31.930 --> 00:16:35.891]  He got there quick.
[00:16:37.672 --> 00:16:40.353]  I'm surprised they were able to pull that off.
[00:16:40.552 --> 00:16:47.552]   America is back! America is back! America is back! America is back!
[00:16:47.552 --> 00:17:03.173]   infowares.com - infowares.com - infowares.com that the globalists tread, that pedophiles hate, infowares.com - infowares.com
[00:17:03.173 --> 00:17:08.731]  infowares.com - infowares.com - infowares.com - 0-8!
[00:17:09.059 --> 00:17:09.719]  Infowars.com!
[00:17:11.060 --> 00:17:11.460]  Infowars.com!
[00:17:13.100 --> 00:17:13.860]  Infowars.com!
[00:17:15.820 --> 00:17:16.401]  Infowars.com!
[00:17:18.201 --> 00:17:18.841]  Infowars.com!
[00:17:19.901 --> 00:17:20.181]  Infowars.com!
[00:17:21.061 --> 00:17:21.582]  Infowars.com!
[00:17:22.622 --> 00:17:23.302]  Infowars.com!
[00:17:24.762 --> 00:17:26.202]  Infowars.com!
[00:17:27.383 --> 00:17:28.103]  Infowars.com!
[00:17:29.243 --> 00:17:29.643]  Infowars.com!
[00:17:31.743 --> 00:17:32.124]  Infowars.com!
[00:17:32.144 --> 00:17:36.737]   Infow That's what he said at the BBC.
[00:17:37.138 --> 00:17:43.403]  Got the guy so riled up.
[00:17:43.704 --> 00:17:49.088]  Look at this guy in the background.
[00:17:49.889 --> 00:17:52.471]  This Trump hater following Alex with his sign.
[00:17:52.712 --> 00:17:53.793]  Trying to yell over him?
[00:17:53.913 --> 00:17:54.693]  Yeah.
[00:17:54.754 --> 00:17:56.976]  He's a Young Turks fan, you know it.
[00:17:57.376 --> 00:17:59.478]  Oh, that guy's got a bongo drum!
[00:18:02.680 --> 00:18:05.461]  They just gave up.
[00:18:06.222 --> 00:18:06.622]  I love it.
[00:18:06.642 --> 00:18:09.643]  You know, sometimes it's kind of like, it has like the community college feel.
[00:18:09.663 --> 00:18:13.605]  You know, the Trump protests, they get in the trees, they hit the hacky sack around, play the bongos.
[00:18:14.785 --> 00:18:17.046]  I remember that, walking around the college campus.
[00:18:17.166 --> 00:18:20.547]  You know, the hippies would hang out in the trees, play the bongos.
[00:18:21.588 --> 00:18:22.448]  That's kind of this crowd.
[00:18:22.888 --> 00:18:24.189]  Yeah, that's not bad, you know.
[00:18:24.549 --> 00:18:26.590]  No, you got to be one with the hacky sack.
[00:18:26.730 --> 00:18:26.890]  Yeah.
[00:18:29.259 --> 00:18:33.002]  It's nothing like what we were seeing, or was that Minneapolis?
[00:18:34.883 --> 00:18:35.123]  Oh!
[00:18:35.143 --> 00:18:36.984]  What's that guys?
[00:18:39.246 --> 00:18:40.407]  Oh, Tom Pappard is with us too.
[00:18:42.288 --> 00:18:44.470]  So we're just following Alex Jones live here.
[00:18:44.490 --> 00:18:47.231]  Not sure if he's going to make it in?
[00:18:47.892 --> 00:18:48.893]  I don't think he's going to make it in.
[00:18:48.933 --> 00:18:50.354]  I think it's already filled in there anyway.
[00:18:50.374 --> 00:18:55.737]  He might have room for one more so long as he doesn't bring his phone in.
[00:18:55.557 --> 00:18:58.557]   Yeah, they won't allow that bullhorn in there, that's for sure.
[00:18:58.557 --> 00:19:01.057]   They believe they'll openly talk about how they're going to kill Trump.
[00:19:01.057 --> 00:19:02.557]  They don't do no such thing.
[00:19:02.557 --> 00:19:04.557]  They're being rooted!
[00:19:04.557 --> 00:19:12.557]   Now this might be live on Will Johnson's Twitter, but again, the last days we were able to go live with Alex on Twitter
[00:19:12.557 --> 00:19:17.557]   were from the Houston Trump rally, and they shut down all of our accounts that we used to go live on after that.
[00:19:18.218 --> 00:19:26.261]  So they are, this is being broadcast live on Will Johnson's Twitter, Unite America First, and on his YouTube, Unite America First.
[00:19:27.657 --> 00:19:28.978]  They may just kick Alex off.
[00:19:28.998 --> 00:19:32.882]  They may just kick Will off because he's even daring to broadcast Alex right now.
[00:19:33.682 --> 00:19:35.964]  Even daring to film him.
[00:19:35.984 --> 00:19:37.065]  Tom Papert is with us.
[00:19:38.246 --> 00:19:38.747]  So Tom...
[00:19:40.279 --> 00:19:41.521]  Alex Jones is in Dallas.
[00:19:41.881 --> 00:19:54.076]  The bongo-playing, tree-hugging, hippie protesters are out there and they're really upset that Trump isn't dead yet and that Trump is more popular than ever.
[00:19:54.697 --> 00:19:59.023]  So, Tom, give us your analysis as we move closer to Trump going live.
[00:20:00.137 --> 00:20:02.779]  Well, it's a fascinating crowd outside, Owen.
[00:20:02.819 --> 00:20:16.226]  You were talking earlier that it looks like some of the crazies might not be in attendance tonight, but it really seems like they were waiting for Alex Jones to get there and then follow him around like flies on you-know-what.
[00:20:16.687 --> 00:20:20.329]  So it's fascinating to kind of see that happen, but of course you're used to it.
[00:20:20.369 --> 00:20:23.590]  You see the flies go to Alex Jones every single time he walks outside.
[00:20:25.031 --> 00:20:28.653]  I do think it's fascinating that this is happening in Dallas, Texas.
[00:20:28.693 --> 00:20:33.035]  And of course, we've talked about the symbology on Infowars and Bandai Video all day.
[00:20:33.395 --> 00:20:37.077]  Of course, it's not a great place for presidents, if you ask JFK.
[00:20:37.537 --> 00:20:41.399]  But I think President Trump has a loyal team of security.
[00:20:41.499 --> 00:20:42.819]  I'm cautiously optimistic.
[00:20:42.859 --> 00:20:46.721]  However, I'm very encouraged to see Alex on the ground there.
[00:20:46.801 --> 00:20:52.704]  Should anything terrible happen, we're going to have somebody we all can trust reporting live on scene.
[00:20:54.779 --> 00:21:03.166]  What do you make about how, I mean, because I feel like at this point, the protesters, the Trump protesters have just consciously accepted fake news.
[00:21:03.927 --> 00:21:09.532]  You know, like they know all the stuff that's being said about Trump, reported about Trump and supporters is fake, but they don't care.
[00:21:10.112 --> 00:21:11.934]  You know, they thrive off the hatred.
[00:21:12.735 --> 00:21:14.316]  They thrive off the faux drama.
[00:21:15.157 --> 00:21:16.238]  And so they kind of get off.
[00:21:16.278 --> 00:21:19.601]  It's kind of like, oh, here's like, here's my boogeyman, Alex Jones.
[00:21:19.881 --> 00:21:20.422]  Yeah.
[00:21:22.887 --> 00:21:24.609]  No, I think you're right about that, Owen.
[00:21:24.649 --> 00:21:25.630]  They need enemies.
[00:21:25.690 --> 00:21:30.194]  And the fact is, I mean, all of the actually evil people are on their side.
[00:21:30.234 --> 00:21:35.740]  You have Hillary Clinton, where even if you take all the stuff that we know, just throw all of that out the window.
[00:21:35.780 --> 00:21:40.284]  The horrible things she did with her husband for African Americans, throwing them in prison.
