[00:00:00.169 --> 00:00:00.710]  We've got it.
[00:09:51.705 --> 00:09:54.927]  But the mainstream media told you things were getting better and were going to get better.
[00:09:55.347 --> 00:09:59.651]  Just like they're saying if you raise the debt ceiling, things are going to get better.
[00:10:00.011 --> 00:10:03.013]  Well, if we don't raise the debt ceiling, it'll be a total catastrophe.
[00:10:03.534 --> 00:10:05.495]  And if we do raise it, it'll be a catastrophe.
[00:10:05.875 --> 00:10:07.477]  We've been maneuvered into this position.
[00:10:08.257 --> 00:10:20.380]  Now, we have a survivor of the Oslo bombing who was blown back and was only about 200 feet from the blast when it took place, joining us in about 23 minutes from now.
[00:10:20.760 --> 00:10:26.582]  And we have doctor of history and also economist Webster Tarpley, who's written a big report at Infowars.com.
[00:10:28.022 --> 00:10:29.582]  We called Tarpley to get his take on it.
[00:10:29.622 --> 00:10:31.703]  He said, well, see my report that's just been filed.
[00:10:32.123 --> 00:10:33.743]  It is a false flag attack.
[00:10:33.783 --> 00:10:35.724]  And he goes through the evidence
[00:10:36.484 --> 00:10:41.866]  Of this being a staged event and exactly how they provocateur these mentally ill types.
[00:10:42.426 --> 00:10:49.929]  We were reporting, of course, on Friday from the Norwegian newspapers that there were multiple shooters, as many as four.
[00:10:50.709 --> 00:10:55.270]  We were reporting that he is a Knights Templar, a high-level Mason.
[00:10:55.390 --> 00:10:56.251]  People laughed at us.
[00:10:56.291 --> 00:10:58.431]  That's now CNN Associated Press.
[00:10:59.472 --> 00:11:02.933]  This is a very serious globalist event.
[00:11:03.793 --> 00:11:07.815]  His close friends say that he'd been disappearing for a while, acting strangely.
[00:11:08.175 --> 00:11:09.996]  They believe, quote, he'd been brainwashed.
[00:11:10.796 --> 00:11:21.201]  Of course, it was declassified in 77 that the CIA can take any man, woman, or child and turn them into an absolute, complete, mind-control slave in less than a year.
[00:11:22.401 --> 00:11:28.062]  And there have been many cases of this being confirmed that this has been carried out.
[00:11:28.462 --> 00:11:34.664]  Both the shooter of Ronald Reagan and the shooter of John Lennon.
[00:11:35.684 --> 00:11:38.725]  On record, it came out, worked for the same U.S.
[00:11:38.745 --> 00:11:45.066]  government project at CIA mine control bases, one in the Middle East.
[00:11:45.706 --> 00:11:47.027]  Uh, one in Africa.
[00:11:47.047 --> 00:11:49.188]  I mean, you just can't make this stuff up.
[00:11:49.228 --> 00:12:04.218]  And, of course, the letter from Senator Strom Thurmond, uh, to the Republican leadership saying we've got to get rid of, we've got to take out John Lennon, uh, has now been, of course, brought into evidence and, uh, released four years ago and is in the film, uh, The People vs. John Lennon.
[00:12:05.058 --> 00:12:12.644]  And obviously the family has had their comments about the fact that that was a government operation, mind control program.
[00:12:12.684 --> 00:12:13.785]  I'm just going to leave it at that.
[00:12:13.805 --> 00:12:15.767]  Their record, their statements are on record.
[00:12:16.728 --> 00:12:20.471]  Now, like I've talked to him or anything.
[00:12:20.491 --> 00:12:21.292]  Okay.
[00:12:22.593 --> 00:12:23.854]  All right, my friends.
[00:12:27.256 --> 00:12:28.498]  Where to begin here?
[00:12:29.318 --> 00:12:30.039]  Where to begin?
[00:12:33.442 --> 00:12:48.081]  If you go to Thursday's show, why was I mentioning that we have the number one news article in the alternative media, the sixth or fifth most read in online mainstream and alternative news, period?
[00:12:48.922 --> 00:12:50.545]  Why am I raising that issue?
[00:12:52.489 --> 00:13:04.257]  Because I did a three-hour radio show that Thursday that streamed live on the web, aired on AM and FM affiliates, was archived at PrisonPlanet.tv and at the Alex Jones Channel on YouTube.
[00:13:05.578 --> 00:13:09.500]  And I interviewed several people in studio.
[00:13:09.540 --> 00:13:10.240]  It's on record.
[00:13:10.260 --> 00:13:11.161]  I was live.
[00:13:11.741 --> 00:13:20.485]  People are already there on my channel saying, well, I see this was uploaded on the night of Thursday.
[00:13:20.565 --> 00:13:21.626]  This must be fake.
[00:13:21.946 --> 00:13:24.527]  There's no way he could predict that this was going to happen.
[00:13:25.007 --> 00:13:26.328]  Well, I'm sorry for you.
[00:13:26.608 --> 00:13:33.552]  It's on record that I did that radio show Thursday and wore the dark jacket and the green shirt.
[00:13:34.532 --> 00:13:48.922]  and it's on record I had those guests in studio and it's on record as they were in studio as I went to my in studio guest one of them a national TV host forget his name what's that comedian's name Hal Sparks
[00:13:50.379 --> 00:14:00.264]  That as I went to them, I said, you watch, they're about to stage terror attacks in Europe and the United States and blame it on the right wing.
[00:14:00.884 --> 00:14:13.030]  The system is in the process of transferring the whole police state that's been built in the name of fighting the Arab, quote, Muslim, quote, menace that's been hyped up.
[00:14:14.230 --> 00:14:25.097]  That's going to be transferred over onto Christians, conservatives, Ron Ball supporters, returning veterans, gun owners, people that don't want banker bailouts, people that don't want open borders.
[00:14:25.937 --> 00:14:40.205]  And of the three-hour radio show, I spent more than two hours of the show, about two hours and fifteen minutes, in fact I made my guest sit here in studio while I finished, ranting and laying out that I could see
[00:14:41.653 --> 00:14:46.216]  The mainstream corporate media preparing people's minds for this.
[00:14:46.957 --> 00:15:03.489]  In the dramas, the cop shows, the sitcoms, the mainstream news articles, the homeland security videos, where they say, if you see a white person writing on a piece of paper, talking on a cell phone, wearing a hoodie, driving a white van, call the police.
[00:15:04.129 --> 00:15:05.791]  In the video, 10-minute video,
[00:15:06.940 --> 00:15:07.781]  That's in the article.
[00:15:07.842 --> 00:15:11.007]  DHS video characterizes white Americans as most likely terrorists.
[00:15:11.408 --> 00:15:12.750]  Fox News Daily Mail.
[00:15:14.400 --> 00:15:29.905]  Right Bart, they all covered our story, and they concurred, yes it clearly shows, you know, out of dozens and dozens of terrorists, all but two are white, and it's all minorities, black people, Asians, Hispanics, reporting on the white terrorist.
[00:15:29.945 --> 00:15:34.706]  And there's shots of blonde-haired women with blue eyes, with their eyes shining blue.
[00:15:35.306 --> 00:15:39.248]  It's all meant to brand that, hey, the new Al-Qaeda is the American people.
[00:15:41.769 --> 00:15:44.410]  There's two plus hours of video on my YouTube channel.
[00:15:44.890 --> 00:15:46.370]  The MP3 went out that day.
[00:15:46.410 --> 00:15:47.811]  It's time stamped on record.
[00:15:48.251 --> 00:15:52.072]  I said, prepare for imminent stage right wing attacks.
[00:15:52.632 --> 00:15:57.234]  I'm going to break down what this signifies on the other side and play a clip from Thursday's show.
[00:16:00.430 --> 00:16:05.794]  When you're out on the road, the last place you want to be is on the road.
[00:16:07.075 --> 00:16:11.839]  But if the unfortunate happens, you'll be glad you were wearing diamond gussets.
[00:16:12.219 --> 00:16:19.025]  There's a place down in Tennessee where they make blue diamond gusset jeans.
[00:16:20.946 --> 00:16:23.388]  They sew pride in every stitch.
[00:16:25.010 --> 00:16:27.372]  Guarantee you'll love the way they fit.
[00:16:29.298 --> 00:16:33.301]  They put a diamond gusset in the crotch where you need it most.
[00:16:34.022 --> 00:16:37.144]  Blue diamond gussets got it.
[00:16:37.865 --> 00:16:38.686]  Others don't.
[00:16:39.106 --> 00:16:40.987]  We turn jeans inside out.
[00:16:41.248 --> 00:16:42.749]  Diamond gusset jeans.
[00:16:43.029 --> 00:16:45.591]  Made in the USA with unparalleled quality.
[00:16:45.911 --> 00:16:52.156]  Our Defender motorcycle jeans combine gusset comfort with Kevlar protection so you can ride all day with confidence.
[00:16:52.537 --> 00:16:54.739]  Order yours at gusset.com.
[00:16:55.239 --> 00:16:57.281]  Diamond gusset jeans got it.
[00:16:57.621 --> 00:16:58.482]  Others don't.
[00:17:03.948 --> 00:17:04.869]  Tyranny is here.
[00:17:05.209 --> 00:17:08.692]  The grim future foretold in 1984 has become reality.
[00:17:09.133 --> 00:17:11.355]  It really says that the state is God.
[00:17:11.535 --> 00:17:16.820]  The United States is now recognized globally as one of the most oppressive police states on Earth.
[00:17:17.240 --> 00:17:23.466]  This film conclusively proves the existence of a secret network of FEMA camps, now being expanded nationwide.
[00:17:23.906 --> 00:17:29.450]  This documentary exposes how the continuity of government program has established an all-powerful shadow state.
[00:17:29.850 --> 00:17:33.553]  Police State 4 chronicles the sickening depth to which our republic has fallen.
[00:17:34.053 --> 00:17:38.076]  Prepare to enter the secretive world of emergency dictatorship.
[00:17:38.356 --> 00:17:43.860]  Body scanners, sound cannons, citizen spies, stage terror, and cameras on every street corner.
[00:17:44.300 --> 00:17:47.223]  It's only the beginning of the New World Order's hellish plan.
[00:17:47.863 --> 00:17:49.284]  The police state isn't coming.
[00:17:49.824 --> 00:17:50.265]  It's here.
[00:17:50.925 --> 00:17:57.756]  Secure your copy today at InfoWars.com or see it online in the highest quality at PrisonPlanet.tv
[00:17:59.861 --> 00:18:03.082]  Hi, this is Steve Shank and Babs Rosberg with eFoods Direct.
[00:18:03.342 --> 00:18:10.803]  Babs, you work a lot with shipping and things are going absolutely nuts with this new Independence Month Patriot Pack that eFoods is giving away.
[00:18:11.103 --> 00:18:15.124]  The way things are going, we're shipping thousands of these great little Patriot Packs out.
[00:18:15.284 --> 00:18:19.345]  Just an example, Sherry from Arkansas made a $1,300 order.
[00:18:19.465 --> 00:18:21.966]  We shipped her five free Patriot Packs, $750 more free food.
[00:18:24.306 --> 00:18:27.308]  Folks are really surprised at what we're actually giving away.
[00:18:27.328 --> 00:18:34.472]  Now folks, we've had 235 years of freedom in this country, so for every $235 worth of food ordered, we give away a $149 Patriot Pack free.
[00:18:34.492 --> 00:18:38.555]  To order the best food on the planet, call 800-409-5633 or go to efoodsdirect.com slash alex.
[00:18:47.739 --> 00:18:48.720]  A very wealthy U.S.
[00:18:48.740 --> 00:18:51.883]  citizen is predicting that in 2011, we will witness the most important day in America in more than 50 years.
[00:19:07.698 --> 00:19:09.979]  He says it will change everything about our lives.
[00:19:10.239 --> 00:19:15.420]  The way you shop, travel, invest, educate your children, and even how you take care of your health and your own family.
[00:19:15.620 --> 00:19:18.401]  Now, this man has made some outrageous predictions over the years.
[00:19:18.661 --> 00:19:20.781]  The crazy part is, he's usually right.
[00:19:20.981 --> 00:19:26.903]  You see, he predicted the collapse of GM, Fannie Mae, Freddie Mac, and America's biggest mall owner, General Growth Properties.
[00:19:27.223 --> 00:19:30.424]  In fact, Barron's called his work a dire prophecy.
[00:19:30.604 --> 00:19:36.105]  Recently, he created a video, which you can watch online for free, detailing his biggest and most important prediction yet.
[00:19:36.385 --> 00:19:37.706]  And it's a real eye-opener.
[00:19:38.027 --> 00:19:39.228]  I can't stress this enough.
[00:19:39.328 --> 00:19:41.871]  You should at least watch this free video online today.
[00:19:41.991 --> 00:19:46.055]  He explains everything you need to know, including simple steps you can take to protect yourself.
[00:19:46.235 --> 00:19:50.720]  You can find the video at www.endofamerica3.com.
[00:19:50.860 --> 00:19:53.303]  That's End of America, the number 3.com.
[00:19:53.443 --> 00:19:56.426]  Watch the free video at www.endofamerica3.com.
[00:19:56.446 --> 00:19:57.067]  That's endofamerica3.com.
[00:20:00.854 --> 00:20:07.756]  Coast to coast, direct from Austin, you're listening to the Alex Jones Broadcasting Network.
[00:20:08.036 --> 00:20:20.339]  Live from Austin, Texas, broadcasting worldwide, it's Alex Jones.
[00:20:25.473 --> 00:20:26.554]  All right, we're back live.
[00:20:26.594 --> 00:20:34.679]  Coming up the next segment, we will take you to Oslo, Norway to talk to a listener and survivor who was in the bombing, blown back by it.
[00:20:35.840 --> 00:20:39.823]  If he was 20 seconds earlier, he would have been hurt or killed.
[00:20:40.563 --> 00:20:45.547]  That gentleman will be joining us, Robert from Norway, coming up in the next segment.
[00:20:46.434 --> 00:20:47.195]  Now I want to be clear.
[00:20:47.996 --> 00:20:53.522]  I wish that this was not a false flag or inside job.
[00:20:53.602 --> 00:20:55.704]  I wish the evidence wasn't pointing that direction.
[00:20:56.664 --> 00:21:08.410]  It is a lot more scary to know that it's mega-corporations, government networks, intelligence agencies that are clearly involved in so many of these attacks.
[00:21:09.070 --> 00:21:21.777]  And because our government and other governments have been caught staging terror attacks before, we have to look at them as suspects and see, are there the standard signatures, the fingerprints, the earmarks?
[00:21:23.338 --> 00:21:24.979]  And unfortunately this has them all.
[00:21:25.639 --> 00:21:34.626]  There was a drill a day and a half before a few hundred yards away from the government buildings of multiple terrorist bombings.
[00:21:35.547 --> 00:21:43.152]  There were also the standard reports of other bombers and other shooters now being confirmed and reportedly one arrest has been made.
[00:21:43.272 --> 00:21:46.175]  Quote, Norwegian special forces arrest a second man.
[00:21:46.795 --> 00:21:47.916]  Just like Oklahoma City.
[00:21:48.296 --> 00:21:50.919]  There was John Doe number two caught on the surveillance tapes.
[00:21:51.459 --> 00:21:56.904]  The FBI has declared national security and never released any of those 27 tapes.
[00:21:57.404 --> 00:22:03.670]  Though an FBI agent told the LA Times he saw it and it showed McVeigh with other men including John Doe number two.
[00:22:03.730 --> 00:22:05.051]  Why aren't we supposed to talk about that?
[00:22:05.431 --> 00:22:10.316]  Well I've interviewed multiple people that worked in the Oklahoma City building like Jane Graham, the head of the HUD department.
[00:22:10.956 --> 00:22:15.018]  On the ninth floor, she saw Tim McVeigh and others planting large gray sticks of butter.
[00:22:15.038 --> 00:22:18.399]  She didn't know what they were, and thought that they were the telephone company.
[00:22:18.859 --> 00:22:28.343]  And she saw them there with, reportedly, who she later saw on the news, a member of German intelligence, Andrea Strassmayer, and some other U.S.
[00:22:28.363 --> 00:22:29.784]  government agents.
[00:22:30.344 --> 00:22:31.525]  And again, this is all on record.
[00:22:32.285 --> 00:22:33.786]  And the building was blown out, not in.
[00:22:33.826 --> 00:22:36.187]  I have the newscast of them removing the unexploded bombs.
[00:22:36.507 --> 00:22:38.008]  The governor saying, we found the bombs.
[00:22:38.388 --> 00:22:39.829]  The pillars in the back blown out.
[00:22:40.309 --> 00:22:44.491]  Further away from the Ryder truck than pillars that were right by the Ryder truck that weren't destroyed.
[00:22:44.831 --> 00:22:47.052]  Blast points, shape charge blast points.
[00:22:47.452 --> 00:22:50.794]  The head of Air Force Weapons Development, Benton Partin, ran out there.
[00:22:50.834 --> 00:22:52.635]  General Partin said this is an inside job.
[00:22:55.438 --> 00:22:59.759]  That was done when the American people were rising up and saying no to Bill Clinton.
[00:23:00.079 --> 00:23:01.300]  And he was about to lose the election.
[00:23:01.700 --> 00:23:10.883]  And so, boom, there was a bombing, his approval rating went up, and Bill Clinton told USA Today and others, after he was re-elected the next year, he said, I owe my re-election to Oklahoma City.
[00:23:11.303 --> 00:23:18.745]  In fact, I forgot, we gotta dig up the Michael Savage clip where he said, mark my words, the government's gonna stage terror attacks and blame right-wingers.
[00:23:18.845 --> 00:23:20.026]  I'm not the only one saying this.
[00:23:20.966 --> 00:23:29.808]  I could also pull up the clips of Obama advisers saying we need stage 9-11 or Oklahoma City to really get our agenda through.
[00:23:30.188 --> 00:23:38.210]  They got so clear with all this that even Glenn Beck six months ago came out and said they're preparing to stage attacks and blame people that aren't for a new world order.
[00:23:38.570 --> 00:23:44.812]  In fact, if I don't have time to play those today with all the guests coming up, I'll definitely play them on the Monday show, the weekday show, 11am to 2pm.
[00:23:46.853 --> 00:23:48.315]  I think we're going to dig those up.
[00:23:48.655 --> 00:23:49.716]  Let's dig up the Savage.
[00:23:50.057 --> 00:23:50.898]  I know it's in the computer.
[00:23:51.298 --> 00:23:55.103]  Savage talks about staged terror attacks, or Reichstag.
[00:23:55.143 --> 00:23:56.805]  Obama will stage Reichstag is the name of it.
[00:23:57.126 --> 00:23:59.849]  There's a bunch of them, but that's the really informative one.
[00:24:00.730 --> 00:24:04.795]  Now, we're going to go to break here in a little while, but I wanted to, before I get into all this,
[00:24:07.196 --> 00:24:19.574]  The multiple shooters, the drill, the police standing down for 90 minutes on the island, even though it turns out there was a police station a half mile away on the mainland, just right off the coast, a little retreat island.
[00:24:20.655 --> 00:24:21.236]  All of this.
[00:24:22.452 --> 00:24:23.913]  But that's not the issue.
[00:24:24.574 --> 00:24:33.161]  It's that I saw them hyping and the police training manuals being changed to, okay, we're not worried about Muslim terrorists anymore.
[00:24:33.542 --> 00:24:36.524]  The new terrorists are conservatives that don't want a new world order.
[00:24:36.785 --> 00:24:40.168]  And I heard it on Fox News today on the radio driving in.
[00:24:41.188 --> 00:24:42.650]  I heard local radio talking about it.
[00:24:42.730 --> 00:24:45.292]  I saw it on CNN this morning, and it's all over the news.
[00:24:45.752 --> 00:24:47.473]  No fly list for conservatives.
[00:24:48.074 --> 00:24:50.116]  Oh, have you given to a group against open borders?
[00:24:50.596 --> 00:24:52.057]  Oh, you may not be able to fly.
[00:24:52.097 --> 00:24:54.099]  You may be on the no-gun-buy list.
[00:24:54.499 --> 00:24:58.222]  Obama's talking about putting in place with an executive order outside of law.
[00:24:59.043 --> 00:25:08.110]  See, the whole apparatus behind the scenes has already been shifted onto people that don't want a new world order, people that want a constitution, a Bill of Rights.
[00:25:08.190 --> 00:25:08.991]  Same thing in Europe.
[00:25:09.949 --> 00:25:13.351]  And I told you it's going to be attacks in Europe first.
[00:25:14.151 --> 00:25:18.834]  I know how to call this stuff because the banks are imploding them right now and they want to politically divert folks.
[00:25:18.874 --> 00:25:21.615]  Now, this is a clip and there's over two hours of this.
[00:25:22.396 --> 00:25:26.418]  This is just one that listeners pulled and, you know, pointed out that I saw online where I predicted it.
[00:25:28.746 --> 00:25:31.309]  Infowars predicted Norway terror attacks day before.
[00:25:32.050 --> 00:25:42.300]  And if you actually go into the last few months of shows, I particularly said, and I hope listeners will go find it for us, I said they're going to start in Europe, move to England, and move to the U.S.
[00:25:42.561 --> 00:25:44.402]  because that's the scripting timeline.
[00:25:45.003 --> 00:25:52.565]  Now, we'll go to break and come back and finish the rest of this and go to our guest, but here I am laying out how this started in Nazi Germany.
[00:25:52.605 --> 00:25:56.526]  How they first targeted an unpopular group and then move it on to the general public.
[00:25:56.906 --> 00:26:06.009]  Here I am Thursday, less than 24 hours before this happened, saying they're going to rebrand terrorists from Muslims to conservatives.
[00:26:06.269 --> 00:26:06.789]  Here it is.
[00:26:07.449 --> 00:26:08.289]  What did Hitler do?
[00:26:08.749 --> 00:26:10.970]  First he goes after unpopular groups in Germany.
[00:26:11.050 --> 00:26:13.791]  Jews, gypsies, communists.
[00:26:14.531 --> 00:26:17.832]  And he takes their rights away in law, and people get behind it.
[00:26:17.892 --> 00:26:18.652]  Yeah, get them.
[00:26:19.492 --> 00:26:31.656]  Then he's swung it around against Christians, against Protestants, against Seventh-day Adventists, you name it, against his competition in business, even fellow Nazis.
[00:26:32.356 --> 00:26:35.417]  They would rob their companies and send them off to a death camp.
[00:26:37.677 --> 00:26:38.658]  This is what they did.
[00:26:38.678 --> 00:26:43.619]  A lot of the French that helped the Nazis take over France, they got turned against.
[00:26:45.333 --> 00:26:46.254]  A lot of the Vichy did.
[00:26:47.776 --> 00:26:48.797]  So that's how this works.
[00:26:48.817 --> 00:26:51.639]  You first set something up with an unpopular group.
