[00:00:22.199 --> 00:00:23.020]  Welcome, my friends.
[00:02:30.647 --> 00:02:41.213]  Now, thanks to listeners pointing it out, on the official federal government contract website, they have the National Responder Support Camp
[00:02:42.429 --> 00:03:06.419]  uh... that deals with uh... concertina wire uh... blockades you know jails the whole nine yards we have from back in may of this year where the federal government quietly went out put out the bid not to build more camps but to prepare on a seventy two-hour notice man the camps all over the united states
[00:03:07.079 --> 00:03:16.623]  And of course they're getting ready for rioting and passing laws to use the military domestically on citizens and have us disappear and torture us and censor the internet.
[00:03:16.903 --> 00:03:17.663]  It's all happening.
[00:03:18.223 --> 00:03:21.945]  Those of you that said that it wasn't happening, it's all happening.
[00:03:22.725 --> 00:03:38.429]  And so now we don't just have the overall umbrella contractor, Kellogg, Brown & Root of Halliburton, going and getting subcontractors to be paid around the clock to be standing by to fully deploy at the camps.
[00:03:38.769 --> 00:03:45.771]  But now we have the federal government from back in May when they went and originally went to get the general contract.
[00:03:46.641 --> 00:03:50.864]  So there it is, fedbizopps.gov.
[00:03:51.264 --> 00:04:15.782]  You can go there and you can look at HSFEHQ-10-R-0027, the Federal Emergency Management Agency, Homeland Security, the foreign banking receivership arm to destroy states' rights and national sovereignty, and you can read what they need, what they're asking for, the preparations that they are
[00:04:16.673 --> 00:04:25.703]  Gearing up for, and you can see the groups that filed for it, Critical Response Networks, LLC, Safety Temps, LTD,
[00:04:28.274 --> 00:04:46.406]  Women Group LLC, First Choice Financial Group LLC, and you see here who filed also, a for-profit organization, and you can see all the different contracts that they're requesting to carry out different functions at the camp, and some of these are for security and jail personnel.
[00:04:46.426 --> 00:04:51.570]  They've been hiring also internment specialists at a breakneck speed, both civilian and army.
[00:04:52.782 --> 00:04:53.583]  As well as Marine.
[00:04:54.083 --> 00:04:54.704]  And there it is.
[00:04:55.084 --> 00:04:56.746]  Kellogg Brown and Root Services.
[00:04:57.867 --> 00:05:00.189]  And it's Clinton Drive, Houston, Texas.
[00:05:00.209 --> 00:05:01.130]  Yeah, I've driven by that.
[00:05:02.031 --> 00:05:03.392]  So, there you have it.
[00:05:08.637 --> 00:05:09.498]  Oh, that's interesting.
[00:05:11.027 --> 00:05:15.131]  Lead singer of the Doors is running it, Jim Morrison.
[00:05:16.152 --> 00:05:18.274]  And the media, you can call that number.
[00:05:18.775 --> 00:05:20.617]  You can call Mr. Jim Morrison.
[00:05:21.618 --> 00:05:24.060]  You can email him.
[00:05:24.380 --> 00:05:25.922]  But no, no one will report on this.
[00:05:28.084 --> 00:05:29.765]  The emergency camp gear up is for.
[00:05:30.085 --> 00:05:31.826]  You know, we have the Emergency Centers Act.
[00:05:31.886 --> 00:05:33.587]  We have the Military Commissions Act.
[00:05:34.487 --> 00:05:36.709]  We have the Civilian Inmate Labor Camp Act.
[00:05:37.449 --> 00:05:47.554]  We have all these admissions that, yeah, for hurricanes, tornadoes, disasters, civil unrest, economic collapse, they admit that it's also for political reasons, just like with the Japanese.
[00:05:47.954 --> 00:05:54.078]  The head of the big national American-Japanese group has been on the show and gone public with their concerns about all this.
[00:05:54.838 --> 00:06:01.883]  But no quote mainstream media, that means big corporate New World Order owned liars, have touched this.
[00:06:02.744 --> 00:06:08.588]  And we need to have our listeners contact them, contact radio hosts across the country, and say, hey, do you think this is important?
[00:06:08.608 --> 00:06:11.330]  Do you think this is a issue?
[00:06:11.430 --> 00:06:14.533]  Because some people are living in denial about this.
[00:06:14.933 --> 00:06:22.078]  Kind of like there's denial going on with the NDAA that a month ago we began to report on.
[00:06:22.278 --> 00:06:22.839]  People said, look,
[00:06:23.610 --> 00:06:24.551]  It doesn't affect U.S.
[00:06:24.591 --> 00:06:26.392]  citizens because this subsection says so.
[00:06:26.932 --> 00:06:30.014]  It was written deceptively, as Congressman Paul and others have said.
[00:06:30.494 --> 00:06:34.056]  But then, in another section, it says, unless we say so.
[00:06:35.157 --> 00:06:49.245]  And then, about a week or two into that, about two weeks ago, the authors of it, Senator Carl Levin, Lindsey Graham, McCain, they all got asked about it, and they said, yeah, it's for citizens.
[00:06:49.965 --> 00:06:52.247]  We'll lock you up, you'll never be seen again.
[00:06:53.208 --> 00:06:57.810]  And then the President had his spokesman say, oh, he's against this.
[00:06:58.430 --> 00:07:04.352]  And then Eleven had to come out, we played the clip like four times, we'll play it again here in a minute, and say, no, the President asked us to do this.
[00:07:05.312 --> 00:07:05.592]  Okay?
[00:07:05.892 --> 00:07:11.754]  And then the President said he wasn't going to sign it, or his surrogates did, and now he's saying he's going to sign it any day now.
[00:07:12.695 --> 00:07:19.877]  Obama's U-turn on definite detention bill, a historic tragedy for the Bill of Rights, and that's gotten wide coverage.
[00:07:21.017 --> 00:07:21.758]  But I thought that
[00:07:23.143 --> 00:07:28.946]  I would go ahead and get into the NDAA secret torture provision.
[00:07:29.246 --> 00:07:31.927]  Now you've heard me mention that it's the end of Posse Comitatus.
[00:07:31.947 --> 00:07:33.388]  Troops can operate anywhere in the U.S.
[00:07:33.788 --> 00:07:34.549]  and worldwide.
[00:07:34.589 --> 00:07:37.610]  It's a declaration of war against everybody and just a blank check.
[00:07:38.851 --> 00:07:41.172]  And it transfers all that power directly to the President.
[00:07:41.312 --> 00:07:51.477]  So the Congress becomes more and more ceremonial or vestigial just like in the days of Rome as the Caesars took more power during that decline.
[00:07:53.615 --> 00:08:03.739]  And so we got together a whole bunch of clips of different senators that sponsored and supported the bill, talking about, I want you to be scared, I want Al Qaeda to be scared.
[00:08:04.260 --> 00:08:06.501]  But then you read what Al Qaeda is, it's any U.S.
[00:08:06.541 --> 00:08:06.941]  citizen.
[00:08:09.076 --> 00:08:14.979]  They also say in the bill that the military can offensively shut down any websites in the U.S.
[00:08:15.019 --> 00:08:24.764]  they want, preemptively, if they don't agree with the mission of the USA, which means the foreign banks that are destroying America and our Bill of Rights and Constitution.
[00:08:25.004 --> 00:08:33.308]  I mean, yes, there are so many facets to this that, again, I don't have words to describe to you how serious and how out of control all of this is.
[00:08:33.408 --> 00:08:34.908]  It is mind-boggling.
[00:08:35.168 --> 00:08:38.070]  And then because it's all a military operation of deception,
[00:08:38.610 --> 00:08:43.794]  Not our general military, but the big brain bugs on top that run it all.
[00:08:45.095 --> 00:09:02.047]  We have to contend with their psy-op of denying that any of this is in there, as the major military publications admit there is, as the military begins to deploy on our streets, as the TSA all over the country sets up checkpoints, until everybody's just acclimated to accept it.
[00:09:02.127 --> 00:09:05.730]  I mean, this is all beginning and unfolding and already launched right now.
[00:09:06.150 --> 00:09:07.111]  It isn't coming
[00:09:07.811 --> 00:09:08.191]  It's here.
[00:09:08.492 --> 00:09:18.658]  And this week they're trying to pass a bill to shut down any website they want via the FBI who just deploys the military to do it remotely or to physically go to your servers.
[00:09:18.738 --> 00:09:24.602]  I mean, this is trumping North Korea or Nazi Germany on paper when it comes to authoritarianism.
[00:09:25.082 --> 00:09:26.863]  Now, I've got a bunch of these clips we put together.
[00:09:26.903 --> 00:09:27.864]  Some of them we've never aired.
[00:09:28.244 --> 00:09:28.904]  Some we have.
[00:09:29.665 --> 00:09:32.466]  But I think the first clip we've got, because this is Teleprompter Free News,
[00:09:34.268 --> 00:09:44.874]  Is Lieberman, just a week ago, acting incredibly creepy on the floor, the day before they passed it, in the Senate, talking about scaring people.
[00:09:44.894 --> 00:09:46.675]  And of course, it's really for the American people.
[00:09:46.955 --> 00:09:48.636]  The Internal Terror Training Manuals.
[00:09:49.177 --> 00:09:53.539]  And we're going to do this tomorrow night, because I just thought of it watching this Lindsey Graham clip coming up too.
[00:09:54.861 --> 00:10:10.348]  We're going to have clips of our government on record working with Al Qaeda, using them in Serbia, using them against Russia, using them recently against Iran, and using them against Muammar Gaddafi, and the Al Qaeda flag flying, and the underwear bomber being gotten on a plane by the U.S.
[00:10:10.368 --> 00:10:10.688]  government.
[00:10:11.828 --> 00:10:13.289]  And all of these people
[00:10:14.801 --> 00:10:18.944]  Working for the criminals that run our nation as a pretext to menace the U.S.
[00:10:19.224 --> 00:10:20.085]  to give up our liberties.
[00:10:20.465 --> 00:10:20.905]  You got it?
[00:10:21.365 --> 00:10:28.530]  So when they say, if you're a citizen and you work with Al Qaeda, but you read the fine print, it's everybody, it's any crime, you're going to disappear and we're going to torture you.
[00:10:28.730 --> 00:10:29.511]  They actually say that.
[00:10:29.731 --> 00:10:32.693]  And we want to scare you, because we're old, creepy, sick men.
[00:10:33.033 --> 00:10:34.815]  Remember, these are guys that know full well
[00:10:35.555 --> 00:10:38.756]  That at their level of government, they run Al-Qaeda.
[00:10:39.516 --> 00:10:42.337]  I mean, so literally, they're talking about themselves here.
[00:10:42.737 --> 00:10:45.298]  These are tyrants and terrorists.
[00:10:45.558 --> 00:10:49.119]  These are Hitlers of our age, Stalins, Maos.
[00:10:49.419 --> 00:10:50.719]  These are Kim Jong-ils.
[00:10:51.080 --> 00:10:52.040]  You're looking at it.
[00:10:52.970 --> 00:11:01.435]  And it's a bunch of weak, chicken-necked old men who get off on deploying forces and murdering people worldwide, talking all creepily how they want to scare people.
[00:11:02.015 --> 00:11:09.219]  They take innocent 12- and 13-year-olds to Gitmo and torture them on record to create fake Al-Qaeda to go out and carry out bombings.
[00:11:09.559 --> 00:11:10.040]  That's come out.
[00:11:11.138 --> 00:11:17.226]  So remember, you are looking at slime bags that live to terrorize you and your family with a threat of terror.
[00:11:18.187 --> 00:11:28.040]  And by the way, later in the week I'm going to do a report showing you 500 plus killed a year by elephants, 300 killed by crocodiles, a dozen or so by large sharks,
[00:11:29.401 --> 00:11:32.143]  Hundreds and hundreds by water mongoose and rattlesnakes alone.
[00:11:32.543 --> 00:11:33.864]  Hundreds and hundreds by bees.
[00:11:34.425 --> 00:11:36.966]  And show you thousands killed by electrocution.
[00:11:37.026 --> 00:11:39.488]  Tens of thousands, you know, from water.
[00:11:40.969 --> 00:11:42.710]  And then terrorism way down there at the bottom.
[00:11:43.291 --> 00:11:45.833]  And when you watch them try to scare you, the terrorists are going to get you.
[00:11:46.013 --> 00:11:46.993]  So we got to use the army.
[00:11:47.194 --> 00:11:49.135]  We got to let Corzine take your bank accounts.
[00:11:49.435 --> 00:11:50.576]  We've got to raise your taxes.
[00:11:50.596 --> 00:11:53.418]  We've got to feel your wife's breast and grab your children's genitals.
[00:11:53.658 --> 00:11:54.478]  Because Al-Qaeda.
[00:11:54.638 --> 00:11:57.180]  And let me tell you, if you work with Al-Qaeda, you're going to disappear forever.
[00:11:57.380 --> 00:11:58.441]  And we want to scare you.
[00:11:58.761 --> 00:12:00.362]  And you want a lawyer as a citizen?
[00:12:00.462 --> 00:12:01.503]  No, you don't get one.
[00:12:02.063 --> 00:12:02.503]  You know what?
[00:12:02.923 --> 00:12:08.107]  If we could get these criminals out of government, bring out all the stuff that we already know, all of you will get a trial.
[00:12:08.467 --> 00:12:09.508]  And you'll all get a jury.
[00:12:09.528 --> 00:12:10.328]  Okay?
[00:12:10.528 --> 00:12:12.690]  Because we want the proof of what you are to come out.
[00:12:13.510 --> 00:12:14.651]  Before you were punished.
[00:12:14.711 --> 00:12:16.292]  I mean, folks, these are dangerous people.
[00:12:16.833 --> 00:12:18.414]  And so, it's personal for all of us.
[00:12:18.774 --> 00:12:24.498]  These are dangerous tyrants who Cass Sunstein at the White House admits they want to arrest, quote, conspiracy terrorists.
[00:12:24.719 --> 00:12:26.400]  That is, people that think and know they're liars.
[00:12:26.760 --> 00:12:27.941]  You know these crooks are liars?
[00:12:28.281 --> 00:12:29.322]  You're a conspiracy terrorist.
[00:12:29.782 --> 00:12:31.063]  You don't like Corazine taking your money?
[00:12:31.323 --> 00:12:32.604]  They said that's a conspiracy theory.
[00:12:32.805 --> 00:12:33.625]  The money's gone.
[00:12:33.945 --> 00:12:34.926]  He won't say where it went.
[00:12:35.186 --> 00:12:36.387]  He's been caught lying about it.
[00:12:36.647 --> 00:12:38.389]  And if you don't like it, you're a conspiracy terrorist.
[00:12:39.807 --> 00:12:42.490]  I mean, can I just walk up on the street and rob an old lady at gunpoint?
[00:12:42.690 --> 00:12:43.831]  And she goes, how dare you rob me?
[00:12:43.851 --> 00:12:45.933]  And I say, it's a conspiracy theory, honey.
[00:12:46.554 --> 00:12:47.254]  This didn't happen.
[00:12:47.595 --> 00:12:48.856]  She's like, oh, it's OK then.
[00:12:49.096 --> 00:12:50.437]  You called me a conspiracy theory.
[00:12:50.678 --> 00:12:53.340]  That's the mind games these dirtbags play with us.
[00:12:53.580 --> 00:12:54.541]  And I'm sick of it.
[00:12:54.722 --> 00:12:55.843]  I'm sick of their crap.
[00:12:57.022 --> 00:12:59.943]  They're tyrants right out in front, testing the perch.
[00:13:00.244 --> 00:13:04.166]  You know how a parrot will, before it steps onto something, it'll reach over and test to see if it's stable?
[00:13:04.426 --> 00:13:06.507]  They're like, hmm, are they going to let us rape them?
[00:13:06.527 --> 00:13:07.988]  Yeah, okay, we'll take more.
[00:13:08.168 --> 00:13:10.429]  Hell, we took all the military's death benefits.
[00:13:10.929 --> 00:13:12.450]  We're shipping drugs in and getting caught.
[00:13:13.230 --> 00:13:15.591]  We ship guns into Mexico and try to blame the Second Amendment?
[00:13:16.111 --> 00:13:17.292]  Hell, there's nothing they won't do!
[00:13:17.312 --> 00:13:21.233]  Let's just use the military and declare the Patriots terrorists and tell them it's Al-Qaeda!
[00:13:21.513 --> 00:13:22.634]  We're a bunch of old crooks!
[00:13:22.654 --> 00:13:24.575]  A bunch of old hunchback bastards!
[00:13:24.935 --> 00:13:25.655]  This is fun!
[00:13:25.875 --> 00:13:27.196]  Nobody will stand up against us!
[00:13:27.736 --> 00:13:31.297]  I mean, you're looking at our version of Hitler!
[00:13:31.337 --> 00:13:34.959]  You're looking at people that will literally destroy freedom!
[00:13:35.399 --> 00:13:40.141]  That the whole world is scared of, who've got nuclear weapons out of control and no one will call them on it!
[00:13:41.670 --> 00:13:42.691]  They hate my guts, too.
[00:13:42.731 --> 00:13:45.892]  I've had this from the highest level sources, including people that are inside Bilderberg.
[00:13:45.952 --> 00:13:46.853]  Ron Paul, they hate him.
[00:13:47.073 --> 00:13:48.094]  But they know they kill us.
[00:13:48.114 --> 00:13:49.054]  They only make us bigger.
[00:13:49.734 --> 00:13:53.437]  They know we're real men and not little pieces of crap like them.
[00:13:53.457 --> 00:14:01.441]  And I'm sorry to talk like this, but these people are absolute enemies of humanity and pose as the guardians of it when they run Al Qaeda.
[00:14:02.041 --> 00:14:04.723]  Those are the bosses of Al Qaeda I'm about to show you.
[00:14:04.943 --> 00:14:06.444]  There's the article, indefinite detention.
[00:14:06.724 --> 00:14:10.286]  Political Washington abolishes due process protections.
[00:14:12.156 --> 00:14:14.317]  Okay, let's just, let's go into the first clip.
[00:14:14.357 --> 00:14:27.102]  Here is the little coward Chicken Neck, just savoring that he's about to fully overturn the Bill of Rights and Constitution in 1776 and I want them to be scared.
[00:14:27.122 --> 00:14:28.723]  You mean the underwear bomber you get on the plane?
[00:14:29.203 --> 00:14:30.283]  I want them to be afraid.
[00:14:30.303 --> 00:14:32.104]  You mean the Al-Qaeda you gave control of Libya to?
[00:14:32.604 --> 00:14:34.205]  I want them, no, he's thinking about you.
[00:14:35.085 --> 00:14:37.966]  He's on record wanting to shut down our free speech in America.
[00:14:38.406 --> 00:14:39.487]  He's talking about you.
[00:14:40.854 --> 00:14:42.234]  Not Al Qaeda that works for him.
[00:14:42.254 --> 00:14:42.775]  Here it is.
[00:14:43.935 --> 00:14:58.720]  When a member of Al Qaeda or a similar associated terrorist group is captured, I want that person to be terrified about what's going to happen to them in American custody.
[00:14:58.740 --> 00:14:59.500]  I want them
[00:15:00.380 --> 00:15:02.502]  Uh, not to know what's gonna happen.
[00:15:02.522 --> 00:15:18.273]  I want that, that, that, that terror that they inflict on others to be felt by them as a result of the uncertainty of not knowing that they can look, uh, on the internet and find exactly, uh, what our interrogators are gonna be limited to.
[00:15:18.293 --> 00:15:23.977]  The law of the land is... Uh, you know, wannabe tough guy thug.
[00:15:24.057 --> 00:15:25.157]  It's just like Kim Jong-il.
[00:15:25.198 --> 00:15:28.380]  Just little sacks, little soft scumbag bullies.
[00:15:30.834 --> 00:15:32.675]  I mean, it's a family show, I'm not going to say it.
[00:15:39.439 --> 00:15:40.439]  Same thing with the Nazis.
[00:15:40.639 --> 00:15:42.860]  Their leadership was a bunch of effeminate trash as well.
[00:15:42.880 --> 00:15:44.681]  And the Communists, I just can't handle it.
[00:15:45.902 --> 00:15:47.423]  God, why do we let demons run everything?
[00:15:47.703 --> 00:15:49.704]  Why don't good people stand up against scum like this?
[00:15:50.044 --> 00:15:52.045]  America, these people just want to hurt goodness.
[00:15:54.062 --> 00:15:57.703]  I mean, sitting there, I want the terrorists to be scared.
[00:15:57.743 --> 00:15:59.044]  I want them to be terrorized.
[00:15:59.344 --> 00:16:01.364]  You become the terrorist, and they know that.
[00:16:01.624 --> 00:16:04.305]  They're selling you on how they're going to terrorize you.
[00:16:04.685 --> 00:16:06.086]  They're setting the precedence.
[00:16:06.106 --> 00:16:07.526]  Do you understand?
[00:16:08.006 --> 00:16:11.047]  They are at the highest level of the government, of the illegitimate government.
[00:16:13.068 --> 00:16:13.828]  They staged it.
[00:16:14.148 --> 00:16:15.589]  They know about Fast and Furious.
[00:16:16.229 --> 00:16:18.250]  They know about 9-11, Oklahoma City, all of it.
[00:16:18.270 --> 00:16:19.430]  These are dangerous people.
[00:16:22.099 --> 00:16:22.859]  Nobody's safe.
[00:16:22.999 --> 00:16:23.880]  We're the target.
[00:16:24.720 --> 00:16:28.002]  Okay, let's go to Lindsey Graham.
[00:16:28.182 --> 00:16:28.682]  Here he is.
[00:16:29.222 --> 00:16:47.550]  The law of the land is that if you choose to help Al-Qaeda, you've committed an act of war against your fellow citizens and you can be held as an enemy combatant for an indeterminate period of time so we can gather intelligence about what you may have done or about what you know about the enemy.
[00:16:48.954 --> 00:16:51.835]  And to those American citizens thinking about helping Al-Qaeda,
[00:17:17.375 --> 00:17:19.077]  Please know what will come your way.
[00:17:20.758 --> 00:17:21.079]  Death.
[00:17:23.481 --> 00:17:24.102]  Detention.
[00:17:25.803 --> 00:17:26.504]  Prosecution.
[00:17:28.626 --> 00:17:32.249]  And when they say, I want my lawyer, you tell them, shut up!
[00:17:32.550 --> 00:17:33.891]  Your time has expired.
[00:17:34.432 --> 00:17:38.736]  You're an enemy combatant, and we're going to talk to you about why you joined Al-Qaeda.
[00:17:40.020 --> 00:18:03.473]  If you're an American citizen helping Al-Qaeda, the only people they've gotten to actually think they're working with the imaginary CIA, Al-Qaeda, are always poor people who are mildly retarded, and literally they've only got about 85 IQs or lower, who they recruit out of the prisons that are the giant modern universities of corruption.
[00:18:04.494 --> 00:18:08.216]  And then they're always led by an FBI, even mainstream media admits it's all set-ups.
[00:18:09.266 --> 00:18:12.228]  And they go and they find some weak-minded person and they pay them all this money.
[00:18:12.709 --> 00:18:14.270]  Okay, we're going to deliver you the bomb now.
[00:18:14.310 --> 00:18:15.571]  Go put it under the Christmas tree.
[00:18:16.352 --> 00:18:21.156]  Remember last year, to scare everybody, so the government can dominate the news headlines.
[00:18:21.196 --> 00:18:24.439]  And that dirty Al-Qaeda, they even want to get our Christmas.
[00:18:25.039 --> 00:18:27.021]  And I'm not saying there aren't Muslim extremists.
[00:18:27.041 --> 00:18:27.821]  Let's get that straight.
[00:18:28.362 --> 00:18:33.526]  The point is, Al-Qaeda is as phony as a $3 bill.
[00:18:33.746 --> 00:18:34.287]  You got me?
[00:18:34.487 --> 00:18:35.448]  This isn't my opinion.
[00:18:37.418 --> 00:18:40.901]  It isn't my opinion that male walruses have tusks.
[00:18:41.502 --> 00:18:44.304]  It's not my opinion that the Easter Bunny isn't real.
[00:18:44.865 --> 00:18:47.587]  It's not my opinion... You understand?
[00:18:47.687 --> 00:18:49.609]  There's some things that are bull like the Easter Bunny.
[00:18:49.789 --> 00:18:50.870]  There's other things that are real.
[00:18:51.511 --> 00:18:55.595]  The government shipped tens of thousands of guns into Mexico and drugs back into the country.
[00:18:55.655 --> 00:18:56.396]  It's all come out.
[00:18:56.676 --> 00:18:57.677]  Buried in the newspaper.
[00:18:59.318 --> 00:19:03.002]  These are criminals, folks, and we all sit here like naive idiots.
[00:19:04.926 --> 00:19:14.998]  Well, these megalomaniacs on power trips trying to start World War III, and you've got this cowardly little creature about citizens want to see a lawyer, and he's like, you ask for a lawyer?
[00:19:15.579 --> 00:19:16.901]  I can't shut up!
[00:19:18.543 --> 00:19:23.269]  That's so they can silence any of us they want!
[00:19:26.536 --> 00:19:28.297]  The government runs Al Qaeda.
[00:19:28.818 --> 00:19:31.739]  The criminals in government stage these things.
[00:19:31.779 --> 00:19:32.860]  It's a fact, folks.
[00:19:33.601 --> 00:19:38.044]  Hundreds of pieces of evidence, incontrovertible, and they're all in the intelligence committees.
[00:19:38.104 --> 00:19:39.545]  They all know this crap.
[00:19:40.705 --> 00:19:41.546]  They all know!
[00:19:41.566 --> 00:19:44.628]  And they're trying to sell you on pure evil.
[00:19:44.648 --> 00:19:46.369]  Do you have any idea how much danger we're in?
[00:19:48.270 --> 00:19:49.211]  These people are so evil.
[00:19:51.977 --> 00:19:54.437]  Let's go ahead and go to Senator Carl Levin.
[00:19:54.457 --> 00:20:01.159]  I've played this one before because there's a bunch of these clips where it's on record, it does affect citizens, and Obama was for it.
[00:20:03.679 --> 00:20:09.020]  And I've had constitutional lawyers on, Bruce Fine, Ron Paul says it establishes martial law, he's in Congress.
[00:20:09.420 --> 00:20:15.181]  For those of you in denial, you need to understand, folks, this is really happening, okay?
[00:20:15.201 --> 00:20:16.321]  It was just like the Patriot Act.
[00:20:16.341 --> 00:20:17.482]  They said, oh, it doesn't affect citizens.
[00:20:17.822 --> 00:20:18.762]  Now it's admitted it does.
[00:20:18.782 --> 00:20:19.842]  People are like, well, of course it does.
[00:20:22.213 --> 00:20:23.133]  It's just the Al-Qaeda!
[00:20:23.173 --> 00:20:26.495]  Alright, let's go to the next clip.
[00:20:26.515 --> 00:20:26.835]  Here it is.
[00:20:27.296 --> 00:20:51.788]  I'm wondering whether the Senator is familiar with the fact that the language, the language which precluded the application of Section 1031 to American citizens was in the bill that we originally approved in the Armed Services Committee and the administration asked us to remove the language
[00:20:52.614 --> 00:20:53.794]  Which says that U.S.
[00:20:53.854 --> 00:20:58.256]  citizens and lawful residents would not be subject to this section.
[00:20:58.396 --> 00:21:16.561]  Is the Senator familiar with the fact that it was the administration that asked us to remove the very language which we had in the bill which passed the committee and that we removed it at the request of the administration that would have said that this determination would not apply to
[00:21:18.018 --> 00:21:18.278]  U.S.
[00:21:18.318 --> 00:21:19.639]  citizens and lawful residents.
[00:21:19.679 --> 00:21:32.085]  I'm just wondering, is the Senator familiar with the fact that it was the administration which asked us to remove the very language the absence of which is now objected to by the Senator from Illinois?
[00:21:34.864 --> 00:21:43.008]  We've got another clip of Rand Paul, who I know and who's a good man, saying, I know you well-meaning senators think you're helping America, but this destroys America.
[00:21:43.588 --> 00:21:44.969]  And of course, Rand's trying to be polite.
[00:21:45.009 --> 00:21:48.230]  You can't be polite with dirtbags, okay?
[00:21:48.270 --> 00:21:53.073]  These people are trying to destroy everything that makes this country special and protects our families, okay?
[00:21:54.093 --> 00:22:01.237]  And look, I don't like having to get up here and tell hardcore tyrants who run murderous operations worldwide that they're pieces of crap.
[00:22:01.597 --> 00:22:02.157]  But you know what?
[00:22:02.418 --> 00:22:03.478]  It's got to be done, okay?
[00:22:03.758 --> 00:22:08.021]  Everybody's got to stop kissing these degenerate old men's butts, okay?
[00:22:08.801 --> 00:22:10.622]  I'm here to tell you folks, okay?
[00:22:12.623 --> 00:22:13.283]  I'm tired of it.
[00:22:15.144 --> 00:22:16.785]  These are the commanders of Al Qaeda.
[00:22:18.586 --> 00:22:21.628]  Those senators that are supporting all this are all knee-deep in all this stuff.
[00:22:23.183 --> 00:22:24.504]  A lot of them have their eyeballs in it.
[00:22:25.465 --> 00:22:26.345]  And I've had it with you.
[00:22:26.385 --> 00:22:28.387]  I'm not going to play your hoax anymore.
[00:22:29.147 --> 00:22:33.951]  Where they put a sock puppet, you know, of Al Qaeda up and go, give me your rights away or I'm going to get you.
[00:22:33.971 --> 00:22:38.874]  I'm going to blow something up if you don't let me take all your rights and steal your bank accounts and take over all these countries.
[00:22:38.915 --> 00:22:39.635]  Do what I say.
[00:22:39.895 --> 00:22:41.316]  And to the American people, like, oh, yes, sir.
[00:22:41.556 --> 00:22:42.197]  You're so powerful.
[00:22:42.337 --> 00:22:43.018]  Do what I say.
[00:22:43.698 --> 00:22:44.739]  I want an Al Qaeda puppet.
[00:22:44.919 --> 00:22:45.820]  I want to show people what they do.
[00:22:45.960 --> 00:22:47.060]  Because, you know, here's the globalists.
[00:22:47.080 --> 00:22:48.421]  Oh, Al Qaeda's scary.
[00:22:48.662 --> 00:22:50.123]  And I'm like, hey.
[00:22:53.459 --> 00:22:54.240]  You know, you're running it.
[00:22:54.260 --> 00:22:56.441]  They're like, no, don't look at me, I'll arrest you.
[00:22:56.521 --> 00:22:57.522]  I mean, that's what it is.
[00:22:57.562 --> 00:22:59.523]  It's just like, oh, Al Qaeda will get you.
[00:22:59.744 --> 00:23:02.205]  And I'm like, look, your arm is running it.
[00:23:02.266 --> 00:23:06.709]  I mean, you get them on the airplanes, you protect them, you give them the country's control?
[00:23:07.429 --> 00:23:09.951]  I mean, I'm not going to sit here and live like an idiot.
[00:23:10.211 --> 00:23:17.437]  I know it's fun at a primitive level to, oh, the Al Qaeda, it's a guy wearing a, looks like a big blouse, Obi-Wan Kenobi with a big beard.
[00:23:17.937 --> 00:23:19.999]  It's so scary, oh my God, they're going to get me.
[00:23:20.459 --> 00:23:21.480]  Yes, grope my wife.
