[00:00:27.759 --> 00:00:28.319]  Good evening.
[00:09:14.750 --> 00:09:16.130]  Sir, thank you for coming on with us.
[00:09:16.730 --> 00:09:17.591]  Sure, you're welcome.
[00:09:17.631 --> 00:09:18.531]  Thank you for having me, Alex.
[00:09:19.195 --> 00:09:19.515]  You bet.
[00:09:19.595 --> 00:09:24.297]  Now, we played the clip earlier of you on a local news station talking about army checkpoints.
[00:09:25.057 --> 00:09:28.138]  The governor found out, thanks to you and others, and canceled it.
[00:09:28.438 --> 00:09:33.340]  Can you just, in a nutshell, tell us exactly, specifically, what was going on?
[00:09:34.572 --> 00:09:35.213]  Yes, I can.
[00:09:35.413 --> 00:09:38.355]  First of all, you know, I have got to check now.
[00:09:38.556 --> 00:09:44.721]  I don't have concrete facts, but I don't think the military has, first of all, any jurisdiction to be checking seatbelts.
[00:09:45.641 --> 00:09:58.572]  When you look at the fact of a military unit being out, your daughter, my wife, or someone driving through a roadblock with all of these local officials, the army and everybody out there, I think it's just going to scare people to death.
[00:09:58.972 --> 00:10:01.094]  I think our local and state officials
[00:10:11.396 --> 00:10:12.657]  Well, obviously, sir.
[00:10:13.517 --> 00:10:16.338]  I don't know if you've heard, but yes, it still violates posse comentaris.
[00:10:16.378 --> 00:10:19.418]  They haven't completely removed that 1878 law.
[00:10:19.678 --> 00:10:22.539]  We know in Mexico and Communist China, they have troops on the streets.
[00:10:22.879 --> 00:10:28.180]  This is a sign of a banana republic of a third world police state, so we don't want that.
[00:10:28.720 --> 00:10:30.201]  But the larger issue here
[00:10:31.221 --> 00:10:37.806]  Is that they've announced Homeland Security wants to put 20,000 regular Army troops to patrol America.
[00:10:37.846 --> 00:10:46.312]  The Naval War College, the Army War College has said their new job will be engaging us in combat with the American people to stop an insurrection against the banks.
[00:10:47.133 --> 00:10:48.334]  So, A, are you aware of that?
[00:10:48.414 --> 00:10:54.979]  B, can you tell us specifically what units, how we, why the Army was going to be out running checkpoints?
[00:10:55.427 --> 00:11:04.814]  Well, I got this news late on Friday, and when I got the news, I immediately jumped on it to try to call some local authorities that I knew first to see what was going on.
[00:11:05.454 --> 00:11:14.121]  And when I made the call, I found out at that point in time that the governor had already made the decision to cancel this, and which I was very proud of that.
[00:11:14.601 --> 00:11:17.543]  But I am not aware of Homeland Security doing this.
[00:11:17.903 --> 00:11:22.727]  I did hear that they would be involved in this roadblock issue on last Friday.
[00:11:23.027 --> 00:11:30.449]  Tuesday, Tennessee was the first to do this simultaneously at five way stations and two bus stations statewide.
[00:11:30.809 --> 00:11:39.251]  They're recruiting truck drivers like Rudy Gonzalez into the First Observer Highway Security Program to say something if they see something.
[00:11:39.691 --> 00:11:44.532]  Not only truck drivers, but cars, everybody should be aware of what's going on on the road.
[00:11:44.792 --> 00:11:49.613]  It's all meant to urge every driver to call authorities if they see something suspicious.
[00:11:57.284 --> 00:12:02.610]  Hi, I'm Janet Napolitano, Secretary of the Department of Homeland Security.
[00:12:03.511 --> 00:12:06.775]  Homeland security begins with hometown security.
[00:12:08.437 --> 00:12:15.485]  We've got to have a civilian national security force that's just as powerful, just as strong, just as well funded.
[00:12:16.793 --> 00:12:29.641]  The airport adventures, which they now admit are going nationwide with the Viper teams at bus stops, train stops, the streets, shopping malls, random vans, sending you through body scanners, biometrically scanning 360, your naked body.
[00:12:29.721 --> 00:12:38.306]  Now, TSA agents are on the interstates fighting terrorism with visible intermodal prevention and response or Viper operations.
[00:12:38.666 --> 00:12:45.290]  The Tennessee Highway Patrol is checking trucks with drug and bomb sniffing dogs during random inspections.
[00:12:45.589 --> 00:12:50.232]  The bottom line is this, if you see something suspicious, say something about it.
[00:12:51.774 --> 00:12:54.336]  Now again, that's all the rollout for the public.
[00:12:54.916 --> 00:13:09.267]  If you saw the news articles we wrote in 05 and before that, in Texas, in Tennessee, in Florida, Michigan, California, they have Marines out searching families on Sunday afternoon.
[00:13:10.512 --> 00:13:14.575]  I mean, I'll hear in, like, Northern California about Marines tearing cars apart.
[00:13:15.376 --> 00:13:18.878]  And then I'll go check and call local papers and they go, yeah, but we're not going to talk about that.
[00:13:18.898 --> 00:13:26.084]  And then later it comes out, you're driving down the road, you pull up, Marines come over with sidearms and get your kids out of the car.
[00:13:27.455 --> 00:13:30.076]  And that's all in police state for the rise of FEMA.
[00:13:30.537 --> 00:13:34.879]  But they say, oh, TSA's out checking trucks for bombs.
[00:13:34.919 --> 00:13:36.640]  Just randomly pick a state.
[00:13:37.060 --> 00:13:37.760]  Randomly.
[00:13:38.201 --> 00:13:39.742]  That's guilty until proven innocent.
[00:13:39.762 --> 00:13:41.302]  That's the opposite of the Fourth Amendment.
[00:13:42.423 --> 00:13:43.684]  And they're just doing it.
[00:13:44.484 --> 00:13:46.885]  Just like when they have TSA stick their hands down your pants.
[00:13:46.905 --> 00:13:48.306]  Now they say they're going to be at malls.
[00:13:49.687 --> 00:13:51.748]  I mean, this is so incredible.
[00:13:53.089 --> 00:13:56.591]  But now they're advertising it all over the news.
[00:13:56.611 --> 00:14:00.674]  Now they're getting ready for the main rollout.
[00:14:00.694 --> 00:14:04.497]  And we're going to get to, again, a clip of what happened to my family.
[00:14:04.697 --> 00:14:06.538]  Ninety-eight miles from the Mexico border.
[00:14:07.999 --> 00:14:09.160]  I never went to Mexico.
[00:14:11.681 --> 00:14:14.543]  They're talking about building these past a hundred miles in now.
[00:14:15.243 --> 00:14:16.644]  They've got them in the north as well.
[00:14:17.624 --> 00:14:25.068]  All across the country, in Minnesota, and Vermont, and Maine, and Washington State.
[00:14:25.609 --> 00:14:29.211]  A hundred miles in, they'll have a border patrol pull you over.
[00:14:29.891 --> 00:14:33.513]  And it has nothing to do with checking immigration status.
[00:14:34.214 --> 00:14:35.995]  It's all about, quote, do you have drugs?
[00:14:37.082 --> 00:14:39.643]  And again, the government's been caught over and over again bringing drugs in.
[00:14:40.004 --> 00:14:51.050]  That's just their excuse to A, train you that federal police are on the streets of America, unconstitutional, and B, to condition you to accept having your car searched without a warrant.
[00:14:51.906 --> 00:14:54.967]  Remember just five years ago, Bush said, we're not spying on you without warrants.
[00:14:55.368 --> 00:14:56.708]  Now they just admit they are.
[00:14:57.209 --> 00:14:59.169]  I mean, this is so nightmarish.
[00:14:59.630 --> 00:15:06.713]  Now, Orrin Hatch said that, you know, he flies frequently, he's a senator, and he said, I'm a senator, you can't make me do this.
[00:15:07.073 --> 00:15:09.194]  They said, you get in that scanner right now.
[00:15:09.875 --> 00:15:20.580]  And then it's got links in the article in the Washington Times, also PrisonPlanet.com has a more detailed article on it, InfoWars.com, take your pick, where other senators
[00:15:21.440 --> 00:15:24.361]  Have been ordered into these things regardless.
[00:15:24.541 --> 00:15:34.705]  So, so this is about everybody being put through this and I've seen them myself go in the diapers of one-year-old children.
[00:15:35.866 --> 00:15:39.848]  And every day I see them getting busted being pedophiles and robbing people's bags.
[00:15:39.908 --> 00:15:42.909]  So this has nothing to do with keeping you safe.
[00:15:43.149 --> 00:15:47.491]  I mean a terrorist might attack a cornfield in South Dakota at 3 a.m.
[00:15:47.531 --> 00:15:47.951]  this morning.
[00:15:49.704 --> 00:15:51.545]  There might be a terrorist hiding under this table.
[00:15:51.905 --> 00:15:55.167]  Do I need a TSA here running a checkpoint outside the office?
[00:15:55.447 --> 00:15:59.169]  Because Bin Laden might be under this table right now.
[00:15:59.469 --> 00:16:01.530]  He might be behind this computer screen over here.
[00:16:02.391 --> 00:16:04.172]  Give me a document cam shot across the room.
[00:16:04.572 --> 00:16:10.195]  I mean, Osama Bin Laden could be hiding behind that TV screen over there.
[00:16:12.554 --> 00:16:13.356]  I mean, he could be.
[00:16:14.158 --> 00:16:15.843]  Oh, look, that's an article coming up later.
[00:16:16.444 --> 00:16:19.974]  Law bans cash for second-hand transactions.
[00:16:21.716 --> 00:16:25.797]  Only big box stores from the manufacturer are allowed to take cash down in Louisiana.
[00:16:25.817 --> 00:16:28.258]  You're going to go to jail for a very long time.
[00:16:28.618 --> 00:16:40.122]  If you, a prisoner, are caught with a garage sale, a swap meet, if you're selling anything second-hand, including second-hand video games at your DVD store, you're going to jail.
[00:16:40.763 --> 00:16:41.923]  Again, they're getting rid of cash.
[00:16:42.703 --> 00:16:49.946]  Look, and once you're a cashless society, you think Bank of America and others are going to stop with a $5 fee every time you get money out of your own account?
[00:16:50.586 --> 00:16:51.947]  You want to be gang-raped bad?
[00:16:52.027 --> 00:16:52.527]  You are.
[00:16:53.527 --> 00:16:57.169]  Okay, let's go ahead now and go to this piece.
[00:16:57.749 --> 00:16:58.870]  Now, I was tired.
[00:16:59.490 --> 00:17:01.571]  I went down to show you a video of this tomorrow.
[00:17:01.591 --> 00:17:02.352]  We don't have time today.
[00:17:02.372 --> 00:17:08.094]  I went down to investigate the border and what was happening there with the cartels and things.
[00:17:08.134 --> 00:17:11.196]  I spent a few days with my family with me there at a hotel in South Padre.
[00:17:12.605 --> 00:17:16.187]  And the red tide hit a couple days into it, and they thought, oh, it's no problem.
[00:17:16.207 --> 00:17:17.728]  The hotel told me, don't worry about it.
[00:17:18.168 --> 00:17:20.390]  But I noticed all the fish dying, and I couldn't breathe.
[00:17:20.410 --> 00:17:22.351]  I didn't know it was a neurotoxin.
[00:17:22.831 --> 00:17:24.232]  And some of my kids got sick.
[00:17:24.833 --> 00:17:26.914]  So on our way back, I'm not feeling too good.
[00:17:27.474 --> 00:17:28.635]  My kids are sick in the back.
[00:17:28.695 --> 00:17:29.616]  I just want to get home.
[00:17:30.456 --> 00:17:32.397]  And 98 miles into the U.S.
[00:17:32.477 --> 00:17:33.418]  I never left the U.S.
[00:17:33.998 --> 00:17:37.721]  I pull up at the same Border Patrol checkpoint I was at three weeks ago.
[00:17:38.401 --> 00:17:40.963]  I wanted to go back down there and cover what was happening at the border.
[00:17:42.416 --> 00:17:48.020]  And I pull up and the guy says, I'm going to direct you over here, I'm going to search your vehicle.
[00:17:49.161 --> 00:17:49.982]  They got drug dogs.
[00:17:50.382 --> 00:17:53.425]  He goes, I'm going to check your immigration status with a drug dog.
[00:17:54.485 --> 00:17:58.008]  And I go over and I say, I know about the Border Patrol dealing drugs.
[00:17:58.669 --> 00:18:01.551]  You can pull it up, just type Border Patrol caught bringing drugs in.
[00:18:01.871 --> 00:18:05.154]  Fast and Furious, Sinaloa Cartel, eight agencies,
[00:18:06.678 --> 00:18:10.979]  involved in Homeland Security in allowing certain cartels to bring drugs in.
[00:18:11.219 --> 00:18:13.179]  They're told, let certain 18-wheelers through.
[00:18:14.560 --> 00:18:19.981]  And I'm not saying the individual who came to the RV was a drug dealer.
[00:18:20.501 --> 00:18:20.721]  No.
[00:18:21.181 --> 00:18:26.222]  I'm saying that this is an agency caught doing it over and over again.
[00:18:26.342 --> 00:18:31.103]  So they are the ones who should have people searching them.
[00:18:31.524 --> 00:18:32.784]  Not me and my family
[00:18:33.524 --> 00:18:38.567]  With all their license plate reading cameras that are 200 yards before you get there, they're already running your plates.
[00:18:39.487 --> 00:18:42.649]  You pull in there, and you're guilty, you're bad.
[00:18:43.049 --> 00:18:45.831]  They're the official, they're the authority, like Nazi Germany.
[00:18:46.071 --> 00:18:46.831]  You're gonna be checked.
[00:18:47.232 --> 00:18:48.332]  And I told them, and I'm in it.
[00:18:48.792 --> 00:18:52.995]  I'm gonna file suit on the next cop, the next checkpoint, the next garbage.
[00:18:53.455 --> 00:18:57.117]  The next TSA that tries to grab my genitals, I'm suing your butt.
[00:18:57.377 --> 00:19:00.059]  And you may beat the rap, but you're not beating the ride.
[00:19:00.899 --> 00:19:03.901]  It's time to recognize this stuff is going nationwide.
[00:19:04.162 --> 00:19:05.142]  This is a takedown.
[00:19:05.343 --> 00:19:10.887]  They're training you to literally be in a database when you go to a checkpoint they set up.
[00:19:11.848 --> 00:19:19.554]  They set up years ago the plan to have internal checkpoints at state borders, random checkpoints, highway checkpoints, and now they're doing it.
[00:19:20.094 --> 00:19:25.919]  This isn't just 98 miles in, this is in Tennessee, with the feds out of their jurisdiction.
[00:19:25.939 --> 00:19:27.900]  This is so nightmarish.
[00:19:28.976 --> 00:19:37.281]  Now, this is unedited video, except for the names of my children, and things like that, and video of my children who were involved, who've been cut out of the video.
[00:19:38.122 --> 00:19:39.102]  But here it is.
[00:19:39.122 --> 00:19:42.084]  Nazi Germany comes to America.
[00:19:42.104 --> 00:19:43.485]  And you're like, but they're just checking you.
[00:19:45.246 --> 00:19:46.147]  Why don't I check them?
[00:19:46.167 --> 00:19:47.948]  I mean, I got an article.
[00:19:48.168 --> 00:19:49.629]  Let's show the other article before we go to this.
[00:19:53.151 --> 00:19:58.775]  Look at that, CNS News, Napolitano DHS authorizing illegal aliens to work in the US.
[00:19:59.916 --> 00:20:01.177]  You can see the clip right there.
[00:20:02.117 --> 00:20:06.640]  It's come out in Associated Press that illegal aliens built the border fence.
[00:20:07.661 --> 00:20:08.602]  Illegal aliens
[00:20:11.303 --> 00:20:13.786]  are openly allowed to come to the U.S.
[00:20:14.306 --> 00:20:18.830]  and I'm not against, by the way, the folks from Mexico coming in here wanting a job because the globals are employing their country.
[00:20:18.850 --> 00:20:21.033]  The point is, they're brought in to drive down wages.
[00:20:21.273 --> 00:20:24.856]  They're brought in by the big corporations to bust the unions and all the systems.
[00:20:25.077 --> 00:20:28.059]  But then the unions are bought off so they promote open borders.
[00:20:28.945 --> 00:20:37.272]  Instead of folks staying in Mexico and causing an actual downfall of that corrupt system, the globalists use it as a steam valve to then bring down the U.S.
[00:20:37.552 --> 00:20:38.653]  See, it's all divide and conquer.
[00:20:38.673 --> 00:20:40.795]  It's very sophisticated geometry.
[00:20:41.416 --> 00:20:44.338]  That's why the average person who hasn't thought about it doesn't understand it.
[00:20:44.398 --> 00:20:45.820]  But again, I'm digressing.
[00:20:46.120 --> 00:20:56.309]  The point is, illegals, they've frozen all deportations of people from Mexico because it's political.
[00:20:57.153 --> 00:21:00.954]  Everybody else from Honduras, Nicaragua, China, you're gone.
[00:21:01.514 --> 00:21:03.915]  They had camps, by the way, down on the border, filled.
[00:21:04.135 --> 00:21:10.617]  They had 5,000 with Salvadorans, El Salvadorans, just at that particular Bayview detention center.
[00:21:11.237 --> 00:21:15.038]  And I did an investigation of that while I was there on the radio, that a lot of you watched.
[00:21:15.058 --> 00:21:17.579]  The point is, this is all going on.
[00:21:18.279 --> 00:21:21.980]  And so, it's so asinine, now watch the video.
[00:21:22.721 --> 00:21:23.501]  This is important.
[00:21:24.321 --> 00:21:32.688]  Because I know the Supreme Court's rule that 100 miles in, that's about a third of the country, all the way around the nation, you can pull up the maps of this.
[00:21:32.708 --> 00:21:35.150]  In fact, pull up a Constitution Free Zone for folks.
[00:21:35.650 --> 00:21:37.872]  Just type that in and you'll get the official maps.
[00:21:41.355 --> 00:21:44.778]  They are searching people, and I've talked to
[00:21:46.400 --> 00:22:06.395]  A lot of folks here in my office, in fact a couple of the guys that work in the shipping and advertising department, who happen to be Hispanic, and he says when you go through these things and they do a stereotypical typecasting or whatever, they just wave you through because they don't want illegals.
[00:22:07.179 --> 00:22:07.939]  They don't want that.
[00:22:08.300 --> 00:22:09.660]  They're there to search vehicles.
[00:22:09.680 --> 00:22:11.601]  They're there to break the will of the American people.
[00:22:11.842 --> 00:22:13.022]  They're there to set the precedent.
[00:22:13.642 --> 00:22:21.527]  One hundred miles into the country, around a third of our geometric, geographical mass, you were searched.
[00:22:21.567 --> 00:22:23.008]  This is absolute bull.
[00:22:23.788 --> 00:22:28.530]  Now, here's the key to all of this, because I know I'm ranting on and on before I get to the video.
[00:22:29.791 --> 00:22:32.733]  I tell them, I know the Supreme Court's ruled you can do this.
[00:22:32.753 --> 00:22:34.834]  The Supreme Court also ruled black people weren't humans.
[00:22:37.990 --> 00:22:44.233]  So they rule I can't own private property tomorrow, or I can't own guns, or that I've got to turn my kids over to the state.
[00:22:44.253 --> 00:22:44.994]  I'm not following it.
[00:22:46.014 --> 00:22:48.675]  But they say the Supreme Court's rule we can verify citizenship.
[00:22:48.976 --> 00:22:54.739]  Yeah, they do these internal citizen checkpoints instead of at the border, where they wave everybody through.
[00:22:56.279 --> 00:22:59.561]  And then he says, I say, you're looking for drugs, I'm going to sue you.
[00:22:59.801 --> 00:23:00.902]  You want to violate my Fourth Amendment?
[00:23:00.922 --> 00:23:01.622]  He says, no we're not.
[00:23:01.862 --> 00:23:03.123]  We're looking for narcotics.
[00:23:04.383 --> 00:23:06.864]  They play some little mind game with me.
[00:23:07.225 --> 00:23:09.506]  And they first swaggered over like a gang.
[00:23:10.667 --> 00:23:13.768]  And, you know, again, I had my camera on in my lap.
[00:23:13.888 --> 00:23:16.450]  I wasn't going to hold it up like last time when they said, turn your camera off.
[00:23:16.510 --> 00:23:16.910]  And I didn't.
[00:23:17.310 --> 00:23:18.391]  I said, Richard, you watch.
[00:23:18.651 --> 00:23:19.712]  He's like, this will be a piece of cake.
[00:23:19.732 --> 00:23:20.592]  And I said, no, it won't.
[00:23:21.493 --> 00:23:23.574]  OK, they're going to want to pull us over.
[00:23:23.654 --> 00:23:26.396]  Richard went down there with me to help produce the show and drive in the RV.
[00:23:28.207 --> 00:23:31.392]  And I kept the camera in my lap rolling and when I got up and got in his face.
[00:23:31.853 --> 00:23:33.776]  I mean, this is the death of everything.
[00:23:34.076 --> 00:23:36.560]  And folks, a lot of you are saying, hey, we like the Border Patrol.
[00:23:36.760 --> 00:23:37.561]  They're protecting us.
[00:23:37.902 --> 00:23:38.343]  Baloney.
[00:23:40.401 --> 00:23:42.162]  This has nothing to do with our sovereignty.
[00:23:42.422 --> 00:23:44.462]  This is about the Fourth Amendment being killed.
[00:23:44.842 --> 00:23:50.524]  And again, I just showed you clips of Tennessee and other states where they're running checkpoints on the citizens with Homeland Security.
[00:23:50.764 --> 00:23:56.826]  This is about a total takeover and domestic checkpoints to travel in this country where you then just disappear.
[00:23:57.146 --> 00:23:59.447]  The government's already said they'll kill citizens without warrants.
[00:23:59.867 --> 00:24:01.828]  The government's already said they'll round people up.
[00:24:02.088 --> 00:24:05.469]  This is about total tyranny by the banksters imploding this country.
[00:24:05.849 --> 00:24:10.510]  So I'm not the enemy of these Border Patrol agents, but I've studied the facts and I know what's happening.
[00:24:11.050 --> 00:24:12.131]  Let's go ahead and go to the report.
[00:24:12.731 --> 00:24:13.831]  I'm Alex Jones.
[00:24:13.871 --> 00:24:14.912]  We already shot a YouTube video.
[00:24:15.532 --> 00:24:16.632]  This isn't Fast and Furious.
[00:24:16.652 --> 00:24:21.454]  I don't deal in narcotics like the Border Patrol and Obama and the ATF and all you guys.
[00:24:21.494 --> 00:24:22.834]  I just took my family to the beach again.
[00:24:23.174 --> 00:24:23.494]  Okay.
[00:24:25.915 --> 00:24:29.056]  Alright, again, we expose the unconstitutional internal checkpoints here.
[00:24:30.325 --> 00:24:33.247]  And here I was wanting to go down and check out the border.
[00:24:33.768 --> 00:24:34.909]  Go down and interview some people.
[00:24:36.110 --> 00:24:39.933]  I shot that from my hotel balcony before the red tide hit.
