[00:00:06.781 --> 00:00:07.023]  I'm good.
[00:05:42.229 --> 00:05:46.351]  The NFL has become a political weapon against the Second Amendment and pushes Obamacare.
[00:05:46.672 --> 00:05:49.813]  MSNBC tells us that our children belong to the state.
[00:05:49.834 --> 00:05:57.098]  We have to break through our kind of private idea that kids belong to their parents or kids belong to their families and recognize that kids belong to whole communities.
[00:05:57.278 --> 00:06:08.345]  The brainwashing media machine has been turned up on high and it's time for humanity to double down on the true people's media and strike back against the tyrants that are destroying our civilization with their lies and fraud.
[00:06:08.526 --> 00:06:09.907]  We are the resistance.
[00:06:10.187 --> 00:06:11.548]  You are the resistance.
[00:06:11.908 --> 00:06:13.469]  You are the info war.
[00:06:13.649 --> 00:06:17.772]  It is more important than ever to realize that we are not the alternative media.
[00:06:17.952 --> 00:06:19.613]  We are the true media.
[00:06:19.753 --> 00:06:22.355]  The establishment dinosaur press is dying.
[00:06:22.435 --> 00:06:26.079]  We are in an information war, and we are losing that war.
[00:06:26.199 --> 00:06:30.324]  Join us at InfoWarsNews.com and PrisonPlanet.tv.
[00:06:30.544 --> 00:06:33.407]  Members can share their memberships with up to 11 people.
[00:06:33.507 --> 00:06:41.076]  By subscribing, you will literally be buying war bonds in the info war to expand our operation in the face of the tyrants.
[00:06:41.376 --> 00:06:43.238]  Join us at PrisonPlanet.tv.
