[00:00:06.278 --> 00:00:07.399]  Mainstream media.
[00:07:39.990 --> 00:07:49.213]  Who in this New Jersey township, because you're the president of the company and you get a lot of attention on this, I'm sure you know how this was set up.
[00:07:49.633 --> 00:07:50.693]  How did that work in the school?
[00:07:50.713 --> 00:07:54.434]  Were parents consulted or did they just march the kids in to have their DNA taken?
[00:07:56.013 --> 00:08:12.187]  What they do is anytime there's an event, whether it's the police department or a corporate sponsor, they do a public service announcement, they bring home notices from the schools, and they offer it to the parents free of charge if they decide to have it.
[00:08:12.687 --> 00:08:14.709]  If the parent wants it, they'll bring the child in,
[00:08:15.473 --> 00:08:20.277]  And they'll take the DNA sample, whether it's for the child or whether it's for an Alzheimer's patient or a family.
[00:08:20.337 --> 00:08:26.563]  Wait a minute, they marched in whole classes, the whole school, and took their DNA.
[00:08:26.763 --> 00:08:28.905]  Yeah, and everything is with parents' permission.
[00:08:28.945 --> 00:08:30.827]  If the parents did not want their child's DNA,
[00:08:31.247 --> 00:08:34.170]  But you have to remember, the sample goes home with the parent.
[00:08:34.330 --> 00:08:35.371]  What's the procedure?
[00:08:36.332 --> 00:08:36.993]  Where does it go?
[00:08:37.013 --> 00:08:37.934]  I mean, they just swab it?
[00:08:38.034 --> 00:08:40.236]  I said it goes home with the parent.
[00:08:40.476 --> 00:08:41.057]  The sample.
[00:08:41.077 --> 00:08:42.698]  There's no repository.
[00:08:42.818 --> 00:08:44.300]  It goes home with the parent.
[00:08:44.840 --> 00:08:46.682]  So the parents are all there while this is happening?
[00:08:46.902 --> 00:08:47.623]  In most cases.
[00:08:48.144 --> 00:08:50.166]  I wasn't at this particular event.
[00:08:50.206 --> 00:08:51.487]  We have events all over the country.
[00:08:52.367 --> 00:08:56.151]  I'm a good judge of somebody by telling what they say.
[00:08:56.231 --> 00:08:57.932]  I don't think you're a bad person.
[00:09:10.523 --> 00:09:12.244]  But the road to hell is paved with good intentions.
[00:09:12.284 --> 00:09:16.447]  And certainly if people want to buy this stuff, you should have your thing in Walmart and Kroger's.
[00:09:16.487 --> 00:09:17.867]  If people want to get this and do it, that's fine.
[00:09:17.887 --> 00:09:18.568]  There's no need.
[00:09:18.928 --> 00:09:20.749]  I don't want any relationship with the school.
[00:09:21.129 --> 00:09:29.474]  Kids lined up in masks because of the crimes this government's committed with eugenics and bioethics and the things they've done and they've already been caught.
[00:09:29.554 --> 00:09:30.354]  And it's not a rumor.
[00:09:30.375 --> 00:09:34.277]  See, I read the news wires three hours a day.
[00:09:34.617 --> 00:09:38.099]  And I see articles every two weeks about them grabbing DNA illegally.
[00:09:39.238 --> 00:09:40.699]  The scams they're running, what they're doing.
[00:09:41.199 --> 00:09:44.621]  I don't want government, school districts, involved in this.
[00:09:44.741 --> 00:09:46.562]  If parents want to do it, they should do it.
[00:09:46.602 --> 00:09:51.024]  This hurting people, you know, in a cattle car fashion, I think is wrong.
[00:09:51.184 --> 00:09:55.587]  Well, I'm telling you, that's the interpretation that maybe the reporter had and the way he described it.
[00:09:55.627 --> 00:10:01.950]  But what is taking place is they're offering it to the parents free of charge if they want it, and if they do want it,
[00:10:02.495 --> 00:10:04.977]  The only record of that goes home with the family.
[00:10:05.017 --> 00:10:05.598]  That is it.
[00:10:05.698 --> 00:10:06.298]  So simple.
[00:10:06.559 --> 00:10:14.205]  What if the Colorado State Police say that they want 10,000 kits from you because they're going to set up checkpoints and make people take these?
[00:10:14.225 --> 00:10:15.306]  Would you sell to them?
[00:10:16.587 --> 00:10:19.330]  You know, you're giving me hypotheticals.
[00:10:19.350 --> 00:10:21.792]  We're very, very selective in who we sell to.
[00:10:22.332 --> 00:10:22.632]  Okay?
[00:10:22.993 --> 00:10:29.038]  But if you, the president of the company, if the state police said, we're going to use these at checkpoints, give it to us, would you do it?
[00:10:29.478 --> 00:10:30.019]  Absolutely.
[00:10:31.997 --> 00:10:45.025]  Now, if the state police request something, I would assume that all of the guidelines that they're going to be following are proper.
[00:10:45.365 --> 00:10:46.086]  Do you agree?
[00:10:46.346 --> 00:10:46.946]  You just said it.
[00:10:47.027 --> 00:10:49.528]  Guidelines, policies, none of this is even law.
[00:10:50.329 --> 00:10:52.710]  They're now announcing they're going to take your hair at a checkpoint.
[00:10:52.870 --> 00:10:55.012]  You ever heard of the 4th and 5th Amendment, sir?
[00:10:55.112 --> 00:10:58.694]  Do you know to get someone's DNA against their will, you have to have a search warrant?
[00:10:59.964 --> 00:11:01.125]  But now... You realize that?
[00:11:01.585 --> 00:11:21.019]  I know, in the past... Okay, so I'm sure, I'm sure, I am sure that no one is going to volunteer and give their DNA for a data bank, for whatever company it is, or for whatever organization, unless there was a demand, a legal demand, through a search warrant, that they were able to obtain it through the court.
[00:11:21.039 --> 00:11:24.662]  But maybe you heard about the Total Information Awareness Network Homeland Security.
[00:11:24.922 --> 00:11:27.684]  They're saying under this wartime they don't need that anymore.
[00:11:29.463 --> 00:11:31.385]  And that's a total violation of our rights.
[00:11:31.405 --> 00:11:33.707]  Well, no, that's not exactly the interruption.
[00:11:33.747 --> 00:11:41.354]  I think you're looking at it... I'm not any more familiar with it than the general public when I'm watching on TV.
[00:11:41.534 --> 00:11:44.977]  KKTV in Colorado Springs.
[00:11:45.018 --> 00:11:45.478]  Good report.
[00:11:45.518 --> 00:11:45.898]  I call them.
[00:11:45.938 --> 00:11:46.299]  It's true.
[00:11:46.619 --> 00:11:49.502]  They're going to take, forcibly, your hair at checkpoints.
[00:11:51.263 --> 00:11:53.005]  One more second, because I want to learn more about your company.
[00:11:54.887 --> 00:11:55.788]  I want to learn more.
[00:11:55.808 --> 00:11:57.228]  Stay there for about 10 more minutes with us, sir.
[00:11:57.268 --> 00:11:58.109]  We'll be right back.
[00:11:58.169 --> 00:12:02.311]  Welcome back, ladies and gentlemen.
[00:12:02.331 --> 00:12:09.095]  We are talking to the president and founder of DNA Lifeprint, Joe Matthews.
[00:12:09.135 --> 00:12:09.995]  Joe,
[00:12:24.076 --> 00:12:27.078]  Look, they are moving in England and the U.S.
[00:12:27.118 --> 00:12:28.920]  towards preparing us for DNA databases.
[00:12:29.040 --> 00:12:30.421]  It is not a rumor.
[00:12:30.681 --> 00:12:37.046]  That's why you've heard about it, because somebody saw it on the news or read an article and they told somebody, they told somebody that I guess it was a rumor for you.
[00:12:37.707 --> 00:12:39.548]  They are keeping illegal DNA databases.
[00:12:39.568 --> 00:12:40.849]  They're getting in a lot of trouble.
[00:12:40.869 --> 00:12:47.374]  The federal government was caught buying these from the states with mandates, and that's why people are concerned.
[00:12:47.394 --> 00:12:53.259]  And I have no problem with parents taking a DNA sample and keeping it and buying it off the store shelf and doing it themselves.
[00:12:53.973 --> 00:12:57.135]  The problem is, why do you have government involved?
[00:12:57.155 --> 00:13:01.077]  You know, it's set up first with the school, then they tell the parents.
[00:13:01.718 --> 00:13:04.819]  You see, right off the bat, there's government involvement, and that's a big concern.
[00:13:04.859 --> 00:13:05.660]  Do you see what I'm saying?
[00:13:06.520 --> 00:13:09.062]  Hey, you know, I see what you're saying, but I don't agree with you.
[00:13:09.082 --> 00:13:10.203]  Let me share this with you.
[00:13:10.643 --> 00:13:14.945]  I was in charge of homicide for Miami Beach Police, and I worked there for 29 years.
[00:13:15.706 --> 00:13:19.248]  And I worked over 2,000 death investigations during my career.
[00:13:20.009 --> 00:13:25.614]  On November 2nd, 1990, a baby was found dead in the bushes that we weren't able to identify.
[00:13:25.654 --> 00:13:30.858]  It was the worst case of abuse, neglect, and torture in the history of Dade County.
[00:13:31.719 --> 00:13:42.388]  And I said to the media that very first day, because I knew this child who was three years old, and he only weighed 18 pounds, and he had his pampers taped to his body, and the pampers had been on for over a month.
[00:13:43.709 --> 00:13:51.854]  I said, with today's technology, we're able to obtain an entire history of a motor vehicle within seconds, yet we're unable to identify a missing or abandoned child.
[00:13:52.634 --> 00:14:10.685]  I didn't realize how profound my words were, and then I testified before Senate subcommittees after I solved the case and the murders on death row, and then I went to Washington and I did research and I tried to pass a bill that would mandate social services to take a DNA sample of at-risk children.
[00:14:11.446 --> 00:14:11.626]  Now,
[00:14:12.267 --> 00:14:12.447]  Uh-oh!
[00:14:12.467 --> 00:14:12.587]  Uh-oh!
[00:14:12.607 --> 00:14:12.747]  Uh-oh!
[00:14:12.767 --> 00:14:12.867]  Uh-oh!
[00:14:12.887 --> 00:14:12.987]  Uh-oh!
[00:14:13.007 --> 00:14:13.127]  Uh-oh!
[00:14:13.147 --> 00:14:13.308]  Uh-oh!
[00:14:13.328 --> 00:14:13.448]  Uh-oh!
[00:14:13.468 --> 00:14:13.608]  Uh-oh!
[00:14:13.628 --> 00:14:13.768]  Uh-oh!
[00:14:13.788 --> 00:14:13.928]  Uh-oh!
[00:14:13.948 --> 00:14:14.088]  Uh-oh!
[00:14:14.108 --> 00:14:14.308]  Uh-oh!
[00:14:14.328 --> 00:14:14.548]  Uh-oh!
[00:14:14.648 --> 00:14:14.868]  Uh-oh!
[00:14:15.128 --> 00:14:15.409]  Uh-oh!
[00:14:15.429 --> 00:14:15.549]  Uh-oh!
[00:14:15.569 --> 00:14:15.669]  Uh-oh!
[00:14:15.689 --> 00:14:15.789]  Uh-oh!
[00:14:15.809 --> 00:14:15.929]  Uh-oh!
[00:14:15.949 --> 00:14:16.129]  Uh-oh!
[00:14:16.149 --> 00:14:16.729]  Uh-oh!
[00:14:16.769 --> 00:14:16.909]  Uh-oh!
[00:14:16.989 --> 00:14:17.149]  Uh-oh!
[00:14:17.350 --> 00:14:17.590]  Uh-oh!
[00:14:17.610 --> 00:14:17.790]  Uh-oh!
[00:14:17.870 --> 00:14:18.050]  Uh-oh!
[00:14:18.090 --> 00:14:18.430]  Uh-oh!
[00:14:18.530 --> 00:14:18.690]  Uh-oh!
[00:14:18.710 --> 00:14:19.170]  Uh-oh!
[00:14:19.230 --> 00:14:19.471]  Uh-oh!
[00:14:19.491 --> 00:14:19.731]  Uh-oh!
[00:14:19.771 --> 00:14:19.911]  Uh-oh!
[00:14:19.931 --> 00:14:20.151]  Uh-oh!
[00:14:20.171 --> 00:14:20.431]  Uh-oh!
[00:14:20.451 --> 00:14:20.631]  Uh-oh!
[00:14:20.651 --> 00:14:20.771]  Uh-oh!
[00:14:20.811 --> 00:14:21.011]  Uh-oh!
[00:14:21.071 --> 00:14:21.392]  Uh-oh!
[00:14:21.412 --> 00:14:21.552]  Uh-oh!
[00:14:21.572 --> 00:14:21.712]  Uh-oh!
[00:14:21.732 --> 00:14:21.872]  Uh-oh!
[00:14:21.892 --> 00:14:22.072]  Uh-oh!
[00:14:22.092 --> 00:14:22.192]  Uh-oh!
[00:14:22.212 --> 00:14:22.392]  Uh-oh!
[00:14:22.412 --> 00:14:22.512]  Uh-oh!
[00:14:22.532 --> 00:14:22.772]  Uh-oh!
[00:14:22.792 --> 00:14:22.932]  Uh-oh!
[00:14:22.952 --> 00:14:23.092]  Uh-oh!
[00:14:23.112 --> 00:14:23.232]  Uh-oh!
[00:14:23.252 --> 00:14:23.453]  Uh-oh!
[00:14:23.473 --> 00:14:23.753]  Uh-oh!
[00:14:23.773 --> 00:14:23.893]  Uh-oh!
[00:14:23.913 --> 00:14:24.013]  Uh-oh!
[00:14:24.053 --> 00:14:24.253]  Uh-oh!
[00:14:24.273 --> 00:14:24.413]  Uh-oh!
[00:14:39.048 --> 00:14:46.816]  We had the baby in one hand and we had a hundred footprints in the other, and not one single print was legible for identification purposes.
[00:14:47.817 --> 00:14:55.004]  So it was of no value whatsoever, yet we have laws under books in certain states that say a child has to be footprinted for identification purposes.
[00:14:55.105 --> 00:14:56.266]  Alright, let me stop you right there.
[00:14:56.746 --> 00:15:02.252]  Number one, now I'm beginning to get really concerned about what you're saying here, Joe, because let me tell you something right now.
[00:15:03.024 --> 00:15:04.484]  I'll tell you about the Associated Press.
[00:15:04.564 --> 00:15:14.086]  They've taken 46,000 children by CPS for at-risk parents with diabetes, people that are sick, no records, attacking homeschoolers' families.
[00:15:14.466 --> 00:15:17.047]  3,500 of those children that CPS took are now gone.
[00:15:17.447 --> 00:15:20.108]  No record of where CPS put them, where they are.
[00:15:20.128 --> 00:15:22.528]  These stories are popping up nationwide.
[00:15:22.948 --> 00:15:27.169]  CPS has got a federal mandate to break up the family, and you just said it.
[00:15:27.609 --> 00:15:37.818]  Mandated that at risk, you haven't committed a crime but oh you're poor, head start program, they send CPS out to the house, take DNA databanks, you just said it, government databanks!
[00:15:38.058 --> 00:15:44.063]  You can talk about dead kids all day long, this government has been involved in more of this than you can imagine.
[00:15:44.363 --> 00:15:47.126]  Have you heard about the 3,500 missing kids in Florida?
[00:15:47.226 --> 00:15:50.028]  I think your focus is so negative and not positive.
[00:15:50.108 --> 00:15:51.109]  The positive thing is...
[00:15:52.630 --> 00:16:03.794]  The positive thing is that if you take a DNA sample of your child, of your own child, and God forbid that baby is missing, and you have no resources to find your own child, what would you do?
[00:16:04.014 --> 00:16:10.015]  The first thing you'd do besides presenting a picture and fingerprints that as much as 80% of all our children's fingerprints are not legible for identification
[00:16:15.317 --> 00:16:15.917]  So what do you do?
[00:16:15.957 --> 00:16:19.518]  You turn over your child's DNA sample to the local authorities.
[00:16:19.878 --> 00:16:21.398]  They put it in the FBI database.
[00:16:21.418 --> 00:16:22.338]  No, you said CPS mandated.
[00:16:22.459 --> 00:16:24.639]  And they got the child that's found in Duluth, Minnesota.
[00:16:24.659 --> 00:16:26.139]  When you got on your high horse, come on, Joe.
[00:16:26.239 --> 00:16:27.059]  I want to talk.
[00:16:27.299 --> 00:16:29.840]  You take a DNA sample and return the child.
[00:16:29.860 --> 00:16:31.300]  That's how simple it is.
[00:16:31.560 --> 00:16:35.961]  Joe, you just said, you just said have CPS go force them to do it at risk.
[00:16:36.021 --> 00:16:36.761]  No crime!
[00:16:37.061 --> 00:16:40.642]  Obviously, the bill wasn't passed, because that was my focus, because I had a baby.
[00:16:40.662 --> 00:16:41.322]  Oh, yeah, your focus.
[00:16:41.402 --> 00:16:44.363]  I had him in custody of human resources.
[00:16:45.143 --> 00:16:46.765]  And then they weren't able to identify him.
[00:16:46.785 --> 00:16:48.346]  There you go, human resources.
[00:16:48.547 --> 00:16:50.989]  Have you not heard about all the missing kids in Florida that CPS took?
[00:16:51.249 --> 00:16:51.830]  Absolutely.
[00:16:52.310 --> 00:16:53.051]  You have heard about it?
[00:16:53.251 --> 00:16:54.612]  Yeah, I read in the paper.
[00:16:54.632 --> 00:16:54.612]  3,000!
[00:16:55.333 --> 00:16:56.634]  It's not 1,500 down there.
[00:16:56.674 --> 00:16:58.076]  No, no, it's not.
[00:16:58.096 --> 00:17:03.341]  They've identified... If you read the most recent papers, most of those children have been located.
[00:17:03.621 --> 00:17:05.023]  They've been in different family custody.
[00:17:05.063 --> 00:17:07.305]  No, I predicted... Let me finish.
[00:17:07.505 --> 00:17:08.166]  I predicted...
[00:17:08.849 --> 00:17:09.530]  The number grew.
[00:17:09.610 --> 00:17:12.394]  Oh yeah, they'll say, we found 10 of the children and the number grew.
[00:17:12.414 --> 00:17:13.756]  No, no, no, they found the majority of them.
[00:17:13.776 --> 00:17:15.078]  There's only a few that are missing.
[00:17:15.138 --> 00:17:16.099]  Well, one's too many.
[00:17:16.500 --> 00:17:16.960]  One child.
[00:17:16.981 --> 00:17:17.501]  That's right.
[00:17:17.541 --> 00:17:18.743]  And no one's been arrested.
[00:17:18.763 --> 00:17:20.285]  Those social workers should be arrested.
[00:17:20.626 --> 00:17:21.407]  And you just said it.
[00:17:21.487 --> 00:17:24.611]  You push for legislation for forced DNA databases.
[00:17:24.631 --> 00:17:25.753]  What was the name of the legislation?
[00:17:26.537 --> 00:17:28.278]  Ah, it obviously didn't get anywhere.
[00:17:28.579 --> 00:17:29.419]  What was the name of it?
[00:17:29.880 --> 00:17:33.462]  It was DNA Life... I mean, DNA Life... Excuse me.
[00:17:33.782 --> 00:17:38.366]  The bill was under the name of Baby Lollipop, but it never made any show.
[00:17:38.406 --> 00:17:40.607]  Hey, do you want to hold or do you want to get off the show?
[00:17:40.988 --> 00:17:41.348]  Pardon?
[00:17:41.648 --> 00:17:42.109]  Are you done?
[00:17:42.129 --> 00:17:42.809]  Do you want to hold over?
[00:17:42.829 --> 00:17:44.110]  Oh, if you want me to.
[00:17:44.190 --> 00:17:44.971]  Okay, stay right there.
[00:17:46.852 --> 00:17:47.753]  We're on the march.
[00:17:48.233 --> 00:17:49.834]  The Empire's on the run.
[00:17:50.755 --> 00:17:53.457]  Alex Jones and the GCN Radio Network.
[00:17:57.239 --> 00:18:17.265]  Public officials have warned that the breadbasket of America... About a year ago, they said one little two-and-a-half-year-old black girl that CBS had taken a year before was gone.
[00:18:17.285 --> 00:18:18.045]  They couldn't find her.
[00:18:18.306 --> 00:18:19.266]  The number then rose to 150.
[00:18:19.306 --> 00:18:21.647]  Oh, but they found four of the children.
[00:18:23.274 --> 00:18:25.635]  Then it rose to 1,500, but they found 50 of the children.
[00:18:26.335 --> 00:18:29.616]  And that was the headline, children being found.
[00:18:30.136 --> 00:18:32.157]  Now it's up over, as of a month ago, 3,500.
[00:18:32.197 --> 00:18:36.299]  And I've posted them daily on the website.
[00:18:36.319 --> 00:18:36.979]  You know what we'll do?
[00:18:37.099 --> 00:18:39.620]  We'll just go grab all those for you and post them this afternoon.
[00:18:39.900 --> 00:18:40.580]  How does that sound?
[00:18:41.040 --> 00:18:41.940]  We'll just post those.
[00:18:42.040 --> 00:18:48.543]  And by the way, Joe Matthews, you are, you know, your baby lollipop thing.
[00:18:48.563 --> 00:18:52.044]  First you said, and you're on tape by the way, you said, oh no, I'm not reforced.
[00:18:55.549 --> 00:18:59.791]  You said you'd try to pass legislation for people that are at risk.
[00:18:59.851 --> 00:19:06.954]  No crimes committed, but you're poor, you're on welfare, you've got diabetes, this is a new at-risk system.
[00:19:07.154 --> 00:19:08.874]  Are you interpreting it now exactly?
[00:19:09.795 --> 00:19:20.599]  What I'm saying is my original goal in this whole thing as a police officer was to encourage or pass the law, which I wasn't successful obviously, in having
[00:19:21.558 --> 00:19:28.904]  Um, social services, when they take a child into custody to take a DNA sample and maintain it, you know what I mean?
[00:19:28.924 --> 00:19:30.326]  No, you said at risk.
[00:19:30.566 --> 00:19:31.446]  You said at risk.
[00:19:31.607 --> 00:19:32.367]  You said children are at risk.
[00:19:32.387 --> 00:19:36.190]  I know I said at risk, but this is what, this is what I, I mean, this is what I mean.
[00:19:36.210 --> 00:19:37.672]  I mean, you can put out anything you want.
[00:19:37.932 --> 00:19:39.433]  You know how evil CPS is?
[00:19:39.593 --> 00:19:40.654]  How they violate rights?
[00:19:41.114 --> 00:19:42.616]  We're getting in a lot of trouble, by the way.
[00:19:42.876 --> 00:19:45.158]  You think, let me ask you this, Alex, do you think
