[00:00:21.570 --> 00:00:22.710]  Welcome, ladies and gentlemen.
[00:02:04.509 --> 00:02:08.850]  Supposedly, the general public's not even going to notice that they're using the same reasons again.
[00:02:09.310 --> 00:02:18.852]  But even if you just want to stay on the surface of this issue, you can't build up dictators, play chess with them, and then get upset when they turn out to not be your friends in the end.
[00:02:19.232 --> 00:02:21.213]  You don't trust dictators in the first place.
[00:02:21.233 --> 00:02:26.394]  We shouldn't be putting them in and trying to do all these Arab Spring things for decades and decades.
[00:02:26.794 --> 00:02:45.180]  Now of course it's a fact that Donald Rumsfeld met with Saddam Hussein back in the 80s when Iraq was at war with Iran and we wanted to support that war and make sure they killed at least a million people and so Rumsfeld sold him WMDs and chemical weapons and all that stuff and later it kind of became a problem.
[00:02:45.580 --> 00:02:53.747]  Well, maybe it's a problem with Iran, too, because when the Shah was in power, we were helping him build nuclear reactors, and now it's somehow not acceptable.
[00:02:54.127 --> 00:03:01.534]  Well, you gotta factor that into your strategy that your friends and allies are gonna get kicked out of power, or they're gonna go bad on you.
[00:03:03.217 --> 00:03:03.997]  It's just absurd.
[00:03:04.698 --> 00:03:22.049]  You know, it's gallows humor because I hope this war doesn't happen, but of course this war is spiraling into a regional at least war and quite possibly the third over world war as Syrian opposition seeks to wipe the Assad name off the map via Google.
[00:03:22.489 --> 00:03:33.376]  Now we know these tech companies have given a great deal of support to the whole Arab Spring and all the Western backed intervention in that Middle East region and here's just sort of more evidence of it.
[00:03:33.716 --> 00:03:41.782]  They're taking the Assad name off of the map just as places like the Czech Republic did on the streets removing their signs during the Velvet Revolution.
[00:03:42.262 --> 00:03:47.163]  So Russia would become disoriented back in the low-tech days and not be able to find their way around.
[00:03:47.783 --> 00:03:49.544]  Well, I guess this is not really like that.
[00:03:49.564 --> 00:03:58.546]  It's kind of more of a propaganda thing to let Assad know that he's been surrounded and that the technology giants are backing the regime change and pushing us into war.
[00:03:58.906 --> 00:04:10.709]  But the reports in the Washington Post, anti-government activists in recent weeks have used a Google crowdsourcing program, MapMaker, to rename key streets, bridges, and boulevards after the revolutionary heroes.
[00:04:11.149 --> 00:04:33.380]  According to oppositional figures in the Syrian government, the idea, activists say, has been to expunge the vestiges of the Assad family's 40-year rule and to commemorate protesters who have fallen over the course of the 11-month-old uprising, and to make sure that al-Qaeda is used to bring the country down and make sure that al-Qaeda is always our ally when we pretend they're our enemy to the American public.
[00:04:33.880 --> 00:04:36.822]  Of course I'm ranting and it's not like I'm saying Assad is good.
[00:04:36.882 --> 00:04:39.744]  I really don't like dictatorships as a form of government.
[00:04:40.025 --> 00:04:43.107]  But this is about Syria being a domino.
[00:04:43.627 --> 00:04:46.730]  Specifically a domino to topple another domino and on and on.
[00:04:47.070 --> 00:04:47.991]  That's what this is about.
[00:04:48.051 --> 00:04:52.374]  It doesn't have anything to do with the issues of Syria or what its people actually want.
[00:04:52.914 --> 00:05:06.706]  This is a fomented false revolution to prevent real revolutions from spreading across the world so that the empires who work in conjunction, the kind of multipolar Bilderberg people, can keep their client states in check.
[00:05:07.266 --> 00:05:09.728]  And there are other ways of keeping clients in check.
[00:05:09.848 --> 00:05:11.450]  One of them is the World Bank.
[00:05:12.130 --> 00:05:14.693]  It's a twin organization, of course, of the IMF.
[00:05:15.313 --> 00:05:20.818]  Both were set up in the waning years of World War II before the victor was officially decided.
[00:05:21.458 --> 00:05:44.691]  At the Bretton Woods Conference and it went with all those financial agreements but what the IMF really does is set conditionalities on third world countries primarily and keep them in the empire even as particularly the British Empire was running out of money, was forced to formally relinquish control over many of those regions but wanted to of course keep the maximum influence in all those areas.
[00:05:45.071 --> 00:05:57.654]  The IMF and the World Bank were a great vehicle to make that happen because they could give loans to those countries, knowing the countries could never pay them back, and meanwhile impose their dream police state provisions on the countries.
[00:05:57.734 --> 00:06:12.658]  Low wages, you know, factory slave work, super globalization policies, infrastructure takeover, and of course privatization of all the resources for the corporate interests around the world who are hooked up with the larger system.
[00:06:13.158 --> 00:06:21.300]  Now, with that said, World Bank President Robert Zoellick, appointed in the final years of President Bush, is planning to step down in June.
[00:06:21.860 --> 00:06:34.842]  And there's a toss-up between if Hillary Clinton might take the post, or if Larry Summers might take the post, or if it would be some other tool puppet who's going to help to impose harsh things on various parts of the world.
[00:06:34.862 --> 00:06:37.603]  Of course, now the IMF and World Bank are being used in Europe.
[00:06:38.263 --> 00:06:40.485]  I'm sure it'll come to America in due time.
[00:06:40.805 --> 00:06:41.606]  But who's better?
[00:06:41.966 --> 00:06:58.759]  Hillary Clinton as Secretary of State, head of the State Department, committed since 1974 to Henry Kissinger's depopulating the third world as the greatest number one strategy through the guise of food aid, food as a weapon, or pushing vaccines on countries
[00:06:59.139 --> 00:07:01.742]  She's great at that, so she would be very good at the World Bank.
[00:07:01.762 --> 00:07:10.290]  They also like to push vaccines and use that kind of thing as a conditionality for aid, all the micro-lending schemes they do.
[00:07:10.750 --> 00:07:14.294]  On the other hand, Larry Summers is very good at screwing people over.
[00:07:14.694 --> 00:07:15.634]  We're good to go.
[00:07:37.702 --> 00:07:50.765]  That is until I did some more digging on Larry Summers and I think I've got to go with him because he was already at the World Bank as the chief economist in 1991 and well, that was the Bush years, wasn't it?
[00:07:51.621 --> 00:07:55.403]  The first Bush, and he has a little scandal, which I think is kind of nice.
[00:07:55.443 --> 00:07:57.063]  This would be good for the third world.
[00:07:57.404 --> 00:07:58.624]  Now I'm being sarcastic.
[00:07:58.744 --> 00:08:03.826]  He has responded to the controversy over this memo after it leaked, saying it was sarcastic.
[00:08:03.926 --> 00:08:15.832]  It's really very nasty and really reveals the globalist mindset, how much they hate humanity, hate the third world, and want to use their corporate takeover model to really kill off a lot of people too.
[00:08:16.232 --> 00:08:17.993]  Now, this is known as the Summers Memo.
[00:08:18.013 --> 00:08:20.434]  You can look it up on Wikipedia and other entities.
[00:08:21.435 --> 00:08:23.897]  It was disseminated in 1991.
[00:08:24.297 --> 00:08:28.241]  Larry Summers signed it along with Lant Pritchett.
[00:08:28.961 --> 00:08:31.224]  Lant Pritchett is allegedly the guy who wrote it.
[00:08:31.324 --> 00:08:41.693]  Anyway, it reads, Dirty Industries, just between you and me, shouldn't the World Bank be encouraging more migration of dirty industries to the least developed countries?
[00:08:42.094 --> 00:08:43.435]  I could think of three reasons.
[00:08:43.875 --> 00:08:51.384]  The first, the measurement of cost of health-impairing pollution depends on the foregone earnings from increased morbidity and mortality.
[00:08:51.704 --> 00:08:57.611]  You mean how they get everyone sick with cancer and then milk the medical treatment money out of people in the West?
[00:08:58.712 --> 00:09:13.761]  That strategy is not really good for the developing world, and so Larry Summers and his buddy Lampritchett get more into this whole sarcastic philosophy of how you can't poison them long-term in the developing parts of the world, you have to pollute them quickly.
[00:09:14.101 --> 00:09:21.745]  Now he talks about point number two, the costs of pollution are likely to be non-linear as the initial increments of pollution probably have a very low cost.
[00:09:22.145 --> 00:09:26.628]  He's always thought that the underpopulated countries in Africa are vastly under-polluted.
[00:09:27.148 --> 00:09:33.492]  In all caps, the air quality is probably vastly inefficiently low compared with Los Angeles and Mexico City.
[00:09:33.532 --> 00:09:36.674]  So they should put more toxic pollution in these countries.
[00:09:37.194 --> 00:09:51.724]  And he gets to the fact that it would be hard to trade more into this point of how, in number three, when they have a mortality rate under age of five at 200 per thousand, it's kind of hard to milk money on things like prostrate cancer out of them.
[00:09:52.704 --> 00:09:55.266]  It's better to pollute them more in the short term.
[00:09:55.726 --> 00:10:21.361]  Then he concludes this little tongue-in-cheek memo about poisoning the third world and wreaking the profits with, "...the problem with the arguments against all these proposals, for more pollution in the least developed countries, including intrinsic rights to certain goods, moral reasons, social concerns, lack of adequate markets, etc., could be turned around and more or less effectively used against every bank proposal for liberalization."
[00:10:21.781 --> 00:10:25.122]  And yeah, that form of trade liberalization is very predatory.
[00:10:25.542 --> 00:10:28.783]  It's not good for the actual people of these least developed countries.
[00:10:29.143 --> 00:10:35.805]  It's only really good for the predator class that wants to totally exploit those countries while keeping them under the larger wing of the empire.
[00:10:36.165 --> 00:10:41.767]  And of course, a lot of these very predatory dynamics are outlined in John Perkins' book, Confessions of an Economic Hitman.
[00:10:42.387 --> 00:10:50.289]  You can also pretty much understand it by watching documentaries like Life Plus Debt, about how the IMF was used to further destroy Jamaica.
[00:10:50.749 --> 00:10:57.595]  Really put it into just completely unsustainable debt as they preach to the world about sustainable environments, sustainable economies.
[00:10:58.076 --> 00:11:11.969]  Anyway, so in a skexy sort of manner, I say we do nominate Larry Summers for World Bank President because he did such a good job as economic chief there and really showed his love for the third world and the people there.
[00:11:12.429 --> 00:11:20.699]  Now, in sort of related news, because Larry Summers is on Obama's Economic Council, Obama on failed promise to cut deficit in half.
[00:11:21.080 --> 00:11:23.163]  Recession turned out to be a lot deeper.
[00:11:24.284 --> 00:11:28.710]  Oh, he didn't know, he thought things were going to improve, but it turns out they're not really going to improve.
[00:11:29.170 --> 00:11:34.332]  Well, we're not there because this recession turned out to be a lot deeper than any of us realized.
[00:11:34.412 --> 00:11:39.535]  Obama said about his inability to cut the deficit in half in an interview.
[00:11:40.175 --> 00:11:44.377]  And, well, didn't they tell him his job is just to distract everyone while they
[00:11:45.157 --> 00:12:03.283]  You know, successfully complete the total implosion and consolidation of wealth operation, the greatest transfer of wealth in all of history, the looting of the middle class, the squeezing of the middle class, the further deprecating of the poverty class, the increase of the gap between the super wealthy and everyone else.
[00:12:03.783 --> 00:12:05.024]  Yeah, good job Obama.
[00:12:05.044 --> 00:12:10.425]  Just keep telling them it's going to be alright and don't look at the man behind the curtain, whatever you do.
[00:12:11.006 --> 00:12:11.566]  And of course,
[00:12:12.694 --> 00:12:25.465]  A lot of people have wondered how Truth could have ever been aired in the first place on a mainstream, uh, mainstream, M-E-M-E, uh, regurgitated propaganda media channel like Fox News.
[00:12:25.565 --> 00:12:30.669]  Well, now we sort of have our answer as Napolitano's show has been cancelled, Judge Napolitano.
[00:12:31.110 --> 00:12:34.313]  So long America, only truthful mainstream news show.
[00:12:34.753 --> 00:12:35.454]  Let's go.
[00:12:50.794 --> 00:12:53.155]  Even the Revolutionary Battle was not won easily.
[00:12:53.495 --> 00:12:54.755]  There was never a majority.
[00:12:54.775 --> 00:12:59.256]  It was always that tireless minority that John Adams talked about.
[00:12:59.636 --> 00:13:11.540]  He said, The judge closed the last edition of Freedom Watch in the same way he normally does, with a message regarding adherence to the vision of the Founding Fathers and the hard-fought liberties protected by the Bill of Rights and the Constitution.
[00:13:11.920 --> 00:13:19.642]  Napolitano flagged up the fact that only a third of Americans supported the Revolution, and another third expressed no interest in the matter.
[00:13:20.242 --> 00:13:22.664]  Now it's 90%, but we've got to make do with what we can.
[00:13:23.005 --> 00:13:33.774]  In a clear message to his critics, the judge noted the Founding Fathers risked their lives, their fortunes, and their sacred honor, but they were not saints, and originally their cause was not popular.
[00:13:34.355 --> 00:13:37.558]  And freedom is popular in the hearts of men and women today.
[00:13:37.838 --> 00:13:39.900]  People are learning and rediscovering liberty.
[00:13:39.980 --> 00:13:41.862]  Judge Napolitano did play a part in that.
[00:13:42.222 --> 00:13:42.923]  We shouldn't give up.
[00:13:42.963 --> 00:13:44.924]  We've had so many victories already.
[00:13:45.305 --> 00:13:55.053]  We've got to realize that, but we've got to use the power of the internet and the other new media techniques, while they're still at our hands, to make sure that message is heard by everyone.
[00:13:55.093 --> 00:14:05.521]  Whether they ignore it, whether they curse it and laugh at it and scoff at it, or whether they take heed and start taking action, like so many of our viewers have done, we are going to win this battle.
[00:14:05.921 --> 00:14:11.326]  And Napolitano will keep doing his part, but the part on Fox News, apparently, is coming to an end.
[00:14:12.529 --> 00:14:17.598]  Another alarming item, Prepper declared mentally defective, put on FBI list.
[00:14:20.339 --> 00:14:47.473]  David Sardi, you may have seen him if you're in the TV watching culture, I no longer am, on Doomsday Prepper, the popular National Geographic show, and he went in to the doctor, he's a very large guy, may have had a lot of heart problems, I've heard about him having breathing problems, and it says, when Sardi refused to have tubes inserted, Olivier, his doctor, insinuated that he would be suicidal and insisted on Sardi going to the emergency room.
[00:14:47.933 --> 00:14:56.696]  Sardi refused and left the hospital, but within 15 minutes of arriving at his home, police arrived at his house and forcibly took him to the emergency room.
[00:14:57.236 --> 00:15:05.738]  When Sardi later attempted to purchase a Glock 21 firearm, he was flagged by the National Instant Criminal Background Check System and refused the sale.
[00:15:06.119 --> 00:15:13.741]  When he appealed, he received a letter from the FBI stating that he had been declared mentally defective and was not allowed to own firearms.
[00:15:14.241 --> 00:15:16.303]  Now, there's a few elements to this story.
[00:15:16.423 --> 00:15:27.651]  Are they trying to send a message to people in the Prepper or near the Prepper community out there that they won't be allowed to do what they're doing to try to discourage people from joining this community?
[00:15:28.111 --> 00:15:28.551]  I don't know.
[00:15:28.692 --> 00:15:36.137]  All I know is I've seen the YouTube from David Stardy, his account of the story, and he says the doctor was trying to insinuate he was suicidal.
[00:15:36.157 --> 00:15:38.739]  He told him, no, I'm not suicidal, I'm a Christian.
[00:15:39.139 --> 00:15:40.961]  My ethics don't allow me to commit suicide.
[00:15:41.001 --> 00:15:42.302]  I'll never commit suicide.
[00:15:42.622 --> 00:15:49.888]  But he was put on this mentally defective list anyway, taking away his un-infringable Second Amendment right.
[00:15:50.248 --> 00:16:00.357]  And he's gone on to say he really almost lost interest in doing his prep work, saying he even has nothing to live for if he doesn't have his right to bear arms.
[00:16:01.818 --> 00:16:07.543]  Whatever you may think of this real interesting character who's being broadcast on TV, he's got a point.
[00:16:07.643 --> 00:16:10.705]  I mean, there's something fundamental about that right to bear arms.
[00:16:11.005 --> 00:16:12.787]  We can all see the tyranny closing in.
[00:16:13.107 --> 00:16:16.850]  It's very disturbing they're doing this because they're going to be doing it to a lot of returning veterans.
[00:16:17.330 --> 00:16:18.570]  And a lot of other people too.
[00:16:19.411 --> 00:16:25.632]  Anyone who expresses the interest to seek help for trauma, to call those hotlines.
[00:16:25.652 --> 00:16:30.454]  You may have seen the case this week where a returning veteran did call one of these help hotlines.
[00:16:30.794 --> 00:16:34.035]  He said he wasn't even suicidal, wasn't even talking about that on the phone.
[00:16:34.415 --> 00:16:37.016]  Suddenly the police showed up at his house to disarm him.
[00:16:37.036 --> 00:16:44.018]  I mean this is scary stuff and they're going to try to bring all these war-weary troops back home and really
[00:16:44.938 --> 00:16:47.080]  Disenfranchise them from the Second Amendment right?
[00:16:47.120 --> 00:16:50.422]  That is another big sneak attack on the Second Amendment.
[00:16:50.742 --> 00:16:53.444]  Everyone should watch for that and we should try to fight against that trend.
[00:16:53.464 --> 00:16:57.747]  Because, as you can see, it's going to be matched up on the FBI criminal background check.
[00:16:58.308 --> 00:16:59.609]  Really disturbing times we're in.
[00:17:00.009 --> 00:17:03.051]  Now, back on January 27th, I had to check the date.
[00:17:03.191 --> 00:17:10.856]  I did kind of an in-depth report on Bill Gates, because everyone's wondering, why does Bill Gates have 500,000 shares in Monsanto?
[00:17:11.257 --> 00:17:14.679]  Why has he suddenly become so obsessed with GMO crops?
[00:17:15.339 --> 00:17:23.585]  Why do he and the Rockefeller Foundation have the new AgriPartnership to push GMO in Africa and other parts of the third world?
[00:17:23.945 --> 00:17:26.247]  Well, the story goes even deeper than I realized.
[00:17:26.727 --> 00:17:42.012]  Back five years ago when I was doing research with Alex on Endgame, Alex told me about how it wasn't just Bill Gates, it was his father, William Gates Sr., who had been a board member of Planned Parenthood for years and years and years, for many decades.
[00:17:42.572 --> 00:17:44.814]  And I did that research at the time.
[00:17:44.854 --> 00:17:48.636]  I forgot about a lot of this, though, and I went back, found the article that's linked.
[00:17:48.656 --> 00:17:50.838]  You can find it for yourself off of Wikipedia.
[00:17:51.198 --> 00:17:53.779]  Salon from 1998, January 29, 1998.
[00:17:54.860 --> 00:17:56.942]  Is Bill Gates a closet liberal?
[00:17:57.322 --> 00:18:00.884]  And the point of this article is not whether or not Bill Gates is a, quote, liberal.
[00:18:00.924 --> 00:18:03.706]  He's a New World Order minion for depopulation.
[00:18:04.066 --> 00:18:04.927]  That's what you need to know.
[00:18:05.347 --> 00:18:30.607]  But what's interesting in the article is that before Bill Gates left Microsoft and even set up the Bill and Melinda Gates Foundation, which is now the largest foundation, it's as powerful as government, he's just coming up with all these policies, everything from global seed vaults to geoengineering funds, all kinds of just really wild stuff, making his own policy, and it's taking effect on the whole world.
[00:18:31.388 --> 00:18:32.429]  Well, there's a reason.
[00:18:32.529 --> 00:18:37.132]  It's because his father, William Gates Sr., is deeply into eugenics as well.
[00:18:37.492 --> 00:18:40.154]  For some reason, all these technology people are.
[00:18:40.874 --> 00:18:47.359]  If you could pull up the founders list, the foundations who have donated large amounts of money to population control.
[00:18:47.879 --> 00:18:48.260]  I think so.
[00:19:05.720 --> 00:19:10.986]  All giving money to eugenics, to population control measures, trying to bring down the population rates.
[00:19:11.307 --> 00:19:13.209]  Of course, the Rockefeller Foundation is there.
[00:19:13.249 --> 00:19:18.735]  The Ted Turner Foundation, who said we should have a 95% reduction of humanity.
[00:19:19.096 --> 00:19:24.042]  And of course, George Soros' Open Society Institute donating to depopulation measures.
[00:19:25.323 --> 00:19:32.773]  You probably heard about how they all met in secret at the Secret Billionaires Club in a bid to overturn the population.
[00:19:32.813 --> 00:19:34.736]  They met at the Rockefeller University.
[00:19:34.756 --> 00:19:36.558]  It was all covered up in the media.
[00:19:37.591 --> 00:19:54.448]  Well, anyway, I am rambling here, but the point is Bill Gates' father, before Bill Gates started the Bill and Melinda Gates Foundation, had his own foundation, the William H. Gates III Foundation, and he was giving money to GMO crops back in the mid and late 90s.
[00:19:55.029 --> 00:19:58.272]  He gave at least $12 million to the University of Washington.
[00:19:58.292 --> 00:19:59.654]  They're from the Seattle area.
[00:20:00.214 --> 00:20:06.096]  To lure in the leading biotech professor and scientist at the time, Leroy Hood.
[00:20:06.516 --> 00:20:14.819]  He is, or at least was at the time, the William H. Gates III, Chair of the UW Biotechnology Department.
[00:20:15.339 --> 00:20:20.684]  And they spent all this money to build a brand new facility to bring biotech into the mainstream.
[00:20:21.104 --> 00:20:23.387]  So why is Bill Gates now pushing GMO?
[00:20:23.727 --> 00:20:25.529]  Your answer is right here in plain sight.
[00:20:25.569 --> 00:20:27.130]  They've been part of it for a long time.
[00:20:27.470 --> 00:20:29.512]  I've studied the Bilderberg membership list.
[00:20:29.792 --> 00:20:33.616]  Bill Gates' father attended Bilderberg meetings before even Bill Gates did.
[00:20:33.696 --> 00:20:36.058]  Bill Gates himself has been there multiple times.
[00:20:36.499 --> 00:20:38.540]  Other people from Microsoft have repeatedly
[00:20:39.181 --> 00:20:45.886]  Been to Bilderberg meetings, and if I'm not mistaken, even his wife, Melinda Gates, has been to the Bilderberg meetings.
[00:20:45.946 --> 00:20:47.908]  Of course, Rockefeller is there every year.
[00:20:48.248 --> 00:20:57.855]  They coordinate all these depopulation efforts, and they spend a lot of money, as I covered on the January 27th program, paying media to give them positive coverage.
[00:20:58.395 --> 00:20:59.916]  And they're just behind it all.
[00:21:00.277 --> 00:21:02.659]  It's interesting to note that William Gates Sr.,
[00:21:04.463 --> 00:21:15.887]  Also was involved for decades with the PATH program, that's the Program for Appropriate Technology in Health, which is one of the leading euphemism agencies for eugenics.
[00:21:16.248 --> 00:21:20.089]  He was also involved in donating to the Alan Guttmacher Institute.
[00:21:20.169 --> 00:21:27.672]  Alan Guttmacher is a former Planned Parenthood executive, then spun off and had his own foundation pushing these population issues.
[00:21:28.132 --> 00:21:37.998]  He was involved with donating to the Department of Population Dynamics at Johns Hopkins University, millions of dollars there, and just everything to do with reproductive health and family planning.
[00:21:38.278 --> 00:21:49.225]  And here again is this Salon article by author Andrew Leonard back in 1998, talking about how billionaires have always had a fond spot in their hearts for population control.
[00:21:49.525 --> 00:21:52.226]  Name's Ted Turner, name's Warren Buffett, and
[00:21:53.587 --> 00:22:00.431]  George Soros, they're all part of the same club, the Good Club, where they meet with Oprah Winfrey to try to bring down the world population.
[00:22:00.751 --> 00:22:13.017]  But whatever you call it, the article goes on to say, population control or, quote, family planning, all buzz terms they coin at various UN agenda meetings and everything else, isn't just a billionaire fad for the Gates family.
[00:22:13.317 --> 00:22:14.618]  They are dedicated to it.
[00:22:14.898 --> 00:22:15.798]  Bill Gates Sr.
[00:22:15.879 --> 00:22:22.122]  was on the National Board of Planned Parenthood and was instrumental in getting the Gates Foundation grant for Johns Hopkins.
[00:22:22.862 --> 00:22:24.324]  And so there you have it.
[00:22:24.364 --> 00:22:28.488]  They've been deeply involved in population control measures for decades.
[00:22:30.129 --> 00:22:31.251]  And it's just a fact.
[00:22:31.671 --> 00:22:34.033]  And why are all these tech companies involved in eugenics?
[00:22:34.153 --> 00:22:34.554]  I don't know.
[00:22:34.994 --> 00:22:45.385]  IBM was involved in Hitler's eugenics program where they put the tattoos on the concentration camp victims and ran the matrix system using the punch card holler system at the time.
[00:22:45.805 --> 00:22:52.413]  So for whatever reason, Hewlett Foundation, Packard Foundation, Gates Foundation, so many of them are involved.
[00:22:52.853 --> 00:23:01.864]  And there's another thing too, because you heard about how the high fructose corn syrup was rebranded as corn sugar, because there's been so much opposition in the public.
[00:23:01.884 --> 00:23:03.346]  We've had so many victories.
[00:23:03.766 --> 00:23:07.887]  Spreading information about all the poisons are putting into modern food products.
[00:23:08.427 --> 00:23:10.108]  We've covered the aspartame at length.
[00:23:10.408 --> 00:23:11.748]  We covered the water fluoridation.
[00:23:11.768 --> 00:23:13.549]  We're having a lot of victories there, too.
[00:23:14.029 --> 00:23:24.872]  And the corn associated people have had to back off from that branded name high fructose corn syrup and had to rebrand it as corn sugar to try to stop the opposition to at least slow it.
[00:23:25.233 --> 00:23:27.633]  Now GMO crops are trying to do the same thing.
[00:23:28.013 --> 00:23:28.834]  That Monsanto
[00:23:30.354 --> 00:23:36.017]  Leviathan, we thought we couldn't slow, is getting the pressure because Bill Gates is in this clip.
[00:23:36.617 --> 00:23:40.439]  Mike Adams, our friend at Natural News, covered it today in a video.
[00:23:40.739 --> 00:23:47.522]  And he's on ABC News, one of his paid media partners, where they portray him literally as a saint and tell how he's saving lives.
[00:23:47.542 --> 00:23:55.246]  But over time, yes, countries will need to look at specific GMO products like they look at drugs today.
[00:23:55.834 --> 00:23:57.595]  Where they don't approve them all.
[00:23:57.635 --> 00:24:05.601]  They look hard at the safety and the testing and they make sure that the benefits far outweigh any of the downsides.
[00:24:05.641 --> 00:24:14.128]  And so the sophistication that we have in drug approval, even the poor countries, to avoid starvation,
[00:24:14.764 --> 00:24:16.967]  We'll want to have that for crops as well.
[00:24:17.207 --> 00:24:29.263]  And that's just a little short snippet from a long interview from a paid media partner from Bill Gates, the foremost patron saint of our time, saving lives around the world by pushing GMOs on everyone.
[00:24:30.024 --> 00:24:45.953]  I think he probably likes the fact that so many farmers commit suicide when they can't even afford the seeds, let alone all the eugenics effects of the seed itself, of all the GMO crops, the cancer and sterility and organ failure that's been shown in study after study, but he keeps pushing it just like vaccines.
[00:24:46.433 --> 00:24:58.680]  Anyway, we're going to leave you with a special video premiere that Alex has put together called America, Land of the Snitch, and of course the interview with Adam Kokesh is also coming up, but first we'll give you the quote of the day.
[00:24:59.873 --> 00:25:03.595]  Our society is run by insane people for insane objectives.
[00:25:04.016 --> 00:25:10.960]  I think we're being run by maniacs for maniacal ends, and I think I'm liable to be put away as insane for expressing that.
[00:25:11.240 --> 00:25:12.441]  That's what's insane about it.
[00:25:12.801 --> 00:25:13.802]  That was John Lennon.
[00:25:14.602 --> 00:25:15.983]  And then later they assassinated him.
[00:25:16.123 --> 00:25:19.325]  And now we leave you to the intro to Alex's new mini-documentary film.
[00:25:34.637 --> 00:25:48.221]  Even though I'm just a lowly person and aren't part of the greater supreme homeland of people in black uniforms that I look up to, I'm still part of the federal family that Janet talks about because I snoop for them.
[00:25:48.842 --> 00:25:50.422]  And that's what America's about.
[00:25:50.862 --> 00:25:52.743]  Total schizophrenic paranoia.
[00:25:55.051 --> 00:25:57.233]  And the terrorists are hiding under every table.
[00:25:59.174 --> 00:26:03.517]  Just think, they all look normal, but you know any of them could be a terrorist.
[00:26:04.598 --> 00:26:05.899]  Don't trust the public.
[00:26:06.239 --> 00:26:11.603]  Only trust Janet, Big Sis, Napolitano, and Homeland Security.
[00:26:11.643 --> 00:26:12.784]  That's what I've learned.
[00:26:13.525 --> 00:26:14.405]  And that's what I do.
[00:26:17.543 --> 00:26:20.250]  Yeah, it's in the Communities Against Terrorism alerts.
[00:26:20.792 --> 00:26:22.115]  They put out hundreds of them.
[00:26:22.476 --> 00:26:25.424]  They say people wearing blue jeans are using cell phones with the terrorists.
[00:26:26.368 --> 00:26:37.296]  I work at a local internet cafe, coffee shop, and they told me that there were people doing stuff like trying to have privacy or using voice over IP or communicating through PC games.
[00:26:37.816 --> 00:26:39.837]  Man, there's nothing these terrorists won't do.
[00:26:40.278 --> 00:26:44.160]  But the number one thing they said was they use cash or credit cards.
[00:26:44.681 --> 00:26:46.262]  That's the really scary part.
[00:26:46.682 --> 00:26:54.007]  There's a lot of them come in there, a lot of them using cash, and some of them even want to be anonymous and have privacy when they're
[00:27:02.098 --> 00:27:04.761]  There's so many people using cell phones.
[00:27:05.421 --> 00:27:10.145]  There's so many people who've got screen blockers so I can't remember what they're saying.
[00:27:10.166 --> 00:27:12.668]  There's even more using cash.
[00:27:13.889 --> 00:27:14.510]  The terrorists.
[00:27:14.550 --> 00:27:17.372]  The terrorists are everywhere.
[00:27:33.507 --> 00:27:36.989]  Trust no one but Janet Dunne, be it old Apolitano.
[00:27:37.950 --> 00:27:38.790]  No one but her.
[00:27:42.113 --> 00:27:44.734]  You've always wanted to be part of an elite team.
[00:27:47.096 --> 00:27:48.857]  You got responsibilities now.
[00:27:50.718 --> 00:27:52.800]  Now get out there and start spying.
