[00:00:03.442 --> 00:00:03.482]  Oh,
[00:03:52.393 --> 00:03:54.554]  Today it is still the base of the U.S.
[00:03:54.594 --> 00:03:55.615]  Consulate in Germany.
[00:03:55.976 --> 00:04:00.280]  It is also the base of occupied Germany back in the Soviet era.
[00:04:00.760 --> 00:04:03.523]  Now, these documents come out of the private library.
[00:04:03.583 --> 00:04:05.204]  They're marked not for distribution.
[00:04:05.244 --> 00:04:05.644]  They're marked
[00:04:06.425 --> 00:04:12.829]  Confidential they are marked protected by copyright law, but they're leaked anyway We're gonna break them to you.
[00:04:12.849 --> 00:04:18.673]  They come out of senator Fred Harris's collection He is a Democrat out of Oklahoma still alive.
[00:04:18.713 --> 00:04:36.165]  I believe it is in his early 90s Ended up being a two-term senator, but here he was in 1966 two years after being brought in just on the heels of JFK's assassination in 1964 he was groomed very early on to be a Bilderberg member and
[00:04:36.605 --> 00:04:42.768]  He, of course, was on the Senate Subcommittee on National Security and other branches.
[00:04:42.828 --> 00:04:50.571]  He was engaged in a study on the North Atlantic Treaty Organization and was on a subcommittee in the Senate which related to that.
[00:04:50.991 --> 00:04:56.293]  Now, that's why he was brought there because that was the major topic of the 1966 meeting.
[00:04:56.673 --> 00:04:57.553]  Now, let's start here.
[00:04:57.754 --> 00:05:03.476]  We've got personal and strictly confidential, not for publication either in whole or in part.
[00:05:03.996 --> 00:05:10.285]  From the collection of the Honorable Fred Harris, Bilderberg Meetings, Wiesbaden Conference, March 25th, 1966.
[00:05:10.465 --> 00:05:17.715]  Yes, they used to have these meetings in March rather than late May, June when they now currently have them.
[00:05:18.641 --> 00:05:26.766]  And so right here we have a signed copy of the invitation to Senator Fred Harris out of Oklahoma signed by the Prince of the Netherlands.
[00:05:26.806 --> 00:05:28.967]  He of course is the founder of Bilderberg.
[00:05:29.287 --> 00:05:34.430]  He was inspired to create the group by this man right here, Dr. Joseph Redinger.
[00:05:34.771 --> 00:05:35.791]  He was a Jesuit.
[00:05:36.111 --> 00:05:36.592]  He was a
[00:05:37.872 --> 00:05:40.294]  Advocate of the secret steering groups.
[00:05:40.694 --> 00:05:45.437]  Now Bilderberg itself you have to understand came out of the Cecil Rhodes roundtable model.
[00:05:45.757 --> 00:05:48.239]  Cecil Rhodes was one of these great robber barons.
[00:05:48.299 --> 00:05:50.400]  He basically conquered much of Africa.
[00:05:50.721 --> 00:05:56.845]  He created a false flag through the newspapers he owned in what used to be four territories in South Africa.
[00:05:57.225 --> 00:05:58.766]  He created the Boer War.
[00:05:58.826 --> 00:06:03.389]  He started up himself personally using his top very influential friends
[00:06:03.729 --> 00:06:06.272]  They created conflict that led to Boer Wars No.
[00:06:06.292 --> 00:06:07.053]  1 and No.
[00:06:07.073 --> 00:06:09.215]  2 in the state we now know as South Africa.
[00:06:09.515 --> 00:06:21.407]  He was hailed as a hero by the Queen, given all kinds of awards and designations, but more importantly, he worked with Victor Rothschild and other members, I'm sorry, yes, of the Rothschild family to set up
[00:06:22.048 --> 00:06:25.811]  These secret steering groups, the Cecil Rhodes roundtables.
[00:06:26.291 --> 00:06:29.373]  This became, in the United States, the Council on Foreign Relations.
[00:06:29.413 --> 00:06:32.835]  This became, in the UK, the Royal Institute on International Affairs.
[00:06:33.196 --> 00:06:35.857]  The other Western countries had their counterparts as well.
[00:06:36.278 --> 00:06:40.501]  Now, today, we see Russia having a Russian Institute on International Affairs.
[00:06:40.901 --> 00:06:42.342]  China now has a branch.
[00:06:42.822 --> 00:06:48.366]  And they steer so much of policy by meeting partially in public, partially in secret,
[00:06:48.826 --> 00:06:49.487]  We're good to go.
[00:07:04.560 --> 00:07:12.323]  The address for Prince of the Netherlands, that is Prince Bernhard, today his daughter, Queen Beatrix of the Netherlands, continues his legacy at Bilderberg.
[00:07:12.363 --> 00:07:13.463]  He sent it out in December 1965.
[00:07:13.583 --> 00:07:24.467]  I have the honor to invite you to the next Bilderberg meeting, which will be held at the Hotel Nasserhof at Wiesbaden, Germany, 25, 26, 27 March 1966.
[00:07:26.188 --> 00:07:28.649]  Then on page two, he lists the agenda.
[00:07:29.049 --> 00:07:31.350]  It's quite short, but extremely important.
[00:07:31.770 --> 00:07:34.252]  Should NATO be reorganized and if how?
[00:07:34.632 --> 00:07:40.176]  And point number two, the future of world economic relations, especially between industrial and developing countries.
[00:07:40.577 --> 00:07:43.919]  We'll get to that in just a moment, but first I'll show you a few exhibits.
[00:07:44.800 --> 00:07:46.281]  Among these are the letters
[00:07:46.861 --> 00:07:50.923]  Inviting Senator Harris, explaining the travel arrangements and more.
[00:07:51.304 --> 00:07:54.245]  They come from the head of the U.S.
[00:07:54.325 --> 00:07:55.386]  branch of Bilderberg.
[00:07:55.506 --> 00:07:58.507]  It was Joseph E. Johnson in the 60s.
[00:07:58.908 --> 00:08:02.089]  Notice the letterhead, Carnegie Endowment for International Peace.
[00:08:02.490 --> 00:08:03.590]  A very important body.
[00:08:03.690 --> 00:08:11.995]  All these robber barons of the early 20th century were hated by the public for monopolizing industry and for lording it over the people.
[00:08:12.435 --> 00:08:17.337]  They're Pinkerton forces, in the case of the Rockefellers, killed people for going on strike, etc.
[00:08:17.637 --> 00:08:26.701]  But they learned how to use the growing PR mechanisms that Edward Bernays, Ivy Lee, and other experts set up to fool people into thinking they were helping you.
[00:08:27.061 --> 00:08:32.363]  Because they named their organizations things like PEACE, International Peace Carnegie Endowment.
[00:08:32.903 --> 00:08:33.084]  And so...
[00:08:34.545 --> 00:08:36.666]  A very important arm of Bilderberg today.
[00:08:36.767 --> 00:08:40.989]  Jessica T. Matthews heads the Carnegie Endowment, so that trend continues.
[00:08:41.370 --> 00:08:50.375]  Anyway, he's inviting the American members to the meeting, telling them what to expect, and really telling them also who they can trust and talk to within the Senate.
[00:08:50.776 --> 00:08:52.697]  You will see in different letters here.
[00:08:53.017 --> 00:08:58.741]  And that's part of the larger trend of how our Congress was infiltrated, how they took over the country from within.
[00:08:59.081 --> 00:09:01.403]  It's not the outside enemy, it's the inside
[00:09:02.938 --> 00:09:04.979]  Nefarious scheming.
[00:09:05.140 --> 00:09:08.482]  Particularly all these foundations which were later investigated in the 50s.
[00:09:08.542 --> 00:09:10.743]  They tried to have those documents destroyed.
[00:09:11.064 --> 00:09:13.045]  People like Isserby did not let that happen.
[00:09:13.445 --> 00:09:15.947]  Thankfully, we have many of those documents now.
[00:09:16.327 --> 00:09:17.768]  Anyway, those are on file.
[00:09:17.848 --> 00:09:20.710]  Notice they come from Carnegie, First National, Citibank.
[00:09:21.190 --> 00:09:23.212]  All basically robber baron entities.
[00:09:23.752 --> 00:09:26.094]  I believe First National was connected to Rockefeller.
[00:09:26.194 --> 00:09:27.955]  If not, certainly someone important.
[00:09:28.455 --> 00:09:29.436]  I will set those aside.
[00:09:31.308 --> 00:09:32.429]  And we have hundreds of documents.
[00:09:32.449 --> 00:09:37.153]  You'll have to forgive me for trying to organize these on the air because there's so many.
[00:09:37.593 --> 00:09:47.201]  But, of course, we have here a lot of the handwritten notes from Senator Fred Harris inside the 1966 Bilderberg Conference.
[00:09:47.502 --> 00:09:51.905]  He's got headers here for each of the countries as they spoke and the different speakers.
[00:09:52.366 --> 00:09:58.431]  He's got names, of course, for the American delegates in the case of many of the European delegates that he probably didn't know personally.
[00:09:58.511 --> 00:09:59.572]  He has either their country
[00:09:59.972 --> 00:10:00.192]  We're good
[00:10:18.370 --> 00:10:23.654]  The organizational aspects and on and on about how nationalism is what's bad.
[00:10:23.954 --> 00:10:25.696]  How nationalism is contagious.
[00:10:25.736 --> 00:10:29.979]  How nationalism is part of this pre-1914 mentality.
[00:10:30.399 --> 00:10:32.320]  Right here we have John Jay McCloy.
[00:10:32.360 --> 00:10:34.342]  He happens to be a very important figure.
[00:10:34.642 --> 00:10:38.705]  He was a member of Skull and Bones and he had a number of very high up posts.
[00:10:39.105 --> 00:10:41.547]  He was inside, of course, our governments.
[00:10:41.987 --> 00:10:46.990]  He was considered one of the wise men under JFK and Johnson and other presidents.
[00:10:47.390 --> 00:10:55.595]  He had positions including Assistant Secretary of War during World War II, but he was simultaneously a lawyer for IG Farben.
[00:10:55.895 --> 00:11:00.658]  He was responsible for policy for things like, should we bomb the trains that go to Auschwitz
[00:11:01.078 --> 00:11:03.061]  Which we now know were concentration camps.
[00:11:03.361 --> 00:11:04.683]  Well, ultimately, that didn't happen.
[00:11:04.743 --> 00:11:06.104]  And you have to ask yourself, why?
[00:11:06.184 --> 00:11:09.028]  Was it because he was connected on the inside to IG Farben?
[00:11:09.408 --> 00:11:15.796]  Where, I might add, Prince Bernhard, the founder of Bilderberg, was the head of IG Farben on the board.
[00:11:16.437 --> 00:11:28.188]  Well, it really speaks for itself because all these Skull and Bones members were caught funding the Nazi mechanism, not because they believed Hitler would conquer Europe, but because they wanted to integrate Europe by creating a boogeyman.
[00:11:28.268 --> 00:11:30.490]  At least that's what I believe after having studied it.
[00:11:30.931 --> 00:11:37.297]  When they got caught, they didn't really get caught because they had a mechanism in the Netherlands, where Prince Bernhard is from,
[00:11:37.757 --> 00:11:37.877]  We're
[00:11:59.503 --> 00:12:02.845]  And a member of the Warren Commission, so you could see some of his tentacles there.
[00:12:03.265 --> 00:12:18.915]  Anyway, in these handwritten notes from Senator Fred Harris, you see things about how DeGaulle and his nationalism could spread, how it's troubling, how nationalism stimulates nationalism, how this pre-1914 mentality is dangerous.
[00:12:19.395 --> 00:12:21.517]  He says, when you stress independence,
[00:12:22.037 --> 00:12:27.823]  Flexibility and nationalism, you're really going back to the pre-1914 mishmash.
[00:12:28.163 --> 00:12:46.120]  That again is a quote from Senator Fred Harris's handwritten notes while listening to the speeches at Bilderberg, in this case from John J. McCloy, in other cases from the other senators, from the other delegates, from the other people from this world government system they've been pursuing now for more than a century, Al DeGaulle,
[00:12:46.640 --> 00:12:59.071]  It's just repeated talk about Decaux, how the surging nationalism in France could spread to Germany, Western Germany, of course, at the time, and on and on, and how we urgently need NATO to be built up.
[00:12:59.271 --> 00:13:03.856]  That was the key, again, as I pointed out, on the agenda in the 1966 meeting.
[00:13:04.236 --> 00:13:10.561]  Here's some of the handwritten notes from the Austrian delegate, and they're all on the list right over here, I might add.
[00:13:12.163 --> 00:13:13.424]  One second while I find that list.
[00:13:16.707 --> 00:13:18.108]  At any rate, it goes on.
[00:13:18.448 --> 00:13:25.851]  Now, one of the most important delegates at this meeting was the United Auto Workers president.
[00:13:26.151 --> 00:13:27.392]  His name was Reuter.
[00:13:32.572 --> 00:13:33.733]  And his notes are coming up.
[00:13:34.254 --> 00:13:48.926]  And the point is, all the most important people inside US foreign policy, which have become very hegemonic after World War II, were part of either secret societies or connected to these world government pursuing foundations that connect to the robber barons.
[00:13:49.326 --> 00:13:51.688]  And that is really how we were taken over from within.
[00:13:51.708 --> 00:13:54.751]  I think the last two presidents in this country were clearly
[00:13:55.211 --> 00:13:56.672]  Eisenhower and JFK.
[00:13:56.993 --> 00:13:58.314]  They both had their own baggage.
[00:13:58.354 --> 00:14:00.656]  They were not perfect people by any means.
[00:14:00.676 --> 00:14:10.064]  But I think by the end, they had both begun to figure out that we were not really working for America, but a foreign offshore interest, as Alex often terms it.
[00:14:10.404 --> 00:14:12.506]  And right here we have Walter P. Reuther.
[00:14:12.546 --> 00:14:14.448]  He is the head of United Auto Workers.
[00:14:14.788 --> 00:14:18.091]  And again, here are Senator Fred Harris's notes from within that meeting.
[00:14:18.411 --> 00:14:22.415]  He says, quote, NATO is in trouble because common fears are reduced.
[00:14:23.260 --> 00:14:26.584]  And he says nationalism is dangerous.
[00:14:26.784 --> 00:14:28.286]  Nationalism is dangerous.
[00:14:28.887 --> 00:14:29.988]  Is is underlined.
[00:14:30.369 --> 00:14:31.790]  Nationalism is the problem.
[00:14:32.091 --> 00:14:37.898]  We must pursue peace, world government, building community, regionalism, some of the others say in these notes.
[00:14:38.278 --> 00:14:39.379]  And it goes on and on.
[00:14:39.419 --> 00:14:42.403]  Of course, it's going to take some time to break down the handwritten notes.
[00:14:42.483 --> 00:14:42.843]  We're good to go.
[00:14:59.694 --> 00:15:03.977]  It's David Rockefeller of the Chase Manhattan Bank and the World Empire.
[00:15:04.377 --> 00:15:11.882]  It's half a dozen or more of his emissaries and appointees at Standard Oil, at the other entities they control.
[00:15:12.343 --> 00:15:23.970]  It's important Europeans like Giovanni Agnelli of the Fiat Company, who helped build the European Union through the steel and coal community that they built and intended to grow.
[00:15:24.291 --> 00:15:29.374]  It's people like Markus Wallenberg out of Sweden, now today his son Jacob Wallenberg,
[00:15:29.514 --> 00:15:29.914]  We're good.
[00:15:52.797 --> 00:16:21.481]  Robert R. Bowie, who is a member of the CFR, who's a member of the Trilateral Commission, who attended these Bilderberg meetings, and is a John J. McCloy acolyte, who we talked about on the other segment, wrote about how NATO should be built up, how the Atlantic Alliance should be fostered, Atlantic Alliance, of course, between the United States and the European sphere, how that should not only be a military counter-threat to the Soviets, but that even if there weren't a Soviet threat, they should still use it to integrate Europe
[00:16:21.901 --> 00:16:26.283]  As they began under the Marshall Plan, the Schuman Plan, and much more.
[00:16:26.583 --> 00:16:30.224]  That's a 20-page policy paper and it's just bombshell.
[00:16:30.604 --> 00:16:39.327]  Meanwhile, at the same meeting, they met on the development of finance in the international and developed world and discussed how it would continue to be steered.
[00:16:39.668 --> 00:16:46.250]  They use these agreements to bind the developing countries so they can suck out their resources for corporate gain.
[00:16:46.790 --> 00:16:55.396]  And control the populations quite literally through food supply, through conditionalities that dictate the way the countries will develop.
[00:16:55.536 --> 00:16:57.057]  They do not have independence.
[00:16:57.117 --> 00:17:02.201]  They think national sovereignty is pure poison and that only world government is the future.
[00:17:02.501 --> 00:17:05.563]  Here's the other policy paper from the 1966 meeting.
[00:17:05.883 --> 00:17:10.827]  The future of world economic relations, especially between industrial and developing countries.
[00:17:11.187 --> 00:17:38.106]  By J. Ten Bergen, that is a professor who undoubtedly works directly for Prince Bernhard in 1966 out of Rotterdam, summarizing how entities including USAID, the Agency for International Development, the World Bank, the United Nations and many others will control and dictate exports from the industrialized world and will figure out how to balance the growing world population
[00:17:38.846 --> 00:17:59.990]  by using food as a weapon that later came out some six seven eight years later under Henry Kissinger and National State Memorandum number 200 where he literally said food is a weapon just disgusting stuff and we've got other key members the top delegates on the US side were of course Joseph E Johnson of the Carnegie Endowment for International Peace
[00:18:00.430 --> 00:18:06.113]  He's in these documents inviting people like Senator Fred Harris, whose library these documents were leaked out of.
[00:18:06.413 --> 00:18:07.934]  There's also George W. Ball.
[00:18:07.994 --> 00:18:14.738]  He was Undersecretary of State under JFK, continued to be a key advisor under Johnson after JFK's death.
[00:18:15.238 --> 00:18:17.839]  And he is connected to and advising them.
[00:18:17.859 --> 00:18:19.060]  You can see in this document.
[00:18:19.460 --> 00:18:26.024]  Now, quote, in the past it's been our custom to have Undersecretary of State George W. Ball advising the American delegation.
[00:18:26.364 --> 00:18:29.406]  It goes on, Ball is one of the architects of the Vietnam War.
[00:18:29.446 --> 00:18:33.649]  He told JFK in five years we'll have 300,000 troops in Vietnam.
[00:18:33.949 --> 00:18:36.630]  JFK told him he was crazy and it would never happen.
[00:18:36.951 --> 00:18:38.632]  Basically, over my dead body.
[00:18:39.332 --> 00:18:41.954]  And I think you can connect the dots from there.
[00:18:42.254 --> 00:18:45.055]  There's other important stuff, but you see here how
[00:18:46.036 --> 00:18:56.003]  The NATO document written by the Skull and Bones related acolytes, should NATO be reorganized, was echoed in the Atlantic Community Quarterly, the NATO Journal.
[00:18:56.303 --> 00:19:00.206]  It was echoed in Senate hearings, the Atlantic Alliance Treaty related.
[00:19:08.331 --> 00:19:26.111]  Next we have news and this is disturbing news from the TSA as we have just learned that a congresswoman has revealed a report documenting how the TSA is hiring pedophiles and child pornographers to conduct pat-downs.
[00:19:26.952 --> 00:19:41.490]  This report details highly disturbing cases where pedophiles and child pornographers wearing federal law enforcement uniforms are not only patting down unsuspecting travelers, but in many cases stealing valuables from their bags.
[00:19:41.991 --> 00:19:42.972]  Enough is enough!
[00:19:43.593 --> 00:19:47.515]  It's time for Congress to step in and demand accountability.
[00:19:47.915 --> 00:19:51.977]  And this was from, that was from Congresswoman Marsha Blackburn from Tennessee.
[00:19:52.437 --> 00:20:05.283]  And this is something we've known all along, folks, because, I mean, they have to hire sickos and pedophiles to work there because nobody else in their right mind is ever going to work, want to work for the TSA.
[00:20:05.363 --> 00:20:09.725]  And that just confirms everything we've been telling you over the last few years.
[00:20:10.464 --> 00:20:15.667]  Next up, Ron Paul delegates are assaulted and arrested in Louisiana.
[00:20:16.067 --> 00:20:32.615]  This actually happened over the weekend as the Louisiana State Republican Convention descended into chaos Saturday morning when several delegates actually ended up being arrested and the convention chairman was thrown to the ground by police.
[00:20:35.081 --> 00:20:38.925]  Sir, this is a challenge!
[00:20:38.965 --> 00:20:40.786]  This is a challenge!
[00:20:40.946 --> 00:20:42.728]  I have a handicap!
[00:20:42.808 --> 00:20:43.889]  He's handicapped!
[00:20:44.069 --> 00:20:45.911]  He's handicapped!
[00:20:45.971 --> 00:20:48.193]  Watch what you're doing!
[00:20:49.214 --> 00:20:49.874]  Hey, back up!
[00:20:50.035 --> 00:20:50.635]  Back up!
[00:20:50.695 --> 00:20:52.497]  He has a chance to walk.
[00:20:56.280 --> 00:20:56.720]  I'm a doctor!
[00:20:56.740 --> 00:20:57.260]  I'm a doctor!
[00:20:57.341 --> 00:20:58.041]  I'm a doctor!
[00:20:58.121 --> 00:20:58.881]  I'm a doctor!
[00:20:58.901 --> 00:20:59.481]  I'm a doctor!
[00:20:59.561 --> 00:21:00.142]  I'm a doctor!
[00:21:00.182 --> 00:21:00.502]  I'm a doctor!
[00:21:00.522 --> 00:21:00.942]  I'm a doctor!
[00:21:01.082 --> 00:21:01.402]  I'm a doctor!
[00:21:01.482 --> 00:21:02.303]  I'm a doctor!
[00:21:02.443 --> 00:21:02.923]  I'm a doctor!
[00:21:02.943 --> 00:21:03.423]  I'm a doctor!
[00:21:03.463 --> 00:21:04.344]  I'm a doctor!
[00:21:04.364 --> 00:21:04.844]  I'm a doctor!
[00:21:04.964 --> 00:21:05.364]  I'm a doctor!
[00:21:05.384 --> 00:21:06.024]  I'm a doctor!
[00:21:06.164 --> 00:21:06.485]  I'm a doctor!
[00:21:06.525 --> 00:21:07.005]  I'm a doctor!
[00:21:07.025 --> 00:21:07.465]  I'm a doctor!
[00:21:07.625 --> 00:21:08.425]  I'm a doctor!
[00:21:08.465 --> 00:21:09.186]  I'm a doctor!
[00:21:09.206 --> 00:21:09.686]  I'm a doctor!
[00:21:09.766 --> 00:21:10.106]  I'm a doctor!
[00:21:10.186 --> 00:21:10.686]  I'm a doctor!
[00:21:10.706 --> 00:21:11.147]  I'm a doctor!
[00:21:11.187 --> 00:21:11.707]  I'm a doctor!
[00:21:11.787 --> 00:21:12.647]  I'm a doctor!
[00:21:12.707 --> 00:21:13.148]  I'm a doctor!
[00:21:13.168 --> 00:21:13.608]  I'm a doctor!
[00:21:13.628 --> 00:21:13.968]  I'm a doctor!
[00:21:13.988 --> 00:21:14.468]  I'm a doctor!
[00:21:14.608 --> 00:21:14.928]  I'm a doctor!
[00:21:15.008 --> 00:21:15.469]  I'm a doctor!
[00:21:15.489 --> 00:21:16.169]  I'm a doctor!
[00:21:16.189 --> 00:21:16.689]  I'm a doctor!
[00:21:16.709 --> 00:21:16.969]  I'm a doctor!
[00:21:16.989 --> 00:21:17.490]  I'm a doctor!
[00:21:17.590 --> 00:21:18.050]  I'm a doctor!
[00:21:18.070 --> 00:21:18.430]  I'm a doctor!
[00:21:18.450 --> 00:21:18.870]  I'm a doctor!
[00:21:18.910 --> 00:21:19.290]  I'm a doctor!
[00:21:19.390 --> 00:21:19.630]  I'm a doctor!
[00:21:19.711 --> 00:21:20.331]  I'm a doctor!
[00:21:20.431 --> 00:21:20.871]  I'm a doctor!
[00:21:21.091 --> 00:21:21.631]  I'm a doctor
[00:21:25.493 --> 00:21:31.078]  I want to file charges on the police for assault.
[00:21:31.158 --> 00:21:34.682]  I want to file charges on these people for assault.
[00:21:34.782 --> 00:21:40.027]  I need to call the police so they can file charges on these folks here.
[00:21:41.264 --> 00:21:46.747]  Who's gonna take the police report?
[00:21:48.187 --> 00:21:51.969]  Who will take the police report for this man being put on the floor?
[00:21:52.849 --> 00:21:53.730]  This is incredible.
[00:21:53.750 --> 00:21:57.952]  Actually, I think he's under arrest for, uh... Who wants to file the police report?
[00:21:58.092 --> 00:22:00.773]  These gentlemen put him on the floor, I saw it.
[00:22:10.694 --> 00:22:26.621]  Well, sources report that state party officials panicked when it became clear that Ron Paul delegates commanded a decisive majority of the delegates on the floor, at at least 111 of 180, 62 percent.
[00:22:27.201 --> 00:22:35.385]  Now, many observers expressed shock that the establishment would resort to such violent tactics against fellow Republicans.
[00:22:36.033 --> 00:22:44.960]  And we are joined now by musician Jordan Page, who the Washington Post calls the most popular artist amongst Ron Paul supporters.
[00:22:45.340 --> 00:22:57.549]  And Jordan is about to catch a plane out here to Texas, where he will make his 13th appearance with Ron Paul, as he has been actively touring the entire country, spreading the message of liberty.
[00:22:57.989 --> 00:22:59.991]  And Jordan, it's good to have you with us on the show.
[00:23:00.011 --> 00:23:04.174]  Hey, what did you think about the behavior in Louisiana over the weekend?
[00:23:05.720 --> 00:23:12.545]  I think it's indicative of the grotesque corruption in the establishment, in the GOP.
[00:23:13.146 --> 00:23:15.187]  I don't think it's salvageable.
[00:23:15.267 --> 00:23:27.397]  I think these guys are running scared because they know about our numbers, they know about numbers delegates, and they are trying to stifle the message of freedom at any cost, you know?
[00:23:27.537 --> 00:23:33.321]  And now we're starting to see it becoming violent, and I think that's really a sign of the times, for sure.
[00:23:34.262 --> 00:23:53.831]  I think the establishment was actually caught with their pants down when it comes to the delegation process, the whole selection process, because now Ron Paul, under the radar, he could actually dominate the nationwide delegate process that the establishment media, they called this long ago for Romney.
[00:23:53.851 --> 00:23:56.452]  They called this in Romney's favor months ago.
[00:23:58.467 --> 00:24:01.790]  Sure, but we all know who they work for.
[00:24:01.810 --> 00:24:04.832]  Do you want the puppet on the left or the puppet on the right?
[00:24:05.492 --> 00:24:09.796]  And Ron Paul represents the antithesis of everything that they stand for.
[00:24:10.216 --> 00:24:15.620]  And now that the delegates are going to be unbound, so I hear, it really is anybody's game.
[00:24:16.101 --> 00:24:20.404]  Calling it for Romney is just words.
[00:24:20.444 --> 00:24:25.628]  When you hear Ron Paul's name being chanted throughout the halls of the RNC, we'll see who comes out on top.
[00:24:26.204 --> 00:24:32.627]  And contrary to the mainstream media, I just want to let everybody know, Ron Paul has not dropped out of the presidential race.
[00:24:32.667 --> 00:24:41.850]  They'd like you to believe that, but he's simply no longer going to use his campaign money to go after the popular vote that the establishment is actually stealing from him.
[00:24:41.950 --> 00:24:43.771]  So he's very much in this race.
[00:24:44.371 --> 00:24:46.052]  And what do you expect to happen?
[00:24:46.092 --> 00:24:47.393]  I mean, this is very exciting.
[00:24:47.473 --> 00:24:48.913]  A lot of good things are happening.
[00:24:48.933 --> 00:24:50.494]  What do you expect from Tampa?
[00:24:53.024 --> 00:24:58.306]  At the very least, I expect a major upset.
[00:24:58.606 --> 00:25:00.447]  At the very least, a major upset.
[00:25:01.047 --> 00:25:07.369]  I think the Ron Paul delegates are going to play a massive role in the whole process.
[00:25:08.789 --> 00:25:10.990]  We've seen conventions like this before.
[00:25:11.010 --> 00:25:20.293]  Maybe not we've seen them in our lifetime, but they have happened in the 20th century where someone came in that they thought had no chance and ended up being the nominee.
[00:25:22.222 --> 00:25:32.284]  I think that you're going to have just tens and tens and tens of thousands of people converging on Tampa to support Ron Paul, whether he likes it or not.
[00:25:34.165 --> 00:25:40.466]  And we're all going to be there to support that message and support his mission, which has always been freeing minds.
[00:25:40.666 --> 00:25:44.007]  I mean, like, to me, that's the real goal here is freeing minds.
[00:25:44.067 --> 00:25:47.468]  And when the world, the world is waking up and when the world sees
[00:25:48.171 --> 00:25:51.762]  You know, his name just everywhere in Tampa.
[00:25:52.731 --> 00:25:55.713]  I mean, you can't pay Romney supporters to show up.
