[00:00:27.498 --> 00:00:28.699]  Welcome, ladies and gentlemen.
[00:13:38.283 --> 00:13:45.226]  They want to rewrite the genetic code, make sure they have a patent over life, and try to control you through it, and try to force you to take this junk.
[00:13:45.646 --> 00:13:48.147]  Well, consumers may not be taking it.
[00:13:48.207 --> 00:13:51.488]  There has been a major victory, and I agree with some of the commenters.
[00:13:52.049 --> 00:13:57.671]  The GMO overlords will probably still try to get this stuff on the market, sneak it in, in various ways.
[00:13:58.391 --> 00:14:08.536]  A major victory in Canada coming out this week as consumer rejection kills the GM and ViroPig as farmers feared pork market collapse.
[00:14:08.956 --> 00:14:17.380]  Now you've got the Canadian organization Ontario Pork, you've got the University of Guelph and other entities
[00:14:17.760 --> 00:14:19.981]  Who really designed this EnviroPig.
[00:14:20.361 --> 00:14:31.444]  They were going to modify something in the saliva that caused it to produce less phosphorus because the manure and the phosphorus content in pig manure is very environmentally damaging.
[00:14:31.484 --> 00:14:37.305]  And so they were going to save the earth by putting GM meat on the market for human consumption.
[00:14:37.785 --> 00:14:44.707]  And so this EnviroPig was going to be the first meat for human consumption, likely to be approved
[00:14:45.427 --> 00:14:47.609]  On the market but instead it was totally rejected.
[00:14:47.929 --> 00:14:48.249]  Why?
[00:14:48.309 --> 00:14:58.517]  Because consumers in Canada called and called and complained and complained and threatened and told them they weren't going to buy this GM pork and they got the message.
[00:14:58.537 --> 00:15:08.244]  The pork market in Canada feared that people would avoid the entire swarm whether it was GM pork or just regular pork because there's no labeling on GMOs.
[00:15:08.804 --> 00:15:13.766]  Uh, because there's a big backlash and they are well aware that the public does not want this stuff.
[00:15:13.786 --> 00:15:24.671]  There's a press conference linked in the article I wrote up on Infowars.com, also great reporting at ActivistPost.com, where the Canadian Biotech Action Network describes
[00:15:25.091 --> 00:15:25.691]  We're good to go.
[00:15:44.259 --> 00:15:44.900]  We're good to go.
[00:16:02.700 --> 00:16:09.005]  I had the feeling in seven or eight or nine years that the transgenic animals would probably be acceptable, but I was wrong.
[00:16:09.845 --> 00:16:16.290]  It's time to stop the program until the rest of the world catches up, and it is going to catch up.
[00:16:16.630 --> 00:16:25.496]  They vowed they'll be back, and they're not done with the GMO battle, the long-term war that is, but we have a partial victory in this battle.
[00:16:25.576 --> 00:16:26.437]  And what's at stake?
[00:16:27.098 --> 00:16:30.120]  You heard the reports from a couple weeks ago in the Atlantic.
[00:16:30.720 --> 00:16:35.004]  Of how engineering the human body could combat climate change.
[00:16:35.044 --> 00:16:36.946]  There's that climate change excuse again.
[00:16:37.306 --> 00:16:42.431]  And how they're going to change our own DNA, give us cat-like eyes so we don't have to have lighting.
[00:16:43.112 --> 00:16:52.060]  How they're going to change our inclinations toward meat to make us more vegan-like and so we don't have the enjoyment of meat and we won't be allowed to eat meat.
[00:16:52.100 --> 00:16:53.802]  And how they're going to bioengineer us
[00:16:54.202 --> 00:16:54.623]  We're good.
[00:17:12.162 --> 00:17:15.444]  But it's all in your face today and this week and in the recent news.
[00:17:16.144 --> 00:17:29.931]  Let's just play part of the package I did with Alex last July in 2011 on this growing problem of the genetic Armageddon we are facing if we don't fight this GM issue and reign it in.
[00:17:29.971 --> 00:17:30.932]  Let's go to it right now.
[00:17:31.292 --> 00:17:35.233]  Biofarming, aiding scientists, and cutting-edge research.
[00:17:35.393 --> 00:17:38.014]  PPL Therapeutics is working on a solution.
[00:17:38.314 --> 00:17:42.314]  They want to clone pigs whose organs can be transplanted into people.
[00:17:42.395 --> 00:17:47.996]  Cloned and genetically modified cows that can produce milk containing the same health properties as human breast milk.
[00:17:48.256 --> 00:17:54.797]  These glow-in-the-dark cats could help develop treatments for diseases, for animals, and for humans.
[00:17:55.357 --> 00:17:57.278]  Yes, you did hear that correctly.
[00:17:58.078 --> 00:18:00.319]  He has put a spider gene into a goat.
[00:18:00.679 --> 00:18:01.579]  Transgenic fish.
[00:18:01.819 --> 00:18:06.261]  So the fish actually have what appear to be six-pack abs that we see in humans.
[00:18:06.521 --> 00:18:09.002]  My friends, I am here to warn you.
[00:18:10.163 --> 00:18:18.366]  I am here to alert you to the greatest threat to our species and our civilization on this planet.
[00:18:20.080 --> 00:18:29.825]  Humanity in just the last hundred years has increased its technological and scientific knowledge thousands and thousands of times what it was.
[00:18:30.865 --> 00:18:35.527]  But we are still the same species that we were.
[00:18:36.408 --> 00:18:41.090]  Capable of magnificent heights, but also of horrifying lows.
[00:18:42.625 --> 00:18:48.168]  I want to talk to you about the greatest threat to human civilization and society today.
[00:18:48.608 --> 00:18:57.293]  Already irrevocably changing the genetic code of the biospheres on this planet.
[00:18:58.073 --> 00:18:59.714]  And that is genetic engineering.
[00:19:08.911 --> 00:19:11.173]  Now, I love science and technology.
[00:19:11.333 --> 00:19:16.037]  I know that it's a neutral thing and that man can use it for good or bad.
[00:19:17.078 --> 00:19:34.353]  But that said, the controllers and engineers of our society, for more than a hundred years, have believed that if they can discover the secrets of life, DNA, that they will have the keys to immortality.
[00:19:35.635 --> 00:19:46.257]  And now you see all the different news articles where they openly brag about this, and the elite says, we don't need a giant population anymore to run our technological systems.
[00:19:46.697 --> 00:20:01.539]  We're now phasing into robotics, where the military's aircraft will be drone, where combat robots will do the fighting, where manufacturing will be carried on and executed by non-biological systems.
[00:20:01.900 --> 00:20:04.060]  So there is an arms race going on.
[00:20:04.600 --> 00:20:08.944]  And a technological race going on right now, dealing with genetic engineering.
[00:20:09.764 --> 00:20:16.010]  And recently, the FDA has put into effect new policies.
[00:20:17.304 --> 00:20:31.658]  That allow genetic engineering companies, a predominantly big agra, to put on the market any GMO organism they wish, without even consulting the public.
[00:20:32.238 --> 00:20:41.147]  Now, when you look at this, it's not just GMO grass that takes less water, it's not just GMO tomatoes that last longer on the shelf.
[00:20:42.441 --> 00:20:47.667]  And so it's just amazing, if you didn't see that video before, we're going to play it in its entirety at the break.
[00:20:47.948 --> 00:21:01.885]  But they're just wildly reckless, on purpose, playing with the genetic code of life, opening that Pandora's box, all while telling you you don't have a right to live your natural life, because they want that authoritarian control over you.
[00:21:02.185 --> 00:21:12.551]  Telling you, you have to change your lifestyle because of global warming while they threaten to open up the whole works and destroy Earth or significantly modify it.
[00:21:12.911 --> 00:21:13.711]  It's just crazy.
[00:21:14.171 --> 00:21:20.875]  Anyway, today's Daily Quote also hinges on the way these elitists, these globalists, these environmentalists
[00:21:21.215 --> 00:21:26.259]  Posing as environmentalists who really could care less about our environment, love to control life.
[00:21:26.539 --> 00:21:28.240]  You've heard about Eric Pionka.
[00:21:28.961 --> 00:21:29.841]  Here he is again.
[00:21:30.201 --> 00:21:32.823]  But there's a solution that's theoretically possible.
[00:21:33.384 --> 00:21:36.426]  I call it the Johnny Anti-Apple Seed Solution.
[00:21:36.826 --> 00:21:42.350]  Instead of being cursed with our fertility, I would bless us with infertility.
[00:21:42.750 --> 00:21:49.235]  Now this could happen because male sperm counts are falling because of plastics and the estrogen mimickers naturally
[00:21:50.075 --> 00:21:54.457]  And he goes on to say, we need to sterilize everybody on the earth.
[00:21:54.797 --> 00:21:56.038]  The audience laughs, of course.
[00:21:56.098 --> 00:22:03.121]  We need to sterilize everybody on the earth and make the antidote freely available to anyone who's willing to work for it.
[00:22:03.401 --> 00:22:09.883]  That's Eric Pianca, the evolutionary ecology author, the professor here in town at UT.
[00:22:09.963 --> 00:22:11.184]  And it's just disgusting.
[00:22:11.524 --> 00:22:14.465]  They want to totally control your entire life cycle.
[00:22:14.485 --> 00:22:17.066]  If you don't see that by now, I urge you to research.
[00:22:17.106 --> 00:22:18.307]  Go back to our old videos.
[00:22:18.767 --> 00:22:22.810]  Anyway, we turn now to just a few of our contest entries.
[00:22:22.830 --> 00:22:23.890]  They're still pouring in.
[00:22:23.910 --> 00:22:26.312]  I want to remind people, you need to follow the rules.
[00:22:26.352 --> 00:22:28.233]  We've had to reject a few of the entries.
[00:22:28.533 --> 00:22:31.395]  They're going to revise them and resubmit them, so all is not lost.
[00:22:32.156 --> 00:22:35.878]  But we also need your submissions to all come in by April 30th.
[00:22:36.398 --> 00:22:39.020]  And we're going to see more and more heated competition here.
[00:22:39.300 --> 00:22:41.742]  But we've got some great clips we're going to show you on the break.
[00:22:42.102 --> 00:22:44.724]  Not the whole entries, because we have those up on the articles.
[00:22:44.744 --> 00:22:49.207]  If we could pull this up again, I'll tell people where they can read these articles.
[00:22:49.227 --> 00:22:53.231]  Info Wars Contest, Massive Explosion of Patriot Reporters.
[00:22:53.551 --> 00:22:55.752]  That's one of the pages linking a lot of them.
[00:22:56.053 --> 00:23:08.282]  There's also the Reporter Contest page, where they have the previous entries, and we have separately the Reporter Contest page that has the rules, the guidelines, and the suggestions from Alex and more.
[00:23:08.302 --> 00:23:09.983]  A lot of great entries coming in.
[00:23:11.204 --> 00:23:16.085]  A lot of it's male-dominated, and this contest specifically, we're looking for a female reporter as well.
[00:23:16.105 --> 00:23:17.085]  We've had a few come in.
[00:23:17.105 --> 00:23:22.286]  I think we're going to see at least one female entry in the break, but ladies, we want to hear from you.
[00:23:22.646 --> 00:23:24.807]  We want to hear ladies fighting against tyranny.
[00:23:24.847 --> 00:23:27.928]  I know you're out there, so let's get those submissions in.
[00:23:27.948 --> 00:23:34.769]  And don't forget, we're trying to reach out to new content, to new reporters, find new talent to grow this broadcast.
[00:23:35.089 --> 00:23:35.689]  We're good to go.
[00:24:04.594 --> 00:24:08.119]  Through things like this contest and through generally getting the word out.
[00:24:08.479 --> 00:24:11.122]  So I hope you'll think about that and stay tuned on this break.
[00:24:11.142 --> 00:24:13.926]  We have a lot of interesting stuff, very informative.
[00:24:13.966 --> 00:24:15.648]  It's going to be a longer than usual break though.
[00:24:15.908 --> 00:24:20.074]  And we'll be back with Sheriff Richard Mack and we'll be back again tomorrow and next week.
[00:24:20.114 --> 00:24:20.895]  Thanks for watching.
[00:24:21.315 --> 00:24:21.836]  I'm Aaron Dyches.
[00:24:25.728 --> 00:24:27.528]  Hi folks, Dan Badundia, Truth Radio here.
[00:24:27.568 --> 00:24:31.269]  We're standing here right in Rhode Island on South Main Street.
[00:24:31.369 --> 00:24:40.291]  It's March 17th of 2012, and what you just witnessed is a Korean War Memorial, an honor to the veterans that served our country.
[00:24:40.691 --> 00:24:49.893]  Now however, within those arraignments of flags, you've seen a United Nations flag, and standing behind me is about a 20-foot tall statue of all guns.
[00:24:50.473 --> 00:24:52.734]  And this is called United Nations propaganda, folks.
[00:24:53.274 --> 00:24:53.775]  The U.N.
[00:24:54.135 --> 00:24:57.058]  is openly calling to dissolve our Second Amendment to the Constitution.
[00:24:57.578 --> 00:25:06.127]  And how contrary to the war memorial, those men who fought and died for our country, and they hang a disgusting trash bag called the United Nations flag up there.
[00:25:06.547 --> 00:25:09.530]  This here symbolizes everything against what our Constitution stands for.
[00:25:10.051 --> 00:25:12.753]  This here is calling to disarmament of the American people, folks.
[00:25:13.214 --> 00:25:14.996]  And it's the Second Amendment to the Constitution,
[00:25:16.351 --> 00:25:24.264]  A well-regulated militia being necessary to keep the security of a free state, the right of the people to keep and bear arms, shall not be infringed.
[00:25:24.784 --> 00:25:25.526]  Well, you know what, folks?
[00:25:25.566 --> 00:25:30.433]  It's being infringed here and now in the province of Rhode Island and one of many cities here in the United States.
[00:25:32.128 --> 00:25:34.289]  I'm Alan Moore reporting for InfoWars.com.
[00:25:34.569 --> 00:25:37.970]  I have a breaking story on this March 31st, 2012.
[00:25:38.290 --> 00:25:43.211]  Friday edition of USA Today has a mugshot of John Joe Gray on the front of it.
[00:25:43.452 --> 00:25:46.192]  And it says, if y'all come to get me, bring body bags.
[00:25:46.512 --> 00:25:51.194]  Texas standoff is emblematic of nation's growing anti-government sovereign movement.
[00:25:51.923 --> 00:26:02.390]  The article goes into how he was arrested, then released on bond, then he run off into this 50 acre ranch that he has with a bunch of people and he's been held up there for 10 years.
[00:26:02.450 --> 00:26:07.493]  The police are afraid to go get him because they're worried about some type of bloodbath or another Waco type of incident.
[00:26:08.697 --> 00:26:15.939]  When you start looking at this article and really getting into it, you can see that this is the card that they like to play.
[00:26:15.959 --> 00:26:23.061]  This is the card that they are dealing out right now to start demonizing the Liberty Movement and the Patriot Movement.
[00:26:23.461 --> 00:26:33.244]  It's time for that card because the fire of liberty is burning in the hearts and minds of the American people and they are waking up and they see through the lies and disinformation.
[00:26:33.704 --> 00:26:56.175]  They invoke images in here of Timothy McVeigh in Oklahoma City and you know, don't even get me started on Timothy McVeigh in Oklahoma City because I'll start, I only have a limited amount of time and I'll start talking about how they have eyewitnesses of people planting explosives in the sub-parking structure down there, putting putty on the walls with wires.
[00:26:56.796 --> 00:27:01.498]  I'll start talking about how Terrence Yankee was murdered after exposing all this information
[00:27:01.977 --> 00:27:02.457]  We're good to go.
[00:27:22.355 --> 00:27:28.299]  And they have the nerve in this obvious kit piece to call Waco a botched raid.
[00:27:28.719 --> 00:27:29.640]  A botched raid.
[00:27:30.060 --> 00:27:41.828]  A botched raid where they set fires to the building, come in with tanks, with special forces, delta force, behind the tanks, spouting out over an intercom, please come out and surrender with your hands up.
[00:27:42.268 --> 00:27:45.810]  People come walking out because they don't want to get burned and they were shooting them as they walked out.
[00:27:46.050 --> 00:27:48.252]  They have the nerve to call that a botched raid?
[00:27:49.076 --> 00:27:53.279]  I just finished watching a video that Alex Jones posted on YouTube earlier this morning.
[00:27:54.921 --> 00:27:58.423]  The video is entitled, Obama to push gun ban in name of Trayvon.
[00:27:59.885 --> 00:28:08.471]  In the video, Alex talks about how the White House is basically exploiting the death of this young man in order to push their gun control agenda.
[00:28:10.333 --> 00:28:18.099]  Biden has cited the Trayvon shooting as yet another reason to pass more stringent gun laws and regulations.
[00:28:19.801 --> 00:28:27.165]  The NRA has reported that in a second term, Obama would push for a ban on all semi-automatic weapons.
[00:28:29.766 --> 00:28:41.552]  But it's got to make you wonder now, with the whole Trayvon thing being a hot, hot topic in the news last week or so, will Obama push for such a ban even sooner than a possible re-election?
[00:28:42.753 --> 00:28:43.453]  Well, let's hope not.
[00:28:45.294 --> 00:28:48.736]  Alex did say in his video though, from this morning,
[00:28:50.620 --> 00:28:54.083]  That we may be able to back them off if we just expose this issue.
[00:28:54.724 --> 00:29:00.208]  There are some differences of opinion as to how many signatures there actually were.
[00:29:01.089 --> 00:29:07.394]  The headline reads, the FDA finally responds to GMO labeling campaign but differs on number of supporters.
[00:29:07.955 --> 00:29:14.280]  Sue Governor of JustLabelIt stated that when they send the information to the FDA,
[00:29:14.793 --> 00:29:17.758]  They have been asked to send it as a PDF file.
[00:29:18.399 --> 00:29:25.229]  And say that that PDF file has 10,000 signatures on it, the FDA counts it in their docket as 1.
[00:29:27.172 --> 00:29:29.857]  So the FDA's official number is...
[00:29:32.474 --> 00:29:44.221]  394.
[00:29:32.494 --> 00:29:44.221]  And, of course, due to legal obligations, they had to respond to the petition after a certain amount of time, and their response was, we'll get back to you.
[00:29:44.701 --> 00:29:58.369]  So, once again, folks, it is a slap in the face of the political system disrespecting us and showing us that the globalists are in control.
[00:29:59.249 --> 00:30:04.291]  Most of us have fond memories of time spent in our grandparents' houses, and even the homes that we grew up in.
[00:30:04.671 --> 00:30:09.373]  Yet most of us end up finding ourselves here, at the apartment complex.
[00:30:10.033 --> 00:30:17.396]  The average American does see the diminishing middle class, but when you ask them why, that's where they get quiet.
[00:30:18.476 --> 00:30:21.498]  Do you feel that the American standard of living has diminished?
[00:30:26.775 --> 00:30:37.633]  Presidential candidate Ron Paul has rightfully gained much positive recognition due to his anti-war sentiment, push to end the Federal Reserve, resistance to Israeli influence, and overall pro-Constitution stance.
[00:30:38.254 --> 00:30:45.619]  People tell me all the time, if only the mainstream media wasn't corrupt and full of brainwashing, there's no doubt that Dr. Ron Paul would be our next president.
[00:30:46.059 --> 00:30:53.264]  While there is an element of truth to this statement, it would be naive to assume that any elected president has the ability to change the system in its current form.
[00:30:53.324 --> 00:30:59.668]  The influence of the globalist agenda is so deeply embedded in our society that it stretches far beyond the political sphere alone.
[00:31:00.229 --> 00:31:06.473]  Media, science, healthcare, and even our education system is engineered and run by the same people who elect presidents,
[00:31:06.806 --> 00:31:10.887]  We made sure that these presidents abide by their imperialist agenda at all costs.
