[00:00:02.961 --> 00:00:03.001]  Oh,
[00:10:26.829 --> 00:10:31.756]  Like the iPhones having these kill switches for camera functions and everything else.
[00:10:32.237 --> 00:10:34.139]  That's the way the system is going to control it.
[00:10:34.259 --> 00:10:42.391]  Even though it's a very liberating technology, seems to have good uses, the real use that the government's going to have for it is all in there.
[00:10:42.451 --> 00:10:43.913]  And you've seen the executive orders.
[00:10:44.233 --> 00:10:45.314]  We're good to go.
[00:11:08.954 --> 00:11:12.695]  In other technology news, DARPA is unveiling the Cheetah.
[00:11:13.035 --> 00:11:34.723]  It's been tested, it was already running some 18 miles an hour, but now it's running more than 28.3 miles an hour, faster than the fastest 100 meter sprint racer Usain Bolt, and that's just one of the many robots under development, about to be deployed, and they're telling us this very fast Cheetah humanoid robot
[00:11:35.063 --> 00:11:38.466]  It's going to be used for humanitarian missions, disaster relief.
[00:11:38.526 --> 00:11:40.468]  It's going to rush in there and save the day.
[00:11:40.908 --> 00:11:52.017]  But then you look closer at the other robots being developed by DARPA, and it's for things like the 2008 Pentagon contract to build a multi-robot pursuit system.
[00:11:52.438 --> 00:11:57.682]  That's meant to track down non-cooperative humans and pursuit evasion scenarios.
[00:11:58.162 --> 00:12:01.225]  And all these robots are moving towards fully autonomous
[00:12:02.025 --> 00:12:02.165]  Let's
[00:12:22.797 --> 00:12:23.038]  Thank you.
[00:12:36.553 --> 00:12:56.227]  All the notes here in the New Scientist magazine, for example, they point out how these emerging DARPA robots are going to be used for crowd control, for riot control, to control the pesky humans who may be having a backlash against these horrible government policies, the economic crash, planned by design, and on and on.
[00:12:56.568 --> 00:13:00.451]  It's moving towards George Lucas's THX 1138, where you've got
[00:13:02.592 --> 00:13:07.119]  Of course, robots guarding these humans who are also under mind control, but it's going to be far worse than that.
[00:13:07.139 --> 00:13:08.741]  It's going to be full Terminator level.
[00:13:09.943 --> 00:13:12.964]  If we could reign that stuff in, it would be nice, but I don't see that coming.
[00:13:13.424 --> 00:13:23.747]  In economic news, there's fresh jobs data, phony jobs data that is, as the private sector supposedly added 201,000 jobs in August.
[00:13:24.968 --> 00:13:28.969]  Much better than the 140,000 jobs they were expecting to add.
[00:13:29.529 --> 00:13:34.770]  And why is this news coming out at this point in time, such happy economic jobs growth news?
[00:13:35.371 --> 00:13:39.692]  Well, we're in the middle of the Democratic National Convention, and Obama needs to use
[00:13:40.285 --> 00:13:42.467]  Positive jobs reports and his speech.
[00:13:42.527 --> 00:13:52.637]  They've got a report at CNBC.com part of the MSNBC complex owned by General Electric about will he or won't he Obama faces jobs report dilemma.
[00:13:52.977 --> 00:13:55.200]  It's about how great the new jobs report is.
[00:13:55.640 --> 00:13:59.281]  But how it hasn't been officially released until after Obama's speech.
[00:13:59.361 --> 00:14:01.021]  So will he be allowed to talk about it?
[00:14:01.381 --> 00:14:03.662]  After all, it's this great accomplishment Obama made.
[00:14:03.942 --> 00:14:15.205]  Shouldn't he be allowed to brag and grandstand about how he's single-handedly saving the economy and rebuilding things just in time for all this political stunt, the build-up to the general election?
[00:14:16.377 --> 00:14:17.558]  I think we see what's going on.
[00:14:17.958 --> 00:14:31.787]  The real economists, the people who really study labor trends, who've studied the manufacturing trends over the past half-decade and century, people like Paul Craig Roberts, have long pointed out that these are made-up statistics for jobs.
[00:14:32.147 --> 00:14:33.548]  They are, in fact, a mirage.
[00:14:33.588 --> 00:14:36.170]  They do things like pad for seasonal adjustment.
[00:14:36.470 --> 00:14:41.353]  They do things like add jobs just based on birth and death numbers, stuff like that.
[00:14:41.673 --> 00:14:46.178]  Just completely made up manufactured numbers, but that doesn't stop them from putting it in the headlines.
[00:14:46.518 --> 00:14:50.822]  Obama creates 200,000 new jobs, really reviving the economy.
[00:14:51.143 --> 00:14:53.145]  All those jobs are minimum wage jobs.
[00:14:53.525 --> 00:14:55.627]  Most of them are under $10 an hour.
[00:14:56.168 --> 00:14:58.030]  Most of them don't even meet the
[00:14:58.550 --> 00:15:01.913]  Standards you need for living standards in most of the major cities.
[00:15:02.453 --> 00:15:04.214]  Then we see the other economic news.
[00:15:04.334 --> 00:15:08.417]  Three times as many Americans entering poverty as gain jobs.
[00:15:08.838 --> 00:15:23.008]  These numbers come from the month of June, but they closely coordinate with the other months, and it has 170,000 new people just in the month of June getting on food stamps, while only 64,000 people found a job.
[00:15:23.308 --> 00:15:26.510]  And you look more closely at their graph, back in April 2006,
[00:15:27.771 --> 00:15:32.013]  Throughout the year of 2006, you had roughly 25 million people on food stamps.
[00:15:32.453 --> 00:15:38.736]  Six years later, now that we're here in 2012, you've got almost 50 million people on food stamps.
[00:15:39.056 --> 00:15:52.823]  And it climbed gradually from the start of the supposed economic crisis in September 2008 from about 30 million on food stamps and has steadily grown to 47 million people on food stamps, an all-time record.
[00:15:53.243 --> 00:16:00.344]  That is also in CNN money, as it records how more than 50 million Americans are short of food, not getting enough to eat.
[00:16:00.704 --> 00:16:02.165]  Of course, that impacts children.
[00:16:02.245 --> 00:16:04.065]  Of course, that impacts families.
[00:16:04.445 --> 00:16:09.886]  And only half of those, a little over half, about 57%, are even on the food stamp programs.
[00:16:09.906 --> 00:16:13.087]  The other people are not even yet on those food stamp programs.
[00:16:13.747 --> 00:16:21.108]  And they've been pushing in the USDA, they've been pushing in different sectors of the government for more people to get on food stamps.
[00:16:21.528 --> 00:16:23.069]  Record high numbers are not enough.
[00:16:23.369 --> 00:16:24.810]  The economic collapse is coming.
[00:16:24.850 --> 00:16:31.594]  They want to make sure the bulk of the population are almost completely dependent on government and living on very little money, mind you.
[00:16:32.095 --> 00:16:35.097]  And so you've got them approaching seniors.
[00:16:35.597 --> 00:16:40.400]  They're staging bingo and crossword puzzle games to get more seniors to sign up for food stamps.
[00:16:40.834 --> 00:16:51.222]  It was in the news a couple weeks ago how the USDA has partnered with Mexico to push food stamps for migrant workers, for Mexican nationals, for illegal immigrants, for legal immigrants.
[00:16:51.242 --> 00:16:56.926]  They want as many people as possible sucking off the welfare system because they're not going to repair the economy.
[00:16:56.986 --> 00:16:59.488]  Those job numbers are a mirage and illusion.
[00:16:59.768 --> 00:17:03.631]  They're not repairing the economy and they want total control when they implode it.
[00:17:08.084 --> 00:17:13.368]  Sick of the globalist eugenicist control freaks adding poison to your water and laughing as you get sick and die?
[00:17:13.628 --> 00:17:15.830]  Start purifying your water with ProPure.
[00:17:16.030 --> 00:17:21.614]  My friends, I've done a lot of research, and the best gravity filter out there bar none is ProPure.
[00:17:21.774 --> 00:17:25.016]  And it's available discounted at infowars.com.
[00:17:25.176 --> 00:17:28.399]  Its filters are silver impregnated to prevent bacterial growth.
[00:17:28.659 --> 00:17:30.100]  There's no priming required.
[00:17:30.360 --> 00:17:32.421]  It's NSF-42 certified.
[00:17:32.642 --> 00:17:35.143]  Optional fluoride filters can reduce fluoride up to 95%.
[00:17:36.224 --> 00:17:37.585]  Easy to set up and use.
[00:17:37.765 --> 00:17:39.066]  Doesn't require electricity.
[00:17:39.186 --> 00:17:42.087]  Purify water from lakes, streams, ponds, and wells.
[00:17:42.387 --> 00:17:45.569]  This filter system leaves in beneficial minerals, which is key.
[00:17:45.789 --> 00:17:49.792]  Save money by not buying bottled water, and avoid BPA that leaches from the plastic.
[00:17:49.952 --> 00:17:52.573]  ProPure is the best gravity-fed filter out there.
[00:17:52.713 --> 00:17:54.034]  It's what my family uses.
[00:17:54.294 --> 00:17:57.516]  Infowars.com already has the lowest price on ProPure.
[00:17:57.636 --> 00:18:02.919]  But if you add the promo code WATER at checkout, you get an additional 10% off at Infowars.com.
[00:18:03.459 --> 00:18:07.662]  You can also call to order 888-253-3139.
[00:18:11.804 --> 00:18:18.908]  We are back on the InfoWars Nightly News and we're going to deal now with an issue that is so important for the future of humanity.
[00:18:19.229 --> 00:18:31.316]  It is so central to the reason this country was founded, the basic ideas of life, liberty, and the pursuit of happiness, of religious freedom, of being an individual in an age where we've been conditioned to accept
[00:18:31.576 --> 00:18:31.916]  Thank you.
[00:18:49.189 --> 00:18:49.289]  It's
[00:19:07.734 --> 00:19:08.454]  is saying no.
[00:19:08.514 --> 00:19:11.416]  We need so many more families to join them in that fight.
[00:19:11.736 --> 00:19:14.017]  We are joined now by the Hernandez family.
[00:19:14.317 --> 00:19:23.040]  They're in San Antonio saying no to the school that wants them to mandatorily wear an ID badge with an RFID tracker inside of it.
[00:19:23.340 --> 00:19:24.221]  Thanks for joining us.
[00:19:24.661 --> 00:19:30.183]  Steve, the father, Andrea at school there, and John Jay, and of course your son as well.
[00:19:30.483 --> 00:19:31.223]  Thanks for coming in.
[00:19:31.403 --> 00:19:31.724]  Yes, sir.
[00:19:31.764 --> 00:19:32.044]  Thank you.
[00:19:32.064 --> 00:19:32.624]  I appreciate it.
[00:19:32.964 --> 00:19:43.277]  So tell us about the specific program that's being introduced and some of the major issues going on in San Antonio, which by the way is being rolled out all across Texas and all across the nation.
[00:19:43.697 --> 00:19:47.021]  Right now it's kind of in tester beta programs, but they want to expand it.
[00:19:47.262 --> 00:19:48.583]  Oh absolutely, absolutely.
[00:19:49.765 --> 00:19:50.726]  This program is
[00:19:51.667 --> 00:19:58.029]  Being implemented at John Jay High School and Anson Jones Middle School, the only two schools with the lowest attendance rate in the city.
[00:19:59.750 --> 00:20:02.470]  They're putting RFID tracking chips in their kids' badges.
[00:20:02.510 --> 00:20:03.731]  They want to make it mandatory.
[00:20:04.811 --> 00:20:08.692]  And they want to make the rest of the school district pick it up.
[00:20:09.072 --> 00:20:10.853]  And there's 112 schools in that school district.
[00:20:11.533 --> 00:20:14.475]  So they're starting with two, but it's going to 112 schools?
[00:20:14.555 --> 00:20:15.195]  Absolutely, yes sir.
[00:20:15.215 --> 00:20:16.075]  Just in San Antonio?
[00:20:16.135 --> 00:20:18.737]  Just in San Antonio, just in the NISD school district.
[00:20:19.377 --> 00:20:21.618]  They're making it mandatory that the kids have to wear it.
[00:20:22.679 --> 00:20:26.100]  If not, they cannot participate in certain programs at school.
[00:20:27.421 --> 00:20:30.923]  They cannot get their lunch or check out library books.
[00:20:31.539 --> 00:20:32.620]  If they don't wear these badges.
[00:20:33.400 --> 00:20:37.482]  And we stood up and said, no, absolutely not, because we felt like it stepped on our religious freedom.
[00:20:38.003 --> 00:20:38.223]  Right.
[00:20:38.483 --> 00:20:51.350]  And when we got back into town, we got this letter from the NISD board saying that on August 10th, that this is when this letter was dated, that the kids would start wearing these badges.
[00:20:51.450 --> 00:20:58.554]  And they sent it out really close to the day that the kids had to go get their badges and register for school because they didn't want any arguments.
[00:20:58.914 --> 00:21:00.335]  They didn't want anybody to resist it.
[00:21:01.107 --> 00:21:04.668]  But unfortunately for them, I resisted.
[00:21:04.888 --> 00:21:08.829]  I went on my local news station, I said, no, my daughter will not wear this badge.
[00:21:09.249 --> 00:21:11.830]  They had already done a story and said, hey, we want to talk to you more about it.
[00:21:12.530 --> 00:21:15.831]  And now we are here today with you on your show to speak more about this.
[00:21:15.891 --> 00:21:17.972]  And we do have a clip from that news piece.
[00:21:18.012 --> 00:21:21.153]  So let's go to that right now and then we'll come back and enlarge the discussion.
[00:21:22.492 --> 00:21:33.421]  Starting tomorrow, about 4,000 students at John Jay High School and Anson Jones Middle School must wear a new and controversial photo ID, called the Radio Frequency Identification System.
[00:21:33.802 --> 00:21:35.663]  It tracks students while they're on campus.
[00:21:36.024 --> 00:21:37.485]  Some call it a spy chip.
[00:21:37.865 --> 00:21:39.907]  Andrea says many students just won't wear it.
[00:21:40.087 --> 00:21:42.369]  I know that there's kids who are, hey man, can you hold this?
[00:21:42.489 --> 00:21:43.770]  I'm going to go across the street to go get tacos.
[00:21:43.790 --> 00:21:46.613]  She said others might stick it in a locker to avoid monitoring.
[00:21:46.693 --> 00:21:48.895]  The NISD is a school district, they're not a government.
[00:21:50.353 --> 00:21:51.454]  And so there is that.
[00:21:51.474 --> 00:21:53.316]  There's of course more up on the websites.
[00:21:53.956 --> 00:22:00.482]  But Steve, Andrea, what's been the reaction to that news piece, and what are people saying about the fact that you don't want to go along with the system?
[00:22:00.803 --> 00:22:05.527]  A lot of people are just like, oh you're just whining, oh you're just complaining, you just want to fit the attention.
[00:22:05.587 --> 00:22:07.829]  I was like, no this is, you know, this is wrong.
[00:22:08.370 --> 00:22:10.011]  Northside does not have the right to do this to us.
[00:22:10.071 --> 00:22:12.353]  And they're just like, oh just wear the badge, you know, it's just a badge.
[00:22:12.373 --> 00:22:15.997]  I was like, no, this is a lot bigger than just a badge, and it's a lot more than that as well.
[00:22:17.231 --> 00:22:17.892]  It really is.
[00:22:17.992 --> 00:22:18.973]  And Steve?
[00:22:19.874 --> 00:22:24.338]  You know, I had a guy at work actually tell me I was just exploiting this for my own benefit.
[00:22:25.519 --> 00:22:27.640]  I don't see how that could be because I'm not getting paid for this.
[00:22:28.861 --> 00:22:29.762]  What am I exploiting?
[00:22:30.503 --> 00:22:33.646]  What I'm trying to exploit here is the injustice of this school district.
[00:22:34.186 --> 00:22:38.270]  This school district sits here and believes that they can mandate
[00:22:38.905 --> 00:22:41.928]  To parents and students and teachers, what they can and cannot do.
[00:22:42.588 --> 00:22:49.255]  I've been watching it for the last seven, eight years that I've been back in San Antonio, and I've had to go up against the school district several times on different issues.
[00:22:50.015 --> 00:22:54.620]  They literally believe what they say is gold, it's solid, and you must do it, if not...
[00:22:55.200 --> 00:22:56.541]  You know, you're done.
[00:22:56.922 --> 00:22:57.662]  You better do as asked.
[00:22:57.702 --> 00:23:00.345]  They really want to usurp the rights of parents, among other things.
[00:23:00.845 --> 00:23:12.516]  But you've seen stories in the past few years, it's been leading up, different school districts across the country where they want you to thumbprint for a lunch, where you have to show some kind of ID card, you know, to get a library book or something.
[00:23:13.076 --> 00:23:22.000]  Back in 1999, there were students in Louisiana in one town revolting against the fact they were made to wear badges with their social security number tied to a barcode.
[00:23:22.320 --> 00:23:33.405]  But this trumps all of that because this RFID code ties into your social security number, to your name, to your photo, and they want you to use this to buy your meals at school, to get the library books, all of it.
[00:23:33.505 --> 00:23:34.486]  It's all being integrated.
[00:23:35.592 --> 00:23:36.412]  Yeah, absolutely.
[00:23:37.773 --> 00:23:56.237]  They say these chips can't be tracked except for inside the school, and Wade Garcia, who actually implemented all of this into both those schools, has come on radio publicly and said, hey, you know, we had to wait several years to get the previous superintendent out so that we get this new guy in there, and he'll go ahead and prove it.
[00:23:56.257 --> 00:23:57.518]  I mean, he's admitted to it.
[00:23:58.078 --> 00:24:01.138]  That this has been in plan for about the last two years, several years.
[00:24:01.859 --> 00:24:03.219]  So he also states that
[00:24:03.703 --> 00:24:05.167]  Hey, these things never shut off.
[00:24:05.268 --> 00:24:06.291]  They always emit a signal.
[00:24:07.153 --> 00:24:11.205]  And you know, if they're always emitting a signal, that means anybody with an RFID tracker...
[00:24:11.920 --> 00:24:12.940]  Can actually pull up your information.
[00:24:12.980 --> 00:24:15.321]  Anybody with basic computer knowledge can actually pull this up.
[00:24:15.741 --> 00:24:16.421]  Yeah, it's true.
[00:24:16.481 --> 00:24:20.182]  They're very easy to hack, and that means sexual predators are going to be hacking.
[00:24:20.222 --> 00:24:29.065]  That means lawless authorities, people abusing their power are going to be hacking the systems, probably with a ready-to-go index of students and teachers and everyone else.
[00:24:29.145 --> 00:24:37.387]  It's total inventory control, open season for people who are predators, wolves inside a system of people who are still sheeps, people who aren't grown up yet.
[00:24:37.907 --> 00:24:39.509]  It would be bad enough to do it to adults.
[00:24:39.889 --> 00:24:40.430]  Absolutely.
[00:24:40.910 --> 00:24:51.441]  And what they don't seem to understand, they're stepping on civil liberties, religious freedom, and these children who aren't old enough to make decisions for their own, they're being conditioned and told, you have to do it this way.
[00:24:52.262 --> 00:24:57.027]  So what they're doing is taking the voices away from the children, away from the parents, even teachers.
[00:24:57.227 --> 00:25:00.130]  I know some teachers are afraid to stand up because they don't want to lose their jobs.
[00:25:00.720 --> 00:25:00.880]  Yeah.
[00:25:01.060 --> 00:25:02.881]  They're taking away the voice of the people.
[00:25:03.341 --> 00:25:04.141]  But guess what?
[00:25:04.281 --> 00:25:05.821]  I'm here for the voice of the people.
[00:25:06.302 --> 00:25:11.263]  And even for those who disagree with me, I'm fighting for you, your children, your families.
[00:25:11.303 --> 00:25:13.623]  Not just for my two children and my family.
[00:25:14.184 --> 00:25:16.584]  I'm fighting for every person out there.
[00:25:17.424 --> 00:25:19.065]  I've been misquoted several times saying that
[00:25:20.057 --> 00:25:22.399]  I said this is the Mark of the Beast and all this fun stuff.
[00:25:22.719 --> 00:25:24.020]  I didn't say it was the Mark of the Beast.
[00:25:24.080 --> 00:25:25.561]  I said this is how they condition the people.
[00:25:25.581 --> 00:25:26.262]  Okay?
[00:25:26.502 --> 00:25:27.643]  But there's a correlation there.
[00:25:28.023 --> 00:25:28.324]  Oh yeah?
[00:25:28.524 --> 00:25:36.110]  Because in the Bible it says you can't buy, sell, you can't participate pretty much in the economy if you don't have the Mark of the Beast.
[00:25:36.670 --> 00:25:37.071]  But guess what?
[00:25:37.271 --> 00:25:42.975]  In that school, they're being told, hey, you can't buy your lunch unless you have this badge.
[00:25:43.496 --> 00:25:45.777]  You can't get your library books unless you have this badge.
[00:25:46.718 --> 00:25:47.619]  Sounds very similar to me.
[00:25:48.615 --> 00:25:50.056]  It was extremely prescient.
[00:25:50.116 --> 00:25:54.019]  People like to discount Bible prophecy, but it's so strongly worded.
[00:25:54.100 --> 00:25:56.041]  Everyone knows about that passage.
[00:25:56.061 --> 00:25:57.082]  You can read it if you want.
[00:25:57.502 --> 00:25:58.883]  How did they know that was coming?
[00:25:59.364 --> 00:26:04.228]  Doesn't matter if it's just dictators, if it's just men on earth and not devils running things.
[00:26:04.268 --> 00:26:05.969]  They've still gone with the same plan.
[00:26:05.989 --> 00:26:07.290]  Oh yeah, absolutely.
[00:26:07.691 --> 00:26:11.934]  I mean, if the Bible wasn't true, I wouldn't be sitting here today with you.
[00:26:12.314 --> 00:26:13.175]  I just made it simple.
[00:26:14.436 --> 00:26:16.458]  If it wasn't in there, it wasn't written,
[00:26:17.589 --> 00:26:21.192]  I was five years old when my parents started teaching me the Bible and taking me to church.
[00:26:21.732 --> 00:26:35.661]  Now imagine if you will, 11 o'clock at night, you're five years old, you can barely keep your eyes open, your dad has you down on the carpet talking and reading you the Bible, and he starts talking about the Mark of the Beast, talking to you about these little chips they want to put in your size of a grain of rice.
[00:26:36.302 --> 00:26:38.643]  You don't know what to think, you're a child.
[00:26:39.404 --> 00:26:45.068]  But here I am, 42 years old, 37 years later, all of a sudden I find myself in the middle of it.
[00:26:46.189 --> 00:26:46.449]  Now.
