[00:00:03.336 --> 00:00:03.576]  I'm good.
[00:07:46.061 --> 00:08:01.029]  Quote, the government will be able to search information it collects under CISPA for the purposes of investigating American citizens with complete immunity from all privacy protections as long as they can claim someone committed a quote, cyber security crime.
[00:08:01.710 --> 00:08:06.472]  Basically, it says the Fourth Amendment does not apply online at all.
[00:08:06.652 --> 00:08:08.974]  That's right, completely kills it stone dead.
[00:08:09.514 --> 00:08:19.825]  Moreover, the government can do whatever it wants with the data, as long as it can claim that someone was in danger of bodily harm or that the children were somehow threatened.
[00:08:19.885 --> 00:08:20.605]  The children.
[00:08:20.645 --> 00:08:21.647]  It's all for the children.
[00:08:22.127 --> 00:08:31.396]  And of course, we reported on another provision of CISPA, which is the fact that it allows the DHS to intercept all federal communications, including your tax returns.
[00:08:32.297 --> 00:08:42.262]  So unless the fight to push back Cispa gains in momentum, all the people who fought Sopra are going to find that their efforts were in vain.
[00:08:44.039 --> 00:08:47.421]  Homeland Security official tweets socialist applause.
[00:08:47.661 --> 00:08:48.882]  Happy May Day!
[00:08:49.422 --> 00:08:50.562]  From the Daily Caller.
[00:08:50.582 --> 00:08:53.344]  And there's also an InfoWars.com article about this as well.
[00:08:53.784 --> 00:09:00.267]  A staffer for President Barack Obama's Department of Homeland Security is praising the left-wing May Day protests.
[00:09:00.408 --> 00:09:10.593]  On Tuesday evening, Nate Snyder, the special advisor to Homeland Security Secretary Janet Napolitano for, quote, community partnership and strategic engagement,
[00:09:11.113 --> 00:09:16.037]  Tweeted, quote, Happy May Day, hashtag solidarity.
[00:09:16.517 --> 00:09:32.870]  And this follows on, of course, from yesterday's story about the Obama-bidden re-election campaign slogan, which of course is forward, borrowed from Marxist and Communist publications and political slogans of decades past.
[00:09:33.630 --> 00:09:41.051]  Of course we know, as Joel Skousen documented at length yesterday, May 1st is the International Day of Commies.
[00:09:41.811 --> 00:09:50.753]  It's the day China, North Korea and the former Soviet Union like to roll out their tanks and celebrate communism and red terror and that kind of cuddly-feely thing.
[00:09:51.853 --> 00:10:01.055]  So the fact that the Obama administration, you know, with Obama himself, his history, his rise to prominence being off the back of the communist weather underground terrorist Bill Ayres,
[00:10:02.056 --> 00:10:14.915]  And of course the DHS, whose every action seems to revolve around turning the United States into America with a K. They're both hailing Global Communist Day, so it makes perfect sense.
[00:10:16.057 --> 00:10:17.158]  Very fitting indeed.
[00:10:18.345 --> 00:10:22.126]  Next story, Obama Nazi posters go viral!
[00:10:23.027 --> 00:10:32.510]  AOL corporate asset the Huffington Post has posted an article insinuating that Alex Jones is linked to a flyer distributed in Michigan that features a Nazi swastika.
[00:10:34.022 --> 00:10:39.026]  The Flyer pairs an image of a swastika alongside a movie cover for the film, The Obama Deception.
[00:10:39.566 --> 00:10:40.507]  A documentary.
[00:10:41.348 --> 00:10:45.131]  They put documentary in hyphen, like it's not a real documentary.
[00:10:45.891 --> 00:10:53.637]  It's only got tens of millions of views, but it's not a documentary because they, you know, put a slight on it with little commas next to it.
[00:10:54.378 --> 00:10:59.441]  Documentary by renowned right-wing conspiracy theorist Alex Jones, the site reports.
[00:11:00.342 --> 00:11:05.366]  According to MLive, the fly was placed on parking meters in downtown Grand Rapids.
[00:11:06.227 --> 00:11:12.352]  So, according to the left, characterizing Obama as a Nazi is certainly unfair.
[00:11:12.372 --> 00:11:18.216]  I mean, it isn't fair in the sense that, you know, they're not gassing people in death camps or anything.
[00:11:18.777 --> 00:11:25.703]  But the administration has certainly, you know, they've exercised powers that the Nazis refuse to even claim.
[00:11:26.482 --> 00:11:34.128]  When the Nazis executed people, at least they were forced to put on some kind of show trial, I'm talking about before the war, you know, before they went through with it.
[00:11:34.788 --> 00:11:36.289]  Not the Obama administration.
[00:11:36.329 --> 00:11:42.274]  They claimed, of course, the power to be able to assassinate American citizens worldwide with no legal due process.
[00:11:42.734 --> 00:11:45.616]  That could be described as a Nazi-type power.
[00:11:46.598 --> 00:11:48.459]  You know, signing the NDAA.
[00:11:49.760 --> 00:11:52.921]  Americans snatched off the street, detained without trial.
[00:11:52.981 --> 00:11:55.443]  That could be described as a Nazi-style power.
[00:11:56.023 --> 00:12:07.609]  But as we document in this article, it's more accurate to describe the Obama administration as fascist because of the fact that it's completely controlled by corporate interests and the likes of Goldman Sachs.
[00:12:08.661 --> 00:12:21.312]  Of course, the Liberal Huffington Post fails to mention the fact that for eight years the left depicted George W. Bush as a Nazi, but God forbid anybody should do the same to Obama.
[00:12:21.632 --> 00:12:29.979]  I mean, remember when the Joker poster contest was running and people were getting arrested simply for posting these flyers up everywhere?
[00:12:31.020 --> 00:12:37.202]  And being, you know, accused of engaging in racist hate crimes for depicting Obama as the Joker out of Batman.
[00:12:37.602 --> 00:12:49.725]  Again, the left did it for eight years to Bush, but when the same criticism is levelled at Christ incarnate Barack Obama, such dissent cannot be tolerated.
[00:12:49.825 --> 00:12:56.567]  And they'll use the smear to reflect back on Infowars, even though, you know, we've got nothing to do with it.
[00:12:56.627 --> 00:12:59.088]  But if people want to do it, then that's their free speech.
[00:13:00.632 --> 00:13:04.513]  Tennessee man arrested and imprisoned for using cash.
[00:13:05.233 --> 00:13:13.556]  A Tennessee man was charged and jailed by police Friday after he used an old $50 bill to pay for goods at a Quick Mart store.
[00:13:14.316 --> 00:13:25.040]  Quote, a clerk at Quick Mart South Cannon Boulevard notified police after the marker used to detect counterfeit bills didn't check as real, reports David Melson of the Shelbyville Times Gazette.
[00:13:25.762 --> 00:13:29.806]  The front side of the bill was off-center and it didn't feel like a normal bill.
[00:13:29.886 --> 00:13:34.430]  It did look to be counterfeit, Officer Brock Horner said in his report.
[00:13:35.444 --> 00:13:50.848]  The man, Lorenzo Gaspar, was taken to jail by the officer, but was released after a sergeant noted that the old bill are still legitimate legal tender, but that the check machines with modern cash markers do not work on them.
[00:13:51.328 --> 00:13:54.909]  We've got a related story out of World Net Daily which dovetails with this.
[00:13:55.469 --> 00:13:58.490]  Man arrested, cuffed after using two dollar bills.
[00:13:59.639 --> 00:14:05.673]  Now remember, the $2 bill, although rare, is still in circulation and is legal tender.
[00:14:05.853 --> 00:14:06.855]  It's not a fake bill.
[00:14:08.547 --> 00:14:18.951]  So a man trying to pay a fee using $2 bills was arrested, handcuffed and taken to jail after clerks at a Best Buy store questioned the currency's legitimacy and called the police.
[00:14:19.031 --> 00:14:20.851]  Again, total freak out.
[00:14:21.411 --> 00:14:26.273]  Just because they're too idiotic to know what currencies in circulation they call the cops.
[00:14:27.514 --> 00:14:31.175]  And basically this guy was locked up, handcuffed for three hours.
[00:14:32.472 --> 00:14:36.355]  Turns out, of course, that everything's completely genuine.
[00:14:36.395 --> 00:14:37.395]  It's in circulation.
[00:14:37.455 --> 00:14:38.296]  It's legal tender.
[00:14:38.736 --> 00:14:43.299]  But we're seeing more and more cases of cash being linked with criminal behavior.
[00:14:43.739 --> 00:14:49.803]  You know, all over the world, we've got Spain banning cash payments for anything over €2,500.
[00:14:50.744 --> 00:14:57.548]  We've got the British government banning cash in transactions for certain trades, such as scrap metal.
[00:14:57.628 --> 00:14:59.830]  Again, trying to link it with criminal behavior.
[00:15:00.450 --> 00:15:11.734]  And it all greases the skids for the implementation of the cashless society, wherein the existence of any kind of black market, or indeed any kind of privacy, is rendered obsolete.
[00:15:13.115 --> 00:15:19.477]  And of course, that always leads to totalitarian, top-down control of the economy.
[00:15:20.037 --> 00:15:30.544]  And that's how we end up with things like, you know, the Global Food Council and the calorie credit card where the government decides how many calories you're allowed to buy according to your food ration.
[00:15:31.024 --> 00:15:38.189]  I mean, that's ultimately where that level of control over the economy, the destruction of the black market ends up.
[00:15:38.249 --> 00:15:39.290]  It's all about control.
[00:15:41.363 --> 00:15:50.847]  So now we're going to go to our Man on the Street feature, which this evening is about the Ron Paul rally, which took place on April 26th in Austin, Texas.
[00:15:51.807 --> 00:15:59.571]  And again, it just exemplifies the massive crowds that he attracts, the real ideas that he injects into the body politic.
[00:16:00.251 --> 00:16:07.733]  Uh, and of course how he's garnering immense support from the US troops and the military community in general.
[00:16:07.773 --> 00:16:10.414]  So here's that man on the street report with Derren McBreen.
[00:16:10.834 --> 00:16:18.737]  Everywhere we go, we see, you know, Ron Paul bumper stickers, we see the t-shirts, he has a tremendous presence on the internet, yet...
[00:16:19.798 --> 00:16:20.339]  Romney?
[00:16:20.699 --> 00:16:22.741]  I don't see Romney for president.
[00:16:22.841 --> 00:16:23.662]  Bumper stickers?
[00:16:23.762 --> 00:16:29.607]  I just don't see that same, you know, presence and same enthusiasm for the other candidates.
[00:16:30.188 --> 00:16:31.889]  Yet, Ron Paul's an underdog.
[00:16:31.949 --> 00:16:33.651]  Does that seem strange to you?
[00:16:34.249 --> 00:16:43.875]  Well, you know, I think it's something that Republican parties should look at because, you know, what my grandfather's message is, people will get enthusiastic about it, and people aren't getting that enthusiastic about what Mitt Romney's saying.
[00:16:43.935 --> 00:16:49.558]  So, I mean, I think they need to look at that when they're trying to run against the Democrat for the presidency.
[00:16:49.598 --> 00:16:52.140]  You know, they need a message that people get excited about if they want to win.
[00:16:52.700 --> 00:16:55.124]  Washington is always the last ones to wake up.
[00:16:55.304 --> 00:17:01.673]  You know, where I go, we get the large crowds, and they're very concerned, of course, about the attack on personal liberties.
[00:17:02.554 --> 00:17:08.302]  If you mention just the National Defense Authorization Act, most people know exactly what I'm talking about!
[00:17:11.772 --> 00:17:12.773]  So it's good to have you here.
[00:17:13.173 --> 00:17:14.594]  What made you a Ron Paul supporter?
[00:17:15.054 --> 00:17:18.637]  The thing that made me a Ron Paul supporter, I've actually been following him since 2007.
[00:17:19.117 --> 00:17:25.922]  I actually looked up all the presidential candidates back then to see what each and every one of them stands for.
[00:17:26.682 --> 00:17:28.664]  So I know what Ron Paul stands for.
[00:17:28.724 --> 00:17:36.449]  So everywhere Ron Paul goes, he's a rock star, he's filling up stadiums, but yet the mainstream media still treats him as an underdog.
[00:17:37.009 --> 00:17:37.710]  What do you think about that?
[00:17:38.140 --> 00:17:49.210]  Well, I mean, it just continues to show how the mainstream media is not trying to cover anything that's real, and they're not trying to, you know, they're bought, they're paid for, and I think it's completely obvious to everybody.
[00:17:49.370 --> 00:17:59.139]  And so, you know, I'm hopeful that more people will become awakened just because of the fact that they're not showing more Ron Paul, and they completely have turned the attention away from
[00:18:00.600 --> 00:18:10.884]  You know, what he's doing, his movement, how he pulls higher, how it seems like there's election fraud going on right before our eyes, but we can't get any kind of mainstream media.
[00:18:10.924 --> 00:18:18.807]  What you pull up on your cell phones, what you get on the news in the local stations has nothing to do with what's really going on and what the people seem to want.
[00:18:19.468 --> 00:18:20.888]  They treat him like an underdog.
[00:18:21.208 --> 00:18:28.071]  He's supposedly behind, yet everywhere he goes, through the campaign trail, this is the kind of crowd that we expect to see.
[00:18:28.496 --> 00:18:29.277]  I know, it's shocking.
[00:18:29.377 --> 00:18:31.919]  I heard today that we're probably going to have 10,000 people here.
[00:18:32.479 --> 00:18:36.483]  And the media coverage that's here, we're thankful that you guys are here.
[00:18:37.103 --> 00:18:43.148]  And it is surprising to me is, you know, the voting doesn't show these numbers, at least the official voting numbers.
[00:18:43.188 --> 00:18:48.392]  Whenever you look at online, whenever we get those polls from the debate, they stop doing it.
[00:18:53.973 --> 00:18:58.977]  Now, others say, well, that's okay to a point, but we have to make sure that nobody ever uses any drugs.
[00:18:59.057 --> 00:19:00.638]  I said, you mean alcohol?
[00:19:01.179 --> 00:19:02.460]  Oh, no, we don't mean that.
[00:19:02.480 --> 00:19:04.682]  We're talking about those illegal bad things.
[00:19:05.763 --> 00:19:08.085]  And then I said, well, guess where most of the addiction is?
[00:19:08.145 --> 00:19:09.366]  Is it on the illegal drugs?
[00:19:09.766 --> 00:19:12.288]  No, most of the addiction is on the prescription drugs.
[00:19:12.308 --> 00:19:14.009]  That's where the real problem is.
[00:19:18.277 --> 00:19:19.199]  No matter what, he wins.
[00:19:19.279 --> 00:19:28.655]  I mean, even if he does not get elected the presidency, he still wins because he's injecting the real ideas and he's bringing up the real issues and just look at what's happened.
[00:19:28.905 --> 00:19:29.605]  We already won.
[00:19:29.865 --> 00:19:39.609]  If you look at the contributors of Romney and Obama, you got Goldman Sachs, Citigroup, Morgan Stanley, JP Morgan, Bank of America.
[00:19:39.949 --> 00:19:44.931]  Ron Paul's contributors are Air Force, Navy, and Army.
[00:19:45.091 --> 00:19:50.113]  And then there's money bombs where people are pitching in 20 bucks at a time instead of the big corporations.
[00:19:50.193 --> 00:19:53.694]  It's thousands and thousands of people pitching in 20 bucks here and there.
[00:19:53.814 --> 00:19:59.296]  Exactly, and if you think about it, our sense of support comes from true labor.
[00:19:59.316 --> 00:20:00.257]  It has real value.
[00:20:00.277 --> 00:20:02.318]  It comes from the working class.
[00:20:02.358 --> 00:20:05.219]  It does not come from the printing shop up at the Federal Reserve.
[00:20:05.239 --> 00:20:07.520]  It does not come from the Factional Reserve Banking System.
[00:20:07.780 --> 00:20:09.941]  It does not come from Ponzi schemes.
[00:20:09.981 --> 00:20:11.782]  It comes from the hard work of the American people.
[00:20:12.705 --> 00:20:19.031]  Also, the reversal from what happened from 100 years ago has started 10, 20, even 30 years ago.
[00:20:19.411 --> 00:20:34.225]  People who have been writing about Austrian free market economics, writing about the Federal Reserve System, and writing about and trying to get people to understand why a non-interventionist foreign policy makes more sense than being the policeman of the world.
[00:20:49.588 --> 00:20:57.330]  Now the biggest reason why I support this guy is because it's the reason why I signed up in the first place.
[00:20:57.390 --> 00:21:06.273]  I signed up to protect the Constitution of the United States of America and Ron Paul is the closest guy to actually defending those rights that we have.
[00:21:06.573 --> 00:21:08.654]  We have a clear candidate.
[00:21:09.514 --> 00:21:16.177]  Who stands for what everybody, whether they know it or not, it's what the truth is and what they stand for.
[00:21:16.678 --> 00:21:22.440]  And more and more people are, with this awakening, are realizing that, the self-awakening, and they're showing up in droves.
[00:21:22.480 --> 00:21:24.722]  We got probably 4,000 people here at this moment.
[00:21:24.742 --> 00:21:25.702]  It's not even ready yet.
[00:21:25.742 --> 00:21:29.944]  I even ask people questions like, uh, why are you voting for Obama other than the color of his skin?
[00:21:30.244 --> 00:21:35.386]  Because that's the majority of people, the reason why they voted for him in the first place, because he was a black guy and everybody else was white.
[00:21:35.406 --> 00:21:37.166]  That's why it's thought that I saw.
[00:21:37.666 --> 00:21:41.688]  But, uh, nobody knows, nobody does the research, nobody does the back-searching.
[00:21:42.228 --> 00:21:47.070]  But the majority of us that go off to the war, who've actually gone off to war, we're pretty much sick and tired of the war.
[00:21:47.410 --> 00:21:53.552]  And all we do is, you know, we want to go home, we don't want any more deaths, we want to stay out of people's businesses, mind our own stuff.
[00:21:53.612 --> 00:21:55.073]  That's what I, that's why I support it.
[00:21:55.293 --> 00:21:57.335]  We may have something happen.
[00:21:57.375 --> 00:22:06.584]  There may be a false flag incident where some ship goes down and you'd be used for the excuse to accelerate the next war.
[00:22:07.225 --> 00:22:13.992]  And we have to learn to distinguish war propaganda from the truth.
[00:22:22.867 --> 00:22:26.088]  I think it's important to take into account that it is not about Dr. Paul.
[00:22:26.108 --> 00:22:26.929]  He's a great messenger.
[00:22:26.949 --> 00:22:27.749]  It's about the message.
[00:22:28.489 --> 00:22:30.670]  And the movement is strong.
[00:22:30.710 --> 00:22:33.491]  The movement, the liberty movement, is never going to end.
[00:22:34.311 --> 00:22:35.352]  And we're just going to get bigger.
[00:22:35.712 --> 00:22:38.293]  And I think we're just waiting for that tipping point for the revolution, right?
[00:22:38.393 --> 00:22:38.773]  To begin.
[00:22:38.853 --> 00:22:46.116]  What would you say to the hardliners who say that Ron Paul is a pacifist because he's not such a warmonger?
[00:22:46.536 --> 00:22:48.876]  Well, I would say that you need to do your research more.
[00:22:48.956 --> 00:22:50.577]  Obviously, Ron Paul is for the people.
[00:22:50.957 --> 00:22:54.457]  You have to get a declaration from the Congress.
[00:22:55.097 --> 00:23:01.399]  He would go through the Congress, ask the Congress for approval for war if we decided that we wanted to go after somebody.
[00:23:01.919 --> 00:23:03.599]  And from that, he would take his stance.
[00:23:03.639 --> 00:23:05.939]  But by no means is he in isolationism.
[00:23:06.579 --> 00:23:12.621]  He just wants to make sure that we focus on ourselves, stop the bleeding before we actually help anybody else.
[00:23:12.661 --> 00:23:15.141]  Back when I was, I served in the Navy as well, five years.
[00:23:15.601 --> 00:23:26.713]  And one of the best things that they ever taught us was in a gas environment, if we have a nerve agent gas that hit us, we would have 8 seconds to don our gas mask.
[00:23:27.133 --> 00:23:32.319]  Now if you and your buddy was having trouble with the gas mask,
[00:23:32.939 --> 00:23:36.462]  And you had to don yours, you had to don yours first.
[00:23:36.522 --> 00:23:41.305]  It was by the rules of the Navy that you had to don your gas masks first before you can help them out.
[00:23:41.665 --> 00:23:44.487]  Or else if you try to help them out, they didn't live, you would die as well.
[00:23:44.547 --> 00:23:50.872]  So us going off to these other countries to try to help them out, whenever we're bleeding out with our economy the way it is, it's a bunch of garbage.
[00:23:51.512 --> 00:23:51.912]  Alright, man.
[00:23:52.052 --> 00:23:52.573]  Well, thank you.
[00:23:52.633 --> 00:23:53.513]  Thank you for your time, bud.
[00:23:53.533 --> 00:23:54.274]  I appreciate it.
[00:24:04.489 --> 00:24:05.072]  We're good.
[00:24:16.434 --> 00:24:22.918]  So there you have it, man on the street tracking the Ron Paul revolution.
[00:24:22.938 --> 00:24:29.302]  95% of the jobs lost during the recession were middle class jobs by Michael Snyder, the Economic Collapse blog.
[00:24:29.922 --> 00:24:33.444]  Who is the biggest loser in the ongoing decline of the US economy?
[00:24:34.004 --> 00:24:34.885]  Is it the wealthy?
[00:24:35.125 --> 00:24:39.508]  No, the stock market has been soaring lately and their incomes are actually going up.
[00:24:40.382 --> 00:24:41.263]  Is it the poor?
[00:24:41.683 --> 00:24:47.328]  Well, the poor are definitely hurting very badly, but when you don't have much to begin with, you don't have much to lose.
[00:24:47.809 --> 00:24:52.593]  Unfortunately, it's the middle class that has lost the most during this economic downturn.
[00:24:52.994 --> 00:24:58.839]  According to Bloomberg, 95% of the jobs lost during the recession were middle class jobs.
[00:24:59.480 --> 00:25:01.682]  That's an absolutely astounding figure.
[00:25:02.711 --> 00:25:10.215]  And that's the fundamental goal of the post-industrial revolution that the elite is trying to run through, is to eviscerate the middle class.
[00:25:11.115 --> 00:25:19.240]  And the Obama administration and the Goldman Sachs bankers who control it are doing a very good job indeed of achieving that aim.
[00:25:19.760 --> 00:25:22.982]  And so the only real answer, as we've stressed on many occasions, is
[00:25:24.062 --> 00:25:30.346]  A lot of people are going to have to find new careers that are not in any way dependent on this rigged system.
[00:25:31.146 --> 00:25:44.175]  More people are going to have to become self-employed, more people are going to have to live off the land, and it's all about finding alternative streams of revenue because the ones in the mainstream jobs market are rapidly disappearing.
[00:25:44.975 --> 00:25:45.896]  The people at the top
[00:25:46.616 --> 00:25:49.319]  Make money in a recession, they make money when times are good.
[00:25:50.119 --> 00:25:53.622]  Because they're outside of the system, they're not dependent on the system.
[00:25:53.963 --> 00:25:57.186]  And that's what more and more people are going to have to realize for themselves.
[00:25:57.966 --> 00:26:09.336]  You're only going to prosper in bad economic times if you're outside, if you extricate yourself from the very mainstream jobs market that's suffered this collapse in every way possible.
[00:26:10.197 --> 00:26:12.760]  And you know, with the internet, that allows more people to do that.
[00:26:12.780 --> 00:26:19.086]  It takes passion, takes hard work and takes time, but it's really the only alternative in this plunging economy.
[00:26:20.407 --> 00:26:26.253]  Now, top ten insane conspiracy theories that detract from exposing real cover-ups.
[00:26:27.134 --> 00:26:33.320]  Just a little bit of light-hearted fun here to finish the show, because earlier I canvassed people on Facebook
[00:26:34.545 --> 00:26:46.072]  About what are the most virulently, you know, viral on the internet, yet most blatantly ludicrous and false, insane conspiracy theories that they're sick of hearing about.
[00:26:46.752 --> 00:27:00.701]  And these are the kind of things that the establishment routinely seizes on and uses to smear and discredit genuine truth-seekers who are just trying to find out about real cover-ups that get caught in this disinformation maze.
[00:27:02.842 --> 00:27:06.084]  Most of this top 10 was actually put out on the internet.
[00:27:06.204 --> 00:27:10.107]  There's actual huge forums and discussions about whether these are true or not.
[00:27:10.968 --> 00:27:12.809]  And a few I've just thrown in there for fun.
[00:27:13.489 --> 00:27:14.090]  So here we go.
[00:27:14.190 --> 00:27:18.693]  Top 10 insane conspiracy theories that detract from exposing real cover-ups.
[00:27:19.373 --> 00:27:20.014]  Number 10.
