[00:00:00.169 --> 00:00:00.691]  You've got it.
[00:03:44.633 --> 00:03:46.454]  So could this be steered?
[00:03:46.454 --> 00:03:47.895]  Well, of course it could be.
[00:03:47.895 --> 00:03:49.335]  They have the technology.
[00:03:49.335 --> 00:03:54.378]  So I thought we'd go over that with Mr. Stevens coming up as well today.
[00:03:55.883 --> 00:04:00.164]  That said, we're going to get into the election, the latest on that when we come back.
[00:04:00.164 --> 00:04:01.885]  A very interesting report.
[00:04:01.885 --> 00:04:16.889]  Saccharin and aspartame compared with sucralose, that's a form of natural sugar, induces greater weight gain in adult Worcester rats at a similar total caloric intake levels.
[00:04:16.889 --> 00:04:21.671]  And this is published in the National Institute of Health.
[00:04:21.671 --> 00:04:22.811]  It's a prestigious study.
[00:04:24.096 --> 00:04:35.092]  The point is, is that I've seen a bunch of other studies showing this, and that's why you see diabetics, incredibly obese people, always with a Diet Coke or Diet Dr. Pepper in their hand, Diet Pepsi in their hand.
[00:04:35.092 --> 00:04:37.435]  Diet Pepsi be flavored with baby parts.
[00:04:37.435 --> 00:04:38.897]  I didn't believe that when I heard that two years ago.
[00:04:38.897 --> 00:04:39.899]  Looked it up, turned out it was true.
[00:04:40.419 --> 00:04:43.162]  Uh, so, that's a big piece of news.
[00:04:43.162 --> 00:04:44.764]  And I got a retraction too!
[00:04:44.764 --> 00:04:50.469]  I'm gonna, I'm gonna make her a clarification, uh, coming up as well.
[00:04:50.469 --> 00:04:52.251]  It has to do with automobiles.
[00:04:52.251 --> 00:04:52.932]  Stay with us.
[00:04:52.932 --> 00:04:53.793]  I'm Alex Jones.
[00:04:53.793 --> 00:04:54.393]  It's Sunday.
[00:04:54.393 --> 00:04:57.156]  We're live, blasting out worldwide.
[00:04:57.156 --> 00:04:57.637]  Stay with us.
[00:04:58.740 --> 00:04:59.741]  Aaron Fullin here.
[00:04:59.741 --> 00:05:11.334]  As the food police shut down food co-ops, the Amish, and small farmers, Americans are losing access, not just to raw milk and homemade cheeses, but to healthy, home-crafted sources for fermented foods like sauerkraut, yogurt, and kefir.
[00:05:11.334 --> 00:05:15.179]  It seems there's a war on life-giving foods with living enzymes and healthy bacteria.
[00:05:15.379 --> 00:05:18.140]  But frankly, I'm not sure what the food police are so afraid of.
[00:05:18.140 --> 00:05:26.043]  These remarkable foods have been around since the beginning of history, with archaeological evidence for fermented foods and beverages being found across the globe in almost every culture.
[00:05:26.043 --> 00:05:33.526]  Even today, Japanese eat miso, Africans eat fermented porridges, Koreans eat kimchi, and in India, fermented milk is a staple for healthy living.
[00:05:33.826 --> 00:05:34.966]  But here's some good news.
[00:05:34.966 --> 00:05:41.168]  Self-reliant Americans can now discover the secrets to making these amazing fermented foods legally and privately in their own homes.
[00:05:41.168 --> 00:05:44.509]  Since it's still legal to make these foods as long as you can make them yourself.
[00:05:44.509 --> 00:05:47.350]  For more information, check out fermentationfactor.com.
[00:05:47.350 --> 00:05:49.370]  That's fermentationfactor.com.
[00:05:49.370 --> 00:05:55.492]  It's easy to create your own powerful fermented foods, and you can do it by going to www.fermentationfactor.com.
[00:05:55.492 --> 00:05:58.213]  That's www.fermentationfactor.com.
[00:06:15.521 --> 00:06:24.546]  Crashing through the lies and disinformation, it's Alex Jones on the GCN Radio Network.
[00:06:24.546 --> 00:06:28.529]  Waging war on corruption.
[00:06:28.529 --> 00:06:31.210]  InfoWarriors, roll out!
[00:06:31.210 --> 00:06:33.051]  We are live.
[00:06:33.051 --> 00:06:36.574]  Thank you so much for joining us on this Sunday, the 28th day of October 2012.
[00:06:40.916 --> 00:06:43.317]  We're here every Sunday, 4 to 6 p.m.
[00:06:43.317 --> 00:06:45.538]  Central, 5 to 7 p.m.
[00:06:45.538 --> 00:06:47.339]  Eastern, that's 2 to 4 p.m.
[00:06:47.339 --> 00:06:48.459]  Pacific, 3 to 5 p.m.
[00:06:48.459 --> 00:07:05.107]  Mountain, and broadcasting all over the world via WWCR Global Shortwave 100,000 Watt World Service, simulcasting, of course, on the internet at InfoWars.com and PrisonPlanet.com with the audio streams and the podcasts you'll find in the Alex Jones Radio Show link.
[00:07:05.367 --> 00:07:06.408]  I don't know.
[00:07:23.857 --> 00:07:26.820]  You name it, adds a whole other dimension to the info war.
[00:07:26.820 --> 00:07:31.984]  PrisonPlanet.tv, nine and a half years up and running, 17 years on radio.
[00:07:31.984 --> 00:07:34.887]  I know we have a lot of new affiliates, just want to introduce myself.
[00:07:34.887 --> 00:07:35.847]  I'm Alex Jones.
[00:07:35.847 --> 00:07:36.988]  I love liberty.
[00:07:36.988 --> 00:07:38.430]  I hate tyranny.
[00:07:38.430 --> 00:07:39.511]  I hate bullies.
[00:07:40.839 --> 00:07:47.444]  And I am here to try to wake up my fellow humans to demand a restoration of our Constitutional Republic.
[00:07:47.444 --> 00:08:02.176]  I could not do the show without my incredible crew in there and all the other great co-hosts and people with the nightly news and some of the people that come in and visit sometimes to sit in as guest hosts as well, like in the 48-hour broadcast we did a few weeks ago.
[00:08:02.176 --> 00:08:05.678]  Again, I want to thank all those folks and salute them because I haven't thanked them enough.
[00:08:05.678 --> 00:08:09.021]  I've thanked them a few times, but I just was thinking how thankful I was again today for
[00:08:09.461 --> 00:08:16.849]  All of you out there that make this broadcast possible, the sponsors, the AM and FM affiliates, and of course, most importantly, the good Lord above.
[00:08:16.849 --> 00:08:21.634]  And after that, you, the listeners, are what is most important.
[00:08:21.634 --> 00:08:26.319]  Okay, Stuart Rhodes, founder of Oath Keepers, constitutional lawyer, Army paratrooper.
[00:08:27.764 --> 00:08:30.867]  He's got the contacts in the police and military like no one else I know.
[00:08:30.867 --> 00:08:36.432]  Active duty, military, and currently serving here in UnderHomeland Police.
[00:08:36.432 --> 00:08:44.759]  And we're going to get into all these preparations for civil unrest, the preparations for gun confiscation, the re-education camp manuals the Army admits are now public.
[00:08:45.879 --> 00:08:58.103]  And what broke in the AP about a week ago, well it broke here, but then AP picked it up and confirmed, yeah, a guy going to visit his wife, got stranded in Hawaii, no criminal record, but he was a prepper.
[00:08:58.103 --> 00:09:07.625]  And if you think that you need to be prepared, the government digs in, buys 1.6 billion rounds of ammo, builds bunkers everywhere with tax money, is constantly hardening their structures.
[00:09:07.625 --> 00:09:10.206]  But if you try to get prepared, they have executive orders.
[00:09:10.626 --> 00:09:15.789]  Just look them up to confiscate your food, your water, to put you into forced work brigades.
[00:09:15.789 --> 00:09:17.391]  Each president has reissued them.
[00:09:17.391 --> 00:09:25.076]  Just type in presidential executive orders on confiscation of food, hoarders, forced labor.
[00:09:25.076 --> 00:09:25.516]  Look it up!
[00:09:26.687 --> 00:09:33.750]  You'll find dozens and dozens, because it's been reissued over and over again, sometimes multiple times by the same president.
[00:09:33.750 --> 00:09:34.811]  People say, well, give us a number.
[00:09:34.811 --> 00:09:35.231]  Look it up.
[00:09:35.231 --> 00:09:37.412]  There's literally dozens of them.
[00:09:37.412 --> 00:09:40.313]  In fact, guys, just show people that are watching on PrisonPlanet.tv.
[00:09:40.313 --> 00:09:50.238]  Type in executive orders for forced labor, and then executive orders for food confiscation, or executive orders for seizure of infrastructure.
[00:09:50.238 --> 00:09:53.779]  Again, this is a show where we want you to check out our claims and what we're saying.
[00:09:53.779 --> 00:09:54.500]  Now, I'll tell you this.
[00:09:55.819 --> 00:10:02.363]  We are incredibly accurate over 95% of the time on average.
[00:10:02.363 --> 00:10:13.051]  And when I do mess up, it's generally a whopper because I'll be out there managing stuff or signing checks or, you know, reviewing a video report during the breaks.
[00:10:13.051 --> 00:10:19.375]  I don't just sit around during the breaks or my wife calls or my kids are running around the studio or, you know, whatever the case may be.
[00:10:21.038 --> 00:10:24.542]  Yeah, just click web for executive orders, guys, and it'll pull them up for you.
[00:10:24.542 --> 00:10:27.005]  And then just print me some of those.
[00:10:27.005 --> 00:10:27.425]  Yeah, there it is.
[00:10:27.425 --> 00:10:29.468]  Obama quietly signs executive order.
[00:10:29.468 --> 00:10:31.230]  I mean, there's a whole bunch of them.
[00:10:31.230 --> 00:10:32.611]  You can pull up the whole list.
[00:10:32.611 --> 00:10:33.793]  There's sites that list them.
[00:10:33.793 --> 00:10:37.397]  And then you can go to the Federal Register as well and find them.
[00:10:37.397 --> 00:10:37.957]  But that's fine.
[00:10:37.957 --> 00:10:40.320]  Just once you get them, we'll cover them later.
[00:10:41.201 --> 00:10:42.782]  It's important to read those executive orders.
[00:10:42.782 --> 00:10:47.767]  Our film Police State 4 The Rise of FEMA has them since the 50s and then shows them reissued.
[00:10:47.767 --> 00:10:53.412]  We actually show hundreds of them through time changing in the numbers right up into the 13,000 series.
[00:10:53.412 --> 00:10:56.975]  They're almost into the 14,000s now in executive orders.
[00:10:56.975 --> 00:11:01.759]  But side issue, I was covering an article
[00:11:04.110 --> 00:11:12.856]  Friday on the show, and no one corrected me on this, I was listening to a rebroadcast on a local station and heard it and it just blew me away.
[00:11:12.856 --> 00:11:20.521]  I'm like, the way I was talking it sounded like I was saying Jeep was owned by General Motors when we all know it's owned by Chrysler.
[00:11:20.521 --> 00:11:23.923]  I mean, I grew up with Jeeps, my dad's got a Jeep, I know that.
[00:11:23.923 --> 00:11:29.627]  Sometimes I listen to my show and it's just, it's, when I mess something up it's such a, everybody does that, you know, you'll call people
[00:11:29.707 --> 00:11:30.227]  I don't know.
[00:11:49.820 --> 00:11:51.281]  Not Hummer, they stopped that.
[00:11:51.281 --> 00:11:56.883]  Help move, this article says the Hummer is what fights with Jeep, that's why I said that.
[00:11:56.883 --> 00:12:02.806]  Help move Cadillac and help move Volt to China.
[00:12:02.806 --> 00:12:05.688]  But now Jeep Separate is looking to leave Detroit.
[00:12:06.548 --> 00:12:13.771]  If you gotta leave Detroit because it's collapsing, even though it's a great American city, or was, why do you gotta leave the US?
[00:12:13.771 --> 00:12:15.531]  Man, that's crazy.
[00:12:15.531 --> 00:12:19.033]  People need to let Jeep know and Chrysler know, do not move it to China.
[00:12:19.033 --> 00:12:20.373]  Unbelievable.
[00:12:20.373 --> 00:12:22.514]  Can I buy anything made in America?
[00:12:22.514 --> 00:12:29.897]  I've never been a Ford guy, and I've got a Ford truck now, just because I want to try to buy something made in America, while you can still say something's made here.
[00:12:29.897 --> 00:12:32.197]  And I know most of the components are made overseas.
[00:12:32.197 --> 00:12:33.218]  It's unbelievable.
[00:12:33.678 --> 00:12:39.420]  How they have set up the tax incentives and the rest of it to ship jobs out of this country.
[00:12:39.420 --> 00:12:47.603]  And speaking of the roads, street lights turned off in their thousands to meet carbon emission targets.
[00:12:49.056 --> 00:12:50.317]  This is out of London Telegraph.
[00:12:50.317 --> 00:13:02.922]  All over the world, including here in the U.S., they're saying they're going to start turning off most of the street lights because it's bad to have electricity because carbon dioxide that comes out of coal-powered plants is bad for the earth.
[00:13:02.922 --> 00:13:05.023]  Folks, plants respirate.
[00:13:05.023 --> 00:13:11.326]  They literally engage in photosynthesis with the sunlight using carbon dioxide.
[00:13:11.326 --> 00:13:12.547]  Humans exhale it.
[00:13:12.547 --> 00:13:14.308]  And you can type in the New York Times article
[00:13:15.528 --> 00:13:19.392]  New York Times, a few years ago, said, attacks to breathe.
[00:13:19.392 --> 00:13:23.236]  And that was an article, that was the headline, promoting this show.
[00:13:23.236 --> 00:13:25.078]  It's a way to shut down any industry they want.
[00:13:26.256 --> 00:13:32.940]  Ignore all the real environmental issues that are out there and control one of the four components of the life cycle and the carbon cycle.
[00:13:32.940 --> 00:13:35.942]  Carbon dioxide, oxygen, water, and sunlight.
[00:13:35.942 --> 00:13:37.423]  You've got to have those four things.
[00:13:37.423 --> 00:13:39.624]  And they know you know water's not bad.
[00:13:39.624 --> 00:13:41.685]  They know you know oxygen's not bad.
[00:13:41.685 --> 00:13:43.626]  They know you know sunlight's not bad.
[00:13:43.626 --> 00:13:45.567]  So they know that, well, carbon dioxide.
[00:13:45.567 --> 00:13:47.468]  They chose that back in the 80s.
[00:13:47.468 --> 00:13:50.150]  The Club of Rome said, we're going to try to tax this.
[00:13:50.150 --> 00:13:53.212]  A lot of Americans think it's carbon monoxide, the stuff that'll kill you.
[00:13:54.172 --> 00:14:06.035]  You know, they've done national TV shows, you've seen it, Penn & Teller's done it, where they can get most people to sign a petition on the streets saying ban dihydrogen monoxide.
[00:14:06.035 --> 00:14:07.195]  It sounds pretty darn scary.
[00:14:07.195 --> 00:14:13.056]  Of course, dihydrogen monoxide is water, last time I checked, or they can get people to ban sodium chloride.
[00:14:13.056 --> 00:14:15.337]  Sounds pretty darn scary.
[00:14:15.337 --> 00:14:16.957]  Sodium chloride.
[00:14:17.990 --> 00:14:20.333]  Sodium chloride.
[00:14:20.333 --> 00:14:22.755]  Of course, that's table salt, ladies and gentlemen.
[00:14:22.755 --> 00:14:26.339]  But streetlights turned off in their thousands to meet carbon emission targets.
[00:14:26.339 --> 00:14:32.906]  Huge swaths of Britain are being plunged into darkness as more and more streetlights are switched off by councils and road authorities.
[00:14:32.906 --> 00:14:34.227]  But the taxes are going up, though.
[00:14:34.227 --> 00:14:35.428]  Less services, more taxes.
[00:14:36.175 --> 00:14:39.556]  And they always dangle, you know, police cuts out if you don't let them raise taxes.
[00:14:39.556 --> 00:14:41.657]  Standard trick worldwide.
[00:14:41.657 --> 00:14:44.978]  Speaking of world government, Obama urges governors to celebrate U.N.
[00:14:44.978 --> 00:14:46.499]  Day from the newamerican.com.
[00:14:46.499 --> 00:14:49.140]  New American Magazine breaks the call for world government down.
[00:14:49.140 --> 00:14:52.561]  They're actually taking over the cities, the international funding and stuff.
[00:14:53.741 --> 00:14:59.162]  You'll see you'll get international or even federal funding if it starts following UN rules under UNESCO.
[00:14:59.162 --> 00:15:04.923]  And more on cars later, robo-cars are coming to crowded California freeways near you.
[00:15:04.923 --> 00:15:09.044]  And I've got a big stack of articles about, oh, robo-cars are going to be safer.
[00:15:09.044 --> 00:15:12.165]  Will we not let you drive your own car soon?
[00:15:12.165 --> 00:15:17.706]  And the answer is, Toyota and others have said this years ago, and now I've got a new Toyota reporter admitting it.
[00:15:18.246 --> 00:15:23.389]  They're going to say, well, the computer watches you, and if you're doing something dangerous, it'll take over.
[00:15:23.389 --> 00:15:30.313]  So see, we're already talking about computers running our lives, robots running our lives, not just drones doing the fighting and combat robots.
[00:15:30.313 --> 00:15:31.694]  And I saw an ad on...
[00:15:33.371 --> 00:15:37.573]  News 8 Austin, when I was surfing the other day, for Austin Lexus.
[00:15:37.573 --> 00:15:39.774]  And it was about a face scanning system.
[00:15:39.774 --> 00:15:43.997]  So I clicked it, and sure enough it goes, the new Lexuses tell you if you're tired.
[00:15:43.997 --> 00:15:45.077]  Scan your eyes.
[00:15:45.077 --> 00:15:45.678]  Yeah.
[00:15:45.678 --> 00:15:50.440]  And are dialed into a cell phone that will report you to the cops down the road, just like OnStar does.
[00:15:50.440 --> 00:15:52.021]  They didn't tell you that part.
[00:15:52.021 --> 00:15:55.703]  Again, it's not the technology's bad, the globalist running it is bad.
[00:15:55.703 --> 00:15:58.444]  Hey, will the hurricane affect the election?
[00:15:58.444 --> 00:15:59.325]  We'll cover that when we get back.
[00:16:00.683 --> 00:16:11.309]  The Silver Lungs Generator is the only all-encompassing professional class product for producing endless colloidal and ionic silver solutions right from the convenience of your home.
[00:16:11.309 --> 00:16:22.476]  With recent regulations threatening the sale of silver-based supplements, now you can secure yourself and your family by producing your own silver solutions anywhere, anytime.
[00:16:22.476 --> 00:16:29.760]  You can have the peace of mind knowing that you can create endless supply of silver anytime, anywhere, for any application.
[00:16:30.020 --> 00:16:37.228]  The Silver Lungs Generator is a one-time purchase that requires no maintenance nor replacement parts for the life of the unit.
[00:16:37.228 --> 00:16:42.034]  This product was designed to be an invaluable part of your vital preparations.
[00:16:42.034 --> 00:16:49.342]  For a detailed report on the differences between ionic silver, colloidal silver, and what most silver solution manufacturers are producing,
[00:16:49.522 --> 00:16:59.849]  Please visit our website at www.silverlungs.com for more information on why you should be producing your own silver solutions right from your home forever.
[00:16:59.849 --> 00:17:05.093]  Sick of the globalist eugenicist control freaks adding poison to your water and laughing as you get sick and die?
[00:17:05.353 --> 00:17:07.755]  Let's start purifying your water with ProPure.
[00:17:07.755 --> 00:17:13.480]  My friends, I've done a lot of research and the best gravity filter out there bar none is ProPure.
[00:17:13.480 --> 00:17:16.863]  And it's available discounted at Infowars.com.
[00:17:16.863 --> 00:17:20.326]  It's filters are silver impregnated to prevent bacterial growth.
[00:17:20.326 --> 00:17:21.988]  There's no priming required.
[00:17:21.988 --> 00:17:24.290]  It's NSF 42 certified.
[00:17:24.290 --> 00:17:26.772]  Optional fluoride filters can reduce fluoride up to 95%.
[00:17:27.833 --> 00:17:29.354]  Easy to set up and use.
[00:17:29.354 --> 00:17:30.794]  Doesn't require electricity.
[00:17:30.794 --> 00:17:33.936]  Purify water from lakes, streams, ponds, and wells.
[00:17:33.936 --> 00:17:37.317]  This filter system leaves in beneficial minerals, which is key.
[00:17:37.317 --> 00:17:41.459]  Save money by not buying bottled water, and avoid BPA that leaches from the plastic.
[00:17:41.459 --> 00:17:44.200]  ProPure is the best gravity-fed filter out there.
[00:17:44.200 --> 00:17:45.780]  It's what my family uses.
[00:17:45.780 --> 00:17:49.102]  Infowars.com already has the lowest price on ProPure.
[00:17:49.102 --> 00:17:54.644]  But if you add the promo code WATER at checkout, you get an additional 10% off at Infowars.com.
[00:17:54.924 --> 00:17:56.125]  You can also call to order.
[00:17:56.125 --> 00:17:57.486]  888-253-3139.
[00:17:57.486 --> 00:18:00.649]  Aaron Fullin here.
[00:18:00.649 --> 00:18:12.239]  As the food police shut down food co-ops, the Amish, and small farmers, Americans are losing access, not just to raw milk and homemade cheeses, but to healthy, home-crafted sources for fermented foods like sauerkraut, yogurt, and kefir.
[00:18:12.239 --> 00:18:16.063]  It seems there's a war on life-giving foods with living enzymes and healthy bacteria.
[00:18:16.283 --> 00:18:19.044]  But frankly, I'm not sure what the food police are so afraid of.
[00:18:19.044 --> 00:18:26.927]  These remarkable foods have been around since the beginning of history, with archaeological evidence for fermented foods and beverages being found across the globe in almost every culture.
[00:18:26.927 --> 00:18:34.430]  Even today, Japanese eat miso, Africans eat fermented porridges, Koreans eat kimchi, and in India, fermented milk is a staple for healthy living.
[00:18:34.730 --> 00:18:35.851]  But here's some good news.
[00:18:35.851 --> 00:18:42.075]  Self-reliant Americans can now discover the secrets to making these amazing fermented foods legally and privately in their own homes.
[00:18:42.075 --> 00:18:45.397]  Since it's still legal to make these foods as long as you can make them yourself.
[00:18:45.397 --> 00:18:48.239]  For more information, check out fermentationfactor.com.
[00:18:48.239 --> 00:18:50.260]  That's fermentationfactor.com.
[00:18:50.260 --> 00:18:56.384]  It's easy to create your own powerful fermented foods, and you can do it by going to www.fermentationfactor.com.
[00:18:56.384 --> 00:18:59.106]  That's www.fermentationfactor.com.
[00:18:59.506 --> 00:19:05.653]  The worst drought in 50 years continues, and the first six months of 2012 marks the hottest half year on record.
[00:19:05.653 --> 00:19:08.617]  78% of the Midwest corn belt is in drought conditions.
[00:19:08.617 --> 00:19:13.662]  Not only corn, but soy, alfalfa, fruits, vegetables, and wheat are all impacted, raising prices.
[00:19:15.064 --> 00:19:26.618]  The only strategy to counter this is to freeze your food cost at today's prices by getting your own supply of foods from eFoods Direct now.
[00:19:26.618 --> 00:19:30.483]  As the price of raw ingredients increases, eFoods will have to raise prices too.
[00:19:30.483 --> 00:19:32.025]  Now is the time to get your supply.
[00:19:32.265 --> 00:19:36.288]  I recently increased my supply from eFoodsDirect because we have all known this was coming.
[00:19:36.288 --> 00:19:39.189]  You know about their delicious, long-term, storable foods.
[00:19:39.189 --> 00:19:41.971]  The fact is, you can eat it anytime to save money today.
[00:19:41.971 --> 00:19:46.534]  And because it stores for 25 years, you're locking in today's prices and avoiding the rising food cost.
[00:19:46.534 --> 00:19:47.195]  Don't wait!
[00:19:47.195 --> 00:19:48.896]  Call 800-409-5633 or go to eFoodsDirect.com forward slash Alex.
[00:19:48.896 --> 00:19:50.677]  Call 800-409-5633 or eFoodsDirect.com forward slash Alex.
[00:19:50.677 --> 00:19:52.178]  You can bet your life on eFoodsDirect.
[00:20:00.993 --> 00:20:04.576]  Coast to coast, direct from Austin.
[00:20:04.576 --> 00:20:08.159]  You're listening to the Alex Jones Broadcasting Network.
[00:20:08.159 --> 00:20:19.348]  Defending the republic from enemies foreign and domestic, it's Alex Jones.
[00:20:27.048 --> 00:20:40.453]  Okay, my friends, we're going to get into Hurricane Sandy right now, and I have really been hoping that all this Frankenstorm hype for the last five days or so was just that hype.
[00:20:40.453 --> 00:20:56.018]  I had really been hoping earnestly that the Blue Northern coming down and the big West Coast cold front blowing out of the Pacific, that they would get to the coast early and somehow blow that hurricane out to sea.
[00:20:57.363 --> 00:21:01.305]  Instead, I know you've been following and I've been following it.
[00:21:01.305 --> 00:21:08.068]  It's 50 million people are in its path and the gusts are now up to 100 miles an hour.
[00:21:08.068 --> 00:21:10.729]  It had been weakening a bit, now it's strengthening.
[00:21:10.729 --> 00:21:16.472]  I have the National Weather Service report here in front of me.
[00:21:16.472 --> 00:21:20.073]  And if you go to DrudgeReport.com, it's got the best coverage out there.
[00:21:20.073 --> 00:21:23.335]  We also have a data page basically copying his links.
[00:21:23.855 --> 00:21:25.515]  At Infowars.com, the U.S.
[00:21:25.515 --> 00:21:31.957]  News section, but Drudge continually has the track, the latest, the cone, the models, the satellite, the radar.
[00:21:31.957 --> 00:21:38.878]  The great part about Drudge is he's not a weather channel or something where they're only showing their feeds or other media where they won't show other people's feeds.
[00:21:38.878 --> 00:21:40.999]  He's got all the different perspectives up there.
[00:21:40.999 --> 00:21:42.279]  That's why I like it.
[00:21:42.279 --> 00:21:45.320]  And it's got the track, the latest, the cone, the models, the satellite, the radar.
[00:21:45.320 --> 00:21:48.721]  I've been on there for hours last night and today because this is a big deal.
[00:21:48.721 --> 00:21:49.881]  And why is this a big deal?
[00:21:50.763 --> 00:21:51.304]  Even U.S.
[00:21:51.304 --> 00:21:55.753]  News and World Report last Thursday said this could postpone the election.
[00:21:56.448 --> 00:21:57.909]  I didn't know that.
[00:21:57.909 --> 00:22:04.694]  I went on air Friday and said this could postpone the election and saw some people on Twitter going, you fear monger, this will never happen.
[00:22:04.694 --> 00:22:06.496]  And then they walk in and go, here's U.S.
[00:22:06.496 --> 00:22:11.239]  News and World Report, here's Reuters, here's Fox News, here's AP.
[00:22:11.239 --> 00:22:15.322]  Look, I'm not saying it's going to cancel the election or postpone it.
[00:22:15.322 --> 00:22:21.487]  I'm saying if you've got a hurricane that hits two cold fronts, they call that a perfect storm.
[00:22:21.487 --> 00:22:22.508]  They call that a Frankenstorm.
[00:22:22.988 --> 00:22:24.850]  The 1990 one was really bad.
[00:22:24.850 --> 00:22:25.891]  Nothing compared to this.
[00:22:25.891 --> 00:22:28.813]  They say they don't think anything's hit in like a hundred years.
[00:22:28.813 --> 00:22:35.499]  And you can now see that it is set to start coming in, what, by Monday or Tuesday?
[00:22:35.499 --> 00:22:36.821]  It varies.
[00:22:36.821 --> 00:22:41.305]  I mean, it's already part of it's already hitting, but it's gonna get really intense Tuesday into Wednesday.
[00:22:41.305 --> 00:22:43.567]  And I hope it gets blown out to sea.
[00:22:43.567 --> 00:22:44.628]  But that big
[00:22:47.182 --> 00:22:47.462]  What is it?
[00:22:47.462 --> 00:22:49.403]  Low pressure system with hurricanes?
[00:22:49.403 --> 00:22:55.345]  Trying to be, you know, we've got a meteorologist coming on to break this down the last 30 minutes of the next hour.
[00:22:55.345 --> 00:22:57.626]  So he'll be able to look at that and break it down.
[00:22:57.626 --> 00:22:59.947]  Scott Stevens is going to be joining us.
[00:22:59.947 --> 00:23:03.788]  But all I know is, is that they're saying it can be really bad.
[00:23:03.788 --> 00:23:08.410]  So, and they're talking about, well, I mean, here are some of the headlines right here.
[00:23:08.410 --> 00:23:12.672]  New York City issues widespread mandatory evacuation orders.
