[00:00:19.707 --> 00:00:20.908]  Welcome, ladies and gentlemen.
[00:04:48.134 --> 00:04:57.781]  I'm here, a man with the information, with the crew, with the reporters, bringing you our analysis, citizen analysis, totally slanted and proud of it.
[00:04:58.441 --> 00:05:04.306]  Slanted towards private property, individual freedom, a wild, wild west, worldwide.
[00:05:05.470 --> 00:05:09.515]  We want to take 1776 not just worldwide, but galaxy-wide.
[00:05:10.316 --> 00:05:11.617]  That's what we're into.
[00:05:12.318 --> 00:05:12.779]  Freedom!
[00:05:13.099 --> 00:05:13.800]  And more of it.
[00:05:14.541 --> 00:05:15.502]  And more of it still.
[00:05:16.162 --> 00:05:19.046]  Well, this is no holds barred.
[00:05:19.943 --> 00:05:22.924]  We're going to be here for a long time tonight, but it's going to move fast.
[00:05:23.445 --> 00:05:28.707]  We have got Max Keiser joining us with a big extensive interview on a host of issues we're going to be talking to him about.
[00:05:29.108 --> 00:05:29.968]  You name it, it's coming up.
[00:05:30.008 --> 00:05:34.150]  All those bank fees that are piling up in the Cashless Society slave grid.
[00:05:34.450 --> 00:05:36.751]  I'm also going to break some of that down coming up before he joins us.
[00:05:37.332 --> 00:05:43.135]  We've got that stock trader, Alessio Rustani, who made all the big news saying that Goldman Sachs rules the world.
[00:05:43.615 --> 00:05:45.716]  He's going to be joining us coming up tonight.
[00:05:46.836 --> 00:05:47.277]  But first,
[00:05:48.325 --> 00:05:52.646]  First, let's get to the news and a bunch of special reports we have coming up tonight.
[00:05:52.866 --> 00:05:54.847]  We've got an autistic child and his father.
[00:05:54.887 --> 00:05:56.687]  We talked to it in the Fed in Dallas.
[00:05:56.707 --> 00:05:57.287]  That's coming up.
[00:05:57.607 --> 00:06:07.830]  We've got a report on the bizarre, very dark, kind of snuff film-ish murals that are all over the Denver airport.
[00:06:07.850 --> 00:06:08.930]  We've sent our reporters there.
[00:06:08.950 --> 00:06:10.731]  You've been asking us about it for years.
[00:06:10.771 --> 00:06:11.351]  We've been there.
[00:06:12.031 --> 00:06:13.852]  We've tried to contact the artist to get answers.
[00:06:14.552 --> 00:06:15.212]  That's coming up.
[00:06:16.638 --> 00:06:17.780]  It's a jam-packed transmission.
[00:06:18.681 --> 00:06:29.217]  But I gotta say, it was supposed to be a 30-minute show, and we've got stations and people already wanting to pick it up, but I'm sorry, it's just going to have to stay PrisonPlanet.tv for a while, because we're bringing a lot to the game.
[00:06:29.257 --> 00:06:30.519]  We want to stay on the field.
[00:06:31.417 --> 00:06:37.782]  I don't like that song where he's racing, he's racing, he's plotting the course, he's racing, racing, riding on his horse.
[00:06:38.142 --> 00:06:39.343]  He's going the distance.
[00:06:39.823 --> 00:06:40.964]  He's going for speed.
[00:06:41.485 --> 00:06:46.969]  It's the fact that we are into this, and I'm so proud of my little bitty crew, always bringing more to the table.
[00:06:47.469 --> 00:06:48.130]  Just like I do.
[00:06:48.591 --> 00:06:49.372]  Never shutting up.
[00:06:49.853 --> 00:06:51.195]  Because we got passion.
[00:06:51.415 --> 00:06:52.096]  We're real.
[00:06:52.396 --> 00:06:59.207]  I'm not taking some federal talking point and repeating it and regurgitating it and manipulating the population.
[00:06:59.527 --> 00:07:01.470]  I'm here letting it all hang out.
[00:07:02.486 --> 00:07:03.546]  Weeknight, 7 o'clock.
[00:07:03.646 --> 00:07:08.388]  And it's your subscriptions to PrisonPlanet.tv where you see it first at 7 p.m.
[00:07:08.428 --> 00:07:20.931]  and everything else is at PrisonPlanet.tv that funds it virally then spilling like a virus busting open a cell and billions of more viruses of liberty spreading out into the system-wide system.
[00:07:21.432 --> 00:07:23.252]  It is you that's scaring the establishment.
[00:07:23.292 --> 00:07:26.133]  Make no mistake, we're just the tip of the spear.
[00:07:26.693 --> 00:07:28.654]  Alright, let's go ahead and get into the news.
[00:07:29.605 --> 00:07:36.168]  You know, it came out today that VeriSign, this has been the internet kill switch plan all along.
[00:07:36.188 --> 00:07:37.729]  It's not going to be total internet kill.
[00:07:38.229 --> 00:07:39.590]  It's going to be selective.
[00:07:39.610 --> 00:07:44.032]  We've already seen the Justice Department, same folks that ship guns into Mexico, cocaine back in.
[00:07:44.052 --> 00:07:44.853]  Oh yeah, they've been caught.
[00:07:45.173 --> 00:07:46.894]  Fast and Furious goes really deep.
[00:07:49.355 --> 00:08:12.382]  have said that they want to be able to just kill sites individually and the feds are already doing it and so VeriSign says worldwide if the UN or a private group or organization asks to be able to shut your website down, no judge, no jury, no nothing, it's shut down, it's gone, goodbye, bye bye, that's the internet kill switch selectively whenever the gods of the new world order want to do that.
[00:08:12.422 --> 00:08:15.083]  But the good news is we're going to expose them and
[00:08:15.643 --> 00:08:21.407]  As they attempt to censor people, it only causes folks to look for the censored information that much more.
[00:08:21.847 --> 00:08:23.528]  You see, freedom has a posse.
[00:08:24.528 --> 00:08:25.589]  Liberty is infective.
[00:08:27.090 --> 00:08:31.833]  And it's only when you bullies get out of control that good people go ahead and stand up and stomp your ass.
[00:08:32.173 --> 00:08:33.514]  I'm sorry, just thought I'd add that.
[00:08:36.055 --> 00:08:47.699]  But this whole VeriSign situation, and the internet kill switch, and the cybersecurity takeover system, that's only one small piece of the larger system.
[00:08:48.539 --> 00:09:01.904]  So that's what I want to talk about with you tonight, right now, is just a snapshot, and we'll do further pieces on this in the future, of what the cashless society means to our culture, and to our society.
[00:09:03.504 --> 00:09:20.671]  When everything is cashless, when everything is digital, it allows them to surveil what you're doing, track what you're doing, but also tax you and also increase prices on things that they know people absolutely want and are demanding.
[00:09:21.192 --> 00:09:24.033]  You know, you've seen Bank of America and now a bunch of other banks announce
[00:09:25.138 --> 00:09:27.440]  They're going to start charging you for checking accounts.
[00:09:27.920 --> 00:09:30.903]  Just two years ago, over 75% were free checking accounts.
[00:09:31.383 --> 00:09:33.645]  Now it's 45% in 2011.
[00:09:34.905 --> 00:09:39.969]  Even though they're using your money, for every dollar you have in the bank, they can loan out 10 or more.
[00:09:40.730 --> 00:09:47.275]  The big bankers don't need that anymore because they've got the tens of trillions of your taxpayer bailout money that they're going to loan you in interest.
[00:09:47.315 --> 00:09:49.516]  They don't need your money in the bank anymore.
[00:09:49.556 --> 00:09:53.820]  That's why Bank of America, Wells Fargo and others are laying off customer service people.
[00:09:54.700 --> 00:09:55.400]  Service sector.
[00:09:56.621 --> 00:10:02.184]  They only use the crony capitalist free market system to destroy our society.
[00:10:02.764 --> 00:10:03.684]  Now they're done with that.
[00:10:03.724 --> 00:10:06.926]  They're moving on to the post-industrial phase right now.
[00:10:07.826 --> 00:10:17.631]  And we put together some montage of articles here where they're trying to force people on to automatic transfers, automatic payments of their paycheck.
[00:10:18.371 --> 00:10:28.644]  And again, as everything phases from cash being basically demonized and obsolete over to digital, over to cashless, now they can add all the fees for using a debit card, $5.
[00:10:29.024 --> 00:10:31.387]  Or add it for using a credit card, $5.
[00:10:31.768 --> 00:10:34.291]  Or add it for having a bank account.
[00:10:35.453 --> 00:10:42.761]  And this is a system where there's no underground market, there's no basic freedom, there's no anonymity or privacy.
[00:10:43.241 --> 00:10:48.186]  It's total and complete control over the whole society.
[00:10:48.887 --> 00:10:52.391]  And guess who is pushing the banker dream?
[00:10:53.272 --> 00:10:53.772]  Herman Cain.
[00:10:56.328 --> 00:10:57.589]  We'll pause it right there for now.
[00:10:58.169 --> 00:11:12.157]  I learned 16 years ago that the Federal Reserve had a plan and was promoting through Federal Reserve pitchmen and economists to have a sales tax and a VAT on top of an income tax.
[00:11:13.749 --> 00:11:19.153]  And then they had Herman Cain, former head of the Federal Reserve, one of their spokesmen, out of Kansas City, promoted for years.
[00:11:20.214 --> 00:11:23.716]  And they had Neil Bortz promoted, but always promised, we'll get rid of the income tax too.
[00:11:24.157 --> 00:11:29.100]  Well, now they've admitted they're going to come in with two new taxes, VAT and sales tax.
[00:11:29.420 --> 00:11:34.604]  Same thing, the European Central Bank, owned by the same private bankers that our Federal Reserve is, are now bringing in.
[00:11:35.305 --> 00:11:37.927]  This is a pure austerity tax.
[00:11:39.858 --> 00:11:42.120]  Paid directly to the bankers.
[00:11:42.880 --> 00:11:47.323]  Remember, they started the income tax in 1913 only for the top 1%.
[00:11:47.363 --> 00:11:50.645]  They used that 99 versus the 1% propaganda again.
[00:11:51.506 --> 00:11:55.368]  But then by World War II, it was an automatic withholding, but it was only a temporary war tax.
[00:11:55.629 --> 00:11:56.549]  But it wasn't temporary.
[00:11:57.010 --> 00:12:01.593]  And once they cut the income tax down to 9%, then they can jack it up later.
[00:12:01.813 --> 00:12:04.555]  They can jack up the VAT, they can jack up the sales tax.
[00:12:04.875 --> 00:12:05.675]  But more importantly,
[00:12:06.656 --> 00:12:10.946]  A federal surveillance over all manufacturing, all value added.
[00:12:11.688 --> 00:12:13.271]  I mean, in England it's over 20% now.
[00:12:13.432 --> 00:12:14.193]  In Europe, same thing.
[00:12:16.305 --> 00:12:17.586]  There's one to raise it now in Europe.
[00:12:18.466 --> 00:12:21.729]  That gives full federal surveillance over every transaction.
[00:12:21.969 --> 00:12:23.450]  You think the IRS is bad now?
[00:12:23.810 --> 00:12:27.072]  Having to fill out forms once a week and all the loopholes and garbage?
[00:12:27.873 --> 00:12:30.394]  And then there's a sales tax over every transaction.
[00:12:30.414 --> 00:12:31.955]  They're saying the poor will be exempt.
[00:12:32.496 --> 00:12:35.658]  So you've got to swipe a card when you buy tracking what you did.
[00:12:35.678 --> 00:12:38.840]  I mean, can you imagine the nightmare of bureaucracy?
[00:12:39.120 --> 00:12:42.102]  How about we get rid of the income tax that we didn't have until 1913?
[00:12:42.462 --> 00:12:46.185]  We got the income tax a la the Federal Reserve the same year.
[00:12:46.906 --> 00:12:47.346]  We're good to go.
[00:13:09.537 --> 00:13:19.159]  That even though Herman Cain doesn't have a Ivy League mystique to him, he has a very charismatic, kind of black, good old boy mystique to him.
[00:13:19.659 --> 00:13:20.740]  Kind of like a Ross Perot.
[00:13:21.440 --> 00:13:22.700]  He is no Ross Perot.
[00:13:23.020 --> 00:13:29.582]  He is the former head, not some junior member, of one of the most powerful branches of the private Federal Reserve.
[00:13:29.622 --> 00:13:33.703]  I mean, he is a made man in the private bankster cartel.
[00:13:34.463 --> 00:13:37.426]  And he's up there going, I've got a 999 plan for you.
[00:13:38.006 --> 00:13:48.655]  And he says in the debate tonight, I know I'll be attacked on my 999, but I'm going to go after Romney for his socialist health care plan that Obama used.
[00:13:48.955 --> 00:13:50.636]  The Federal Reserve endorsed that.
[00:13:50.837 --> 00:13:54.480]  They've endorsed the socialist Occupy Wall Street movement.
[00:13:55.120 --> 00:13:58.763]  They want to collectivize and get everybody under their control and siphon off most of the money.
[00:14:00.665 --> 00:14:01.826]  And so, think about it.
[00:14:03.038 --> 00:14:15.229]  Only some bamboozling fake conservative could come in and pose as a Ron Paul but actually work for the Federal Reserve and deliver them that new all-controlling tax over all human activity they want.
[00:14:15.729 --> 00:14:20.233]  Two new federal taxes, VAT and a sales tax.
[00:14:20.253 --> 00:14:23.035]  We had some other articles up there about how devastating the
[00:14:24.136 --> 00:14:26.338]  The VAT or a sales tax will be of this country.
[00:14:26.758 --> 00:14:27.939]  Look, we built this nation.
[00:14:27.959 --> 00:14:29.040]  I like what Ron Paul says.
[00:14:29.880 --> 00:14:43.570]  And meanwhile, you've got the other two Republican so-called frontrunners, people like Mitt Romney, promoting carbon taxes that are selectively enforced to shut down non-insider coal power plants that are totally clean.
[00:14:44.591 --> 00:14:47.933]  In England, it's already massively increased their power, but they don't care.
[00:14:47.953 --> 00:14:52.657]  This is another tax paid directly to global corporations through government power.
[00:14:53.217 --> 00:15:01.239]  In America, if you elect Herman Cain or Barack Obama again, or Mitt Romney, or Rick Perry, you get what you deserve.
[00:15:02.039 --> 00:15:03.680]  The people perish for lack of knowledge.
[00:15:03.740 --> 00:15:05.400]  Ron Paul's got the constitutional record.
[00:15:05.780 --> 00:15:06.800]  He predicted all of this.
[00:15:07.080 --> 00:15:08.221]  He's anti-federal reserve.
[00:15:08.461 --> 00:15:17.783]  And if you want to elect a federal reserve, maid, mafia don, head of the four-state area, based around Kansas City, go ahead, slit your wrist.
[00:15:18.655 --> 00:15:20.516]  I know, you like to fail, you like to get conned.
[00:15:20.676 --> 00:15:21.076]  I got it.
[00:15:21.736 --> 00:15:22.136]  I got it.
[00:15:22.717 --> 00:15:23.497]  I got it, don't worry.
[00:15:24.237 --> 00:15:26.378]  We're going to continue to move forward to defeat the globalists.
[00:15:27.538 --> 00:15:44.605]  Now I want to get into Chris Harkonnen-Christie, the obese Baron Harkonnen, floating around, and his fellow corporate Malthusian, you know, guys that want to cut all the benefits but never cut the corporate welfare and the tens of trillions of banker bailout.
[00:15:45.405 --> 00:15:52.436]  Chris Christie has now endorsed Mitt Romney, who was praised by Al Gore for wanting carbon taxes and wrote the Obama plan.
[00:15:52.657 --> 00:15:54.439]  And again, conservatives, mainline ones, love it!
[00:15:55.287 --> 00:15:56.968]  I mean, they love being conned.
[00:15:56.988 --> 00:15:58.429]  They love being gang-raped.
[00:15:58.689 --> 00:16:00.070]  They love cashless societies.
[00:16:00.090 --> 00:16:01.271]  They love fluoride in their water.
[00:16:01.571 --> 00:16:05.954]  Just like Obama, idiots love being conned by Obama and thought they'd get free cars and free houses from him.
[00:16:06.634 --> 00:16:12.578]  You've got Barron Harkin and Christie endorsing, I guess, Faye Robbin Romney.
[00:16:12.999 --> 00:16:16.681]  A little Silly Doon analogy, if you're not aware of it, you haven't read the novels.
[00:16:16.921 --> 00:16:18.822]  The movie's pretty stupid, but so what?
[00:16:19.243 --> 00:16:20.604]  The point is, there you go.
[00:16:20.804 --> 00:16:21.304]  You love it.
[00:16:21.524 --> 00:16:22.025]  You got it.
[00:16:23.044 --> 00:16:26.967]  Again, they've sent out multiple shills to keep you away from Ron Paul.
[00:16:27.667 --> 00:16:30.109]  And, oh, and Chris Christie-Grady cut welfare.
[00:16:30.389 --> 00:16:31.129]  Not for the rich!
[00:16:31.950 --> 00:16:35.853]  I'm all for free market, just I'm tired of rich people getting my tax money.
[00:16:35.893 --> 00:16:36.833]  That's where most of it goes.
[00:16:36.853 --> 00:16:38.614]  It doesn't go to the poor welfare mom.
[00:16:39.015 --> 00:16:44.658]  She's just a ticking time bomb for the bankers that if she doesn't get her welfare check, you know, her family's going to burn down half the city.
[00:16:45.119 --> 00:16:46.640]  She works for the bankers and doesn't know it.
[00:16:47.100 --> 00:16:49.502]  I'd rather be free and not be on the plantation.
[00:16:49.542 --> 00:16:52.163]  But, again, fat-ass, excuse me,
[00:16:53.284 --> 00:16:57.326]  That piece of trash Christie and that piece of trash Romney, they got better plans for America.
[00:16:58.726 --> 00:17:01.727]  I know they want a gang rape and you want it, but just not me, okay?
[00:17:01.747 --> 00:17:02.568]  It's the Republic.
[00:17:03.048 --> 00:17:05.229]  Just because you vote for tyranny doesn't mean I gotta go along with it.
[00:17:06.061 --> 00:17:07.081]  Okay, okay.
[00:17:07.121 --> 00:17:07.741]  Let's move on.
[00:17:07.761 --> 00:17:10.102]  Hank Williams got persecuted.
[00:17:10.802 --> 00:17:11.922]  Everybody's favorite hillbilly.
[00:17:12.603 --> 00:17:16.263]  He got persecuted for talking about Obama being a tyrant, the Republicans being evil.
[00:17:16.283 --> 00:17:17.344]  That's the real reason he got in trouble.
[00:17:17.364 --> 00:17:18.244]  He said he hates them all.
[00:17:18.744 --> 00:17:21.745]  He pointed out that 89% of Americans hate Congress, both parties.
[00:17:22.225 --> 00:17:24.745]  But he's come out with a very rebellious anti-New World Order.
[00:17:24.785 --> 00:17:25.666]  Don't tread on me.
[00:17:26.006 --> 00:17:27.006]  I'll keep my guns.
[00:17:27.026 --> 00:17:27.726]  That's the way it is.
[00:17:28.026 --> 00:17:28.706]  And that's what we need.
[00:17:28.746 --> 00:17:32.387]  I'm glad he didn't completely capitulate and bend over and apologize a hundred times.
[00:17:32.667 --> 00:17:33.848]  He came out and said, go to hell.
[00:17:33.888 --> 00:17:34.768]  You can keep the change.
[00:17:34.808 --> 00:17:35.548]  I'll keep my liberty.
[00:17:35.928 --> 00:17:37.134]  So we salute Hank Williams Jr.
[00:17:38.826 --> 00:17:47.808]  And continuing on along, moving on along here as they would say, I want to get to the Occupy Wall Street people.
[00:17:48.848 --> 00:17:55.330]  We have now confirmed in multiple videos, in Matt Medina in San Antonio, in Adam Kankash in D.C., the Democrats have now taken it over.
[00:17:55.350 --> 00:17:56.790]  George Soros has now taken it over.
[00:17:57.090 --> 00:17:58.411]  No Ron Paul signs allowed.
[00:17:58.731 --> 00:18:01.531]  No filming of their public meetings out in the town square allowed.
[00:18:01.911 --> 00:18:05.352]  Even though they don't have the right to tell you no filming, they still come up and henpeck you until you shut up.
[00:18:05.832 --> 00:18:07.873]  They're men henpecking you, if you know what I mean.
[00:18:09.254 --> 00:18:11.015]  One guy looks like Pig Nose Freddy or something.
[00:18:11.855 --> 00:18:19.201]  And just all of this going on, just mindless idiots attacking capitalism, free market, when it's the global corporate board that wants to get rid of that.
[00:18:20.422 --> 00:18:22.143]  We have that report.
[00:18:22.483 --> 00:18:29.388]  Speaking of people that know what's going on, to explain this video you're about to see, I was at the end of Fed Rally, that's still going on by the way.
[00:18:29.688 --> 00:18:34.251]  People are occupying it up in Dallas, so get out there today or tomorrow to support them.
[00:18:34.271 --> 00:18:35.852]  A few dozen are out there right now.
[00:18:36.572 --> 00:18:38.093]  And the cops were kind of laughing.
[00:18:38.133 --> 00:18:41.155]  They suddenly came up with barriers and put us in a cage, about 400 of us.
[00:18:41.555 --> 00:18:43.356]  So I came over and I said, you know, I'm leaving now.
[00:18:43.937 --> 00:18:49.180]  But I said, you know this Federal Reserve funded Hitler and they put fluoride in your water and cancer viruses and vaccines.
[00:18:49.580 --> 00:18:50.421]  The cops were laughing.
[00:18:50.461 --> 00:18:51.201]  I said, listen here.
[00:18:52.582 --> 00:18:53.322]  I'm not laughing.
[00:18:53.522 --> 00:18:57.285]  I said, cancer has tripled in the last few decades, diabetes, all these things.
[00:18:57.925 --> 00:18:58.846]  I said, it's not funny.
[00:18:58.866 --> 00:18:59.506]  They were laughing.
[00:18:59.546 --> 00:19:04.449]  I said, when your wife or kids die or you die prematurely from this, remember I warned you.
[00:19:04.829 --> 00:19:10.512]  And the one cop went over and talked to the head cop and was very upset later.
[00:19:10.552 --> 00:19:11.493]  I didn't catch it on tape.
[00:19:11.533 --> 00:19:12.654]  I can't believe he said that to me.
[00:19:12.674 --> 00:19:15.796]  It was very extreme and I thought he was threatening my kids.
[00:19:16.156 --> 00:19:17.417]  No jackass
[00:19:18.297 --> 00:19:18.718]  Excuse me.
[00:19:19.398 --> 00:19:19.659]  No.
[00:19:20.019 --> 00:19:23.183]  I was trying to warn you, like, don't play in traffic.
[00:19:23.744 --> 00:19:24.585]  I'm your friend.
[00:19:25.185 --> 00:19:27.468]  And nothing frustrates me more than you not getting it.
[00:19:27.748 --> 00:19:33.355]  But as I'm talking to him, and we've got some iPhone video of it that's not that good, it'll cut to that.
[00:19:34.349 --> 00:19:38.052]  As I'm talking to him, this guy goes, yeah, like my son.
[00:19:38.112 --> 00:19:44.557]  I'm going, it's gone from one in, you know, 25,000 30 years ago to one in 58 has autism.
[00:19:44.577 --> 00:19:52.644]  I mean, you go to the movies now with your kids, it's like the whole three rows are kids that are just like autistic and have been seriously hurt by this stuff.
[00:19:54.628 --> 00:19:57.970]  And he said, yeah, my son got damaged.
[00:19:58.010 --> 00:20:00.671]  And he told the story off-record before he went to video.
[00:20:00.691 --> 00:20:01.571]  It was freaking me out.
[00:20:01.591 --> 00:20:07.514]  Not off-record, but not on camera about, yeah, the two-and-a-half-year-old running around talking, giggling, happy to give him that round of shots.
[00:20:07.574 --> 00:20:09.975]  Suddenly, you know, convulsions, you know, not being able to talk.
[00:20:11.636 --> 00:20:11.936]  Whatever.
[00:20:11.956 --> 00:20:12.777]  It happens to all the kids.
[00:20:14.502 --> 00:20:15.863]  I'm tired of it, you murderers.
[00:20:16.063 --> 00:20:20.706]  And I just want to warn you, cops, you're under attack just like us, even if you think you're part of the system.
[00:20:21.266 --> 00:20:23.488]  That's the final domino in this matrix to fall.
[00:20:23.828 --> 00:20:25.209]  You're under the same attack.
[00:20:25.249 --> 00:20:26.730]  And I'm sorry reality's scary.
[00:20:27.310 --> 00:20:28.791]  I told you the government was shipping drugs in.
[00:20:28.831 --> 00:20:32.513]  I told you the government was shipping guns into Mexico years ago, six years ago.
[00:20:32.533 --> 00:20:33.654]  It's now mainstream news.
[00:20:33.954 --> 00:20:35.155]  I know what I'm talking about.
[00:20:36.013 --> 00:20:37.133]  I live in the real world.
[00:20:37.374 --> 00:20:38.774]  I'm here offering the red pill.
[00:20:39.474 --> 00:20:44.016]  Now, if you want to crawl up the hind end of the New World Order because you think it's warm and safe there, go ahead.
[00:20:44.856 --> 00:20:46.077]  I should really make this a family show.
[00:20:46.097 --> 00:20:47.017]  We've got a lot of folks watching.
[00:20:47.857 --> 00:20:50.578]  It's just the time is short, and I don't have time to screw around anymore.
[00:20:51.178 --> 00:20:55.920]  And hearing this little kid and his dad talk about what happened to him,
[00:20:58.379 --> 00:21:03.386]  See, Pol Pot lined up people and shot them if they were educated and intelligent.
[00:21:03.646 --> 00:21:05.408]  The globalists just try to damage us all.
[00:21:06.429 --> 00:21:07.451]  They soft kill us.
[00:21:07.511 --> 00:21:08.252]  Let's go to the clip.
[00:21:09.634 --> 00:21:14.920]  Alright, we're here at In The Fed, October 7th, 2011, and we've been here about three hours.
[00:21:14.940 --> 00:21:16.242]  I was getting ready to go get on the bus.
[00:21:17.219 --> 00:21:19.522]  I was getting ready in the Fed.
[00:21:19.862 --> 00:21:24.127]  I was getting ready to get on the bus and drive down to Houston, where we are tomorrow, and then San Antonio the next day.
[00:21:25.068 --> 00:21:28.212]  And I walked over to the police, some of which were smiling, but others which were laughing.
[00:21:28.973 --> 00:21:32.317]  And I said, listen, autism was 30 years ago 1 in 25,000.
[00:21:32.357 --> 00:21:32.637]  Now it's 1 in 58.
[00:21:35.609 --> 00:21:37.430]  Brain degenerative stuff is off the charts.
[00:21:37.470 --> 00:21:38.250]  Cancer's tripled.
[00:21:38.610 --> 00:21:40.151]  Diabetes has tripled in a decade.
[00:21:40.631 --> 00:21:43.932]  I've got all the government documents where they're killing us, and some of the cops are laughing.
[00:21:44.352 --> 00:21:47.073]  I was warning them about their families, because they're not going to listen now.
[00:21:48.193 --> 00:21:55.636]  But, as more and more people get sick in this soft kill system that the globalists have launched, people are going to wake up.
[00:22:02.327 --> 00:22:03.328]  Monsanto, forward!
[00:22:03.388 --> 00:22:05.570]  Our life cycle is 20 years per generation.
[00:22:06.731 --> 00:22:17.681]  So remember, when your children die of cancer, sterile, and this poor child, brain damaged by the shots, remember, remember, remember, remember this wasn't a joke.
[00:22:17.701 --> 00:22:23.826]  Remember when you're lower in the grave, or when your wife died at 35 of cancer.
[00:22:24.747 --> 00:22:25.148]  They did it.
[00:22:25.668 --> 00:22:26.169]  They did it all.
[00:22:26.189 --> 00:22:27.510]  You understand that?
