[00:00:03.029 --> 00:00:03.069]  Oh,
[00:04:45.781 --> 00:04:52.347]  But at the same time, Obama has sold himself to the public as a peacemaker, and he can't openly promote himself as a war hog.
[00:04:52.867 --> 00:05:05.674]  But that all, of course, is a way for Netanyahu to bring out back-channel discussions and private agreements into the public sphere to try to pressure not only Obama himself, but the larger American sector into going along with their plans for war.
[00:05:06.094 --> 00:05:21.922]  At the same time, Indyk argues against this red-line ultimatum that he says no president could go along with, and that essentially saying you've got to come up with a red line, a line in the sand for Iran, is a no-go, because after all, I thought no respectable authority
[00:05:22.242 --> 00:05:30.750]  We go along with terroristic threats or hostage demands, so why should we give in to an ultimatum declaring that we must have an ultimatum against Iran?
[00:05:31.270 --> 00:05:44.943]  It's kind of an internal division, a lot of it's for show, but you do have Brzezinski, who's leaning on the Democratic side of things, making comments today, essentially telling people to back off, lest we drive the whole region into devastating war.
[00:05:44.983 --> 00:05:45.664]  Here's that clip now.
[00:05:46.451 --> 00:05:49.633]  But we didn't respond by plunging the region into a war.
[00:05:50.013 --> 00:05:52.354]  And I think we have to think of that very hard these days.
[00:05:52.875 --> 00:05:55.656]  Because the entire region is very volatile.
[00:05:56.196 --> 00:05:58.197]  Tremendous emotions have been unleashed.
[00:05:58.618 --> 00:06:11.845]  And I think if we act unwisely, or for that matter, if Israel acts unwisely, we can plunge the entire region, put it on fire, and create international consequences that will be menacing to everyone.
[00:06:12.557 --> 00:06:21.401]  Now, obviously Brzezinski's not a peacemaker, but he understands stratagem, that you have to have a controlled implosion, a controlled fire, not an out-of-control deal.
[00:06:21.741 --> 00:06:41.330]  But on the other side of that same left-right paradigm coin, part of the same establishment, you've got Richard Haass, the current president of the Council on Foreign Relations, who is slated, by the way, to be a top advisor under a Romney White House, backing up what Netanyahu's saying, saying the reason he's bringing this stuff out into the public sector
[00:06:41.710 --> 00:06:42.591]  Is because, quote,
[00:07:01.690 --> 00:07:04.431]  While President Barack Obama sends millions of U.S.
[00:07:04.471 --> 00:07:28.679]  taxpayer dollars to help Syrian opposition forces aligned with Al-Qaeda to overthrow Assad, a video shows some of these very same Syrian rebels burning an American flag and you can see some of the B-roll of that video in motion and clearly this will only stoke fresh controversy about why the White House is backing extremists in Syria who are now openly displaying their contempt for the United States
[00:07:29.479 --> 00:07:32.041]  As part of these larger anti-American protests.
[00:07:32.381 --> 00:07:34.663]  So something bigger is clearly brewing here.
[00:07:34.983 --> 00:07:35.424]  But what?
[00:07:35.844 --> 00:07:42.048]  Why would we take out these dictators, most of them sectarian, and install instead extremist Muslim factions?
[00:07:42.369 --> 00:07:44.750]  Whether it's the Muslim Brotherhood, Al-Qaeda, you name it.
[00:07:44.810 --> 00:07:46.051]  Why are we partnering with them?
[00:07:46.352 --> 00:07:50.915]  Why is it in the mainstream press that we're paying money to ally them and put them into power?
[00:07:51.255 --> 00:07:58.520]  Well, the question is simple, Paul Joseph Watson writes, but it remains unanswered given last week's events in Benghazi.
[00:07:58.900 --> 00:08:06.645]  Why is the Obama administration continuing to fund and arm radical extremist Muslims in Syria who have aligned themselves with terrorists?
[00:08:07.045 --> 00:08:11.109]  The answer is clear and it comes from the clash of civilizations model.
[00:08:11.429 --> 00:08:18.175]  You want to create an enemy, you want to create an enemy, clash with them, but then you want to recombine them so you can clash again.
[00:08:18.615 --> 00:08:20.377]  This is their genius evil.
[00:08:20.437 --> 00:08:24.621]  It's that 1984 system of we were never at war with Oceania.
[00:08:25.001 --> 00:08:26.943]  We were always at war with Oceania.
[00:08:27.003 --> 00:08:30.726]  You gotta have an external enemy to keep the population in line.
[00:08:31.166 --> 00:08:32.528]  And what am I talking about here?
[00:08:32.588 --> 00:08:34.870]  I'm talking about the writings of Samuel Huntington.
[00:08:34.910 --> 00:08:39.614]  He wrote Clash of Civilizations, subtitle, Remaking World Order.
[00:08:40.034 --> 00:08:48.738]  This is an internal elite debate that happened after the fall of the Soviet Union, where you had people like Francis Fukuyama saying, this is the end of history.
[00:08:49.098 --> 00:08:55.841]  Essentially, in Hegelian senses, the neoliberal New World Order model will stabilize, it'll spread to every region.
[00:08:56.181 --> 00:08:56.982]  Huntington says no.
[00:08:57.822 --> 00:08:58.502]  We're not done.
[00:08:58.542 --> 00:09:04.084]  The Hegelian model says we're going to have a clash of civilizations, a synthesis of two opposites.
[00:09:04.104 --> 00:09:07.925]  We're going to deliberately drive a wedge between competing civilizations.
[00:09:08.325 --> 00:09:08.966]  And why not?
[00:09:09.006 --> 00:09:18.169]  A civilization is bigger than just borders, so it's not about one domino, it's about inflaming all the dominoes in a connected fashion and driving this bigger war.
[00:09:18.529 --> 00:09:24.871]  Instead of focusing on the internal takeover of a police state under Homeland Security or the failing economy,
[00:09:25.211 --> 00:09:31.840]  Distract the people by showing how awful those Muslims are, playing on terrorist fears, showing the burning of American flags.
[00:09:31.920 --> 00:09:37.307]  It'll be swept under the rug that we funded those people, as long as you get those sides fighting against each other.
[00:09:37.608 --> 00:09:38.910]  That's what the New World Order is.
[00:09:38.950 --> 00:09:41.253]  That's why they have us broken into ten major regions.
[00:09:41.573 --> 00:09:45.517]  So each of those regions, in turn, can be played off against one another.
[00:09:45.858 --> 00:09:52.185]  And don't forget, you've got people like the RAND Corporation as far back as 2008 saying, go ahead, start World War III.
[00:09:52.465 --> 00:09:57.751]  That's how we get out of and distract from that economic crisis that will otherwise have the people rioting.
[00:09:58.171 --> 00:09:59.812]  So what's new in the economic news?
[00:10:00.172 --> 00:10:02.293]  Michael Schneider's got another great article.
[00:10:02.353 --> 00:10:08.837]  How QE3 will make the wealthy even wealthier while causing living standards to fall for the rest of us.
[00:10:09.177 --> 00:10:18.642]  He writes, a bunch of unelected bankers that are not accountable to the American people are running our economy into the ground and the American people do not even realize what's happening.
[00:10:19.003 --> 00:10:21.124]  So the first rounds of quantitative easing
[00:10:21.744 --> 00:10:23.246]  We're supposed to bring back jobs.
[00:10:23.306 --> 00:10:25.829]  They were supposed to stimulate the housing market.
[00:10:26.130 --> 00:10:29.974]  They weren't supposed to drive up prices or even inflation, even though none of that makes sense.
[00:10:30.275 --> 00:10:31.296]  But none of that happened.
[00:10:31.596 --> 00:10:39.766]  It only put money on the stock market, where the wealthiest people in our country were easily able to siphon off those profits, and the other money was pumped into banks.
[00:10:40.267 --> 00:10:46.451]  Who were supposed to lend to the American people, so the middle class could take out loans, do ordinary things, and we could repair ourselves.
[00:10:46.811 --> 00:10:52.435]  None of that happened though, because the Federal Reserve gave those banks a direct incentive to invest their money.
[00:10:53.661 --> 00:10:58.605]  At the Federal Reserve and make easy interest money without even taking the risk of loans.
[00:10:59.085 --> 00:11:01.227]  And all this is driving us into the ground.
[00:11:01.527 --> 00:11:03.388]  So why is QE3 even worse?
[00:11:03.548 --> 00:11:09.573]  Not only is it money created out of thin air, but Bernanke has promised that this time it's going to be open-ended.
[00:11:09.633 --> 00:11:11.394]  It's going to go on indefinitely.
[00:11:11.414 --> 00:11:19.320]  And he's saying they're going to buy those mortgage-backed securities, that garbage derivatives trash that helped implode the economy the first time in 2008.
[00:11:20.321 --> 00:11:21.862]  But now they're going to buy those garbage
[00:11:22.242 --> 00:11:22.922]  I don't think so.
[00:11:37.347 --> 00:11:38.848]  And won't do anything else.
[00:11:39.388 --> 00:11:44.169]  And it's basically, as Michael Schneider appropriately calls it, a short-term economic high.
[00:11:44.809 --> 00:11:47.150]  That is a short-term economic sugar high.
[00:11:47.690 --> 00:11:55.693]  And it may put off the larger crisis for a while, but every action he takes is just making the eventual crash even worse.
[00:11:56.333 --> 00:11:57.993]  We turn now to our quote of the day.
[00:11:58.394 --> 00:12:02.475]  It comes from Funk and Wagnall's new comprehensive English dictionary.
[00:12:03.215 --> 00:12:18.856]  It is the definition of terrorism which is nothing more than quote a system of government that seeks to rule by intimidation unlawful acts of violence committed in an organized attempt to overthrow government and if you think that just has to do with some shadowy enemy
[00:12:19.196 --> 00:12:24.682]  Think again, because governments have used it for control throughout history as foreign policy.
[00:12:24.782 --> 00:12:29.687]  What we're doing today, as well as to subvert the legitimate government on the domestic side.
[00:12:29.947 --> 00:12:34.912]  We're going to be back with more on the other side, but please don't forget about PrisonPlanet.tv.
[00:12:35.212 --> 00:12:37.835]  That's how you help fund us and help get out the word.
[00:12:38.175 --> 00:12:55.451]  It's also where you can find an entire library of almost endless information and do not forget about planetinfowars.com where you can create your own networks, get the information out that you think is important, meet other people and drive this issue into the mainstream so we can try to turn things around.
[00:12:55.812 --> 00:12:56.913]  We'll be back in just a moment.
[00:13:21.764 --> 00:13:24.485]  Alex Jones here with a message to fellow freedom lovers.
[00:13:24.765 --> 00:13:29.607]  The prognosis for the entire planetary economic system runs from bad to worse.
[00:13:29.787 --> 00:13:37.010]  The globalist model is to shut down societies and starve patriots out until they acquiesce to the global takeover.
[00:13:37.150 --> 00:13:42.553]  That's why we've assembled the most vital and important preparedness items at InfoWarsShop.com.
[00:13:42.773 --> 00:13:46.535]  These are items that I did research on, that I personally use.
[00:13:46.835 --> 00:13:51.377]  We've got the LifeStraw, so you can turn fetid water into safe water anywhere you go.
[00:13:51.557 --> 00:13:56.800]  The KTOR Hand Crank Generator, to charge up key equipment during power outages or out in the field.
[00:13:57.080 --> 00:14:00.162]  Strategic Relocation 3rd Edition by Joel Skousen.
[00:14:00.302 --> 00:14:02.563]  When Disaster Strikes by Matthew Stein.
[00:14:02.823 --> 00:14:07.445]  Therosafe, used by Homeland Security to protect yourself during any radiological event.
[00:14:07.585 --> 00:14:10.066]  Hand-cranked shortwave AM FM radios.
[00:14:10.507 --> 00:14:17.570]  Everything that we've researched and found to be the best is available at Infowarshop.com and your purchase makes our Infowar possible.
[00:14:17.750 --> 00:14:18.791]  We're getting prepared.
[00:14:19.011 --> 00:14:19.431]  Are you?
[00:14:19.691 --> 00:14:21.052]  Infowarshop.com
[00:14:22.845 --> 00:14:28.148]  Sick of the globalist eugenicist control freaks adding poison to your water and laughing as you get sick and die?
[00:14:28.388 --> 00:14:30.610]  Start purifying your water with ProPure.
[00:14:30.810 --> 00:14:36.373]  My friends, I've done a lot of research and the best gravity filter out there bar none is ProPure.
[00:14:36.553 --> 00:14:39.795]  And it's available discounted at InfoWars.com.
[00:14:39.955 --> 00:14:43.157]  Its filters are silver impregnated to prevent bacterial growth.
[00:14:43.418 --> 00:14:44.858]  There's no priming required.
[00:14:45.119 --> 00:14:47.180]  It's NSF-42 certified.
[00:14:47.420 --> 00:14:49.921]  Optional fluoride filters can reduce fluoride up to 95%.
[00:14:51.002 --> 00:14:52.343]  Easy to set up and use.
[00:14:52.543 --> 00:14:53.844]  Doesn't require electricity.
[00:14:53.964 --> 00:14:56.846]  Purify water from lakes, streams, ponds, and wells.
[00:14:57.166 --> 00:15:00.348]  This filter system leaves in beneficial minerals, which is key.
[00:15:00.568 --> 00:15:02.350]  Save money by not buying bottled water.
[00:15:02.470 --> 00:15:04.571]  And avoid BPA that leaches from the plastic.
[00:15:04.731 --> 00:15:07.333]  ProPure is the best gravity-fed filter out there.
[00:15:07.493 --> 00:15:08.814]  It's what my family uses.
[00:15:09.074 --> 00:15:12.296]  Infowars.com already has the lowest price on ProPure.
[00:15:12.396 --> 00:15:17.700]  But if you add the promo code WATER at checkout, you get an additional 10% off at Infowars.com.
[00:15:18.280 --> 00:15:19.521]  You can also call to order 888-253-3139.
[00:15:27.068 --> 00:15:29.229]  Welcome back to the InfoWars Nightly News.
[00:15:29.329 --> 00:15:30.629]  I'm your host Aaron Dykes.
[00:15:30.709 --> 00:15:49.854]  We wanted to use the guest segment not to bring someone back online, but to honor someone who has passed on, someone who chose to fight for tyranny and use their platform to warn that the worst things in the world that have already happened in Nazi Germany and other regimes were coming home to roost right here in America in the United States.
[00:15:50.194 --> 00:15:51.634]  It's Hilmar von Kampy.
[00:15:51.974 --> 00:15:55.695]  He died at 87 years old earlier this summer in June.
[00:15:56.095 --> 00:16:14.254]  We went to visit him back in 2010 and interviewed him at Link, not only about his time as a member of the Nazi youth and his family's experience during World War II and the rise of Adolf Hitler, for which he apologized for his role in and really saw the wrong of what had happened in Nazi Germany,
[00:16:14.594 --> 00:16:22.439]  But to warn how all that oppression, all that tyranny had not dissipated, that the world had not learned their lesson, but that it was being regurgitated.
[00:16:22.499 --> 00:16:24.320]  History was being repeated.
[00:16:24.660 --> 00:16:32.144]  And it was happening right here inside this great country, which he thought he was escaping to when he was younger, getting away from all those things that had happened.
[00:16:32.645 --> 00:16:39.669]  Here now is the PrisonPlanet.tv exclusive interview with Hilmar von Kampy, former Nazi Jügen.
[00:16:42.185 --> 00:16:45.246]  My name is Hilmar von Kampe.
[00:16:46.327 --> 00:16:47.687]  I am of German origin.
[00:16:48.968 --> 00:16:50.748]  I grew up under the Nazis.
[00:16:52.009 --> 00:16:53.509]  I was a member of the Hitler Youth.
[00:16:54.650 --> 00:16:59.732]  And I am a World War II veteran.
[00:17:01.072 --> 00:17:06.374]  I thought I was defending my country, and it was a terrible awakening.
[00:17:07.434 --> 00:17:08.815]  After the war, when I came home,
[00:17:11.013 --> 00:17:20.899]  That I had not defended my fatherland, but I had done the dirty job which Hitler and the Nazis had selected for us.
[00:17:22.339 --> 00:17:31.665]  And I began to study, to find out why and how this could happen.
[00:17:33.846 --> 00:17:38.929]  And what I found was that the Nazi state
[00:17:40.270 --> 00:17:41.814]  Was built on lies.
[00:17:43.206 --> 00:17:49.490]  And the Nazi ideology and the Nazi philosophy were built on lies.
[00:17:50.590 --> 00:17:55.973]  And that Germany went down the drain was because of godlessness.
[00:17:56.854 --> 00:18:11.462]  Godlessness means that I do act contrary or a nation acts contrary against God's commandments, which are for everybody everywhere, whether they believe in God or not.
[00:18:12.642 --> 00:18:24.788]  And I have tried to formulate an answer so that what happened in Germany at that time did not come here, happen here again.
[00:18:24.808 --> 00:18:32.031]  And it is very disturbing that, in my view, we are very close to the same end.
[00:18:33.372 --> 00:18:37.694]  And I shall, during this interview, try to make clear
[00:18:39.332 --> 00:18:56.383]  That it is not the actions which are different in every country, but the way to a totalitarian system, and the Nazi state was a totalitarian system, is also built on lies.
[00:18:58.584 --> 00:19:06.331]  And that the most important thing today is to define the role of God in human society.
[00:19:07.112 --> 00:19:10.655]  And I will explain all of this in this interview, I hope.
[00:19:12.037 --> 00:19:16.941]  I was seven when the Nazis took over in January 30, 1933.
[00:19:23.208 --> 00:19:24.909]  For me that didn't mean anything.
[00:19:24.929 --> 00:19:33.572]  I was... But my parents, my father was asked, my father was what is here called, he was a head of a county.
[00:19:34.953 --> 00:19:40.935]  He was not a seer where you are elected, you were posted by the government.
[00:19:40.975 --> 00:19:42.036]  He was a civil servant.
[00:19:42.836 --> 00:19:45.537]  And he was asked to join the Nazi party, he refused.
[00:19:46.497 --> 00:19:47.598]  And he was immediately fired.
[00:19:50.461 --> 00:19:53.942]  And was fired from his job.
[00:19:53.962 --> 00:19:55.963]  They couldn't fire him entirely.
[00:19:56.083 --> 00:20:03.246]  And then he was sent to a corner on much less income than he had had.
[00:20:03.887 --> 00:20:08.749]  And that was a typical way of Nazi behavior.
[00:20:08.809 --> 00:20:14.151]  If you don't do what they want, they liquidate you or they make you impossible.
[00:20:15.291 --> 00:20:19.393]  So we only noticed that we were moved from one city to the other.
[00:20:20.441 --> 00:20:28.608]  But saying from what I have learned then was that the Nazis' philosophy divided our family.
[00:20:29.468 --> 00:20:35.573]  There were the pro-Nazis and there were the no-Nazis against the Nazis and my parents were under the no-Nazis.
[00:20:37.014 --> 00:20:40.037]  And the Nazis controlled
[00:20:42.651 --> 00:20:48.033]  All the media, which was only newspapers, radio and film industry.
[00:20:48.533 --> 00:20:52.095]  And that was the way they indoctrinated the nation.
[00:20:53.075 --> 00:20:56.256]  And I was not aware of it when I was in the Hitler Youth.
[00:20:56.376 --> 00:20:58.377]  I took it for granted that is the government.
[00:20:59.017 --> 00:21:03.619]  And there was no doubt in our mind as children.
[00:21:04.580 --> 00:21:10.022]  And for my parents, it was the most important worry all the time.
[00:21:11.192 --> 00:21:17.734]  To have their children not being indoctrinated and taken over by the Nazi ideology.
[00:21:18.534 --> 00:21:39.160]  And our parents could not speak to us openly about what was happening in the country because the Gestapo, that is a state, secret state police, wanted to get at the parents via the children who might give themselves, give their parents
[00:21:41.072 --> 00:21:46.476]  Makes problems for them, since they are harmless and don't know what they are being asked.
[00:21:47.196 --> 00:21:57.763]  My father used to listen to a German-speaking radio station from Switzerland, Bürgermünster, late at night, so that we children might not see it.
[00:21:59.124 --> 00:22:06.489]  Otherwise, in the Hitler Youth, we didn't notice that we were being indoctrinated.
[00:22:06.609 --> 00:22:07.990]  Indoctrinated we were,
[00:22:08.993 --> 00:22:11.576]  By the radios and by the news and by the school.
[00:22:11.596 --> 00:22:19.325]  We got the German history being explained in Nazi terms.
[00:22:20.286 --> 00:22:24.951]  And for the Nazis and for Hitler especially, his strategy was
[00:22:26.124 --> 00:22:28.746]  To make that the big thing where people would follow him.
[00:22:28.926 --> 00:22:30.327]  And he was very successful.
[00:22:30.807 --> 00:22:34.809]  That very many people thought he would bring glory to Germany.
[00:22:36.330 --> 00:22:38.712]  That they were all fooled and lied to.
[00:22:39.612 --> 00:22:46.356]  What Hitler said was you need no more than 10,000 people to control a nation of 80 million people.
[00:22:47.137 --> 00:22:51.119]  And he didn't need to make us Nazis because we were fighting his war.
[00:22:51.740 --> 00:22:54.962]  Not defending our country.
[00:22:57.117 --> 00:23:08.206]  I thought I was defending Germany, and as I said earlier, it was a terrible awakening after the war, and I suppose I'll give you some more examples later on.
[00:23:09.347 --> 00:23:17.333]  Just as far as the war is concerned, my father said already in 1943 to my mother, and we got that from her,
[00:23:18.519 --> 00:23:45.510]  that you can't wish anymore that we win the war so he know exactly where we that we were taken over by evil but the children I was very happy I was always afraid that I would be late before and not be able to enter the army before we had won the war so that was a childish but that is what I thought
[00:23:46.837 --> 00:23:53.682]  When I was on the train, I was a gunner in a tank.
[00:23:55.503 --> 00:23:57.045]  But we called that assault artillery.
[00:23:57.305 --> 00:23:58.546]  It was a tank without a tower.
[00:24:00.707 --> 00:24:02.669]  There came the news from the
[00:24:04.324 --> 00:24:29.355]  attempt to kill Hitler in 1944 and then they gave a long list in the radio of names of generals and of people who were involved in that attempt and I thought to myself that they're very good German names and I said to myself what a pity that they did not succeed so I remember distinctly
[00:24:30.307 --> 00:24:33.169]  Which means, we were always, we didn't like the Nazis.
[00:24:34.150 --> 00:24:35.791]  But not so much on the ideology.
[00:24:36.651 --> 00:24:38.332]  It was on the, we didn't like the people.
[00:24:38.593 --> 00:24:40.654]  They were impertinent.
[00:24:41.134 --> 00:24:42.315]  They thought they knew everything.
[00:24:42.335 --> 00:24:43.576]  They tried to teach you everything.
[00:24:44.076 --> 00:24:54.884]  And for, especially they didn't like any, they didn't want you to be, you couldn't dare to be of other opinion than they had or you would have been in trouble.
[00:24:56.145 --> 00:24:59.267]  And we had, before our
[00:25:00.404 --> 00:25:03.647]  Well, Hitler is known as having said, I have it in my book I think,
[00:25:22.702 --> 00:25:29.307]  That he will wait some years and then he will destroy the churches and the Christians.
[00:25:30.008 --> 00:25:31.309]  That was his purpose.
[00:25:31.929 --> 00:25:33.771]  And I come to the reasoning later on.
[00:25:33.791 --> 00:25:50.504]  So, he created a group which was called the German Christians, which who produced Christian teaching, who produced Nazi philosophy in religious
[00:25:52.699 --> 00:25:53.139]  Language.
[00:25:53.840 --> 00:26:03.267]  So people, dumb enough, followed him, thought that was very good, so he tried to get the Christians on the side of the Nazis.
[00:26:05.268 --> 00:26:21.179]  We were told in the Hitler Youth, but even more so in the schools, that you can play and sing hymns as much as you like,
[00:26:22.290 --> 00:26:35.339]  In your homes or in your churches, but in society it is us, the National Socialists, who are in charge and we determine what is going to happen or what is not going to happen.
[00:26:36.680 --> 00:26:51.570]  They had realized, like the Soviets, that a higher authority above the government would be an obstacle to their power plans.
[00:26:52.728 --> 00:26:59.035]  So they wanted to get God out of society and the Nazis in.
[00:26:59.736 --> 00:27:03.219]  And if I look at the United States of America,
[00:27:06.581 --> 00:27:09.923]  That is exactly what the ACLU is propagating.
[00:27:10.824 --> 00:27:23.332]  They are even, these people, these godless people, are even trying to change, to eliminate a reference to God on the casket of the graves of our soldiers.
[00:27:26.647 --> 00:27:48.859]  They have been greatly successful in taking God out of society, out of education, and creating, especially under young people, a complete lack of understanding of what the world is like and what has to be done about it.
[00:27:49.799 --> 00:27:51.700]  And I say
[00:27:54.122 --> 00:28:00.186]  That first of all, that the Nazis are not fascists, they are socialists.
[00:28:01.007 --> 00:28:08.152]  And as socialists, they come from the same fruit as communism and socialism.
[00:28:08.893 --> 00:28:15.738]  And I would say today, the American Congress, House and Senators, and White House,
[00:28:17.071 --> 00:28:21.454]  They are closer to the Nazis than they are to our founding fathers.
[00:28:22.214 --> 00:28:28.278]  And I cannot understand how the American people can tolerate a thing like this.
[00:28:29.379 --> 00:28:30.760]  And I have more examples.
[00:28:31.040 --> 00:28:40.066]  The Nazis killed 7 million or 6 million Jews in their concentration camps and 10 million more of others.
[00:28:41.207 --> 00:29:07.429]  We kill, in our so-called free society, and that is the same in all of western civilization, we are killing here fifty millions unborn human beings, and that we are being represented as a nation by a group of people who tolerate this immorality, I am totally, I don't have any words for this, that that is being tolerated.
[00:29:07.869 --> 00:29:08.369]  And I think
[00:29:09.195 --> 00:29:29.046]  There is a in the Declaration of Independence in the second paragraph it states that the government is to form to defend the life, happiness and of their people
[00:29:31.638 --> 00:29:53.925]  According to the demands of the Constitution, and if they do not do that, if they try to liquidate the Constitution, they should be removed by the people, and other people should be put into government who are committed to the reality of our Constitution, and I am on their side.
[00:29:55.305 --> 00:29:58.286]  The world consists of people.
[00:29:59.864 --> 00:30:09.030]  And what all people, whatever their race is, whatever their religion is, whatever their color is, they have the same human nature.
[00:30:10.031 --> 00:30:17.756]  And inside of every person there is a voice of God and there is a voice of Satan, of the devil.
[00:30:19.017 --> 00:30:26.903]  And following the law of, I don't know how you would take it, following
[00:30:28.214 --> 00:30:35.400]  The voice of the lie within yourself leads to disaster in the personal and in the national life.
[00:30:35.900 --> 00:30:50.712]  And our founding fathers were very much aware when they wrote the Constitution that they had to produce something which made it very difficult to take over.
[00:30:52.351 --> 00:31:19.414]  from outside or from inside and I think there is a statistics about how many of what is in the Constitution comes from the Bible and I have a whole package of literature about the founding fathers and their convictions that in order that people can be free
[00:31:20.694 --> 00:31:24.016]  They have to have God in their lives and in their nation.
[00:31:24.837 --> 00:31:49.613]  And the Ten Commandments and the moral integrity which the Founding Fathers used for the Constitution makes it only possible that it's being held and that people are free if they listen to the voice of God inside and follow His commandments.
[00:31:50.478 --> 00:31:56.442]  The Nazis threw God and his commandments out of any area of decision.
[00:31:56.522 --> 00:31:59.744]  They, Godless people, determined what is to be done.
[00:32:00.084 --> 00:32:01.945]  And here, it is now the same.
[00:32:03.646 --> 00:32:06.348]  Obama is being idolized in the schools.
[00:32:06.468 --> 00:32:07.349]  That is what Hitler did.
[00:32:08.309 --> 00:32:10.391]  Hitler went after the World War veterans.
[00:32:11.914 --> 00:32:15.936]  These people ran after the people who want money from the government.
[00:32:16.336 --> 00:32:18.337]  And that is not a basis for no nation.
[00:32:19.017 --> 00:32:21.259]  It is on the greatness of America.
[00:32:22.459 --> 00:32:28.742]  It's their commitment to truth and doing this that it became the richest nation on earth.
[00:32:29.082 --> 00:32:33.344]  And now they come on here and want to have a part of it for doing nothing.
[00:32:34.365 --> 00:32:40.168]  One has to remember or one has to know that everything what happens
[00:32:41.314 --> 00:32:42.074]  It's about power.
