[00:00:13.291 --> 00:00:14.553]  Welcome, ladies and gentlemen.
[00:04:37.535 --> 00:04:52.220]  Is it okay to tell you you have to take a flu shot when they put cancer agents in it and when it's got a live virus in there and when it's not even proven to stop the flu or even to be effective against it as they really just guess at what the strain is going to be?
[00:04:52.921 --> 00:04:55.084]  So all that and more is on this episode.
[00:04:55.385 --> 00:04:56.186]  Thanks for watching.
[00:04:56.246 --> 00:05:03.719]  Don't forget to spread the word and we'll be back in hard-hitting form next week with the all-new revamped InfoWars Nightly News.
[00:05:03.799 --> 00:05:04.421]  Stay with us.
[00:05:04.481 --> 00:05:05.162]  Thanks for watching.
[00:05:36.181 --> 00:05:37.582]  And it's time to get out of the comfort zone.
[00:05:37.622 --> 00:05:40.063]  Because these people aren't playing games.
[00:05:40.383 --> 00:05:53.528]  We're gonna organize.
[00:05:53.708 --> 00:05:55.088]  Humanity's gonna come together.
[00:05:56.649 --> 00:05:58.310]  We are swinging muskets here.
[00:05:58.590 --> 00:06:00.130]  Toe-to-toe with the Globalists.
[00:06:00.170 --> 00:06:00.911]  They're bloodied.
[00:06:01.011 --> 00:06:01.691]  We're bloodied.
[00:06:02.111 --> 00:06:04.052]  It is absolute total.
[00:06:38.291 --> 00:06:39.451]  We are locked and loaded.
[00:06:39.552 --> 00:06:40.992]  It is Tuesday, January 24, 2012.
[00:06:41.152 --> 00:06:50.656]  And Russell Means, American Indian icon, who says he's defeated cancer.
[00:06:50.896 --> 00:06:53.857]  I know when he first was told he had cancer, he couldn't even barely breathe.
[00:06:53.877 --> 00:06:55.858]  They were getting ready to give him a tracheotomy.
[00:06:56.618 --> 00:06:58.279]  He's back and looks healthier than ever.
[00:06:58.319 --> 00:07:04.001]  And we're going to be talking to him in an extended, in-depth interview coming up in the second segment.
[00:07:04.422 --> 00:07:07.303]  But first, I want to get into the news this evening.
[00:07:08.223 --> 00:07:15.711]  Now, George Soros is at Davos this year, and he is talking about a total collapse of society.
[00:07:16.692 --> 00:07:21.918]  And acting like he and his cohorts had nothing to do with it, he now wants to be our savior.
[00:07:22.378 --> 00:07:29.525]  But before we get into that whole report, I thought we would look at the man
[00:07:31.004 --> 00:07:54.385]  George Soros himself has talked about three years ago having a good crisis and all the rest of it because different people that work for him and different mouthpieces are calling for basically shutting down, arresting anybody that criticizes the government and they're pushing this new version of authoritarianism on the public.
[00:07:55.045 --> 00:07:56.907]  Now, there's a bit of a mystery here.
[00:07:59.458 --> 00:08:14.983]  I know that a decade ago, and a year ago, and six months ago, I was able to go to YouTube or Google, and before that I had a VHS copy of it a listener sent me, we can't find it around here, of George Soros on 60 Minutes, what, December 20th, 1998.
[00:08:19.318 --> 00:08:32.306]  Talking about how he went around with his guardian, who he'd been given to, to hide him with, because the guardian was reportedly not Jewish, so that he couldn't be picked up by the Nazis.
[00:08:32.346 --> 00:08:42.172]  And then he would go around to the different Jewish homes, helping catalog their property and land, which the Nazis then took.
[00:08:42.892 --> 00:08:48.676]  And in his spin, he says that's okay, because they were taking the property, he wasn't, but he was helping them.
[00:08:50.404 --> 00:08:57.309]  So that's like saying if I help knock down your door, and then step aside for you to go in and rob somebody, that I'm not involved.
[00:08:58.049 --> 00:09:04.253]  And the mystery here is, there are hundreds of transcripts of this on news sites, you name it.
[00:09:04.453 --> 00:09:10.097]  I have seen the full interview many times of him on 60 Minutes, and it is gone.
[00:09:10.397 --> 00:09:13.960]  From the BitTorrents, from YouTube, from Google, from every video site.
[00:09:14.160 --> 00:09:17.462]  Today on the radio, when I couldn't find it, I put the call out to our millions of listeners to find it.
[00:09:17.722 --> 00:09:18.103]  They couldn't.
[00:09:18.823 --> 00:09:20.904]  It has been a sponge.
[00:09:21.404 --> 00:09:26.625]  There's this one audio clip that's only part of the transcript we were able to find on YouTube.
[00:09:26.845 --> 00:09:27.926]  Audio of the video.
[00:09:28.626 --> 00:09:30.966]  So, he does not want people seeing this.
[00:09:32.367 --> 00:09:37.688]  Now, I find it interesting, because Soros, we'll play some of these clips later, is constantly comparing everybody to the Nazis.
[00:09:38.068 --> 00:09:42.590]  George Bush, which I actually have to agree with, but it's true, and others.
[00:09:44.170 --> 00:09:46.951]  But then gets mad if he gets compared to it.
[00:09:48.049 --> 00:09:59.288]  Because he's always funding left-wing organizations that clamor for freedom, but then when you really bore down into it, he's pushing a lot of different forms of authoritarian oppression, in my view.
[00:10:01.863 --> 00:10:14.093]  Looking at the transcript of this, and we'll put it back up before we play the audio clip of what we do have, Croft is saying to him, and you watch lots of people get shipped off to the death camps, Mr. Soros, right?
[00:10:14.113 --> 00:10:17.836]  I was 14 years old, and I would say that's when my character was made.
[00:10:18.556 --> 00:10:19.097]  In what way?
[00:10:19.117 --> 00:10:26.162]  That one should think ahead, one should understand and anticipate events, and when one is threatened, it was a very
[00:10:27.284 --> 00:10:29.066]  Tremendous threat of evil.
[00:10:29.246 --> 00:10:31.648]  I mean, it was a very personal experience of evil.
[00:10:31.688 --> 00:10:40.275]  Croft, my understanding is, is that you went out with the protector of yours who swore that you were his adopted godson.
[00:10:40.315 --> 00:10:41.676]  Yes, yes, Soros says.
[00:10:42.017 --> 00:10:46.260]  Croft, went out, in fact, and helped in the confiscation of property from Jews.
[00:10:48.162 --> 00:10:50.063]  Mr. Soros, yes, that's right, yes.
[00:10:50.644 --> 00:10:51.425]  And then he goes on
[00:10:52.895 --> 00:10:58.760]  With no feeling of guilt, no... I mean, I've seen this video, and it's gone.
[00:10:59.140 --> 00:11:18.477]  And the reason I raise this is in looking for this again today, I find Media Matters, who's told me on the phone, when they've called me as reporters before, when they openly worked for Obama and others, that they've never gotten money from Soros, and then I go to the federal filing papers online, and there's Soros, a million bucks here, you know, money there.
[00:11:19.548 --> 00:11:24.992]  I mean, I've had their head people call me, and I'm like, you work for George Soros, and they go, no we don't, no we don't.
[00:11:26.013 --> 00:11:27.674]  I'm like, yes you do, and the guy starts laughing at me.
[00:11:28.234 --> 00:11:31.376]  So it's super creepy, because I'm not defending Glenn Beck here, but look at this.
[00:11:32.057 --> 00:11:47.508]  Beck falsely accuses Soros of Nazi collaboration on Kristallnacht anniversary, and then you read into their article, and give me a document cam shot on this if you can, they've got the exact same quotes
[00:11:48.857 --> 00:11:50.478]  Of the transcript I just read.
[00:11:50.538 --> 00:11:54.840]  Went out, in fact, and helped confiscate the confiscation of property from Jews.
[00:11:54.920 --> 00:11:55.721]  Yes, that's right.
[00:11:55.781 --> 00:11:56.061]  Yes.
[00:11:57.002 --> 00:11:57.822]  No feelings of guilt?
[00:11:57.882 --> 00:11:58.102]  No.
[00:12:00.063 --> 00:12:08.328]  I mean, this is the level of mind control where the TSA is on video sticking their hands down people's pants and then going, we're not sticking hands down pants.
[00:12:09.548 --> 00:12:15.533]  Or their own reports say the radiation is giving people cancer, and they go, our report shows no cancer, and the report shows cancer.
[00:12:16.173 --> 00:12:25.021]  This is this weird psychological warfare thing they do, where they just engage in all this bizarre behavior.
[00:12:26.178 --> 00:12:33.487]  And I mean, I could see that sliver of truth there, that grain of truth that, well, I was 14 and they'd have killed me if I wouldn't have done it.
[00:12:33.787 --> 00:12:38.273]  But still, it's technically collaborating with the Nazis.
[00:12:38.833 --> 00:12:40.195]  I mean, that is what it is.
[00:12:40.916 --> 00:12:43.018]  And listen, if you would have come out after that,
[00:12:44.664 --> 00:12:47.825]  And done things that were humanitarian, then people could forgive you.
[00:12:47.865 --> 00:12:54.306]  But instead, you always claim you're humanitarian when you push the nastiest, globalist garbage I've ever seen.
[00:12:54.567 --> 00:12:57.267]  I mean, I do believe in second chance for people that are juveniles.
[00:12:57.907 --> 00:13:00.168]  Because a lot of people, including myself, did bad things.
[00:13:00.208 --> 00:13:04.309]  I mean, I stole beer a couple times out of a golf cart ice chest.
[00:13:05.349 --> 00:13:10.430]  Maybe when a bully started a fight with me and I got him down, I stomped him a little too hard and put him in the hospital.
[00:13:10.470 --> 00:13:11.391]  Maybe I should have held back.
[00:13:12.111 --> 00:13:16.352]  But that isn't in the same universe as the type of things Soros has done.
[00:13:16.452 --> 00:13:24.714]  So, I wanted to just cover some backstory on that for a moment before I get into his latest statements, the latest things he's up to.
[00:13:25.274 --> 00:13:33.716]  But here's a clip of him on CNN, a grainy YouTube clip, of him on CNN talking about George Bush and similarities to Nazis.
[00:13:35.036 --> 00:13:38.558]  And of course, he was getting into the way they use propaganda.
[00:13:38.878 --> 00:13:39.998]  How about secret arrest?
[00:13:40.018 --> 00:13:40.878]  How about torture?
[00:13:42.059 --> 00:13:47.501]  How about planting weapons on groups or lying about Iraq and staging false flags?
[00:13:47.781 --> 00:13:50.802]  I mean, George W. Bush and what he did was Nazi.
[00:13:51.442 --> 00:13:53.563]  But Soros even kind of waffles on this.
[00:13:53.923 --> 00:13:54.384]  Here it is.
[00:13:54.884 --> 00:14:03.207]  Now when a lot of people hear comparisons between President Bush and Nazis and Communists, they're going to say, George Soros, you've gone over the top.
[00:14:04.893 --> 00:14:20.679]  You actually picked up the most incendiary part of the book and I am very careful to draw a clear distinction between the Nazi regime and our open society because we are a democracy.
[00:14:21.740 --> 00:14:27.102]  But there are some similarities in the propaganda methods which I pointed out.
[00:14:28.782 --> 00:14:32.404]  Okay, now we're going to get here in a moment
[00:14:33.735 --> 00:14:41.456]  To the only clip we can find of the audio, not the video of him on 60 Minutes, where he talks about it being this great time of his life.
[00:14:41.476 --> 00:14:52.358]  You know, they're surviving during this great time of crisis and the incredible confidence they had basically running around helping the Nazis.
[00:14:53.258 --> 00:14:58.939]  This happened not just in Hungary and Poland, in Germany and other areas actually.
[00:14:58.959 --> 00:15:02.180]  If the Jews didn't pay protection money,
[00:15:03.601 --> 00:15:07.866]  Uh, to the Nazis, they were not allowed to get out of the country.
[00:15:08.487 --> 00:15:13.174]  But they were not allowed to pay protection money and go to New York or other places, they had to go to Israel.
[00:15:14.135 --> 00:15:20.503]  And it turned out there were a bunch of Zionists, this is a big dirty secret, who actually profited
[00:15:21.727 --> 00:15:30.630]  From robbing their fellow Jews, and not letting them escape to New York, and putting pressure on New York, and more importantly England.
[00:15:30.650 --> 00:15:35.652]  New York did allow, the United States did allow some people to come in, but England wouldn't let any of them in.
[00:15:36.212 --> 00:15:46.776]  And it was a conspiracy theory in the news, pre-post World War II, during the last few years, to say that Hitler was exterminating people.
[00:15:47.785 --> 00:15:57.891]  So that's one of the reasons today people then go around and say that Hitler didn't kill any Jews, because that was already being said in the news to anybody that pointed out that Hitler was killing Jews.
[00:15:57.911 --> 00:15:59.612]  And Hitler was killing Jews and a lot of other people.
[00:16:00.853 --> 00:16:03.175]  And there have been some Jewish professors and others in the U.S.
[00:16:03.215 --> 00:16:04.596]  that have written books
[00:16:05.556 --> 00:16:20.169]  on this subject uh... and uh... it's it's you always have mafias over racial groups or religious groups who will work with outside oppressors uh... to kind of be the minders and the managers of all of this uh... and it's a truly disgusting
[00:16:22.128 --> 00:16:22.868]  Truly disgusting.
[00:16:23.268 --> 00:16:26.110]  In fact, again, we have this short little clip.
[00:16:26.130 --> 00:16:27.110]  This is all we can find.
[00:16:27.130 --> 00:16:29.191]  This is the only audio of the video out there.
[00:16:29.531 --> 00:16:34.153]  We read you the transcript of the really damning stuff, but here he is on 60 Minutes.
[00:16:34.813 --> 00:16:37.594]  It was actually probably the happiest year of my life.
[00:16:38.454 --> 00:16:40.635]  That year of German occupation.
[00:16:40.695 --> 00:16:42.756]  For me it was a very positive experience.
[00:16:42.836 --> 00:16:52.100]  It's a strange thing because you see incredible suffering around you and in fact you are in considerable danger yourself.
[00:16:53.141 --> 00:16:58.683]  But you're 14 years old and you don't believe that it can actually touch you.
[00:16:58.743 --> 00:17:01.805]  You have a belief in yourself, your belief in your father.
[00:17:02.425 --> 00:17:06.227]  It's a very happy-making, exhilarating experience.
[00:17:07.333 --> 00:17:16.576]  And while we're at it, we'll cue up a clip of him at Davos a few years ago calling for, you know, this New World Order and China being a big part of that, which of course they are.
[00:17:17.016 --> 00:17:20.938]  The Chinese Communist leaders fit into the authoritarian model quite nicely.
[00:17:20.978 --> 00:17:23.959]  Before I get into why I'm raising George Soros today,
[00:17:24.699 --> 00:17:35.521]  It's just that when he talks about collapse and martial law and all this stuff, folks better listen because he's only going to start making noises about how terrible it is when he thinks it's getting very, very close.
[00:17:36.021 --> 00:17:41.382]  I know Russell Means wants to talk about that coming up in the interview we're going to be doing with him later.
[00:17:41.402 --> 00:17:43.142]  I asked him, what do you want to cover first?
[00:17:43.182 --> 00:17:45.243]  He said economic collapse, hyperinflation.
[00:17:45.263 --> 00:17:48.883]  So we'll be talking to that on that subject coming up.
[00:17:49.383 --> 00:17:53.284]  Right now, let's go ahead and go to that clip of George Soros on the New World Order.
[00:17:53.925 --> 00:17:59.248]  What sort of a financial deal should Obama be seeking to strike when he travels to China next month?
[00:17:59.648 --> 00:18:11.155]  No, I think this would be the time because you really need to bring China into the creation of a new world order, financial world order.
[00:18:12.216 --> 00:18:17.799]  Okay, so my issue with Soros is he's financed all these color revolutions in former Eastern Europe.
[00:18:18.550 --> 00:18:24.535]  And they replace kind of the Russian quasi-puppets with Western puppets that are even more oppressive.
[00:18:25.556 --> 00:18:27.058]  Not a fan of the Soviet tyranny.
[00:18:27.338 --> 00:18:28.499]  Been against it my whole life.
[00:18:30.421 --> 00:18:33.784]  Not a fan of some of the Islamic oppression.
[00:18:35.143 --> 00:18:41.625]  But the point is, the West is bringing in a more scientific form, and George Soros funds anti-gun groups.
[00:18:42.266 --> 00:18:46.827]  He's always funding groups demonizing the free speech of libertarians and constitutionalists.
[00:18:47.747 --> 00:18:58.311]  He's got his different organizations writing articles about me almost every day, twisting and dissembling things, and then running around and acting like a victim when anybody talks about him.
[00:18:59.231 --> 00:19:03.593]  Now continuing here, going back to the Daily Beast articles, what we got on the subject of Soros,
[00:19:04.977 --> 00:19:31.127]  He's come out and we have an article at Infowars.com that breaks it down in more detail and basically talks about economic collapse, martial law, political crackdowns, and he says this is the most evil, to quote him, time of his life, even more dangerous probably than World War II, and this is coming from a guy who broke the Bank of England, this is coming from a guy who is incredibly ruthless.
[00:19:31.147 --> 00:19:33.588]  You know, that's the thing, is that he didn't stop
[00:19:34.793 --> 00:19:41.740]  His predatory actions after he was 14, 15 years old, collaborating with the Nazis.
[00:19:45.069 --> 00:19:48.952]  Again, I wanted to show you the old quote of him coming out and saying, I'm having a very good crisis.
[00:19:49.012 --> 00:20:01.740]  So he's having a very good crisis a few years ago, but now that the collapse is getting near and he's saying he doesn't invest people's money anymore because it's too dangerous and this horrible time is coming.
[00:20:02.321 --> 00:20:09.505]  The system has been getting ready for collapse ever since they got rid of Glass-Steagall 13 years ago and began the implosion of the world economy.
[00:20:09.926 --> 00:20:14.169]  They lit the fuse that's leading to this and they want total power and control out of it.
[00:20:15.009 --> 00:20:25.585]  But George Soros and his media groups for decades have been demonizing anybody that ever dares point out that we're being conquered by finance capital and derivatives fraudsters.
[00:20:26.906 --> 00:20:30.408]  And here's another article with Soros funded and supported people.
[00:20:30.748 --> 00:20:41.653]  Not just in the White House, Cass Sunstein calling for arresting people that don't believe in global warming, man-made global warming, who calls for shutting down people's websites, who disagree with the government.
[00:20:41.753 --> 00:20:44.694]  Disagreeing with them is a conspiracy theory.
[00:20:45.215 --> 00:20:51.878]  Continuing on that front, Soros mouthpiece calls on Google to police conspiracy theorists.
[00:20:52.478 --> 00:20:54.078]  And it's funny, maybe we should pull this up.
[00:20:54.519 --> 00:21:02.981]  Google has announced today, it's big news, that in their terms of service now, you have no privacy.
[00:21:03.601 --> 00:21:17.984]  And I was talking to some of the IT people, they said, one of the IT guys came in and said he was searching Google, and it popped up with a thing of, hey, your buddy, Max, was looking at this Austin company, and he thought it was interesting.
[00:21:18.264 --> 00:21:19.965]  Google's now doing what Facebook does.
[00:21:20.885 --> 00:21:29.772]  And Max said he had done some work for that company two years ago and Google had a complete database and his name attaching him to it.
[00:21:30.693 --> 00:21:33.555]  They can put in fake info to set you up.
[00:21:34.696 --> 00:21:37.438]  Information can be misunderstood by people.
[00:21:37.978 --> 00:21:40.040]  The list goes on and on.
[00:21:41.132 --> 00:21:52.040]  And yeah, you've got the new rules from Google, but if you just type into Google News, Google Changes Terms of Service, I mean, it is mega big.
[00:21:52.060 --> 00:22:06.812]  You're going to see thousands of articles dealing with this if you just type in Google Changes Terms of Service, and says that you have no, no, as in zero,
[00:22:11.127 --> 00:22:11.347]  We're good.
[00:22:34.201 --> 00:22:38.565]  Do anything you have ever done on Google, and we're going to sell it and use it however we want.
[00:22:38.845 --> 00:22:39.685]  In fact, see that link?
[00:22:40.006 --> 00:22:45.870]  Hammered by critics for the way it integrated Google's Plus post into search results.
[00:22:45.971 --> 00:22:51.435]  Google said that it had been working on new policies for a long time and that recent events had nothing to do with the timing.
[00:22:52.015 --> 00:22:53.717]  And it just goes on from there.
[00:22:54.077 --> 00:23:03.184]  Now, remember when Schmidt, the head of Google, said a few years ago, he was the outgoing head at the time, he said, hey, we're not going to be Don't Be Evil anymore.
[00:23:04.289 --> 00:23:07.931]  You better not do something on the internet if you don't want everybody knowing about it.
[00:23:09.092 --> 00:23:09.632]  Wait a minute.
[00:23:11.333 --> 00:23:13.294]  I do stuff that's private in my house.
[00:23:13.555 --> 00:23:15.776]  I don't want people knowing about it because it's none of your business.
[00:23:16.496 --> 00:23:21.419]  Whether it's in bed with my wife or cooking eggs or picking my nose.
[00:23:21.479 --> 00:23:22.460]  It's my house.
[00:23:23.701 --> 00:23:24.561]  It's my life.
[00:23:24.681 --> 00:23:26.442]  It's not I got something to hide.
[00:23:26.643 --> 00:23:31.626]  And I go use your stinking service to
[00:23:32.819 --> 00:23:50.402]  Look up news, and let's say I'm doing searches on White House prostitution rings, which I've done, and then I find names involved and I go search connections to underage cowboy ring going through the White House, which was in the Washington Times, and Barney Frank
[00:23:52.066 --> 00:24:00.796]  And imagine what the system can do taking just that search out of context and acting like I'm actually out there looking for that.
[00:24:01.036 --> 00:24:02.718]  But let's go on further, it's already happening.
[00:24:03.339 --> 00:24:10.166]  You visit something on Facebook, by accident it pops up, takes over your computer, that's now in a database that you went to that site.
[00:24:10.507 --> 00:24:12.769]  But now when your wife's searching the computer,
[00:24:13.810 --> 00:24:16.213]  And Google knows that you went there for whatever reason.
[00:24:16.433 --> 00:24:17.274]  That's popping up.
[00:24:17.574 --> 00:24:22.400]  The point is, it's so sick, it's so creepy, and it's full of data errors on top of it.
[00:24:22.460 --> 00:24:27.525]  I mean, I cannot even begin to explain to you how sick this is.
[00:24:27.785 --> 00:24:29.788]  I mean, look, the guys just searched it during the break.
[00:24:29.808 --> 00:24:30.248]  There it is.
[00:24:30.308 --> 00:24:30.548]  Boom.
[00:24:32.898 --> 00:24:37.361]  Homosexual prostitution ring, VIPs, Reagan, Bush, all of them.
[00:24:37.681 --> 00:24:42.225]  And I can show you articles, the underage callboys, all these administrations.
[00:24:42.245 --> 00:24:43.425]  There's the credit card receipts.
[00:24:43.986 --> 00:24:45.687]  I'm searching that information.
[00:24:46.027 --> 00:24:53.152]  Now, when I'm logging in to get a hotel somewhere else, any of it, it knows my entire history.
[00:24:54.753 --> 00:24:58.096]  And this information can be absolutely misused and taken out of context.
[00:24:59.761 --> 00:25:03.962]  And then meanwhile, we've got the Soros mouthpiece calling for web censorship.
[00:25:05.623 --> 00:25:20.046]  It goes on that his own biography says, he's a well-connected insider, and it goes on, how the internet is a useful tool for people who deny global warming as well as anti-vaccination movement.
[00:25:20.467 --> 00:25:25.588]  Calling on Google to provide a socially responsible treatment
[00:25:27.435 --> 00:25:31.460]  That would marginalize such beliefs by amended search results.
[00:25:31.740 --> 00:25:37.908]  So drive us down off the searches, shut down our speech, and have their little notices pop up on us.
[00:25:37.948 --> 00:25:40.371]  That's already going on when they say a site is infected.
[00:25:40.731 --> 00:25:43.615]  They set the precedent with, oh, we're protecting you from an infected site.
[00:25:43.955 --> 00:25:45.678]  Now they're saying it's infected info.
[00:25:47.122 --> 00:25:49.123]  Or they just push you off the searches altogether.
[00:25:49.403 --> 00:25:50.964]  Google's already done that two years ago.
[00:25:51.344 --> 00:25:52.565]  InfoWars Prison Planet.
[00:25:52.865 --> 00:25:54.346]  Top news organizations.
[00:25:55.086 --> 00:25:55.606]  Huge.
[00:25:55.986 --> 00:25:57.307]  Millions of visitors a day now.
[00:25:58.388 --> 00:26:00.128]  Not in Google News Search.
[00:26:00.188 --> 00:26:01.109]  Not Google Web.
[00:26:01.229 --> 00:26:01.909]  Google News.
[00:26:02.269 --> 00:26:02.930]  Delisted.
[00:26:03.590 --> 00:26:05.031]  Never been an article there for two years.
[00:26:06.391 --> 00:26:07.172]  Already happening.
[00:26:07.512 --> 00:26:08.552]  They're already doing this.
[00:26:08.673 --> 00:26:15.256]  And Google's admitted that they take stuff off YouTube when the government quote says that it's anti-government or critical of the government.
[00:26:16.164 --> 00:26:25.310]  Google, Yahoo, Microsoft, they already helped China and others build their big electronic Berlin Wall, the Great Wall of China.
[00:26:25.870 --> 00:26:33.735]  They've been involved in this from the very start and we've got all these different people from the Stanford Scholar and all of them doing this.
[00:26:34.075 --> 00:26:37.277]  That's what SOPA is really for and they use the excuse of copyright.
[00:26:37.717 --> 00:26:39.297]  They're saying even a word.
[00:26:39.697 --> 00:26:46.559]  Like if you criticize Fox News, you can't say the word Fox News without their authorization to even write about them.
[00:26:46.599 --> 00:26:52.260]  This is a new dark age by the criminal class and their fellow traveler servants.
[00:26:54.560 --> 00:26:56.000]  And now I've gone off into a rant.
[00:26:56.080 --> 00:26:59.621]  It's just that this is the type of real issue that we're facing.
[00:26:59.661 --> 00:27:01.622]  They cannot deal with our information.
[00:27:01.922 --> 00:27:03.702]  They cannot deal with us exposing them.
[00:27:04.980 --> 00:27:07.002]  And so now they're coming after our free speech.
[00:27:07.803 --> 00:27:10.665]  And Google, ladies and gentlemen, has been saving your searches forever.
[00:27:10.685 --> 00:27:15.289]  Now they're saying they're going to retroactively use them, shell them to everybody.
[00:27:15.309 --> 00:27:18.392]  Yeah, don't be evil.
[00:27:18.432 --> 00:27:19.353]  They are evil.
[00:27:21.863 --> 00:27:25.868]  Okay, let's continue here, getting into other news.
[00:27:26.109 --> 00:27:37.644]  You know about Rush Limbaugh, and you know that yesterday the Hill newspaper reported that Jay Carney, White House spokesman, said, hey look, we think the TSA did a great job with Senator Rand Paul.
[00:27:37.964 --> 00:27:39.907]  Detain him for two hours, do whatever you want.
[00:27:40.694 --> 00:27:49.239]  You know, groping children is a wonderful thing, because if they can beta test martial law in the airports, and touching your body, and treating you like a prisoner, they can do it on the highway.
[00:27:49.560 --> 00:27:52.081]  In fact, this just broke at InfoWars.com.
[00:27:52.862 --> 00:28:03.789]  We discovered federal documents, in fact we can go to this after this story, it's not in my news lineup here, but I'm going to tell you guys about it, where these federal documents
[00:28:05.874 --> 00:28:17.540]  Are announcing that the feds are going to hire all your local police, spy on all citizens, and they're saying we're moving away from fighting terror to just surveilling everyone.
[00:28:17.860 --> 00:28:19.661]  And again, if you go to, there it is, top story.
[00:28:20.001 --> 00:28:20.461]  Aaron Dykes.
