[00:00:02.469 --> 00:00:02.729]  I think.
[00:03:51.892 --> 00:03:54.333]  If we just kill the humans, the Earth would be saved.
[00:03:54.833 --> 00:03:58.694]  This was in Reuters, this was in AP, everywhere it was.
[00:03:58.994 --> 00:04:00.395]  Collectivize everything!
[00:04:00.455 --> 00:04:04.657]  Give your money to Lauren Rothschild and have a huge die-off of humans.
[00:04:05.037 --> 00:04:07.178]  Gee, won't the world be wonderful when you're dead?
[00:04:07.198 --> 00:04:09.298]  And the yuppies are like, yeah, kill me!
[00:04:09.318 --> 00:04:10.539]  Of course, they mean their neighbor.
[00:04:11.039 --> 00:04:12.841]  I hate my neighbor as much as I hate myself.
[00:04:27.915 --> 00:04:33.418]  Towards an optimum level for maximization of quality of life, they mean for the globalist, i.e.
[00:04:33.498 --> 00:04:36.839]  environmentally benign development that reduces the birth rate.
[00:04:37.220 --> 00:04:41.442]  Well, the West is having 1.3 kids for every 2 people, so we're pretty much dead.
[00:04:41.502 --> 00:04:42.142]  Great job!
[00:04:42.862 --> 00:04:45.504]  And 1 in 58 has autism, soon to be 1 in 5.
[00:04:45.544 --> 00:04:47.305]  Cancer rates are 10,000% in kids.
[00:04:50.026 --> 00:04:51.127]  What a quality of life.
[00:04:51.207 --> 00:04:54.229]  Lots of little coffins you sons of bitches are involved in.
[00:04:54.249 --> 00:04:56.390]  There's no teleprompter here, you understand.
[00:04:56.831 --> 00:05:02.595]  Furthermore, the emeritus professor writes bluntly, the big die-off has already begun.
[00:05:03.515 --> 00:05:04.736]  Absolutely right.
[00:05:05.337 --> 00:05:11.321]  The gullible public takes those big old juicy shots full of cancer viruses and drinks that fluoride water.
[00:05:11.861 --> 00:05:15.004]  Every day another scumbag talks about how they're murdering us.
[00:05:15.405 --> 00:05:18.067]  Like a White House science czar bragging about that fluoride.
[00:05:18.588 --> 00:05:21.170]  Nothing like bone cancer seven-fold in men.
[00:05:22.171 --> 00:05:25.014]  Another little gift by the chicken-neck nerd.
[00:05:26.655 --> 00:05:29.198]  Oh, the guy on a motorcycle acting tough isn't a threat.
[00:05:29.238 --> 00:05:32.160]  It's the little nerd who people weren't nice to in school.
[00:05:32.781 --> 00:05:36.725]  He sits back and goes, keep drinking that water, keep taking those shots, I'm murdering you.
[00:05:38.058 --> 00:05:42.402]  I'm murdering you, and I'm going to go on murdering you, because I'm trendy.
[00:05:43.142 --> 00:05:44.103]  Let's continue.
[00:05:45.364 --> 00:05:47.686]  We've got the federal government and other groups.
[00:05:47.866 --> 00:05:51.128]  NSI instructional video, public photography is terrorism.
[00:05:51.829 --> 00:05:58.975]  Well sure, government's going to cram a camera up your rear end, but you don't videotape them, you're going to prison and life like folks in Illinois.
[00:05:59.395 --> 00:06:01.457]  According to the videos, street photography and
[00:06:02.691 --> 00:06:08.775]  Photography of public buildings provides justification for their analysis by the narcotics trafficking police.
[00:06:09.216 --> 00:06:22.265]  Although the video emphasizes the photography and other similar activities are protected activities under connected to other suspicious activities that would incite potential terrorism like the feds blowing up Oklahoma City.
[00:06:23.286 --> 00:06:29.776]  This may cause the officer, I mean the federal minion, to conduct additional observation or gather additional information.
[00:06:30.337 --> 00:06:34.944]  Again, taking into account the totality of circumstances.
[00:06:36.636 --> 00:06:40.699]  Continuing here with the news, we have CBS.
[00:06:41.399 --> 00:06:53.447]  CBS runs defense for everyone's terrorist FBI flyers, where they say wearing jeans, having children, having a cell phone, ordering coffee, paying with cash.
[00:06:53.927 --> 00:07:01.011]  They actually get on there and say, hey, the war on terror against Al Qaeda, that the Feds are giving control of Libya and other countries, that's over.
[00:07:01.372 --> 00:07:02.833]  The war is on you.
[00:07:03.573 --> 00:07:04.553]  So get used to it.
[00:07:04.593 --> 00:07:06.094]  We're going to have drones watching you.
[00:07:06.714 --> 00:07:18.920]  In a brazen headline story entitled, Are You a Terrorist?, CBS 12 leads the flyers' credence by completely failing to mention the fact that...
[00:07:19.540 --> 00:07:27.168]  They include a list of mundane behaviors that have nothing to do with terrorism or any relation to suspicious activity whatsoever.
[00:07:27.688 --> 00:07:29.370]  How about see something, say something?
[00:07:29.730 --> 00:07:33.934]  The Feds getting Muttalib on the aircraft, the underwear bomber, without a passport.
[00:07:34.054 --> 00:07:34.695]  That's coming up.
[00:07:35.195 --> 00:07:40.380]  Or how about the New York Times admitting that the FBI staging terror Saturday.
[00:07:41.081 --> 00:07:41.862]  That was in their news.
[00:07:42.102 --> 00:07:42.702]  How about that?
[00:07:42.942 --> 00:07:52.849]  How about we don't learn to be little fear-filled minions of the system and realize criminal foreign corporations are staging terror attacks to sell us on tyranny.
[00:07:53.370 --> 00:07:55.231]  Continuing with Teleprompter Free News.
[00:07:55.992 --> 00:07:57.092]  Trail of death.
[00:07:57.793 --> 00:08:00.655]  Breitbart coroner turns up dead.
[00:08:00.915 --> 00:08:02.576]  Arsenic poisoning suspected.
[00:08:03.097 --> 00:08:05.718]  Well no, the police say he's dead from poisoning.
[00:08:06.539 --> 00:08:08.140]  But they're saying, move along.
[00:08:08.160 --> 00:08:09.700]  He died of poisoning.
[00:08:09.740 --> 00:08:10.701]  We're not sure what did it.
[00:08:10.801 --> 00:08:12.161]  Go back to sleep, America.
[00:08:12.682 --> 00:08:14.903]  Everything is just fine.
[00:08:16.403 --> 00:08:20.525]  And finishing up with a story we covered Friday that people had trouble believing.
[00:08:21.466 --> 00:08:23.186]  Yes, it's true.
[00:08:24.967 --> 00:08:28.148]  No, it's not just true that coroners about to release a report die.
[00:08:28.189 --> 00:08:28.869]  That's no big deal.
[00:08:30.231 --> 00:08:30.933]  No, it's true.
[00:08:31.475 --> 00:08:35.727]  DOD confirms Russian troops to train on U.S.
[00:08:35.767 --> 00:08:38.234]  soil to take on the American people.
[00:08:39.619 --> 00:08:51.771]  The Department of Defense has confirmed, Fire and Military reports, that Russian troops are set to target terrorists on American soil as part of an unprecedented joint drill for the United States, which will take place in Colorado next month.
[00:08:52.552 --> 00:08:58.038]  Airborne troops from Russia are set to take place in the drills, focused around targeting terrorist Americans.
[00:08:58.538 --> 00:09:00.981]  You American pigs do not like the Federal Reserve?
[00:09:01.001 --> 00:09:01.061]  Die!
[00:09:02.122 --> 00:09:05.224]  Continuing, although it marks the first time Russian troops will train on U.S.
[00:09:05.264 --> 00:09:12.928]  soil, soldiers from a plethora of different nations have been involved in similar drills for well over the decade that we have documented.
[00:09:14.329 --> 00:09:19.571]  We're about to come back with Mr. Haskell with some key intelligence.
[00:09:19.952 --> 00:09:25.014]  He's running for Congress, but first, Hunter S. Thompson, we have a quote for you.
[00:09:25.875 --> 00:09:29.677]  Politics is the art of controlling your environment.
[00:09:31.667 --> 00:09:33.088]  That is certainly true.
[00:09:33.148 --> 00:09:37.970]  The elite want to get us out of the environment and to trick us into our own extermination.
[00:09:38.410 --> 00:09:45.933]  They are creating this artificial habitat of fear to get us into their trap so they can then accelerate their soft kill operations.
[00:09:46.773 --> 00:09:48.834]  All right, we'll be right back after this quick break.
[00:09:48.874 --> 00:09:51.696]  If you're not a subscriber, become one today.
[00:09:51.716 --> 00:09:57.858]  You're out there watching it online at YouTube and other sites where millions of people watch the show every week.
[00:09:57.898 --> 00:09:58.378]  That's great.
[00:09:58.879 --> 00:09:59.279]  Why not?
[00:10:00.339 --> 00:10:05.281]  Get five or six memberships for the price of one, 15 cents a day.
[00:10:05.681 --> 00:10:07.122]  Get a 15-day free trial.
[00:10:07.522 --> 00:10:15.065]  PrisonPlanet.tv and help us expand our reporters, our writers, our researchers in the face of the globalist.
[00:10:15.405 --> 00:10:19.926]  There's nowhere where you get a bigger bang for your buck than PrisonPlanet.tv.
[00:10:25.134 --> 00:10:25.695]  Good evening.
[00:10:25.715 --> 00:10:30.799]  I'm Todd Foster reporting for InfoWars.com and PrisonPlanet.com.
[00:10:31.380 --> 00:10:37.626]  This evening we're going to be discussing the issue of driver's license requirement here in the United States.
[00:10:38.667 --> 00:10:40.308]  What is a driver's license?
[00:10:40.989 --> 00:10:42.831]  Do you need a driver's license?
[00:10:43.971 --> 00:10:47.454]  Is there any law requiring you to have a driver's license?
[00:10:48.295 --> 00:10:54.981]  A driver's license is required for one who is conducting commerce on the highways.
[00:10:57.223 --> 00:11:06.571]  Now, if you're doing personal travel along the highways, or personal transportation, there's no law saying that you need a driver's license.
[00:11:07.992 --> 00:11:10.935]  I'd like to read to you something here from Bouvier's Law Dictionary.
[00:11:12.666 --> 00:11:22.488]  One employed in conducting a coach, carriage, wagon, or other vehicle with horses, mules, or other animals.
[00:11:23.808 --> 00:11:26.249]  Now that is Bovier's definition of a driver.
[00:11:28.149 --> 00:11:33.110]  There's no mention about personal transportation in there or anything.
[00:11:33.490 --> 00:11:35.931]  Now notice under Part 3 of that definition,
[00:11:37.583 --> 00:11:42.705]  It states that the driver must be of good habits for the journey and possess good skills.
[00:11:43.266 --> 00:11:55.651]  Because if he's not, and there's an accident or an injury, the driver and his employers, yes that's right, I said employers, are responsible.
[00:11:57.232 --> 00:12:02.134]  Now, while the definition of driver does change a little bit over the years, there is a U.S.
[00:12:02.154 --> 00:12:06.736]  Supreme Court case, Reno v. Condon, which states,
[00:12:08.803 --> 00:12:18.670]  The activity licensed by state DMVs and in connection with which individuals must submit personal information to the DMV.
[00:12:19.591 --> 00:12:25.775]  The operations of motor vehicles is itself intricately related to interstate commerce.
[00:12:39.106 --> 00:12:40.557]  Where does the problem lie?
[00:12:55.628 --> 00:12:57.850]  Yeah, America definitely has a problem.
[00:12:57.870 --> 00:12:58.771]  A problem?
[00:12:58.992 --> 00:12:59.352]  Many.
[00:12:59.953 --> 00:13:03.277]  But I believe the problem in America is that we think we have too many problems.
[00:13:03.297 --> 00:13:05.439]  I mean, there's a lot of problems.
[00:13:05.519 --> 00:13:06.661]  Gosh, where do I start?
[00:13:07.081 --> 00:13:07.502]  Texas.
[00:13:07.822 --> 00:13:09.564]  I would have to say D.C.
[00:13:09.624 --> 00:13:11.466]  I'd say greed and politics.
[00:13:11.747 --> 00:13:12.788]  Our economy.
[00:13:12.908 --> 00:13:13.209]  Poverty.
[00:13:13.849 --> 00:13:14.189]  Freedom.
[00:13:14.489 --> 00:13:14.890]  Corruption.
[00:13:15.190 --> 00:13:16.850]  We are just never satisfied.
[00:13:16.870 --> 00:13:18.471]  It's always more, more, and more.
[00:13:19.252 --> 00:13:20.712]  It's not really much of a problem.
[00:13:20.792 --> 00:13:25.174]  I think America's problem is that people think they have more money than they think they have.
[00:13:25.334 --> 00:13:26.355]  I think it's ignorance.
[00:13:27.015 --> 00:13:29.936]  I think people need to be more aware of the political landscape.
[00:13:30.156 --> 00:13:33.878]  Maybe that everything's so spread out and you have to, like, drive.
[00:13:34.318 --> 00:13:37.480]  Yeah, underdog, middle guys always getting screwed.
[00:13:38.200 --> 00:13:38.802]  Believe in God.
[00:13:39.524 --> 00:13:40.166]  The lack thereof.
[00:13:40.787 --> 00:13:43.013]  Our deity, or what we serve, is money.
[00:13:43.314 --> 00:13:43.715]  Greed.
[00:13:44.216 --> 00:13:44.477]  Money.
[00:13:47.495 --> 00:13:49.256]  I work close to, like, Medicare.
[00:13:49.497 --> 00:13:53.540]  Medicare will stop taking care of a patient when they don't have money.
[00:13:53.560 --> 00:13:54.740]  I see people that rob banks.
[00:13:55.281 --> 00:13:59.384]  Why do they rob a bank if they're needing food or if they're needing clothing?
[00:13:59.404 --> 00:14:00.705]  Why don't they rob for food?
[00:14:01.225 --> 00:14:10.892]  Well, I'm afraid for the short term that there's going to be more income disparity from the very rich and, you know, more loss of middle class.
[00:14:11.072 --> 00:14:12.954]  I mean, in the end, it's all about money.
[00:14:13.214 --> 00:14:17.998]  I mean, I think it definitely has a purpose if it's used for the right reasons.
[00:14:18.698 --> 00:14:23.682]  We're so infatuated as money is a need, but in actuality, a need is something like water.
[00:14:24.123 --> 00:14:26.324]  If you don't have water on the earth, then we all perish.
[00:14:26.885 --> 00:14:30.948]  But money, if money disappears at any time, we can still survive.
[00:14:30.968 --> 00:14:41.216]  I also work for CBS Sports, and when I brought them this story, they told me that they would not report on a government agency that involved children unless a child dies.
[00:14:41.701 --> 00:14:46.625]  The mainstream media's failure to honor the First Amendment is killing true investigative journalism.
[00:14:46.805 --> 00:14:52.470]  Greedy corporations have turned it into a catalyst by which to carry out their own global agenda.
[00:14:52.770 --> 00:15:02.058]  For years they have used strategically placed advertising and propaganda, keeping the public misinformed of the truth and in an almost catatonic state of consciousness.
[00:15:04.875 --> 00:15:15.048]  The media is bombarding us with distraction and disinformation to keep us in the dark about what's really going on with our country, which is our rights are being taken away and our food and water are being jacked.
[00:15:15.854 --> 00:15:20.958]  And it's kind of like that Star Trek episode where Picard is captured by the Cardassians.
[00:15:20.978 --> 00:15:25.842]  And in order to break his will, they torture him and they show him four lights and tell him it's five.
[00:15:26.243 --> 00:15:27.724]  And that's what the media is doing to us.
[00:15:27.824 --> 00:15:29.926]  They're showing us four lights and telling us it's five.
[00:15:29.966 --> 00:15:32.588]  And at the end, Picard starts to see five lights.
[00:15:33.289 --> 00:15:37.092]  So we're going to have to counterattack that by becoming the media.
[00:15:37.612 --> 00:15:39.473]  Because right now we need the truth.
[00:15:39.853 --> 00:15:46.295]  So I interviewed several people and I'm presenting them to you here at InfoWars.
[00:15:47.235 --> 00:15:50.336]  And the first will be Lori Kelch.
[00:15:50.516 --> 00:15:54.878]  And Lori is a nutritional educator and adjunct professor at Antioch University.
[00:15:54.978 --> 00:16:01.000]  And she has a tasty treat for us, which is a McDonald's hamburger that is over 11 years old.
[00:16:02.185 --> 00:16:04.726]  It has completely preserved and petrified.
[00:16:04.746 --> 00:16:06.427]  No decomposition.
[00:16:07.007 --> 00:16:08.527]  And here is the interview with Lori Couch.
[00:16:08.547 --> 00:16:14.069]  I think sometimes I'm a little bit more concerned with what we don't see in our food.
[00:16:14.690 --> 00:16:23.073]  Especially something that would allow this kind of thing to last beyond a date which should be maybe 24 hours.
[00:16:24.753 --> 00:16:29.315]  And I think that we have to understand that these kinds of additives
[00:16:30.135 --> 00:16:30.835]  I don't think so.
[00:16:50.151 --> 00:16:53.873]  Kyle J. Marion reporting, Syracuse, New York, FEMA Region 2.
[00:16:54.594 --> 00:17:01.518]  And we're broadcasting today down here outside of the Bistro Elephant in Armory Square in Syracuse, New York.
[00:17:02.159 --> 00:17:07.602]  What we're doing today is we're down here to try to get some impressions from people as to how free they feel since 9-11.
[00:17:08.843 --> 00:17:16.846]  So we're going to ask some folks if they feel more free since 9-11 and if they know anything about the National Defense Authorization Act, the NDAA.
[00:17:17.306 --> 00:17:21.308]  So that's what we're going to do and hopefully we'll be getting some people here sometime soon.
[00:17:21.988 --> 00:17:22.208]  Thanks.
[00:17:22.228 --> 00:17:24.389]  Do you feel safer since 9-11?
[00:17:24.469 --> 00:17:26.410]  Yeah, why not?
[00:17:26.430 --> 00:17:27.250]  Do you feel safer?
[00:17:27.470 --> 00:17:27.870]  Yeah.
[00:17:27.990 --> 00:17:31.452]  Okay, do you feel more free since 9-11 or do you feel less free?
[00:17:32.173 --> 00:17:33.455]  I've always felt free.
[00:17:33.495 --> 00:17:35.398]  I don't let that stuff bother me.
[00:17:35.458 --> 00:17:38.603]  It's just not my nature.
[00:17:39.705 --> 00:17:41.388]  Things are going to go on in this world anyway.
[00:17:41.648 --> 00:17:42.269]  I understand.
[00:17:43.391 --> 00:17:46.296]  Have you ever heard of the National Defense Authorization Act?
[00:17:47.335 --> 00:17:49.276]  Probably not, because I don't read the paper a whole lot.
[00:17:49.496 --> 00:17:49.877]  Okay.
[00:17:50.157 --> 00:17:53.819]  Well, what it is, is on December 31st, President Obama signed it.
[00:17:54.420 --> 00:18:03.986]  It allows the President to order the indefinite detention of American citizens or any other combatant anywhere in the world if it's a threat to national security.
[00:18:04.006 --> 00:18:04.907]  Were you aware of that law?
[00:18:05.607 --> 00:18:06.207]  Absolutely not.
[00:18:06.908 --> 00:18:06.207]  1984!
[00:18:07.088 --> 00:18:08.389]  You know, here we go.
[00:18:08.589 --> 00:18:08.789]  Right.
[00:18:08.909 --> 00:18:14.632]  Well, what we're doing today, and the reason we're doing these interviews is we're trying to, you know, raise awareness to it here in Syracuse.
[00:18:14.692 --> 00:18:16.433]  I'm reporting for InfoWars.com.
[00:18:16.893 --> 00:18:18.674]  I'd like to give you a copy of the Constitution.
[00:18:18.714 --> 00:18:21.716]  We're giving these out to people today who take the time to talk with us.
[00:18:22.196 --> 00:18:27.619]  As well as this, this is the website where we're going to be uploading the video of the interviews once we get it ready.
[00:18:28.499 --> 00:18:33.263]  And the last thing I want to hand out is a handout on the NDA which tells you about the law.
[00:18:33.823 --> 00:18:38.967]  It was passed on New Year's Eve by President Obama when we were all getting ready to celebrate the New Year.
[00:18:39.007 --> 00:18:40.388]  They were running this through.
[00:18:40.749 --> 00:18:48.075]  Now Section 1021 of that law allows the President to order the indefinite detention regardless of whether we're a citizen or not.
[00:18:48.695 --> 00:18:55.961]  Thrusting forward, we have Illuminati, Templars, Masons, and Hitler's Aryan Occult Agenda.
[00:18:56.681 --> 00:18:59.784]  Thus, the stage is set for the New World Order players.
[00:19:00.284 --> 00:19:03.987]  The Rothschilds, Bilderbergers, Skull and Bones, Satanists, etc.
[00:19:04.528 --> 00:19:07.070]  All claiming to be descendants of these hybrids.
[00:19:07.710 --> 00:19:08.431]  Their mission?
[00:19:08.931 --> 00:19:17.839]  To protect these bloodlines, and to obtain everlasting life from the life force from blood, sex, and children.
[00:19:18.968 --> 00:19:21.850]  One of the main players, the British Royal Family.
[00:19:22.530 --> 00:19:30.516]  Now, we've heard accounts of hidden lineage tied to Nazi Germany, abduction, sex slavery, murder, and satanic rituals.
[00:19:31.276 --> 00:19:36.319]  We have the brave testimony of Arizona Wilder's intense interview with David Icke.
[00:19:36.920 --> 00:19:47.167]  She being a mind-controlled sex slave and royal palace witness to the elite's shape-shifting into reptilian entities and full-out satanic ritual murders.
[00:19:48.127 --> 00:19:59.210]  That said, 2011, New Year's Day, a body is found on the grounds of the Christmas vacation spot for the Royals, Sandringham Palace.
[00:19:59.230 --> 00:20:07.553]  17-year-old Alyssa Dimitrov was found a mile away from Sandringham in a field used for partridge and pheasant shoots for the Royal household.
[00:20:08.513 --> 00:20:12.759]  Reports say the body was placed there sometime in August or September 2010.
[00:20:14.661 --> 00:20:15.943]  Ritual celebration months.
[00:20:16.724 --> 00:20:24.153]  The body was taken in 2012 to the Queen Elizabeth Hospital for further DNA testing.
[00:20:25.214 --> 00:20:31.856]  Also in August 2010, the time of the murder, a stream of dog deaths took place at the exact spot.
[00:20:32.536 --> 00:20:47.561]  The Palace and a charity called the Animal Health Trust set out a notice requiring that all persons who walked their dogs there to fill out a questionnaire of where exactly they took their dogs, all in the name of tracking a possible virus.
[00:20:48.581 --> 00:20:49.642]  Subtle way to find a witness.
[00:20:50.757 --> 00:20:56.701]  Reports say the girl's body was lacking flesh and is difficult to determine cause of death.
[00:20:57.562 --> 00:20:59.663]  But what I found interesting is this, viewers.
[00:21:00.324 --> 00:21:09.190]  Prince Andrew, seen here in 2000, was 17-year-old Virginia Roberts, a victim of mind control and sex slave for the elites since the age of 15.
[00:21:10.630 --> 00:21:12.332]  Now here she is with Prince Andrew.
[00:21:12.752 --> 00:21:13.572]  Where are they, folks?
[00:21:14.193 --> 00:21:14.753]  You got it!
[00:21:15.314 --> 00:21:16.915]  Sandringham Palace!
[00:21:20.916 --> 00:21:23.917]  Have you been to InfoWarsShop.com lately?
[00:21:24.397 --> 00:21:28.959]  Express your inner patriot with these brand new InfoWars t-shirts.
[00:21:29.519 --> 00:21:32.280]  Say it loud with the InfoWars Bullhorn shirt.
[00:21:32.740 --> 00:21:35.642]  Or educate the sheeple with the Bill of Rights shirt.
[00:21:36.462 --> 00:21:39.843]  Grope the public's mind with the TSA shirt.
[00:21:40.483 --> 00:21:44.785]  And with this shirt, you can let the dark side know of the Rebel Alliance's power.
[00:21:46.145 --> 00:21:49.247]  All available at InfoWarsShop.com.
[00:21:51.886 --> 00:21:57.170]  Sick of the globalist eugenicist control freaks adding poison to your water and laughing as you get sick and die?
[00:21:57.430 --> 00:21:59.652]  Start purifying your water with ProPure.
[00:21:59.852 --> 00:22:08.838]  My friends, I've done a lot of research, and the best gravity filter out there bar none is ProPure, and it's available discounted at InfoWars.com.
[00:22:08.998 --> 00:22:12.221]  Its filters are silver impregnated to prevent bacterial growth.
[00:22:12.481 --> 00:22:13.902]  There's no priming required.
[00:22:14.182 --> 00:22:16.203]  It's NSF-42 certified.
[00:22:16.464 --> 00:22:18.965]  Optional fluoride filters can reduce fluoride up to 95%.
[00:22:20.046 --> 00:22:21.386]  Easy to set up and use.
[00:22:21.566 --> 00:22:22.887]  Doesn't require electricity.
[00:22:23.007 --> 00:22:25.887]  Purify water from lakes, streams, ponds, and wells.
[00:22:26.207 --> 00:22:29.388]  This filter system leaves in beneficial minerals, which is key.
[00:22:29.588 --> 00:22:31.388]  Save money by not buying bottled water.
[00:22:31.508 --> 00:22:33.609]  And avoid BPA that leaches from the plastic.
[00:22:33.769 --> 00:22:36.369]  ProPure is the best gravity-fed filter out there.
[00:22:36.509 --> 00:22:37.830]  It's what my family uses.
[00:22:38.110 --> 00:22:41.330]  Infowars.com already has the lowest price on ProPure.
[00:22:41.431 --> 00:22:47.092]  But if you add the promo code WATER at checkout, you get an additional 10% off at Infowars.com.
[00:22:47.312 --> 00:22:48.472]  You can also call to order.
[00:22:49.192 --> 00:22:50.313]  888-253-3139.
[00:22:55.535 --> 00:23:05.759]  And we are back on this Monday, April 30th, 2012 edition, and we're joined by a man who has a lot of courage, Kurt Haskell of Michigan.
[00:23:06.239 --> 00:23:16.584]  Now to remind you who he is for new viewers, he and his wife, both lawyers from Michigan, survived the underwear bombing of two Christmases ago
[00:23:17.284 --> 00:23:27.471]  And of course it did turn out that the story he told of the government getting him on the plane, getting him past security without the proper identification, was true.
[00:23:27.491 --> 00:23:31.334]  A month and a half after he broke that on his blog and then my radio show.
[00:23:33.544 --> 00:23:42.752]  The undersecretary of state, Mr. Kennedy, on C-SPAN said, yes, we were ordered by an unnamed agency to give him a visa and help him.
[00:23:43.213 --> 00:23:48.958]  Incredible news, but it only showed up in a few newspapers in the United States.
[00:23:49.058 --> 00:23:49.618]  Now, Kurt,
[00:23:50.439 --> 00:23:53.581]  Came back many times to the show and covered the trial for us.
[00:23:53.861 --> 00:24:02.505]  He was the only witness, the underwear bomber, was going to call, obviously I guess to get a plea deal because he could blow the case, and then later that was dropped.
[00:24:02.565 --> 00:24:04.226]  So quite a saga.
[00:24:04.727 --> 00:24:12.651]  And there's been some new developments as well, but remember we have a federal government caught not just shipping tens of thousands of guns to Mexico, CBS News we now learn
[00:24:13.786 --> 00:24:14.827]  Hand grenades!
[00:24:15.067 --> 00:24:16.228]  That's not from a gun shop.
[00:24:16.689 --> 00:24:18.911]  To destabilize Mexico, blame the Second Amendment.
[00:24:19.211 --> 00:24:20.272]  Thousands are dead.
[00:24:21.373 --> 00:24:22.474]  It's called a false flag.
[00:24:23.075 --> 00:24:27.760]  And we have them with their pants down, our hands in the cookie jar with this, just like Gulf of Tonkin.
[00:24:28.240 --> 00:24:33.085]  So I want to ask him about Fast and Furious and just how deep that rabbit hole goes as well.
[00:24:33.345 --> 00:24:36.949]  But the big news, he's running for Congress.
[00:24:37.609 --> 00:24:46.114]  And I tell you, I love his policies, I love his stand on things, and I think people all over the country ought to get behind him for Congress.
[00:24:46.174 --> 00:24:46.955]  Here's your chance.
[00:24:47.015 --> 00:24:53.539]  And regardless, he's going to be able to be in those debates and those events and bring up the issue of false flag terror.
[00:24:54.099 --> 00:24:55.640]  Here's an article out of the news right here.
