[00:00:00.049 --> 00:00:00.609]  Network.
[00:02:37.506 --> 00:02:54.896]  To have, I mean the utility companies on average, I'm not defending, a lot of them are big globalist operations using government to consolidate and charge more, but they know how to thread the needle, they know how to deliver power, they know how to get the job done, they know how when power lines get knocked down all over the place from tornadoes or ice to get it back up quick.
[00:02:55.656 --> 00:02:58.638]  Compared to government, you've got to give me a break.
[00:02:59.439 --> 00:03:00.359]  Give me a break.
[00:03:00.639 --> 00:03:01.740]  I mean having government
[00:03:03.971 --> 00:03:11.276]  You know, the Pentagon with trillions and trillions missing, and all the rest of it, and the welfare commissions and all of it.
[00:03:11.296 --> 00:03:16.419]  I mean, they can't even keep the grass mown at like the Austin Health Department locally.
[00:03:17.520 --> 00:03:19.661]  I've done a report on that where they're taking people's property.
[00:03:19.681 --> 00:03:21.702]  They had three inch grass and they had like three foot grass.
[00:03:22.043 --> 00:03:24.264]  And then here they are lecturing, but that's a side issue.
[00:03:24.704 --> 00:03:26.826]  We've got Fast and Furious news.
[00:03:28.600 --> 00:03:30.021]  As that really comes to a head.
[00:03:30.121 --> 00:03:34.562]  Also, Google shopping censors all gun, ammo, accessories results.
[00:03:36.022 --> 00:03:37.403]  Google is the NSA.
[00:03:37.463 --> 00:03:40.004]  Google is the banker occupational government.
[00:03:40.024 --> 00:03:42.004]  That's come out, I told you, seven, eight years ago.
[00:03:42.384 --> 00:03:43.505]  Now it's been declassified.
[00:03:44.281 --> 00:03:50.746]  And it is racketeering, it is censorship, it is trying to create a monopoly to shut down industries.
[00:03:51.246 --> 00:03:57.390]  I mean, they already give top links to their ads, top links to people that sponsor with them.
[00:03:57.991 --> 00:04:00.212]  They already pick winners and losers.
[00:04:00.232 --> 00:04:03.915]  They already put Amazon up on top.
[00:04:05.496 --> 00:04:06.316]  And it's outrageous.
[00:04:06.356 --> 00:04:12.621]  And I'm glad that the Texas Attorney General is suing them and needs to sue them more.
[00:04:13.752 --> 00:04:16.493]  That story's up at PrisonPlanet.com.
[00:04:17.274 --> 00:04:18.634]  Is that up at InfoWars.com?
[00:04:18.654 --> 00:04:20.415]  Because that's a very newsworthy article.
[00:04:20.455 --> 00:04:21.976]  It's originally from FirearmsBlog.
[00:04:22.796 --> 00:04:27.519]  And sure enough, we happen to have a Google Merchant account.
[00:04:28.579 --> 00:04:36.383]  And I was able to go in this morning and look in my email, and we don't really use it, but we have one, that sure enough was the notice came in a few days ago.
[00:04:36.403 --> 00:04:39.465]  I couldn't sell a holster.
[00:04:40.441 --> 00:04:42.303]  By the way, that's a big business, those accessories.
[00:04:42.323 --> 00:04:43.144]  A lot of mom-and-pops.
[00:04:43.504 --> 00:04:45.927]  I couldn't sell a scope.
[00:04:46.027 --> 00:04:46.888]  I mean, nothing!
[00:04:47.648 --> 00:04:52.533]  In fact, they're saying you can't even sell bird-watching scopes, because they might be able to hook them onto a rifle.
[00:04:52.874 --> 00:04:57.799]  So, this is what you get with a government-controlled, corporate, fascist, commie monopoly.
[00:04:58.099 --> 00:04:59.240]  I'll explain that as well.
[00:04:59.581 --> 00:05:01.222]  The healthcare news, it's all coming up.
[00:05:01.883 --> 00:05:03.144]  Hi, this is Alex Jones.
[00:05:03.184 --> 00:05:08.529]  Did you know that the global elite are now storing non-hybrid seeds in secret storage vaults near the Arctic Circle?
[00:05:08.769 --> 00:05:13.413]  Did you know that in a real meltdown, non-hybrid seeds could become more valuable than silver or gold?
[00:05:13.793 --> 00:05:18.838]  It's true, seeds have outperformed even gold and silver before in this country, and it's possible they could even happen again.
[00:05:19.358 --> 00:05:24.061]  So our friends at Solutions from Science have put together the perfect mix of non-hybrid seeds.
[00:05:24.582 --> 00:05:26.503]  They call it a Survival Seed Bank.
[00:05:26.903 --> 00:05:31.506]  And it can produce an endless supply of nutrient-dense food for you and your family.
[00:05:31.706 --> 00:05:32.607]  And here's the best part.
[00:05:32.807 --> 00:05:35.589]  These seeds have not been genetically modified in any way.
[00:05:35.889 --> 00:05:39.191]  And you actually get enough seeds to plant a full acre crisis garden.
[00:05:39.512 --> 00:05:42.353]  So visit them today at SurvivalSeedBank.com.
[00:05:42.694 --> 00:05:44.595]  That's SurvivalSeedBank.com.
[00:05:44.915 --> 00:05:45.836]  Or give them a call at 877-327-0365.
[00:05:49.478 --> 00:05:51.260]  That's 877-327-0365.
[00:05:52.440 --> 00:05:58.225]  Remember, in a real crisis, non-hybrid seeds are the ultimate barter item.
[00:05:58.545 --> 00:06:01.007]  This is Alex Jones for SurvivalSeedBank.com.
[00:06:05.911 --> 00:06:09.934]  You are listening to an InfoWars.com Frontline Report.
[00:06:12.476 --> 00:06:16.399]  If you are receiving this transmission, you are the resistance.
[00:06:23.982 --> 00:06:32.628]  From deep in the heart of FEMA Region 6, Austin, Texas, transmitting worldwide, it's Alex Jones.
[00:06:40.811 --> 00:06:44.377]  Broadcasting worldwide, blasting out on the AM and FM dial.
[00:06:44.437 --> 00:06:46.199]  A lot of new affiliates joining us today.
[00:06:46.219 --> 00:06:50.726]  I want to welcome you from places like Virginia and Tennessee and California.
[00:06:51.507 --> 00:06:55.934]  I'll plug some of those affiliates later in the broadcast when I get the list from Chris in there.
[00:06:56.835 --> 00:07:14.127]  And we're also simulcasting, of course, on the internet with the audio streams and podcasts at InfoWars.com, the front line, the tip of the spear when it comes to resisting authoritarianism, tyranny, oppression in whatever manifestation it arrives.
[00:07:14.588 --> 00:07:24.035]  From the so-called right wing of fascism, or the left wing of communism, statism, kleptocracies, oligarchies, we resent
[00:07:25.235 --> 00:07:44.951]  Control freaks and criminals using government to control populations and the mega ultra super rich financing class envy class warfare and financing crony anti-free market monopoly systems known as crony capitalism.
[00:07:45.392 --> 00:07:46.773]  That's the big enemy.
[00:07:48.328 --> 00:08:03.597]  And I've got a lot of news on Fast and Furious, huge news on the United Nations saying there's too many people on the planet and putting out a really draconian report calling for authoritarianism to answer overpopulation.
[00:08:04.198 --> 00:08:09.701]  That's what the environmental movement is about now, selling tyranny, nothing to do with actually helping have a good earth.
[00:08:10.102 --> 00:08:15.305]  We're obviously going to get into the horrible aftermath of the Supreme Court upholding
[00:08:17.597 --> 00:08:22.558]  Obamacare and the states are striking back.
[00:08:22.978 --> 00:08:28.660]  Rand Paul is leading a charge in the Senate against it and we will see if it ever gets repealed.
[00:08:29.260 --> 00:08:45.424]  The problem is the big insurance companies, not every insurance company, but the big ones, the big dominant insurance companies owned by the big six mega banks that control the issuance of currency and credit, Goldman Sachs, JP Morgan, Chase, Wells Fargo, Bank of America,
[00:08:46.164 --> 00:08:48.507]  I've got the numbers right here in front of me from Bloomberg on this.
[00:08:49.107 --> 00:09:02.061]  They openly wrote the health care plan and then Elena Kagan for the White House fine-tuned it so she could then go vote for it totally illegally at the Supreme Court.
[00:09:03.482 --> 00:09:08.246]  And it turns the IRS loose on everybody and allows them to garnish your wages.
[00:09:08.806 --> 00:09:11.789]  And it's already increased in the last year and a half since the ruling.
[00:09:11.989 --> 00:09:13.610]  Healthcare prices are up over 25%.
[00:09:13.650 --> 00:09:16.852]  We're talking about 50% the next year and a half after that.
[00:09:17.473 --> 00:09:20.315]  And you saw stocks explode for the big banks.
[00:09:20.876 --> 00:09:23.177]  And explode for the big healthcare stocks.
[00:09:23.538 --> 00:09:24.979]  Because they wrote it.
[00:09:26.138 --> 00:09:29.140]  They want to blame it on commies and liberals.
[00:09:29.200 --> 00:09:39.947]  Yeah, that's the big constituent group that'll burn down your city if you don't give them all their welfare checks and food stamps right at 49 million people on food stamps, a giant dependent population.
[00:09:41.188 --> 00:09:42.749]  That's the small clients.
[00:09:42.769 --> 00:09:43.990]  That's a small part of the money.
[00:09:44.731 --> 00:09:46.032]  Most of it's corporate welfare.
[00:09:46.692 --> 00:09:50.395]  So, so yes, yes, there is that group involved as well.
[00:09:51.494 --> 00:09:53.795]  Uh, who are there screaming for some more handouts.
[00:09:54.155 --> 00:09:58.676]  And they're giving on average about 10-15% of the goodies that are stolen.
[00:09:59.397 --> 00:10:05.559]  And then the big mega-banks, they're all tax-exempt, broke the tax laws, offshore, paying zero tax on almost every case.
[00:10:05.919 --> 00:10:08.580]  Google, 2.5% tax.
[00:10:08.620 --> 00:10:10.260]  General Electric, zero tax.
[00:10:10.781 --> 00:10:12.301]  General Motors, zero tax.
[00:10:12.661 --> 00:10:18.583]  They get $22 billion in bailout money two years ago to move the Cadillac and Volt factories to China.
[00:10:18.983 --> 00:10:20.624]  This is the crony capitalism.
[00:10:21.584 --> 00:10:28.751]  Not just where the big offshore mega banks that control most major corporations and you can see the interlocking directorate maps that are out there.
[00:10:28.992 --> 00:10:33.236]  Guys, pull up that Business Insider Bilderberg map that a researcher put together.
[00:10:33.256 --> 00:10:36.900]  I want to show people that and you're like, I'm a radio listener, how do you show it to me?
[00:10:37.200 --> 00:10:41.585]  Well, some folks are watching at PrisonPlanet.tv and we like to have a visual record of this.
[00:10:42.065 --> 00:10:52.593]  But if you talk about the six big global banks that openly fund world government, openly fund anti-Second Amendment, anti-private property systems, they are all exempt.
[00:10:52.674 --> 00:10:56.316]  This is the big secret that mainline right-wing radio won't tell you.
[00:10:56.697 --> 00:10:59.419]  And the foundation-controlled left will never tell you.
[00:10:59.759 --> 00:11:01.461]  Yes, there is a map of that.
[00:11:01.501 --> 00:11:02.401]  You can actually blow it up.
[00:11:02.782 --> 00:11:04.303]  Start at the center and then expand out.
[00:11:04.583 --> 00:11:10.027]  That's just an example of the 125 Bilderberg Group members and all of their interlocking corporate directorates.
[00:11:11.004 --> 00:11:13.947]  And the power they have to wield and control society.
[00:11:19.553 --> 00:11:24.898]  Now, continuing here because I'm ranting on this subject because we need to rant.
[00:11:25.199 --> 00:11:30.424]  I have a whole stack of financial news I'm going to get to later after I cover the health care situation.
[00:11:30.764 --> 00:11:31.805]  Fast and furious.
[00:11:33.695 --> 00:11:41.659]  And the cyber security legislation and new restrictions on the Second Amendment that almost no one is talking about that we're going to be getting into.
[00:11:42.160 --> 00:11:47.022]  Starting with Google Shopping censors all gun ammo accessories results.
[00:11:49.243 --> 00:11:55.687]  They just say we control the web, we are the dominant force, and we say you don't exist anymore.
[00:11:58.143 --> 00:11:59.224]  And who set up Google?
[00:12:00.084 --> 00:12:07.770]  CIA Grant, 13 years ago, In-Q-Tel and NSA proprietary spying software was given to them.
[00:12:08.190 --> 00:12:09.171]  It was made public.
[00:12:09.211 --> 00:12:10.332]  You call it a search engine.
[00:12:10.372 --> 00:12:13.194]  It's meant to search keywords, recording and listening to you.
[00:12:13.854 --> 00:12:22.080]  Instead, they give you the power to look into the digital crystal ball, but it's looking two-way, reading what you're reading, tracking what you're doing.
[00:12:22.480 --> 00:12:25.763]  Total government set up at NSA and NASA bases.
[00:12:27.011 --> 00:12:37.097]  Taxpayer funded, and then they give the hundreds of billions of profit to select little globalists who then give the money to charity, most of the money, that carries out eugenics operations.
[00:12:37.437 --> 00:12:41.400]  Because this is a worldwide population reduction, world government program.
[00:12:41.720 --> 00:12:42.821]  Bill Gates is a front.
[00:12:43.241 --> 00:12:45.282]  Didn't start Microsoft, IBM runs it.
[00:12:46.963 --> 00:12:47.283]  All of it.
[00:12:47.343 --> 00:12:48.144]  Google's a front.
[00:12:49.024 --> 00:12:49.805]  Apple's a front.
[00:12:49.865 --> 00:12:50.745]  I mean, go research this.
[00:12:50.925 --> 00:12:55.228]  I've been saying this for 15, 16 years because of my sources and research.
[00:12:55.308 --> 00:12:56.208]  Now it's admitted.
[00:12:56.528 --> 00:13:13.678]  They're fronts for proprietary DARPA technology that you're tax-punning develops in the universities that is then given to select corporations that are nothing themselves but public-private partnerships to rip you off and create monopolies and shut down their competition.
[00:13:14.258 --> 00:13:15.780]  Okay, that's why I'm angry.
[00:13:16.020 --> 00:13:17.002]  You want an example of this?
[00:13:17.022 --> 00:13:17.883]  Here's Bloomberg.
[00:13:19.225 --> 00:13:25.152]  July 1st, 77% of JP Morgan's net income comes from government subsidies. 77%.
[00:13:29.915 --> 00:13:32.836]  Washington blog, this is up at InfoWars.com, has boiled it down.
[00:13:32.916 --> 00:13:36.617]  JPMorgan's credit rating would be much lower without government backing.
[00:13:36.957 --> 00:13:42.619]  As Bloomberg noted last week, JPMorgan benefited from the assumption that there's a very high likelihood the U.S.
[00:13:42.639 --> 00:13:47.861]  government would back the bank's bondholders and creditors if it defaulted on its debt, according to a statement.
[00:13:48.201 --> 00:13:54.463]  Without the implied federal backing, JPMorgan's long-term deposit rating would have been three levels lower than its senior debt.
[00:13:55.540 --> 00:13:57.882]  Would have dropped two more steps, Moody said.
[00:13:58.563 --> 00:14:07.631]  And it goes on to talk about government subsidies, trillions in overall bailouts, not just to them, but their subsidiaries and other groups they're invested in.
[00:14:07.691 --> 00:14:10.814]  And the $76 billion profit in the last 12 months, 77% of that, 77% of $76 billion,
[00:14:21.915 --> 00:14:26.357]  This is Bloomberg reporting as well as Business Week, which is now Bloomberg as well.
[00:14:27.557 --> 00:14:28.917]  All reporting what I've already told you.
[00:14:28.937 --> 00:14:30.658]  I'm going to explain this again.
[00:14:32.999 --> 00:14:37.560]  We've had the former head auditor of the Air Force on about this.
[00:14:37.580 --> 00:14:39.021]  We've had Walter Burien on about it.
[00:14:39.061 --> 00:14:40.361]  We've had him.
[00:14:40.401 --> 00:14:40.361]  76%!
[00:14:40.481 --> 00:14:40.961]  This says 77.
[00:14:41.041 --> 00:14:42.362]  Strange it's that same number.
[00:14:42.382 --> 00:14:43.622]  76% of all the tax money you pay
[00:14:49.346 --> 00:15:00.770]  Never goes to pensions or paychecks or roads, whether it's county, city, state, water districts, every agency within government, sometimes hundreds per agency.
[00:15:01.110 --> 00:15:07.732]  There's state government that has hundreds of different agencies under it, not to mention federal.
[00:15:08.032 --> 00:15:15.774]  76% now, this number is about two years old, goes to offshore slush funds of narcotics trafficking mega crime syndicates.
[00:15:16.214 --> 00:15:16.654]  You understand? 24%
[00:15:20.331 --> 00:15:22.874]  24% goes into the budget.
[00:15:22.894 --> 00:15:27.278]  Now these are called comprehensive annual financial reports, or CAFRs.
[00:15:27.318 --> 00:15:27.779]  Look them up.
[00:15:29.401 --> 00:15:31.363]  So, there's my point on that issue.
[00:15:31.463 --> 00:15:37.389]  You want to know why Roberts voted, even though he was appointed by so-called conservative Bush?
[00:15:37.409 --> 00:15:38.990]  Well, Bush supported the carbon taxes.
[00:15:39.793 --> 00:15:47.257]  You know, big federal court ruled last week they're going to keep the carbon taxes going even though it's going to shut down our economy and China and Mexico and other countries don't have it.
[00:15:47.497 --> 00:15:48.477]  That's the name of the game.
[00:15:48.617 --> 00:15:49.958]  Shut America down.
[00:15:50.338 --> 00:15:52.339]  Pay to ship General Motors overseas.
[00:15:52.879 --> 00:15:59.263]  Make 35 million people buy offshore banks insurance and have the IRS enforce it.
[00:15:59.623 --> 00:16:00.623]  Private taxes.
[00:16:00.663 --> 00:16:01.924]  You pay your taxes to the bankers.
[00:16:03.715 --> 00:16:18.180]  You've heard Alex explain how the Silver Lungs Generator infuses the respiratory system with your self-produced colloidal silver solutions, yet many are unaware of the entire function of the Silver Lungs System and how it has been designed to deliver your silver solutions anywhere in or on the body.
[00:16:19.180 --> 00:16:22.862]  My name is Mario Cifaldi and I'm the developer of the Silver Lungs Generator.
[00:16:23.874 --> 00:16:35.886]  Not only does the Silver Lung System produce endless colloidal and ionic silver solutions, it also comes equipped with the proper applicators and devices needed to deliver your silver solutions directly to key target areas.
[00:16:36.646 --> 00:16:43.913]  This includes the eyes, ears, nose, lungs, topically to the skin, and orally for the digestive system.
[00:16:44.594 --> 00:16:54.199]  Be sure to watch our new 7 minute video tour of the Silver Lungs System at www.SilverLungs.com to learn more about how the Silver Lungs System works.
[00:16:54.979 --> 00:16:58.241]  As well, we are always ready to answer any questions you may have.
[00:16:58.901 --> 00:17:02.003]  That's www.SilverLungs.com
[00:17:02.679 --> 00:17:06.822]  For a long time, you've heard me talk about building your own food supply with eFoods Direct.
[00:17:07.042 --> 00:17:10.745]  As a listener, you know why you need to have a supply of the best storable food on the planet.
[00:17:11.066 --> 00:17:14.768]  Every day, we document the attempts to take control of our lives.
[00:17:15.109 --> 00:17:17.090]  But there's one thing we can all control.
[00:17:17.310 --> 00:17:18.551]  Your greatest dependency.
[00:17:18.832 --> 00:17:19.152]  Food.
[00:17:19.552 --> 00:17:26.898]  eFoods Direct products are made with only the best ingredients and none of the trash and contaminants like trans fats, GMOs, or MSG.
[00:17:27.099 --> 00:17:29.400]  This food is nutrient-dense and tastes great.
[00:17:29.621 --> 00:17:33.244]  It's simple to make, portable, and has a shelf life of up to 25 years.
[00:17:33.564 --> 00:17:37.147]  Now with eFoods Direct, you'll get the most affordable, best-tasting food you can buy.
[00:17:37.447 --> 00:17:39.829]  And the new products and pricing will blow you away.
[00:17:40.049 --> 00:17:44.651]  Compared to other food sources, including home-cooked meals, you can cut your food cost in half.
[00:17:44.912 --> 00:17:46.553]  You just can't afford to ignore this.
[00:17:46.893 --> 00:17:52.276]  Call 800-409-5633 or go to efoodsdirect.com forward slash Alex for specials.
[00:17:52.536 --> 00:17:53.877]  Don't let this offer pass you by.
[00:17:54.057 --> 00:17:56.058]  Call 800-409-5633 or efoodsdirect.com forward slash Alex.
[00:17:56.098 --> 00:17:57.319]  More the best, for less guaranteed.
[00:18:02.422 --> 00:18:07.666]  Sick of the globalist eugenicist control freaks adding poison to your water and laughing as you get sick and die?
[00:18:07.906 --> 00:18:10.128]  Start purifying your water with ProPure.
[00:18:10.328 --> 00:18:19.275]  My friends, I've done a lot of research, and the best gravity filter out there bar none is ProPure, and it's available discounted at InfoWars.com.
[00:18:19.435 --> 00:18:22.617]  Its filters are silver impregnated to prevent bacterial growth.
[00:18:22.857 --> 00:18:24.318]  There's no priming required.
[00:18:24.559 --> 00:18:26.620]  It's NSF-42 certified.
[00:18:26.840 --> 00:18:29.322]  Optional fluoride filters can reduce fluoride up to 95%.
[00:18:30.503 --> 00:18:31.724]  Easy to set up and use.
[00:18:31.924 --> 00:18:33.225]  Doesn't require electricity.
[00:18:33.345 --> 00:18:36.207]  Purify water from lakes, streams, ponds, and wells.
[00:18:36.507 --> 00:18:39.690]  This filter system leaves in beneficial minerals, which is key.
[00:18:39.890 --> 00:18:43.892]  Save money by not buying bottled water and avoid BPA that leaches from the plastic.
[00:18:44.033 --> 00:18:46.634]  ProPure is the best gravity-fed filter out there.
[00:18:46.775 --> 00:18:48.075]  It's what my family uses.
[00:18:48.336 --> 00:18:51.558]  Infowars.com already has the lowest price on ProPure.
[00:18:51.658 --> 00:18:57.282]  But if you add the promo code WATER at checkout, you get an additional 10% off at Infowars.com.
[00:18:57.502 --> 00:18:58.643]  You can also call to order.
[00:19:00.844 --> 00:19:01.645]  888-253-3139.
[00:19:02.205 --> 00:19:07.548]  American gardeners and fellow Patriots make the right choice with your money, time, and your family food supply.
[00:19:07.668 --> 00:19:12.731]  Choose 100% pure heirloom seeds in the Survival Seed Vault from MyPatriotsupply.com.
[00:19:12.852 --> 00:19:13.692]  Why spend more?
[00:19:13.852 --> 00:19:21.597]  The Survival Seed Vault from MyPatriotsupply.com is only $37.95 and includes 20 varieties of pure, hearty, easy-to-grow heirloom seeds.
[00:19:21.877 --> 00:19:22.338]  Yes, only $37.95.
[00:19:22.398 --> 00:19:25.781]  That's 70% less than our competitors.
[00:19:26.041 --> 00:19:29.204]  You could buy three Survival Seed Vaults for less than one of theirs.
[00:19:29.425 --> 00:19:35.911]  The Survival Seed Vault from MyPatriotsupply.com includes detailed planting and seed saving instructions and ships same day.
[00:19:36.071 --> 00:19:37.453]  Plus, all orders over $49 ship free.
[00:19:38.894 --> 00:19:44.556]  MyPatriotSupply.com is American-owned by Patriots like you, passionate about freedom and preparedness.
[00:19:44.776 --> 00:19:47.617]  Call now, 866-229-0927.
[00:19:47.938 --> 00:19:51.499]  That's 866-229-0927.
[00:19:52.039 --> 00:19:56.641]  Or discover more emergency preparedness items when you order at MyPatriotSupply.com.
[00:19:56.781 --> 00:19:57.761]  Choose the original.
[00:19:57.881 --> 00:20:01.443]  Choose the survival seed vault at MyPatriotSupply.com.
[00:20:03.689 --> 00:20:10.577]  Coast to coast, direct from Austin, you're listening to the Alex Jones Broadcasting Network.
[00:20:10.857 --> 00:20:23.172]  Live from Austin, Texas, broadcasting worldwide, it's Alex Jones.
[00:20:33.649 --> 00:20:41.359]  I'm going to go ahead and open the phones up throughout the remainder of the transmission while interspersing important news and information.
[00:20:42.360 --> 00:20:48.809]  But the toll-free number to join us here on air is 877-789-ALEX.
[00:20:48.869 --> 00:20:49.830]  That's the Sunday number.
[00:20:49.850 --> 00:20:50.872]  It's different than the weekday number.
[00:20:52.153 --> 00:20:55.818]  877-789-ALEX.
[00:20:55.838 --> 00:20:56.159]  877-789-2539.
[00:20:56.759 --> 00:20:57.681]  First-time callers.
[00:20:57.721 --> 00:20:59.683]  I want to add that caveat.
[00:20:59.923 --> 00:21:02.587]  Please give others a chance to get involved on air.
[00:21:02.987 --> 00:21:06.752]  We don't screen your calls, but occasionally I throw out the first-time caller.
[00:21:08.033 --> 00:21:29.263]  Unless it was like last Sunday where I took calls from police and military about the Secretary of the Army saying they basically want martial law permanently to just put troops on the streets everywhere and have checkpoints and no due process and that's in the Council on Foreign Relations current publication Foreign Affairs and it's CFR.org.
[00:21:30.123 --> 00:21:35.926]  Later, ISSA reveals wiretap docks from DOJ mole and again this actually came out
[00:21:37.841 --> 00:21:44.107]  About three months ago on our show from Wayne Madsen, about three weeks ago, it came out in the Examiner.
[00:21:45.488 --> 00:21:51.033]  News site had a report on it, but now Holder has confirmed it into the congressional record.
[00:21:51.473 --> 00:21:58.099]  The Justice Department has now put a shield up around Holder from prosecution after contempt vote.
[00:21:58.460 --> 00:22:01.702]  Yeah, how do you prosecute the Attorney General?
[00:22:01.743 --> 00:22:03.064]  Well, you can still have a grand jury.
[00:22:04.844 --> 00:22:05.284]  I don't
[00:22:26.731 --> 00:22:33.857]  In different congressional hearings and in public statements and in executive orders have told Congress that they don't exist, basically.
[00:22:34.257 --> 00:22:46.047]  They're ceremonial and Obama can shut down power plants, he can sign executive orders, he can ban guns, he can ship jobs to China, he can say the UN is in command of our military.
[00:22:46.508 --> 00:22:50.271]  By the way, do you need me to play those clips again or read his letter on air to Congress?
[00:22:50.891 --> 00:22:53.374]  I can play the Secretary of Defense telling Congress that.
[00:22:54.746 --> 00:23:03.372]  If you missed it, just type in, Secretary of Defense tells Congress that NATO and UN give President authority to go to war.
[00:23:05.094 --> 00:23:05.594]  I mean, look it up.
[00:23:05.614 --> 00:23:07.095]  I've probably played it 20, 30 times.
[00:23:07.435 --> 00:23:09.597]  By the way, I have a clip I'm going to play one more time.
[00:23:11.048 --> 00:23:15.592]  This is a clip of CNBC a week and a half ago.
[00:23:16.172 --> 00:23:18.894]  And this illustrates what's happening with health care.
[00:23:19.735 --> 00:23:31.924]  It illustrates what's happening with the $34 trillion now that's being reported by Associated Press that's gone in one form of bailout or another or in the Federal Reserve open window since 2008.
[00:23:32.744 --> 00:23:34.226]  Where they say, oh, we're too big to fail.
[00:23:34.566 --> 00:23:35.707]  Give us unlimited money.
[00:23:35.967 --> 00:23:37.428]  Oh, we've got to raise your taxes.
[00:23:37.448 --> 00:23:38.329]  You're in debt now.
[00:23:39.986 --> 00:23:44.491]  Same thing in Greece, same thing in Ireland, same thing in Iceland, same thing in Spain, same thing here.
[00:23:45.172 --> 00:23:49.036]  And they tell you, you owe all this money because of the welfare people.
[00:23:49.237 --> 00:23:53.662]  That's just their constituents that'll riot because they're dependent.
[00:23:56.044 --> 00:23:59.466]  That's just their cast that you see in front of the curtain.
[00:24:00.046 --> 00:24:03.447]  Behind the curtain are the monopoly men.
[00:24:03.487 --> 00:24:04.448]  This is so simple.
[00:24:04.748 --> 00:24:11.591]  The big, mega, ultra-powerful corporations all live off of government contracts.
[00:24:12.901 --> 00:24:15.423]  Government-empowered oil cartels.
[00:24:16.204 --> 00:24:19.926]  Government blockage of oil fields being developed to keep prices up.
[00:24:20.167 --> 00:24:21.708]  Government shutting down power plants.
[00:24:21.988 --> 00:24:26.011]  Government's raising taxes and having tax incentives to move offshore.
[00:24:26.191 --> 00:24:31.535]  And if that isn't enough, use your tax money to move the factories to Brazil, Mexico, China, and Eastern Europe.
[00:24:34.598 --> 00:24:36.659]  That's why I actually went out and bought a Ford.
[00:24:36.679 --> 00:24:40.342]  I haven't had a Ford since high school.
[00:24:40.362 --> 00:24:40.983]  I had a Mustang.
[00:24:42.458 --> 00:24:43.278]  And I went and got one.
[00:24:43.319 --> 00:24:48.221]  I thought I didn't really like Ford's, but it's the last company that actually makes something here that didn't take a bailout.
[00:24:48.261 --> 00:24:49.642]  But that's a side issue.
[00:24:50.623 --> 00:24:57.346]  If you want to know why this healthcare thing happened and why Roberts voted for it, it's because the big money power wanted it.
[00:24:59.027 --> 00:24:59.347]  Okay?
[00:24:59.748 --> 00:25:05.311]  And imagine, it'd be bad enough to have socialism and just say we're going to give everybody free healthcare, which will bankrupt everything.
[00:25:06.305 --> 00:25:07.326]  But this isn't even that.
