[00:00:02.807 --> 00:00:03.448]  We're good to go.
[00:16:54.130 --> 00:16:55.291]  You're gonna have stuff like this.
[00:16:55.551 --> 00:17:02.615]  You have these police unions, and these police unions have these lobbyists that lobby to keep more people in jail and make more laws.
[00:17:03.015 --> 00:17:06.517]  So, I mean, we're all citizens, aren't we, of this country?
[00:17:07.297 --> 00:17:07.958]  Of these states?
[00:17:08.178 --> 00:17:11.040]  And why do we really need these big police populations?
[00:17:11.840 --> 00:17:13.401]  Our crime rates are actually going down.
[00:17:14.001 --> 00:17:17.243]  They started rising the past year, but that's because the economy is imploding.
[00:17:17.703 --> 00:17:19.324]  Oh, maybe they know something we don't know.
[00:17:20.025 --> 00:17:22.226]  Maybe they've been imploding the economy on purpose.
[00:17:23.024 --> 00:17:24.945]  So they can come in and bring in this police state.
[00:17:25.545 --> 00:17:31.648]  My advice is, get to know your neighbors, get to know your local cops, and try to educate them before it gets out of hand.
[00:17:32.609 --> 00:17:34.230]  And with that, we go to the quote of the day.
[00:17:34.630 --> 00:17:38.512]  And it's from Undersecretary of State Patrick Kennedy.
[00:17:39.497 --> 00:17:44.944]  They had the individual under investigation and our revocation action would have disclosed the U.S.
[00:17:44.964 --> 00:17:51.974]  government's interest in the individual and ended our colleagues' ability to quietly pursue the case and identify the terrorist plans and co-conspirators.
[00:17:52.374 --> 00:17:53.716]  Undersecretary Patrick Kennedy,
[00:17:54.397 --> 00:17:55.077]  I don't know.
[00:18:18.192 --> 00:18:18.412]  I think?
[00:18:30.737 --> 00:18:37.983]  Not on the record, but in that point where victims get to speak out, and he was called a conspiracy theorist by the judge.
[00:18:38.023 --> 00:18:40.565]  And we're going to be talking to him about that and a whole host of issues.
[00:18:40.585 --> 00:18:44.028]  He's actually running for Congress, and so we're going to be back with him next.
[00:18:45.109 --> 00:18:50.793]  Going to break here, we're going to play that special that we're going to have coming up on Tuesday, the election special.
[00:18:50.813 --> 00:18:52.835]  There it is, Globalist Puppet Election 2012.
[00:18:53.996 --> 00:18:58.618]  It's going to be a free stream starting that day with the radio show from 11 a.m.
[00:18:58.678 --> 00:18:59.298]  to 2 p.m.
[00:18:59.318 --> 00:19:00.979]  And then we're going to come back from 5 p.m.
[00:19:01.019 --> 00:19:03.060]  to midnight with our election coverage.
[00:19:03.400 --> 00:19:07.782]  And then the next day we're also going to have the free streams going with more election fallout.
[00:19:08.443 --> 00:19:12.364]  Whichever globalist puppet gets elected, you know we're all going to lose.
[00:19:12.484 --> 00:19:13.625]  And with that, we're going to go to break.
[00:19:20.217 --> 00:19:25.700]  Every four years, the United States of America hears the drumbeat of billions of campaign dollar tech ads.
[00:19:26.061 --> 00:19:30.383]  Meaningless debate with empty analysis and poll after poll after poll.
[00:19:30.904 --> 00:19:32.284]  This can only mean one thing.
[00:19:32.665 --> 00:19:34.766]  It's time to pick our globalist puppet leader.
[00:19:37.264 --> 00:19:39.965]  We're going to be left with a choice of a lesser of two evils.
[00:19:40.705 --> 00:19:46.866]  And I'm saying, I don't go out with evils, I don't deal with evils, I don't do business with evils, I don't hang out with evils.
[00:19:47.186 --> 00:19:49.307]  Why would I vote for an evil to run my life?
[00:19:49.727 --> 00:19:50.827]  Or run my country?
[00:19:51.247 --> 00:19:53.707]  Will it be Globalist Puppet A, or Puppet B?
[00:19:53.968 --> 00:20:00.689]  They continue to vote for these Democrats and Republicans, the people that are wrecking our country, and yet they still vote for them!
[00:20:01.425 --> 00:20:06.332]  Unlike North Korea and China, we Americans have the illusion of choice this November 6th.
[00:20:06.652 --> 00:20:08.314]  I think that a lot of votes are going to be stolen.
[00:20:08.675 --> 00:20:14.402]  I don't know how you could possibly have voter fraud when your son owns the voting machine.
[00:20:14.422 --> 00:20:15.564]  1.4 million votes were lost.
[00:20:18.997 --> 00:20:22.380]  Spoiled, as they call them in the biz, through these so-called glitches.
[00:20:22.780 --> 00:20:24.261]  The choice is not up to you.
[00:20:24.661 --> 00:20:29.885]  Which management team from Slavery Incorporated will run our country into oblivion for the next four years?
[00:20:30.306 --> 00:20:38.392]  Tune in to InfoWars.com or PrisonPlanet.tv this Tuesday, November 6th, as another meaningless pageant is played out.
[00:21:09.229 --> 00:21:16.775]  While we fight to retain our liberty, while we fight to expose globalism, we have to realize we're talking about a very powerful combination of power.
[00:21:17.235 --> 00:21:25.041]  Renowned author and expert, Joel Skousen, breaks down the globalist plan to shut down America and stage a new world war.
[00:21:25.821 --> 00:21:29.084]  In one day, America will go from day to night.
[00:21:30.625 --> 00:21:37.690]  And if you haven't prepared in advance, there's not enough time to prepare in 24 hours, even if you saw it that early.
[00:21:39.574 --> 00:21:44.996]  Coming to the InfoWar in November is our new documentary film presentation.
[00:21:45.016 --> 00:21:52.060]  Strategic relocation is a systematic way to think strategically in the future about how do I safeguard.
[00:21:52.480 --> 00:21:55.121]  Joel Skousen, Strategic Relocation.
[00:21:57.830 --> 00:22:04.774]  The freeways are going to be crowded, they're going to run out of gasoline, they're going to run out of food, and then they're going to start to go north and south of those freeways.
[00:22:04.994 --> 00:22:11.097]  Joel Skousen is renowned as one of the world's foremost experts in strategic relocation and the securing of your home.
[00:22:11.437 --> 00:22:16.760]  We talk about natural disasters, the health environment, we talk about pollution, the water quality.
[00:22:17.100 --> 00:22:19.982]  My personal experience about being in every one of these states...
[00:22:20.402 --> 00:22:26.343]  Government is digging in for the organized incremental collapse of society and world war.
[00:22:26.583 --> 00:22:26.903]  The U.S.
[00:22:26.983 --> 00:22:31.244]  isn't building huge underground bases and bunkers because of some terrorist threat.
[00:22:31.664 --> 00:22:34.585]  They know that a massive nuclear attack is coming.
[00:22:34.965 --> 00:22:36.305]  They want that attack to come.
