[00:00:01.834 --> 00:00:01.974]  I think.
[00:03:41.055 --> 00:03:50.223]  You know, since the mainstream dinosaur media refuses to acknowledge that Obama is a tyrannical dictator, you know, it's up to us to get the message out.
[00:03:50.483 --> 00:03:52.805]  And look at there, we're already starting to do just that.
[00:03:53.166 --> 00:03:56.949]  Once again, doing the mainstream media's job for them.
[00:03:57.469 --> 00:04:11.180]  Speaking of which, even though InfoWars Nightly News is in the middle of a pit stop, obviously our InfoWars correspondent Patrick Henningsen didn't get the memo, because he continues to produce video reports, and we are grateful for that.
[00:04:11.900 --> 00:04:25.551]  His next report is an alarming wake-up call from Hartford, Connecticut, as troops on the streets are captured on video by residents who are witnessing firsthand the end of Posse Comitatus.
[00:04:41.775 --> 00:04:45.978]  Yet another case of troops being deployed on the streets of the United States?
[00:04:46.818 --> 00:05:01.067]  Recently, a local Infowars.com reporter in Hartford, Connecticut sent us this footage during the recent Cuba Day celebrations where it looks as if troops are being deployed on the local neighborhood streets in Hartford.
[00:05:01.748 --> 00:05:04.770]  It's not yet to be determined which types of troops these are.
[00:05:05.410 --> 00:05:11.937]  But, if this is the case, it would, again, be a direct violation of the Posse Comitatus Act.
[00:05:12.458 --> 00:05:21.388]  And yet, another in a long list of violations by the local and federal government, using troops against the people of the United States.
[00:05:22.149 --> 00:05:23.090]  Take a look for yourself.
[00:05:24.565 --> 00:05:30.128]  The National Guards is out here for a gathering.
[00:05:30.288 --> 00:05:32.169]  Everyone's on the sidewalk.
[00:05:32.189 --> 00:05:35.191]  And the National Guards is out here.
[00:05:35.211 --> 00:05:39.373]  This is Prince Vega recording live.
[00:05:39.454 --> 00:05:40.954]  Hartford, Connecticut.
[00:05:41.215 --> 00:05:43.556]  The National Guards is out here.
[00:05:44.276 --> 00:05:46.377]  Wow!
[00:05:47.478 --> 00:05:56.264]  The National Guard is out here in Hartford, Connecticut.
[00:06:11.474 --> 00:06:14.136]  What's up, man?
[00:06:14.657 --> 00:06:15.958]  Let's go.
[00:06:17.179 --> 00:06:22.002]  Let's go.
[00:06:23.584 --> 00:06:24.424]  See ya.
[00:06:25.385 --> 00:06:30.229]  Yo, my lady, it's Jamal, yo.
[00:06:30.329 --> 00:06:31.270]  We close.
[00:06:39.584 --> 00:06:42.084]  They're chasing us off the street!
[00:06:42.905 --> 00:06:44.065]  With sticks!
[00:06:44.625 --> 00:06:45.786]  Off the streets!
[00:06:45.806 --> 00:06:51.108]  They're walking us off the street!
[00:06:51.188 --> 00:06:56.190]  This is Las Vegas before our lives!
[00:06:56.210 --> 00:06:58.791]  Yo, we out here!
[00:07:04.560 --> 00:07:07.983]  The greatest protection out here is the camera.
[00:07:08.043 --> 00:07:10.205]  The National Guard is out here.
[00:07:10.245 --> 00:07:10.526]  Right now.
[00:07:10.546 --> 00:07:11.546]  They didn't let us...
[00:07:29.742 --> 00:07:33.364]  It's so many of them right now.
[00:07:35.566 --> 00:07:39.909]  Run Paul!
[00:08:48.553 --> 00:08:51.775]  Have you been to InfoWarsShop.com lately?
[00:08:52.256 --> 00:08:56.799]  Express your inner patriot with these brand new InfoWars t-shirts.
[00:08:57.379 --> 00:09:00.141]  Say it loud with the InfoWars Bullhorn shirt.
[00:09:00.602 --> 00:09:03.504]  Or educate the sheeple with the Bill of Rights shirt.
[00:09:04.304 --> 00:09:07.687]  Grope the public's mind with the TSA shirt.
[00:09:08.347 --> 00:09:12.630]  And with this shirt, you can let the dark side know of the Rebel Alliance's power.
[00:09:13.991 --> 00:09:17.113]  All available at InfoWarsShop.com
[00:09:19.736 --> 00:09:25.020]  Sick of the globalist eugenicist control freaks adding poison to your water and laughing as you get sick and die?
[00:09:25.281 --> 00:09:27.482]  Start purifying your water with ProPure.
[00:09:27.703 --> 00:09:36.690]  My friends, I've done a lot of research, and the best gravity filter out there bar none is ProPure, and it's available discounted at InfoWars.com.
[00:09:36.850 --> 00:09:40.073]  Its filters are silver impregnated to prevent bacterial growth.
[00:09:40.333 --> 00:09:41.774]  There's no priming required.
[00:09:42.014 --> 00:09:44.076]  It's NSF-42 certified.
[00:09:44.316 --> 00:09:46.818]  Optional fluoride filters can reduce fluoride up to 95%.
[00:09:47.899 --> 00:09:49.240]  Easy to set up and use.
[00:09:49.420 --> 00:09:50.741]  Doesn't require electricity.
[00:09:50.861 --> 00:09:53.742]  Purify water from lakes, streams, ponds, and wells.
[00:09:54.042 --> 00:09:57.224]  This filter system leaves in beneficial minerals, which is key.
[00:09:57.444 --> 00:10:01.447]  Save money by not buying bottled water and avoid BPA that leaches from the plastic.
[00:10:01.607 --> 00:10:04.228]  ProPure is the best gravity-fed filter out there.
[00:10:04.368 --> 00:10:05.689]  It's what my family uses.
[00:10:05.969 --> 00:10:09.191]  Infowars.com already has the lowest price on ProPure.
[00:10:09.291 --> 00:10:14.894]  But if you add the promo code WATER at checkout, you get an additional 10% off at Infowars.com.
[00:10:15.154 --> 00:10:16.420]  You can also call to order 888-253-3139.
[00:10:23.616 --> 00:10:24.596]  And we are back.
[00:10:24.636 --> 00:10:25.857]  Thank you for joining us.
[00:10:25.917 --> 00:10:35.840]  The InfoWars Nightly News is in the middle of a pit stop right now, but we will resume our regular scheduled broadcast next week, Monday through Friday, 7 o'clock p.m.
[00:10:35.980 --> 00:10:36.640]  Central Time.
[00:10:37.020 --> 00:10:46.763]  Meanwhile, we have another video report from Patrick Henningsen, who managed to catch up with financial expert Max Keiser from London, England, recently.
[00:10:47.063 --> 00:10:50.784]  We're about to show you that report, and it will be followed by a classic
[00:10:51.304 --> 00:10:56.946]  Alex Jones YouTube report, and this one is titled, Food as a Weapon.
[00:10:57.346 --> 00:11:01.307]  Again, we will return with our regular scheduled programming next week.
[00:11:01.727 --> 00:11:06.388]  As the struggle continues, so will the InfoWars Nightly News.
[00:11:06.788 --> 00:11:07.569]  I'm Darren McBreen.
[00:11:07.809 --> 00:11:08.349]  Have a good night.
[00:11:25.313 --> 00:11:47.740]  Infowars.com had a chance to catch up with financial expert Max Keiser in London, where Max gives us his insights on the European financial collapse and his recent trip to Greece with Mexican billionaire Hugo Salinas Price, as well as the devastation of JP Morgan's balance sheet by the new Silver Liberation Army.
[00:11:49.824 --> 00:11:55.749]  Well, it's great to be in London because, you know, all these global financial crimes usually go through London.
[00:11:55.889 --> 00:11:59.711]  It's the least regulated banking center in the world.
[00:11:59.752 --> 00:12:04.455]  So AIG, Lehman Brothers, MF Global, Madoff, all went through London.
[00:12:04.795 --> 00:12:09.219]  So this audience is key because it's right here in their neighborhood that all these crimes are taking place.
[00:12:09.439 --> 00:12:15.843]  So I think once we get these people in London to understand the enemy lurking within, that's a major step forward.
[00:12:17.525 --> 00:12:18.866]  Here's something in the UK press.
[00:12:19.486 --> 00:12:20.587]  Short of cash for lunch?
[00:12:21.727 --> 00:12:22.867]  How about a toast sandwich?
[00:12:24.668 --> 00:12:33.692]  The Austerity Sandwich, which scientists have acclaimed as the cheapest lunch in Britain, consists of two slices of bread surrounding a filling of another slice of bread.
[00:12:37.353 --> 00:12:42.115]  For the Queen's Diamond Jubilee here in London, it's a spectacular event.
[00:12:42.135 --> 00:12:43.456]  It's great for the kids.
[00:12:43.496 --> 00:12:48.878]  We're very fortunate to be here during the Queen's Jubilee.
[00:12:50.299 --> 00:12:51.220]  I'm very excited.
[00:12:52.782 --> 00:12:55.786]  And of course everyone's going branding crazy.
[00:12:56.988 --> 00:12:58.550]  We just picked this up in Manchester.
[00:12:58.570 --> 00:13:00.212]  Otherwise we saw it available.
[00:13:00.232 --> 00:13:02.675]  Here's the Queen, portrayed as a lizard.
[00:13:02.795 --> 00:13:04.017]  The Lizard Queen.
[00:13:08.710 --> 00:13:14.174]  If there were any significance to come out of it, the Queen would announce a debt jubilee.
[00:13:14.754 --> 00:13:27.843]  She would say that she's going to work to have people in Athens and people in Ireland and people in her Commonwealth who are being subjected to financial repression get some relief with a debt jubilee.
[00:13:28.123 --> 00:13:30.104]  It's in her purview to do so.
[00:13:30.465 --> 00:13:31.665]  She's got the jewels.
[00:13:32.046 --> 00:13:33.727]  She's got the Buckingham Palace.
[00:13:34.027 --> 00:13:35.388]  She's got the megaphone.
[00:13:35.848 --> 00:13:37.910]  Okay, do something significant.
[00:13:38.810 --> 00:13:42.192]  I'm going to ask the question, why shouldn't there be a Queen's Debt Jubilee?
[00:13:42.212 --> 00:13:48.835]  There should be a Queen's Debt Jubilee because...
[00:13:49.964 --> 00:13:53.745]  All these deaths that have been put in place by these banks, you know.
[00:13:54.085 --> 00:14:07.350]  In Ireland, shamefully, Angle Irish Bank accumulated something like a, you know, ungodly sum, a trillion euros or something like this in unsecured debits and they're speculating in the markets and they went bankrupt.
[00:14:07.670 --> 00:14:15.013]  And the government decides to pack those deposits and now is imposing austerity measures on the people of Ireland to basically bail out Angle Irish Bank.
[00:14:15.233 --> 00:14:16.193]  One bank!
[00:14:16.693 --> 00:14:19.815]  The Irish people are being scared into voting against their interests.
[00:14:21.336 --> 00:14:21.757]  Same thing.
[00:14:21.997 --> 00:14:24.138]  They have a gun pointed to their head.
[00:14:24.739 --> 00:14:31.363]  And the government is saying, if you don't vote for this destructive policy, then we're going to come to your house and steal your money.
[00:14:32.604 --> 00:14:33.505]  And the people are frightened.
[00:14:33.865 --> 00:14:35.906]  So they voted the way that they voted.
[00:14:35.946 --> 00:14:36.487]  It's a shame.
[00:14:37.227 --> 00:14:41.310]  And here's a quote from none other than Sean Fitzpatrick.
[00:14:42.128 --> 00:14:48.031]  Who is the former CEO of Anglo-Irish who says, quote, the cause of our problem was global.
[00:14:49.091 --> 00:14:54.414]  So I can't say sorry with any kind of sincerity.
[00:14:55.615 --> 00:14:59.516]  I suggest you cut the sacred cows of Irish society.
[00:14:59.917 --> 00:15:02.578]  Children, the elderly, and healthcare.
[00:15:04.957 --> 00:15:13.121]  After he made that statement, the government made good on a billion pound unsecured debt!
[00:15:13.221 --> 00:15:14.982]  What about that word unsecure?
[00:15:15.002 --> 00:15:16.083]  Don't you understand?
[00:15:16.103 --> 00:15:18.224]  It's unsecure!
[00:15:18.364 --> 00:15:25.007]  The person who made that debt knew when they signed off on that debt that there's a probability that they wouldn't be getting paid back!
[00:15:25.247 --> 00:15:28.949]  So why is the government making good on an unsecured debt?
[00:15:30.176 --> 00:15:31.537]  It's unconscionable.
[00:15:31.957 --> 00:15:32.918]  It's unreasonable.
[00:15:33.118 --> 00:15:34.218]  It's antisocial.
[00:15:34.379 --> 00:15:35.219]  It's absurd.
[00:15:35.979 --> 00:15:46.145]  And, you know, Iceland's faced with a similar situation of not being able to pay these debts, essentially declare the debt jubilee, and what else?
[00:15:47.108 --> 00:15:52.752]  The President said, look, we don't have any money, but we'll be happy to pay you back in fish.
[00:15:53.133 --> 00:16:04.101]  So it got me thinking, the people of Ireland should make this 90-year-old Irish debt good paying back in butter!
[00:16:05.482 --> 00:16:08.384]  A billion dollars or a billion euros full of butter.
[00:16:09.345 --> 00:16:13.809]  And of course, the UK can always pay back with the Queen!
[00:16:16.382 --> 00:16:21.247]  Energy drink!
[00:16:21.287 --> 00:16:24.631]  Taste the minority!
[00:16:24.771 --> 00:16:30.658]  You know that up to two thirds of the planet, that's all they earn is three grams of silver.
[00:16:30.718 --> 00:16:31.159]  That's right.
[00:16:32.384 --> 00:16:36.285]  Throughout history, people have worked for a tenth of an ounce of silver as their daily wage.
[00:16:36.585 --> 00:16:45.968]  So imagine if you have a thousand, or two thousand, or ten thousand ounces of silver, or the appropriate number of grams, you've got your entire retirement package sorted.
[00:16:46.368 --> 00:16:46.748]  You're done.
[00:16:46.828 --> 00:16:48.028]  So you're ready to retire.
[00:16:48.128 --> 00:16:48.628]  Absolutely.
[00:16:48.648 --> 00:16:49.489]  Congratulations.
[00:16:49.509 --> 00:16:50.269]  Alright, super.
[00:16:50.349 --> 00:16:51.629]  On the engagement.
[00:16:51.689 --> 00:16:52.169]  Thank you.
[00:16:52.509 --> 00:16:54.150]  Thank you so much.
[00:16:54.570 --> 00:16:57.791]  That's the enthusiasm that we're hearing around the world.
[00:16:58.772 --> 00:17:00.373]  The Silver Liberation Army.
[00:17:01.014 --> 00:17:06.037]  You know, first talked about on Alex Jones Show in November of last year, silver was at $25.
[00:17:06.337 --> 00:17:07.758]  It quickly went up to $50.
[00:17:08.459 --> 00:17:09.800]  Pulled back to the high $20s.
[00:17:09.920 --> 00:17:13.062]  Still way, way above where we first talked about it.
[00:17:13.922 --> 00:17:23.229]  And heading toward $500 an ounce is the way I see the silver trading as the banks continue to collapse, as paper currencies continue to collapse.
[00:17:26.124 --> 00:17:28.665]  We are actually winning against Jamie Dimon!
[00:17:29.386 --> 00:17:40.031]  Because, ladies and gentlemen, back when they took over Bear Stearns, they inherited a 3 billion ounce silver short position, a naked silver short position.
[00:17:40.351 --> 00:17:43.833]  They sold billions of ounces of silver that don't even exist!
[00:17:44.969 --> 00:17:49.352]  And over the course of the last couple of years, they've been trying to trade their way out of this position.
[00:17:49.772 --> 00:17:59.119]  But it has exposed their balance sheet to their trillions and trillions of dollars of derivatives on their phony derivatives, their phony accounting.
[00:17:59.719 --> 00:18:05.944]  And as we know, last week they just announced a just-as-closed $2 billion loss!
[00:18:06.424 --> 00:18:07.845]  Jamie Dodd didn't see it coming.
[00:18:07.965 --> 00:18:08.786]  Oh my God!
[00:18:09.266 --> 00:18:11.648]  It must be an oversight issue!
[00:18:11.768 --> 00:18:13.369]  It's an egregious mistake!
[00:18:14.059 --> 00:18:15.720]  Now, it's a predictable mistake.
[00:18:15.740 --> 00:18:19.603]  There are going to be more of these mistakes.
[00:18:19.623 --> 00:18:23.846]  Their balance sheet is woefully vulnerable.
[00:18:24.727 --> 00:18:27.569]  Hedge funds around the world are now attacking J.P.
[00:18:27.629 --> 00:18:28.590]  Dimon and J.P.
[00:18:28.650 --> 00:18:35.155]  Morgan the way they attacked Greece, the way they attacked Ireland, the way they're attacking Spain.
[00:18:36.198 --> 00:18:39.759]  So the hedge funds are now attacking one of their own.
[00:18:40.419 --> 00:18:44.080]  This $140 billion company in market capitalization.
[00:18:44.200 --> 00:18:45.980]  It will go the way of Enron.
[00:18:46.560 --> 00:18:48.821]  It will go the way of WorldCom.
[00:18:49.141 --> 00:18:52.301]  It will go the way of Lehman Brothers and Bear Stearns.
[00:18:52.421 --> 00:18:58.603]  It's going to the big sack goose egg on that stock price of zero.
[00:18:58.763 --> 00:19:00.123]  Why is this important?
[00:19:00.223 --> 00:19:03.924]  It's important because these guys, these terrorists, these
[00:19:04.369 --> 00:19:11.591]  Shamanists down there on Wall Street for the last 10 years, 15 years, 20 years have been effectively stealing our money.
[00:19:12.231 --> 00:19:17.852]  Are you going to engage with Hugo Salinas Price to reintroduce the 3-gram silver drachma?
[00:19:17.932 --> 00:19:18.232]  Yes.
[00:19:18.252 --> 00:19:20.253]  This man brought this for me.
[00:19:20.273 --> 00:19:21.953]  It's a kilo of silver.
[00:19:22.333 --> 00:19:24.914]  This means that J.P.
[00:19:24.934 --> 00:19:28.655]  Morgan's balance sheet just got destroyed by 10 times, 100 times this amount.
[00:19:29.975 --> 00:19:30.815]  And the answer is yes.
[00:19:31.356 --> 00:19:32.316]  Cash money for silver?
[00:19:32.336 --> 00:19:37.379]  Well, the new party, Syriza, we've talked to them.
[00:19:37.399 --> 00:19:43.542]  We're in the process of communicating with them because Hugo Solanus Price, who is on my show, he's a billionaire, lives in Mexico.
[00:19:43.582 --> 00:19:47.124]  He's been pushing for a silver reserve standard in Mexico.
[00:19:47.424 --> 00:19:49.505]  He wants to bring this message to Greece.
[00:19:50.025 --> 00:19:52.607]  And we're going to fly down on his jet, hopefully next week or so.
[00:19:53.127 --> 00:20:10.266]  Speak with this new political party about this campaign to introduce a silver drachma into the Greek economy as a way to solve their problems and a way to get rid of the scourge of banking predators that is really the nexus of why that country is suffering.
[00:20:12.626 --> 00:20:28.483]  The good news is that the campaign to crash JP Morgan and buy silver has put me in touch with people like Hugo Solanus Price, who has another idea involving silver.
[00:20:29.124 --> 00:20:30.485]  It's a global idea.
[00:20:31.406 --> 00:20:47.516]  It's a way that's very important for the people in Greece to understand now, because this is something that can be embraced now, and it's an idea whose time has come.
[00:20:48.476 --> 00:20:57.722]  My ideas are the ideas of a rebel, but Hugo's ideas are the ideas of a true revolutionary.
[00:20:58.722 --> 00:21:00.963]  Why are you in Greece a week before the election?
[00:21:01.284 --> 00:21:03.805]  Do you have something to propose to the government?
[00:21:14.110 --> 00:21:18.512]  Listen, because of lack of time to what I have to say, there will be a next election.
[00:21:19.232 --> 00:21:32.596]  And that is that Greece can have the best money in the world, better than the Euro, by using parallel... I would suppose that Greece has to go back to the drachma, paper.
[00:21:33.136 --> 00:21:38.018]  But along with the paper drachma, for getting the economy to move again,
[00:21:39.671 --> 00:21:47.314]  I suggest a silver coin with a quoted monetary value which can only rise.
[00:21:47.554 --> 00:21:50.355]  It will float with the value of silver going up.
[00:21:50.835 --> 00:22:03.480]  So people will save and that will protect the savings of the Greek people and give them confidence to go forward in the creation of a new prosperous Greece.
[00:22:03.880 --> 00:22:08.742]  What I've been saying is that the people themselves need to take action
[00:22:09.742 --> 00:22:20.587]  And since I saw you a year ago, we have many people around the world buying silver because the banks are vulnerable.
[00:22:21.888 --> 00:22:23.508]  Not only Goldman Sachs, but J.P.
[00:22:23.548 --> 00:22:26.730]  Morgan is another very vulnerable bank.
[00:22:26.830 --> 00:22:29.151]  It's another one of what I call the banking terrorists.
[00:22:30.091 --> 00:22:33.413]  And thanks to the people in Greece and around the world,
[00:22:35.018 --> 00:22:37.599]  JP Morgan has just announced a massive loss.
[00:22:38.079 --> 00:22:39.039]  So this is working.
[00:22:39.339 --> 00:22:44.380]  If the government won't take on the banks, the people must take on the banks.
[00:22:44.900 --> 00:22:48.101]  And this campaign of buying silver is working.
[00:22:48.181 --> 00:22:50.682]  The banks are crumbling and it's working.
[00:22:51.582 --> 00:22:52.942]  But there is good news!
[00:22:54.002 --> 00:22:55.263]  I bring good news!
[00:22:58.066 --> 00:23:02.529]  Death penalty for bankers!
[00:23:02.769 --> 00:23:18.659]  This is part of this global catastrophe that we are witnessing where the central bankers are imposing this absurd policy of what they call quantitative easing.
[00:23:19.019 --> 00:23:23.142]  What a lot of people rightfully call financial repression.
[00:23:24.304 --> 00:23:31.367]  And this is where the central banks by buying back the bonds that they just sold.
[00:23:31.748 --> 00:23:34.209]  They are buying back the gilts that they just sold.
[00:23:34.229 --> 00:23:36.050]  They're buying them back in the open market.
[00:23:37.050 --> 00:23:39.431]  They are attempting to keep interest rates cheap.
[00:23:39.451 --> 00:23:40.912]  Keep that 10-year rate cheap.
[00:23:41.312 --> 00:23:42.713]  They're buying back what they just sold.
[00:23:42.873 --> 00:23:45.474]  It's basically like dogs eating their own vomit.
[00:23:46.715 --> 00:23:48.756]  And they're doing this as a state of policy.
[00:23:49.454 --> 00:23:52.375]  And they keep interest rates down there close to 0%.
[00:23:52.415 --> 00:23:57.397]  I think the Bank of England just either cut or is about to cut from half a point down to a quarter of a point.
[00:23:57.897 --> 00:24:06.341]  That is an artificially cheap rate that does not help the economy whatsoever because it doesn't help in the creation of capital.
[00:24:06.901 --> 00:24:10.884]  People want capital attracted to higher interest rates.
[00:24:11.144 --> 00:24:13.146]  Savings are attracted to higher interest rates.
[00:24:13.466 --> 00:24:14.707]  That's where capital grows.
[00:24:15.148 --> 00:24:17.589]  And you can't have capitalism without capital.
[00:24:18.350 --> 00:24:20.672]  And you can't have capital without savings.
[00:24:20.692 --> 00:24:23.914]  And you can't have savings without a reasonably high rate to attract savings.
[00:24:24.094 --> 00:24:27.257]  Their entire ideology, their entire economic
[00:24:27.777 --> 00:24:48.361]  Outlook is flawed, and it's an ideology that comes from the collusion of the city and the Bank of England and this government to oppress you all and me financially, and it's erupting in places like Athens and Dublin and Cairo and Tunis in this global insurrection against this banker occupation.
[00:24:48.902 --> 00:24:55.243]  There is a global revolution afoot, and likely so, because we're being occupied by financial terror!
[00:24:55.943 --> 00:24:56.603]  At the top!
[00:24:56.863 --> 00:24:59.004]  Being enabled by this government!
[00:24:59.324 --> 00:24:59.744]  And the U.S.
[00:24:59.784 --> 00:25:00.504]  government!
[00:25:00.724 --> 00:25:01.945]  And the European government!
[00:25:02.265 --> 00:25:09.667]  And the people who run Greece who are not even in the government, but just technocrats that were parachuted in from Goldman Sachs!
[00:25:11.427 --> 00:25:12.608]  That's private equity.
[00:25:12.668 --> 00:25:13.608]  That's Wall Street.
[00:25:13.668 --> 00:25:16.629]  That's the financial holocaust.
[00:25:18.001 --> 00:25:23.343]  These people are no better than the people of the last holocaust.
[00:25:23.363 --> 00:25:23.463]  Yes.
[00:25:23.763 --> 00:25:32.125]  The fact that they're not being brought up in front of a financial war tribunal for financial holocaust crimes against humanity is a shame.
[00:26:23.533 --> 00:26:30.376]  My friends, the information that you are about to witness from all of my years of research is the most important.
[00:26:32.116 --> 00:26:34.957]  It's been hidden in plain view the entire time.
[00:26:36.698 --> 00:26:41.420]  This is the ultimate secret and it's about to be exposed.
[00:26:46.596 --> 00:26:58.555]  I have hundreds of government documents, textbooks, white papers, where for over 80 years, the elite of the Western world have talked about adulterating food and water.
[00:26:59.608 --> 00:27:04.452]  to sicken and sterilize the population for the purpose of eugenics.
[00:27:05.273 --> 00:27:15.361]  It's all covered in the book, Ecoscience, written by the White House Science Czar, John P. Holdren, where they talk about a planetary police state to carry out the forced sterilization.
[00:27:15.601 --> 00:27:20.065]  They also talk about covert systems in the water and food to sterilize the population.
[00:27:20.325 --> 00:27:23.388]  Now this was written decades ago, before he was White House Science Czar.
[00:27:23.708 --> 00:27:26.590]  Now suddenly, the stuff in this book is all over the news.
[00:27:26.911 --> 00:27:28.152]  They're selling it to the public
[00:27:28.712 --> 00:27:29.693]  As if it's a good thing.
[00:27:31.454 --> 00:27:36.878]  You see here before you what an average person would buy when they went shopping at the store.
[00:27:37.259 --> 00:27:38.800]  Not everything here is bad for you.
[00:27:39.560 --> 00:27:48.027]  But much of it has compounds and artificial chemicals that have been added that are extremely toxic and bad for your health.
[00:27:48.487 --> 00:27:53.130]  And they have known this the entire time and they have approved them for use.
[00:27:54.431 --> 00:27:56.193]  Let's start with aspartame.
[00:28:01.488 --> 00:28:08.450]  You cannot go to the grocery store now and buy any type of even regular sugar gum that hasn't had aspartame added to it.
[00:28:09.350 --> 00:28:13.692]  In the 1970s, Searle tried to get it approved and they couldn't.
[00:28:13.872 --> 00:28:15.112]  It took them three separate times.
[00:28:15.672 --> 00:28:20.074]  Because in their own studies with monkeys, large portions of them that were fed it died
[00:28:20.694 --> 00:28:20.794]  Yes.
[00:28:40.419 --> 00:28:42.240]  of the E. coli bacteria.
[00:28:42.280 --> 00:28:43.882]  They took it and genetically engineered it.
[00:28:44.282 --> 00:28:47.984]  They can feed it toxic waste and then it defecates aspartame.
[00:28:48.165 --> 00:28:51.027]  And it has so many bad health effects, it's just unspeakable.
[00:29:12.915 --> 00:29:14.759]  This is being done by design.
[00:29:15.080 --> 00:29:17.165]  It's also very, very addictive.
[00:29:17.446 --> 00:29:22.257]  But let's just go ahead and move away from aspartame and talk about McDonald's.
[00:29:23.274 --> 00:29:24.875]  and chicken McNuggets.
[00:29:25.095 --> 00:29:40.042]  Now, I remember a decade ago or so reading health advisories claiming that a form of plastic that's used in silly putty, basically a type of silicone, was in the chicken McNuggets, but also in many other TV dinners and other foods.
[00:29:40.622 --> 00:29:47.126]  It is illegal in every other nation in the world to add these chemicals in the food, but it's not in the United States.
[00:29:47.366 --> 00:29:51.148]  The big secret is all of this was done by design by the FDA.
[00:29:52.169 --> 00:29:59.190]  Look at all the drugs they've approved and then it comes out later that they knowingly approved them when these drugs are causing heart attacks and cancer.
[00:30:05.905 --> 00:30:17.177]  In the Nuremberg trials, it came out that the Nazis were adding sodium fluoride to the water supply in the labor camps and death camps to make the population more docile and controllable.
[00:30:17.418 --> 00:30:21.042]  There had been hundreds of university studies before Hitler even came to power.
[00:30:21.162 --> 00:30:23.625]  This is a form of forced medication.
[00:30:24.085 --> 00:30:32.548]  They admit that one part per million of sodium fluoride more than doubles the chance of bone cancer in boys and men.
[00:30:32.808 --> 00:30:45.373]  As the public became educated in the last few decades, the government industry's response was to not just put it in water, but to start adding it to thousands of products like children's water that's mixed with their formula or with their cereal.
[00:30:45.753 --> 00:30:51.295]  They started adding as much as 900 parts per million in things like powdered eggs.
[00:30:51.855 --> 00:30:54.098]  It causes reductions in IQ.
[00:30:54.739 --> 00:30:58.063]  It increases sterility or lack of fertility.
[00:30:58.583 --> 00:31:03.910]  And it's being added to so many of the daily staples that we consume.
[00:31:04.511 --> 00:31:06.733]  We'll get back to food additives in a moment.
