[00:00:02.244 --> 00:00:02.464]  I'm good.
[00:04:59.643 --> 00:05:01.467]  I know I make this point a lot because it's so important.
[00:05:03.783 --> 00:05:06.245]  You aren't a public figure, so you think you're all alone.
[00:05:06.305 --> 00:05:07.627]  You are not alone.
[00:05:08.668 --> 00:05:10.169]  People recognize what's happening.
[00:05:10.850 --> 00:05:13.372]  And I noticed it was regular park rangers that were listeners.
[00:05:13.432 --> 00:05:17.016]  It was the cops that were harassing everybody because that's how they've been trained.
[00:05:17.496 --> 00:05:21.300]  We've got to be there to point out this is all part of this nanny state hysteria.
[00:05:21.340 --> 00:05:23.241]  So that is coming up.
[00:05:23.742 --> 00:05:27.806]  Speaking of the nanny state, this is something we've talked about a lot.
[00:05:29.056 --> 00:05:35.778]  With our financial experts the last four years or so that there's a plan to implode the euro and bring it into the new world order.
[00:05:35.858 --> 00:05:45.601]  This is a designed implosion to bankrupt the countries and then finally bankrupt the euro into an even greater tyranny as part of a global regionalized system.
[00:05:46.041 --> 00:05:46.501]  Here it is.
[00:05:46.521 --> 00:05:51.123]  Euro officials begin to weigh Greek exit as euro weakens.
[00:05:52.213 --> 00:05:56.737]  Greece's possible exit from the Euro moved to the center of Europe's financial crisis debate.
[00:05:57.338 --> 00:06:02.162]  Rattling markets as authorities, not servants, in Athens struggled to form a government.
[00:06:02.463 --> 00:06:05.285]  You mean the bankers that installed their people over the Greeks?
[00:06:06.006 --> 00:06:07.968]  90 plus percent of the debt not owed by them?
[00:06:08.288 --> 00:06:15.915]  Their last criminal president and finance minister signed them on to the foreign banker debt that was created, the derivatives?
[00:06:16.988 --> 00:06:18.710]  This is all Goldman Sachs, JP Morgan.
[00:06:19.211 --> 00:06:20.593]  They're the ones running the eugenics.
[00:06:20.633 --> 00:06:22.235]  They're the ones calling for world government.
[00:06:22.496 --> 00:06:24.118]  They're the ones federalizing your police.
[00:06:24.438 --> 00:06:25.440]  They're the enemy!
[00:06:26.922 --> 00:06:28.123]  They're the money changers!
[00:06:30.413 --> 00:06:34.997]  So now what we talked about is openly being discussed, but they're acting like it's an accident.
[00:06:35.417 --> 00:06:37.159]  This was pre-planned.
[00:06:37.859 --> 00:06:39.501]  Continuing here, J.P.
[00:06:39.521 --> 00:06:43.624]  Morgan, $2 billion loss, just a preview of coming derivatives collapse.
[00:06:44.345 --> 00:06:47.868]  That's out of Economic Collapse blog, also posted at InfoWars.com.
[00:06:48.368 --> 00:06:48.709]  And again,
[00:06:49.489 --> 00:06:54.493]  All the financial experts we've had on say it's over $1,500 trillion.
[00:06:54.874 --> 00:06:56.295]  $1,500 trillion.
[00:06:56.535 --> 00:06:57.276]  $1.5 quadrillion.
[00:06:57.796 --> 00:07:01.359]  And that's grown the last two years because they've been leveraging bailouts into that.
[00:07:01.399 --> 00:07:03.321]  So it's probably over $2 quadrillion.
[00:07:03.341 --> 00:07:09.766]  Many experts we talked to, like Dr. Tarpley, say it is physically impossible to pay this back and it's not our debt.
[00:07:10.146 --> 00:07:16.390]  The bankers created the problem and then poses as the solution, signing us on to their debt.
[00:07:16.850 --> 00:07:17.750]  This is just the beginning.
[00:07:18.091 --> 00:07:23.554]  This is just a very small preview of what is going to happen when we see the collapse of the worldwide derivatives market.
[00:07:24.074 --> 00:07:32.259]  And the very criminals that did it are going to pose as the savior and tell us they've got to raise our taxes to pay them more money to back up their fraud.
[00:07:33.186 --> 00:07:38.233]  And they think they control the media and the police forces and the military, they're going to get away with this.
[00:07:38.534 --> 00:07:39.055]  No, they're not.
[00:07:39.275 --> 00:07:42.179]  Because I've been there, Ron Paul's been there, and you've been there.
[00:07:42.720 --> 00:07:44.563]  Spreading the word and exposing these people.
[00:07:45.063 --> 00:07:46.545]  I'm on the front line walking point here.
[00:07:46.786 --> 00:07:47.707]  They may take me out.
[00:07:48.348 --> 00:07:54.494]  They may shut us up for a crooked toenail, but they can never shut you up, and don't ever let them shut you up!
[00:07:54.954 --> 00:08:11.750]  They are scared of you taking action, with banner hangs, and calling in to talk radio, and going to city council, and running for office, and putting out local newsletters, just getting aggressive, and getting in the face of tyranny, and letting everybody know that freedom is popular, and that we're the majority, and we are aware of the tyrants.
[00:08:13.114 --> 00:08:13.675]  Here's another one.
[00:08:13.715 --> 00:08:18.064]  JP Morgan Units London staff may go as lost prompts exits.
[00:08:19.226 --> 00:08:21.370]  Now let's shift gears to a real witch.
[00:08:21.891 --> 00:08:24.376]  Feinstein says because of the double agent.
[00:08:25.219 --> 00:08:30.804]  That leaked out and they said, oh yeah, CIA didn't stage the bombing, the latest underwear threat that never happened.
[00:08:31.745 --> 00:08:37.509]  No, we had a double agent in, thank God, just like the government got Muttallab on the aircraft two criticisms ago.
[00:08:37.930 --> 00:08:40.592]  Feinstein, who wants to take your guns but has bodyguards.
[00:08:40.892 --> 00:08:46.477]  Feinstein, who loves destroying California to consolidate power, passing carbon taxes there to make it uncompetitive.
[00:08:46.837 --> 00:08:48.399]  Feinstein just needs to go to hell.
[00:08:48.979 --> 00:08:54.575]  I mean, I am so sick of this witch squatting on top of our country and crapping all over us.
[00:08:54.615 --> 00:08:56.681]  And excuse me, it's a long way to describe her.
[00:08:57.648 --> 00:09:03.530]  She told Fox News, we have the video clip here in the article, that get ready for more aggressive molestation.
[00:09:03.550 --> 00:09:07.051]  They're going to take you in the back rooms and strip search you like they've been doing old ladies.
[00:09:07.351 --> 00:09:09.612]  They're going to drag your kids away from you as they cry.
[00:09:09.952 --> 00:09:13.813]  If you get up, they're going to have the cops beat your brains in, like they did Kelly Thomas.
[00:09:13.853 --> 00:09:21.016]  So just get used to it, because she runs America, and she says so, and because she's keeping us safe from the CIA stage bombings.
[00:09:21.616 --> 00:09:24.539]  What a criminal over the coup d'etat in this country.
[00:09:24.799 --> 00:09:29.665]  She is just an arch piece of trash and needs to get the you-know-what out of my country.
[00:09:29.965 --> 00:09:33.649]  I am so sick of Dianne Feinstein and all the rest of the globalist crap.
[00:09:34.049 --> 00:09:36.291]  Her works are bad enough I shouldn't call her names.
[00:09:36.371 --> 00:09:38.253]  I'm just so sick of these people.
[00:09:38.934 --> 00:09:40.615]  Look, I can't travel because of her.
[00:09:41.215 --> 00:09:42.416]  The feds are out of control.
[00:09:42.456 --> 00:09:43.837]  The TSA is now on the streets.
[00:09:44.297 --> 00:09:45.498]  They're molesting children.
[00:09:45.598 --> 00:09:46.559]  I want it to stop.
[00:09:46.619 --> 00:09:47.419]  I want justice.
[00:09:47.679 --> 00:09:55.264]  I'm sick of bad people like her winning and twisting my country and strangling the liberty out of this country, suffocating our republic.
[00:09:55.304 --> 00:09:55.984]  I'm tired of it.
[00:09:56.265 --> 00:10:04.670]  Let's go to a clip of her acting like they're protecting us and saying the public doesn't like it, but the TSA needs to continue what they're doing and get ready for it to intensify.
[00:10:04.990 --> 00:10:06.231]  Here is the un-American
[00:10:07.304 --> 00:10:08.945]  Piece of trash, Feinstein.
[00:10:09.485 --> 00:10:18.229]  That's one of the reasons why Abdulmutallab wore it in his underwear, so that he couldn't be padded down sufficiently to detect it.
[00:10:18.850 --> 00:10:19.830]  And that's a problem.
[00:10:20.370 --> 00:10:23.272]  And that's something that TSA has to grapple with.
[00:10:23.732 --> 00:10:28.674]  And the American public has not been terribly sympathetic, although most people are.
[00:10:28.734 --> 00:10:31.956]  Most travelers say, I'm going to go with the flow.
[00:10:32.136 --> 00:10:33.356]  I recognize the need.
[00:10:33.697 --> 00:10:36.078]  Therefore, I really don't mind being padded down.
[00:10:36.892 --> 00:10:40.155]  Maybe I should have teleprompters in here, because I'll just tell you what I really think.
[00:10:40.836 --> 00:10:43.498]  Maybe I could load them with info I write.
[00:10:43.879 --> 00:10:49.004]  It's just that woman and all of her ilk, they are such predators posing as liberals.
[00:10:49.204 --> 00:10:50.165]  They're not misguided.
[00:10:50.365 --> 00:10:54.029]  These are authoritarian pigs destroying our country.
[00:10:54.289 --> 00:10:58.853]  They're the enemy of this country, and they pose as our saviors, and I'm tired of it.
[00:10:59.674 --> 00:11:03.355]  Now let's go to David Hasselhoff, who is a funny guy.
[00:11:03.375 --> 00:11:04.115]  I like him.
[00:11:04.736 --> 00:11:06.076]  My kids like him in the movie Hop.
[00:11:06.736 --> 00:11:09.517]  But, I mean, talk about a mindless response.
[00:11:10.057 --> 00:11:17.500]  It's almost like that Britney Spears clip, but we'll play a clip of that right now, where she says, I just think we should do whatever our president says.
[00:11:17.560 --> 00:11:18.840]  That's what it is to be American.
[00:11:19.320 --> 00:11:27.743]  We should just shut up and do whatever the president says when he wears his codpiece landing on the deck of an aircraft carrier as Bush had just done when giving up our liberties.
[00:11:27.963 --> 00:11:28.523]  Here's that clip.
[00:11:29.540 --> 00:11:34.483]  Honestly, I think we should just trust our president in every decision that he makes, and we should just support that.
[00:11:35.003 --> 00:11:35.344]  You know?
[00:11:35.804 --> 00:11:38.285]  And, um, be faithful in what happens.
[00:11:38.465 --> 00:11:39.406]  Do you trust this president?
[00:11:39.506 --> 00:11:40.487]  Yes, I do.
[00:11:41.347 --> 00:11:43.729]  Alright, so you saw Brittany Dingbat Spears.
[00:11:44.329 --> 00:11:46.070]  I feel sorry for the Hoff.
[00:11:47.531 --> 00:11:49.672]  They ask him, hey, do you mind the TSA groping?
[00:11:49.692 --> 00:11:52.514]  And, oh, I don't mind as long as they don't ask for autographs.
[00:11:52.554 --> 00:11:55.396]  So, all he cares about is not having to sit there and sign autographs.
[00:11:56.587 --> 00:11:56.927]  Okay.
[00:11:58.088 --> 00:12:00.850]  And he doesn't mind if little kids are being groped.
[00:12:00.870 --> 00:12:02.371]  He doesn't mind if all this is happening.
[00:12:02.391 --> 00:12:08.055]  He just wants to go along with it and enjoy himself and be a vapid, shallow person like Britney Spears.
[00:12:08.475 --> 00:12:18.301]  I mean, if you, if the Hoffs speared Spears, we would end up really having a jellyfish creature that would put up with any level of tyranny.
[00:12:18.742 --> 00:12:23.965]  So I hope people contact Hasselhoff and get some sense into him.
[00:12:24.005 --> 00:12:24.485]  He was on
[00:12:25.896 --> 00:12:28.058]  A big UK TV show.
[00:12:28.078 --> 00:12:30.720]  8 out of 10 monkeys.
[00:12:30.840 --> 00:12:32.601]  It's one of the top shows over there.
[00:12:32.701 --> 00:12:33.422]  Did I get the name right?
[00:12:33.542 --> 00:12:34.223]  8 out of 10 monkeys?
[00:12:34.243 --> 00:12:36.604]  8 out of 10 cats.
[00:12:36.664 --> 00:12:39.226]  I was thinking of Hasselhoff acting like a dumb monkey.
[00:12:39.287 --> 00:12:39.727]  Excuse me.
[00:12:39.847 --> 00:12:40.988]  That was not an attempt at humor.
[00:12:41.748 --> 00:12:43.610]  And it's one of the biggest shows in the UK.
[00:12:44.230 --> 00:12:45.171]  And they play a clip.
[00:12:45.952 --> 00:12:49.995]  They asked us last week, they said, can we play a clip of you from your nightly news show?
[00:12:50.015 --> 00:12:50.815]  And I said, yeah, go ahead.
[00:12:51.696 --> 00:12:57.921]  Never did I think they'd edit it to where I was saying, I'm not wanting to grope women at the park.
[00:12:58.382 --> 00:13:01.725]  I'm not wanting to do this like, like, like I've been caught doing something.
[00:13:02.225 --> 00:13:04.867]  I was pointing out that who wants a TSA job?
[00:13:05.288 --> 00:13:08.010]  I've just gone through how they're getting busted as pedophiles and all this.
[00:13:08.410 --> 00:13:09.671]  And I was saying, of course.
[00:13:10.572 --> 00:13:16.737]  Because either they're super hard up for a job or they want to go out for little kids and abuse people and exercise power.
[00:13:17.278 --> 00:13:18.058]  This is a joke.
[00:13:18.699 --> 00:13:23.623]  And so they turn it around like I'm the one doing something bad, not the TSA.
[00:13:23.903 --> 00:13:25.724]  This is classic mind control.
[00:13:25.764 --> 00:13:26.225]  Here it is.
[00:13:28.226 --> 00:13:29.668]  David, what do you make of airport security?
[00:13:29.688 --> 00:13:30.168]  Do you mind it?
[00:13:30.868 --> 00:13:37.814]  I'm very happy to wait in security and go through as long as, you know, they don't ask for an autograph or a picture.
[00:13:38.395 --> 00:13:39.856]  That isn't why the queues are long, by the way.
[00:13:41.375 --> 00:13:42.096]  I'm very happy.
[00:13:42.116 --> 00:13:48.802]  I'm very happy with the security everywhere I go because it makes it a lot safer if you have to wait in line.
[00:13:48.962 --> 00:13:51.304]  Some of your country people are not as fond of the airport security.
[00:13:51.344 --> 00:13:51.805]  Have a look at this.
[00:13:51.965 --> 00:14:00.132]  There's all these stalkers in people I've been reading now, going and getting jobs, especially in LAX and other areas, so they can grope you.
[00:14:00.373 --> 00:14:02.134]  Pedophilia off the charts with them.
[00:14:02.435 --> 00:14:03.556]  Robbing people's bags.
[00:14:03.616 --> 00:14:04.436]  Hitting on women.
[00:14:05.257 --> 00:14:05.937]  It's incredible.
[00:14:06.177 --> 00:14:09.839]  Who else wants to grab people's genitals all day?
[00:14:10.219 --> 00:14:12.700]  Who else wants to rub men and women's crotches?
[00:14:13.240 --> 00:14:19.963]  I mean, I don't care if it was Marilyn Monroe in her height of beauty, and I obviously would be attracted to a woman like that.
[00:14:20.483 --> 00:14:25.265]  I would be embarrassed and would not want to put my hands on her without her wanting it.
[00:14:25.866 --> 00:14:26.726]  I'm not a rapist.
[00:14:26.926 --> 00:14:27.787]  I'm not a molester.
[00:14:28.067 --> 00:14:29.087]  I'm not an abuser.
[00:14:29.427 --> 00:14:30.368]  I'm not a fondler.
[00:14:30.628 --> 00:14:33.449]  I don't go to parks to jump out and grab women.
[00:14:41.655 --> 00:14:46.238]  Excuse me, I'm just filling out my application form.
[00:14:46.278 --> 00:14:48.179]  That was Alex Jones, the American shock jock.
[00:14:49.300 --> 00:14:57.245]  So there you have it, it's all a big joke, and they're using little poo-poo words and stuff on air, so it's all real funny to live in 1984.
[00:14:57.925 --> 00:15:01.768]  Well, a lot of us aren't laughing, Mr. Hoff.
[00:15:02.691 --> 00:15:05.434]  All right, continuing here, moving right along.
[00:15:05.954 --> 00:15:08.877]  They have Russians in Colorado doing drills right now.
[00:15:08.997 --> 00:15:09.978]  No, that's really happening.
[00:15:10.018 --> 00:15:10.859]  This isn't the Onion.
[00:15:11.600 --> 00:15:18.507]  And on top of it, here in the United States, they're having drills all over the country to acclimate you to military presence.
[00:15:19.488 --> 00:15:26.134]  FEMA and Pentagon National Guard Homeland Response Force trains in New York, their favorite acclimation.
[00:15:27.245 --> 00:15:27.605]  I don't
[00:15:46.883 --> 00:15:52.427]  Capable of assisting responders following chemical, biological, nuclear, or high explosives incident.
[00:15:52.908 --> 00:16:02.315]  So they ship guns into Mexico, and when they get shot they'll be there, or the feds launch another anthrax attack, the feds will come save you and protect you from all of that.
[00:16:03.564 --> 00:16:07.967]  Well, they've got it in the UK, that's the model of police state tyranny, and now it's coming here.
[00:16:08.848 --> 00:16:18.454]  Federal grants to your local town, talking light poles, but also light poles that you don't know are listening to you, all going back to a central system.
[00:16:18.894 --> 00:16:21.076]  Talking surveillance cameras coming to US streets.
[00:16:21.536 --> 00:16:24.618]  Intellistreet system now being installed on DHS backing.
[00:16:25.098 --> 00:16:29.101]  And the feds are looking at making everybody wear taser bracelets when they get on airplanes.
[00:16:29.201 --> 00:16:31.022]  No, the feds actually heard a proposal on that.
[00:16:31.343 --> 00:16:33.504]  They're not joking, they're looking at it and thought it was a very good idea.
[00:16:33.524 --> 00:16:36.066]  Yeah, make sure the slaves are all under their control.
[00:16:36.566 --> 00:16:37.947]  What's a criminal do when they rob a bank?
[00:16:38.247 --> 00:16:39.208]  They secure the prisoners.
[00:16:39.929 --> 00:16:41.670]  Okay, let's continue here.
[00:16:42.751 --> 00:16:56.461]  Moving right along in our police state coverage, speaking of places that are police state training grounds, New York City is where they rolled out the TSA on the streets, groping children a long time ago, and now it's nationwide on the streets.
[00:16:57.121 --> 00:16:58.683]  New York police have broken
[00:16:59.600 --> 00:17:00.180]  Any record.
[00:17:00.801 --> 00:17:02.622]  200,000 people pulled over.
[00:17:02.642 --> 00:17:06.603]  203,500 in the first three months of this year.
[00:17:06.704 --> 00:17:09.465]  And now they search their cars without warrants.
[00:17:10.225 --> 00:17:14.807]  And they're also searching people at checkpoints on the streets.
[00:17:15.528 --> 00:17:21.311]  Absolute North Korean-style martial law now going nationwide everywhere.
[00:17:21.731 --> 00:17:23.632]  And don't forget, all over the country.
[00:17:24.838 --> 00:17:31.566]  They're now announcing that the gardener, the cable person, the phone person, they're all spying on you and getting cash awards.
[00:17:31.606 --> 00:17:34.569]  Not for terrorism, but spanking your kids, marijuana.
[00:17:35.370 --> 00:17:36.832]  We are the Snitch Society.
[00:17:37.192 --> 00:17:38.974]  They're saying drones are going to be watching you.
[00:17:39.074 --> 00:17:39.615]  Already are.
[00:17:40.015 --> 00:17:46.601]  All of your money being used to enslave you, while private companies that produce all this equipment, the naked body scanners, make the money.
[00:17:46.941 --> 00:18:01.553]  They take your tax money, private groups profit, while they turn you into a total prisoner, and they hire a bunch of the dumbed-down people in the public schools who have no future and no jobs to convert the economy over to be the police state minders.
[00:18:02.053 --> 00:18:06.557]  And they're like, hey, I couldn't get a job at McDonald's, but now I'm fondling your child.
[00:18:06.897 --> 00:18:07.638]  This is really great.
[00:18:08.158 --> 00:18:09.458]  This is what America's become.
[00:18:09.818 --> 00:18:13.279]  Land of the dumbed-down, cowardly, filthy slave.
[00:18:13.619 --> 00:18:15.339]  I want my country back!
[00:18:16.119 --> 00:18:17.280]  I want it back right now!
[00:18:17.820 --> 00:18:18.700]  I'm sick of it!
[00:18:19.020 --> 00:18:20.220]  I'm sick of all of it!
[00:18:20.780 --> 00:18:21.620]  I'm serious!
[00:18:22.181 --> 00:18:26.461]  Get mad and get focused and say, you're a bunch of terrorists that have hijacked this country.
[00:18:26.881 --> 00:18:31.102]  You staged the terror attacks, and you're a bunch of criminals trying to break our national will.
[00:18:31.362 --> 00:18:35.003]  And we're aware of you, and all of you that work for it are a bunch of sympathizers.
[00:18:35.703 --> 00:18:40.264]  And this is the first day that the resistance forms and stops laying down to this.
[00:18:40.685 --> 00:18:43.325]  This isn't just a bunch of people being run over and genocided.
[00:18:43.606 --> 00:18:46.226]  This is the day the war against terrority starts!
[00:18:48.387 --> 00:18:50.068]  Believe me, we got the people to do it.
[00:18:50.148 --> 00:18:51.288]  So, info war.
[00:18:51.568 --> 00:18:54.429]  Wake somebody up tomorrow and have them wake somebody up.
[00:18:54.589 --> 00:19:00.551]  And we're going to take this country back, even if they stage terror attacks, so they can put their hands on our kids and break our will.
[00:19:00.811 --> 00:19:02.312]  Bunch of pieces of crap.
[00:19:02.672 --> 00:19:03.132]  Excuse me.
[00:19:03.985 --> 00:19:06.508]  This is not a good show and I am angry and I'm tired of it.
[00:19:08.371 --> 00:19:09.372]  I'm tired of it!
[00:19:09.412 --> 00:19:12.596]  I'm tired of them trying to break our will and dominate us and bully us!
[00:19:13.988 --> 00:19:17.990]  Wherever the feds are, because they're foreign bank or run, there is no America.
[00:19:18.210 --> 00:19:20.531]  These are America freedom free zones.
[00:19:20.891 --> 00:19:21.752]  They are cancer!
[00:19:22.272 --> 00:19:28.175]  Training that little kid to be abused, training that kid to be a prisoner, training to induct him into the whole world being a prison.
[00:19:28.355 --> 00:19:29.615]  That's worldwide tyranny!
[00:19:29.855 --> 00:19:30.456]  Worldwide 1984!
[00:19:31.636 --> 00:19:33.197]  Well I want freedom worldwide!
[00:19:33.417 --> 00:19:34.277]  That's what I want!
[00:19:35.438 --> 00:19:37.139]  Teleprompter free news, baby!
[00:19:39.482 --> 00:19:45.524]  Here's the Daily Quote, then we're going to go through some of what I saw this weekend that's got me so upset down at the Texas coast.
[00:19:46.064 --> 00:19:47.665]  Let me go ahead and give you the Daily Quote right now.
[00:19:48.885 --> 00:19:51.106]  Do not pray for an easy life.
[00:19:51.306 --> 00:19:53.906]  Pray for the strength to endure a difficult one.
[00:19:53.966 --> 00:19:54.667]  Bruce Lee.
[00:19:56.267 --> 00:19:59.048]  Yeah, an easy life does not make one strong.
[00:19:59.068 --> 00:20:00.168]  It turns you into a jellyfish.
[00:20:00.188 --> 00:20:01.809]  That's why the globalists have been able to take over.
[00:20:02.189 --> 00:20:04.410]  They killed us with prosperity, now they're taking it away.
[00:20:05.570 --> 00:20:06.870]  Liberty created prosperity.
[00:20:07.170 --> 00:20:08.371]  That allowed the criminals to come in.
[00:20:09.540 --> 00:20:10.121]  And take over.
[00:20:10.622 --> 00:20:16.212]  Alright, we're about to go to Brighton and come back with an update on the police confirming our story was real.
[00:20:17.414 --> 00:20:18.456]  Drugging people.
[00:20:20.202 --> 00:20:29.104]  Taking the Occupy Wall Street people and taking them and offering them cocaine, heroin, whatever they want, so they can then put them back on the streets and claim they're drug addicts and put them in databases.
[00:20:29.725 --> 00:20:34.146]  Amazing criminality, but it's just one step closer to the government openly shipping the drugs in.
[00:20:34.386 --> 00:20:36.606]  They already push all the deadly pharmaceuticals on your kids.
[00:20:37.187 --> 00:20:39.327]  But let me take you now to this report.
[00:20:40.868 --> 00:20:41.728]  It's Mother's Day.
[00:20:43.112 --> 00:20:43.492]  Sunday.
[00:20:43.692 --> 00:20:46.253]  My mom wants to go to the National Seashore.
[00:20:46.273 --> 00:20:48.953]  It's in the middle of the Texas coast, over 100 miles from Mexico.
[00:20:48.973 --> 00:20:50.114]  There's no security issue there.
[00:20:51.274 --> 00:20:53.094]  And, you know, oh, the security issue.
[00:20:53.134 --> 00:20:55.375]  The biggest security threat is the government, historically.
[00:20:56.195 --> 00:20:58.495]  And again, they make us all prisoners in the name of safety.
[00:20:59.275 --> 00:21:01.516]  So I usually go stay at Port Aransas, 40 miles away.
[00:21:01.536 --> 00:21:04.797]  But my mom's like, let's go, you know, where we used to go when you were a child.
[00:21:04.897 --> 00:21:06.217]  Let's go to the National Seashore.
[00:21:07.097 --> 00:21:09.458]  They got a lot of National Seashores, but it's the biggest in the U.S.
[00:21:10.158 --> 00:21:10.718]  And it's a big
[00:21:12.151 --> 00:21:13.611]  We're good to go.
[00:21:35.438 --> 00:21:38.360]  And then another one pulls up and says, you know, don't go in the dunes.
[00:21:38.760 --> 00:21:40.862]  There's not a law, but the rattlesnakes will get you.
[00:21:41.262 --> 00:21:42.283]  And there's big sand dunes.
[00:21:42.303 --> 00:21:43.904]  And I'm like, there's rattlesnakes all over Texas.
[00:21:44.524 --> 00:21:45.545]  How many incidents do you have?
[00:21:45.565 --> 00:21:46.646]  And they're like, only a few a year.
[00:21:47.967 --> 00:21:49.608]  And then they drive by and say, hey, Alex.
[00:21:49.828 --> 00:21:51.449]  They're driving by and I hear, hey, Alex.
[00:21:51.489 --> 00:21:53.711]  And I turn around as my kids are playing in the surf.
[00:21:53.731 --> 00:21:54.691]  There's a truck right there.
[00:21:57.133 --> 00:22:02.897]  And I'm like, oh, yeah, when I pulled in here, the park ranger said, you're Alex Jones at the gate paying them 10 bucks.
[00:22:04.915 --> 00:22:05.916]  So all of this is going on.
[00:22:05.956 --> 00:22:07.497]  My parents are down there in a pop-up.
[00:22:08.998 --> 00:22:12.200]  We're out there barbecuing, doing what evil Americans do.
[00:22:12.280 --> 00:22:12.960]  I'm bad.
