[00:00:02.602 --> 00:00:02.842]  I think.
[00:04:55.293 --> 00:04:56.917]  dollar will resume its upward trend.
[00:04:56.937 --> 00:04:59.525]  The move below the value of the up...
[00:05:00.751 --> 00:05:04.553]  Trend line below the 75 confirmed the new downward trend has developed.
[00:05:04.933 --> 00:05:12.438]  So it's this seesaw up and down, but the issue is over a 10-year graph, not a 4-year graph, the dollar's going down.
[00:05:12.758 --> 00:05:16.620]  There's some ups and downs in it, but it's a downward ridge, not an upward.
[00:05:16.900 --> 00:05:20.262]  So we've got inflation going up because the dollar's being devalued.
[00:05:20.582 --> 00:05:25.185]  As it goes down, your purchasing value goes down, the cost of goods goes up.
[00:05:25.945 --> 00:05:27.967]  And you see that hyperinflation looming.
[00:05:28.307 --> 00:05:31.870]  They've tried to export the inflation, but it's coming back in derivatives.
[00:05:32.251 --> 00:05:38.516]  From oil to natural gas to, well, firearms are pretty much a derivative now, never been called that.
[00:05:39.256 --> 00:05:43.060]  But pork bellies, beans, everything.
[00:05:43.500 --> 00:05:44.861]  Wheat, it's all going up.
[00:05:45.542 --> 00:05:48.044]  Okay, continuing here with the ongoing manipulation.
[00:05:48.104 --> 00:05:49.505]  I've been reporting on this for more than 14 years.
[00:05:51.158 --> 00:05:55.182]  And it's been in foreign journals, it's been in financial publications that specialists read.
[00:05:55.502 --> 00:05:59.285]  It's not secret, it's just something the average person that watches football all day doesn't know.
[00:06:00.146 --> 00:06:04.210]  That Fort Knox was found to have a bunch of fake tungsten bars plated in gold.
[00:06:05.011 --> 00:06:07.553]  That a lot of other major central banks have been caught doing this.
[00:06:07.733 --> 00:06:17.322]  And now, all over the world, in New York City, you name it, citizens are going in, private folks are going in, in China, India, the US, Mexico, you name it, the reports are coming out.
[00:06:18.743 --> 00:06:24.532]  And they are buying 10-ounce, 20-ounce, 50-ounce, 100-ounce gold bars put out by governments, put out by private groups.
[00:06:26.411 --> 00:06:32.835]  They're spreading this to the media that, well, groups have gotten the bars and drilled into them and hollowed them out and put tungsten in.
[00:06:32.875 --> 00:06:34.996]  But this is being done very professionally.
[00:06:35.316 --> 00:06:39.459]  Tungsten weighs almost the same as gold, so it's very hard to tell this has been done.
[00:06:40.219 --> 00:06:42.601]  But recently, again, more of these have been popping up.
[00:06:42.941 --> 00:06:50.065]  And here is a clip from Fox News in New York, breaking down the fact that they're investigating this as a global phenomenon.
[00:06:50.305 --> 00:06:51.406]  The truth is, it is.
[00:06:52.066 --> 00:07:02.614]  And this is a kind of naked short in gold where these big central banks that are holding government's gold can loan it out and claim they have larger reserves than they do, that they've actually sold.
[00:07:03.015 --> 00:07:05.096]  And the truth is you're looking at a pile of tungsten.
[00:07:05.897 --> 00:07:09.960]  And in some cases it's gold bars on the outside and just tungsten on the inside.
[00:07:10.540 --> 00:07:13.823]  So, it's not even bars that have had tungsten put inside.
[00:07:14.123 --> 00:07:17.426]  Sometimes it's gold bars outside of tungsten inside.
[00:07:18.260 --> 00:07:27.915]  And this just goes to how they've tried to use the paper market and other things to hold gold down because it exposes what's happening with the devaluation of global currencies.
[00:07:28.871 --> 00:07:44.375]  The issue here, though, is now that George Soros and other heavy hitters are exiting stock markets, exiting brokerage, exiting handling people's money because they know the design collapse is coming and moving into gold big time, will they be able to continue to suppress it forever?
[00:07:44.835 --> 00:07:45.635]  That's the question.
[00:07:46.015 --> 00:07:47.996]  All I know is I'm investing in gold and silver.
[00:07:48.856 --> 00:07:51.497]  Okay, let's go ahead now and go to that clip.
[00:07:51.997 --> 00:07:58.382]  This 10-ounce gold bar, costing nearly $18,000, turns out to be a counterfeit worth just about $3,600.
[00:07:59.103 --> 00:08:05.668]  It's filled with tungsten, which weighs nearly the same as gold, but costs just over a dollar an ounce.
[00:08:06.168 --> 00:08:08.750]  In March, gold bars filled with tungsten showed up in England.
[00:08:09.190 --> 00:08:12.333]  With New York now hit, it may mean an international ring's involved.
[00:08:13.306 --> 00:08:20.316]  Everything is manipulated, including gold, but the globalists can manipulate paper a million times easier, literally.
[00:08:20.756 --> 00:08:23.480]  Paper, zeros and ones in computers, la-la land.
[00:08:23.940 --> 00:08:30.349]  Commodities, if they want to manipulate them, they've got to use paper to try to control them, but over the long term, they can't.
[00:08:32.054 --> 00:08:33.415]  So tangible things.
[00:08:33.555 --> 00:08:39.600]  Friends, family, gold, silver, water, filters, food, skills, trades.
[00:08:40.421 --> 00:08:41.762]  Folks are still going to need a dentist.
[00:08:42.202 --> 00:08:43.243]  They're still going to need a nurse.
[00:08:43.603 --> 00:08:45.685]  They're still going to need a farmer no matter what happens.
[00:08:45.945 --> 00:08:47.146]  They're still going to need a mechanic.
[00:08:47.687 --> 00:08:51.069]  So it is your trades that you have that are most important.
[00:08:52.250 --> 00:08:56.373]  Alright, continuing along with the ongoing disintegration of society.
[00:08:56.654 --> 00:08:59.256]  I remember a few years ago I saw a report where a guy
[00:09:00.700 --> 00:09:00.780]  Yes.
[00:09:18.837 --> 00:09:20.478]  Declaration of Independence signing on the back.
[00:09:20.698 --> 00:09:24.559]  Well, he had some left over and he went to Best Buy and tried to use a few of them with other cash.
[00:09:25.380 --> 00:09:26.140]  And they arrested him.
[00:09:26.260 --> 00:09:29.622]  The cops came and they didn't know $2 bills were real.
[00:09:30.082 --> 00:09:31.462]  We can probably show an image of a $2 bill.
[00:09:31.482 --> 00:09:33.043]  Yeah, there's some there on screen.
[00:09:33.323 --> 00:09:36.644]  Evil, terrorist, paper money that the globalists can't track.
[00:09:36.845 --> 00:09:38.065]  Doesn't matter it's Federal Reserve.
[00:09:38.105 --> 00:09:39.626]  People still think of it as America.
[00:09:39.686 --> 00:09:41.907]  They still think of it as private exchange of goods.
[00:09:41.947 --> 00:09:42.647]  You can't do that.
[00:09:42.667 --> 00:09:44.808]  The NSA has trouble tracking all of that.
[00:09:46.334 --> 00:09:47.075]  So they arrested him.
[00:09:48.056 --> 00:09:50.318]  And even after they found out it was legal money, it didn't matter.
[00:09:50.378 --> 00:09:52.960]  I mean, you know, you don't do that as a prisoner here in America.
[00:09:53.361 --> 00:10:10.436]  Since then, I had my friend, Chris Athanas, local TV host who I was friends with, programmer for many years, was sent to the state pen because he was on the edge of the University of Texas showing people silver dollars and explaining the Federal Reserve is private.
[00:10:10.677 --> 00:10:11.998]  The cops thought that was illegal.
[00:10:13.513 --> 00:10:26.622]  And they came over, he wasn't even on UT, but he had his concealed carry, had a license, this is a guy with a multi-million dollar company, programmer, and they still found a jury that thought guns and silver were illegal to falsely convict him and put him in jail.
[00:10:27.182 --> 00:10:28.804]  So, this is happening everywhere.
[00:10:30.044 --> 00:10:30.985]  This is going on everywhere.
[00:10:31.005 --> 00:10:36.509]  Well, there's a new case of this, you've seen the Homeland Security reports, where they say to shopkeepers,
[00:10:37.856 --> 00:10:40.878]  If someone's using cash, they're probably a terrorist.
[00:10:40.918 --> 00:10:46.443]  In fact, if they're even buying a $3 cup of coffee in a Danish or something, they're a terrorist.
[00:10:47.664 --> 00:10:50.406]  I had a lady at a coffee shop just last week.
[00:10:50.506 --> 00:10:50.766]  I had a $50.
[00:10:50.926 --> 00:10:52.868]  I had my wife and three kids.
[00:10:52.968 --> 00:10:56.410]  I bought like $25 worth of stuff at the coffee shop.
[00:10:57.111 --> 00:10:58.872]  We bought food there, sandwiches, you name it.
[00:10:59.453 --> 00:11:00.533]  And she said, I can't take this $50.
[00:11:01.690 --> 00:11:04.751]  And I said, man, with inflation, that's like $10, 20 years ago.
[00:11:04.832 --> 00:11:07.353]  I said, all I've got... She goes, you don't have credit cards?
[00:11:08.173 --> 00:11:13.215]  Now the corporations, the big chains, which we shouldn't even be shopping anyways, it was just where we were at, so we went in there.
[00:11:13.756 --> 00:11:15.897]  They are now pressuring their minions, because I talked to her.
[00:11:16.357 --> 00:11:17.998]  I said, listen, that's not a big deal.
[00:11:18.018 --> 00:11:20.439]  She did the little marker to make sure it was real afterwards.
[00:11:21.039 --> 00:11:26.662]  It turned out the manager was a listener, and they're like, listen, we've been told to discourage cash, so it's on.
[00:11:27.082 --> 00:11:28.943]  So now with that background, here it is.
[00:11:30.367 --> 00:11:37.411]  By the way, Louisiana has banned using cash in second-hand purchases at garage sales units.
[00:11:37.431 --> 00:11:38.612]  They arrest you if you do.
[00:11:39.993 --> 00:11:43.515]  Texas woman sues Walmart for ripping up her $100 bills.
[00:11:43.855 --> 00:11:45.376]  The banks are trying to force cash out.
[00:11:45.976 --> 00:11:52.320]  A woman is suing a San Antonio Walmart after two employees ripped apart two $100 bills she used for payment.
[00:11:52.680 --> 00:11:54.882]  And this is being picked up by mainstream news.
[00:11:56.981 --> 00:11:59.802]  Don Salazar at Infowars.com breaks it down.
[00:11:59.882 --> 00:12:00.662]  She comes in, she has $100.
[00:12:00.742 --> 00:12:03.483]  And the guy goes, this isn't real.
[00:12:03.503 --> 00:12:05.224]  Doesn't even do the thing and rips it in half.
[00:12:06.624 --> 00:12:08.225]  She goes, hey, I want you to call your manager.
[00:12:08.305 --> 00:12:09.085]  I want $100 back.
[00:12:09.846 --> 00:12:11.526]  Manager comes, she goes, look, I got another one.
[00:12:11.586 --> 00:12:12.166]  It's real.
[00:12:12.186 --> 00:12:13.507]  Look, it's got the security strip.
[00:12:14.267 --> 00:12:14.607]  Rips that.
[00:12:14.627 --> 00:12:15.948]  He goes, we don't take cash.
[00:12:17.808 --> 00:12:21.169]  Then they say, you can't leave and have security guards bow up to her.
[00:12:21.550 --> 00:12:22.550]  It's not even a real arrest.
[00:12:24.222 --> 00:12:26.284]  And the cops come and do the testicle.
[00:12:26.324 --> 00:12:27.605]  No, it's got a security strip.
[00:12:27.645 --> 00:12:28.426]  They check it all.
[00:12:28.446 --> 00:12:29.727]  It's got the... No, it's real.
[00:12:30.587 --> 00:12:31.969]  They basically say, get out of our store.
[00:12:32.589 --> 00:12:33.990]  So, this is happening everywhere.
[00:12:34.030 --> 00:12:41.156]  I mean, understand, I'm sitting there at Starbucks a week and a half ago with my kids, or whatever it was, and I'm like, here's a fifty.
[00:12:41.997 --> 00:12:44.299]  It's like $23 and change, if memory serves.
[00:12:44.719 --> 00:12:45.700]  We got sandwiches.
[00:12:45.740 --> 00:12:46.661]  We got croissants.
[00:12:46.681 --> 00:12:47.381]  We got cakes.
[00:12:47.421 --> 00:12:48.682]  We got milks for the kids.
[00:12:48.702 --> 00:12:49.343]  We got coffees.
[00:12:49.823 --> 00:12:52.045]  They're just like, oh, we can't take this.
[00:12:53.683 --> 00:12:55.665]  I mean, this is the point we've reached in this country.
[00:12:57.607 --> 00:13:05.135]  After having police called on her and being detained for three hours, Texas resident Julia Garcia says she will pursue a lawsuit against the chain for false imprisonment.
[00:13:05.945 --> 00:13:06.506]  Damn right.
[00:13:07.267 --> 00:13:08.608]  They do not have immunity against that.
[00:13:08.648 --> 00:13:17.058]  In emotional distress, after two employees ripped $200 bills she was obtained from an earlier vehicle sale and subsequently accused her of counterfeiting money.
[00:13:17.679 --> 00:13:25.347]  Man, I've had people... I've gone to Barton Springs in Austin and had a $20 with my wife and three children and me.
[00:13:25.387 --> 00:13:25.568]  That's $9.
[00:13:27.472 --> 00:13:29.174]  And I get between them, you got anything smaller?
[00:13:29.214 --> 00:13:33.099]  It's like this, whoa, let me check.
[00:13:33.419 --> 00:13:35.983]  And again, it's all about we're all guilty and we're all bad.
[00:13:36.143 --> 00:13:39.627]  But the foreign banks devaluing the currency and taking over, they're good guys.
[00:13:40.368 --> 00:13:41.069]  They're good guys.
[00:13:41.910 --> 00:13:43.652]  But we've got to all watch each other.
[00:13:43.752 --> 00:13:45.995]  We are all scum.
[00:13:48.479 --> 00:13:53.784]  By the way, there's Acklin Associates, insane ban on cash transactions in Louisiana, second-hand dealer.
[00:13:54.064 --> 00:13:56.246]  We have got to get those lawyers on and talk about that.
[00:13:56.526 --> 00:14:01.710]  I mean, this country is becoming an absolute joke, folks, with internal capital and currency controls.
[00:14:02.071 --> 00:14:05.594]  I was flying to Las Vegas last year to film Jesse Maduro's TV show.
[00:14:05.614 --> 00:14:07.936]  We were going out to a rocket base out there, a private rocket base.
[00:14:07.956 --> 00:14:10.197]  That's why I was in Sin City.
[00:14:13.089 --> 00:14:22.055]  I'm flying into Vegas, but I saw this in Austin, but then I sat by the guy on the plane, and he was a software engineer again, going to a coin show.
[00:14:23.616 --> 00:14:25.617]  And he had like six silver dollars.
[00:14:27.098 --> 00:14:30.380]  He was going to the coin show to buy these six he was just going to sell.
[00:14:30.880 --> 00:14:33.362]  And these were like worth, at the time, about forty bucks a piece.
[00:14:34.329 --> 00:14:38.155]  They pull him out, they try to take him, they threaten him, they inventory it.
[00:14:38.856 --> 00:14:42.802]  I'm talking to people now that have one gold coin and the TSA is taking it.
[00:14:43.202 --> 00:14:45.345]  They also grab your laptop and just download it.
[00:14:45.646 --> 00:14:48.790]  I mean, next is proctology exams.
[00:14:48.830 --> 00:14:49.672]  I mean, what's coming next?
[00:14:50.799 --> 00:14:52.359]  Well, what's coming next has already happened.
[00:14:52.379 --> 00:14:56.020]  John P. Holdren wrote in the seventies, they want to put stuff in our water to sterilize us.
[00:14:56.040 --> 00:14:56.661]  Guess what they do?
[00:14:56.701 --> 00:15:02.942]  It's called fluoride and other things, bisphenol A. Here's a great article at Infowars.com by the amazing researcher.
[00:15:04.223 --> 00:15:08.964]  It says, UC professor eyes permanent sterilant to cull U.S.
[00:15:09.004 --> 00:15:09.764]  population.
[00:15:10.204 --> 00:15:15.386]  Cardulo also told people could reduce population impact on the Earth by becoming vegetarians.
[00:15:15.726 --> 00:15:17.106]  They want to make that the law, basically.
[00:15:17.146 --> 00:15:19.347]  Well, taxes on food that are starting in New York.
[00:15:19.787 --> 00:15:20.720]  Out of the rollout city.
[00:15:21.914 --> 00:15:25.196]  One of the things we know is the production of meat is incredibly expensive, he said.
[00:15:25.996 --> 00:15:28.077]  So they'll decide what you have if it's expensive.
[00:15:28.497 --> 00:15:29.778]  What about having an economy, punk?
[00:15:29.918 --> 00:15:31.559]  But you want us all poor, getting everything from you.
[00:15:32.039 --> 00:15:41.904]  You are going to start hearing more and more about humans' carbon footprint, and one of the biggest contributions to the carbon footprint of the production of meat we could do is simply by just becoming more vegetarian.
[00:15:41.924 --> 00:15:45.885]  We're going to be covering this with Aaron Dykes and Melissa Melton with an amazing report coming up in a moment.
[00:15:46.406 --> 00:15:50.648]  Although the professor tells his listening audience that the lower their living
[00:15:51.368 --> 00:15:58.855]  The lower their standard of living to minimize human impact on the earth, he stresses that this is itself isn't sufficient to lower fertility in the United States.
[00:15:59.335 --> 00:16:08.103]  Also, the professor continues saying, famine, disease, and war, and so on, do not have the ability to effectively cull the human population.
[00:16:09.784 --> 00:16:13.668]  And they go on to break down cutting Chinese and American research.
[00:16:15.353 --> 00:16:24.159]  He goes on to say, mentions that this chemical has the potential of killing humans, causing not just temporary, but permanent sterility in males.
[00:16:24.679 --> 00:16:38.848]  Ultimately, the World Health Organization argues against using it, but interestingly enough, there are countries in the world, such as China, Nigeria, and Brazil, using it in a permanent method of controlling fertility in males, which is an option, he went on to say.
[00:16:39.589 --> 00:16:43.712]  And there is the molecule of what they are talking about.
[00:16:44.612 --> 00:16:47.536]  And this stuff's already in the food and water, very similar molecules.
[00:16:47.916 --> 00:16:49.719]  We are being exterminated right now.
[00:16:49.759 --> 00:16:51.240]  That's why cancer is off the charts.
[00:16:51.280 --> 00:17:03.836]  And we had big news with Mike Adams about that today, dealing with the giant tumors now confirmed by top French scientists in a major medical journal that when they feed them GMO corn, it's just
[00:17:05.026 --> 00:17:09.590]  Massive reductions in life expectancy, giant tumors, cancer off the charts.
[00:17:09.911 --> 00:17:14.815]  Just what we're seeing in humans that everybody's not supposed to pay attention to because terrorists are hiding under every table.
[00:17:15.976 --> 00:17:22.082]  Finally, as we go to break here and come back with our guest, Beijing hints at bond attack on Japan, London Telegraph.
[00:17:23.098 --> 00:17:27.219]  Just yesterday, their top general said they may have to have a military conflict with Japan.
[00:17:27.279 --> 00:17:28.939]  Notice this is all happening all over the world.
[00:17:29.300 --> 00:17:45.123]  As currencies are devalued, as global meltdown takes place, the system is now pushing towards war, which will get the general populations diverted into rallying around the flag and doing what their governments tell them, when the governments themselves have been hijacked by foreign megabanks.
[00:17:45.543 --> 00:17:46.764]  It is clear, quoting,
[00:17:48.304 --> 00:17:54.029]  The government that China can deal a heavy blow to the Japanese economy without hurting itself too much, he said.
[00:17:54.550 --> 00:18:01.956]  It is unclear whether he was speaking with a full backing of the Politburo, or whether sales of Japanese debt would do much damage.
[00:18:01.976 --> 00:18:04.998]  The Bank of Japan could counter the move with bond purchases.
[00:18:05.438 --> 00:18:07.820]  Any weakening of the yen would become welcome.
[00:18:08.061 --> 00:18:16.487]  But what are the globalists like, as they know about all these decisions, because they're controlling all these governments, European, American, Canadian, Mexican,
[00:18:17.408 --> 00:18:21.730]  Japanese, Chinese, Nigerian, they know the decisions before they're made.
[00:18:23.051 --> 00:18:28.334]  So they can all pre-position knowing the ups and downs to consolidate power and control.
[00:18:28.554 --> 00:18:40.280]  But the biggest consolidation of power and control is that the social engineers are destroying industry and making us all poor so they can control us for less and less money.
[00:18:40.880 --> 00:18:42.601]  That they, again, control completely.
[00:18:43.982 --> 00:18:47.386]  It's about shutting off energy to make you pay more for less.
[00:18:47.747 --> 00:18:49.830]  This is all about artificial scarcity.
[00:18:50.230 --> 00:18:56.518]  Here is the Daily Quote as we go to break and come back with the amazing report compiled over the last three weeks by Melissa Melton and Aaron Dice.
[00:18:57.099 --> 00:18:59.081]  Japan is an important ally of ours.
[00:18:59.142 --> 00:19:00.403]  Japan and the United States
[00:19:01.264 --> 00:19:12.053]  Okay, we'll be back with InfoWars Nightly News.
[00:19:12.514 --> 00:19:21.541]  They want to make you so poor you can't vote with your dollars for organic food or vote with your dollars to get high-quality vitamins and minerals at places like InfoWarsHealth.com.
[00:19:22.442 --> 00:19:26.906]  They want to make you poor so you can't afford six memberships for the price of one at
[00:19:28.587 --> 00:19:30.388]  InfoWars Nightly News.
[00:19:31.069 --> 00:19:36.272]  You can sign up at PrisonPlanet.tv or InfoWarsNews.com.
[00:19:36.953 --> 00:19:43.217]  One membership, the username and passcode you create, can be shared with up to six people who can simultaneously log on.
[00:19:43.757 --> 00:19:56.828]  But even if you can't become a member, and you're watching this as we virally spread it out the day after we air it first for PrisonPlanet.tv viewers, you can spread the word about the radio show, about PrisonPlanet.com, and about InfoWars.com.
[00:19:57.148 --> 00:20:02.772]  The success of this mission against tyranny depends on you and the decisions you make right now.
[00:20:03.593 --> 00:20:06.114]  Going along with this tyranny will not protect you.
[00:20:06.194 --> 00:20:09.035]  History is clear on that and my gut is clear on that.
[00:20:09.595 --> 00:20:18.559]  My instincts know the way towards liberty and freedom for ourselves and our children is standing up against these bullies and giving them both barrels in the info war.
[00:20:18.899 --> 00:20:21.320]  So subscribe today at PrisonPlanet.tv.
[00:20:21.840 --> 00:20:28.022]  We'll be back with an in-depth investigation of how the United Nations and the globalists are conquering America.
[00:20:30.183 --> 00:20:33.609]  Now, reign supreme over my state of Texas.
[00:20:33.809 --> 00:20:37.294]  I live in a fully captured, globalist control system.
[00:20:38.075 --> 00:20:41.020]  Agenda 21, the next phase of tyranny, straight ahead.
[00:21:18.214 --> 00:21:20.958]  Alex Jones here with a message to fellow freedom lovers.
[00:21:21.238 --> 00:21:26.085]  The prognosis for the entire planetary economic system runs from bad to worse.
[00:21:26.265 --> 00:21:33.475]  The globalist model is to shut down societies and starve patriots out until they acquiesce to the global takeover.
[00:21:33.595 --> 00:21:39.020]  That's why we've assembled the most vital and important preparedness items at InfoWarsShop.com.
[00:21:39.240 --> 00:21:43.003]  These are items that I did research on, that I personally use.
[00:21:43.283 --> 00:21:47.827]  You've got the LifeStraw, so you can turn fetid water into safe water anywhere you go.
[00:21:48.027 --> 00:21:51.470]  The KTOR Hand Crank Generator, to charge up key equipment
[00:21:51.510 --> 00:21:52.531]  We're getting prepared.
[00:21:52.591 --> 00:21:52.751]  Are you?
[00:22:24.528 --> 00:22:29.051]  Alex Jones here with a message that could revolutionize health in this country.
[00:22:29.351 --> 00:22:38.135]  Going back about a year and a half ago, I began to learn from friends like Ted Anderson about the incredible health effects of longevity products.
[00:22:38.996 --> 00:22:44.319]  And I started promoting him some because I'd seen his weight loss, his health, all the things that happened for him.
[00:22:44.959 --> 00:22:49.522]  Now, I've only stuck my toe in the water and lost a little over 40 pounds, and I'm still big.
[00:22:50.522 --> 00:22:57.745]  Aaron Dykes, who you know has been working here for six years at InfoWars.com, lost 92 pounds.
[00:22:57.765 --> 00:22:59.606]  We're going to show you some before and afters.
[00:23:00.046 --> 00:23:02.767]  He began to hear the guest on my show a year and a half ago.
[00:23:03.047 --> 00:23:10.531]  He began to do his own research and he implemented the information that Longevity and InfoWarsTeam.com is promoting.
[00:23:11.391 --> 00:23:13.452]  And had dramatic results.
[00:23:13.832 --> 00:23:24.838]  And that's why I'm telling our listeners and viewers, you need to go to infowarsteam.com and try just the Essential Fatty Acids, the Beyond Tangy Tangerine, and the Polymers Plus.
[00:23:25.219 --> 00:23:30.181]  And I believe you'll be blown away by the dramatic results that I've had and Aaron's had.
[00:23:30.502 --> 00:23:32.323]  Aaron, break down what happened.
[00:23:32.343 --> 00:23:32.863]  Your story.
[00:23:33.203 --> 00:23:35.766]  I've been overweight in my life for far too long.
[00:23:36.126 --> 00:23:40.490]  Years ago, I lost a lot of weight, more than 50 pounds, but it came right back.
[00:23:40.530 --> 00:23:41.651]  I wasn't able to keep it off.
[00:23:42.091 --> 00:23:48.157]  More recently, I've worked really hard with diet and exercise to try to lose weight, but I just didn't get the results.
[00:23:48.197 --> 00:23:52.261]  It just didn't happen, and I wasn't able to stay motivated long enough to reach my goals.
[00:23:52.421 --> 00:23:58.847]  Then I saw what you were doing with Infowarsteam.com and the great products, Tangy Tangerine, kind of the base one to start with.
[00:23:59.227 --> 00:24:03.031]  I wasn't even trying to lose weight, but I got it because I wanted to feel better energy.
[00:24:03.071 --> 00:24:04.012]  I wanted that nutrition.
[00:24:04.052 --> 00:24:09.577]  Didn't even understand how that could kickstart my own weight loss goals, but the products did that for me.
[00:24:09.918 --> 00:24:15.643]  I found myself suddenly losing weight, more energetic, wanting to exercise, wanting to eat the right foods.
[00:24:15.743 --> 00:24:17.645]  And they don't even advertise it as weight loss.
[00:24:17.845 --> 00:24:18.945]  Yes, they don't.
[00:24:18.965 --> 00:24:23.687]  But pharmacist Ben Fuchs explains that's what happens if you're overweight because you're no longer hungry because you're getting what you need.
[00:24:23.867 --> 00:24:30.629]  When you start taking their proprietary formulation of essential fatty acids, it blows the competition away.
[00:24:31.009 --> 00:24:38.672]  When you start taking Beyond Tangy Tangerine and Polym Burst Plus and the other key longevity products, it is incredible.
[00:24:39.092 --> 00:24:45.414]  It was so easy to lose weight and regain health for myself, barely without trying, just from taking the products.
[00:24:45.814 --> 00:25:01.066]  I want to challenge our radio listeners to go to Infowarsteam.com so you can see for yourselves the incredible results Aaron and others have achieved with longevity products that are discounted at wholesale prices at Infowarsteam.com.
