[00:00:33.705 --> 00:00:34.426]  I'm good.
[00:03:55.537 --> 00:04:04.125]  And it's the IRS who's been ordered to give the illegal aliens and others unlimited fake tax ID numbers, which then allow them to use other fake social security numbers.
[00:04:04.918 --> 00:04:09.040]  But the other big news is there's a mutiny rebellion at the IRS.
[00:04:09.080 --> 00:04:11.381]  I mean, there's like giant complexes all over Austin.
[00:04:11.621 --> 00:04:20.446]  Just a few, I don't want to say a few hundred yards, give away our location or anything, but very, very close to us is one of the main IRS locations.
[00:04:21.406 --> 00:04:24.248]  And they're just freaking out because
[00:04:25.074 --> 00:04:38.702]  The other big issue is they say over 70% of the new tax money and the audits they're doing are of retirees because they've retroactively changed the regulations to where now they're trying to save most of the retiree savings that are after tax money to begin with.
[00:04:40.063 --> 00:04:41.003]  401Ks, things like that.
[00:04:41.324 --> 00:04:42.384]  They're grabbing that.
[00:04:42.724 --> 00:04:48.328]  But a decade later they're saying, well you used a few hundred thousand dollars out of your retirement and we're now saying penalties and interest.
[00:04:48.588 --> 00:04:49.508]  You owe us a million bucks.
[00:04:50.009 --> 00:04:50.789]  So we're taking your $300,000 house.
[00:04:53.709 --> 00:05:03.512]  So this is such a big story, and I've had these IRS folks for, well, one of them three years, one of them a lot less than that, give me info.
[00:05:03.532 --> 00:05:06.552]  But it's always, hey, we're not going to violate the whistleblower stuff.
[00:05:07.273 --> 00:05:08.073]  They'll come after us.
[00:05:08.093 --> 00:05:09.013]  But look into this.
[00:05:09.073 --> 00:05:09.853]  Well, look into that.
[00:05:10.393 --> 00:05:11.774]  Well, here's an example.
[00:05:11.814 --> 00:05:14.514]  There are houses in Austin getting a half million dollars a year.
[00:05:15.155 --> 00:05:19.876]  The News Accounting Digest said it was 80-something million at one house.
[00:05:20.076 --> 00:05:20.716]  But the point is,
[00:05:22.119 --> 00:05:23.160]  That this was going on.
[00:05:23.740 --> 00:05:27.382]  And then they would give me, you know, all these examples that they were breaking down.
[00:05:28.002 --> 00:05:31.123]  But the big thing is the IRS is finally finding a conscience.
[00:05:31.564 --> 00:05:36.666]  It's like, I'll barbecue small children, but I won't fillet them while they're alive.
[00:05:37.166 --> 00:05:42.309]  We humanely beat them on the head first with a hammer before we, you know, barbecue them.
[00:05:43.857 --> 00:05:46.098]  And they're taking old ladies' houses, you name it.
[00:05:46.158 --> 00:05:49.379]  I mean, they're grabbing diamond rings off people's fingers.
[00:05:49.820 --> 00:05:50.860]  And do you know where this goes?
[00:05:51.360 --> 00:05:56.363]  It goes to the offshore banks mainly, or all the people who've lost their jobs that are now going on welfare.
[00:05:56.723 --> 00:06:01.385]  And we've got a report here, over $100 million now on welfare in this country of $310 million.
[00:06:04.304 --> 00:06:06.826]  I mean, this is just absolutely incredible.
[00:06:07.086 --> 00:06:09.708]  IRS missing billions in ID theft.
[00:06:10.289 --> 00:06:11.329]  Okay, here's the next report.
[00:06:11.349 --> 00:06:12.030]  American Dream.
[00:06:12.050 --> 00:06:13.011]  Michael Schneider reports.
[00:06:13.531 --> 00:06:14.952]  And he's got all the sources linked here.
[00:06:15.633 --> 00:06:18.555]  Over 100 million Americans are on welfare.
[00:06:19.175 --> 00:06:20.957]  $71.8 billion on food stamps alone.
[00:06:21.197 --> 00:06:24.679]  That's $46.4 million monthly getting that.
[00:06:25.060 --> 00:06:30.124]  And you add in all the other programs on Medicaid rolls, $16 million, and you add the rest of them up.
[00:06:30.224 --> 00:06:31.164]  It's over $100 million.
[00:06:32.438 --> 00:06:34.239]  We've got a little pie chart there for you.
[00:06:35.981 --> 00:06:38.983]  So from land of the free, home of the brave, to land of the dependent.
[00:06:39.023 --> 00:06:49.010]  And all of this is done by the offshore banks, where they give you a small portion of the chicken feed, just so they've got a group that'll burn cities if they don't get given all of what they want.
[00:06:49.450 --> 00:06:54.834]  Okay, let's now move along from that spectacle of disenfranchisement.
[00:06:54.854 --> 00:06:56.936]  Of course, the illegal aliens are pretty big.
[00:06:57.296 --> 00:06:58.577]  I got a hand in the illegal aliens.
[00:06:59.212 --> 00:07:01.494]  They're driving around in nicer cars than I am.
[00:07:01.534 --> 00:07:03.295]  They're living in nice houses.
[00:07:03.775 --> 00:07:05.416]  They don't follow any of the rules.
[00:07:05.456 --> 00:07:06.417]  They get DWI.
[00:07:06.437 --> 00:07:07.818]  The judge gives them a $10 fine.
[00:07:08.078 --> 00:07:11.480]  I've talked to prosecutors in town that have come to my office but are too scared to come on air.
[00:07:11.921 --> 00:07:12.901]  Assistant prosecutors.
[00:07:13.402 --> 00:07:14.202]  But it's all over the country.
[00:07:14.222 --> 00:07:14.863]  It's come out in the news.
[00:07:15.363 --> 00:07:15.843]  $10, $50 fines.
[00:07:16.124 --> 00:07:17.705]  They just make up whatever name they want.
[00:07:17.745 --> 00:07:18.745]  They do whatever they want.
[00:07:19.226 --> 00:07:20.727]  And the globalists work with them.
[00:07:21.167 --> 00:07:24.428]  American citizens are known as, one word, chumps.
[00:07:24.529 --> 00:07:25.609]  Well, two words, suckers.
[00:07:25.669 --> 00:07:33.812]  Well, smucks, idiots, marks, the right whale, people to be abused, wimps, idiots, morons.
[00:07:34.033 --> 00:07:39.675]  Moving to the next story, Obama doesn't want us talking about this, and the head of the NSA admits,
[00:07:40.175 --> 00:07:48.220]  It will be an internet ID that they can use to tax you, track you, or cut you off the internet if they claim you violated something without a court of law.
[00:07:48.720 --> 00:07:51.622]  Obama considering executive branch action on cybersecurity.
[00:07:51.962 --> 00:07:54.844]  And strangely enough, they use identity theft as the reason.
[00:07:55.124 --> 00:08:06.331]  While it's Bank of America and the Texas Comptroller and the IRS and all these agencies, nine times out of ten, they are the number one cause, look it up, of all the identity theft.
[00:08:06.591 --> 00:08:09.113]  People are scared to use the internet, thinking that's where it's happening.
[00:08:09.733 --> 00:08:32.277]  Let me tell you, it's government, it's big banks selling the data, it's corrupt people inside DMVs, and then it is occasionally, when you go into a gas station and they swipe your credit card, they've got a machine hooked up to steal it, they fence it to India or Pakistan, those are the main countries, Israel does it some, Thailand, Saudi Arabia, and then now they clone that credit card and go out and start making purchases.
[00:08:34.718 --> 00:08:35.878]  Alright, let's continue here.
[00:08:37.375 --> 00:08:40.157]  President Obama is considering executive branch action on U.S.
[00:08:40.177 --> 00:08:45.261]  cybersecurity, which has an assault weapons ban, by the way, not a ban on sale on possession.
[00:08:45.801 --> 00:08:57.229]  After Congress failed to pass legislation to protect national security assets, a White House aide said, if the Congress is not going to act on something like this and the President wants to make sure that we're doing everything possible.
[00:08:57.750 --> 00:09:00.131]  Yeah, if Congress doesn't act, well, he just does whatever the hell he wants.
[00:09:00.151 --> 00:09:00.832]  Who needs a Congress?
[00:09:01.525 --> 00:09:03.667]  John Brennan, Obama's counter-terrorism advisor.
[00:09:04.288 --> 00:09:07.011]  I mean, Obama runs Al-Qaeda in Libya and Syria.
[00:09:08.012 --> 00:09:09.574]  Advisor, that's like an oxymoron.
[00:09:10.094 --> 00:09:13.278]  Said today at an event on the Council on Foreign Relations in Washington.
[00:09:13.658 --> 00:09:16.401]  They always make those announcements there at that mafia headquarters.
[00:09:17.734 --> 00:09:19.375]  Same folks praising Al Qaeda last week.
[00:09:19.635 --> 00:09:20.376]  Let's move right along.
[00:09:20.956 --> 00:09:24.539]  Wade Page died of self-inflicted gunshot wound in Sikh temple shooting.
[00:09:24.979 --> 00:09:31.143]  Kind of like we were told somebody said, let's roll and took down Flight 93 even though it was shot down by F-16s.
[00:09:31.424 --> 00:09:37.308]  We were told a cop shot this guy, but now it was self-inflicted, the Army PSYOPS officer.
[00:09:38.433 --> 00:09:46.499]  Connected to the white supremacist group, totally infiltrated, they admit, by the Southern Poverty Law Center, but magically, just like Oklahoma City, it happened.
[00:09:46.859 --> 00:09:52.043]  And the witnesses all said four shooters, and the head of the Sikh temple said, you know, men casing the building.
[00:09:52.083 --> 00:09:52.983]  But hey, you know what?
[00:09:53.764 --> 00:09:59.368]  Let's just ignore they got five bills to basically ban most guns, and the UN treaty's not dead, and all this.
[00:10:01.069 --> 00:10:03.451]  And that the cop didn't shoot him like we were told, and all this.
[00:10:05.192 --> 00:10:06.493]  What facts matter?
[00:10:06.994 --> 00:10:08.295]  They staged Fast and Furious.
[00:10:08.335 --> 00:10:09.455]  They'd never stage this.
[00:10:10.256 --> 00:10:21.001]  These are good people who give out fake tax ID numbers so they can be attached to real taxpayers so the IRS can then go claim they engaged in the crime and take everything they got, no judge or jury.
[00:10:21.021 --> 00:10:22.522]  I mean, it's freedom!
[00:10:23.262 --> 00:10:24.843]  Let the troops use DU that kills them?
[00:10:26.184 --> 00:10:27.684]  Oh yeah, here's our next story.
[00:10:27.744 --> 00:10:28.365]  There's the, uh...
[00:10:29.215 --> 00:10:31.096]  The rancid possum himself.
[00:10:31.676 --> 00:10:35.198]  Democratic Senators offer gun control amendment for cyber security bill.
[00:10:35.558 --> 00:10:37.540]  And it is one hell of a bill.
[00:10:38.040 --> 00:10:41.942]  It will ban all semi-autos, the possession, ban clips, everything else.
[00:10:43.903 --> 00:10:45.303]  Uh, just absolutely horrible.
[00:10:45.323 --> 00:10:46.083]  But, you know, so what?
[00:10:46.103 --> 00:10:48.244]  Chuckie Schumer has bodyguards of his own.
[00:10:48.264 --> 00:10:48.765]  What does he care?
[00:10:49.385 --> 00:10:52.706]  Once he gets your guns, he can really have fun with you, like all despots do.
[00:10:53.166 --> 00:10:55.267]  Let's go now to our next video piece.
[00:10:55.287 --> 00:11:01.230]  You've seen him on the two beta test episodes we shot for PrisonPlanet.tv viewers of Brothers in Arms.
[00:11:02.830 --> 00:11:05.711]  My favorite episode was the drone shot down over Texas.
[00:11:05.751 --> 00:11:08.953]  Here's Matt Williams on how to survive a theater-style shooting.
[00:11:10.147 --> 00:11:19.316]  On July 20th, 2012, James Holmes allegedly committed an act of mass murder at the theater.
[00:11:19.577 --> 00:11:21.118]  Here's how you deal with that.
[00:11:21.398 --> 00:11:23.921]  They've got the Homeland Security video that says, run and hide.
[00:11:25.502 --> 00:11:26.964]  Or use a fire extinguisher.
[00:11:27.645 --> 00:11:30.288]  Well, no, the answer would be have a firearm to defend yourself.
[00:11:30.308 --> 00:11:33.230]  But they always pick places where they think people won't have guns.
[00:11:33.551 --> 00:11:35.312]  So here's Matt Williams' report.
[00:11:35.332 --> 00:11:46.102]  We're going to come back, finish the news, go to the Ask Alex segment with Christy Hightower in studio, and then go to an amazing interview with the former, one of the founding members of the real Black Panther Party.
[00:11:46.122 --> 00:11:46.523]  Stay with us.
[00:11:49.332 --> 00:11:52.233]  This is Matt Williams reporting for InfoWars Nightly News.
[00:11:52.933 --> 00:11:56.654]  Yesterday, I wrote an article regarding surviving a theater-style shooting.
[00:11:56.955 --> 00:12:02.216]  I wrote that article because I really wanted to address some of the concerns and questions a lot of Americans had.
[00:12:02.937 --> 00:12:03.837]  Did you have a choice?
[00:12:04.157 --> 00:12:05.457]  What could have been done to prevent it?
[00:12:06.098 --> 00:12:09.299]  Well, you can't stop crazy, but what you can do is solve it.
[00:12:10.639 --> 00:12:12.780]  In America, we have our Second Amendment.
[00:12:12.840 --> 00:12:15.441]  Our Second Amendment is one of our biggest fundamental rights.
[00:12:15.501 --> 00:12:18.802]  It protects every other amendment and every other right that we have.
[00:12:19.813 --> 00:12:23.936]  If we don't exercise this right, we fall prey to what you've seen in Colorado.
[00:12:24.336 --> 00:12:25.557]  So let's talk about safety tips.
[00:12:25.858 --> 00:12:26.498]  There's only four.
[00:12:26.658 --> 00:12:27.439]  They're very basic.
[00:12:27.459 --> 00:12:30.701]  You'll see a lot of places that have more, maybe even less, hopefully not less.
[00:12:31.202 --> 00:12:37.126]  If you could follow these four basic safety tips, it will ensure not only your safety, but the safety of those around you.
[00:12:37.546 --> 00:12:42.830]  One, all firearms are loaded until you physically and visually inspect the weapon yourself.
[00:12:43.591 --> 00:12:45.572]  Taking someone's word for it just isn't good enough.
[00:12:46.273 --> 00:12:46.393]  Two,
[00:12:47.091 --> 00:12:49.472]  Never point a firearm at anything you're not willing to destroy.
[00:12:49.853 --> 00:12:52.954]  If you can eliminate this, the worst thing you'll do is put a hole in your carpet.
[00:12:53.875 --> 00:12:54.175]  Three.
[00:12:54.575 --> 00:12:58.157]  Your finger stays off the trigger at all times until you're on target.
[00:12:58.657 --> 00:12:59.338]  Yet another thing.
[00:13:00.118 --> 00:13:01.079]  And then finally, four.
[00:13:01.739 --> 00:13:04.400]  Be aware of your target and surroundings at all times.
[00:13:04.981 --> 00:13:10.784]  While your bullet may hit its intended target, you don't know if it'll penetrate it and actually injure an innocent person.
[00:13:11.264 --> 00:13:16.367]  So being aware of your surroundings, your backstop, all these features are very important for safety.
[00:13:17.805 --> 00:13:30.932]  Now the reason why I wrote the article is because there's a lot of opinions on how everything went down, why it went down, and the ultimate reason why I wrote the article is because so many people cower in fear.
[00:13:31.522 --> 00:13:32.323]  There's no reason to.
[00:13:32.543 --> 00:13:38.847]  There are laws in 34 states currently that allow concealed handgun licensing.
[00:13:39.408 --> 00:13:44.111]  Now, I'm not here to tell you that buying a handgun and getting a license is going to save your life.
[00:13:45.232 --> 00:13:52.677]  On the contrary, a lot of people are under the assumption that if they do get a handgun and they get a license, it comes with some sort of mysterious red cape that's going to save them.
[00:13:52.957 --> 00:13:53.738]  It's not the truth.
[00:13:54.478 --> 00:13:57.000]  Along with a firearm and a license comes with a lot of training.
[00:13:57.940 --> 00:14:02.282]  It's something that could be fun, it could be family oriented, it could even be done in a corporate level.
[00:14:02.883 --> 00:14:07.865]  But the fact of the matter is, is if you don't do anything, you will be at the mercy of your attacker.
[00:14:08.386 --> 00:14:15.409]  Now keep in mind, 911, our police officers are out there and they're trying to do the best job possible, and for the most part I think they're doing a great job.
[00:14:16.050 --> 00:14:19.692]  However, you're still waiting on a four to five minute downtime for response.
[00:14:20.172 --> 00:14:21.893]  That leaves you at the mercy of your attacker.
[00:14:22.899 --> 00:14:24.319]  These people are not talking.
[00:14:24.559 --> 00:14:25.259]  They are shooting.
[00:14:25.760 --> 00:14:29.520]  In three or four minutes, or even five minutes, you can clear out an entire movie theater.
[00:14:29.560 --> 00:14:32.041]  Not just one of the theaters, but the entire complex.
[00:14:33.001 --> 00:14:38.242]  So taking your personal safety into your own hands is not just an option.
[00:14:38.762 --> 00:14:41.062]  It's a duty and a right that you have to exercise.
[00:14:41.082 --> 00:14:44.203]  And if you don't exercise it, as we've all learned, you'll lose it.
[00:14:44.583 --> 00:14:49.104]  I myself am a DPS certified CHL instructor in the state of Texas.
[00:14:49.984 --> 00:14:52.546]  Texas has reciprocity in 33 other states.
[00:14:52.586 --> 00:14:55.808]  That means our licensors are good in their states and theirs in ours.
[00:14:55.848 --> 00:14:56.969]  However, the laws do differ.
[00:14:57.609 --> 00:15:04.214]  After reviewing Colorado's law, all that I saw is that gun-free zones can only be implemented for federal buildings.
[00:15:04.934 --> 00:15:12.980]  So why is this theater chain actually stripping you of your constitutional rights, thinking that corporate policy can supersede state law?
[00:15:14.320 --> 00:15:18.083]  Individuals such as James Holm are somewhat of an enigma.
[00:15:19.318 --> 00:15:26.045]  The alleged shooter had walked into this movie theater towards the fire exit, I believe, towards the movie screen and opened fire.
[00:15:26.665 --> 00:15:29.288]  For the people in the front row, there was simply no surviving it.
[00:15:29.488 --> 00:15:30.929]  It was a matter of numbers.
[00:15:31.750 --> 00:15:34.413]  But the individuals in the remainder of the theater had a choice.
[00:15:34.833 --> 00:15:40.679]  Unfortunately, they made the choice not to arm themselves, not to exercise their constitutional rights, to self-defense.
[00:15:41.680 --> 00:15:42.721]  And they paid the price for it.
[00:15:43.795 --> 00:15:49.356]  I'm not saying a simple license like a concealed handgun license as well as a weapon is going to solve your problem.
[00:15:49.476 --> 00:15:51.897]  These two things do not magically come with a red cape.
[00:15:52.517 --> 00:15:54.557]  However, it is a start.
[00:15:55.378 --> 00:15:57.898]  After that, once you obtain these things, you can obtain training.
[00:15:58.018 --> 00:15:59.499]  You can build your skill level.
[00:15:59.859 --> 00:16:03.539]  You can become proficient and ultimately ensure your own safety.
[00:16:04.200 --> 00:16:05.240]  Now you can sit there and call 911.
[00:16:06.380 --> 00:16:10.221]  The boys in blue definitely worked their butt off to help us out and they do a damn good job.
[00:16:10.874 --> 00:16:17.539]  But at the end of the day, when a lunatic like this enters a room and starts taking lives, law enforcement becomes a placebo.
[00:16:18.240 --> 00:16:21.443]  You have four to five minutes before response time actually comes in and saves you.
[00:16:21.843 --> 00:16:22.944]  Are you willing to wait that long?
[00:16:23.024 --> 00:16:24.485]  Or more importantly, can you?
[00:16:26.109 --> 00:16:28.651]  In this situation, someone could have stopped him.
[00:16:28.912 --> 00:16:34.096]  All it would have taken was one woman, one man, who was well-trained, with a sidearm, and knew how to approach it.
[00:16:34.536 --> 00:16:35.257]  I know what you're thinking.
[00:16:35.497 --> 00:16:36.278]  He had a lot of guns.
[00:16:36.358 --> 00:16:37.179]  He had body armor.
[00:16:37.639 --> 00:16:40.201]  Well, body armors don't deflect bullets like Superman.
[00:16:40.542 --> 00:16:42.263]  They simply absorb kinetic energy.
[00:16:42.844 --> 00:16:44.305]  A bullet still has impact.
[00:16:44.405 --> 00:16:45.346]  It still breaks bones.
[00:16:45.366 --> 00:16:46.427]  It still ruptures organs.
[00:16:46.889 --> 00:16:48.250]  There's things that could have been done.
[00:16:48.670 --> 00:16:59.599]  And that's what this article is really designed to do, is plant seeds in your mind to ask more questions, to find out more information on what you can do as an American to protect yourself.
[00:17:00.520 --> 00:17:07.406]  And remember, there are over 70 million gun owners that own 3.6 guns each that killed no one yesterday.
[00:17:07.966 --> 00:17:10.108]  It's not the inanimate objects that you got to worry about.
[00:17:10.308 --> 00:17:11.489]  It's that small residual.
[00:17:11.669 --> 00:17:14.772]  For the most part, us as Americans are great people.
[00:17:15.216 --> 00:17:16.421]  It's time we start acting like it.
[00:17:16.782 --> 00:17:17.807]  It's time we start uniting.
[00:17:18.369 --> 00:17:20.638]  My name is Matt Williams with InfoWars Nightly News.
[00:17:23.018 --> 00:17:24.799]  Thank you for that report, Matt Williams.
[00:17:25.360 --> 00:17:27.541]  Hopefully folks will get this information out to everybody.
[00:17:28.241 --> 00:17:37.207]  Just since the shootings in the last three weeks, I've seen dozens and dozens of reports of citizens shooting a guy that's shooting at cops and killing him.
[00:17:37.727 --> 00:17:42.310]  Or people breaking into businesses and an old woman runs off five armed guys.
[00:17:42.470 --> 00:17:49.275]  Or people break in with guns into an internet cafe and one old guy with a .25 shoots them and runs them off and they get arrested.
[00:17:49.855 --> 00:17:53.518]  I mean, just every day I see it, but it's only in local news.
[00:17:54.899 --> 00:18:07.367]  The truth is over two million violent crimes are stopped each year, the FBI admits with the Second Amendment, and you're 20 plus times, it's over 20, more crimes are frustrated by guns than are actually committed with guns.
[00:18:07.808 --> 00:18:13.672]  But don't let the facts get in the way of a good story, as the new world order likes to say.
[00:18:14.472 --> 00:18:16.374]  Let's continue on with the next report here.
[00:18:17.495 --> 00:18:18.536]  Outrage in U.S.
[00:18:18.636 --> 00:18:21.638]  as black man is shot in the head while handcuffed in police car.
[00:18:21.678 --> 00:18:23.359]  Man, we're seeing this more and more.
[00:18:24.680 --> 00:18:28.662]  Saw it out there in the case of San Francisco where the guys in handcuffs hadn't done anything.
[00:18:29.183 --> 00:18:33.786]  The cop shoots him in the back and then they grab all the cameras with all but one and say that he had attacked them.
[00:18:34.466 --> 00:18:37.948]  That's pretty darn scary because let me tell you something.
[00:18:37.968 --> 00:18:42.491]  Even if some of you out there are racist and don't like black folks just because they're black, let me tell you something.
[00:18:42.511 --> 00:18:44.933]  Whatever they beta test on the black folks gets done to everybody.
[00:18:45.421 --> 00:18:52.264]  It's called, you reap what you sow, and hundreds of people have taken to the streets to protest an official explanation of a suicide.
[00:18:53.104 --> 00:18:56.526]  The death of Chavez Carter, 21, in Jonesboro, Arkansas.
[00:18:56.566 --> 00:18:59.927]  Mr. Carter was pulled over by police late last month and searched twice by officers.
[00:19:00.588 --> 00:19:02.368]  They discovered a $10 bag of marijuana.
[00:19:02.388 --> 00:19:03.849]  Well, that's a death penalty in America.
[00:19:04.709 --> 00:19:10.372]  Mr. Carter had his hands cut behind his back and put in the police car, and then, they say, shot himself in the head.
[00:19:12.319 --> 00:19:15.002]  Okay, it's like Gary Webb that exposed CIA drug dealing.
[00:19:15.383 --> 00:19:16.724]  Shot himself twice in the head.
[00:19:19.628 --> 00:19:21.450]  Bad, bad, bad mojo there.
[00:19:22.351 --> 00:19:23.032]  Continuing.
[00:19:24.273 --> 00:19:29.079]  Occupier charged with terroristic felony for protesting in front of bank.
[00:19:29.620 --> 00:19:31.021]  And I saw this and went and looked it up.
[00:19:31.102 --> 00:19:31.943]  It's really true.
[00:19:32.626 --> 00:19:42.914]  A protester belonging to an Occupy Wall Street group in rural Pennsylvania is being charged with felony attempt, bank robbery, and terrorism-related charge for holding signs up during a demonstration at local Wells Fargo branch.
[00:19:43.599 --> 00:19:48.722]  David C. Krasinski, 22, was charged on Tuesday with attempted bank robbery and terroristic threatening.
[00:19:49.262 --> 00:19:52.164]  Both felonies, as well as misdemeanor charges of disorderly conduct.
[00:19:52.524 --> 00:19:59.068]  Police detained him after he walked into the Edison PA Wells Fargo branch with a sign that read, you're being robbed.
[00:19:59.568 --> 00:20:02.690]  Another said, give a man a gun, he can rob a bank.
[00:20:02.790 --> 00:20:04.991]  Give a man a bank and he can rob a country.
[00:20:05.726 --> 00:20:09.429]  So they clearly twisted that to claim that his speech was a weapon.
[00:20:11.210 --> 00:20:12.011]  Unbelievable.
[00:20:12.171 --> 00:20:19.716]  And you've got federal courts ruling that, hey, free speech zones can be 100 miles away from where something's at, end of the First Amendment, when it comes to the street.
[00:20:19.776 --> 00:20:22.018]  Now they want cybersecurity to do away with that as well.
[00:20:23.318 --> 00:20:28.862]  Shifting gears to more globalist hot air, NASA's Hanson exploits hot summers to push carbon fascism.
[00:20:28.882 --> 00:20:30.804]  And what they do is, this is not a record hot summer.
[00:20:31.244 --> 00:20:35.247]  I remember it being 115 degrees when I was playing football in Dallas.
[00:20:35.802 --> 00:20:36.645]  Back in the late 1980s, early 1990s.
[00:20:40.888 --> 00:20:45.010]  And I remember, you know, days of 110, 112, 115 going all week.
[00:20:45.490 --> 00:20:46.751]  And it's been nothing like that.
[00:20:46.811 --> 00:20:48.392]  We always have hot summers here.
[00:20:48.632 --> 00:20:55.416]  What they do is, and this has come out, they put the thermometers on airport tarmacs and on top of buildings where they can say it's hotter than ever.
[00:20:55.736 --> 00:21:01.099]  Global temperatures have dropped in the last 15 years, and the climate gate emails from these people admit that.
[00:21:01.399 --> 00:21:06.882]  But his answer is pay Al Gore and him and others money to breathe carbon dioxide.
[00:21:07.942 --> 00:21:13.327]  Okay, and again, it is the sun that's the main driver regardless, but the UN voted three years ago to say the sun doesn't affect climate.
[00:21:13.367 --> 00:21:14.468]  Well, if you say so.
[00:21:14.488 --> 00:21:16.710]  I mean, it must be true.
[00:21:16.730 --> 00:21:19.072]  Why does it get hot in the middle of the day then?
[00:21:19.133 --> 00:21:23.917]  I mean, I'm not a rocket scientist, but again, I'm not a lying NASA scientist either.
[00:21:24.457 --> 00:21:26.319]  Okay, that's all teleprompter-free, by the way.
[00:21:26.359 --> 00:21:27.340]  That's why it's so cheesy.
[00:21:27.761 --> 00:21:30.763]  Man jailed for collecting rainwater begins sentence.
[00:21:31.104 --> 00:21:32.225]  It's a 10-year battle.
[00:21:33.306 --> 00:21:37.732]  In Oregon, 30 Dale's in jail because he has a small pond in his backyard.
[00:21:37.812 --> 00:21:38.893]  Pool pond, same thing.
[00:21:39.574 --> 00:21:40.996]  Pond would be good for you.
[00:21:41.677 --> 00:21:43.980]  And he would use it to water his plants.
[00:21:44.060 --> 00:21:45.702]  Well, you ain't doing that, Jack.
[00:21:46.303 --> 00:21:49.206]  I've talked to family that have cattle ponds on our family ranch.
[00:21:50.247 --> 00:21:54.371]  And other families are getting letters saying the government wants to know where their cows are getting the water.
[00:21:54.732 --> 00:21:59.997]  Well, we had a bulldozer 20 years ago go dig a hole out there and the rainwater gets in it and the cows drink it.
[00:22:00.597 --> 00:22:08.385]  They're like, hey, we're going to put a meter on that jack because that water belongs to Uncle Sam, who, by the way, works for foreign banks that are above the law and don't pay taxes.
[00:22:09.005 --> 00:22:10.346]  But hey, it's all fun.
[00:22:11.006 --> 00:22:18.612]  So he's serving his 30-day stint, lives out in the country and collects water for his garden.
