[00:00:02.190 --> 00:00:02.451]  I'm good.
[00:05:44.952 --> 00:05:53.877]  And earlier I discussed that one of the reasons why this also is occurring is to divert the public from the horrible economic news that we continue to sadly receive.
[00:05:54.398 --> 00:05:56.359]  Today, Bern Bernanke,
[00:05:57.319 --> 00:05:57.979]  We're good to go.
[00:06:18.311 --> 00:06:20.894]  Mr. Bernanke continues to do that.
[00:06:21.014 --> 00:06:24.498]  Our president doesn't use the bully pulpit to condemn his actions.
[00:06:25.139 --> 00:06:29.103]  And according to an article written today by Alex Jones and Paul Joseph Watson,
[00:06:30.413 --> 00:06:47.543]  While Ben Bernanke's announcement that the Federal Reserve will embark on an open-ended scheme to purchase $40 billion in mortgage-backed securities each month has been touted by the established media as the beginning of QE3, it is in fact nothing less than another banker bailout in disguise.
[00:06:48.004 --> 00:06:57.610]  Later on in the article it says, this has nothing to do with getting the economy going again and will only serve as yet another huge wealth transfer from the middle class to the elite.
[00:06:58.490 --> 00:07:13.256]  And how that occurs is obviously when you devalue the currency, you squeeze the middle class, and here come the elite and members of the government and say that we're going to now purchase assets for pennies on the dollar, but we're doing it for your good.
[00:07:13.576 --> 00:07:19.438]  Hey, there's no economic activity going on right now, so you should be thankful that we're buying your home for pennies on the dollar.
[00:07:19.458 --> 00:07:24.160]  You should be thankful that we're buying that commercial property for pennies on the dollar.
[00:07:24.500 --> 00:07:26.901]  A very, very sad situation.
[00:07:28.241 --> 00:07:30.962]  In my estimation, we've gone off the fiscal cliff.
[00:07:30.982 --> 00:07:33.483]  We're just now in mid-air waiting to splat.
[00:07:33.924 --> 00:07:35.084]  It's very, very sad.
[00:07:35.104 --> 00:07:36.064]  We're going to go.
[00:07:36.124 --> 00:07:38.725]  Now, many people sadly don't even know that this is going on.
[00:07:38.765 --> 00:07:40.786]  We live in the United States of American Idol.
[00:07:41.186 --> 00:07:43.027]  We live in the United States of football.
[00:07:43.607 --> 00:07:45.768]  And many people don't know that this is going on.
[00:07:45.808 --> 00:07:55.072]  And recently, our reporter Dan Badondi spoke to local area residents to ask them simple questions about the Bill of Rights.
[00:07:55.856 --> 00:08:02.941]  Just in case you don't know, many surveys show that most Americans don't even know who their Vice President is, let alone the Bill of Rights.
[00:08:02.981 --> 00:08:08.284]  But here's Dan Bodondi asking local residents questions about the Bill of Rights.
[00:08:08.444 --> 00:08:09.085]  Over to you, Dan.
[00:08:11.506 --> 00:08:15.449]  Hi, this is Dan Bodondi standing in a corner near the Capitol for Infowars.com.
[00:08:15.809 --> 00:08:16.509]  And what's your name, sir?
[00:08:16.930 --> 00:08:17.630]  My name is Jason.
[00:08:17.890 --> 00:08:18.451]  Quick question.
[00:08:18.771 --> 00:08:19.952]  Who won the Super Bowl last year?
[00:08:23.522 --> 00:08:23.942]  I don't know.
[00:08:23.962 --> 00:08:26.064]  I'm out of that whole gridlock.
[00:08:26.564 --> 00:08:27.304]  Young Giants?
[00:08:27.925 --> 00:08:31.027]  Uh, last year I believe that the Giants won the Super Bowl.
[00:08:31.507 --> 00:08:32.648]  Yeah, wasn't it Bill Clinton?
[00:08:33.108 --> 00:08:33.689]  No, no.
[00:08:34.409 --> 00:08:34.949]  Obama.
[00:08:35.310 --> 00:08:38.131]  Hey, could you tell me who the Vice President of the United States is?
[00:08:39.973 --> 00:08:42.394]  Uh... No.
[00:08:43.595 --> 00:08:44.195]  Joe Biden.
[00:08:45.436 --> 00:08:46.917]  Oh, uh, Joe Biden?
[00:08:47.237 --> 00:08:49.018]  You can't ask me questions I blank.
[00:08:51.249 --> 00:08:52.469]  Obama's our vice president.
[00:08:52.529 --> 00:08:52.850]  Yeah.
[00:08:52.870 --> 00:08:53.250]  Joe Biden.
[00:08:54.310 --> 00:08:55.190]  Uh, Joe Biden?
[00:08:55.511 --> 00:08:57.191]  Could you name three Simpsons characters?
[00:08:57.791 --> 00:08:59.412]  Bart, Marge, and Lisa.
[00:09:00.492 --> 00:09:02.653]  Bart, Marge, and Homer.
[00:09:03.053 --> 00:09:04.394]  Bart, Lisa, and Marge.
[00:09:04.534 --> 00:09:06.434]  Could you name the three branches of government?
[00:09:07.615 --> 00:09:16.258]  Judicial, legislative, and... Begins with an E.
[00:09:19.875 --> 00:09:20.376]  Executive.
[00:09:20.416 --> 00:09:21.877]  I know, I was like... Well, you're close.
[00:09:21.897 --> 00:09:23.819]  I mean, a lot of people can't answer those questions.
[00:09:25.140 --> 00:09:30.866]  Legislative, judicial, and executive.
[00:09:31.647 --> 00:09:33.689]  Could you recite two amendments to the Constitution?
[00:09:35.070 --> 00:09:35.551]  Oh, man.
[00:09:35.571 --> 00:09:40.536]  How about the first amendment?
[00:09:41.363 --> 00:09:43.768]  I don't remember.
[00:09:43.828 --> 00:09:44.008]  But...
[00:09:53.834 --> 00:09:56.015]  Well, yeah, it was a pocket constitution anyway.
[00:09:56.656 --> 00:10:00.598]  Two of the Bill of Rights, I'll tell you, the first Bill of Rights is, no other gods before me.
[00:10:01.279 --> 00:10:04.601]  And the second one is the Sabbatical, which keeps Father God first.
[00:10:04.961 --> 00:10:08.223]  Well, that's the Ten Commandments, which is great memorizing, that's probably most important.
[00:10:08.803 --> 00:10:11.725]  And, uh, but do you know the Constitutional Bill of Rights, the First Amendment?
[00:10:12.345 --> 00:10:13.486]  Uh, no, sir, I do not.
[00:10:14.707 --> 00:10:18.589]  Uh, freedom of speech, the right to bear arms, uh, freedom of the press.
[00:10:19.630 --> 00:10:22.792]  And, uh, freedom of speech and freedom of, uh, press, what amendment is that?
[00:10:23.493 --> 00:10:25.817]  Uh, it's the second one, I believe?
[00:10:26.197 --> 00:10:26.959]  First, yeah.
[00:10:27.519 --> 00:10:29.082]  And, uh, the right to bear arms is?
[00:10:29.943 --> 00:10:32.588]  The... What'd you say, the second?
[00:10:32.628 --> 00:10:32.848]  Fifth?
[00:10:33.128 --> 00:10:33.549]  Second, okay.
[00:10:33.569 --> 00:10:33.850]  Second.
[00:10:34.859 --> 00:10:40.563]  We got the right to bear arms and the right to pay the government a lot of money every day.
[00:10:40.583 --> 00:10:49.029]  If you're gonna be dumb, then you gotta be tough.
[00:10:49.689 --> 00:10:56.234]  If you get knocked down, you gotta get back up.
[00:10:56.274 --> 00:10:58.816]  Read your constitution before it's gone.
[00:10:59.656 --> 00:11:01.958]  Dan Bodondi for the InfoWars Nightly News.
[00:11:06.837 --> 00:11:08.259]  Thank you, Dan, for that report.
[00:11:08.820 --> 00:11:14.589]  In other news, according to Reuters, Twitter gives Occupy protesters tweets to U.S.
[00:11:14.749 --> 00:11:15.109]  Judge.
[00:11:15.610 --> 00:11:16.672]  According to the report,
[00:11:17.802 --> 00:11:31.945]  Twitter handed over tweets from an Occupy Wall Street protester to a New York criminal judge today after months of fighting a subpoena from prosecutors in a closely watched case pitting privacy and free speech advocates against law enforcement.
[00:11:32.305 --> 00:11:39.627]  According to the article, Malcolm Harris was one of hundreds arrested during a mass protest on the Brooklyn Bridge in October of 2011.
[00:11:41.653 --> 00:11:56.884]  The Manhattan District Attorney's Office wants the tweets, which are no longer available online, to try to undermine Harris' argument that police officers appear to lead protesters onto the bridge's roadways, only to arrest them for obstructing traffic.
[00:11:57.544 --> 00:12:13.490]  So, according to Mr. Harris, who was a member of the Occupy Protest Movement, he was just protesting and the police said, come this way, you know, over here, and then once he and other members of the group did that, they arrested him for obstructing traffic.
[00:12:13.910 --> 00:12:17.531]  Now, law enforcement officials want his tweets.
[00:12:17.571 --> 00:12:23.714]  Supposedly, he talked about the matter online, and now law enforcement officials want to see what he said.
[00:12:24.654 --> 00:12:32.918]  Um, and this is part of a bigger problem, and that's that how far can the government get its grimy little hands on our accounts?
[00:12:33.379 --> 00:12:40.982]  We know that a couple of weeks ago, a former Marine was posting, um, comments on Facebook, and he was visited by federal authorities.
[00:12:41.002 --> 00:12:41.863]  They questioned him.
[00:12:42.183 --> 00:12:43.764]  They actually took him into custody.
[00:12:44.484 --> 00:12:54.832]  And I think we could all possibly agree that if someone says, I'm about to kill you, and then they go out and do it, then maybe those comments should be used in a court of law.
[00:12:55.252 --> 00:12:58.274]  But the question is, when is enough enough?
[00:12:58.515 --> 00:13:06.320]  Obviously, a violent crime wasn't committed here, and already the government wants to get its grimy little hands on this gentleman's Twitter account.
[00:13:06.681 --> 00:13:09.703]  Now, the judge who's going to oversee this case has stated
[00:13:10.123 --> 00:13:12.624]  He's solely going to focus on this case.
[00:13:13.044 --> 00:13:15.325]  However, he expects this case to be appealed.
[00:13:15.685 --> 00:13:31.089]  And when it is appealed, he hopes that the judge in that case acknowledges the broader issue, which is when does the government overreach in terms of online, getting people's online posts.
[00:13:31.189 --> 00:13:32.130]  So he wants
[00:13:33.090 --> 00:13:36.694]  The new judge to address the broader issue, but he's not going to do that.
[00:13:36.734 --> 00:13:41.399]  He's just going to focus on this specific issue, but more government involvement in your life.
[00:13:41.859 --> 00:13:50.688]  And in other news, in the state of Maryland, they're installing cameras, believe this or not, to see other surveillance cameras.
[00:13:51.969 --> 00:13:56.554]  In the state of Maryland, supposedly, according to authorities, many people have been
[00:13:57.654 --> 00:13:58.294]  You know what?
[00:14:16.644 --> 00:14:23.931]  Who said that local people had started targeting the speed cameras police put up in intersections as well as surveillance cameras.
[00:14:24.372 --> 00:14:29.857]  The police said that since April, six people have been involved in camera damaging activities.
[00:14:30.257 --> 00:14:35.522]  And according to the police, one man literally pulled out a pistol and used the camera for target practice.
[00:14:35.923 --> 00:14:39.086]  Police found another speed camera, flipped over,
[00:14:39.426 --> 00:14:39.946]  We're good to go.
[00:14:55.954 --> 00:15:00.117]  The police's rationale behind this is, hey listen, these cameras cost up to $30,000.
[00:15:00.557 --> 00:15:02.338]  We can't have people damaging them.
[00:15:02.698 --> 00:15:06.340]  So again, we need to have cameras viewing other cameras.
[00:15:06.380 --> 00:15:08.081]  We don't even know if these stories are true.
[00:15:08.402 --> 00:15:10.503]  And here's a thought to the law enforcement authorities.
[00:15:10.783 --> 00:15:14.365]  Maybe people are just fed up with being monitored all the time.
[00:15:14.906 --> 00:15:18.968]  Maybe this is a reaction to them getting tired of the surveillance state.
[00:15:19.408 --> 00:15:22.470]  We are definitely becoming one nation under surveillance.
[00:15:22.890 --> 00:15:25.092]  And across the pond in the UK,
[00:15:26.494 --> 00:15:29.056]  Wow, if this doesn't make your blood boil, I don't know what will.
[00:15:29.697 --> 00:15:43.767]  An activist organization called Big Brother Watch has found that about 200 high schools across Britain have installed surveillance cameras in bathrooms or locker rooms.
[00:15:44.368 --> 00:15:50.653]  According to the principals at one of those high schools, quote, it's a way of safeguarding our children
[00:15:51.724 --> 00:16:00.039]  She described her school's cameras, whose footage is reviewed only if there is suspicion of wrongdoing, as useful anti-bullying tools.
[00:16:00.500 --> 00:16:02.243]  And she rejected any suggestion
[00:16:03.206 --> 00:16:09.068]  That the recording captures the students' most intimate activities, saying the cameras monitor just the doors.
[00:16:09.108 --> 00:16:10.729]  Well, isn't that just lovely?
[00:16:11.709 --> 00:16:14.711]  If you believe that, then you're sadly mistaken.
[00:16:14.731 --> 00:16:22.074]  But even if they are right, the cameras could simply be moved a little bit to the right and you can catch kids going to the bathroom.
[00:16:22.094 --> 00:16:25.915]  You can get a pervert to obviously manipulate the cameras.
[00:16:26.655 --> 00:16:30.217]  And this could very well come to the United States
[00:16:30.797 --> 00:16:42.847]  And also, it's important to note that this organization, Big Brother Watch, asked about 2,000 schools, are they placing cameras in their bathrooms and their locker rooms?
[00:16:43.468 --> 00:16:46.310]  They asked about 4,000 schools, are they doing this?
[00:16:46.450 --> 00:16:48.532]  Only 2,000 schools responded.
[00:16:49.052 --> 00:16:52.735]  So, there's a chance that there's even more schools that are doing this.
[00:16:53.496 --> 00:16:59.421]  And, of the schools that did respond, 90% said that they do have cameras
[00:17:00.316 --> 00:17:01.197]  Throughout the school.
[00:17:01.577 --> 00:17:14.027]  So about 10% said in the bathrooms and in the locker rooms, but an additional 80% said, no, we don't have them in the bathrooms, but we do have them somewhere else in the school, in the hallways, you know, it could be anywhere else.
[00:17:14.507 --> 00:17:16.449]  So this could very well come to the United States.
[00:17:16.549 --> 00:17:26.617]  I said a couple of days ago that Mayor Michael Bloomberg, quite often when he rolls out big government programs, he uses things that are going out in England as an example.
[00:17:26.998 --> 00:17:29.760]  He always says London is doing it, Sheffield is doing it.
[00:17:30.140 --> 00:17:32.762]  So this could very well come to our country.
[00:17:32.802 --> 00:17:34.063]  It's very sad to see.
[00:17:34.943 --> 00:17:40.366]  And now we're going to go over to Linda West, who's going to talk about economic news and other hard-hitting news.
[00:17:40.747 --> 00:17:41.507]  Over to you, Linda.
[00:17:44.109 --> 00:17:44.789]  Thanks, Dave.
[00:17:45.410 --> 00:17:47.231]  This is Linda West with the Nightly News.
[00:17:48.291 --> 00:17:53.955]  QE3 begins today, so that means more bank giveaways while the Americans suffer.
[00:17:56.466 --> 00:18:03.539]  2008 when these bailouts started and we sent trillions of dollars to the banks hoping that somehow it would trickle down and help Americans.
[00:18:04.755 --> 00:18:05.916]  That really didn't seem to work.
[00:18:06.876 --> 00:18:09.957]  So then they brought in QE1 and QE2.
[00:18:10.538 --> 00:18:12.219]  Now we're seeing QE3.
[00:18:12.639 --> 00:18:16.260]  But unlike the other two, QE3 is going to be endless.
[00:18:16.921 --> 00:18:27.806]  From an article by Mike Snyder, he writes, the Fed is going to buy $40 billion worth of mortgage-backed securities per month until they have decided that the economy is in good enough shape to stop.
[00:18:28.506 --> 00:18:33.469]  In other words, we're going to print a bunch of money and buy stuff for as long as we feel it's necessary.
[00:18:34.429 --> 00:18:35.009]  So here we go.
[00:18:35.510 --> 00:18:37.971]  This is an all-out attack against the U.S.
[00:18:38.011 --> 00:18:38.372]  dollar.
[00:18:39.112 --> 00:18:50.360]  Obviously, they're going to continue to print even more money, according to the Fed, such as with Operation Twist and its policy of reinvesting principal payments from agency debt and mortgage-backed securities back into mortgages.
[00:18:50.720 --> 00:18:53.722]  That comes to $85 billion a month.
[00:18:54.683 --> 00:18:56.564]  Okay, let's let that sink in a second.
[00:18:57.044 --> 00:19:03.769]  That's $85 billion a month that the Fed is going to start printing up with no end date.
[00:19:04.858 --> 00:19:09.684]  So, what exactly do we think that this is going to do to the American dollar?
[00:19:10.005 --> 00:19:15.172]  And how do we think that this is possibly going to help when QE1 and QE2 didn't help?
[00:19:15.792 --> 00:19:17.815]  And let's put another thing out there.
[00:19:18.456 --> 00:19:20.519]  It's not like this money is coming home.
[00:19:20.899 --> 00:19:24.040]  This money is going overseas, probably mostly to China.
[00:19:24.400 --> 00:19:29.522]  It's not going to come home for research, infrastructure, to help education or pensions.
[00:19:29.962 --> 00:19:31.343]  None of this is coming home.
[00:19:31.703 --> 00:19:34.924]  The only thing coming home to us is the big bag of debt.
[00:19:35.484 --> 00:19:37.385]  Not only to us, but to our children.
[00:19:38.445 --> 00:19:39.346]  So what do we do about this?
[00:19:40.286 --> 00:19:41.366]  What could we possibly do?
[00:19:43.837 --> 00:19:46.279]  One thing we could possibly look at is Iceland.
[00:19:47.100 --> 00:19:57.170]  Now, you probably haven't heard a whole lot about Iceland because there seems to be a big blackout in our mass media outlets on what is actually going on in Iceland.
[00:19:57.550 --> 00:20:00.132]  So let me tell you what actually happened in Iceland.
[00:20:01.053 --> 00:20:07.198]  When the recession hit in Iceland, they were sitting in a much worse situation than we are now.
[00:20:07.779 --> 00:20:09.520]  But they handled it a little differently.
[00:20:10.221 --> 00:20:12.102]  In fact, they completely revolted.
[00:20:12.402 --> 00:20:14.044]  They rebelled, they went nuts.
[00:20:14.184 --> 00:20:16.506]  They went down to the parliament and they started throwing rocks.
[00:20:17.731 --> 00:20:23.156]  In fact, what happened next, according to a Ron Paul article, was extraordinary.
[00:20:23.637 --> 00:20:32.285]  The belief that citizens had to pay for the mistakes of a financial monopoly, that an entire nation must be taxed to pay off private debts, was shattered.
[00:20:32.785 --> 00:20:41.393]  Transforming the relationship between citizens and their political institutions, and eventually driving Iceland's leaders to the side of their constituents.
[00:20:41.994 --> 00:20:52.256]  The head of state, Olafur Ragnar Grimsson, refused to ratify the law that would have made Iceland's citizens responsible for its bankers' debt and accepted calls for a referendum.
[00:20:53.664 --> 00:20:56.905]  Obviously, they're not drinking the fluoride over in Iceland.
[00:20:57.405 --> 00:21:05.207]  Because then, in March 2010, they passed a referendum with a 93% vote against repayment of the debt.
[00:21:05.247 --> 00:21:06.187]  The people just said no.
[00:21:06.747 --> 00:21:14.469]  Iceland chose the route of protecting its populace, the taxpayer, from absorbing more debt so that the global banking oligarchy could be made whole.
[00:21:15.709 --> 00:21:24.154]  With the support of a furious citizenry, the government launched civil and penal investigations into those responsible for the financial crisis.
[00:21:24.754 --> 00:21:27.176]  They went out with arrest warrants for the ex-president.
[00:21:27.416 --> 00:21:35.121]  They actually went and indicted the prime minister and arrested the top three CEOs of the top banks.
[00:21:35.461 --> 00:21:36.802]  That's how Iceland handled it.
[00:21:38.277 --> 00:21:40.420]  So, this is what else they did.
[00:21:40.921 --> 00:21:44.306]  They forgave the debt of a quarter of their citizens.
[00:21:44.326 --> 00:21:48.331]  25% of their citizens, they just said, no, you don't have to pay it back.
[00:21:48.712 --> 00:21:51.916]  And for those people that were underwater in their mortgages, over 110%, they forgave those too.
[00:21:55.026 --> 00:21:55.206]  No.
[00:21:55.826 --> 00:21:58.268]  They didn't take that very well, the bankers that control everything.
[00:21:58.528 --> 00:21:59.408]  They threatened them.
[00:21:59.488 --> 00:22:00.569]  They intimidated them.
[00:22:00.649 --> 00:22:03.150]  They said, when you go down, we're not going to give you any loans.
[00:22:03.871 --> 00:22:04.431]  But guess what?
[00:22:05.331 --> 00:22:06.092]  They didn't go down.
[00:22:06.372 --> 00:22:08.133]  In fact, they flourished.
[00:22:09.473 --> 00:22:11.735]  On top of it, they wrote a new constitution.
[00:22:13.052 --> 00:22:13.713]  This is what they did.
[00:22:13.753 --> 00:22:23.965]  The people of Iceland elected 25 citizens from among 522 adults not belonging to any political party, but recommended by at least 30 other citizens.
[00:22:24.486 --> 00:22:29.112]  This document was not the work of a handful of politicians, but was actually written
[00:22:29.472 --> 00:22:39.399]  On the Internet, the constituents' meetings were streamed online and the citizens could send their comments and suggestions, witnessing the document as it took shape.
[00:22:39.859 --> 00:22:48.425]  The Constitution that eventually emerged from this participatory democratic process will be submitted to Parliament for approval after the next elections.
[00:22:48.965 --> 00:22:50.726]  So they rewrote the Constitution.
[00:22:50.746 --> 00:22:52.567]  They actually threw the politicians out.
[00:22:53.007 --> 00:23:00.491]  They got people, normal people, that the other people at all decided that these were the best people, and then they put it online.
[00:23:00.531 --> 00:23:01.712]  I mean, talk about democratic.
[00:23:02.699 --> 00:23:05.241]  Okay, so how did that turn out?
[00:23:05.701 --> 00:23:09.384]  Everyone said it was going to go down, it was this big experiment, because we really haven't heard, right?
[00:23:09.664 --> 00:23:10.825]  Well, I'll tell you how it turned out.
[00:23:11.206 --> 00:23:12.106]  They're flourishing.
[00:23:12.506 --> 00:23:14.228]  Their GDP has rebounded.
[00:23:14.368 --> 00:23:18.331]  In fact, they're doing better than the EU and most of the developing nations right now.
[00:23:18.871 --> 00:23:27.538]  And according to the Fitch rating on Bloomberg, the unorthodox crisis policy response in Iceland has succeeded.
[00:23:27.858 --> 00:23:31.481]  So, the takeaway is QE1 didn't work.
[00:23:32.267 --> 00:23:37.472]  QE2 didn't work, and QE3 is certainly not going to work.
[00:23:37.933 --> 00:23:41.356]  Hyperinflating our dollar is not going to work.
[00:23:41.856 --> 00:23:42.537]  What will work?
[00:23:43.118 --> 00:23:45.400]  What did work is Iceland's program.
[00:23:45.720 --> 00:23:49.504]  So, they sent policemen in to arrest the bankers, and they succeeded.
[00:23:49.564 --> 00:23:50.285]  They're doing great.
[00:23:50.745 --> 00:23:53.648]  So, I say, let's do what Iceland did.
[00:23:54.288 --> 00:23:56.611]  This is Linda West reporting for Nightly News.
[00:24:23.777 --> 00:24:28.301]  Alex Jones here with a message that could revolutionize health in this country.
[00:24:28.581 --> 00:24:34.426]  Going back about a year and a half ago, I began to learn about the incredible health effects of longevity products.
[00:24:34.826 --> 00:24:38.609]  Erin Dykes lost 92 pounds.
[00:24:38.629 --> 00:24:40.391]  We're going to show you some before and afters.
[00:24:40.851 --> 00:24:42.632]  Aaron, break down what happened.
[00:24:42.672 --> 00:24:43.212]  Your story.
[00:24:43.492 --> 00:24:48.573]  I've worked really hard with diet and exercise to try to lose weight, but I just didn't get the results.
[00:24:48.613 --> 00:24:49.473]  It just didn't happen.
[00:24:49.774 --> 00:24:52.354]  Then I saw what you were doing with Infowarsteam.com.
[00:24:52.854 --> 00:24:56.656]  I wasn't even trying to lose weight, but I got it because I wanted to feel better energy.
[00:24:56.696 --> 00:24:57.616]  I wanted that nutrition.
[00:24:57.656 --> 00:24:58.296]  Didn't even understand
[00:24:58.336 --> 00:25:03.178]  I don't understand how that could kickstart my own weight loss goals, but the products did that for me.
[00:25:03.518 --> 00:25:11.282]  I found myself suddenly losing weight, more energetic, wanting to exercise, wanting to eat the right foods, and they don't even advertise it as weight loss!
[00:25:11.602 --> 00:25:21.207]  I want to challenge our radio listeners to go to Infowarsteam.com, sign up as a distributor, and get wholesale pricing discounts at Infowarsteam.com.
[00:25:29.522 --> 00:25:35.027]  And again, thank you for joining us on this very important special edition of InfoWars Nightly News.
[00:25:35.047 --> 00:25:40.252]  I want to thank David Ortiz and Linda West for the news portion of the transmission.
[00:25:40.653 --> 00:25:47.820]  We're going to be interspersing a lot of really big news the next 30 minutes with the one and only Gerald Cilente, the top trends forecaster.
[00:25:48.200 --> 00:25:58.145]  We're going to be looking at Obama appeals against court ruling that strikes down the NDAA constitution killing system, even though he says he's against the NDAA.
[00:25:58.205 --> 00:26:02.987]  He helped write it and then pushed for its passage and then signed it, but he's still against it.
[00:26:03.007 --> 00:26:04.348]  We're going to be looking at that.
[00:26:04.368 --> 00:26:07.910]  We're going to be looking at the takeover by the federal government of the cyber security.
[00:26:08.870 --> 00:26:09.610]  And the Internet.
[00:26:10.331 --> 00:26:15.793]  We now have a leak, a confirmed leak of the executive order by Obama being passed around to media heads.
[00:26:16.113 --> 00:26:17.553]  The total takeover of the web.
[00:26:18.034 --> 00:26:21.035]  Folks, this is a serious tyranny we're entering.
[00:26:21.835 --> 00:26:24.336]  Now, Gerald Solente, of course, has had many best-selling books.
[00:26:24.956 --> 00:26:27.317]  He's predicted many of the things that have unfolded.
[00:26:27.337 --> 00:26:31.178]  You can find out more about his Trends Journal on the website.
[00:26:31.198 --> 00:26:32.119]  We're going to be giving you here
[00:26:33.231 --> 00:26:33.731]  In a moment.
[00:26:51.246 --> 00:26:54.367]  And we'll have inflation and maybe hyperinflation if they do.
[00:26:54.727 --> 00:26:57.307]  And so that is the path that central banks always take.
[00:26:57.927 --> 00:26:59.608]  And remember, they promised no QE3.
[00:27:00.008 --> 00:27:02.088]  Then they said, OK, you're demanding it maybe a little.
