[00:00:04.889 --> 00:00:05.069]  Oh, yeah.
[00:05:57.000 --> 00:06:00.781]  It is when it all started and we have the tools.
[00:06:01.141 --> 00:06:03.041]  We have the information.
[00:06:03.361 --> 00:06:11.643]  We have all of it before us in our hands if we will only take it up from this inspired document.
[00:06:13.064 --> 00:06:22.206]  Number one, Ron Paul in the videos up at InfoWars.com has said, secession is the essence of America and the birth of our Republic.
[00:06:23.777 --> 00:06:29.127]  It is more American than even George Washington because he flowed forth from that.
[00:06:29.487 --> 00:06:34.957]  It is the fount, the sinner, the core, the very blood.
[00:06:38.616 --> 00:06:39.857]  of the Republic.
[00:06:40.017 --> 00:06:41.458]  It is July 4th.
[00:06:41.958 --> 00:06:43.439]  It is the freedom.
[00:06:43.799 --> 00:06:45.220]  It is the dignity.
[00:06:45.560 --> 00:06:53.866]  It is the absolute center of the universe on this planet for liberty and resistance to tyranny.
[00:06:54.286 --> 00:06:56.187]  It is our armor.
[00:06:56.547 --> 00:06:57.848]  It is our mind.
[00:06:57.968 --> 00:06:59.229]  It is our sword.
[00:06:59.549 --> 00:07:00.950]  It is our shield.
[00:07:01.730 --> 00:07:03.492]  It is our will.
[00:07:04.815 --> 00:07:06.756]  Now, I will expose the trap.
[00:07:07.176 --> 00:07:08.697]  The globalists are counterfeiters.
[00:07:09.377 --> 00:07:17.781]  They will take secession, and they will repackage it as civil war and as racism, and you're already seeing that.
[00:07:18.221 --> 00:07:20.042]  You already see them jumping on it.
[00:07:20.082 --> 00:07:20.702]  They were ready.
[00:07:21.503 --> 00:07:30.587]  And the media, I've literally got probably 60 articles here, CBS News, NBC, you name it, showing Fort Sumter on fire that started the Civil War.
[00:07:31.793 --> 00:07:40.121]  Union ships bombarding the fort and I saw one of the top neocon talk show host I have his quotes here coming out and saying
[00:07:41.294 --> 00:07:43.316]  Do not sign that petition.
[00:07:43.856 --> 00:07:46.098]  The government will come round you up.
[00:07:46.618 --> 00:07:52.583]  That's like telling John Hancock and Thomas Jefferson, don't sign the Declaration of Independence.
[00:07:52.924 --> 00:07:54.245]  Here, you see the Declaration of Independence?
[00:07:54.265 --> 00:07:55.566]  Give me a document cam shot, guys.
[00:07:56.046 --> 00:07:56.907]  I'm going to sign this.
[00:07:57.287 --> 00:07:58.308]  This is what it's all about.
[00:07:58.909 --> 00:08:00.970]  Glenn Beck says, are you out of your mind?
[00:08:01.010 --> 00:08:02.131]  They'll come round you up.
[00:08:03.547 --> 00:08:06.048]  God, that man is a Benedict Arnold with stuff like that.
[00:08:06.289 --> 00:08:07.349]  Or maybe he's just a coward.
[00:08:07.389 --> 00:08:08.890]  He's got like 30 security people.
[00:08:09.451 --> 00:08:13.933]  I just go out to Bilderberg streets, have a thousand people around me, and people are like, that's crazy, Jones.
[00:08:13.973 --> 00:08:14.453]  Why do you do that?
[00:08:14.714 --> 00:08:16.835]  Why do you tell folks where you're going, where you're going to be?
[00:08:16.975 --> 00:08:18.336]  Because it's in God's hands!
[00:08:18.596 --> 00:08:19.196]  That's why!
[00:08:19.216 --> 00:08:26.601]  The tree of liberty has to be refreshed with the blood of patriots and tyrants, and I'm not living in fear.
[00:08:27.759 --> 00:08:30.780]  I'm signing my name onto Liberty and I'm in 110%.
[00:08:32.260 --> 00:08:32.981]  I'm all in.
[00:08:33.161 --> 00:08:34.121]  I'm doubling down.
[00:08:34.641 --> 00:08:35.961]  There's no more backing off.
[00:08:36.001 --> 00:08:37.422]  There's no more playing games.
[00:08:37.662 --> 00:08:39.082]  There's no more half measures.
[00:08:39.542 --> 00:08:42.063]  You're either for freedom or you're going to be a slave.
[00:08:44.424 --> 00:08:48.605]  Now let me give you my plan and I want to start out first with how they're going to counter strike.
[00:08:49.585 --> 00:08:50.126]  You've seen it.
[00:08:50.406 --> 00:08:51.287]  I told you for years.
[00:08:51.627 --> 00:08:56.433]  John Warner Defense Authorization Act says for insurrection by the states, governors, and legislatures.
[00:08:56.793 --> 00:08:59.897]  This is 2007 they were getting ready for this.
[00:09:00.117 --> 00:09:08.787]  This is a long-term plan when they were getting rid of Posse Comitatus, getting Brigade Homeland set up, 400,000 troops for domestic operations, NORTHCOM standing up.
[00:09:09.748 --> 00:09:20.322]  The drones, all of the massive preparations that were going on and being established and being set up while all of this was going on.
[00:09:20.382 --> 00:09:27.170]  They said in the 2007 John Warren Defense Authorization Act, it says, and I read it on air to you,
[00:09:28.651 --> 00:09:30.392]  They are preparing to block the states.
[00:09:30.572 --> 00:09:42.075]  They're worried about the Governor's Council, even though most of them are their operatives, because we could take that back over, and that's the logical place to have a new Continental Congress of the states to restore the Republic.
[00:09:42.335 --> 00:09:43.195]  Not a secession.
[00:09:43.595 --> 00:09:45.796]  Recognizing our government's been hijacked.
[00:09:45.836 --> 00:09:46.456]  That's the key.
[00:09:46.716 --> 00:09:47.536]  That's not words.
[00:09:47.556 --> 00:09:48.036]  That's true.
[00:09:48.296 --> 00:09:50.517]  They have declared they have conquered us.
[00:09:50.697 --> 00:09:55.098]  That's a legal posting in over 200 newspapers I've seen in just the last year.
[00:09:56.107 --> 00:09:56.688]  I've shown them.
[00:09:56.948 --> 00:10:00.653]  Paul Watson and I wrote the article, Bankers Declare They've Conquered Europe and the U.S.
[00:10:01.054 --> 00:10:02.997]  Our first issue of the magazine covered that.
[00:10:04.018 --> 00:10:05.320]  Bankers Declare They've Conquered Us.
[00:10:06.587 --> 00:10:08.148]  That is a legal posting.
[00:10:08.348 --> 00:10:13.332]  These people are lawyers because they leave back doors, escape hatches for themselves.
[00:10:13.912 --> 00:10:15.413]  They've got the military set.
[00:10:15.473 --> 00:10:16.774]  They've got the military ready.
[00:10:17.134 --> 00:10:18.755]  Rick Perry joked and said, we'll secede.
[00:10:18.775 --> 00:10:21.197]  They put the military on alert and surrounding states to invade.
[00:10:21.497 --> 00:10:21.777]  Good.
[00:10:21.837 --> 00:10:22.938]  Throw me in that briar patch.
[00:10:23.138 --> 00:10:23.819]  Let's get it on.
[00:10:24.059 --> 00:10:24.599]  Let's start it.
[00:10:25.100 --> 00:10:27.862]  Let's have you come in and knock some heads and put army on the streets.
[00:10:28.062 --> 00:10:29.383]  Let's get it going here.
[00:10:30.063 --> 00:10:30.844]  Not physical.
[00:10:31.165 --> 00:10:33.729]  Don't, don't, don't fight them when they do this.
[00:10:34.150 --> 00:10:39.779]  Let the redcoats occupy like they did for a decade before it really got going.
[00:10:40.480 --> 00:10:42.063]  No offensive attacks.
[00:10:42.503 --> 00:10:44.226]  Let their evil flow.
[00:10:45.376 --> 00:10:46.037]  Continue.
[00:10:46.117 --> 00:10:47.378]  They want to start the fight.
[00:10:47.759 --> 00:10:49.260]  Let them shoot first.
[00:10:49.721 --> 00:10:51.062]  We have the moral high ground.
[00:10:51.223 --> 00:10:56.749]  They'll probably stage some false flags to then blame it on us just so they can get the moral high ground.
[00:10:57.049 --> 00:11:01.574]  Continue to expose their main weapon that we've almost destroyed, false flag.
[00:11:02.813 --> 00:11:06.316]  False flag, inside job, staged event, provocateur event.
[00:11:06.516 --> 00:11:07.637]  It's now in the nomenclature.
[00:11:07.677 --> 00:11:08.918]  It's now in the popular culture.
[00:11:09.259 --> 00:11:12.161]  Keep running that offense on them.
[00:11:12.742 --> 00:11:14.363]  They're going to invoke race war.
[00:11:14.804 --> 00:11:15.644]  You've seen it.
[00:11:15.724 --> 00:11:17.106]  You don't like government-run healthcare?
[00:11:17.146 --> 00:11:17.726]  You're a racist.
[00:11:18.007 --> 00:11:19.047]  You don't like world government?
[00:11:19.067 --> 00:11:19.688]  You're a racist.
[00:11:20.329 --> 00:11:21.329]  You don't like election fraud?
[00:11:21.349 --> 00:11:21.890]  You're a racist.
[00:11:21.930 --> 00:11:22.470]  You're a racist.
[00:11:22.491 --> 00:11:22.931]  You're a racist.
[00:11:23.031 --> 00:11:23.932]  It's that division.
[00:11:24.392 --> 00:11:37.176]  With the illegals and the inner city folks and the poor people who are victims of the mind control, just like the general public, that will be the globalist weapons system and their constituency.
[00:11:38.036 --> 00:11:47.199]  Their paramilitary police and the military are starting to wake up, but still a lot of them are such authoritarians and drunk on power and drunk on the idea that they're moral.
[00:11:47.779 --> 00:11:53.926]  And drunk on the brainwashing they've been given, that a lot of them will try to prosecute a war of intimidation against us.
[00:11:54.286 --> 00:11:56.448]  They trained NORTHCOM for this.
[00:11:56.548 --> 00:11:59.231]  They understand this is the remedy in the Constitution.
[00:12:00.012 --> 00:12:04.296]  Not some secession where some guy declares himself the King of Texas.
[00:12:05.177 --> 00:12:12.721]  But Texans saying the federal government has been hijacked by foreign globalists that have bragged that they've conquered us.
[00:12:13.101 --> 00:12:21.546]  You go into the legislatures with papers with the examples of the news and the bankers announcing that there's a world government we've been conquered.
[00:12:21.826 --> 00:12:23.587]  Their announcement we've been conquered.
[00:12:23.807 --> 00:12:28.229]  You go in with a Declaration of Independence saying it's our right and duty to throw this off.
[00:12:28.629 --> 00:12:33.292]  You call for the state legislature associations, the gubernatorial
[00:12:33.712 --> 00:12:39.194]  This is an emergency reorganization plan by design, modeled after the Mao and Lenin and Stalin takeovers of those countries and surrounding areas.
[00:12:39.214 --> 00:12:40.055]  We know their attack profile.
[00:12:56.522 --> 00:12:57.783]  We know their bombing runs.
[00:12:58.024 --> 00:12:58.965]  We know their plan.
[00:12:59.245 --> 00:13:12.839]  If the military and the police try to execute the gun confiscations that Obama and the NRA has documented, has planned, physical turn-ins of all semi-autos, there will be a civil war when that starts.
[00:13:13.200 --> 00:13:15.642]  People that resist will be called terrorists.
[00:13:16.323 --> 00:13:21.985]  And the media's saying, uh, it's secession 2.0, civil war, we're gonna fight the graycoats.
[00:13:22.326 --> 00:13:24.646]  We're gonna fight the- that's already the branding.
[00:13:25.247 --> 00:13:27.388]  No, no, no, we're not fighting graycoats and bluecoats.
[00:13:27.668 --> 00:13:31.369]  This is northerner, southerner, westerner, black, white, hispanic, asian.
[00:13:31.409 --> 00:13:36.191]  If you want freedom, if you want out from under socialism and globalism, then you are 1776.
[00:13:38.192 --> 00:13:38.532]  Own it!
[00:13:38.932 --> 00:13:39.573]  Become it!
[00:13:40.173 --> 00:13:45.796]  Politically, just let them keep engaging us and abusing and stomping all over us.
[00:13:46.316 --> 00:13:53.760]  And just document, document, document, document, document, while moving politically to delegitimize them, to expose them.
[00:13:54.120 --> 00:13:58.603]  When they brag and post public notices that they've conquered us, we've been conquered.
[00:13:58.643 --> 00:13:59.523]  We've been taken over.
[00:13:59.543 --> 00:14:00.864]  They're trying to mop up the media.
[00:14:01.084 --> 00:14:03.405]  They put the internet kill switch in years ago.
[00:14:03.465 --> 00:14:05.165]  Now they've announced it under secret order.
[00:14:05.626 --> 00:14:08.347]  They're getting ready the new wars to try to get us to rally around.
[00:14:08.587 --> 00:14:10.327]  The economic implosions, all of it.
[00:14:10.367 --> 00:14:12.488]  This is going to be one Hades of a fight.
[00:14:13.048 --> 00:14:27.493]  We have got to accelerate the state's rights movement, the nullification movement, and we have to control the debate and not let them, which they've been waiting for, phrase it as racist and a hillbilly claiming he's the president of this state or that state.
[00:14:27.893 --> 00:14:28.794]  We have to say no!
[00:14:29.514 --> 00:14:44.095]  This is from 1775-1776, the Joiner Die, and it's the New England, New York, New Jersey, Pennsylvania, Virginia, North Carolina, South Carolina.
[00:14:46.241 --> 00:14:52.749]  You've got the states right here that were the colonies that were being overrun and treated like slaves and checkpoints on the roads.
[00:14:52.829 --> 00:14:56.053]  Now what's happened is the globalists have come in.
[00:14:56.473 --> 00:14:59.637]  They've come in and they've taken control of the head.
[00:15:00.298 --> 00:15:04.984]  And then the head has gone into all the parts and extracted the wealth.
[00:15:07.401 --> 00:15:07.961]  You understand?
[00:15:08.001 --> 00:15:22.590]  To bring it back to the head so that we've got this giant New World Order head and all these little parts of the states that are actually giant, but the state government itself has been made this little, you know, federal vestigial thing.
[00:15:23.150 --> 00:15:36.338]  We have to separate from the hijacked globalist government and we have to go with the pieces of the states and reconstitute the new head and then we join.
[00:15:37.924 --> 00:15:39.765]  So, we start movements everywhere.
[00:15:39.825 --> 00:15:50.849]  If we get one tail to start pulling out and get our message out that it's about restoring the republic and kicking the globalists out, the others will fall into place.
[00:15:51.469 --> 00:15:55.751]  It will give other people moral courage in county, city, state government, the federal government.
[00:15:56.091 --> 00:16:01.033]  The generals have had courage saying no to all these new wars and saying they won't start this takeover.
[00:16:01.474 --> 00:16:02.414]  We've got to stand with them.
[00:16:03.615 --> 00:16:24.166]  The real place is petitions at your state level, going to your statehouse, getting movements going, getting Ron Paul drafted, to have a movement, exploratory committees, to try to reconstitute a new Continental Congress with legislative heads, governors, and other patriots that want to come create a master document off of working documents that were being passed around.
[00:16:24.186 --> 00:16:26.507]  But let me sign this for everyone.
[00:16:26.527 --> 00:16:27.928]  This is in the Congress, July 4th, 1776.
[00:16:30.709 --> 00:16:34.754]  The unanimous declaration of the 13 states of America.
[00:16:35.723 --> 00:16:39.544]  They seceded from the corrupt British Empire and created their new government.
[00:16:39.824 --> 00:16:45.606]  We're seceding from the New World Order that hijacked and killed the Republic, and we're re-uploading the Republic.
[00:16:45.926 --> 00:16:47.887]  See, John Hancock, it was a death warrant.
[00:16:48.367 --> 00:16:51.028]  And many people lost their families, lost everything that signed this.
[00:16:51.588 --> 00:16:57.750]  I, spiritually, I'm going back to July 4, 1776, because the neocons are saying, don't you dare sign these.
[00:16:58.010 --> 00:17:04.572]  And I am publicly signing the Declaration of Independence against the New World Order, against the Federal Reserve, against the globalists.
[00:17:04.972 --> 00:17:08.975]  And I stand with those in Europe fighting for their sovereignty against the very same crime syndicate.
[00:17:09.435 --> 00:17:12.217]  All right, so you saw the clips there.
[00:17:12.317 --> 00:17:15.019]  And with more on this, we have in studio Mr. Alex Jones.
[00:17:15.039 --> 00:17:15.780]  How are you doing, Alex?
[00:17:15.940 --> 00:17:17.441]  Jakari, good to be here with you.
[00:17:17.841 --> 00:17:29.850]  This is such an exciting time because the media is demonizing everyone who is basically calling for secession, even though that's how our country began seceding from the corrupt British Empire.
[00:17:29.890 --> 00:17:33.693]  But the globalists had bragged that they've hijacked our federal government.
[00:17:34.713 --> 00:17:37.196]  And so, then what do you do?
[00:17:37.276 --> 00:17:44.184]  Well, you've got to have the states who created the federal government pull out, admit that it's illegitimate, and really call it like it is.
[00:17:44.304 --> 00:17:52.713]  And Ron Paul did that in his farewell speech that you guys have been covering, saying we're being run by global government, by NATO, by these big banks, who brag they've done it.
[00:17:54.375 --> 00:17:56.336]  They're framing it like, ooh, a new civil war.
[00:17:56.716 --> 00:17:59.618]  No, this isn't about taxes in the North versus the South.
[00:17:59.638 --> 00:18:01.379]  This isn't about slavery.
[00:18:01.419 --> 00:18:04.461]  It's not about all of those issues that they're trying to superimpose.
[00:18:04.521 --> 00:18:08.584]  It's about being told, we're going to raise taxes on the middle class and give it to mega banks.
[00:18:09.204 --> 00:18:09.824]  Right.
[00:18:09.864 --> 00:18:12.126]  And then also give it to all the new dependent class.
[00:18:12.446 --> 00:18:14.267]  Again, as Ron Paul broke that down.
[00:18:14.527 --> 00:18:16.288]  And so I got Lew Rockwell on today.
[00:18:16.408 --> 00:18:18.730]  I got Edwin Vieira, constitutional lawyer, advisor to Ron Paul.
[00:18:19.290 --> 00:18:32.084]  We're going to get Bruce Fine, Constitutional Lawyer, Advisor to Congress, and Ron Paul on the show, but all of them agree that I had on today that yes, now is the time to point out our government's been taken over.
[00:18:32.124 --> 00:18:36.208]  If we don't ever admit that, we'll just keep rearranging chairs on the...
[00:18:37.830 --> 00:18:38.430]  Absolutely.
[00:18:38.450 --> 00:18:40.071]  But I mean, what's your take on this?
[00:18:40.131 --> 00:18:50.418]  I just wanted to come on and restate that the trap is they're going to sell it like it's, you know, hillbillies claiming they're the president of Oklahoma or Tennessee.
[00:18:50.478 --> 00:18:54.701]  It's, you know, like you always say, they're going to try to frame it as some type of racism.
[00:18:54.781 --> 00:18:55.202]  If you go along
[00:18:55.962 --> 00:18:59.026]  You're a racist, you're an extremist, you're this, you're that.
[00:18:59.366 --> 00:19:01.048]  I mean, everybody has a right to this.
[00:19:01.128 --> 00:19:10.719]  I mean, that's what we saw the piece earlier with Ron Paul, where he talks about not so much the farewell address, but we've seen the piece of him talking about when Rick Perry was talking about secession.
[00:19:11.100 --> 00:19:14.624]  And he says, our country was founded on secession, so why couldn't we do it now?
[00:19:15.211 --> 00:19:16.353]  Well, exactly.
[00:19:16.813 --> 00:19:27.106]  This is the Declaration of Independence where it says if the government becomes destructive and dominant and enslaving you and taking your rights, it is your
[00:19:28.311 --> 00:19:28.591]  Right.
[00:19:28.731 --> 00:19:33.753]  It is your duty to throw it off and humans never get freedom unless they demand it.
[00:19:33.933 --> 00:19:34.414]  Right.
[00:19:34.494 --> 00:19:38.615]  And so it's the same battle every generation in different ways have to demand.
[00:19:38.935 --> 00:19:41.276]  Liberty and freedom is not just given.
[00:19:41.356 --> 00:19:42.177]  It has to be taken.
[00:19:42.197 --> 00:19:42.877]  Right.
[00:19:42.957 --> 00:19:48.739]  And we've let corruption creep in because we had so much freedom that we began to not appreciate it anymore.
[00:19:48.819 --> 00:19:52.701]  So now the corruption's gotten a hold and it's wanting to fully federalize things.
[00:19:53.201 --> 00:19:55.142]  But again, I don't just say it.
[00:19:55.962 --> 00:19:58.343]  As a figure of speech that we've been conquered.
[00:19:58.383 --> 00:20:00.464]  I mean, you saw the article I did a few months ago.
[00:20:00.484 --> 00:20:06.246]  It was the first issue of the magazine cover that foreign banks brag that they've conquered America.
[00:20:06.586 --> 00:20:06.906]  They declare it.
[00:20:06.926 --> 00:20:08.447]  We've shown those clips several times.
[00:20:08.487 --> 00:20:10.267]  They say it was on CNBC.
[00:20:10.307 --> 00:20:15.889]  CNBC, Financial Times of London, hundreds of newspapers say we have been conquered.
[00:20:15.909 --> 00:20:20.191]  I've tuned into Bloomberg Radio, which is really a feed of their TV.
[00:20:21.171 --> 00:20:22.553]  Uh, and I hear them bragging about it.
[00:20:22.593 --> 00:20:28.258]  I mean, these guys are that arrogant because, depending on what numbers you look at, three to ten times, depending on the entitlement.
[00:20:28.519 --> 00:20:29.340]  And yeah, it's a lot.
[00:20:29.420 --> 00:20:31.762]  Welfare, all that, $700 billion a year now.
[00:20:32.082 --> 00:20:37.488]  But if you count all the real bailouts, Federal Reserve, open windows, stuff in the last four or five years, it's over $40 trillion.
[00:20:37.788 --> 00:20:39.490]  Speaking of Bloomberg, they even admit that.
[00:20:40.050 --> 00:20:46.961]  So we're talking 3 to 1, 10 to 1, some actuaries 30 to 1 of money that goes to the globalists.
[00:20:47.082 --> 00:20:49.706]  And Ron Paul broke that down too.
[00:20:50.146 --> 00:20:54.774]  That they're giving a tiny amount just to make people dependent, to enslave them, to domesticate them.
[00:20:56.053 --> 00:21:05.620]  So they can consolidate the whole economy, and now they're saying, we want VAT, which is over every level of the economy, and we want carbon tax on everything, or you're not going to get your welfare check.
[00:21:05.660 --> 00:21:11.545]  So they're going to bring the economy into full bankruptcy, admit we're bankrupt, and say, now we've got to have more taxes.
[00:21:11.785 --> 00:21:13.666]  So this has got to be done.
[00:21:13.927 --> 00:21:17.489]  Those taxes aren't meant to get the economy going, they're meant to further consolidate it.
[00:21:17.770 --> 00:21:20.632]  It's agenda 21, it's a stated blueprint, and
[00:21:21.665 --> 00:21:23.987]  We don't have time to wait for Rand Paul to run for president.
[00:21:24.007 --> 00:21:26.769]  We don't have time to wait four years with some new Republican stooge.
[00:21:27.110 --> 00:21:30.913]  We have to move now, and here's my battle plan, breaking it down.
[00:21:31.733 --> 00:21:33.435]  We have to begin the debates.
[00:21:33.835 --> 00:21:41.621]  We have to move through Campaign for Liberty that has identified the patriots, the constitutionalists, the libertarians at the state level, and has been getting people into the Senate and House.
[00:21:42.142 --> 00:21:43.423]  Ron Paul is being drafted.
[00:21:44.123 --> 00:21:48.887]  And again, Lou Rockwell, former Chief of Staff, good friends with him, totally agreed with this plan.
[00:21:50.369 --> 00:21:52.871]  Edwin Vieira said, absolutely, this is the plan.
[00:21:52.891 --> 00:21:54.812]  Because it's, again, the Declaration of Independence.
[00:21:55.193 --> 00:21:58.035]  We're not seceding, the Feds have seceded.
[00:21:59.617 --> 00:22:05.502]  But we're using the secession mode, which is the clearest way to declare the new Declaration of Independence.
[00:22:05.522 --> 00:22:06.743]  So we need to get the states together.
[00:22:07.023 --> 00:22:08.985]  We need to first get the Council of Governors together.
[00:22:09.884 --> 00:22:11.245]  The National Association of Governors.
[00:22:11.505 --> 00:22:23.130]  We need to get the National Legislative Association together, or whoever will come from those, to a big meeting run by Ron Paul to hammer out that we're going to re-upload the Declaration of Independence Bill of Rights Constitution.
[00:22:23.710 --> 00:22:34.935]  And if Washington doesn't stop being dominated by the Private Fellow Reserve, and doesn't stop saying that they're just going to take over the Internet as Obama signed today, and that they're not going to stop secretly arresting Americans, I mean this is open tyranny.
[00:22:35.615 --> 00:22:40.298]  Then we're going to use secession, get the majority of the states, and declare you null and void.
[00:22:40.719 --> 00:22:42.520]  That's the Declaration of Independence.
[00:22:42.540 --> 00:22:46.943]  That when it becomes destructive of our liberties and our freedoms, it's a right, it's a duty to do it.
[00:22:47.323 --> 00:22:49.624]  And so they can call it secession, they can call it civil war.
[00:22:49.644 --> 00:22:55.588]  I mean, I've got some of the petitions that 20, 30, 40,000, depending on which one, have signed right here.
[00:22:55.608 --> 00:22:58.230]  Maybe we can do a document cam shot on these.
[00:22:58.530 --> 00:23:05.235]  But Jakari, and this is just a print off from last night, stripped citizens, over 40,000 on one of these now, stripped citizens,
[00:23:05.795 --> 00:23:11.797]  Strip the citizenship from anyone, everyone who signed a petition to secede and exile them.
[00:23:12.237 --> 00:23:13.057]  Exile them to where?
[00:23:13.197 --> 00:23:15.398]  I'm exiled inside the occupied U.S.
[00:23:15.738 --> 00:23:17.559]  under the New World Order under FEMA Region 6.
[00:23:18.099 --> 00:23:20.179]  How about you exile me back to America?
[00:23:20.359 --> 00:23:23.720]  How about you excise, you know, exile me back to the Republic?
[00:23:23.980 --> 00:23:28.762]  How about you beam me to that place instead of these hijackers telling us
[00:23:29.562 --> 00:23:33.187]  Lou Rockwell got emails from groups threatening him at lourockwell.com.
[00:23:33.207 --> 00:23:37.073]  We showed them today saying, you better be loyal to this country or you're going to get arrested.
[00:23:37.686 --> 00:23:38.906]  Loyal to the country?
[00:23:38.987 --> 00:23:44.889]  I'm hearing I'm under world government and a North American Union that Bush signed in 2005 with Vicente Fox and Paul Martin.
[00:23:45.629 --> 00:23:46.909]  I want the traitors out.
[00:23:47.269 --> 00:23:48.430]  I want a clear thing.
[00:23:48.470 --> 00:23:50.250]  Hey, you're not going to... because here's the deal.
[00:23:50.270 --> 00:23:53.291]  It's not just corrupt boss hogs that have hijacked us so they have power.
[00:23:53.331 --> 00:24:00.594]  They want to ruin us, to fundamentally break us, so everybody has to basically go on welfare in a nightmare socialist system.
[00:24:00.794 --> 00:24:04.555]  This isn't some, you know, European-style soft socialism.
[00:24:04.775 --> 00:24:06.516]  This is a hard re-education.
[00:24:07.176 --> 00:24:15.081]  I mean, this is the military on the streets, TSA, 1.6 billion bullets, arresting people for their speech, censoring people, arresting talk show hosts.
[00:24:15.482 --> 00:24:16.642]  This is what they're promoting!
[00:24:16.842 --> 00:24:26.088]  And they say, grant funding for formation of training of loyalist state militias to retake any and all states that may secede.
[00:24:26.389 --> 00:24:32.733]  I mean, they are chomping at the bit in here, saying, take our citizenship, exile us.
[00:24:33.173 --> 00:24:35.295]  This is their response, and then Glenn Beck.
[00:24:36.229 --> 00:24:36.609]  Come on.
