[00:00:00.470 --> 00:00:01.271]  You want answers?
[00:14:02.967 --> 00:14:08.150]  But again, it doesn't matter because it felt good at the time, and being conned feels good.
[00:14:10.031 --> 00:14:24.799]  Now, let me get into this little piece of news first, because Barclays CEO Diamond quits over rate rigging, and this deals with Barclays Chief Executive Bob Diamond quit on
[00:14:26.192 --> 00:14:49.090]  Tuesday, under fire from politicians and regulators, people they appointed, the highest profile casualty of the interest rate rigging scandal, spanning more than a dozen banks across the world, the big banks, who get your money, a lot of it just pure money they get, but then a lot of it's quote, quote, bailout, and then, you know, they give them trillions, and then they loan it out at 10, 20, 30 percent or higher, the government's individuals, and then
[00:14:50.694 --> 00:14:53.495]  They have an unfair trade advantage and are able to take over.
[00:14:54.316 --> 00:14:58.258]  And they control the regulators and shut down local banks that are a lot more solvent than they are.
[00:14:58.698 --> 00:14:59.599]  That's how this works.
[00:15:01.439 --> 00:15:02.800]  And so you've got that happening.
[00:15:03.100 --> 00:15:05.101]  You've got these same groups taking over countries.
[00:15:05.121 --> 00:15:06.342]  They're imploding by design.
[00:15:08.063 --> 00:15:13.866]  Meanwhile, the very same group that runs our nation comes out on Wolf Blitzer.
[00:15:15.250 --> 00:15:20.259]  And they have the DNC chair say non-compliance with Obamacare will not be tolerated.
[00:15:20.279 --> 00:15:22.524]  This is an InfoWars.com article right now.
[00:15:23.922 --> 00:15:45.070]  Despite claiming Obamacare was not a tax, and we have links to Obama saying that in all the articles, and it was a conspiracy theory, and there were no death panels, which they now admit, Democratic National Committee Chairwoman Debbie Wasserman Schultz told CNN's Wolf Blitzer that the Internal Revenue Service would be the easiest enforcer of penalties against those who refuse to comply with the new health care law.
[00:15:45.850 --> 00:15:49.111]  And she goes on to say, the states, individuals, it will not be tolerated.
[00:15:49.151 --> 00:15:50.412]  You will submit to the board.
[00:15:51.852 --> 00:15:52.853]  And she says, don't worry.
[00:15:54.133 --> 00:15:55.254]  You don't want to buy health care?
[00:15:55.294 --> 00:15:55.855]  That's fine.
[00:15:55.915 --> 00:15:57.356]  We'll take thousands of dollars.
[00:15:57.376 --> 00:15:58.377]  What is it?
[00:15:58.777 --> 00:15:58.377]  $5,000.
[00:16:01.880 --> 00:16:03.001]  $100 out of each check.
[00:16:04.002 --> 00:16:06.464]  And then $500 penalties, and then it goes up from there.
[00:16:07.405 --> 00:16:08.967]  Upwards of $5,000 a year.
[00:16:09.007 --> 00:16:10.428]  They'll just take it out of your account.
[00:16:13.151 --> 00:16:17.515]  And then it gets rid of a lot of the charity care that was already there, lets the insurance companies lower the standard of care.
[00:16:18.786 --> 00:16:22.047]  And the Supreme Court ruled and said, yes, it's a tax, and the IRS will enforce it.
[00:16:22.087 --> 00:16:23.528]  And what have I told you over and over again?
[00:16:23.648 --> 00:16:27.629]  Two groups are going to enforce all of this unconstitutional activity.
[00:16:28.549 --> 00:16:29.010]  The looting.
[00:16:29.930 --> 00:16:42.534]  The TSA, now on highways and checkpoints and schools and proms, don't believe me, look it up, and bus stations for now three, four years, but now they're rolling out nationwide.
[00:16:43.395 --> 00:16:43.755]  Everywhere.
[00:16:44.830 --> 00:16:46.571]  And they command the army and police.
[00:16:47.311 --> 00:16:54.135]  You're like, well, why do not trained, not bonded weirdos command and have weird inspector outfits that they wear when they're out?
[00:16:54.155 --> 00:16:57.838]  Because it's about scum and criminals that don't even get background checks.
[00:16:58.718 --> 00:17:01.480]  Or when you do have the background check, if you're a criminal, you go to the front of the line.
[00:17:01.700 --> 00:17:02.460]  That's been confirmed.
[00:17:03.661 --> 00:17:04.081]  Think about it.
[00:17:04.101 --> 00:17:09.524]  We're just calmly talking about the government hiring criminals now, and we're so broke back psychologically, spiritually.
[00:17:09.784 --> 00:17:11.125]  We're just like, yeah, that's the way it is.
[00:17:11.165 --> 00:17:11.846]  They hire criminals.
[00:17:12.952 --> 00:17:36.767]  And then they go out and shake you down on the highways and byways, and the new Green Police the feds are setting up under the Rural Council and all of this, they admit, same thing in Australia, very same group, it's globally standardized, that it's like a two-week course, or ten-day course now with the TSA, but in Australia it's a two-week, and then they just come to your house and say, we're coming in.
[00:17:37.807 --> 00:17:38.488]  And they're armed.
[00:17:39.372 --> 00:17:40.394]  No judge, no jury.
[00:17:40.414 --> 00:17:41.936]  They're coming in to do an inspection.
[00:17:41.956 --> 00:17:43.539]  They're coming in to forcibly inoculate.
[00:17:43.739 --> 00:17:50.569]  They're coming in to cut down your garden in your backyard in Tulsa, Oklahoma that you've had for 20 years and then charge you for it.
[00:17:50.910 --> 00:17:51.931]  No law, they just do it.
[00:17:52.152 --> 00:17:53.955]  They're here, they rule.
[00:17:55.731 --> 00:18:01.658]  Let me tell you, man, driving home now at night, cops run up on you just for fun when there's a whole lane right next to you.
[00:18:02.058 --> 00:18:03.160]  Just to, I guess, scare you.
[00:18:03.860 --> 00:18:07.384]  Cop pulled me over, said, what are you doing crossing my medium?
[00:18:07.424 --> 00:18:08.325]  Sure, he could have given me a ticket.
[00:18:08.346 --> 00:18:08.726]  He didn't.
[00:18:09.086 --> 00:18:12.490]  But it was the screaming at me saying, what are you doing crossing my medium?
[00:18:13.331 --> 00:18:16.093]  You know, it's out on the road, big dirt spot people go across.
[00:18:16.494 --> 00:18:17.715]  It's all totally backed up.
[00:18:18.315 --> 00:18:18.595]  Whatever.
[00:18:18.635 --> 00:18:19.816]  The point is, cops do it all day.
[00:18:19.836 --> 00:18:21.177]  And I understand that everybody does it.
[00:18:21.217 --> 00:18:22.178]  It can turn into a problem.
[00:18:22.658 --> 00:18:22.999]  Whatever.
[00:18:23.059 --> 00:18:23.659]  Write me a ticket.
[00:18:23.699 --> 00:18:26.982]  But it's the attitude of, what are you doing on my road?
[00:18:27.302 --> 00:18:27.722]  I get it.
[00:18:27.782 --> 00:18:28.943]  I'm occupied by banks.
[00:18:29.204 --> 00:18:30.324]  You're their imperial force.
[00:18:30.705 --> 00:18:31.185]  I get it.
[00:18:31.645 --> 00:18:38.551]  I get that they're inoculating in Connecticut and Maryland and Alabama and California and all over now.
[00:18:38.911 --> 00:18:43.796]  No law, criminally shooting kids up, and they're having seizures on the spot, and many of them are dying.
[00:18:44.437 --> 00:18:46.018]  And it's just a back-of-the-newspaper deal.
[00:18:46.319 --> 00:18:46.719]  I get it!
[00:18:46.919 --> 00:18:47.860]  Okay, I got it!
[00:18:48.321 --> 00:18:53.206]  It's your country, your world, your enchilada, and it's going straight to Hades.
[00:18:53.586 --> 00:18:53.967]  I get it.
[00:18:55.388 --> 00:18:56.089]  I got the memo.
[00:18:56.950 --> 00:18:57.550]  I understand.
[00:18:57.570 --> 00:18:59.172]  I understand.
[00:18:59.973 --> 00:19:00.553]  I understand.
[00:19:01.448 --> 00:19:02.629]  Don't think I don't understand.
[00:19:03.269 --> 00:19:05.231]  And the DNC chair wants us to understand.
[00:19:05.911 --> 00:19:06.251]  You see?
[00:19:06.271 --> 00:19:08.633]  And she goes on.
[00:19:09.313 --> 00:19:14.477]  They go on to break down that, hey, we're going to know everything about you and track everything you do.
[00:19:15.356 --> 00:19:23.103]  And we're going to share your medical records, and we're going to share your tax reforms with anybody we want, and we're going to intimidate you, and the IRS is going to be in your life.
[00:19:23.303 --> 00:19:25.825]  And so are the environmental enforcers and all of them.
[00:19:26.285 --> 00:19:27.987]  That's what TSA is all about at the airports.
[00:19:28.287 --> 00:19:32.571]  Getting you used to being told, get up against that wall, line up, show me your papers.
[00:19:33.091 --> 00:19:33.812]  You scum!
[00:19:35.073 --> 00:19:35.994]  And we are scum.
[00:19:36.054 --> 00:19:36.855]  We are the filth.
[00:19:36.895 --> 00:19:40.137]  We are the slaves of absolute gibbering criminals.
[00:19:40.438 --> 00:19:41.459]  So we are pathetic.
[00:19:42.301 --> 00:19:48.963]  Let's just admit, we are pathetic, captured, bug-eyed, sissy, castrated slaves.
[00:19:49.103 --> 00:19:50.843]  And we love it, and we want more.
[00:19:51.103 --> 00:19:53.424]  I've seen the Longevity products work for many others.
[00:19:53.684 --> 00:19:55.705]  And so I bought a bunch of them, started using them.
[00:19:55.825 --> 00:19:59.526]  Had a little bit of results, but I wasn't following the regimen every day.
[00:19:59.806 --> 00:20:03.767]  But Aaron Dykes in my office did, and lost more than 60 pounds.
[00:20:04.007 --> 00:20:07.408]  When I saw those results, I said, I better follow my own advice.
[00:20:07.728 --> 00:20:10.529]  I started taking the Longevity products, and it's been incredible.
[00:20:11.889 --> 00:20:13.330]  I hope you'll give them a try.
[00:20:38.959 --> 00:20:47.908]  Go to InfoWarsTeam.com today and order your first canister of Beyond Tangy Tangerine Complete Multivitamin Mineral Complex Dietary Supplement.
[00:20:48.048 --> 00:20:50.270]  That's InfoWarsTeam.com.
[00:20:50.771 --> 00:20:54.234]  So you don't want to carry a gun, but you do want to ensure your personal safety.
[00:20:54.394 --> 00:20:59.139]  Then empower yourself legally with self-defense products from StunGunMics.com.
[00:21:00.663 --> 00:21:03.984]  Stun guns come in more shapes than just what you see on TV.
[00:21:04.144 --> 00:21:11.325]  Now you can get a powerful mini stun gun that fits in the palm of your hand, a stun baton, or a cell phone or lipstick stun gun.
[00:21:11.565 --> 00:21:23.708]  Stungunmics.com also carries real spy gear, like bug and metal detectors, and discreet car and home security cameras that hide in almost any type of everyday object, from alarm clocks to pens.
[00:21:24.048 --> 00:21:26.829]  Now you can see how your babysitter really treats your children.
[00:21:26.929 --> 00:21:30.590]  Go to StunGunMics.com, spelled just like it sounds.
[00:21:30.930 --> 00:21:33.011]  StunGunMics.com.
[00:21:33.931 --> 00:21:43.895]  Buy real spy gear from StunGunMics.com, just like the exact same spy gear sold to the government, military, corporate security, law enforcement, and private detectives.
[00:21:44.195 --> 00:21:49.037]  Empower yourself with self-defense products now from StunGunMics.com.
[00:21:50.117 --> 00:21:54.159]  When I hear about natural disasters and the danger of having no water, I'm not worried.
[00:21:54.499 --> 00:21:54.759]  Why?
[00:21:55.019 --> 00:21:56.380]  Because I have an Aquapod.
[00:21:56.580 --> 00:21:58.621]  Got it from MyPatriotsSupply.com.
[00:21:58.781 --> 00:22:08.966]  The Aquapod Emergency Water Storage Kit comes with a pump and a huge 65-gallon bladder that easily fits in a standard bathtub, allowing a family of four a 14-day supply of safe, fresh water.
[00:22:09.146 --> 00:22:11.227]  And at a much lower cost than bottled water.
[00:22:11.427 --> 00:22:16.610]  Made in the USA with BPA-free material, the Aquapod keeps water fresh for up to 8 weeks.
[00:22:16.810 --> 00:22:19.331]  Just fill from your tub, then pump into jugs or bottles.
[00:22:19.531 --> 00:22:20.492]  The Aquapod is only $29.95.
[00:22:21.732 --> 00:22:26.636]  And when you buy two or more Aquapods at MyPatriotSupply.com, you'll qualify for free shipping.
[00:22:26.796 --> 00:22:36.642]  Plus, check out the Survival Seed Vault with 20 seed varieties, Tattler canning lids, the nation's only customizable long-term storable foods, and much more at MyPatriotSupply.com.
[00:22:36.883 --> 00:22:38.784]  Get stress-free shipping on all orders over $49.
[00:22:39.825 --> 00:22:49.451]  Call 866-229-0927 or visit MyPatriotSupply.com for emergency preparedness, self-reliance, and food independence.
[00:22:50.131 --> 00:22:54.254]  Hello, this is Ty Bollinger, author of the best-selling book, Cancer Step Outside the Box.
[00:22:54.914 --> 00:22:57.036]  I want you to know some very important information.
[00:22:57.936 --> 00:23:06.281]  In 1985, President Ronald Reagan requested that carnivora be sent directly to the White House at a time when only the President could obtain this world-class healer.
[00:23:06.902 --> 00:23:11.825]  Now, 27 years later, carnivora capsules are used around the world to keep people healthy.
[00:23:12.455 --> 00:23:23.420]  Now you can protect yourself and your loved ones in this age of superbugs with 17 naturally occurring compounds that instinctively respond to abnormal cells only without harming a single normal cell.
[00:23:23.820 --> 00:23:30.803]  If you want to stay healthy, now's your chance to literally wake up your critical immune cells to attack harmful invaders that don't belong in your body.
