[00:00:02.486 --> 00:00:02.906]  We're good to go.
[00:10:58.372 --> 00:11:01.915]  Nobody could have called that if it wasn't truly from inside the Bilderberg Group.
[00:11:02.255 --> 00:11:09.982]  And yet, two years later, everything started happening in 2008, and guys like James A. Johnson have their fingerprints all over it.
[00:11:10.302 --> 00:11:12.924]  But it's not just the Democratic wing of the Bilderberg Group.
[00:11:12.964 --> 00:11:14.425]  It's not just Goldman Sachs.
[00:11:14.845 --> 00:11:19.189]  As you well know, the elite circle of Bilderberg loves to play both sides.
[00:11:19.469 --> 00:11:22.010]  They love to play kingmaker, especially in U.S.
[00:11:22.350 --> 00:11:23.010]  politics.
[00:11:23.411 --> 00:11:35.055]  And now you've got Obama surrogate Cory Booker, who's the gun-grabbing mayor of Newark, New Jersey, very close to the Wall Street circles based in New York City, speaking out on private equity.
[00:11:35.095 --> 00:11:45.719]  There's been all the attacks inside Obama's campaign against Mitt Romney's ties to Bain Capital and against people like Henry Kravis of KKR, who in fact
[00:11:46.079 --> 00:11:48.502]  That is a lifelong Bilderberg attendee.
[00:11:48.542 --> 00:11:50.643]  I think he's been going since he was in diapers.
[00:11:51.004 --> 00:11:56.909]  In fact, he's the only member of the Bilderberg group whose wife is also an attendee and she's on the steering group.
[00:11:57.250 --> 00:12:07.079]  At any rate, you've got Cory Booker so close to Wall Street there telling people to shut up about bashing Bain Capital and the whole venture capital and
[00:12:08.860 --> 00:12:13.345]  Equity industry in general because New Jersey has a lot riding on it.
[00:12:13.445 --> 00:12:23.577]  In fact, Blackstone Group goes to Bilderberg and elements of KKR have bought out pension funds all across the country from employees, state employees, you name it.
[00:12:23.937 --> 00:12:30.802]  Including in New Jersey for billions, including in Texas they bought out the teachers retirement system for I think $3 billion.
[00:12:31.222 --> 00:12:38.127]  And Alex warned you, so did Max Keiser, so did Bob Chapman and all the other experts that they were going to play with the pension funds.
[00:12:38.147 --> 00:12:42.169]  You won't have them because they're all tied up in derivatives and these leveraged buyouts.
[00:12:42.470 --> 00:12:43.830]  So let's take a closer look.
[00:12:43.991 --> 00:12:45.712]  Why does Cory Booker defend
[00:12:47.148 --> 00:12:49.330]  Henry Kravis, and who is Henry Kravis?
[00:12:49.630 --> 00:12:57.877]  One of the biggest bundlers for the Mitt Romney campaign, deeply, deeply tied to the Bush family, really a long-term supporter of them as well.
[00:12:58.137 --> 00:13:09.266]  He's best known for the book and movie Barbarians at the Gate, describing his takeover, leveraged buyout, hostile takeover of RJR Nabisco in the late 80s and 90s.
[00:13:09.627 --> 00:13:14.811]  A very interesting film because he will buy these gigantic companies with very little money
[00:13:15.271 --> 00:13:44.811]  Say perhaps 10% and then use debt and leverage debt to buy out the company Defeat competitors and really stack the dominoes in a very vulnerable way that has indeed played out in the larger economic crisis Here's some of the video of him arriving last year in 2011 with his wife at the Bilderberg Group It's not the greatest video, but if you look carefully you can see that's Kravis on the right hand and his wife Marie-José on the left hand She of course is the head of the Hudson Institute
[00:13:45.291 --> 00:13:46.253]  We're good to go.
[00:14:01.494 --> 00:14:02.174]  And guess what?
[00:14:02.314 --> 00:14:05.156]  It again connects back to key Bilderbergers.
[00:14:05.856 --> 00:14:08.317]  They've raised some questions about the Afghan war.
[00:14:08.357 --> 00:14:12.219]  Of course, we know people like Mitt Romney will never be anti-war candidates.
[00:14:12.519 --> 00:14:14.840]  They will never help reign in the American empire.
[00:14:15.260 --> 00:14:28.706]  Romney, Rubio, all these other people are still pandering to the neocon part of the Republican Party while kind of acting like maybe it's about time to get out of Afghanistan since that's now on Obama's watch.
[00:14:29.622 --> 00:14:43.265]  Now it's emerged that among Romney's top advisors and potential cabinet appointees may be CFR President Richard Haass, who we heckled at the 2008 Bilderberg meeting right there in Chantilly.
[00:14:43.605 --> 00:14:52.267]  He attends, I think, every year at Bilderberg and has an important role to play at the Council on Foreign Relations, patentedly anti-American.
[00:14:52.307 --> 00:14:53.667]  He may become a cabinet member.
[00:14:53.967 --> 00:14:58.748]  He was previously a policy planning at the State Department.
[00:14:59.008 --> 00:15:00.270]  That's all according to
[00:15:11.758 --> 00:15:12.338]  Prospect.
[00:15:12.438 --> 00:15:13.458]  The American Prospect.
[00:15:13.738 --> 00:15:15.559]  The Romney Foreign Policy Agenda.
[00:15:15.999 --> 00:15:20.880]  And so I've done my own research by studying the names and how they connect with the larger agenda.
[00:15:21.180 --> 00:15:24.341]  Who are these people who meet at Bilderberg secretly every year?
[00:15:24.701 --> 00:15:26.501]  And indeed it pulls up stuff like this.
[00:15:26.621 --> 00:15:27.761]  Democrats and Bain.
[00:15:28.082 --> 00:15:36.643]  People raise the question, why is Bain Capital donating more to the Democratic Party than to the GOP if the nominee is Romney who used to work for Bain?
[00:15:36.963 --> 00:15:39.284]  Well obviously they both represent
[00:15:39.764 --> 00:15:48.789]  Finance, capital, they both represent crony capitalism, Wall Street, the elite of the elite who are selling this country and the whole rest of the world down the drain easy.
[00:15:49.249 --> 00:16:00.735]  Let's make a comparison now between that mock video attacking Romney for being a serial killer of corporations with the kind of action that people like Henry Kravis of KKR do.
[00:16:01.135 --> 00:16:11.639]  When they do a leverage buyout and rip and shred the company as one might hollow out a fruit, or as a vampire might hollow out the blood from his victim, or a vulture from Carrion.
[00:16:11.679 --> 00:16:12.479]  Let's play that clip now.
[00:16:13.080 --> 00:16:15.240]  Mitt Romney has a secret.
[00:16:16.241 --> 00:16:21.923]  As head of Bain Capital, he bought companies, carved them up, and got rid of what he couldn't use.
[00:16:23.123 --> 00:16:26.765]  If Mitt Romney really believes... Corporations are people, my friend.
[00:16:29.397 --> 00:16:31.684]  Then Mitt Romney is a serial killer.
[00:16:32.065 --> 00:16:35.717]  He's Mitt the Ripper.
[00:16:37.588 --> 00:16:46.272]  Henry Kravis and company have participated in 160 takeovers and borrowed a large part of $320 billion to do so.
[00:16:47.113 --> 00:16:52.455]  The private equity corporations make sweetheart deals with the banks to finance these takeovers.
[00:16:52.676 --> 00:17:05.322]  Then they pump and dump the companies they control, often resulting in lost jobs for workers, the destruction of communities that rely on the companies, and extreme profiteering for the private equity corporations.
[00:17:05.802 --> 00:17:12.824]  Kravis and KKR, like all the private equity giants, take over public companies using primarily borrowed money.
[00:17:13.304 --> 00:17:21.486]  To pay off this debt, they then sell the assets of the companies, fire thousands of workers, and radically cut benefits of the remaining employees.
[00:17:22.346 --> 00:17:27.087]  It is the same product, in the same building, with the same customers as before.
[00:17:27.987 --> 00:17:31.408]  And so again, they've already rooted all your savings through this financial crisis.
[00:17:31.448 --> 00:17:33.649]  Now they're buying up pension funds and the rest of it.
[00:17:34.029 --> 00:17:39.111]  Both sides of this false spectrum are very predatory, and we have to start to recognize that.
[00:17:39.431 --> 00:17:42.252]  Now, we've talked about how much these elites hate humanity.
[00:17:42.532 --> 00:17:46.373]  That's going to come up in depth with Lord Monckton on the other side of this break.
[00:17:46.653 --> 00:17:54.036]  But first, we'll take you to the quote of the day from the Club of Rome's 1991 publication, The First Global Revolution.
[00:17:54.396 --> 00:17:57.337]  They said, in searching for a new enemy to unite us,
[00:17:57.717 --> 00:18:04.880]  We came up with the idea that pollution, the threat of global warming, water shortages, famine and the like would fit the bill.
[00:18:05.240 --> 00:18:11.542]  All these dangers are caused by human intervention and thus the real enemy then is humanity itself.
[00:18:12.062 --> 00:18:19.185]  Humanity requires a common motivation, namely a common adversary in order to realize world government.
[00:18:19.625 --> 00:18:22.828]  So, again, man is the enemy, world government is the answer.
[00:18:23.228 --> 00:18:26.451]  Now, today was the launch of PlanetInfoWars.com.
[00:18:26.791 --> 00:18:33.637]  We urge you to go check out that website, sign up for it, and begin your own mini InfoWars network.
[00:18:33.978 --> 00:18:37.200]  Maybe a very large part of the InfoWars network.
[00:18:37.441 --> 00:18:44.347]  The point is, you can put up your own content, you can put stories up you think are important, you can create your own videos, your own newscasts.
[00:18:44.867 --> 00:18:55.416]  Get friends together, network with people you want to know, possibly date people, get groups together that like to hunt, like to fish, like to do survival skills, prepping, you name it.
[00:18:55.496 --> 00:18:58.698]  Planet Info Wars will become what you make of it.
[00:18:59.139 --> 00:19:09.547]  The point is to get in there and start resistance using the tools we have now while we still have a relatively free internet which we have pointed out time and again they're trying to clamp down upon.
[00:19:09.907 --> 00:19:11.589]  PlanetInfoWars.com
[00:19:11.929 --> 00:19:12.489]  I'm Aaron Dykstra.
[00:19:35.732 --> 00:19:38.934]  Have you been to InfoWarsShop.com lately?
[00:19:39.415 --> 00:19:43.958]  Express your inner patriot with these brand new InfoWars t shirts.
[00:19:44.538 --> 00:19:50.663]  Say it loud with the InfoWars Bullhorn shirt, or educate the sheeple with the Bill of Rights shirt.
[00:19:51.483 --> 00:19:54.866]  Grope the public's mind with the TSA shirt.
[00:19:55.506 --> 00:19:59.809]  And with this shirt, you can let the dark side know of the Rebel Alliance's power.
[00:20:01.170 --> 00:20:04.272]  All available at InfoWarsShop.com.
[00:20:14.195 --> 00:20:16.798]  PlanetInfoWars.com is in its beta phase.
[00:20:17.118 --> 00:20:18.039]  We're just launching it.
[00:20:18.580 --> 00:20:22.624]  And I want to invite all of you out there to be in on the ground level.
[00:20:22.984 --> 00:20:25.547]  It's waiting for you to breathe power into it.
[00:20:26.028 --> 00:20:27.249]  PlanetInfoWars.com.
[00:20:28.610 --> 00:20:30.172]  All who love liberty are welcome.
[00:20:30.893 --> 00:20:33.235]  All that serve tyranny will be defeated.
[00:20:34.096 --> 00:20:35.317]  It's now out in the open.
[00:20:35.817 --> 00:20:37.098]  World government is here.
[00:20:37.238 --> 00:20:38.059]  It's in our face.
[00:20:38.299 --> 00:20:41.621]  A corporate fascist system surveilling us.
[00:20:42.041 --> 00:20:45.083]  Google, Facebook, Twitter all promote the New World Order.
[00:20:45.123 --> 00:20:46.284]  They attend Bilderberg.
[00:20:46.805 --> 00:20:54.330]  They've turned the internet into a giant illegal spying operation with Google admitting that they're basically an NSA, CIA front.
[00:20:54.550 --> 00:21:03.836]  But despite all of that, their little propaganda stunts like Kony 2012 have been blowing up in their face because we have people power.
[00:21:04.536 --> 00:21:14.504]  Planet Info Wars is about people coming together, forming activist organizations, getting involved politically, hunting and fishing, gardening, dating.
[00:21:15.025 --> 00:21:19.568]  Whatever the case is, this is a place for people who love freedom.
[00:21:19.909 --> 00:21:23.792]  And that's why I have created PlanetInfoWars.com.
[00:21:24.412 --> 00:21:30.495]  ...as a vehicle for you to meet, and to talk, and to write, and to post information.
[00:21:30.695 --> 00:21:41.821]  This is your tool, your website, and I want to invite all the other alternative media to come in to PlanetInfoWars.com and to synergistically meet and turn loose your potential.
[00:21:42.301 --> 00:21:45.903]  For more than six years, I've talked on the air about creating a social network.
[00:21:46.403 --> 00:21:51.506]  But I was so busy with my radio show, the documentaries, all of it, that I never did it properly.
[00:21:51.866 --> 00:21:54.708]  We launched a small little plug-in social network.
[00:21:54.788 --> 00:21:58.491]  It got more than 40,000 members in just a few months and basically crashed.
[00:21:59.111 --> 00:22:01.913]  And then I never revisited the subject until the last year.
[00:22:03.243 --> 00:22:06.067]  And I went out to a public event, a UFC fight.
[00:22:06.087 --> 00:22:07.629]  Joe Rogan invited me to it in Austin.
[00:22:08.470 --> 00:22:14.559]  And two different couples came up to me and said, man, we wish you'd set up a social network again.
[00:22:14.919 --> 00:22:15.620]  Where did it go?
[00:22:15.640 --> 00:22:18.083]  And I said, oh, it was just some little free program.
[00:22:18.103 --> 00:22:19.666]  It couldn't handle all the traffic.
[00:22:20.799 --> 00:22:29.443]  And in both cases, at that same evening, they said, we met four different people, two couples, on your little plug-in site at InfoWars.com, and we now have children.
[00:22:29.763 --> 00:22:32.204]  And since then, it's happened a couple other times.
[00:22:32.264 --> 00:22:37.566]  So, I realized a social network is important, so people who love freedom can get together.
[00:22:37.886 --> 00:22:43.629]  That's what Liberty Lovers is going to be all about, a section we've created at PlanetInfoWars.com.
[00:22:43.649 --> 00:22:46.070]  Whether you live in a small town or a big city,
[00:22:46.770 --> 00:22:57.222]  You can reach out to people in your area so that we can win the future away from Obama and Mitt Romney and all these globalists that try to give us all these fake choices.
[00:22:57.823 --> 00:22:58.904]  And I give you this pledge.
[00:22:59.645 --> 00:23:04.911]  We are not going to spy on you and surveil you and sell your data to the New World Order.
[00:23:04.971 --> 00:23:06.853]  PlanetInfoWars.com is free.
[00:23:07.654 --> 00:23:10.515]  PlanetinfoWars.com is powered by you.
[00:23:10.535 --> 00:23:19.619]  We're gonna have our articles up there, we'll have video feeds and stuff up there, but this is all about you getting together and organizing the resistance against the New World Order.
[00:23:19.999 --> 00:23:25.822]  Ron Paul's been great, but he himself has said this is simply a focal point for people that are already awake.
[00:23:26.542 --> 00:23:28.564]  Well, this is Ron Paul 2.0.
[00:23:29.105 --> 00:23:30.226]  This is Alex Jones 3.0.
[00:23:31.507 --> 00:23:34.830]  This is Humanity 4.0 to the power of infinity.
[00:23:35.091 --> 00:23:36.632]  This is about taking action.
[00:23:36.852 --> 00:23:39.375]  This is about turning humanity loose.
[00:23:39.955 --> 00:23:43.119]  Connect with people who are awake and know what we're facing.
[00:23:43.139 --> 00:23:44.140]  Be active.
[00:23:44.680 --> 00:23:45.321]  Organize.
[00:23:45.621 --> 00:23:46.362]  Take action.
[00:23:46.642 --> 00:23:47.323]  Go viral.
[00:23:47.623 --> 00:23:48.064]  Create.
[00:23:48.304 --> 00:23:48.925]  Contribute.
[00:23:49.165 --> 00:23:49.685]  Resist.
[00:23:49.906 --> 00:23:52.268]  Because resistance is victory.
[00:23:52.648 --> 00:23:53.970]  You are victory.
[00:23:54.150 --> 00:23:57.754]  And the rally point is planetinfowars.com.
[00:24:06.016 --> 00:24:11.318]  Sick of the globalist eugenicist control freaks adding poison to your water and laughing as you get sick and die?
[00:24:11.578 --> 00:24:13.759]  Start purifying your water with ProPure.
[00:24:13.979 --> 00:24:19.541]  My friends, I've done a lot of research and the best gravity filter out there bar none is ProPure.
[00:24:19.721 --> 00:24:22.983]  And it's available discounted at InfoWars.com.
[00:24:23.143 --> 00:24:26.364]  Its filters are silver impregnated to prevent bacterial growth.
[00:24:26.604 --> 00:24:28.045]  There's no priming required.
[00:24:28.305 --> 00:24:30.366]  It's NSF 42 certified.
[00:24:30.586 --> 00:24:33.087]  Optional fluoride filters can reduce fluoride up to 95%.
[00:24:34.167 --> 00:24:35.508]  Easy to set up and use.
[00:24:35.708 --> 00:24:37.029]  Doesn't require electricity.
[00:24:37.149 --> 00:24:40.030]  Purify water from lakes, streams, ponds, and wells.
[00:24:40.331 --> 00:24:43.533]  This filter system leaves in beneficial minerals, which is key.
[00:24:43.733 --> 00:24:45.534]  Save money by not buying bottled water.
[00:24:45.654 --> 00:24:47.755]  And avoid BPA that leaches from the plastic.
[00:24:47.895 --> 00:24:50.517]  ProPure is the best gravity-fed filter out there.
[00:24:50.657 --> 00:24:51.978]  It's what my family uses.
[00:24:52.238 --> 00:24:55.480]  Infowars.com already has the lowest price on ProPure.
[00:24:55.580 --> 00:25:01.183]  But if you add the promo code WATER at checkout, you get an additional 10% off at Infowars.com.
[00:25:01.383 --> 00:25:02.685]  You can also call to order 888-253-3139.
[00:25:09.602 --> 00:25:25.257]  We are back from break on this InfoWars Nightly News, and we're excited now to be joined by Lord Christopher Monckton himself, very much on the cutting edge of fighting against the climate regime changers, who want to take over our world, curb civilization, and really put us in our place.
[00:25:25.297 --> 00:25:26.858]  We're not going to let that happen, of course.
[00:25:27.219 --> 00:25:28.580]  Thank you for joining us, Lord Monckton.
[00:25:28.620 --> 00:25:34.345]  Well, it's a real pleasure to be here, and let's hope that we can, between us, convince the powers that be
[00:25:35.106 --> 00:25:41.124]  That backing the climate scare has been a failure and they must get off it and think of something else to frighten us with.
[00:25:41.664 --> 00:25:51.066]  Well, it was only a few years ago Al Gore and company were telling us the debate was over, this climate change, really new way of thinking was just inevitable and we should all submit.
[00:25:51.386 --> 00:25:54.026]  But they've had a number of setbacks at the past few meetings.
[00:25:54.066 --> 00:25:55.847]  They've really had their agenda stalled.
[00:25:56.627 --> 00:26:08.469]  But at the same time, we have the revival of Agenda 21 this year, Rio plus 20 conference, 20 years after the first time the United Nations held a summit on how to bring about sustainable development.
[00:26:08.809 --> 00:26:12.103]  Let's get into that and how it ties into the larger climate change issues.
[00:26:12.793 --> 00:26:16.774]  What has happened is they've lost the argument with the public on the climate.
[00:26:17.114 --> 00:26:20.435]  In fact, they've lost the scientific argument as well as the economic argument.
[00:26:21.095 --> 00:26:29.197]  And because they've lost it, they know they've got to find something else to justify the continued existence of the UN.
[00:26:29.237 --> 00:26:31.418]  You see, the UN has become a very expensive body.
[00:26:31.898 --> 00:26:34.258]  It's a lot of money the nations pay towards it.
[00:26:34.719 --> 00:26:37.739]  It's increasingly wanting to have governing power.
[00:26:38.099 --> 00:26:40.260]  It's wanting to undermine the very concept
[00:26:40.740 --> 00:26:43.182]  of a sovereign, independent nation.
[00:26:44.243 --> 00:26:47.585]  Because they want to have, effectively, global government.
[00:26:47.926 --> 00:26:52.029]  Now they know if one talks of world government, this is something that will be very unpopular.
[00:26:52.389 --> 00:26:56.052]  So instead of calling it world government, they call it global governance.
[00:26:56.632 --> 00:27:03.718]  This is the new phrase for it, which somehow sounds nice and respectable and not too dangerous.
[00:27:03.958 --> 00:27:06.240]  But of course, what they're really after is total control.
[00:27:06.260 --> 00:27:08.302]  And the idea of the RioPlus20 conference
[00:27:09.062 --> 00:27:32.507]  Is to suggest that the nations of the West have been raping the planet with their insatiable demands for natural resources, land to build houses and roads and airports on, and that now humans must be reduced, according to one of the more extremist papers put forward for this conference, by five billion of our present, I think it's six billion of our present, seven billion, must be done away with.
[00:27:33.027 --> 00:27:36.648]  And it's down to be having not more than 1 billion humans on the planet.
[00:27:37.228 --> 00:27:39.769]  Really extreme stuff on the fringes of this.
[00:27:39.809 --> 00:27:48.732]  Now the draft document, the draft conclusions of the conferences, it's already been decided roughly what the conclusions are going to be.
[00:27:49.412 --> 00:27:59.956]  I've seen that document and compared with some of the more extreme climate documents I've seen from these conferences, it's pretty milk and water so far, which means that the real draft hasn't in fact yet been made available.
[00:28:00.917 --> 00:28:18.218]  But what I think they're going to try to do is to follow a route which the EU knows well, where you have annual incremental conferences, as they've done with the climate, with agreements at the end of each conference because the negotiators don't want to go home and say we haven't even signed an agreement.
[00:28:18.798 --> 00:28:25.561]  And each of these agreements gradually takes on the force of what your Constitution calls customary international law.
[00:28:26.241 --> 00:28:40.326]  And once that happens, even if they aren't signed into law by your Senate as a treaty, which has to vote for treaties by a two-thirds majority, they can still become the law of the land if the Supreme Court, which is very much that way inclined at the moment, were to say that they were.
[00:28:40.826 --> 00:28:47.307]  And that's how they're going to circumvent the constitutional requirement that a treaty has to be ratified by two-thirds of the Senate.
[00:28:47.928 --> 00:28:53.849]  And they're going to do roughly what was done to us as we lost our powers in Britain to the EU.
[00:28:54.309 --> 00:29:01.211]  With these endless succession of treaties, each of which doesn't seem to change things all that much compared with the previous treaties.
[00:29:01.291 --> 00:29:02.811]  At least that's the official storyline.
[00:29:04.052 --> 00:29:08.757]  And yet at the end of the process you suddenly find you've lost your nation, you've lost your democracy, you've lost your parliament.
[00:29:08.777 --> 00:29:12.281]  We still have one, we still have elections, but they mean nothing.
