[00:00:00.049 --> 00:00:00.589]  I don't know.
[00:06:19.404 --> 00:06:29.437]  You know, what's kind of funny, Alex, is what was conspiratorial years ago with things that you did and things that I did, they're beginning to become mainstream now.
[00:06:29.838 --> 00:06:30.619]  Isn't that amazing?
[00:06:31.570 --> 00:06:32.531]  Yeah, thanks to you.
[00:06:32.551 --> 00:06:34.792]  I mean, I'm not groveling, I only give credit where it's due.
[00:06:35.292 --> 00:06:40.796]  You, we were already growing, would have broken out, had some success, but I'm telling you, you were the nitrous oxide.
[00:06:40.996 --> 00:06:46.819]  You know in the Road Warrior where they got the cars going 200, but then Humongous turns it on nitrous oxide and goes BOOM!
[00:06:47.139 --> 00:06:48.941]  It was like George Norrie was BOOM!
[00:06:49.001 --> 00:06:51.102]  And then Matt Drudge BOOM!
[00:06:51.142 --> 00:06:53.263]  Just like really sending us into the stratosphere.
[00:06:53.283 --> 00:06:56.405]  So, thank you my friend, because most people in media are egomaniacs.
[00:06:56.665 --> 00:06:59.227]  They're not like you and Drudge who really care about the information.
[00:06:59.807 --> 00:07:00.568]  No, not at all.
[00:07:00.588 --> 00:07:01.969]  You're absolutely right about that.
[00:07:01.989 --> 00:07:08.634]  And I'm also in jubilation tonight because my Detroit Tigers, that's where I was born, they're going to the World Series.
[00:07:08.674 --> 00:07:11.436]  They beat the Yankees four games to none.
[00:07:11.856 --> 00:07:14.918]  And of course, as you know, Alex, I spend a lot of time between St.
[00:07:14.978 --> 00:07:18.661]  Louis and L.A., my other place, and St.
[00:07:18.701 --> 00:07:22.044]  Louis is almost World Series bond.
[00:07:22.684 --> 00:07:26.407]  So I may have a chance to see both teams in the World Series.
[00:07:27.028 --> 00:07:32.310]  Talk about a dream come true, rooting for teams for your whole life, and now both of them could be up against each other.
[00:07:32.830 --> 00:07:33.751]  Yep, absolutely.
[00:07:33.811 --> 00:07:34.571]  Now who would I pick?
[00:07:34.631 --> 00:07:37.492]  Well, you gotta pick Detroit, because it's a boy thing.
[00:07:38.332 --> 00:07:39.633]  My son was born in St.
[00:07:39.693 --> 00:07:42.274]  Louis, he's gonna pick the Cardinals, so we'll see what happens.
[00:07:43.641 --> 00:07:45.062]  Very, very exciting.
[00:07:45.482 --> 00:07:51.746]  George, wow, where should we start tonight with the hundreds of incredible topics out there?
[00:07:52.127 --> 00:07:54.908]  Why don't we talk a little bit about the Iranian situation?
[00:07:55.109 --> 00:07:56.509]  Yeah, that's getting wild.
[00:07:56.529 --> 00:08:09.518]  You know, I've had Jerry Corsi on the show for at least a year and a half, where we have talked about the Iranian situation, and both of us felt that there'd be some kind of military conflict against Iran.
[00:08:10.357 --> 00:08:11.859]  Uh, about a year and a half ago.
[00:08:11.879 --> 00:08:12.940]  It hasn't happened yet.
[00:08:13.420 --> 00:08:14.601]  I think it's getting close.
[00:08:15.262 --> 00:08:18.965]  My prediction is something's going to happen after the election.
[00:08:18.985 --> 00:08:21.868]  I do not believe that, uh...
[00:08:22.569 --> 00:08:28.610]  The powers that be want anything to get involved with the election one way or another.
[00:08:28.630 --> 00:08:35.112]  I think they're a little confused over what candidate would benefit from some kind of military intervention in Iran.
[00:08:35.612 --> 00:08:37.052]  But I think something's going to happen.
[00:08:37.872 --> 00:08:45.534]  We have seen Iranian hackers attacking the bank system successfully, shutting down websites and things like that.
[00:08:45.834 --> 00:08:47.114]  And that's just what we know.
[00:08:47.595 --> 00:08:49.215]  We don't know what we don't know.
[00:08:49.941 --> 00:08:53.807]  But I just have this gut feeling, Alex, that something is going to happen.
[00:08:53.887 --> 00:08:55.971]  It's going to be very, very soon.
[00:08:57.023 --> 00:08:58.704]  And all hell could break loose.
[00:08:58.864 --> 00:09:01.926]  Let's hope to God it's not as bad as I think it could be.
[00:09:02.587 --> 00:09:04.028]  But I think something's going to happen.
[00:09:04.188 --> 00:09:05.909]  And it's a double-edged sword.
[00:09:05.949 --> 00:09:07.150]  There's a problem here.
[00:09:07.510 --> 00:09:14.795]  There's no question that Iran is working on nuclear weaponry, along with their nuclear program.
[00:09:14.835 --> 00:09:16.176]  I mean, they're doing that.
[00:09:16.716 --> 00:09:25.142]  So you have to be concerned over a nation like that, that spouts the kind of rhetoric and hatred that they have toward America.
[00:09:25.442 --> 00:09:30.006]  Well, just to interrupt, which you know I'm the king of, that's it, you know I'm anti-war.
[00:09:30.026 --> 00:09:41.136]  And I don't try to take sides in all this, but I mean, the Iranian president every week says, and I went and looked at the translation, he's saying it, we're going to blow Israel off the map.
[00:09:41.396 --> 00:09:52.806]  You've got a country like Israel with all these nukes, Iran's getting nukes, they want to be able to deploy them, and then they're saying, I'm going to nuke you, it's like some guy that weighs, you know, 50 pounds threatening
[00:09:53.366 --> 00:09:57.707]  You know, the UFC champion, why is Iran asking for it?
[00:09:57.927 --> 00:10:03.769]  Because I don't want this war, I don't want $10 a gallon gas, but why is Iran just asking for it?
[00:10:03.949 --> 00:10:05.469]  These people are insane.
[00:10:05.769 --> 00:10:16.712]  I've got a lot of friends who were Iranians who came here after the Shah of Iran situation, who by the way was no Boy Scout, and we can talk about that a little bit later on, but
[00:10:18.453 --> 00:10:33.662]  I've got one source who has told me weeks before anything happens in Iran, and I've had it on coast-to-coast, he'll say, look, people are upset that the valuation of our Riyal is going to go down, that's their currency.
[00:10:34.342 --> 00:10:37.105]  And sure enough, a week or two later, it goes down.
[00:10:37.285 --> 00:10:38.826]  He's been spot on.
[00:10:39.267 --> 00:10:43.490]  He said the people in Iran love the United States overall.
[00:10:43.971 --> 00:10:46.433]  He said we want that kind of government.
[00:10:46.513 --> 00:10:48.415]  We want to live that way.
[00:10:48.835 --> 00:10:50.397]  We buy blue jeans.
[00:10:50.477 --> 00:10:51.838]  We buy cell phones.
[00:10:51.938 --> 00:10:54.000]  We like that style.
[00:10:54.560 --> 00:10:57.183]  It's the mullahs, these insane people,
[00:10:57.836 --> 00:11:02.301]  Who are out there spouting this hatred, spouting this rhetoric.
[00:11:02.662 --> 00:11:08.548]  I mean, you know, we've got nukes and yes, we used them during World War II and we stopped the war.
[00:11:09.089 --> 00:11:11.532]  We can argue whether it was right or wrong to use it.
[00:11:11.912 --> 00:11:17.399]  But I haven't heard the United States threaten to use nukes against any other country ever since.
[00:11:18.339 --> 00:11:21.780]  Even in the Cold War during the Soviet Union back in the 60s.
[00:11:22.240 --> 00:11:24.881]  I mean, we didn't say we're going to launch against you.
[00:11:24.901 --> 00:11:30.843]  I mean, the Iranians, the government, talks in terms of using this stuff.
[00:11:31.403 --> 00:11:39.086]  When you have a neighbor that says, we're going to blow you off the map, we want a regime change, we want you gone.
[00:11:39.246 --> 00:11:45.368]  Oh, listen, if I had a neighbor that got in my face and said, I'm gonna kick your butt, and then he was menacing me with an axe, I'd kick his ass.
[00:11:45.428 --> 00:11:46.628]  You'd have to do something.
[00:11:46.928 --> 00:11:48.829]  You could be living right next to him.
[00:11:49.209 --> 00:11:52.490]  You know, he could peer over his fence all the time, like tool time.
[00:11:53.830 --> 00:11:55.590]  You just can't let that happen.
[00:11:56.010 --> 00:11:57.791]  When you weigh all that...
[00:11:58.539 --> 00:12:09.589]  You weigh all that, I have got to assume that there's going to be some kind of conflict to take out... But Iran, like I said, Israel is an absolutely armed camp.
[00:12:09.909 --> 00:12:11.711]  It's got the United States backing it up.
[00:12:12.132 --> 00:12:14.474]  Why is Iran playing into that?
[00:12:14.494 --> 00:12:16.516]  I don't want this war.
[00:12:17.056 --> 00:12:17.836]  Not against Iran.
[00:12:17.856 --> 00:12:22.739]  Like you said, polls show 70 plus percent of Iranians love America and hate the mullahs.
[00:12:23.119 --> 00:12:26.420]  Show, you know, a lot of people in our government don't want to attack Iran either.
[00:12:26.480 --> 00:12:29.221]  They think it could... I mean, it's just horrible that this could happen.
[00:12:29.482 --> 00:12:39.586]  I think what they've been hoping is an Arab Spring by bringing the Iranian economy down so far that the people would just go ballistic and would do what they had to do.
[00:12:39.666 --> 00:12:40.687]  But they can't do that.
[00:12:41.167 --> 00:12:42.968]  The mullahs are too strong.
[00:12:43.048 --> 00:12:45.749]  They're too entrenched with their revolutionary guard.
[00:12:46.460 --> 00:12:54.361]  Those people are not going to give up oil money power that easily, and they're going to hang in there for as long as they can.
[00:12:54.381 --> 00:13:02.463]  I mean, look at Assad in Syria, holding on as long as he can, butchering his own people, and they don't have those kind of resources.
[00:13:02.583 --> 00:13:05.463]  Syria's not an oil-rich nation.
[00:13:06.283 --> 00:13:14.945]  The Iranians are rich, they're powerful, and the 70-some people who are controlling the destiny of that country don't want to give it up.
[00:13:18.228 --> 00:13:26.216]  And on the other side, George, we've got the West sending in a bunch of Saudi Arabian jihadis against Syria.
[00:13:26.676 --> 00:13:29.318]  It runs from bad to worse, and it's all coming to a head.
[00:13:29.779 --> 00:13:36.925]  What do you make of Joseph Stiklitz in the Washington Post today, former head of the World Bank as the economist there?
[00:13:37.866 --> 00:13:41.108]  Head World Bank economist, Nobel Prize winner saying Europe's in a depression.
[00:13:41.488 --> 00:13:42.468]  It's spreading worldwide.
[00:13:42.508 --> 00:13:43.469]  Where do you see that going?
[00:13:43.489 --> 00:13:48.431]  Because here you are five, six, seven, eight years ago talking about it, being criticized.
[00:13:48.451 --> 00:13:50.893]  I'm being criticized, Gerald Salente, so many others.
[00:13:51.433 --> 00:13:55.415]  And now everything on the news sounds like something we would have been covering.
[00:13:56.277 --> 00:14:00.059]  But I'm not waiting for some award or a pat on the back for being right.
[00:14:00.699 --> 00:14:03.100]  Instead, we still get criticized, but it's all coming true.
[00:14:03.120 --> 00:14:04.661]  It's all coming true.
[00:14:04.701 --> 00:14:14.004]  I mean, if you and I had a crystal ball years ago and we were able to look into the future, Alex, we are looking exactly at what we had seen.
[00:14:14.285 --> 00:14:15.025]  We knew this.
[00:14:15.045 --> 00:14:16.225]  We predicted this.
[00:14:16.345 --> 00:14:17.226]  We talked about it.
[00:14:17.306 --> 00:14:22.868]  We both had specialized guests on the air talking about the things that would happen.
[00:14:23.228 --> 00:14:24.509]  And it's all coming true.
[00:14:25.149 --> 00:14:28.551]  I mean, I don't like the fact that it's happening, but it's happening.
[00:14:29.151 --> 00:14:31.512]  And the name of the game is control.
[00:14:32.012 --> 00:14:41.196]  You know, when Zygmunt Brzezinski said about a year and a half ago that they, being us, are becoming more aware of what the plan is,
[00:14:42.057 --> 00:14:43.820]  We have to act and act fast.
[00:14:43.900 --> 00:14:45.522]  We have to do this quickly.
[00:14:45.943 --> 00:14:46.824]  And that's what they're doing.
[00:14:46.984 --> 00:14:52.031]  They are operating and working as if they are running out of time.
[00:14:52.412 --> 00:14:53.012]  And you know what?
[00:14:53.293 --> 00:14:54.054]  I think they are!
[00:14:54.595 --> 00:14:58.720]  And so that's why they're pushing all these agendas so fast.
[00:14:59.761 --> 00:15:01.302]  One thing they never anticipated.
[00:15:01.782 --> 00:15:04.184]  They didn't expect people to push back.
[00:15:04.604 --> 00:15:06.104]  And that's what's beginning to happen.
[00:15:06.505 --> 00:15:09.306]  And it's happening in all walks of life.
[00:15:10.006 --> 00:15:11.567]  And people are fed up.
[00:15:11.667 --> 00:15:12.508]  You can feel it.
[00:15:12.528 --> 00:15:14.569]  You can talk to your friends, your neighbors.
[00:15:15.309 --> 00:15:17.970]  They just don't feel comfortable anymore.
[00:15:18.291 --> 00:15:19.371]  And they're pushing back.
[00:15:19.551 --> 00:15:25.774]  And I think that pushback is healthy because that is what's going to keep people in line eventually.
[00:15:25.794 --> 00:15:26.995]  That's what's going to keep these
[00:15:28.203 --> 00:15:38.616]  George, what type of pushback should the people be engaged in?
[00:15:39.557 --> 00:15:45.905]  Well, you know, I was in the Navy nine years, Alex, and I'm not an advocate of any kind of conflict.
[00:15:47.851 --> 00:15:49.132]  You've got to protest.
[00:15:49.272 --> 00:15:54.515]  You've got to do what you can do in the voting booth, even though, you know, the old adage is, you know, it doesn't matter.
[00:15:54.555 --> 00:15:58.037]  Every candidate's the same or they'll change eventually.
[00:15:59.058 --> 00:16:00.819]  Violence is not a way to get it done.
[00:16:00.879 --> 00:16:02.159]  You have to protect yourself.
[00:16:02.720 --> 00:16:04.241]  I'm a guns rights activist.
[00:16:04.461 --> 00:16:06.342]  I'm a concealed weapons permit holder.
[00:16:06.942 --> 00:16:08.763]  You do that for safety purposes.
[00:16:08.803 --> 00:16:11.065]  You don't do that for aggressive purposes.
[00:16:12.125 --> 00:16:14.987]  But you've just got to continue.
[00:16:15.607 --> 00:16:25.614]  To tell your friends, tell your family members what is going on and hopefully that this mission that we've all been on for these years will continue to grow.
[00:16:25.634 --> 00:16:30.838]  I mean, years ago people didn't believe us when we talked about things like that.
[00:16:30.898 --> 00:16:31.958]  They thought we were nuts.
[00:16:33.039 --> 00:16:34.500]  They don't think that anymore.
[00:16:34.700 --> 00:16:40.204]  I mean, now the camp that we're in is getting bigger and bigger and bigger.
[00:16:43.143 --> 00:16:53.951]  But with great power comes great responsibility, and that's what's so frustrating, is trying to figure out all the angles when even the power structure isn't in control.
[00:16:55.212 --> 00:17:08.582]  It's an amazing thing to see, but I've studied, as you have, other countries, and whether it was the Nazis, or the Communist Chinese, or the Russians, or Pol Pot, or any of them, fascist, communist, authoritarian, doesn't matter, all basically the same thing.
[00:17:08.602 --> 00:17:09.983]  Different flavors of the same thing.
[00:17:10.503 --> 00:17:12.245]  The same end result, total tyranny.
[00:17:13.450 --> 00:17:14.911]  A bunch of crooks taking control.
[00:17:15.771 --> 00:17:24.096]  The fact that our founders did put that Second Amendment in there, it slows down the riots, it slows down the corruption, it's a check made against tyranny.
[00:17:24.837 --> 00:17:32.722]  That is such a bulwark, even in a collapse, basically like bulkhead doors or floodgates.
[00:17:35.183 --> 00:17:38.965]  The term I guess would be, what do you call it, firewalls.
[00:17:39.426 --> 00:17:42.788]  That Second Amendment is just so important and it's such a wildcard.
[00:17:43.888 --> 00:17:44.790]  It is important.
[00:17:44.850 --> 00:17:54.570]  It is important that people know that this is an armed society and this is a society that will protect itself if need be.
[00:17:55.635 --> 00:18:03.720]  I happen to feel very safe in a state that I know has approved concealed carry because you just never know.
[00:18:04.140 --> 00:18:09.043]  But if you're in a state like Illinois, for example, where you can't carry, you know what?
[00:18:09.484 --> 00:18:14.867]  If I was a criminal, I'd say nine out of ten times I'm going to come up to someone and they're not going to have a gun.
[00:18:15.167 --> 00:18:18.189]  They're not going to have a gun legally because they're law-abiding people.
[00:18:18.609 --> 00:18:19.450]  I'm going to rob them.
[00:18:19.930 --> 00:18:21.471]  I'm going to do whatever I have to do.
[00:18:21.931 --> 00:18:24.433]  That's why crime is so bad in those states.
[00:18:24.973 --> 00:18:31.895]  You know, the FBI released statistics today that for the first time in 20 years, crime has gone up.
[00:18:33.155 --> 00:18:35.156]  What's happening to this society, Alex?
[00:18:37.877 --> 00:18:40.357]  We're going into a controlled depression.
[00:18:41.058 --> 00:18:46.119]  What do you expect to happen, George, from all the different guests and experts you talk to in the next six months to a year?
[00:18:46.960 --> 00:18:54.924]  Well, if you listen to people like Gerald Cilente, and he's been on your program as well as mine, we're at the cusp of collapse.
[00:18:55.705 --> 00:18:58.406]  I'm not sure it's that bad, I still think.
[00:18:59.292 --> 00:19:05.681]  That these fiat net money people are going to prop up this economy for several years.
[00:19:05.781 --> 00:19:07.563]  We're going to get hit with some downturns.
[00:19:08.064 --> 00:19:09.526]  But they're going to keep printing money.
[00:19:09.546 --> 00:19:16.856]  The problem, Alex, is eventually your kids and my kids or my grandchildren, they're going to pay the piper.
[00:19:17.552 --> 00:19:18.933]  That's where it's going to be bad.
[00:19:19.313 --> 00:19:22.535]  It's going to be bad 5, 10, 15 years out from now.
[00:19:23.456 --> 00:19:27.858]  We may get by over the next couple of years with these ups and these downs.
[00:19:27.958 --> 00:19:36.023]  I mean, if gasoline prices ever get back to anything that was respectable, you know, auto sales will pick up even higher than they've been going lately.
[00:19:36.610 --> 00:19:42.833]  But I'm more concerned about the future of your kids, the future of mine, and what's going to happen to them.
[00:19:43.273 --> 00:19:45.094]  You know, it's like a race.
[00:19:45.294 --> 00:19:59.120]  You know, when you're in a four-person race, and you're in a team, and you hand the baton off to the guy, when you come around the circle, and he runs, you want to give him a pretty darn good head start.
[00:19:59.560 --> 00:20:01.401]  Because that'll help ensure some victory.
[00:20:01.901 --> 00:20:06.342]  Well, we're not passing the baton off to our people, to our young people.
[00:20:06.802 --> 00:20:09.222]  We're not giving them that head start anymore, Alex.
[00:20:09.302 --> 00:20:14.103]  If anything, we're giving them laps and laps behind the leaders.
[00:20:14.783 --> 00:20:19.704]  And they're not going to have that opportunity that you and I have had over these years.
[00:20:19.744 --> 00:20:22.304]  You know, my son got a degree in criminal justice.
[00:20:22.925 --> 00:20:25.585]  He was not able to use it in that chosen field.
[00:20:26.285 --> 00:20:28.906]  He ended up working as a casino host in St.
[00:20:28.966 --> 00:20:29.306]  Louis.
[00:20:29.326 --> 00:20:30.926]  He got transferred to Vegas.
[00:20:31.579 --> 00:20:32.519]  He didn't like it.
[00:20:32.600 --> 00:20:34.620]  He felt that they bait and switched him.
[00:20:35.141 --> 00:20:36.101]  He moved back to St.
[00:20:36.141 --> 00:20:36.461]  Louis.
[00:20:36.541 --> 00:20:37.642]  I'm helping him out there.
[00:20:38.282 --> 00:20:40.923]  You know, people are looking for work.
[00:20:41.003 --> 00:20:43.704]  I get emails every day from listeners.
[00:20:44.125 --> 00:20:44.825]  Every day!
[00:20:45.535 --> 00:20:46.696]  Can you help me with this?
[00:20:46.756 --> 00:20:47.877]  Can you help me with that?
[00:20:48.598 --> 00:20:52.781]  Can you do this for, you know, can you find me a job?
[00:20:52.921 --> 00:20:56.184]  I mean, it's amazing what's going on in society.
[00:20:56.784 --> 00:21:05.651]  One of the things I'm going to do, because I think it's gotten so bad out there, is I'm working on a project which I cannot announce yet, but I will with you when the time comes.
[00:21:06.412 --> 00:21:12.977]  And I'm going to set up a foundation and help our coast-to-coast listeners who are financially stressed
[00:21:14.942 --> 00:21:25.526]  The show has been very good to me, and I'm going to set this up at the time that we start rolling along with this project that I'll announce, hopefully within 30 days.
[00:21:26.386 --> 00:21:32.129]  And if any Coast to Coast listeners, or even InfoWar listeners, are in serious trouble,
[00:21:32.794 --> 00:21:35.375]  And they need some money for utilities and things like that.
[00:21:35.435 --> 00:21:36.275]  We're going to help them out.
[00:21:36.795 --> 00:21:38.375]  I did that with our book sales.
[00:21:39.296 --> 00:21:43.257]  And, you know, we didn't give out a lot of money because we didn't get a lot of requests.
[00:21:43.317 --> 00:21:46.338]  But I think we're at a point now where people need help.
[00:21:46.438 --> 00:21:47.018]  And we're going to do it.
[00:21:47.338 --> 00:21:48.278]  It's the honor system.
[00:21:48.758 --> 00:21:51.059]  I'm going to have my producer, Tom, handle it for me.
[00:21:51.799 --> 00:21:53.019]  And you know what?
[00:21:53.039 --> 00:21:57.140]  We could get burned once in a while with someone who just wants to put a few hundred bucks in their pocket.
[00:21:57.660 --> 00:21:58.241]  But so be it.
[00:21:58.421 --> 00:21:59.421]  It's well worth the chance.
[00:22:00.643 --> 00:22:01.664]  Well, that's what it's all about.
[00:22:01.704 --> 00:22:02.904]  We've got to be all in.
[00:22:03.225 --> 00:22:05.466]  And George, you told me about some of your plans.
[00:22:05.486 --> 00:22:06.867]  They're just simply amazing.
[00:22:08.168 --> 00:22:10.129]  But this is a planned implosion.
[00:22:10.169 --> 00:22:19.335]  And if we don't try to take care of each other, if we don't promote people that promote liberty, if we don't stand up for what we believe in, we're going to lose it all.
[00:22:20.275 --> 00:22:23.377]  Because the ruling class is so disconnected from reality.
[00:22:24.017 --> 00:22:29.181]  I want to give the number out, because in about three or four minutes, we're going to go to a quick news report and then come back.
[00:22:30.021 --> 00:22:40.689]  For folks that want to call into the show and talk to the great George Norrie, here during this 48-hour special transmission, the number to join us on air is 877-789-ALEX.
[00:22:41.249 --> 00:22:44.171]  That's our own little studio line, different than the regular radio show.
[00:22:44.191 --> 00:22:47.193]  877-789-ALEX or 877-789-2539 on any subject or topic you want to raise for George Norrie.
[00:22:47.213 --> 00:22:47.473]  But George,
[00:22:55.979 --> 00:23:06.056]  Give the establishment, because most people that are successful, they actually built a product or wrote a book or have something that people are interested in and it's through free association, but...
[00:23:07.205 --> 00:23:08.326]  These globalists brag.
[00:23:08.766 --> 00:23:11.467]  They're about monopolies that government can give them.
[00:23:11.487 --> 00:23:12.868]  They're monopoly capitalists.
[00:23:13.369 --> 00:23:14.609]  They're monopoly men.
[00:23:14.889 --> 00:23:16.250]  They're mafia, basically.
[00:23:17.031 --> 00:23:19.692]  And they, I mean, they're public about it.
[00:23:19.732 --> 00:23:24.895]  They think they're going to organize and control and ride this tiger of economic collapse.
[00:23:24.935 --> 00:23:33.440]  But historically, every elite thinks that because they're living in these armored redoubts and, you know, feel insulated.
[00:23:33.960 --> 00:23:37.843]  I mean, I am genuinely, you know, have moved to the country.
[00:23:37.943 --> 00:23:39.904]  I have genuinely put in solar.
[00:23:40.465 --> 00:23:42.366]  I have genuinely drilled a well.
[00:23:42.546 --> 00:23:44.748]  I have genuinely bought guns and food.
[00:23:44.768 --> 00:23:48.430]  I mean, I really believe there's a good chance I'm going to need to use that.
[00:23:49.251 --> 00:23:52.353]  And I mean, it was a 20% chance five years ago.
[00:23:52.413 --> 00:23:54.335]  Then it was a 50% chance a year ago.
[00:23:54.415 --> 00:23:58.257]  And now it's more and more a realization it's going to happen.
[00:23:58.878 --> 00:24:01.280]  And it's just disgusting that
[00:24:02.080 --> 00:24:03.401]  That we've come to this point.
[00:24:03.661 --> 00:24:07.742]  And again, you talk about your listeners saying, hey, I need a job.
[00:24:08.482 --> 00:24:21.027]  I've got family that have multiple degrees, some of them top of their class, veterans, you name it, who are out there beating the pavement and they can't get any job but, you know, 10 bucks, 12 bucks an hour.
[00:24:21.727 --> 00:24:23.648]  And I mean, how did America get to this?
[00:24:23.668 --> 00:24:26.370]  I mean, how did we get to this point, George?
[00:24:26.410 --> 00:24:27.631]  And where is it going?
[00:24:27.671 --> 00:24:32.975]  I mean, it is humiliating to know that family I have who are amazingly smart, good people.
[00:24:32.995 --> 00:24:43.842]  I mean, a lot of my family now work at gas stations or now work, you know, at daycare centers or now work, you know, as field hands, you know, with cattle or whatever.
[00:24:44.542 --> 00:24:46.003]  These are people with two degrees.
