[00:00:05.953 --> 00:00:07.014]  Mainstream media.
[00:05:06.053 --> 00:05:08.814]  78% of the Midwest corn belt is in drought conditions.
[00:05:09.014 --> 00:05:14.115]  Not only corn, but soy, alfalfa, fruits, vegetables, and wheat are all impacted, raising prices.
[00:05:14.395 --> 00:05:19.116]  The cost to feed livestock is forcing farmers and ranchers out of business, blowing up your food prices.
[00:05:19.376 --> 00:05:26.658]  The only strategy to counter this is to freeze your food cost at today's prices by getting your own supply of foods or meat foods direct now.
[00:05:26.998 --> 00:05:30.719]  As the price of raw ingredients increases, eFoods will have to raise prices too.
[00:05:30.879 --> 00:05:32.440]  Now is the time to get your supply.
[00:05:32.660 --> 00:05:36.521]  I recently increased my supply from eFoods Direct because we've all known this was coming.
[00:05:36.681 --> 00:05:39.322]  You know about their delicious long-term storable foods.
[00:05:39.602 --> 00:05:42.242]  The fact is, you can eat it anytime to save money today.
[00:05:42.382 --> 00:05:46.784]  And because it stores for 25 years, you're locking in today's prices and avoiding the rising food cost.
[00:05:46.944 --> 00:05:47.464]  Don't wait!
[00:05:47.584 --> 00:05:52.645]  Call 800-409-5633 or go to eFoodsDirect.com forward slash Alex.
[00:05:52.845 --> 00:05:53.065]  Call 800-409-5633.
[00:05:59.649 --> 00:06:04.992]  American gardeners and fellow Patriots make the right choice with your money, time, and your family food supply.
[00:06:05.112 --> 00:06:10.175]  Choose 100% pure heirloom seeds in the Survival Seed Vault from MyPatriotsupply.com.
[00:06:10.315 --> 00:06:11.135]  Why spend more?
[00:06:11.295 --> 00:06:19.060]  The Survival Seed Vault from MyPatriotsupply.com is only $37.95 and includes 20 varieties of pure, hearty, easy to grow heirloom seeds.
[00:06:19.320 --> 00:06:19.800]  Yes, only $37.95.
[00:06:19.860 --> 00:06:20.841]  That's 70% less than our competitors.
[00:06:23.482 --> 00:06:26.643]  You could buy three Survival Seed Vaults for less than one of theirs.
[00:06:26.883 --> 00:06:33.345]  The Survival Seed Vault from MyPatriotSupply.com includes detailed planting and seed saving instructions and ships same day.
[00:06:33.525 --> 00:06:36.146]  Plus, all orders over $49 ship free.
[00:06:36.346 --> 00:06:39.987]  MyPatriotSupply.com is American owned by patriots like you.
[00:06:40.207 --> 00:06:41.988]  Passionate about freedom and preparedness.
[00:06:42.228 --> 00:06:45.072]  Call now 866-229-0927.
[00:06:45.393 --> 00:06:47.415]  That's 866-229-0927.
[00:06:47.576 --> 00:06:54.105]  Or discover more emergency preparedness items when you order at MyPatriotSupply.com.
[00:06:54.245 --> 00:06:55.226]  Choose the original.
[00:06:55.346 --> 00:06:58.911]  Choose the Survival Seed Vault at MyPatriotSupply.com.
[00:06:59.565 --> 00:07:02.647]  Alex Jones here with a very important announcement for Truth Seekers.
[00:07:03.047 --> 00:07:08.770]  We've carried a lot of amazing films and books over the years on the online video bookstore at Infowars.com.
[00:07:08.971 --> 00:07:15.374]  And out of all the titles we've carried, one stands out because it is just so chillingly convincing.
[00:07:15.574 --> 00:07:20.978]  And that's Dreams from My Real Father by Joel Gilbert, available at Infowars.com.
[00:07:21.258 --> 00:07:24.900]  This film exposes the fraud that Obama is like nothing I've seen.
[00:07:25.080 --> 00:07:28.661]  If you want to know who Obama's real daddy is, this is the film for you.
[00:07:28.881 --> 00:07:33.283]  Don't forget, your purchase supports our broadcast and our growing media network.
[00:07:33.483 --> 00:07:35.824]  You'll also find it at Infowarshop.com.
[00:07:35.984 --> 00:07:38.165]  None Dare Call a Conspiracy by Gary Allen.
[00:07:38.305 --> 00:07:39.545]  The book that woke me up.
[00:07:39.845 --> 00:07:41.826]  We're also carrying Behind the Green Mask.
[00:07:42.146 --> 00:07:44.127]  UN Agenda 21 by Rosa Corey.
[00:07:44.267 --> 00:07:46.908]  This book is coffin nails to the globalist takeover.
[00:07:47.228 --> 00:07:53.752]  The Greater Good, the most professional and up-to-date film I've ever seen, exposing the scourge that is vaccines.
[00:07:54.052 --> 00:07:58.775]  These titles and a lot more are all available at InfoWarshop.com.
[00:08:00.416 --> 00:08:05.940]  He's the T-Rex of political talk, Alex Jones on the GCN Radio Network.
[00:08:21.420 --> 00:08:33.284]  My friends, fellow liberty lovers of every race, color, creed, and religion worldwide, thank you so much for joining us on this Monday edition, the 13th day of August 2012.
[00:08:35.085 --> 00:08:40.767]  We are about to launch into the incredible news, and believe me, there is a lot of it.
[00:08:42.847 --> 00:08:55.624]  The federal government and the governments of Europe are openly under the control of a banking mafia cartel that brags in hundreds of publications per month and on television that they have conquered us.
[00:08:56.425 --> 00:08:59.930]  They have now entered into an acclimation phase of flaunting it.
[00:09:01.031 --> 00:09:03.992]  As criminals like to do in everyone's face.
[00:09:04.032 --> 00:09:08.574]  So they've now gone to the criminal flaunting stage, which criminals always do.
[00:09:08.874 --> 00:09:10.315]  They always tell on themselves.
[00:09:10.675 --> 00:09:12.436]  They always brag at nauseam.
[00:09:12.556 --> 00:09:17.878]  It is part of the screwed up mindset of these people throughout history.
[00:09:18.418 --> 00:09:20.779]  Humans only live on average about 75 years.
[00:09:21.780 --> 00:09:23.440]  We never seem to learn from the past.
[00:09:23.460 --> 00:09:25.121]  We go through these cycles over and over again.
[00:09:25.401 --> 00:09:26.442]  But here is the news.
[00:09:27.446 --> 00:09:31.508]  Last year, 250 million rounds of hollow point 40.
[00:09:32.868 --> 00:09:36.349]  That's been the main sidearm for more than a decade of all the federal forces.
[00:09:36.389 --> 00:09:37.690]  That means globalist collaborators.
[00:09:38.310 --> 00:09:42.932]  Not saying everybody in the federal government's evil, but you are run by foreign banks now, so you are collaborators.
[00:09:43.732 --> 00:09:48.716]  Sure, there were Vichy French that worked with Hitler who didn't like him, did it out of cowardice, did it out of careerism.
[00:09:48.736 --> 00:09:49.317]  It doesn't matter.
[00:09:49.397 --> 00:09:52.879]  You are helping occupiers of this country who are very nasty.
[00:09:53.220 --> 00:09:54.040]  We are occupied.
[00:09:54.601 --> 00:09:55.562]  You are collaborators.
[00:09:55.622 --> 00:09:56.562]  Let's just get that straight.
[00:09:56.983 --> 00:09:57.964]  You do work for criminals.
[00:09:59.251 --> 00:10:12.699]  I mean, look at Fast and Furious, look at the head of Homeland Security in New York about Janet Napolitano and her gal pals ruling everyone and doing psychopathic stuff I can't even mention on air.
[00:10:13.779 --> 00:10:15.440]  Just absolutely mentally ill.
[00:10:15.480 --> 00:10:16.841]  Well, of course they're mentally ill.
[00:10:17.141 --> 00:10:19.462]  That's what these type of terrorists are like.
[00:10:20.143 --> 00:10:22.504]  And if we won't call them what they are, it's over.
[00:10:23.735 --> 00:10:28.901]  Tyranny in history is around 99 plus percent of the time.
[00:10:28.921 --> 00:10:41.915]  There have been less than 10 times in world history, most historians agree, about 7 or 8, you can debate it, where you've had a free society to some extent, out of thousands of different civilizations that have come and gone.
[00:10:43.007 --> 00:10:43.848]  Say thousands, yeah.
[00:10:43.868 --> 00:10:49.691]  There's probably been 25 different permutations in the last 3,000 years in what is Rome and Italy today.
[00:10:50.311 --> 00:10:53.173]  There have been hundreds of permutations in what are the Greek islands.
[00:10:53.473 --> 00:10:58.996]  There have been hundreds of permutations in what is Central Asia and Iran.
[00:10:59.436 --> 00:11:01.997]  Hundreds of different permutations in Mesoamerica.
[00:11:03.378 --> 00:11:10.002]  And the norm is vicious, aggressive ruling classes that are like cancer.
[00:11:10.722 --> 00:11:12.023]  They're programmed to take it all.
[00:11:13.356 --> 00:11:27.877]  The program to take over the body politic and their program to exercise power to the point of the reason when Cortez showed up in less than 200 men on horseback the reason they could fight tens of thousands of the Mesoamericans
[00:11:30.502 --> 00:11:44.990]  And Montezuma was because disease wiped a lot of them out, but more importantly, they had already, in some cases, on special holidays, demanded that in some cases 10% of the population be killed.
[00:11:45.911 --> 00:11:48.112]  They would kill tens of thousands a day sometimes.
[00:11:48.973 --> 00:11:52.355]  And so they just, and they would kill the strongest on those holidays.
[00:11:53.748 --> 00:11:56.510]  They would kill the winners of the different sporting events.
[00:11:56.530 --> 00:11:57.471]  They have their own Olympics.
[00:11:58.091 --> 00:11:59.773]  And you would fight to be able to be killed.
[00:12:00.473 --> 00:12:02.414]  People are so brainwashed, they wanted to be killed.
[00:12:03.855 --> 00:12:05.797]  That's mind control just with culture.
[00:12:06.697 --> 00:12:07.458]  And it's the same thing.
[00:12:07.538 --> 00:12:08.298]  I've studied history.
[00:12:08.358 --> 00:12:09.039]  Let me tell you something.
[00:12:09.579 --> 00:12:17.405]  The people we've got running things are the most crazy, wicked, twisted devils I've ever seen.
[00:12:17.445 --> 00:12:22.008]  The globalist plan, that's public by the way, is so horrific.
[00:12:25.540 --> 00:12:27.201]  That one cannot even be told about it.
[00:12:27.301 --> 00:12:29.082]  One has to research it and read their own writings.
[00:12:29.283 --> 00:12:30.844]  It is so vicious.
[00:12:32.885 --> 00:12:34.906]  Now, that said, here's the deal.
[00:12:36.047 --> 00:12:44.833]  And everybody, police, military, all of you, the general public, radio talk show hosts, people that write in the news, all of you have to decide what side you're on.
[00:12:46.694 --> 00:12:54.660]  No one is covering this but a few newspapers, alternative media, the government documents are all public, the Drudge Report, Infowars.com.
[00:12:56.411 --> 00:12:58.578]  PrisonPlanet.com, DojoReport.com, things like that.
[00:12:59.541 --> 00:13:01.667]  The Mainline Talk Show hosts are not covering it.
[00:13:03.010 --> 00:13:04.371]  Even though it's all public.
[00:13:04.932 --> 00:13:08.195]  Army documents that they admit are theirs for re-education camps.
[00:13:08.735 --> 00:13:10.056]  For collapse of society.
[00:13:10.316 --> 00:13:11.838]  For total gun confiscation.
[00:13:12.638 --> 00:13:15.201]  For taking over local police departments.
[00:13:15.761 --> 00:13:17.783]  And they're going operational is the issue.
[00:13:17.943 --> 00:13:18.864]  Massive funding.
[00:13:19.224 --> 00:13:20.205]  Massive build-up.
[00:13:20.385 --> 00:13:23.247]  People say, oh well they had this on the books in the 1980s with Rex 84.
[00:13:23.848 --> 00:13:29.072]  Well yeah, they had it in Eisenhower's time and that's why he warned the military industrial complex and killed the program
[00:13:29.953 --> 00:13:32.134]  Early in 61, right before he left office.
[00:13:32.975 --> 00:13:34.716]  So this has been a long-term plan.
[00:13:35.036 --> 00:13:41.960]  And in every case in history, from Rome to Nigeria or Mexico today, you worry about the military taking over.
[00:13:42.000 --> 00:13:45.062]  That is, criminal interests using the military to take over.
[00:13:45.302 --> 00:13:47.984]  That's always the big threat to a sovereign or free society.
[00:13:49.585 --> 00:13:52.787]  That's why, again, in ancient Rome, you couldn't bring the military into Italy.
[00:13:52.807 --> 00:13:55.649]  It was really a province of the
[00:13:56.994 --> 00:13:59.595]  Roman city-state wasn't even a country.
[00:13:59.836 --> 00:14:06.479]  You couldn't bring them out of Austria or out of areas north of there with Switzerland today.
[00:14:06.959 --> 00:14:08.460]  You couldn't bring the military in.
[00:14:08.540 --> 00:14:08.800]  Why?
[00:14:09.161 --> 00:14:12.402]  Because the top general with the military would just take over.
[00:14:13.063 --> 00:14:16.565]  They'd seen that in every other country that they'd dealt with.
[00:14:17.739 --> 00:14:19.320]  So, this is what we're dealing with now.
[00:14:19.861 --> 00:14:22.703]  Foreign banks have gotten all the major regulatory positions.
[00:14:23.083 --> 00:14:24.965]  Most of the people in Congress are their agents.
[00:14:25.425 --> 00:14:31.510]  They've gotten federal and globalized training of the police and military, and they are the number one U.S.
[00:14:31.550 --> 00:14:34.293]  military action in the world, and gear up.
[00:14:34.733 --> 00:14:45.522]  Dwarfing pretty much all the other operations combined is a giant, sustained, covert build-up for absolute war with the American people that the system plans to start.
[00:14:46.641 --> 00:14:50.022]  And no matter what it takes, you turn your guns in, they'll start grabbing your kids.
[00:14:51.283 --> 00:14:53.744]  It is meant to elicit a response.
[00:14:54.104 --> 00:15:02.688]  The entire Homeland Security system was set up in the beginning to be for the American people and to dissolve the Republic.
[00:15:03.068 --> 00:15:05.889]  Homeland Security is Homeland Insecurity.
[00:15:09.971 --> 00:15:14.333]  It's the Department of Homeland Destruction.
[00:15:16.027 --> 00:15:23.710]  It is the Department of Homeland Takeover.
[00:15:25.471 --> 00:15:26.851]  And this is what we're dealing with now.
[00:15:26.871 --> 00:15:30.733]  So let me just cover some of the news here that's got me having to catch my breath.
[00:15:31.893 --> 00:15:38.616]  The so-called federal government, openly run by foreign banks, got 250 million rounds of hollow point
[00:15:40.377 --> 00:15:42.078]  40 caliber general-issue ammo.
[00:15:42.138 --> 00:15:43.939]  Just an off-the-chart giant order.
[00:15:44.520 --> 00:15:47.561]  Then, a few months ago, they ordered 450 million rounds.
[00:15:47.601 --> 00:15:50.243]  We have United Press International, Associated Press on this.
[00:15:50.583 --> 00:15:52.624]  Paul Watson's got a big article breaking the whole thing down.
[00:15:53.565 --> 00:15:58.468]  Today, they've announced the order for 750 million more rounds of ammo.
[00:15:58.728 --> 00:16:00.269]  That is 1.4 b-b-b-b-billion.
[00:16:09.584 --> 00:16:10.364]  1.4 billion.
[00:16:10.965 --> 00:16:11.886]  What is that?
[00:16:11.906 --> 00:16:14.089]  There's 312 million people in the U.S.
[00:16:14.790 --> 00:16:15.310]  So what is that?
[00:16:15.450 --> 00:16:16.852]  Four bullets for each person?
[00:16:17.313 --> 00:16:20.777]  More than four bullets for every man, woman, and child in this country.
[00:16:21.077 --> 00:16:22.158]  I looked at pass orders.
[00:16:22.479 --> 00:16:27.325]  The feds would order a half million rounds of ammo at a time for DHS.
[00:16:27.930 --> 00:16:30.533]  I mean, how many of them are really shooting their guns or even practicing?
[00:16:30.853 --> 00:16:35.197]  This is a seismic digging-in build-up level.
[00:16:35.738 --> 00:16:42.425]  This is what you order if you plan to make things go road warrior and fully collapse into armored government fortress mode.
[00:16:44.164 --> 00:16:46.386]  All the rest of us run around out here and things collapse.
[00:16:46.406 --> 00:16:49.888]  And I'm telling you, that's one of the main plans they've got, is just turn things off.
[00:16:50.188 --> 00:16:55.412]  Paul Joseph Watson, this article should be red-linked, but it's a four-story down on InfoWars.com.
[00:16:55.852 --> 00:16:59.855]  DHS to purchase another 750 million rounds of ammo.
[00:17:01.476 --> 00:17:03.517]  Second massive ammunition by this year.
[00:17:04.037 --> 00:17:05.719]  Fuels fears of civil unrest.
[00:17:05.799 --> 00:17:09.841]  Gee, you think when they're buying hundreds of armored mobile pillboxes for the highways?
[00:17:13.495 --> 00:17:21.079]  Checkpoint facilities, giant black armored vehicles being delivered to police departments with Homeland Security on the side with gun turrets on the top.
[00:17:22.180 --> 00:17:27.163]  Gunboats for the lakes and rivers with big twin machine gun mounts on the top.
[00:17:27.823 --> 00:17:31.085]  Your money, 30,000 drones, arming police drones.
[00:17:31.885 --> 00:17:34.727]  Federal training, military doing checkpoints everywhere.
[00:17:35.087 --> 00:17:39.630]  Marines doing DWI checkpoints in the middle of, you know, major cities.
[00:17:40.848 --> 00:17:44.969]  All of this to acclimate you, training the entire military for riot control.
[00:17:45.969 --> 00:17:52.390]  Reuters reporting big banks have been told to prepare for collapse, during a federal collapse, for them to not collapse.
[00:17:52.450 --> 00:17:53.291]  Exclusive, U.S.
[00:17:53.331 --> 00:17:55.791]  banks told to make plans for preventing collapse.
[00:17:55.811 --> 00:17:57.512]  It wasn't exclusive, that came out two years ago.
[00:17:58.212 --> 00:18:00.472]  But the point is, that's getting ready for collapse.
[00:18:00.532 --> 00:18:03.073]  And I've got big stacks of news on that front.
[00:18:03.133 --> 00:18:09.034]  And Ron Paul has warned of during this engineered collapse, the fact that they're going to try to bring in pure fascism.
[00:18:10.421 --> 00:18:16.285]  They've got a hundred million people totally on welfare that don't know how to tie their shoelaces, who will do whatever they're told.
[00:18:17.125 --> 00:18:22.768]  And if the welfare checks don't ever arrive, major cities will go up in flame and looting.
[00:18:22.849 --> 00:18:23.429]  It will start.
[00:18:23.709 --> 00:18:29.873]  They're laying off, in many police departments, more than 60% of the police, keeping the small portion just to write tickets and raise revenue.
[00:18:30.813 --> 00:18:32.454]  No amount of money will fix this.
[00:18:32.494 --> 00:18:36.357]  We've been signed on to 1.5 quadrillion in derivatives.
[00:18:37.421 --> 00:18:38.842]  This has all been engineered.
[00:18:38.962 --> 00:18:40.902]  I told you this 14 years ago.
[00:18:41.243 --> 00:18:42.063]  It's happening now.
[00:18:43.804 --> 00:18:48.265]  I don't know if the collapse is going to be in late October, early November, like the police and military are being told.
[00:18:48.285 --> 00:18:50.346]  But they are being told, get ready for the big event then.
[00:18:50.786 --> 00:18:51.687]  That may not happen.
[00:18:52.467 --> 00:18:55.268]  They do this a lot to get everybody in gear and to follow orders.
[00:18:55.988 --> 00:19:02.491]  But the point is, every economist I talk to says there's no way out of this but riding off the derivatives.
[00:19:02.751 --> 00:19:05.532]  And that's not happening because that's how the bankers hold us hostage.
[00:19:05.792 --> 00:19:06.633]  It's not our debt.
[00:19:07.569 --> 00:19:08.589]  1.5 quadrillion?
[00:19:09.009 --> 00:19:11.170]  Our debt is $15.1 trillion.
[00:19:11.230 --> 00:19:14.071]  That's what we've been suckered into.
[00:19:14.511 --> 00:19:16.851]  $15 trillion ain't $1.5 quadrillion.
[00:19:16.871 --> 00:19:18.712]  $644 trillion, they say, is our debt.
[00:19:20.172 --> 00:19:24.753]  JPMorgan Chase's $92 trillion in derivatives is not my problem.
[00:19:26.934 --> 00:19:28.834]  So, I want to tell the police something here.
[00:19:30.375 --> 00:19:35.896]  They want to get rid of you, just like the globalist staged terror attacks to get Sunnis and Shiites killing each other in Iraq.
[00:19:36.826 --> 00:19:38.107]  That's how they've got us divided up.
[00:19:38.147 --> 00:19:39.447]  We're really all Americans.
[00:19:40.608 --> 00:19:45.029]  And I know it's macho and it's kind of sexy to have a war with the American people and arrest people.
[00:19:45.350 --> 00:19:47.771]  Some of the cops have been hired that are thugs like the idea.
[00:19:48.211 --> 00:19:54.093]  Most of you are not evil and you understand that you are going to be wiped out if this happens.
[00:19:55.034 --> 00:19:57.334]  And so will a lot of patriots.
[00:19:57.415 --> 00:19:58.255]  It's going to be bad.
[00:20:00.134 --> 00:20:06.277]  The worst drought in 50 years continues, and the first six months of 2012 marks the hottest half year on record.
[00:20:06.637 --> 00:20:09.038]  78% of the Midwest corn belt is in drought conditions.
[00:20:09.238 --> 00:20:14.340]  Not only corn, but soy, alfalfa, fruits, vegetables, and wheat are all impacted, raising prices.
[00:20:14.620 --> 00:20:19.342]  The cost to feed livestock is forcing farmers and ranchers out of business, blowing up your food prices.
[00:20:19.602 --> 00:20:26.905]  The only strategy to counter this is to freeze your food cost at today's prices by getting your own supply of foods or meat foods direct now.
[00:20:27.225 --> 00:20:30.926]  As the price of raw ingredients increases, eFoods will have to raise prices, too.
[00:20:31.106 --> 00:20:32.666]  Now is the time to get your supply.
[00:20:32.886 --> 00:20:36.747]  I recently increased my supply from eFoods Direct because we have all known this was coming.
[00:20:36.907 --> 00:20:39.547]  You know about their delicious, long-term, storable foods.
[00:20:39.827 --> 00:20:42.448]  The fact is, you can eat at any time to save money today.
[00:20:42.588 --> 00:20:47.029]  And because it's stored for 25 years, you're locking in today's prices and avoiding the rising food cost.
[00:20:47.169 --> 00:20:47.669]  Don't wait!
[00:20:47.809 --> 00:20:48.009]  Call 800-409-5633.
[00:20:48.029 --> 00:20:49.669]  Or go to eFoodsDirect.com forward slash Alex.
[00:20:49.689 --> 00:20:49.829]  Call 800-409-5633.
[00:20:55.310 --> 00:20:57.393]  Or eFoodsDirect.com forward slash Alex.
[00:20:57.573 --> 00:20:59.356]  You can bet your life on eFoodsDirect.
[00:20:59.932 --> 00:21:04.936]  We all know that Berkey water purification systems are the most trusted name in water filtration.
[00:21:05.136 --> 00:21:14.284]  As an authorized Berkey dealer for over six years and serving thousands of satisfied customers, the Berkey guy offers amazing specials for Berkey water filtration systems.
[00:21:14.524 --> 00:21:28.575]  The Berkey light systems include a set of self-sterilizing and recleanable black purification elements that purify water by removing chlorine, pathogenic bacteria, cysts and parasites to non-detectable levels and remove harmful chemicals such as herbicides and pesticides.
[00:21:28.835 --> 00:21:32.679]  Order the Berkey Light System today, complete with two black Berkey elements for only $231.
[00:21:33.219 --> 00:21:36.782]  And the Berkey Guy will ship your order free of charge.
[00:21:36.963 --> 00:21:42.548]  With the purchase of a Berkey Light, the Berkey Guy is also offering a set of fluoride and arsenic filters for only $39.99.
[00:21:42.648 --> 00:21:44.109]  That's over 30% off the retail price.
[00:21:46.311 --> 00:21:47.211]  Call the Berkey Guy at 1-877-886-3653.
[00:21:47.231 --> 00:21:47.511]  That's 1-877-886-3653.
[00:21:47.531 --> 00:21:48.632]  Or order online at GoBerkey.com.
[00:21:48.652 --> 00:21:49.832]  That's GoBerkey.com today!
[00:22:07.876 --> 00:22:09.557]  Mixes with any juice or liquid.
[00:22:09.738 --> 00:22:14.941]  Has 227 servings per container and is made from naturally grown camu berries.
[00:22:15.242 --> 00:22:17.283]  Not chemically produced in a laboratory.
[00:22:17.624 --> 00:22:19.585]  Order camu berry powder today!
[00:22:19.825 --> 00:22:28.492]  Call 908-691-2608 or visit hempusa.org and see what our powder, seeds and oil can do for you!
[00:22:28.892 --> 00:22:29.973]  Hi, this is Ted Anderson.
[00:22:30.133 --> 00:22:34.516]  Have you ever wondered why banks, stockbrokers, investment advisors won't talk about gold IRAs?
[00:22:34.696 --> 00:22:40.380]  They've been available since 1986, yet the financial industry won't recognize the value of gold for your retirement.
[00:22:40.500 --> 00:22:43.882]  Gold has outperformed paper investments, yet no word about IRAs.
[00:22:44.122 --> 00:22:46.724]  If you would like to have gold for your retirement, call 800-686-2237.
[00:22:46.944 --> 00:22:51.747]  Don't get left behind by rising inflation and low returns.
[00:22:51.887 --> 00:22:52.188]  Call 800-686-2237.
[00:22:52.208 --> 00:22:53.549]  Secure your future and call 1-800-686-2237.
[00:22:58.852 --> 00:23:04.194]  American gardeners and fellow Patriots make the right choice with your money, time, and your family food supply.
[00:23:04.314 --> 00:23:09.355]  Choose 100% pure heirloom seeds in the Survival Seed Vault from MyPatriotsupply.com.
[00:23:09.515 --> 00:23:10.335]  Why spend more?
[00:23:10.495 --> 00:23:18.258]  The Survival Seed Vault from MyPatriotsupply.com is only $37.95 and includes 20 varieties of pure, hearty, easy-to-grow heirloom seeds.
[00:23:18.518 --> 00:23:18.998]  Yes, only $37.95.
[00:23:19.058 --> 00:23:20.058]  That's 70% less than our competitors.
[00:23:22.679 --> 00:23:25.862]  You could buy three Survival Seed Vaults for less than one of theirs.
[00:23:26.082 --> 00:23:32.569]  The Survival Seed Vault from MyPatriotSupply.com includes detailed planting and seed saving instructions and ships same day.
[00:23:32.729 --> 00:23:35.351]  Plus, all orders over $49 ship free.
