[00:00:40.903 --> 00:00:41.743]  Good evening, everyone.
[00:09:53.462 --> 00:10:02.987]  You know, we know about the LSD experiments in, let's say, back in the days of MKUltra, but now we have sodium pentothal or devil's breath.
[00:10:03.427 --> 00:10:06.429]  You know, are these drugs being used for mind control as well?
[00:10:07.269 --> 00:10:10.111]  Sure, there were actually several drugs that were utilized.
[00:10:10.131 --> 00:10:21.476]  In fact, that's what mostly came out in the Church Committee hearings of 1975 and then the subsequent report from the Rockefeller Commission on the activities of the Central Intelligence Agency.
[00:10:21.977 --> 00:10:27.900]  All that was absolutely proven, but there are many other methods for affecting human behavior.
[00:10:28.180 --> 00:10:32.882]  The frequency following response, which is triggered by flickering light, which the Batman
[00:10:34.503 --> 00:10:41.449]  Theater killer or alleged killer was actually involved in some of that at the Salk Institute.
[00:10:41.469 --> 00:11:03.606]  You know, the idea of using electromagnetic fields or light, sound, a lot of different ways and techniques were developed for influencing human behavior and creating a very, very deep trance-like state where, at least according to Estabrook, one in five people could be programmed to be these sort of sleeper elements that could be triggered later with post-hypnotic suggestion.
[00:11:05.165 --> 00:11:11.368]  Well, that's kind of scary stuff, and that makes me... I also want to get your take on mass mind control.
[00:11:11.388 --> 00:11:20.814]  You know, the old Edward Bernays, or if you will, the modern-day Edward Bernays style of, or formula, I should say, of controlling the masses.
[00:11:21.694 --> 00:11:28.318]  How is that being conducted today, and what do you think, what's in the future, what's in store for the future of mass mind control?
[00:11:28.718 --> 00:11:48.264]  Well, this is really important because none of it's really regulated, and yet there's many, many studies, in fact, in our book, Controlling the Human Mind, in the video that goes along with it, we cite over 250 sources showing the evolution of the technology, the patents, I mean the detail behind the technologies,
[00:11:48.664 --> 00:11:57.386]  You can utilize any electromagnetic carrier, radio, TV, the internet, to actually influence the behavior of people on a mass basis.
[00:11:57.746 --> 00:12:07.029]  But the absolute simplest method is inflict the population with fear or anxiety, which, of course, we see that every day in the economic and political news.
[00:12:07.929 --> 00:12:13.770]  But once you've done that, you've essentially shut down the higher-ordered thinking that humans are capable of.
[00:12:14.190 --> 00:12:16.631]  Fear is the simplest method.
[00:12:17.191 --> 00:12:35.739]  But mass media, a simple complex signal could be produced, put into the airwaves if you will, and then just a standard news report, inviting some ethnic group or some organization with being the responsible for all of our ills, would turn a tremendous amount of popular anger towards those kind of groups.
[00:12:35.819 --> 00:12:41.981]  In fact, Persinger at Laurentian University actually talked about this, published a paper on it in 1995.
[00:12:43.642 --> 00:12:44.883]  And this work continues.
[00:12:45.243 --> 00:12:52.308]  The Defense Intelligence Agency, in the past, you've got DARPA today involved in a lot of work.
[00:12:52.388 --> 00:12:57.071]  Current contracts being let to the University of California for mind effects or mind control.
[00:12:57.571 --> 00:13:03.135]  The Navy issued new protocols in 2006 for mind control experiments.
[00:13:03.635 --> 00:13:06.837]  But the idea of prisoners being used really goes back quite a ways.
[00:13:06.898 --> 00:13:10.180]  In fact, it was prisoners, orphans, those who essentially
[00:13:10.980 --> 00:13:30.881]  ...franchise that were used in these experiments and it was Secretary of Energy O'Leary during the Clinton administration that admitted a half a million victims in the United States of non-consensual experiments including the mind control victims of the MKUltra era as well as the experiments that continue to this day.
[00:13:31.733 --> 00:13:32.213]  So that's right.
[00:13:32.233 --> 00:13:33.975]  So MKUltra continues.
[00:13:34.075 --> 00:13:36.157]  It's just assumed under a different name.
[00:13:36.177 --> 00:13:36.817]  Right.
[00:13:36.917 --> 00:13:39.179]  And I imagine it's expanded as well.
[00:13:39.499 --> 00:13:41.601]  What do you think, you know, how big is this thing?
[00:13:41.781 --> 00:13:43.382]  How big is this network?
[00:13:43.442 --> 00:13:46.224]  How many psychologists, psychiatrists are involved?
[00:13:46.645 --> 00:13:48.346]  What's it evolved into modern day?
[00:13:51.508 --> 00:13:59.694]  It's huge, and it's really a cooperative agreement between academic institutions and the military-industrial complex.
[00:13:59.734 --> 00:14:05.878]  The three together, working together in this area, probably hundreds and hundreds of individuals.
[00:14:06.258 --> 00:14:20.828]  The most recent contracts, again, led by DARPA for creating what they're calling electronic telepathy, being able to monitor brain activity in real time, determine what people are actually thinking, creating then complex signals and sending information back.
[00:14:20.828 --> 00:14:21.288]  Thank you so much.
[00:14:43.525 --> 00:14:50.754]  This is an extremely important area, I consider fundamentally the most important area of technology expansions today.
[00:14:51.014 --> 00:14:59.665]  When you talk about interfering with the mind, what we're really talking about is interfering with free will, something that even God will not do.
[00:15:00.566 --> 00:15:01.166]  Exactly.
[00:15:02.408 --> 00:15:08.052]  Sure, certainly appreciate you joining us today and I certainly look forward to reading Controlling the Human Mind.
[00:15:08.112 --> 00:15:17.340]  I just found out we are carrying this so it is available at the InfoWars shop bookstore and I for one will be checking that out this weekend.
[00:15:17.760 --> 00:15:23.105]  And just a reminder to our viewers, Dr. Nick Begich is also the co-author of Angels Don't Play This Harp.
[00:15:23.485 --> 00:15:28.190]  We have DVDs on the Harp, the update, Angels Still Don't Play This Harp.
[00:15:28.670 --> 00:15:35.236]  And we have the DVD on Mind Control, A Brave New World or Enhancing Human Performance.
[00:15:35.676 --> 00:15:38.179]  Dr. Nick Begich, thanks again for joining us today.
[00:15:38.726 --> 00:15:39.787]  Hey, thanks for having me.
[00:15:39.847 --> 00:15:43.750]  When people finish those books and videos, send them to your congressional representatives.
[00:15:43.770 --> 00:15:44.711]  Let them look at them.
[00:15:44.731 --> 00:15:50.636]  They're all very well footnoted, and it's a good way, a good Christmas present for your congressional delegation this year.
[00:15:50.676 --> 00:15:51.797]  And thank you for having me.
[00:15:51.997 --> 00:15:52.897]  Alright, great advice.
[00:15:52.938 --> 00:15:53.398]  Thanks again.
[00:15:54.930 --> 00:16:16.400]  And now speaking of mind control, those of you who might have got a chance to catch some football games over the past holiday weekend, you might have noticed a certain commercial that was played over and over again during the entire weekend, and it was a patriotic salute to the American way of life by none other than J.P.
[00:16:16.460 --> 00:16:16.840]  Morgan.
[00:16:17.401 --> 00:16:23.964]  And that's because none are so hopelessly enslaved as those who falsely believe they are free.
[00:16:24.744 --> 00:16:25.684]  Here's Alex Jones.
[00:16:34.548 --> 00:16:41.190]  Alex Jones here to report on one of the most sickening displays of high-tech propaganda I have ever witnessed.
[00:16:41.791 --> 00:16:52.915]  Since the week of Thanksgiving, the airwaves have been bombarded with a commercial paid for and produced by JPMorgan Chase.
[00:16:53.675 --> 00:17:02.421]  Showing iconic images of soldiers returning home and the 9-11 attacks and people toasting each other over turkeys.
[00:17:02.461 --> 00:17:04.743]  The very essence of Americana.
[00:17:04.783 --> 00:17:07.425]  Looks like it was directed by Steven Spielberg.
[00:17:08.025 --> 00:17:12.689]  Let's analyze and break down this sickening piece of propaganda.
[00:17:13.809 --> 00:17:14.530]  Let's give thanks.
[00:17:19.608 --> 00:17:27.494]  Deathly conjuring an image that only existed in Norman Rockwell's America.
[00:17:27.854 --> 00:17:35.540]  We are then told, finally, that this image of a beautiful and strong America is brought to you by J.P.
[00:17:35.580 --> 00:17:40.664]  Morgan Chase, the very authors of our decline and eventual collapse.
[00:17:41.204 --> 00:17:59.722]  It is incredibly painful to see them putting out this pro-family, pro-America image so that they can brand themselves to it, so they can tie themselves to it, when they are at the heart of destroying our republic and taking this country into debt bondage.
[00:18:00.183 --> 00:18:02.105]  Let's analyze this piece a little bit further.
[00:18:02.745 --> 00:18:19.162]  Imagine the cold-blooded calculation that when you're all sitting around watching the football game after enjoying the turkey with your family, grandma's there, the grandchildren are there, the fire's going, and you're bombarded every 10 minutes, because I was watching football with family as well, with
[00:18:19.702 --> 00:18:20.743]  JPMorgan Chase.
[00:18:20.763 --> 00:18:21.823]  JPMorgan Chase.
[00:18:22.224 --> 00:18:23.625]  They bring you America.
[00:18:23.985 --> 00:18:25.686]  They bring you prosperity.
[00:18:25.966 --> 00:18:27.047]  They bring you freedom.
[00:18:27.327 --> 00:18:35.112]  When they are steering this country towards economic collapse, because that's how they conquer you, is by economic fraud.
[00:18:35.453 --> 00:18:43.338]  They want you in debt to them for nothing but zeros and ones that they created fraudulently on their derivative sheet.
[00:18:43.738 --> 00:18:48.041]  In his farewell address to Congress, Ron Paul pointed out who the real enemy is.
[00:18:48.441 --> 00:18:49.142]  The megabanks.
[00:18:50.162 --> 00:18:53.785]  He called them authoritarian psychopaths.
[00:18:54.386 --> 00:18:59.930]  Psychopathic authoritarians endorse government-initiated force to change the world.
[00:19:00.610 --> 00:19:09.797]  He went on to point out the fact that when Americans lost their homes, Goldman Sachs, JP Morgan, Bank of America, Wells Fargo, and others
[00:19:11.491 --> 00:19:11.891]  I think?
[00:19:31.170 --> 00:19:35.511]  The truth is that Wall Street regulates the Congress.
[00:19:36.151 --> 00:19:38.892]  They have untold, unlimited amounts of money.
[00:19:39.092 --> 00:19:42.012]  Money which they use, by the way, to get the deregulation.
[00:19:42.972 --> 00:19:45.833]  Then, they implode the economy in 2008.
[00:19:46.473 --> 00:19:52.094]  Threaten martial law if the government doesn't shine on to their too-big-to-fail derivatives.
[00:19:52.714 --> 00:19:54.135]  And they did the same thing in Europe.
[00:19:54.515 --> 00:19:57.735]  Three bailouts later, the people are more poor than ever.
[00:19:58.136 --> 00:19:59.696]  The taxes are sky high.
[00:20:00.436 --> 00:20:03.257]  And the tax money is going to Goldman Sachs, J.P.
[00:20:03.277 --> 00:20:06.959]  Morgan and others, who again brag that they've conquered the world.
[00:20:07.139 --> 00:20:10.440]  Aren't we all just living and dying for what the central banks do?
[00:20:10.460 --> 00:20:13.921]  To answer your question, we are absolutely slaves to central banks.
[00:20:14.442 --> 00:20:17.883]  We'd love to be slaves to the economy, but the economic numbers continue to do nothing but...
[00:20:18.283 --> 00:20:20.343]  Is this global governance at last?
[00:20:20.443 --> 00:20:22.904]  Is it one world, the central bankers in charge?
[00:20:22.964 --> 00:20:33.146]  If authoritarianism leads to poverty and war and less freedom for all individuals, and is controlled by rich special interests, the people should be begging for liberty.
[00:20:33.606 --> 00:20:38.227]  I think it's important to also note that they say America is about being a free market.
[00:20:38.507 --> 00:20:43.208]  Free markets, free enterprise, and free refills.
[00:20:44.713 --> 00:20:54.659]  So JPMorgan Chase implies that they are free market when their entire business model is designed around government bailouts and government contracts.
[00:20:55.199 --> 00:21:02.363]  And when Goldman Sachs and JPMorgan are at the core of pushing planned economies via Agenda 21.
[00:21:03.524 --> 00:21:17.521]  Their business model is shutting down their competition using government regulation and then exempting themselves from those regulations while becoming bloated on the blood, sweat, and tears of the American people via corporate welfare.
[00:21:18.422 --> 00:21:23.185]  The circumstances surrounding JP Morgan, how big an opportunity is this right now?
[00:21:23.585 --> 00:21:25.867]  The American people are angry at Wall Street.
[00:21:25.907 --> 00:21:26.587]  You know what they want?
[00:21:27.068 --> 00:21:31.210]  They want our financial institutions to invest in the real economy.
[00:21:31.691 --> 00:21:34.412]  They want Wall Street to be lending money to businesses.
[00:21:34.713 --> 00:21:37.935]  JP Morgan claims they want to get America moving in this ad.
[00:21:38.475 --> 00:21:40.677]  That they want to see that entrepreneurial spirit thrive.
[00:21:41.457 --> 00:21:55.853]  While making investments in China where they have no carbon tax, JP Morgan is at the center of driving a program to shut down the majority of power plants in the country and quote, bankrupt coal, which is projected to more than double the price of electricity.
[00:21:56.434 --> 00:22:05.898]  JPMorgan Chase and the other five megabanks are diametrically opposed to a real free market and a true system with competition and private property.
[00:22:06.138 --> 00:22:11.400]  They can only exist via a government license to operate their private Federal Reserve.
[00:22:11.980 --> 00:22:30.668]  While people like Jamie Dimon, who they're now pushing to be the new Treasury Secretary, sits on the highest levels of the private Federal Reserve Board while he sits as the head of JPMorgan Chase, giving trillions of dollars of free credit to himself and his shareholders.
[00:22:31.528 --> 00:22:36.191]  That gives new meaning to conflict of interest and Fox guarding the hen house.
[00:22:36.691 --> 00:22:38.593]  And who owns the private Federal Reserve?
[00:22:39.233 --> 00:22:40.934]  The Rockefellers and the Rothschilds.
[00:22:41.374 --> 00:22:43.256]  Twelve years ago, they merged their banks.
[00:22:44.436 --> 00:22:47.258]  In 2012, they publicly merged their family fortunes.
[00:22:47.478 --> 00:22:49.580]  I'm not just talking to people in the United States.
[00:22:49.680 --> 00:22:51.201]  I'm talking to humans worldwide.
[00:22:51.801 --> 00:22:53.702]  We are under bankster occupation.
[00:22:54.002 --> 00:22:55.043]  They think you're stupid.
[00:22:55.423 --> 00:22:57.264]  They think you don't understand finance.
[00:22:57.644 --> 00:22:59.725]  They think you don't understand what fraud is.
[00:23:00.105 --> 00:23:08.709]  This is a criminal takeover by a group of globalists that have given themselves unlimited capital through fiat fraudulent derivatives.
[00:23:09.209 --> 00:23:17.873]  I want to close with a quote by one of our greatest founding fathers, Thomas Jefferson, because he understood who the enemy was 230 plus years ago.
[00:23:19.654 --> 00:23:22.156]  We need to understand who the enemy is today.
[00:23:22.437 --> 00:23:39.152]  If the American people ever allow private banks to control the issue of their currency, first by inflation, then by deflation, the banks and corporations that will grow up around them will deprive the people of all property until their children wake up homeless on the continent their fathers conquered.
[00:23:39.872 --> 00:23:44.376]  I believe that banking institutions are more dangerous to our liberties than standing armies.
[00:23:45.017 --> 00:23:51.659]  The issuing power should be taken from the banks and restored to the people to whom it properly belongs.
[00:23:52.279 --> 00:23:53.579]  Thomas Jefferson.
[00:23:54.019 --> 00:23:55.320]  The issuing power.
[00:23:55.680 --> 00:24:06.023]  They can issue unlimited fraudulent derivatives paper and then have government sign on to the fraud they created and declare us their dead slaves.
[00:24:07.283 --> 00:24:09.204]  I'm Alex Jones for InfoWars.com.
[00:24:09.684 --> 00:24:14.205]  And if you are watching this transmission, remember, you are the resistance.
[00:24:17.105 --> 00:24:18.349]  All right, we're going to take a quick break.
[00:24:18.369 --> 00:24:22.182]  The Infowars Nightly News will continue right after this, so stick around.
[00:24:26.690 --> 00:24:32.831]  As Skynet continues to rise, most Americans have no idea the arsenal their own government is prepared to use against them.
[00:24:33.672 --> 00:24:36.752]  Walking weapons and unmanned drones that will find their way to U.S.
[00:24:36.792 --> 00:24:38.053]  soil if they haven't already.
[00:24:38.813 --> 00:24:40.833]  But the future is not written in stone.
[00:24:41.274 --> 00:24:46.395]  Join InfoWars for the first ever Drone Mob, December 8th at Zilker Park in Austin, Texas.
[00:24:46.895 --> 00:24:50.656]  This family-friendly event is to inform the public of the weapons that target us.
[00:24:51.716 --> 00:24:56.580]  Bring your own drones and spy planes as we make the statement that we don't want our weapons turned against us.
[00:24:57.201 --> 00:24:58.382]  Be there at 11 a.m.
[00:24:58.542 --> 00:25:01.985]  There will be some amazing giveaways and even a video contest.
[00:25:02.385 --> 00:25:10.092]  So bring your camera because whoever films the best drone video at the event and posts it up on YouTube will receive a thousand Federal Reserve notes.
[00:25:10.872 --> 00:25:15.837]  And be sure to use the hashtag DroneMob on Twitter and visit InfoWars.com for more details.
[00:25:16.607 --> 00:25:27.672]  Recently, the Harvard School of Health looked at more than a dozen scientific studies concerning fluoride and confirmed what countless other scientists have been documenting for decades.
[00:25:28.532 --> 00:25:33.975]  Sodium fluoride in the body reduces IQ and increases cancers.
[00:25:34.515 --> 00:25:41.119]  You see, the aluminum industry and the fertilizer industries would have to pay to store all the toxic waste they produce.
[00:25:41.399 --> 00:25:45.701]  But instead, they get our counties and cities to pay to put the poison in our water.
[00:25:46.061 --> 00:25:51.224]  It's not just fluoride we're getting, but lead, mercury, arsenic, the list goes on and on.
[00:25:51.524 --> 00:25:54.066]  And a lot of this toxic waste comes from China.
[00:25:54.486 --> 00:26:01.550]  Unfortunately, fluoride and its derivatives are only one of hundreds of toxins being added to our drinking water.
[00:26:01.850 --> 00:26:04.291]  We're battling the globalist on so many fronts.
[00:26:04.571 --> 00:26:10.635]  Health is an area where we can all take control of our lives, and it all starts with that basic building block of water.
[00:26:11.295 --> 00:26:14.077]  It is time to purify our family's water.
[00:26:14.338 --> 00:26:21.003]  The ProPure filtration system with added fluoride filters is the best system from my research to protect you and your family.
[00:26:21.223 --> 00:26:26.307]  Infowarshstore.com already has the lowest prices on ProPure water filtration.
[00:26:26.527 --> 00:26:32.192]  But until December 10th, we are going to offer 15% off the already lowest price.
[00:26:32.552 --> 00:26:34.595]  I know what I'm giving my family this Christmas.
[00:26:34.876 --> 00:26:35.437]  ProPure.
[00:26:35.617 --> 00:26:41.586]  Go to infowarstore.com and get 15% off the already lowest price out there with the code WATER15.
[00:26:41.606 --> 00:26:43.890]  WATER15 and you get 15% off at infowarstore.com.
[00:26:56.980 --> 00:27:00.044]  Alex Jones here with some very important breaking news.
[00:27:00.685 --> 00:27:05.932]  The latest edition of InfoWars Magazine, December 2012, is out.
[00:27:06.513 --> 00:27:10.558]  And no, we don't really cover people that think that the world is going to end on December 21st.
[00:27:11.920 --> 00:27:13.381]  We're predicting the world will not end.
[00:27:13.742 --> 00:27:23.190]  But we are predicting that the end of our free republic may take place if people don't wake up and get aggressive and angry and speak out against what's happening.
[00:27:23.690 --> 00:27:25.612]  This man wants your guns.
[00:27:26.012 --> 00:27:32.178]  That is the cover of the 60-page glossy magazine jam-packed with information.
[00:27:32.778 --> 00:27:37.602]  And the truth, and you know what they say, the truth will set you free.
[00:27:42.338 --> 00:27:51.506]  You can buy the magazine at cost in bulk in groups of 10, 20, 30, 40, 50, right up to 100 to give everyone you know.
[00:27:51.706 --> 00:27:54.029]  And believe me, people will open this up.
[00:27:54.449 --> 00:27:58.372]  It is full of unbelievably powerful graphics, cartoons...
[00:27:59.453 --> 00:28:16.223]  We've got artist profiles on Patriots out there that are exposing the globalists, and it's got several articles breaking down the facts that Obama and his globalist controllers want to disarm the American people and are going to try to ban all semi-autos.
[00:28:16.323 --> 00:28:22.627]  The facts are in this magazine, and this is the most important of the four issues we have ever put out.
[00:28:31.016 --> 00:28:34.799]  And when you do sign up for the subscription, you don't just get 12 in the mail.
[00:28:35.279 --> 00:28:43.205]  When supplies last of the previous issues, we will put back issues like the November issue, Zombies.
[00:28:43.465 --> 00:28:44.966]  Are you a zombie?
[00:28:45.267 --> 00:28:49.510]  Breaking down how television has put the general public into a trance-like state.
[00:28:49.810 --> 00:28:50.490]  You will get that
[00:28:51.531 --> 00:28:55.932]  When you sign up for the next 12 issues in December of 2012.
[00:28:57.153 --> 00:29:04.475]  Now, you're out there watching saying, Alex, we know all about the New World Order, and yes, the magazine's a great thing, but why should we support it?
[00:29:04.815 --> 00:29:07.056]  Well, you're also supporting free speech and Print 2.0.
[00:29:08.476 --> 00:29:19.102]  With the internet kill switches coming in and all the rest of this, it's important to have physical copies that are out there just like the founders did in the 10 years leading up to the Revolutionary War in 1776.
[00:29:20.103 --> 00:29:34.732]  They put out their little primitive broadsheets printed on both sides pointing out the crimes of the crown and that helped organize and awake the public to finally win the physical victory when war and conflict unfortunately came.
[00:29:35.612 --> 00:29:43.296]  My goal is to expose the globalists and to win the info war so it doesn't become a physical war.
[00:29:43.657 --> 00:29:46.878]  We've seen Hillary Clinton saying that they're winning the info war.
