[00:00:00.009 --> 00:00:01.450]  Alex Jones Broadcasting Network.
[00:04:42.427 --> 00:04:52.829]  They tell me that they're allowed to sell a few standing room only tickets for people that are willing to stand, obviously.
[00:04:53.589 --> 00:04:56.129]  And so, you may be able to still show up and get in.
[00:04:56.449 --> 00:04:57.089]  I hope you can.
[00:04:57.649 --> 00:04:58.330]  We'll be right back.
[00:04:58.370 --> 00:04:58.830]  Stay with us.
[00:04:58.890 --> 00:05:00.570]  Our big problem is never getting a big enough venue.
[00:05:02.751 --> 00:05:09.735]  A little over a year ago, I began to do a lot of research into why, even though I had a pretty good-sized meal, that I was still starving.
[00:05:09.975 --> 00:05:27.585]  And my research led me to a well-known fact that most of the soils that we grow our crops on here in the United States and across the industrialized world are almost completely depleted of almost all of the key minerals and trace elements that our bodies need to rebuild themselves, fight off cancer, and be healthy.
[00:05:27.866 --> 00:05:31.988]  I then searched out the best vitamin and mineral company out there.
[00:05:32.248 --> 00:05:33.829]  And discovered Young-Jevity.
[00:05:34.029 --> 00:05:41.875]  The Young-Jevity products are designed to give you the real nutrition you need, and once you've got that, you don't have to eat as much to be satisfied.
[00:05:42.175 --> 00:05:48.439]  I've lost 37 pounds in two months, simply getting the vitamins and minerals I need.
[00:05:48.499 --> 00:05:49.540]  Check it out for yourself.
[00:05:49.760 --> 00:05:50.520]  It's incredible.
[00:05:50.660 --> 00:05:59.686]  Go to Infowarsteam.com today and order your first canister of Beyond Tangy Tangerine Complete Multivitamin Mineral Complex Dietary Supplement.
[00:05:59.867 --> 00:06:01.708]  That's Infowarsteam.com.
[00:06:06.914 --> 00:06:10.940]  You are listening to an InfoWars.com Frontline Report.
[00:06:13.503 --> 00:06:17.408]  If you are receiving this transmission, you are the Resistance.
[00:06:25.029 --> 00:06:33.545]  From deep in the heart of FEMA Region 6, Austin, Texas, transmitting worldwide, it's Alex Jones.
[00:06:38.857 --> 00:06:57.274]  We are blasting out worldwide on over 100 AM and FM stations, XM, of course Global Shortwave, WWCR, number one when it comes to audio streams and podcasts, according to Alexa, Shoutcast, and many other metrics like Google Analytics.
[00:06:57.734 --> 00:07:02.038]  Thank you so much for joining us on this Sunday evening.
[00:07:02.739 --> 00:07:07.885]  It, of course, is four o'clock and six minutes, central standard time.
[00:07:08.326 --> 00:07:22.562]  And the reason I like to start the broadcast at least once a week, pointing out that we are reaching three million people by radio a day, over a million people a day by internet, website, and of course millions a week uncounted via YouTube and other systems.
[00:07:23.604 --> 00:07:23.844]  I don't
[00:07:36.727 --> 00:07:49.719]  That as a society, when people stand up and get involved and resist tyranny, that we're able to turn back the what seems like unending waves of corruption.
[00:07:50.600 --> 00:07:55.864]  Now, we are joined by a gentleman
[00:07:57.308 --> 00:08:03.332]  Who, well, broke major information, but he was also a survivor.
[00:08:04.293 --> 00:08:12.038]  He was the survivor of the underwear bombing two Christmases ago, about a year and two months ago now, or more.
[00:08:13.059 --> 00:08:15.161]  And, of course, his name is Kurt Haskell.
[00:08:15.781 --> 00:08:25.008]  Now, Kurt Haskell was flying back from Europe, and he was flying with his wife, who's also a lawyer, and he witnessed a sharp-dressed man getting
[00:08:25.848 --> 00:08:28.130]  Who we now know as the underwear bomber on the aircraft.
[00:08:28.590 --> 00:08:30.951]  And then he witnessed a bunch of other weird behavior on the plane.
[00:08:31.772 --> 00:08:38.717]  He reported that he saw what looked like government people getting him on the aircraft, past security without proper ID, at the gate.
[00:08:39.877 --> 00:08:53.587]  And then for a month and a half, you know, the media didn't cover it until, well, C-SPAN aired congressional hearings where the Undersecretary of State came out and admitted that they were ordered by an unnamed U.S.
[00:08:53.727 --> 00:08:55.668]  agency to get him on the aircraft.
[00:08:56.268 --> 00:08:58.869]  And joining us now to discuss this is Kurt Haskell.
[00:08:59.209 --> 00:09:01.109]  Obviously the underwear bomber pled guilty.
[00:09:01.449 --> 00:09:02.610]  Was his family threatened?
[00:09:03.430 --> 00:09:04.410]  Is he mentally ill?
[00:09:05.210 --> 00:09:17.474]  As many people have said, we're not sure, but we do know that he was gotten on the aircraft and protected and that that whole thing was launched right as the naked body scanners were being rolled out against the population.
[00:09:17.494 --> 00:09:22.195]  So Kurt Haskell joins us now because as a victim he was able to read into the court record
[00:09:23.355 --> 00:09:24.256]  Sure, glad to be back Alex.
[00:09:42.945 --> 00:09:45.647]  These are short segments we're going to break here in about five minutes.
[00:09:45.707 --> 00:09:52.953]  You've got the floor, but for new listeners, recap the basics of what happened in a few minutes, and then get into the sentencing and what you said there.
[00:09:54.154 --> 00:09:58.298]  And finally, other than my show, you were able to get out some of the information of the cover-up.
[00:09:59.588 --> 00:09:59.868]  Yeah.
[00:10:00.829 --> 00:10:04.010]  You want me to go back to what actually happened on the Christmas Day flight?
[00:10:04.110 --> 00:10:05.511]  You know what?
[00:10:05.531 --> 00:10:10.133]  Shermie, whatever you think is best, but I mean, some people are like, hey, the guys, you know, said he did it.
[00:10:10.313 --> 00:10:11.174]  So case closed.
[00:10:11.274 --> 00:10:13.214]  OK, well, why did the government get him on the aircraft?
[00:10:13.235 --> 00:10:13.775]  That's admitted.
[00:10:14.915 --> 00:10:26.481]  Yeah, well, you know, I saw him before we boarded and I saw him, you know, being escorted around security by a man in a tan suit who told the desk worker he didn't have a passport.
[00:10:26.581 --> 00:10:28.762]  And then they were sent to talk to a manager.
[00:10:29.508 --> 00:10:33.311]  You know, and then all of a sudden he's on our flight trying to blow it up a few hours later.
[00:10:33.331 --> 00:10:36.253]  You know, and that was just the start of it.
[00:10:36.273 --> 00:10:40.816]  And then, you know, I talked to the FBI thinking I'm helping them catch an accomplice.
[00:10:42.197 --> 00:10:45.399]  I find out soon enough that they don't really want to talk to me.
[00:10:46.998 --> 00:11:14.143]  Uh, they lie about the existence of this man, you know, only a month later, then ABC News puts a couple sentences in the bottom of another article where the government changes their story and now admits that he exists, but they try and portray him as, uh, an Al-Qaeda member helping the bomber, you know, get through security, which was impossible because he had some kind of security clearance and went to the desk and said, Hey, he's from Sudan.
[00:11:14.163 --> 00:11:15.323]  We do this all the time.
[00:11:15.883 --> 00:11:17.844]  You know, helping him board without a passport.
[00:11:17.904 --> 00:11:21.126]  So, I knew it wasn't Al-Qaeda, uh, at all.
[00:11:21.146 --> 00:11:33.452]  You know, and then all the other anomalies, um, you know, the Patrick Kennedy testimony in Congress where the government, uh, admitted that they knew he was a terrorist, had been tracking him, wanted to let him into the U.S.
[00:11:33.472 --> 00:11:35.733]  so they could follow him and catch other accomplices.
[00:11:35.773 --> 00:11:37.714]  There, you know, there was that admission.
[00:11:38.274 --> 00:11:44.257]  There was a string of other so-called terrorist attacks where the government admitted to handing out fake bombs.
[00:11:44.955 --> 00:12:01.393]  We had his standby attorney, Anthony Chambers, admit that he had seen the reports from the explosive experts hired by the government and those reports indicated that the bomb was impossibly defective because it lacked a blasting cap.
[00:12:02.539 --> 00:12:04.580]  Um, you know, it goes on and on and on.
[00:12:04.600 --> 00:12:11.383]  I had another passenger call me and confirm that she saw exactly what I did, but she was too scared to come forward.
[00:12:12.244 --> 00:12:18.807]  And, uh, you know, and then we have all these measures put in place after this because of, you know, a security breach.
[00:12:20.168 --> 00:12:24.610]  But really there was no security breach at all except the one cut, the one created by the government.
[00:12:24.630 --> 00:12:28.912]  You know, you know, but this was the incident that led to the body scanning machines.
[00:12:29.918 --> 00:12:41.464]  It led to the renewal of certain parts of the Patriot Act that were going to expire, and obviously... And let's remember, they'd already pre-ordered the machines, but this happened about two weeks before the official rollout of them.
[00:12:41.804 --> 00:12:46.987]  Perfect PR timing, and as you've pointed out, it's the cover-up that's the evidence of the crime.
[00:12:47.027 --> 00:12:50.329]  It's them lying the whole time, and then you being proven correct.
[00:12:50.389 --> 00:12:53.791]  It's the fact that they said, oh, the guy that helped get him on must have been Al-Qaeda.
[00:12:54.511 --> 00:12:55.971]  But then it turns out the U.S.
[00:12:56.011 --> 00:13:00.592]  government ordered the State Department to help get him the visa and all the rest of it and help get him on the aircraft.
[00:13:00.912 --> 00:13:03.893]  And then the trial, that's what really clenched it for you.
[00:13:03.913 --> 00:13:08.853]  Because I remember a year ago or more when we first were talking, you know, you were about 99 percent sure.
[00:13:09.134 --> 00:13:22.916]  But you were telling me just a few weeks ago when we talked, now seeing the whole trial, and we'll talk about that after the break, seeing the trial and the cover-up and the corruption and how scared they are of this info coming out, I mean, that right there is the proof of the guilt.
[00:13:24.420 --> 00:13:25.421]  Yeah, well all of it is.
[00:13:25.481 --> 00:13:28.443]  It's one piece at a time putting the puzzle together.
[00:13:28.503 --> 00:13:39.692]  There are a lot of pieces and I didn't even believe it initially until the pieces started coming together and to me there's no other explanation right now.
[00:13:40.232 --> 00:13:40.832]  None.
[00:13:41.053 --> 00:13:41.813]  It's not possible.
[00:13:44.776 --> 00:13:46.277]  We're going to break in a moment.
[00:13:47.058 --> 00:13:47.919]  I mean, continue.
[00:13:48.539 --> 00:13:50.221]  Tell us what's coming up after the break.
[00:13:50.241 --> 00:13:53.944]  Now that you saw the trial as a lawyer, what you witnessed, he called you.
[00:13:54.364 --> 00:13:58.088]  You predicted this, I remember on my show, as the only witness.
[00:13:58.108 --> 00:14:00.950]  You said, I wonder if he'll call me as a witness and use me as leverage.
[00:14:01.310 --> 00:14:03.272]  Then he does call you as the only witness.
[00:14:03.532 --> 00:14:05.014]  Then they give him the plea bargain deal.
[00:14:05.274 --> 00:14:07.035]  Then he drops you as the witness, obviously.
[00:14:07.076 --> 00:14:08.617]  I mean, this is like out of a Hollywood movie.
[00:14:10.029 --> 00:14:20.054]  It should totally be a Hollywood movie, but again, it never will be for obvious reasons because the government and media try and cover it up, but yeah.
[00:14:20.094 --> 00:14:29.019]  I have a lot of questions about the plea deal because he got nothing in return and pleaded to a mandatory life sentence in prison without parole.
[00:14:30.140 --> 00:14:31.420]  Nobody does that, Alex.
[00:14:32.161 --> 00:14:37.924]  So what was he promised or how was he threatened to make him make that plea deal?
[00:14:39.051 --> 00:14:48.076]  You know, McVeigh, his supposed accomplice Nichols signed a sworn affidavit, and we've confirmed separate parts of it from other witnesses, that McVeigh was a U.S.
[00:14:48.116 --> 00:14:53.600]  government agent, was told he was setting up militias, thought it was a bombing sting.
[00:14:53.660 --> 00:15:00.784]  When the bombing was going to go forward, he threw a fit, so they just set him up, and they told him they'd kill his whole family if he spoke out.
[00:15:02.720 --> 00:15:04.902]  Yeah, maybe there's something like that going on here.
[00:15:05.062 --> 00:15:08.244]  You know, I don't know, but I'm just saying the plea deal stinks.
[00:15:08.965 --> 00:15:14.109]  I don't know why it happened, but it happened five days after he said that he was going to call me as his only witness.
[00:15:15.190 --> 00:15:17.952]  And he takes a plea deal with nothing in return.
[00:15:18.733 --> 00:15:23.756]  He reads a statement that sounded like it was written by somebody at the Pentagon.
[00:15:23.776 --> 00:15:26.799]  It used words that I don't even think he knew what he was saying.
[00:15:27.773 --> 00:15:33.768]  Uh, you know, it was the perfect propaganda statement that he made when he took his plea deal, if you ask me.
[00:15:35.160 --> 00:15:41.983]  And the propaganda, the sophisticated packaging, the PR rollout is always the signature of a false flag.
[00:15:42.263 --> 00:15:54.489]  For those that don't know, the New York Times and CBS News in 1993 reported that the FBI did cook the bomb, train the drivers, give them the detonators, and order the bombing of the World Trade Center using two low-grade moron mentally ill people.
[00:15:55.049 --> 00:15:57.350]  And that could also be what this is.
[00:15:57.510 --> 00:15:59.511]  Metallo, of course, looks drugged most of the time.
[00:15:59.531 --> 00:16:03.133]  We'll discuss what this means straight ahead and the new patsies they're setting up.
[00:16:03.683 --> 00:16:07.925]  This is Alex Jones with five good reasons you should consider buying a solar power generator.
[00:16:08.246 --> 00:16:08.846]  Number one.
[00:16:09.146 --> 00:16:12.288]  New climate legislation could easily double or triple your electric bill.
[00:16:12.568 --> 00:16:13.148]  Number two.
[00:16:13.428 --> 00:16:17.991]  Our new energy czar wants to control how much power your electric company allows you to have.
[00:16:18.331 --> 00:16:18.771]  It's true.
[00:16:19.072 --> 00:16:23.634]  Total government control of electricity in the name of smart grid technology is coming.
[00:16:23.934 --> 00:16:24.495]  Number three.
[00:16:24.775 --> 00:16:28.057]  In some areas of the country, the power grid is dangerously overloaded.
[00:16:28.357 --> 00:16:32.039]  And now, new socialist legislation is only compounding the problem.
[00:16:32.259 --> 00:16:32.800]  Number 4.
[00:16:33.060 --> 00:16:35.422]  Dangerous weather is always a threat to local grids.
[00:16:35.822 --> 00:16:39.205]  Every year, thousands of families lose their power from weather-related outages.
[00:16:39.505 --> 00:16:39.706]  Number 5.
[00:16:40.286 --> 00:16:44.209]  A solar power generator provides powerful backup, insurance, and peace of mind.
[00:16:44.430 --> 00:16:49.194]  Folks, I really believe in the solar power generators offered by Solutions from Science, one of my oldest sponsors.
[00:16:49.474 --> 00:16:53.497]  You can get more information at www.mysolarbackup.com.
[00:16:53.657 --> 00:16:55.219]  That's mysolarbackup.com.
[00:16:55.439 --> 00:16:57.520]  Remember, the government doesn't own the sun.
[00:16:57.681 --> 00:17:00.022]  So go to mysolarbackup.com or call 1-877-327-0365.
[00:17:04.673 --> 00:17:06.175]  Hi folks, this is Alex Jones.
[00:17:06.395 --> 00:17:11.420]  I'm looking for people that have the wisdom to spot savings, opportunity, and recognize risk.
[00:17:11.700 --> 00:17:13.061]  Saving means to make money.
[00:17:13.242 --> 00:17:22.030]  The Cal Bend Pure Soap Company can save you thousands of dollars and give you good old-fashioned real soaps that are triple concentrated and twice as good as what you're using now.
[00:17:22.751 --> 00:17:29.856]  Soaps made from vegetable and coconut oils that contain no useless dyes, perfumes, deodorants, or antibacterials.
[00:17:30.296 --> 00:17:37.901]  Your risk is the hundreds of hazardous toxic detergents that give you rashes, itching sores, and deteriorating clothing called lint.
[00:17:38.281 --> 00:17:45.685]  If you want something better, if you want something you've never had before, you had to do something you've never done before, getting a free catalog is easy by calling 800-340-7091.
[00:17:48.447 --> 00:17:51.372]  Or see Calvin on the web at 5starsoap.com.
[00:17:51.672 --> 00:17:53.976]  Take charge of your health now by calling 800-340-7091.
[00:17:54.036 --> 00:17:55.980]  Or see Calvin on the web at 5starsoap.com.
[00:18:03.635 --> 00:18:06.276]  I've been telling you about eFoods Direct for a while now.
[00:18:06.556 --> 00:18:10.037]  Here are my top 10 reasons to stock up on food from eFoods Direct.
[00:18:10.237 --> 00:18:10.697]  Number 10.
[00:18:10.737 --> 00:18:13.038]  The food I get from eFoods Direct tastes great.
[00:18:13.298 --> 00:18:13.518]  Number 9.
[00:18:14.038 --> 00:18:15.858]  The eFoods meals are easy to prepare.
[00:18:15.878 --> 00:18:19.159]  8. eFoods Direct delivers the food right to my front door.
[00:18:19.799 --> 00:18:19.159]  7.
[00:18:20.099 --> 00:18:21.560]  Most of these meals cost less than $2.
[00:18:22.040 --> 00:18:21.560]  6.
[00:18:23.120 --> 00:18:25.281]  With their large variety, I can eat it every day. 5.
[00:18:26.361 --> 00:18:29.243]  I always have access to high quality and delicious food.
[00:18:29.523 --> 00:18:33.265]  Number four, eFoods products don't spoil, so I never waste any food.
[00:18:33.505 --> 00:18:36.606]  Three, eFoods uses only safe, healthy ingredients.
[00:18:36.907 --> 00:18:41.009]  Number two, I have my own food supply and don't depend on the grocery store.
[00:18:41.209 --> 00:18:47.052]  And the number one reason I promote eFoods Direct is they build special offers just for my listeners.
[00:18:47.412 --> 00:18:48.193]  Folks, don't wait.
[00:18:48.373 --> 00:18:49.555]  Get prepared now.
[00:18:49.615 --> 00:18:51.297]  We all need to be self-sufficient.
[00:18:51.577 --> 00:18:54.120]  Call eFoodsDirect at 800-409-5633 and ask for the Alex Jones Special.
[00:18:54.160 --> 00:18:56.563]  Call eFoodsDirect at 800-409-5633 or eFoodsDirect.com forward slash Alex.
[00:19:04.181 --> 00:19:05.662]  Hi folks, this is Alex Jones.
[00:19:05.882 --> 00:19:10.904]  I'm looking for people that have the wisdom to spot savings, opportunity, and recognize risk.
[00:19:11.184 --> 00:19:12.544]  Saving means to make money.
[00:19:12.724 --> 00:19:21.508]  The Cal Bend Pure Soap Company can save you thousands of dollars and give you good old-fashioned real soaps that are triple concentrated and twice as good as what you're using now.
[00:19:22.248 --> 00:19:29.355]  Soaps made from vegetable and coconut oils that contain no useless dyes, perfumes, deodorants, or antibacterials.
[00:19:29.795 --> 00:19:37.402]  Your risk is the hundreds of hazardous toxic detergents that give you rashes, itching sores, and deteriorating clothing called lint.
[00:19:37.783 --> 00:19:42.707]  If you want something better, if you want something you've never had before, you have to do something you've never done before.
[00:19:43.027 --> 00:19:45.189]  Getting a free catalog is easy by calling 800-340-7091.
[00:19:47.952 --> 00:19:50.853]  Or see Calvin on the web at 5starsoap.com.
[00:19:51.174 --> 00:19:53.635]  Take charge of your health now by calling 800-340-7091.
[00:19:54.175 --> 00:19:59.158]  Or see Calvin on the web at 5starsoap.com.
[00:20:04.680 --> 00:20:05.821]  Coast to Coast.
[00:20:06.201 --> 00:20:07.602]  Direct from Austin.
[00:20:08.262 --> 00:20:11.464]  You're listening to the Alex Jones Broadcasting Network.
[00:20:16.280 --> 00:20:19.283]  Crashing through the lies and disinformation.
[00:20:19.843 --> 00:20:24.047]  It's Alex Jones on the GCN Radio Network.
[00:20:29.571 --> 00:20:32.754]  I'm here live Monday through Friday from 11 a.m.
[00:20:32.854 --> 00:20:33.354]  to 2 p.m.
[00:20:33.394 --> 00:20:33.795]  Central.
[00:20:33.815 --> 00:20:35.016]  That's 12 noon to 3 p.m.
[00:20:35.036 --> 00:20:35.356]  Eastern.
[00:20:35.816 --> 00:20:37.358]  Back Sundays 4 to 6 Central.
[00:20:37.378 --> 00:20:38.398]  I'd be
[00:20:39.785 --> 00:20:42.347]  2 to 4 Pacific, 3 to 5 Mountain.
[00:20:43.027 --> 00:20:49.552]  Coming up, Jim Mars is going to be with us here on location at the historic and beautiful Lakewood Theater in Dallas, Texas.
[00:20:50.252 --> 00:20:52.494]  And unfortunately, this place only holds 800 people.
[00:20:52.554 --> 00:20:53.334]  It happened again.
[00:20:53.514 --> 00:20:55.136]  Every event I've ever had sold out.
[00:20:56.189 --> 00:20:56.650]  Sold out.
[00:20:56.670 --> 00:21:00.154]  I'm going to be giving a speech, Blueprint to Defeat the New World Order.
[00:21:01.155 --> 00:21:05.500]  And I am also going to be premiering a film.
[00:21:05.520 --> 00:21:07.582]  And Jim Mars is going to be speaking.
[00:21:07.602 --> 00:21:09.224]  And then I'm going to be in Orlando next week.
[00:21:09.304 --> 00:21:12.027]  And those tickets, that venue holds over a thousand.
[00:21:12.047 --> 00:21:13.629]  I've only got a couple hundred left.
[00:21:13.949 --> 00:21:16.532]  Find out more at Infowars.com forward slash events.
[00:21:17.253 --> 00:21:26.279]  I also have coming up David Sarting, who was one of the big stars of the reality TV show Preppers, Doomsday Preppers.
[00:21:26.860 --> 00:21:28.741]  He went to the doctor and had medical problems.
[00:21:28.761 --> 00:21:30.222]  They said, your guns are now confiscated.
[00:21:30.242 --> 00:21:31.903]  They're taking veterans' guns.
[00:21:32.544 --> 00:21:34.705]  They're taking people's guns who have surgery.
[00:21:35.005 --> 00:21:36.827]  They're saying, well, you might get depressed.
[00:21:36.847 --> 00:21:38.428]  So we're going to go ahead and take your guns.
[00:21:38.968 --> 00:21:44.292]  So now when you get sick, they take your guns here in Land of the Slave, Home of the Coward, until we stand up and say no to it.
[00:21:44.452 --> 00:21:49.955]  Of course, there's no law saying that, but they still do it, because it's a criminal, out-of-control government that wants victim disarmament.
[00:21:50.376 --> 00:21:51.917]  Now, we've only got about 10 minutes in this segment.
[00:21:51.937 --> 00:21:53.538]  I'm going to try to shut up and give him the floor.
[00:21:54.058 --> 00:22:04.745]  But when I think about the bizarreness of this story, Kurt Haskell, survivor of the underwear bombing with your wife, you witness it all, the weird guy videotaping it, they land the plane, take you off, say there's a bomb threat.
[00:22:05.206 --> 00:22:06.667]  They have their other agents on the plane.
[00:22:07.047 --> 00:22:08.528]  It's like out of a James Bond movie.
[00:22:08.928 --> 00:22:09.488]  Sure.
[00:22:28.326 --> 00:22:32.987]  If you're a victim of a crime, you get to make what's called a victim impact statement.
[00:22:33.407 --> 00:22:38.849]  You basically have to say how the crime affected you physically, emotionally, or financially.
[00:22:38.869 --> 00:22:42.850]  And you can basically talk about whatever you want in advance to the crime.
[00:22:44.610 --> 00:22:52.312]  Judge Edmonds, however, usually they're unlimited, but Judge Edmonds limited us to five minutes per passenger only.
[00:22:52.912 --> 00:22:56.213]  So I had to really make it compact.
[00:22:57.561 --> 00:23:07.344]  That's kind of what I did, and I wanted to write it out ahead of time because I thought if I was just going off the top of my head I might say some things that would get me in trouble.
[00:23:07.404 --> 00:23:21.529]  My speech was pretty infuriating to the judge anyway, even my pre-prepared one, but I think if I went off the top of my head I might have started yelling at the prosecution or the judge or something, so I wanted to write it up.
[00:23:21.849 --> 00:23:26.111]  But basically I just went through some of the things I mentioned here.
[00:23:27.294 --> 00:23:46.441]  And, you know, a few other points, like I was at a hearing where the prosecution indicated it didn't want to give any of the evidence to standby attorney chambers because then a passenger could subpoena the evidence from him because he didn't have attorney-client privilege and use it to sue the government.
[00:23:46.521 --> 00:23:48.782]  And they said they were concerned about being sued.
[00:23:49.382 --> 00:23:51.363]  So, you know, I brought up in my statement,
[00:23:53.027 --> 00:23:56.368]  Why is the government concerned about the suit in this case?
[00:23:56.808 --> 00:23:57.528]  What are they hiding?
[00:23:57.888 --> 00:24:01.009]  So I brought that up.
[00:24:01.149 --> 00:24:16.652]  I brought up the fact that I went to the jury questioning hearings, where they're questioning all the jurors, and that Judge Edmonds kept asking them, do you realize that sometimes the media lies to you?
[00:24:16.752 --> 00:24:18.112]  And Chambers kept asking them.
[00:24:19.013 --> 00:24:23.600]  You think after you look at the evidence you'll be able to tell whether something is a bomb or not?
[00:24:24.081 --> 00:24:25.404]  You know, just things like that.
[00:24:25.604 --> 00:24:31.194]  One thing after another after another after another that shows that, yeah, this was indeed an intentional plot.
[00:24:31.880 --> 00:24:44.448]  You know, along with us sitting on the plane after it landed with pieces of a bomb everywhere, nobody caring, no one checking for our safety, even though when Umar got off the plane, he said there was another bomb on board.
[00:24:44.488 --> 00:24:45.208]  Nobody cared.
[00:24:45.649 --> 00:24:46.849]  Nobody checked anywhere.
[00:24:46.869 --> 00:24:54.975]  You were just props to roll out the naked body scanners so that the outgoing head of Homeland Security, Lord Chertoff, can make some money.
[00:24:55.255 --> 00:25:00.078]  The guy that ordered the naked body scanners who then went to work for the company to get the payoff.
[00:25:01.001 --> 00:25:02.622]  We're pawns in a big chess game.
[00:25:02.962 --> 00:25:04.203]  Nobody cared about us at all.
[00:25:04.263 --> 00:25:11.287]  But, you know, looking back, it's pretty obvious that they knew there weren't any concerns because it was a defective bomb.
[00:25:11.347 --> 00:25:12.728]  They knew it was a defective bomb.
[00:25:12.748 --> 00:25:17.290]  They knew there weren't any accomplices other than the ones in the U.S.
[00:25:17.330 --> 00:25:17.791]  government.
[00:25:18.311 --> 00:25:23.434]  They knew there weren't any other bombs on board, even though Umar said there was as he got off.
[00:25:23.454 --> 00:25:26.796]  And they knew we weren't in any danger with pieces of the bomb sitting everywhere.
[00:25:27.436 --> 00:25:30.519]  As passengers trampled through it when we got off the plane.
[00:25:30.579 --> 00:25:35.623]  So now looking back at it, I think it's very clear what went on, at least to me.
[00:25:36.403 --> 00:25:41.307]  And, uh, you know, I said that in my victim impact statement and, uh,
[00:25:42.253 --> 00:25:44.135]  Judge Edmonds was not happy with me.
[00:25:44.235 --> 00:25:52.261]  I was done with it and she scowled at me and then she said, uh, my wife Lori had the next statement after I did and she said, uh, Ms.
[00:25:52.281 --> 00:25:57.986]  Haskell, I'm sure you're not going to say anything about a government conspiracy like your husband just did before you get up here.
[00:25:58.526 --> 00:26:00.968]  Kind of intimidating her, which I think was wrong.
