[00:00:06.513 --> 00:00:06.696]  All right.
[00:08:20.899 --> 00:08:27.968]  The fact that the witnesses, the president of the Sikh group, said they were being cased by multiple men, multiple witnesses reported up to four shooters.
[00:08:28.829 --> 00:08:35.898]  I mean, we'd be crazy not to question the fact that with the Batman tragedy and the Sikh tragedy, it doesn't add up.
[00:08:36.997 --> 00:08:38.778]  Yeah, there's some questions here.
[00:08:39.539 --> 00:08:42.361]  I just think that we deserve to know the truth.
[00:08:42.521 --> 00:08:42.941]  That's it.
[00:08:43.441 --> 00:08:44.502]  Well, you have a lot of courage.
[00:08:44.542 --> 00:08:49.866]  That's why they took this video, you up there in the heat of the moment on the stage, tongue-in-cheek, and tried to twist it.
[00:08:49.926 --> 00:08:54.349]  They want to attack the First Amendment and shut us up so we don't look it fast and furious.
[00:08:54.689 --> 00:08:57.431]  Dave Mustaine of Megadeth, any other points you'd like to add?
[00:08:58.200 --> 00:08:59.881]  No, just, you know, I'm a patriot.
[00:08:59.921 --> 00:09:02.342]  I love our country and, you know, I've always been controversial.
[00:09:02.362 --> 00:09:07.966]  I'm a political songwriter and this wasn't done to hurt any of my fellow countrymen.
[00:09:07.986 --> 00:09:13.389]  You know, I think that it's something we really, really need to look into.
[00:09:15.071 --> 00:09:15.631]  Well said.
[00:09:15.731 --> 00:09:18.633]  And again, national media, you want to attack Dave Mustaine?
[00:09:18.974 --> 00:09:20.214]  This is going to backfire on you.
[00:09:20.475 --> 00:09:26.299]  Here's a clip of Larry Pratt on my show weeks ago saying what Dave Mustaine said.
[00:09:26.639 --> 00:09:30.942]  But he's got millions and millions of supporters in the Second Amendment community.
[00:09:31.242 --> 00:09:33.383]  He's a Fox News contributing guest.
[00:09:33.944 --> 00:09:35.625]  They're scared to go after Larry Pratt.
[00:09:36.105 --> 00:09:37.406]  I think this is going to blow up in their face.
[00:09:37.686 --> 00:09:38.907]  Here's a clip of Larry Pratt.
[00:09:42.865 --> 00:09:50.617]  What does your gut tell you, and now a week later in the aftermath, what is the intel you've got on this shooting in Colorado?
[00:09:50.798 --> 00:09:52.240]  Am I wrong for being suspicious?
[00:09:53.643 --> 00:09:54.664]  I don't think you're wrong.
[00:09:54.764 --> 00:10:09.451]  I would have disagreed with you before Fast and Furious because I never in my wildest fears would have thought that our government would actually premeditatedly kill some 400 Mexicans that have been murdered and a couple of our U.S.
[00:10:09.591 --> 00:10:09.951]  agents.
[00:10:11.131 --> 00:10:17.975]  So after we caught them planning premeditatedly for a program that would get people murdered,
[00:10:18.815 --> 00:10:33.521]  One of the whistleblowers submitted a report on weekly briefings at ATF, and when the head of the ATF at the time would be given the increase in body counts in Mexico, he would say things like, good, the program's working.
[00:10:34.221 --> 00:10:36.023]  Well, so this was no mistake.
[00:10:36.083 --> 00:10:38.687]  This was not a sting operation gone bad.
[00:10:39.087 --> 00:10:41.310]  This was premeditated murder.
[00:10:41.751 --> 00:10:50.301]  Well, if our government would do that, then even though I think the evil of the human heart is sufficient to account for somebody that wants to go and shoot people at random,
[00:10:51.062 --> 00:10:57.825]  We've had, since we've been keeping records in this country, this has happened every few years since the 1870s.
[00:10:57.845 --> 00:10:59.886]  10, 20, 30 people being murdered at a time.
[00:11:00.166 --> 00:11:03.788]  By the way, long before semi-automatics were available to people.
[00:11:04.508 --> 00:11:07.149]  So this is what human beings are capable of.
[00:11:07.649 --> 00:11:11.331]  And now we have to admit that
[00:11:12.251 --> 00:11:17.136]  Maybe this is something that our government is capable of because this is only 12 people murdered.
[00:11:18.438 --> 00:11:20.920]  They were good for 400 in Fast and Furious!
[00:11:21.601 --> 00:11:22.002]  Wow!
[00:11:26.386 --> 00:11:29.470]  My friends, we need to support Gun Owners of America for their courage.
[00:11:29.510 --> 00:11:32.573]  We need to support Dave Mustaine and Megadeth for his courage.
[00:11:33.399 --> 00:11:35.521]  We need to spread the word about what they're doing.
[00:11:35.561 --> 00:11:41.968]  There's going to be a big orchestrated backlash of political correctness because they know people are waking up trying to shut down free speech.
[00:11:42.348 --> 00:11:45.351]  So support Megadeth just like people supported Chick-fil-A.
[00:11:45.792 --> 00:11:46.973]  Buy their great new record 13.
[00:11:47.874 --> 00:11:53.380]  Go to their website and financially get behind them, even if you don't agree with these statements completely.
[00:11:53.780 --> 00:11:56.161]  So there's that interview that was shot today in this studio.
[00:11:56.181 --> 00:11:57.901]  Alex talking to Dave, letting him clarify his remarks.
[00:11:57.921 --> 00:11:59.922]  When he's talking about Obama, he's talking about the Obama
[00:12:22.797 --> 00:12:23.298]  I think so.
[00:12:39.721 --> 00:12:41.562]  You know, to them it's a numbers game.
[00:12:42.082 --> 00:12:43.022]  So we have that.
[00:12:43.483 --> 00:12:50.166]  And if you want to check that out online, it's Dave Mustaine clarifies Obama staged shooting statement.
[00:12:50.746 --> 00:12:51.886]  And there it is right there.
[00:12:51.906 --> 00:12:54.868]  That's the article and then also the YouTube video.
[00:12:54.908 --> 00:12:56.068]  So send those out.
[00:12:56.148 --> 00:12:56.829]  Make them viral.
[00:12:56.889 --> 00:12:58.609]  It's on the Alex Jones Channel right now.
[00:12:58.689 --> 00:13:01.411]  You can go there and check those out.
[00:13:01.451 --> 00:13:04.132]  Listen to that and spread it around because that's what it's all about.
[00:13:05.445 --> 00:13:30.524]  Now, I want to go to another video that John Bowne put together, and this is right after the Aurora shooting, after the kind of the dust had settled from the event, putting together all the different pieces of evidence that have come out since the shooting that basically points to multiple shooters, including when they arrested him, he was kind of sitting in his car, he was listless, he gave up without any type of struggle.
[00:13:30.845 --> 00:13:34.568]  You know, if you're going to go in and shoot 70-something people and kill 12 of them,
[00:13:35.908 --> 00:13:39.730]  Are you really just going to sit there and give up and then tell the cops you have your apartment booby-trapped?
[00:13:40.230 --> 00:13:43.912]  Or is it possible he was under the influence of some kind of mind-control drug?
[00:13:43.932 --> 00:13:55.218]  Well, we're going to have a guest later that actually went down to Columbia and he saw this type of mind-control drug called scopolamine, or also known as devil's breath, that will actually put you into a trance and you will follow people around.
[00:13:55.258 --> 00:13:58.400]  People won't even know you're on this drug.
[00:13:58.460 --> 00:14:03.183]  He interviews people who had their apartments cleaned out and they were actually helping the guy clean out the apartment.
[00:14:03.743 --> 00:14:05.024]  I mean, it's crazy stuff.
[00:14:05.364 --> 00:14:08.286]  So, it could happen, and the drug is easy to get.
[00:14:08.346 --> 00:14:12.048]  He goes with a guy, the guy pulls it off of a tree in the middle of Columbia.
[00:14:12.068 --> 00:14:13.349]  He's in downtown Columbia.
[00:14:13.409 --> 00:14:15.090]  He's like, here, here it is right here.
[00:14:15.110 --> 00:14:15.851]  He shows it to him.
[00:14:16.431 --> 00:14:18.693]  And so, these things can happen.
[00:14:18.753 --> 00:14:22.735]  Now we're going to go to Jon Bowne's video, where he kind of connects all the dots to the Aurora shooting.
[00:14:22.755 --> 00:14:23.636]  So here's that video now.
[00:14:24.156 --> 00:14:29.377]  Police Chief Dan Oates issues this immediate public statement claiming there is just one shooter.
[00:14:29.477 --> 00:14:36.679]  Every single indicator is that this is all Mr. Holmes' activity and that he wasn't particularly aided by anyone else.
[00:14:36.879 --> 00:14:50.322]  This is the same police chief that presided over a blatant violation of the Fourth Amendment by illegally cuffing and detaining 40 innocent people, including women and children, for over two hours while looking for a bank robber.
[00:14:51.022 --> 00:14:54.408]  Early on, the police scanner supports the one-shooter theory.
[00:15:06.155 --> 00:15:08.956]  The mainstream media promotes the one-shooter theory.
[00:15:08.996 --> 00:15:10.936]  And honestly, for the record, there was only one guy.
[00:15:11.156 --> 00:15:16.218]  Yes, actually, the shooting probably started, like lasted probably for like about a minute or two.
[00:15:16.538 --> 00:15:21.739]  But according to the police scanner, another suspect is spotted just three minutes later.
[00:15:21.759 --> 00:15:25.940]  321, one of the shooters might be wearing a white and blue plaid shirt.
[00:15:26.716 --> 00:15:28.497]  From what we saw, he wasn't alone.
[00:15:28.517 --> 00:15:33.741]  He had someone with him because the second can of tear gas didn't come from his side.
[00:15:33.781 --> 00:15:36.003]  He was completely dressed in black, head to toe.
[00:15:48.952 --> 00:15:54.220]  From what we saw, it seemed like he had something over his face, probably to prevent him from breathing it in.
[00:15:54.240 --> 00:16:02.672]  We can only assume that someone got him in, because whatever he was wearing seemed thick, so I don't think he would really... I think he'd stand out in a crowd.
[00:16:03.406 --> 00:16:08.530]  One shooter theory loses even more credibility when a second gas mask is discovered.
[00:16:08.930 --> 00:16:16.775]  How is it possible that 12 people were killed and 58 were injured by a semi-automatic weapon that jammed?
[00:16:17.656 --> 00:16:20.098]  He shot easily like 60 or 70 rounds.
[00:16:20.418 --> 00:16:25.882]  Then there's the official story given by the president himself concerning the blood path behind the theater.
[00:16:26.782 --> 00:16:31.246]  Obama claims that this wound spilled what appears to be buckets of blood.
[00:16:32.106 --> 00:16:39.711]  In the aftermath, the vulture media swoops in, misquoting Holmes' mother regarding the shooting causing her to issue this statement.
[00:16:40.071 --> 00:16:44.054]  I did not know anything about a shooting in Aurora at that time.
[00:16:45.335 --> 00:16:53.780]  He asked if I was Arlene Holmes and if my son was James Holmes, who lives in Aurora, Colorado.
[00:16:54.921 --> 00:16:57.683]  I answered, yes, you have the right person.
[00:16:58.277 --> 00:17:07.527]  Holmes' father worked for San Diego-based HNC Software Incorporated, a company that worked with DARPA to develop quatronic neural networks.
[00:17:07.907 --> 00:17:13.834]  These enable machines to translate oral and visual stimuli and simulate human thinking.
[00:17:14.194 --> 00:17:18.639]  And Holmes' grandfather had deep ties into the intelligence framework of the U.S.
[00:17:18.699 --> 00:17:19.240]  military.
[00:17:19.580 --> 00:17:25.987]  The children of people with similar backgrounds are highly susceptible to exposure to monarch mind control.
[00:17:26.508 --> 00:17:38.822]  Using brainwashed patsies in PSYOP massacres has become a commonplace thread in American history as the shadow government strengthens its stranglehold on public perception.
[00:17:39.172 --> 00:17:52.096]  Instead of really digging into why this apartment would be rigged to kill, but then Holmes would then warn police, and then lawyer up and not say anything else, where he got the funding and the firearms training, and these eyewitness reports that there was more than one person?
[00:17:52.156 --> 00:17:59.558]  Yeah, instead of asking those questions, national media want to focus all their attention on why guns were legal in the first place.
[00:18:00.276 --> 00:18:04.397]  Now is the time to shine a light on the obvious motive behind this tragic event.
[00:18:04.577 --> 00:18:08.238]  The motive to pass the United Nations Treaty on Small Arms.
[00:18:08.898 --> 00:18:10.819]  John Bowne, InfoWars Nightly News.
[00:18:12.059 --> 00:18:14.880]  So there's that video that just goes over all the evidence.
[00:18:15.100 --> 00:18:22.422]  We even got some of the mainstream media backing our side of the story and it definitely needs an investigation and not where
[00:18:23.151 --> 00:18:31.093]  You know, you have a chief of police who was an inspector in New York during 9-11 saying, nothing to see here folks, it's only one shooter.
[00:18:31.433 --> 00:18:34.134]  You know, when there's multiple, multiple witnesses.
[00:18:34.414 --> 00:18:39.956]  Now we're going to play a quick clip from an eyewitness of the Sikh temple shooting where he saw four men.
[00:18:40.516 --> 00:18:42.297]  Four men, not one, four.
[00:18:42.837 --> 00:18:43.557]  So here's that clip.
[00:18:44.385 --> 00:18:56.712]  So Dave Mustaine, instead of being blasted by the mainstream media, should be commended for asking hard questions and for demanding answers from his country, especially in light of all this stuff where we know
[00:19:09.186 --> 00:19:10.649]  Our government stages things like this.
[00:19:10.729 --> 00:19:11.531]  It's in their handbooks.
[00:19:11.551 --> 00:19:15.278]  You can look in the Army handbook for, I think it's captains and above.
[00:19:15.759 --> 00:19:17.824]  It talks about how to stage false flag attacks.
[00:19:18.206 --> 00:19:20.869]  How to create guerrilla movements within countries.
[00:19:21.429 --> 00:19:22.610]  It's all part of the playbook.
[00:19:22.850 --> 00:19:24.432]  You can go back to the Northwoods document.
[00:19:24.472 --> 00:19:28.716]  They talk about setting up sniper teams and picking off people to blame it on Cuba.
[00:19:29.256 --> 00:19:30.277]  We saw that with the D.C.
[00:19:30.318 --> 00:19:30.778]  snipers.
[00:19:31.198 --> 00:19:34.862]  I mean, people who analyzed that said these guys were military trained.
[00:19:34.882 --> 00:19:35.783]  They knew what they were doing.
[00:19:36.283 --> 00:19:38.305]  So we should all be backing Dave Mustaine.
[00:19:38.345 --> 00:19:38.806]  Support him.
[00:19:39.166 --> 00:19:40.387]  Go to Megadeth.com.
[00:19:41.568 --> 00:19:52.431]  Support Dave because, you know, we need to support people who stand up for the truth instead of backing down and waiting and hoping the mainstream media doesn't call on us or any of that garbage.
[00:19:52.731 --> 00:19:53.771]  Let's move on to Syria now.
[00:19:54.492 --> 00:19:59.313]  Syrian rebel leader threatens to form alliance with al-Qaeda if West doesn't provide arms.
[00:20:00.319 --> 00:20:05.981]  Well, they're already backing, they're already with Al-Qaeda, and I'll get to that in a second, but this is from Paul Joseph Watson.
[00:20:06.561 --> 00:20:13.022]  Terrorists already meet with rebels every day to coordinate bombings, so they're already meeting with them, so I think they have an alliance.
[00:20:13.042 --> 00:20:14.143]  That's pretty much an alliance.
[00:20:14.203 --> 00:20:17.764]  If you're coordinating bombings, I would call that an alliance.
[00:20:17.804 --> 00:20:18.164]  I don't know.
[00:20:18.764 --> 00:20:31.590]  While pro-rebel outlets continue to portray Al-Qaeda's presence in Syria as minimal, a report by the RAND Corporation concedes that Al-Qaeda has conducted roughly two dozen attacks, primarily against Syrian security service targets.
[00:20:31.990 --> 00:20:37.473]  Virtually all suicide attacks and car bombings, and they have resulted in more than 200 deaths and a thousand injuries.
[00:20:38.499 --> 00:21:01.865]  The White House has not only failed to condemn these al-Qaeda attacks, but has all but welcomed them, which is unsurprising given the fact that the Pentagon briefing back in March, it was concluded that special forces from the U.S., U.K., France, Jordan, and Turkey would be used to commit guerrilla attacks, assassination campaigns, to try and break the back of al-Ati forces, that's Assad's support base, and elicit a collapse from within.
[00:21:03.297 --> 00:21:04.298]  So we've gone over this.
[00:21:04.598 --> 00:21:07.799]  The Germans are reporting it, that Al-Qaeda is in Syria.
[00:21:08.240 --> 00:21:09.800]  There's definitely an alliance going on.
[00:21:09.820 --> 00:21:16.924]  This is sort of window dressing, where the Syrian rebel leader says, we're going to side with Al-Qaeda unless you give us arms.
[00:21:16.984 --> 00:21:20.366]  Well, you're already doing it, so don't do us any favors, all right?
[00:21:22.184 --> 00:21:24.325]  Moving on, this is from the BBC.
[00:21:24.925 --> 00:21:28.927]  Julian Assange, Ecuador grants WikiLeaks founder asylum.
[00:21:29.447 --> 00:21:35.090]  And so he was looking for a place to be granted asylum just so he could escape, basically.
[00:21:35.950 --> 00:21:37.170]  You know, being brought to the U.S.
[00:21:37.230 --> 00:21:40.532]  and extradited and eventually put on trial and probably put to death.
[00:21:40.812 --> 00:21:43.033]  Foreign Secretary William Hague said the U.K.
[00:21:43.073 --> 00:21:46.334]  would not allow Mr. Assange safe passage out of the country.
[00:21:46.394 --> 00:21:52.916]  He has taken up residence in the Ecuadorian embassy and basically what they're threatening to do is use something called the diplomatic, the U.K.
[00:21:53.216 --> 00:22:02.880]  authorities are threatening to use the Diplomatic and Consular Premises Act of 1987, which basically allows them to suspend diplomatic status of a country
[00:22:03.280 --> 00:22:07.223]  Which would allow the police to enter the building and arrest Assange for violating his bail.
[00:22:07.923 --> 00:22:08.403]  It moves on.
[00:22:08.443 --> 00:22:09.224]  This is Mr. Haig.
[00:22:09.464 --> 00:22:12.306]  He also warned that it could drag on for some considerable time.
[00:22:12.346 --> 00:22:17.930]  We will not allow Mr. Assange's passage out of the United Kingdom, nor is there any legal basis for us to do so, he said.
[00:22:18.350 --> 00:22:21.172]  Mr. Haig said there would be no threat to storm the embassy.
[00:22:21.592 --> 00:22:29.217]  We're talking about an act of Parliament in this country which stresses that it must be used in full conformity with international law.
[00:22:30.441 --> 00:22:34.262]  So basically they're going after the founder of Wikileaks, who we've heard different things.
[00:22:34.322 --> 00:22:43.264]  Tarpley thinks the guy is part of a pawn in this game of letting out some pieces of intelligence while hiding others, and we've heard all kinds of things.
[00:22:43.324 --> 00:22:52.666]  But one thing's for certain, he was putting out information that was making people look bad, and the system does not like him, at least on the face value of it.
[00:22:52.726 --> 00:22:54.067]  So we'll see what happens there.
[00:22:55.347 --> 00:22:58.228]  Moving on to more news, this is from Steve Watson out of Infowars.
[00:22:58.788 --> 00:23:03.789]  Pentagon developing autonomous humanoid robots to perform evacuation operations.
[00:23:04.229 --> 00:23:08.730]  DARPA enlists makers of Big Dog to construct machines that can think for themselves.
[00:23:09.230 --> 00:23:19.472]  And in case you're wondering what Big Dog is, it is a robot, it's like a pachyderm type robot that you, I've seen videos of this guy, he can run on ice, snow, uphill, downhill.
[00:23:20.672 --> 00:23:23.093]  Right now they have them tethered to cables, but
[00:23:23.613 --> 00:23:29.319]  That's going to be pretty scary when those things can go in any location, mounted with machine guns, with explosives, whatever.
[00:23:29.859 --> 00:23:30.440]  But here we go.
[00:23:30.720 --> 00:23:40.390]  The Department of Defense has awarded a lucrative contract to an engineering and robotics design company to develop and build humanoid robots that can act intelligently without supervision.
[00:23:40.450 --> 00:23:41.031]  And that goes on.
[00:23:41.071 --> 00:23:43.273]  It's Boston Dynamics Incorporated.
[00:23:44.398 --> 00:23:45.598]  So they've made all kinds of stuff.
[00:23:45.618 --> 00:23:48.779]  They've even developed a cheetah, a fast-legged robot.
[00:23:49.079 --> 00:23:51.880]  It's a four-footed robot that gallops up to 18 miles an hour.
[00:23:51.940 --> 00:23:57.161]  And there's videos and links to that inside the article that you can go and watch.
[00:23:58.001 --> 00:24:05.583]  The robotic platforms will be humanoid, consisting of two legs, a torso, two arms with hands, and a sensor head, and on-board computing.
[00:24:05.923 --> 00:24:10.665]  DARPA says that the robots will help conduct humanitarian disaster relief and related operations.
[00:24:12.691 --> 00:24:17.616]  Well, we saw what happened in Katrina when they were helping out with disaster relief and related operations.
[00:24:17.656 --> 00:24:20.419]  They were kicking in doors, telling people, we want your guns.
[00:24:20.739 --> 00:24:22.941]  And if you didn't give it to them, you were arrested immediately.
[00:24:23.482 --> 00:24:33.292]  And if you did, well, then you were left defenseless for the hordes of looters and criminals out there who were going to not turn in their guns and prey upon those who did.
[00:24:34.326 --> 00:24:42.569]  So now we have the Pentagon who's going to be working with robots who have no compassion, who don't have the humanity, and who will perform those orders without question.
[00:24:42.609 --> 00:24:45.350]  We did have reports of some U.S.
[00:24:45.390 --> 00:24:47.811]  military not obeying the orders to confiscate guns.
[00:24:48.191 --> 00:24:49.152]  So that is a good thing.
[00:24:49.452 --> 00:24:51.092]  But we also know a lot of them did.
[00:24:51.112 --> 00:24:54.894]  We even had a guy call in a few weeks ago when Mike Adams was
[00:24:56.009 --> 00:25:03.071]  Interviewing, or when Mike Adams was hosting the Alex Jones Show and admitted that we were part of the group that went in there on these night raids.
[00:25:03.452 --> 00:25:07.193]  We were busting in doors asking if people needed assistance as we were taking their guns.
[00:25:07.573 --> 00:25:08.713]  And we did it without question.
