[00:00:04.380 --> 00:00:05.734]  I'm good.
[00:04:00.753 --> 00:04:05.417]  Yeah, you got the Tea Parties, all these activist groups going after us saying, we need to get rid of Obama.
[00:04:05.978 --> 00:04:07.279]  And Judge Head is right.
[00:04:07.379 --> 00:04:10.382]  I mean, we are looking at a possible civil war, I really think.
[00:04:10.602 --> 00:04:16.868]  And so what we think the establishment is going to actually move over and bring in the next puppet, Mitt Romney.
[00:04:17.732 --> 00:04:22.515]  And just watch out, folks, because if Obama wins again, I mean, our country's in trouble.
[00:04:23.116 --> 00:04:26.218]  But either way, Obama or Romney, we're still in trouble.
[00:04:26.258 --> 00:04:28.980]  The New World Order has got its grips on politics, folks.
[00:04:29.840 --> 00:04:31.642]  And we're going to move on to the next article.
[00:04:32.422 --> 00:04:38.086]  Department of Homeland Security and the FBI warn that anarchists may use IEDs at conventions.
[00:04:38.646 --> 00:04:46.632]  And they're pointing out to the GOP convention coming up, and the Department of Homeland Security and the FBI have issued a bulletin to law enforcement warning
[00:04:47.279 --> 00:04:55.206]  That anarchist extremists may use IEDs or improvised explosive devices at the Republic and Democratic National Conventions.
[00:04:56.027 --> 00:05:09.780]  And we got the FBI and DHS answers to the high confidence anarchist extremists will target infrastructure in Tampa and Charlotte when potentially significant impacts on public safety and transportation, CNN reports.
[00:05:10.996 --> 00:05:13.698]  And again, they're putting the fear of God into people.
[00:05:14.218 --> 00:05:15.579]  You know, watch out for the terrorists.
[00:05:15.940 --> 00:05:19.462]  You know, your terrorists could be living in your backyard, upstairs, next door, wherever.
[00:05:19.662 --> 00:05:21.543]  You gotta watch out, because anybody could be a terrorist.
[00:05:21.764 --> 00:05:25.526]  They're gonna blow up the malls, they're gonna blow up your shopping centers, everything else.
[00:05:25.586 --> 00:05:36.614]  But, we, you know, they wanna put the scare of terrorism, the boogeyman in the closet, into you people, to say, hey, they're gonna attack political groups, uh, conventions, I should say, with IEDs.
[00:05:37.975 --> 00:05:38.815]  More propaganda?
[00:05:38.875 --> 00:05:39.376]  I think so.
[00:05:40.286 --> 00:05:43.950]  And I want to move on to the next article, again by CBS News reporting.
[00:05:45.812 --> 00:05:51.338]  Absolute prepare to call off GOP convention and Isaac threatens Tampa.
[00:05:51.978 --> 00:05:53.340]  This is an issue from the mayor.
[00:05:53.780 --> 00:06:01.148]  Mayor Bob Baucon told CNN that he is more concerned about the safety of his people than holding the convention.
[00:06:01.906 --> 00:06:02.406]  Any quotes?
[00:06:02.607 --> 00:06:03.307]  Absolutely.
[00:06:03.867 --> 00:06:05.148]  We're prepared to call it off.
[00:06:05.548 --> 00:06:11.812]  Buckhorn explained to CNN, I mean, human safety and human life trumps politics.
[00:06:12.392 --> 00:06:17.395]  But the thing is, you know folks, we know the government has the technology, you know, HAARP and everything else.
[00:06:17.716 --> 00:06:19.637]  We know the government has the technology to manipulate
[00:06:20.237 --> 00:06:22.758]  Storms, cars, earthquakes, everything else.
[00:06:23.198 --> 00:06:26.200]  And anybody who knows about geoengineering, they have the power to do so.
[00:06:26.840 --> 00:06:30.041]  And could this be a tactic for further agendas?
[00:06:30.261 --> 00:06:30.681]  Who knows.
[00:06:30.741 --> 00:06:34.563]  But anyway, the mayor is prepared to call off this whole convention.
[00:06:36.304 --> 00:06:38.485]  And we're going to move on to next, BBC News.
[00:06:39.385 --> 00:06:43.367]  A US team invents advanced cancer tests using Google.
[00:06:45.167 --> 00:06:48.909]  And it says a 15-year-old high school student, Jack Andricka,
[00:06:49.522 --> 00:06:51.303]  He likes to kayak and watch U.S.
[00:06:51.343 --> 00:06:53.443]  television and show Glee.
[00:06:54.324 --> 00:07:01.026]  And when time permits, he also likes to do advanced research in one of the most respected cancer laboratories in the world.
[00:07:02.047 --> 00:07:11.330]  And Jack created a pin-credit cancer test that is 168 times faster and considerably cheaper than gold standard in the field.
[00:07:12.162 --> 00:07:16.546]  And again, you know, you got these people, there's a lot of people out there, folks, who come up with these great ideas.
[00:07:16.926 --> 00:07:21.711]  I mean, look at Nikola Tesla, for example, and they come up with these great ideas.
[00:07:21.991 --> 00:07:31.220]  You know, they come up with a possible cure for something, then you get the government or the elite, I should say, that like to hijack something good and turn it all around.
[00:07:31.260 --> 00:07:34.823]  That's why we got to experiment on the troops with vaccines and everything else.
[00:07:34.903 --> 00:07:35.123]  I mean,
[00:07:36.787 --> 00:07:38.969]  It's total, uh, it's disgusting, folks.
[00:07:39.009 --> 00:07:39.549]  It really is.
[00:07:39.709 --> 00:07:44.793]  And, um, it's another story for another time with that, but I want to move on.
[00:07:45.874 --> 00:08:02.807]  Business as usual at the Federal Reserve, if Romney is elected, Glenn Hubbard, Romney's economic advisor, told Reuters he would advise the Republican presidential candidate that Bernanke should get, quote unquote, get every consideration.
[00:08:03.630 --> 00:08:07.053]  And stay at the helm of the private bankster-owned Federal Reserve.
[00:08:07.233 --> 00:08:09.315]  And quote, Ben is a model technocrat.
[00:08:09.676 --> 00:08:12.558]  He gets paid nothing for kicking around all the time.
[00:08:12.819 --> 00:08:16.842]  I think they ought to pat him on the back, Hubbard said of his longtime pal.
[00:08:17.163 --> 00:08:22.828]  And he quotes again, I may or may not agree with him, but that's very different from saying I question his motives.
[00:08:23.328 --> 00:08:25.270]  I wish politicians would stop doing that.
[00:08:26.071 --> 00:08:29.194]  He added, making an indirect reference to Ron Paul,
[00:08:30.017 --> 00:08:36.500]  Who was questioned by Bernanke on numerous occasions as a member of the House Committee on the Financial Services.
[00:08:38.541 --> 00:08:51.307]  Mr. Harbert is a life member of the Council on Foreign Relations known as the CFR, a former Deputy Assistant Secretary at the Department of Treasury, and was a Chairman of the Council of Economics Advisor under Bush.
[00:08:51.847 --> 00:08:55.389]  So his fondness for the Federal Reserve System is quite understandable.
[00:08:56.130 --> 00:08:56.910]  He, in fact,
[00:08:58.041 --> 00:09:02.943]  ...was considered for the position of Chairman by the Federal Reserve when Alan Greenspan retired.
[00:09:03.283 --> 00:09:05.724]  But his buddy Bernanke ended up with the job.
[00:09:06.104 --> 00:09:11.206]  Now, this is the Mitt Romney folks that quoted, I'm too important to go to war with the Vietnam.
[00:09:11.966 --> 00:09:21.289]  Now, if you look back to our Founding Fathers, how many of our Founding Fathers were war generals that fought in wars, the Revolution, the War of 1812 and so on?
[00:09:21.789 --> 00:09:23.130]  And they were great leaders, folks.
[00:09:23.971 --> 00:09:25.812]  Military make the great leaders, I believe.
[00:09:26.232 --> 00:09:27.892]  I mean, look at General George Washington.
[00:09:28.113 --> 00:09:29.153]  The best president we ever had.
[00:09:29.173 --> 00:09:31.634]  I mean, he ruled this country with an iron fist.
[00:09:32.374 --> 00:09:34.315]  They want to make him king, but he said, no.
[00:09:34.335 --> 00:09:35.295]  We'll go to an election thing.
[00:09:35.995 --> 00:09:38.016]  And that's what a leader is, folks.
[00:09:38.196 --> 00:09:40.797]  A leader to say, I'm too important to go to war.
[00:09:41.677 --> 00:09:44.358]  You know, right there, that should put a red flag in your head and say, you know what?
[00:09:44.739 --> 00:09:45.759]  This guy is a coward.
[00:09:47.136 --> 00:09:54.219]  He's a puppet for the New World Order, and we know if he gets in, it's just gonna be Obama in a Republican suit.
[00:09:54.259 --> 00:09:55.200]  That's all that's gonna happen.
[00:09:57.301 --> 00:09:58.461]  And we're gonna move on.
[00:09:58.641 --> 00:10:00.642]  Again, pre-crime folks, Minority Report.
[00:10:07.375 --> 00:10:08.176]  You ever see the movie?
[00:10:08.216 --> 00:10:10.097]  If you haven't, I suggest you go watch the movie.
[00:10:10.158 --> 00:10:11.999]  It's an old movie, you could rent it anywhere, whatever.
[00:10:12.520 --> 00:10:13.881]  You could probably YouTube it, whatever.
[00:10:13.981 --> 00:10:14.862]  Minority Report.
[00:10:15.262 --> 00:10:17.084]  You'll see what I'm talking about pre-crime, yeah?
[00:10:17.724 --> 00:10:27.753]  And it goes on to say, two elderly men, and the feds are insisting that they were dangerous terrorists, have been sentenced to what may amount to death sentences.
[00:10:28.734 --> 00:10:29.655]  And they didn't do nothing yet.
[00:10:29.815 --> 00:10:30.295]  That's the thing.
[00:10:30.796 --> 00:10:34.379]  And two Georgia men were sentenced Wednesday to five years each in prison,
[00:10:35.447 --> 00:10:45.117]  We're trying to get an unregistered explosive and an illegal gun silencer in what prosecutors describe as a plot to attack government targets, reporting from the AP News.
[00:10:46.138 --> 00:10:58.390]  One was a 73-year-old Frederick Thomas, and another, 68-year-old Dan Roberts, were sentenced to a maximum of allowing the plea agreement that they reached with the government.
[00:10:59.151 --> 00:11:15.241]  And what is now a standard pattern in domestic terror cases, the men were cajoled by the FBI informant who hyped the plot to kill government workers in an apparent effort to win legacy, leniency, I'm sorry, and six sex crime charges against them.
[00:11:15.742 --> 00:11:19.124]  Informant Joe Sims had allegedly molested his stepdaughters.
[00:11:19.524 --> 00:11:21.746]  And now this is the pattern, folks.
[00:11:21.846 --> 00:11:26.189]  I mean, just like the shootings, this is the pattern, what they want you to believe right here.
[00:11:26.249 --> 00:11:28.250]  They say they bring up crimes against people,
[00:11:29.224 --> 00:11:31.467]  Okay, well yeah, they had crimes in the past, whatever.
[00:11:31.527 --> 00:11:35.151]  To justify, they're gonna hype these people up to do crimes.
[00:11:35.191 --> 00:11:37.393]  I mean, look at the shooters there.
[00:11:38.274 --> 00:11:40.657]  How quick do they bring up the bad stuff they did or whatever?
[00:11:41.258 --> 00:11:44.782]  Just to pacify the people, to say all these people are terrorists.
[00:11:45.302 --> 00:11:48.426]  So that guy next door that's a little weird, watch out because he could be a terrorist too.
[00:11:49.764 --> 00:11:50.924]  You know, it's just unbelievable, folks.
[00:11:50.984 --> 00:11:51.545]  It really is.
[00:11:51.665 --> 00:11:54.365]  And, again, this is pre-crime, minority report stuff.
[00:11:54.786 --> 00:11:56.006]  George L. Williams stuff.
[00:11:56.046 --> 00:11:58.967]  I mean, if you can't see that, I mean, I don't know what to tell you.
[00:11:59.047 --> 00:11:59.607]  I really don't.
[00:12:00.467 --> 00:12:02.208]  And I want to move on to our last story.
[00:12:02.688 --> 00:12:06.109]  And, well, actually, it's the beginning of many, about kids.
[00:12:06.529 --> 00:12:09.230]  And, Alex, I want to get your take in a minute.
[00:12:09.250 --> 00:12:13.171]  This is about websites accused of collecting data on children.
[00:12:13.671 --> 00:12:15.272]  Now, Alex, what is your take on this?
[00:12:16.777 --> 00:12:20.398]  Dan, give us more on this report and your take on it.
[00:12:20.978 --> 00:12:29.300]  I think it's very disturbing, because all of us, I mean, I have kids, a lot of people have kids, and kids are a very important issue in a lot of our lives, but this has really touched me.
[00:12:29.340 --> 00:12:34.401]  This story and many others I got to report, and some are past stories, but it's very relevant to what we're going to talk about.
[00:12:34.821 --> 00:12:37.962]  And one, cops interrogating a family for allowing the kids to play outside?
[00:12:37.982 --> 00:12:41.923]  I mean, come on, I know when I was a kid, I was outside all day until the sun went down.
[00:12:42.383 --> 00:12:45.724]  And my mother had to yell at the door to scream, and you know, called me in the house.
[00:12:46.380 --> 00:12:52.946]  Well, someday it'll be, I remember that my grandpa had a mommy and a daddy and wasn't grown in a test tube.
[00:12:52.966 --> 00:12:55.128]  It'll be like, arrest him for thought crime.
[00:12:55.388 --> 00:12:56.229]  Absolutely.
[00:12:56.449 --> 00:12:57.970]  They were never parents.
[00:12:59.051 --> 00:13:01.354]  It's a criminal offense to have your kids play outside, folks.
[00:13:02.134 --> 00:13:09.741]  And on with the article, it says a family has been harassed by social services for police for a crime of allowing their children to play outside.
[00:13:09.761 --> 00:13:12.824]  And another example of how this nanny state is running, America.
[00:13:13.576 --> 00:13:22.918]  And it was a mother in Virginia, she was interrogated by police four times, and visited by social services twice, after children were spotted playing outside unsupervised.
[00:13:23.118 --> 00:13:24.459]  Oh, how evil, oh.
[00:13:24.519 --> 00:13:25.099]  God forbid.
[00:13:25.119 --> 00:13:31.380]  Even in rural areas, they're saying, you don't play outside, get back in there and watch television and drink fluoride water.
[00:13:31.560 --> 00:13:39.262]  Absolutely, keep, you know, keep pumping fluoride to the kids, get your kids... Bush admittedly kills them, even Harvard admits it, but that's loving, just don't play outside.
[00:13:39.642 --> 00:13:40.003]  Exactly.
[00:13:40.023 --> 00:13:40.843]  Now, at the beach,
[00:13:42.193 --> 00:13:45.094]  Control freaks walk over and go, do you have enough sunscreen on your children?
[00:13:45.334 --> 00:13:46.034]  They never have kids.
[00:13:46.054 --> 00:13:49.115]  They're like these weird, anti-humanoid, fake liberals.
[00:13:49.435 --> 00:13:51.696]  And I'm like, have you ever shut up and got out of my face?
[00:13:52.296 --> 00:14:00.718]  But now they call police if they see your kid with a little bit of, you know the old copper tone ad of a little girl with a dog pulling her pants down and she's got a sunburn on her back?
[00:14:01.832 --> 00:14:04.994]  Oh that, take your children away to the government dungeon, yeah.
[00:14:05.034 --> 00:14:07.636]  Let's bust down your door, call CPS, we're gonna take your kids.
[00:14:08.016 --> 00:14:11.378]  Because, God forbid, you don't want them being indoctrinated by the New World Order.
[00:14:11.418 --> 00:14:12.138]  God forbid that.
[00:14:12.518 --> 00:14:15.600]  God forbid you don't let them be controlled by the system in our schools today.
[00:14:15.921 --> 00:14:21.084]  So let's bang your door down with CPS, take your kids, because you're not pumping fluoride or vaccinations in them.
[00:14:21.104 --> 00:14:23.385]  Even though they're five times more likely to abuse your children.
[00:14:23.565 --> 00:14:24.065]  Absolutely.
[00:14:24.166 --> 00:14:26.447]  Doesn't matter, let's just ignore numbers and facts.
[00:14:26.727 --> 00:14:31.469]  And the ADA even went on record to say, yes, fluoride is not safe for infants.
[00:14:31.649 --> 00:14:32.429]  This is on record.
[00:14:32.489 --> 00:14:35.290]  But that's why at the store it's everywhere, for infants, for infants.
[00:14:35.430 --> 00:14:35.650]  Absolutely.
[00:14:35.670 --> 00:14:38.971]  Because they want to get them while they're young and make sure that brain's damaged.
[00:14:39.252 --> 00:14:39.572]  Exactly.
[00:14:39.592 --> 00:14:40.452]  Because they're nice people.
[00:14:41.733 --> 00:14:42.133]  Exactly.
[00:14:42.153 --> 00:14:42.754]  Very nice loving.
[00:14:43.034 --> 00:15:02.286]  And this article goes on to say the mother said that despite the fact that she is careful about allowing the kids to play outside or stay over at other people's houses, I'm sorry, because of related childhood trauma of her own, she is being harassed by authorities because she is one of the only two families that allows my children to play outside in the neighborhood.
[00:15:03.104 --> 00:15:11.650]  And she said just today, quoted, I allowed all four of my children that were all together to play in the field adjacent to my house.
[00:15:12.311 --> 00:15:14.492]  I could literally see them outside my kitchen window.
[00:15:14.592 --> 00:15:16.233]  My 10-year-old ran home to tell my husband.
[00:15:16.273 --> 00:15:18.215]  Arrest her now!
[00:15:19.075 --> 00:15:34.222]  Yeah rest are and but then when the foster parents the state gives them to they're allowed to drown in the pool Whatever that's never an issue that you're five times more likely to die in CPS custody Seven times more likely to be a sexually abused, but that's not an issue.
[00:15:34.262 --> 00:15:35.242]  Nobody's gonna watch them
[00:15:35.362 --> 00:15:36.602]  Oh, look at the old keepers, baby.
[00:15:36.743 --> 00:15:39.544]  I forgot the young, it was an infant girl.
[00:15:39.984 --> 00:15:46.726]  They got her back from CPS care and the diaper was full of blood and come to find out it was sexually molested while on the CPS care.
[00:15:46.866 --> 00:15:48.547]  And I think it was Maine or New Hampshire.
[00:15:49.087 --> 00:15:51.368]  And there was a... Yeah, well they suspected that.
[00:15:51.408 --> 00:15:52.588]  Just terrible news.
[00:15:52.708 --> 00:15:54.049]  I remember that story.
[00:15:54.589 --> 00:15:57.450]  Moving on to the one I was mentioning, the loving RFID.
[00:15:58.270 --> 00:16:01.192]  Oh, the RFID, which is, uh... San Antonio.
[00:16:01.712 --> 00:16:02.813]  San Antonio, Texas.
[00:16:03.033 --> 00:16:03.673]  Let me get to that.
[00:16:03.693 --> 00:16:04.734]  I didn't mean to get you out of order.
[00:16:04.974 --> 00:16:05.694]  Start back where you're at.
[00:16:05.914 --> 00:16:06.815]  Let's run to these articles.
[00:16:06.835 --> 00:16:07.595]  We've got a bunch of them here.
[00:16:07.615 --> 00:16:08.616]  All right, another one here.
[00:16:08.676 --> 00:16:13.578]  McDonald's, Nickelodeon, all these places that are collecting data on your children.
[00:16:13.898 --> 00:16:15.879]  I mean, they have all these, even the Cartoon Channel.
[00:16:16.400 --> 00:16:19.021]  Have your kids sign up to play games, give information.
[00:16:19.061 --> 00:16:21.983]  Now they're asking for friends' email addresses.
[00:16:22.443 --> 00:16:26.085]  I mean, the article goes on to say, websites accused of collecting data on children.
[00:16:26.545 --> 00:16:29.769]  Which is saying nothing new, this is a technocracy that's coming upon us.
[00:16:29.789 --> 00:16:42.325]  And again, you're not supposed to sit there and ask children for data as an adult, because the parents are the guardians, not the state, because children are not at the age of consent to give data, and these groups are preying on children.
[00:16:42.686 --> 00:16:43.207]  Absolutely.
[00:16:43.907 --> 00:17:00.634]  And then you've got a coalition here of nearly 20 children, obviously, health and public interest groups, plans to file a complaint with the Federal Trade Commission on Wednesday, asserting that some online marketing to children by McDonald's and four other well-known companies violated federal law protecting the child's privacy.
[00:17:00.754 --> 00:17:10.358]  And groups of... Well, I mean, crack dealers always go after kids to get them hooked on it, and McDonald's, full of all the additives and things that are addictive and toxic, I mean, they're McNuggets, they admit have silicone in them.
[00:17:10.898 --> 00:17:11.739]  People won't believe that.
[00:17:11.779 --> 00:17:12.279]  Pull that up.
[00:17:12.319 --> 00:17:15.222]  McDonald's, Nuggets, and a bunch of other fast food has silicone.
[00:17:15.442 --> 00:17:17.283]  But hey, who cares if you have kidney failure?
[00:17:17.504 --> 00:17:19.165]  Who cares if everybody's getting diabetes?
[00:17:19.585 --> 00:17:20.086]  They love us.
[00:17:20.466 --> 00:17:22.748]  And it's the same reason they put fluoride.
[00:17:23.028 --> 00:17:24.909]  If you don't hurt them, well, exactly.
[00:17:24.929 --> 00:17:26.871]  If you don't give them chemical weapons, you're a bad parent.
[00:17:27.503 --> 00:17:41.612]  And the sites are General Mills, Reese's Peanut Butter Cups, Subway, another General Mills, Tricks World, Turner Cartoon Network, McDonald's, I mean, HappyMeal.com, Nickelodeon, I mean, this is disgusting, Alex.
[00:17:41.732 --> 00:17:48.936]  It really is, and it really disturbs me, because I've got a child of my own, and you know, I mean, I've still got a stack of news folks.
[00:17:49.016 --> 00:17:55.160]  And again, they go to a free online deal they think is free to play a game or whatever, it's asking them these questions.
[00:17:55.200 --> 00:17:55.400]  Yeah.
[00:17:57.213 --> 00:17:57.614]  I think so.
[00:18:14.435 --> 00:18:20.659]  Body scan to buy and sell, and now they're coming out with the Facebook cameras, where you get discounts when they run your database.
[00:18:21.119 --> 00:18:24.141]  I mean, sure, they admit it's all happening, but what's wrong with that?
[00:18:24.161 --> 00:18:24.822]  Oh, nothing at all.
[00:18:24.842 --> 00:18:26.803]  You know, it's biometric, our kids.
[00:18:27.143 --> 00:18:34.468]  This is from Louisiana Public Schools' decision to purchase palm scanners to speed up lunch lines and payments to reduce the line.
[00:18:34.648 --> 00:18:37.650]  And track what you do, like Chicago won't let parents pack their lunch.
[00:18:38.328 --> 00:18:39.969]  You got to buy it from the Loving State.
[00:18:40.009 --> 00:18:41.270]  Yep, I got that.
[00:18:41.691 --> 00:18:45.333]  This is totally toe-tolerant George Orwellian, folks.
[00:18:45.674 --> 00:18:50.617]  We got the video if you want to play the video on this real quick.
[00:18:50.677 --> 00:18:54.700]  But the palm vein scanner is being met with opposition from parents.
[00:18:55.301 --> 00:18:57.843]  KPLT's Holly Carter brings us details.
[00:18:58.906 --> 00:19:00.467]  I was very, very mad.
[00:19:00.767 --> 00:19:01.448]  Disappointed.
[00:19:01.728 --> 00:19:08.073]  Many parents felt that way Monday after reading a letter sent home with their children from Moss Bluff Elementary School.
[00:19:08.493 --> 00:19:16.799]  The letter introduced a new program, the Palm Vein Scanner, much like this one, to move students through the lunch line at a faster rate.
[00:19:17.159 --> 00:19:22.763]  With almost 1,000 students, Principal Charles Calderera says the system will reduce errors.
[00:19:22.963 --> 00:19:27.186]  We're so large, and with an elementary school, they all come through the line.
[00:19:27.947 --> 00:19:28.727]  Now, here's the deal.
[00:19:29.107 --> 00:19:31.608]  They do this for the school lunch program, but also paying kids.
[00:19:31.648 --> 00:19:34.129]  It's to track you, it's to acclimate them to be prisoners.
[00:19:34.469 --> 00:19:35.809]  This is the admitted plan.
[00:19:36.089 --> 00:19:44.511]  You have these school administrators that are told they'll be given federal money if they install these, just like they've been caught using laptops all over the country to watch kids at home.
[00:19:44.771 --> 00:19:48.172]  They're a school issue that they call free, that our taxpayer paid for.
[00:19:48.512 --> 00:19:51.693]  The schools are how they're taking over the community, deliberate dumbing down.
[00:19:51.753 --> 00:19:55.694]  Charlotte Isserby, former head of the Department of Education Policy, this is the plan.
[00:19:56.494 --> 00:19:57.855]  And the parents are fighting back.
[00:19:57.915 --> 00:20:00.898]  So the answer is pack their lunch, boycott their crap.
[00:20:01.358 --> 00:20:01.659]  Okay?
[00:20:01.879 --> 00:20:04.001]  And get your children out of the government training camps.
[00:20:05.180 --> 00:20:06.741]  And this is more disturbing now.
[00:20:06.801 --> 00:20:24.673]  I mean, the hand scan is one thing, but now, you got right in San Antonio, Texas, the Northside schools, I believe this is the high school and the middle school, right in San Antonio, we got a video for this as well, a new program being tested at some Northside independent school districts that track students using a smart student ID tag.
[00:20:24.953 --> 00:20:25.654]  And I watched the video.
[00:20:25.714 --> 00:20:32.058]  Basically, they have on the Lancet, they have what looks like a pass, a regular student ID, but has RFID embedded.
[00:20:32.458 --> 00:20:38.552]  They put chips into animals and stuff to attract their animals and things of that sort, but I think this is overstepping their boundaries.
[00:20:38.773 --> 00:20:39.174]  It's huge.
[00:20:39.864 --> 00:20:41.384]  And I have to wear it like a dog collar.
[00:20:41.624 --> 00:20:48.485]  The program will require students to wear new, thicker radio frequency IDs that will allow administrators to track them on campus.
[00:20:48.726 --> 00:20:55.807]  This smart student ID card is designed to help us locate students in an emergency if we have to.
[00:20:55.827 --> 00:21:02.168]  It will also allow us to manage the attendance better, so that we can get more revenues for the particular school.
[00:21:03.088 --> 00:21:09.009]  Now, according to the video, they say where the student goes, they can track the child, and they quoted though, they had to state,
[00:21:10.151 --> 00:21:13.118]  Once a kid steps out that door, they can't track them no more.
[00:21:13.158 --> 00:21:16.646]  Which we know, this could be a lie because look at the laptops in Pennsylvania.
[00:21:17.652 --> 00:21:21.215]  And this is, I mean, we've got a lot of kids and parents who are against this.
[00:21:21.515 --> 00:21:26.539]  And yes, some parents are for this, but... And notice it's drones, microchips, scanning.
[00:21:26.859 --> 00:21:34.945]  It's San Antonio school districts are the ones that have a Department of Defense thing, an AI computer that watches what they eat and calculates their calories.
[00:21:35.345 --> 00:21:36.766]  In fact, people won't believe that.
[00:21:37.106 --> 00:21:40.309]  Guys, did you pull up the thing about McDonald's?
[00:21:41.201 --> 00:21:46.643]  Okay, show the nuggets, and then, this is from about six months ago, just, you know, adding this whole theme here, Dan.
[00:21:47.364 --> 00:21:50.425]  You know, there's the article about a little silicone and petrol in your McNuggets.
[00:21:50.445 --> 00:21:51.105]  Hey, why not?
[00:21:51.505 --> 00:21:53.646]  It's addictive, highly toxic, and the world loves it.
[00:21:54.166 --> 00:21:58.988]  But now the Department of Defense has AI cameras watching what the kids eat and creating a database.
[00:21:59.388 --> 00:22:03.010]  I mean, this is just, they're absolutely training them for the brave new world.
[00:22:03.766 --> 00:22:04.206]  Oh, it is.
[00:22:04.306 --> 00:22:05.307]  And another related article.
[00:22:05.347 --> 00:22:07.228]  This is back from November 2009.
[00:22:09.009 --> 00:22:14.152]  From my home state, Rhode Island, old Governor Donald Kutcheri.
[00:22:14.553 --> 00:22:18.795]  Now, there was a bill that was set up to go against RFID chipping.
[00:22:19.536 --> 00:22:26.920]  The schools in westerly Rhode Island wanted to put RFID tags, that's Radio Frequency Identification Devices, onto the children's backpacks.
[00:22:27.380 --> 00:22:30.882]  Now, a bill went toward the State House to say, hey, we want to stop this.
[00:22:31.023 --> 00:22:32.023]  Of course, the Governor says, no.
[00:22:32.183 --> 00:22:32.844]  Veto.
[00:22:32.924 --> 00:22:33.184]  Bang.
[00:22:33.964 --> 00:22:42.209]  And moving on, again with Alex's talk about Harriton High School in Pennsylvania using laptops to spy on kids at home.
