[00:00:03.507 --> 00:00:03.647]  I think.
[00:11:25.487 --> 00:11:28.309]  Party bureaucrats who control that communist model
[00:11:28.889 --> 00:11:30.930]  They regulate all land.
[00:11:30.970 --> 00:11:35.293]  They have the final say in who's allowed to buy, sell, and use that land.
[00:11:35.754 --> 00:11:43.299]  And they take it from ordinary people and redistribute it in a nepotism to their friends, their family, other top regulators.
[00:11:43.739 --> 00:11:45.180]  That's the true class system.
[00:11:45.280 --> 00:11:46.821]  I just wanted to throw that in there.
[00:11:47.241 --> 00:11:51.844]  Agenda 21 is a wide-spanning plan to contain humanity in the 21st century.
[00:11:52.165 --> 00:11:54.106]  Be aware of this international scheme.
[00:11:54.246 --> 00:11:58.489]  Be informed and help stop this plan in your local area before it's too late.
[00:12:01.750 --> 00:12:09.051]  And so you can find that on InfoWars.com under the headline, Globalists Want Chinese-Style Control for Americans Under Agenda 21.
[00:12:09.431 --> 00:12:22.314]  I wrote a brief article linking to our updated video with that update you just saw, as well as the longer report exposing the Agenda 21 implementation, how it ties into the national agenda, as well as
[00:12:22.694 --> 00:12:34.342]  More of our detailed background information that we couldn't give you in that compact and produced presentation that's up on InfoWars tonight on YouTube and it'll be up shortly on the Alex Jones Channel.
[00:12:34.662 --> 00:12:35.803]  So check that out.
[00:12:36.103 --> 00:12:37.664]  There's also PrisonPlanet.TV.
[00:12:37.984 --> 00:12:44.349]  We go now to another incident where our reporters were confronted by police just for trying to exercise their First Amendment.
[00:12:44.669 --> 00:12:50.493]  Film footage in this case by the Alamo where they were told the media is not welcome unless they have prior clearance.
[00:12:50.993 --> 00:12:52.194]  Where they have to hide at the Alamo.
[00:12:54.396 --> 00:12:55.397]  Do you have a permit?
[00:12:55.638 --> 00:12:57.320]  It's funded by state taxpayers.
[00:12:57.400 --> 00:12:58.381]  It's funded by the gift shop.
[00:13:09.522 --> 00:13:13.786]  No, it belongs to the state, but the state doesn't fund it.
[00:13:14.347 --> 00:13:17.389]  If you're saying I'm violating the rules right now, right?
[00:13:17.750 --> 00:13:25.577]  If I'm violating the rules right now, those people taking video right there, that gentleman with the camera... If I can have you off state property, you're fine.
[00:13:26.918 --> 00:13:28.280]  This is private property.
[00:13:28.700 --> 00:13:29.921]  What did I just say?
[00:13:29.981 --> 00:13:30.722]  I'm not talking to you.
[00:13:30.922 --> 00:13:32.003]  I'm with the news media, also.
[00:13:32.023 --> 00:13:32.444]  I'm with him.
[00:13:32.764 --> 00:13:34.465]  Okay, like I said, if you have a permit... You can remove all this.
[00:13:34.485 --> 00:13:34.566]  No.
[00:13:35.589 --> 00:13:36.530]  Off there or you go to jail?
[00:13:36.570 --> 00:13:36.830]  Pick one.
[00:13:37.030 --> 00:13:38.972]  Ask a question as a public servant?
[00:13:39.212 --> 00:13:39.332]  Nope.
[00:13:39.912 --> 00:13:40.853]  Well, you're a public servant.
[00:13:42.454 --> 00:13:44.596]  So we don't allow the other people filming and taking video?
[00:13:46.097 --> 00:13:48.338]  If it's state property, it's paid for by the taxpayers.
[00:13:48.819 --> 00:13:53.943]  A ranger stated that we cannot step on the property because it was state-owned.
[00:13:54.583 --> 00:13:56.064]  And he refused to speak on camera.
[00:13:56.564 --> 00:13:58.366]  You need a permit to exercise your First Amendment.
[00:13:59.389 --> 00:14:00.089]  You hear everybody?
[00:14:00.209 --> 00:14:04.311]  They want us to get a permit to exercise our First Amendment on this property here.
[00:14:04.531 --> 00:14:07.252]  Sir, why are we not allowed on this property here?
[00:14:07.672 --> 00:14:08.272]  These are the rules.
[00:14:08.913 --> 00:14:09.553]  The rules of what?
[00:14:09.813 --> 00:14:10.453]  Those are the rules.
[00:14:10.893 --> 00:14:13.294]  Now is this or is this not state property?
[00:14:14.035 --> 00:14:14.975]  These are the rules, sir.
[00:14:15.215 --> 00:14:15.955]  Is this state property?
[00:14:16.296 --> 00:14:18.036]  These are the rules.
[00:14:18.757 --> 00:14:20.477]  Are these rules or just making us stuff up?
[00:14:20.497 --> 00:14:21.177]  Those are the rules.
[00:14:22.138 --> 00:14:24.859]  So we're not allowed on this property because we belong to the media?
[00:14:25.990 --> 00:14:30.574]  Hey everybody, you're not allowed to take video or pictures of this property because it's state property.
[00:14:31.214 --> 00:14:32.896]  The Constitution is the law of the land.
[00:14:33.096 --> 00:14:35.078]  You people need to realize that and understand that.
[00:14:35.178 --> 00:14:38.621]  Sir, we were told that we could not step on this property here because we're filming.
[00:14:39.081 --> 00:14:39.642]  Is that true?
[00:14:40.062 --> 00:14:40.462]  Correct.
[00:14:40.963 --> 00:14:42.764]  Now, is this or is this not state property?
[00:14:43.665 --> 00:14:45.226]  Would you like to go inside and talk about it?
[00:14:45.386 --> 00:14:49.450]  The officer said if we stepped on this state property here, we'd be arrested.
[00:14:49.986 --> 00:14:56.428]  No, you're not going to be arrested, but if you want to go inside, we can talk about it in my office and we can figure out what you want, what you need.
[00:14:56.808 --> 00:14:58.828]  All I'm trying to do is do a little filming here.
[00:14:58.848 --> 00:15:00.269]  I want to ask people questions, that's all.
[00:15:00.889 --> 00:15:02.889]  First Amendment.
[00:15:03.070 --> 00:15:04.670]  You can film off the curb line.
[00:15:06.150 --> 00:15:09.011]  On here, there's no filming allowed, no interviews allowed.
[00:15:10.411 --> 00:15:11.192]  No filming allowed?
[00:15:12.432 --> 00:15:12.912]  What's that?
[00:15:13.152 --> 00:15:15.733]  You have to take that up with the state.
[00:15:15.753 --> 00:15:18.594]  You're conducting an interview and you want to interrupt these people's vacations.
[00:15:18.614 --> 00:15:20.355]  You want to interrupt these people's vacations.
[00:15:30.276 --> 00:15:31.837]  And do your business.
[00:15:32.317 --> 00:15:33.877]  Those are the rules that were established.
[00:15:34.637 --> 00:15:36.238]  And that's the rules that we stand by.
[00:15:36.558 --> 00:15:37.558]  It's not going to help anything.
[00:15:37.618 --> 00:15:38.859]  It's not going to help your cause.
[00:15:39.299 --> 00:15:40.639]  It's not going to allow you to get up here.
[00:15:40.679 --> 00:15:41.780]  I'm not here for any cause.
[00:15:41.920 --> 00:15:43.640]  All I'm here to do is exercise my First Amendment.
[00:15:43.660 --> 00:15:47.581]  The state property falls under the First Amendment of the Constitution.
[00:15:47.621 --> 00:15:48.662]  Is that or is that not correct?
[00:15:49.722 --> 00:15:51.002]  I'm not going to get into a debate with you.
[00:15:51.022 --> 00:15:51.923]  Sorry, you're the PIO.
[00:15:51.963 --> 00:15:52.883]  You have to answer that question.
[00:15:53.482 --> 00:15:55.043]  Let me answer you this way.
[00:15:55.203 --> 00:15:57.984]  I'm not going to get into a debate with you on that right now.
[00:15:58.004 --> 00:15:58.604]  I'm not debating.
[00:15:58.624 --> 00:15:59.424]  I'm just stating the law.
[00:15:59.484 --> 00:16:00.424]  This is the law of the land.
[00:16:00.544 --> 00:16:01.165]  Here's the thing.
[00:16:01.605 --> 00:16:04.786]  The law is, is you cannot film on this... And what's the law?
[00:16:05.666 --> 00:16:06.386]  What's the code, sir?
[00:16:07.387 --> 00:16:11.528]  If you want to take that up with the General Land Office on Monday... Yeah, but what's the law?
[00:16:12.308 --> 00:16:12.909]  What is the law?
[00:16:13.589 --> 00:16:14.569]  Could you recite the law, please?
[00:16:16.110 --> 00:16:17.110]  Do you have any other questions?
[00:16:17.230 --> 00:16:18.010]  Could you recite the law?
[00:16:18.030 --> 00:16:19.091]  Do you have any other questions?
[00:16:19.111 --> 00:16:21.191]  Sir, and if you recite the law, we're allowed to step on this.
[00:16:21.211 --> 00:16:21.912]  You understand that?
[00:16:22.052 --> 00:16:22.432]  You're not.
[00:16:23.086 --> 00:16:23.586]  What's the law?
[00:16:24.507 --> 00:16:27.209]  Could you please get somebody to recite the law for us right now?
[00:16:27.270 --> 00:16:28.370]  Rules and regulations.
[00:16:28.551 --> 00:16:29.792]  Where's the rules and regulations?
[00:16:29.952 --> 00:16:31.433]  Where's the law?
[00:16:32.054 --> 00:16:34.015]  This is state property.
[00:16:34.315 --> 00:16:36.357]  I'm not going to sit here and get in a debate with you over something.
[00:16:36.377 --> 00:16:37.898]  If we follow you, I'm keeping the camera rolling.
[00:16:38.139 --> 00:16:40.921]  That's how it goes.
[00:16:41.021 --> 00:16:44.904]  These guys are not going to allow you on this property.
[00:16:45.064 --> 00:16:46.726]  Whose property is that again?
[00:16:46.886 --> 00:16:47.506]  Whose property?
[00:16:47.526 --> 00:16:48.127]  Whose property?
[00:16:49.858 --> 00:16:51.539]  This is the people's property or your property?
[00:16:51.559 --> 00:16:52.700]  Okay, do you have any other questions?
[00:16:53.000 --> 00:16:54.281]  Yeah, but you're not answering my questions.
[00:16:54.301 --> 00:16:55.602]  Do you have any... Yes, I do.
[00:16:55.802 --> 00:16:56.562]  ...that's relevant?
[00:16:56.782 --> 00:16:57.623]  Yes, I do, sir.
[00:16:57.663 --> 00:17:00.725]  Could you recite the law, please, that says we can't go on state property?
[00:17:00.765 --> 00:17:02.106]  Gentlemen, you know the rules?
[00:17:02.146 --> 00:17:02.446]  Yes, sir.
[00:17:02.906 --> 00:17:04.808]  And, uh... What rules are they?
[00:17:05.188 --> 00:17:06.769]  If you have anything else, come and see me.
[00:17:06.789 --> 00:17:08.070]  Sir, you're not answering our question.
[00:17:08.350 --> 00:17:09.070]  You're walking away.
[00:17:09.771 --> 00:17:11.512]  Sir, you're not answering our questions!
[00:17:13.015 --> 00:17:15.438]  There is no law saying we can't be on his property.
[00:17:15.518 --> 00:17:18.482]  This is state property, this is our property, this is taxpayer property.
[00:17:18.502 --> 00:17:22.387]  This is the people's property, not the New World Order's, because you don't know the law.
[00:17:22.668 --> 00:17:24.110]  Because you're making it up!
[00:17:24.270 --> 00:17:25.852]  No, they said it's rules, it's not even laws.
[00:17:25.892 --> 00:17:28.395]  You're making the rules up, there is no law!
[00:17:29.383 --> 00:17:31.905]  And this is a prime example of federal takeover, folks.
[00:17:32.305 --> 00:17:32.946]  It's disgusting.
[00:17:32.986 --> 00:17:35.488]  We need a permit to step on this piece of property right here.
[00:17:35.508 --> 00:17:41.993]  When they came, he clarified that it was state property, therefore, it falls under the First Amendment of the Constitution.
[00:17:42.353 --> 00:17:49.399]  And these officers right here are going to dishonor their oaths if I step on this property and arrest me for exercising my First Amendment.
[00:17:50.760 --> 00:17:53.102]  And, sir, you guys took an oath to be in office, is that correct?
[00:17:54.502 --> 00:17:55.163]  Have a nice day, sir.
[00:17:56.024 --> 00:17:56.645]  Have a nice day.
[00:17:56.665 --> 00:17:58.348]  You know, you should read the Constitution, you guys.
[00:17:58.368 --> 00:17:59.269]  That's the law of the land.
[00:17:59.369 --> 00:18:02.053]  Problem, that's why our country's falling apart, because of people like you guys.
[00:18:02.273 --> 00:18:05.117]  You don't know the Constitution, you're like these global scumstep all over us.
[00:18:05.678 --> 00:18:06.319]  It's disgusting.
[00:18:08.601 --> 00:18:22.397]  Turning to health news, there's a new ridiculous claim that the Harvard study showing that fluoride is dangerous, it causes brain damage, is somehow not affecting people inside the United States, only in China where the test subjects came from.
[00:18:22.797 --> 00:18:24.619]  It's at Natural News by Ethan Huff.
[00:18:24.679 --> 00:18:27.002]  Harvard now ridiculously insists
[00:18:27.082 --> 00:18:27.703]  That's right.
[00:18:51.601 --> 00:18:52.762]  Well, the problem is, it's accumulative.
[00:19:15.333 --> 00:19:16.854]  You drink it over the course of your life.
[00:19:17.234 --> 00:19:19.055]  It's going to affect your thyroid.
[00:19:19.115 --> 00:19:21.837]  It's going to affect your glands, your tissues, your brain.
[00:19:22.237 --> 00:19:23.558]  This stuff is dangerous.
[00:19:23.598 --> 00:19:24.839]  We don't need it in our water.
[00:19:25.159 --> 00:19:31.843]  And even as these Harvard studies come out, other scientific peer-reviewed studies point to the dangers of fluoride.
[00:19:31.863 --> 00:19:34.425]  You still see the controlled media trying to push for it.
[00:19:34.805 --> 00:19:36.966]  Always trying to tell you, well, it's good for teeth.
[00:19:37.046 --> 00:19:38.327]  Drink the poison down.
[00:19:38.847 --> 00:19:42.430]  That entire article is up at Natural News and Infowars.com.
[00:19:42.830 --> 00:19:56.599]  Then we have an economic news just as QE3 is launched and we're told Ben Bernanke is going to unlimitedly pump tens of billions of dollars per month into the economy that well that won't be enough we're going to need QE4.
[00:19:57.560 --> 00:20:00.543]  Yes, there's already financial figures calling for it.
[00:20:01.023 --> 00:20:06.768]  Folks have barely even started QE3, and yet on Wall Street they're clamoring for QE4.
[00:20:07.108 --> 00:20:08.769]  That's a Michael Snyder article.
[00:20:09.130 --> 00:20:14.274]  In fact, as you will read below, one equity strategist at Morgan Stanley says you wouldn't be surprised.
[00:20:14.614 --> 00:20:22.898]  If the Federal Reserve announced another round of money printing by the end of the year, and that's only a few months away, obviously we're here in September.
[00:20:23.238 --> 00:20:38.646]  This is such a crazy strategy, just QE3 alone, that even former Federal Reserve Chairman Paul Volcker, very much part of the New World Order operation system, has decried it, said it makes no sense, and that this form of quantitative easing is only adding to the problem.
[00:20:39.007 --> 00:20:43.609]  And again, this is just part of that drug addiction phenomenon where Wall Street bankers are addicted
[00:20:43.609 --> 00:20:43.989]  I think so.
[00:21:05.856 --> 00:21:20.454]  Now you've heard about the new GMO studies where they found that Monsanto's genetically engineered corn was causing tumors in rats in the first ever scientifically peer-reviewed long-term study that is longer than 90 days.
[00:21:21.395 --> 00:21:37.655]  All of the studies favoring Monsanto or the other genetically engineered companies, supposedly showing that GMOs are safe to eat, have all been short-term studies, very tightly controlled with blinders on, to say, yes, it was safe this time, let's launch it, let's fast-track, approve it, let's go.
[00:21:38.195 --> 00:21:51.029]  Now, you've got this French scientist coming out with the first long-term study showing these rats over the course of their lives, over many more months than the studies previously held, and it shows that this stuff is dangerous.
[00:21:51.590 --> 00:21:55.755]  We know that from other studies that were not done by the genetically engineered companies.
[00:21:56.415 --> 00:22:02.960]  But those were all tossed aside, smeared in the media, and now they're predictably smearing this study once again.
[00:22:03.260 --> 00:22:11.867]  You've got Monsanto launching a campaign to do damage control over this GMO study, linking it to cancer, organ failure, and what have you.
[00:22:11.927 --> 00:22:14.949]  Paul Joseph Watson has the detailed report, but
[00:22:15.489 --> 00:22:24.956]  You've got to look at the fact that Monsanto, Coca-Cola, Pepsi, and the other GMO firms pushing this stuff on the general public are spending $19 million.
[00:22:25.316 --> 00:22:36.143]  I read in one article it was $25 million just in California to keep labeling away, to not label the fact that ingredients contain genetically modified organisms.
[00:22:36.283 --> 00:22:37.004]  I thought it was safe.
[00:22:37.044 --> 00:22:37.844]  What's the big deal?
[00:22:38.164 --> 00:22:44.669]  Well, they know the public is aware, they've heard about GMO being dangerous, and they know if it's on the labels that's going to hurt their sales.
[00:22:45.349 --> 00:22:47.550]  So make food available that doesn't have GMOs.
[00:22:47.590 --> 00:22:56.853]  People would readily buy it, but they're afraid of it being on the label and cutting into their monopolistic game to put everyone in the population on that kind of food supply.
[00:22:57.374 --> 00:23:00.215]  And so if it's safe, why are they trying to keep this stuff hidden?
[00:23:00.595 --> 00:23:01.675]  That's all in the article.
[00:23:02.015 --> 00:23:11.679]  And again, going into the details of the French study, they found that 50% of males, 70% of females fed this diet, developed tumors within
[00:23:12.580 --> 00:23:17.926]  I think it was 19 months in most cases and some of the other rats also developed
[00:23:19.332 --> 00:23:24.396]  Tumors and cancers, but not nearly as quickly as the rats fed this GMO corn.
[00:23:25.457 --> 00:23:29.061]  And with this kind of damning evidence, they're just trying to attack the messenger.
[00:23:29.441 --> 00:23:40.991]  Well, you've got the article in Reuters, where the scientist Gilles-Eric Serenalini of the University of Kean is defending his study and saying he's waiting for criticism from real scientists.
[00:23:41.351 --> 00:23:44.354]  Other scientists who've actually published materials in journals
[00:23:44.894 --> 00:23:51.637]  On the effects of GMOs and pesticides in order to debate this issue fairly, and he says if there's real criticism, bring it!
[00:23:51.937 --> 00:23:58.601]  But what he's been brought, the criticism you've seen in the media in the past week trying to spin the study, comes from lobbyists.
[00:23:58.961 --> 00:24:09.846]  And you look at Bill Gates Foundation, you look at Monsanto, they're funding, in many cases, the actual scientific journals, giving them mega-grants that completely is a conflict of interest
[00:24:10.146 --> 00:24:19.351]  Does not lend itself to peer-reviewed real science and really aims to do a disservice against the public and keep them in the dark by design, of course.
[00:24:19.731 --> 00:24:24.334]  It's a case-by-case deal, but Jeffrey M. Smith has been on the show many times.
[00:24:24.374 --> 00:24:27.195]  He's just put out this new video, Genetic Roulette.
[00:24:27.656 --> 00:24:30.717]  It's an accompaniment to his detailed book, Genetic Roulette.
[00:24:30.977 --> 00:24:33.719]  There's also Scientists Under Attack, GMO Trilogy.
[00:24:34.199 --> 00:24:38.581]  The point I'm trying to make here is the dangers of GMO are well known.
[00:24:38.601 --> 00:24:40.482]  The dangers of GMO are well known.
[00:24:40.802 --> 00:24:42.743]  They know it causes organ failure.
[00:24:42.803 --> 00:24:45.103]  They know it causes sterility, infertility.
[00:24:45.123 --> 00:24:46.984]  They know it's causing these long-term problems.
[00:24:47.304 --> 00:24:52.326]  There's been other studies, but the media has spun them, hid them, keeping them in the dark.
[00:24:52.446 --> 00:24:58.489]  In some cases, going back decades, they physically destroyed, flooded, damaged computers, laboratories,
