[00:00:03.015 --> 00:00:03.255]  I'm good.
[00:04:41.521 --> 00:04:43.943]  I mean, this is organized takeover.
[00:04:44.343 --> 00:04:47.666]  Can anybody believe how diabolical this is?
[00:04:47.706 --> 00:04:53.651]  Just type in snatch and grab at Toronto, snatch and grab in Pittsburgh, G20, if you want to see those famous footage.
[00:04:53.951 --> 00:05:03.139]  Private security goons in military outfits grabbing people and disappearing them as a beta test for the real thing to create a chilling effect.
[00:05:04.369 --> 00:05:06.650]  This is so incredible.
[00:05:07.171 --> 00:05:14.255]  This is so surreal that the media is like, yeah, he was on a terror list, so they arrested him.
[00:05:15.436 --> 00:05:19.958]  No jury, no conviction, no indictment, no habeas corpus.
[00:05:21.059 --> 00:05:27.883]  And it's like, yeah, they wanted a $10,000 bond for the pre-crime, but the judge reduced it.
[00:05:29.386 --> 00:05:35.129]  So now they're just reporting on, yeah, he was going to go protest, and that's listed as terrorism.
[00:05:35.810 --> 00:05:43.674]  And I've got the documents here that the ACLU got, and it's the Department of Defense, DOD.
[00:05:45.915 --> 00:05:58.102]  It's the different reports where it lists the fact that the Department of Defense is involved, and they call it low-level terrorism to want to go protest.
[00:05:59.318 --> 00:06:02.020]  I mean this is so chilling and it's getting no attention.
[00:06:02.760 --> 00:06:04.482]  People are acting like it's no big deal.
[00:06:04.942 --> 00:06:09.005]  Even our headline is about activists put on terror watch lists preventing protesting.
[00:06:09.345 --> 00:06:21.213]  No, he was grabbed NDAA style and thrown in a jail and then there was still somewhat of a republic left so he got out but the judge didn't say, well what has he done wrong?
[00:06:21.946 --> 00:06:28.373]  I don't care if there's a Department of Defense document here in front of me saying it's terrorism to protest.
[00:06:28.834 --> 00:06:31.156]  Terrorism is the First Amendment.
[00:06:33.679 --> 00:06:36.122]  And it goes on to say that the Fusion Center track team
[00:06:37.009 --> 00:06:39.792]  And found that he'd been involved in anti-war activism.
[00:06:41.535 --> 00:06:47.261]  And it goes into how they're knocking on people's doors that are anti-war activists.
[00:06:47.502 --> 00:06:50.405]  We've had the FBI in Austin go to people that go to anti-war rallies.
[00:06:50.805 --> 00:06:53.589]  Mothers with their kids and the FBI comes and threatens them at their door.
[00:06:53.809 --> 00:06:54.710]  They videotape it.
[00:06:54.950 --> 00:06:56.833]  I mean, this is such a chilling effect.
[00:06:57.791 --> 00:07:02.436]  So, the TSA sticking their hands down your pants, now they're on the highways, we're going to cover that in a moment.
[00:07:02.716 --> 00:07:07.902]  Now they want to test the drinks you buy after the checkpoint to teach you that you're all suspects.
[00:07:08.602 --> 00:07:15.029]  And then now they're creating these lists where you don't just own a gun once they put you on a no-fly list, you get arrested.
[00:07:15.309 --> 00:07:18.793]  No judge, no jury, no adjudication, just black hole.
[00:07:19.671 --> 00:07:27.502]  While the banks brag on the news that they've captured America, I want to get this guy on the radio, guys, and on the TV, and I want to get the ACLU on about this.
[00:07:27.562 --> 00:07:29.345]  This is a big deal.
[00:07:29.865 --> 00:07:32.309]  We could get Whitehead back on it from the Rutherford Institute.
[00:07:32.669 --> 00:07:35.153]  I mean, this is so scary.
[00:07:35.874 --> 00:07:39.557]  That the government puts the underwear bomber on the plane to put naked body scanners in.
[00:07:39.897 --> 00:07:41.239]  It comes out, nobody gets in trouble.
[00:07:41.479 --> 00:07:44.061]  They're funding Al Qaeda to attack Libya and now Syria.
[00:07:44.361 --> 00:07:46.403]  Telling us, give up our rights or terrorists are going to get us.
[00:07:46.683 --> 00:07:51.607]  And now they say it's domestic groups, gun owners, libertarians, conservatives, anti-war.
[00:07:52.128 --> 00:07:54.470]  And now, this guy tries to get on a plane.
[00:07:57.621 --> 00:08:04.763]  Or people go out and try to protest and they grab them and say, we're charging you with low-level terrorism for protesting.
[00:08:05.064 --> 00:08:08.004]  We don't want you to get out of jail.
[00:08:08.024 --> 00:08:12.686]  I mean, they're arresting people at the airports and when they try to go protest on the ground.
[00:08:12.706 --> 00:08:13.526]  That's what happened with this guy.
[00:08:14.207 --> 00:08:15.987]  And they call it low-level terrorism.
[00:08:16.187 --> 00:08:18.128]  And again, we've got links to the documents in the article.
[00:08:19.588 --> 00:08:21.409]  It says the Department of Defense personnel
[00:08:22.782 --> 00:08:31.473]  D.O.D., this is the military involved in our streets at plainclothes, are required to complete on a yearly basis involved in multiple choice questions including the following.
[00:08:32.294 --> 00:08:34.717]  Which of the following is an example of low-level terrorism activity?
[00:08:35.057 --> 00:08:36.098]  Select the correct answer.
[00:08:36.939 --> 00:08:41.084]  Attacking the Pentagon, IEDs, hate crimes, radical groups, protests.
[00:08:41.124 --> 00:08:41.885]  In order to proceed,
[00:08:42.950 --> 00:08:44.471]  Users had to choose the correct answer.
[00:08:44.691 --> 00:08:45.251]  Protest.
[00:08:46.092 --> 00:08:51.515]  So they're not just saying it's an example of low-level terrorism to attack the Pentagon, they're saying it's terrorism to protest.
[00:08:51.935 --> 00:08:57.598]  I mean, it's so off the charts that even though I knew this was all coming, it's hard to believe when it's actually here.
[00:08:58.278 --> 00:09:04.581]  If they keep moving forward, they're going to arrest Alex Jones, they're going to start silencing everybody else, they're going to try to intimidate you.
[00:09:04.641 --> 00:09:09.023]  They think you're a coward, they think you're going to shut up and go quietly into the night.
[00:09:09.623 --> 00:09:11.524]  I hope that that is not the case.
[00:09:12.004 --> 00:09:14.385]  Okay, let's continue now with our next report.
[00:09:14.985 --> 00:09:21.128]  Former New York Times writer, well he still writes for them, writes for a lot of other big papers, Pulitzer Prize winner Chris Hedges.
[00:09:21.788 --> 00:09:24.049]  Headline, revolt is our only option.
[00:09:25.552 --> 00:09:45.646]  And he quotes in an article The New American links to the Declaration of Independence penned by Thomas Jefferson, but when a long train of abuses and usurpations, pursuing invariably the same object, evinces a design to reduce them under absolute despotism, it is their right, it is their duty to throw off such government and to provide new guards for their future security.
[00:09:46.246 --> 00:09:52.291]  And he goes on to say they're secretly arresting people, they're torturing people, they're torturing people's children in front of their parents.
[00:09:53.012 --> 00:09:54.193]  All of this is going on.
[00:09:54.613 --> 00:09:56.034]  They're now starting to arrest people.
[00:09:56.054 --> 00:09:57.335]  They're going after journalists.
[00:09:57.876 --> 00:10:09.846]  If they have the NDAA in place and say Congress is suspended, and Congress can be told that NATO's their boss, I mean, we're living in a lawless system where the president works for foreign banks.
[00:10:10.126 --> 00:10:11.147]  And so does Mitt Romney.
[00:10:11.708 --> 00:10:14.410]  The, you know, next row of shark teeth rolling up in the view.
[00:10:15.265 --> 00:10:17.065]  Then, revolt's all we've got.
[00:10:17.146 --> 00:10:24.567]  Yeah, but info war revolt, and civil disobedience, and saying no, and discrediting the system, and having the states stand up.
[00:10:25.088 --> 00:10:36.050]  And I know those are the solutions, not just open violent, you know, confrontation, because the globalists are all set up to go after those avenues of redress that the founders gave us.
[00:10:36.650 --> 00:10:42.532]  The protest, the info war, the media, the openly exposing and shaming the criminals.
[00:10:43.152 --> 00:10:43.592]  Yeah.
[00:11:05.531 --> 00:11:09.696]  Revolt, there's many forms of that, is becoming more and more the only option.
[00:11:09.736 --> 00:11:12.399]  So you need to revolt in the media.
[00:11:12.679 --> 00:11:15.262]  You need to revolt with civil disobedience.
[00:11:15.282 --> 00:11:18.646]  You need to stop complying with things that are unconstitutional.
[00:11:18.926 --> 00:11:21.409]  You need to start ignoring the system.
[00:11:22.509 --> 00:11:23.149]  Here's an example.
[00:11:23.189 --> 00:11:33.355]  Barton Springs here in Austin, you know, old, great, dammed up, cold springs that feeds into the Colorado River, has an area where the spillway goes out to the river.
[00:11:33.395 --> 00:11:33.956]  It's beautiful.
[00:11:33.976 --> 00:11:35.256]  It's only about three feet deep.
[00:11:35.877 --> 00:11:36.997]  People bring their dogs there.
[00:11:37.037 --> 00:11:37.618]  They play.
[00:11:37.878 --> 00:11:38.798]  They have a great time.
[00:11:38.858 --> 00:11:39.339]  They swim.
[00:11:39.619 --> 00:11:41.280]  For years, they'd come and write everybody tickets.
[00:11:41.580 --> 00:11:42.580]  People just ignored it.
[00:11:42.841 --> 00:11:43.441]  They fought it.
[00:11:43.661 --> 00:11:44.782]  They got jury trials.
[00:11:45.202 --> 00:11:50.405]  Austin juries would not uphold the tickets, so they stopped
[00:11:50.925 --> 00:11:59.214]  Riding tickets and stopped arresting people for taking their dogs off leash and swimming and now it's even better than Martin Springs Okay, just north of it there.
[00:11:59.235 --> 00:12:03.479]  It's it's you know five yards over the spillway right there leading out to the Colorado It's gorgeous.
[00:12:04.180 --> 00:12:10.988]  They try to tell you couldn't swim in the Colorado Totally safe river moves about a mile an hour people just ignored and started swimming
[00:12:12.284 --> 00:12:15.705]  And now suddenly it's a huge tourist attraction down there at the river.
[00:12:16.125 --> 00:12:19.545]  But see, they wanted to charge money to be able to only go to Barton Springs.
[00:12:19.905 --> 00:12:23.286]  But people just said, this is illegitimate, we're not going to follow it.
[00:12:23.726 --> 00:12:26.187]  They said black people weren't humans and were slaves.
[00:12:26.647 --> 00:12:30.247]  People started fighting back and saying, verbally, I am a human being.
[00:12:30.587 --> 00:12:32.848]  And other people agreed with them and said they are human beings.
[00:12:33.308 --> 00:12:35.828]  But people also later, when people got abusive, got physical.
[00:12:36.228 --> 00:12:38.749]  It's all part of that threat continuum against tyranny.
[00:12:39.716 --> 00:12:42.018]  Okay, so we just have to exercise our power.
[00:12:42.378 --> 00:12:43.619]  Liberty is not given.
[00:12:43.719 --> 00:12:44.700]  It is demanded.
[00:12:45.160 --> 00:12:45.861]  It is taken.
[00:12:47.142 --> 00:12:49.804]  And we are entering something like Nazi Germany and Soviet Russia.
[00:12:50.184 --> 00:12:52.406]  Everything we warned you about is now unfolding.
[00:12:52.886 --> 00:12:54.047]  And Chris Hedges is right.
[00:12:54.387 --> 00:12:59.811]  But if you will not revolt with the pen today, you will never, when cornered, go to the sword.
[00:13:00.572 --> 00:13:01.693]  So work with the pen.
[00:13:02.606 --> 00:13:08.691]  And prepare to not be loaded on those army trucks and taken to a FEMA camp with a sword, because it is moving in that direction.
[00:13:08.771 --> 00:13:26.026]  We are trying as hard as we can to avert this, but the globalists have a worldwide agenda to bankrupt nation-states with a new colonialism run by foreign offshore banks, where they target the western wealthy nations first, because that's always something the third world aspires to.
[00:13:26.327 --> 00:13:28.949]  They want to reverse things into a post-industrial
[00:13:30.251 --> 00:13:34.433]  Neo-feudal system where things are measured by how much they're devolved.
[00:13:35.174 --> 00:13:36.834]  They want to use poverty as a weapon.
[00:13:36.854 --> 00:13:38.255]  You're being given the deep secrets here.
[00:13:38.575 --> 00:13:41.136]  Let's continue before we go to break and come back with our guest.
[00:13:42.697 --> 00:13:43.197]  Here it is.
[00:13:43.278 --> 00:13:44.218]  Both stories linked.
[00:13:44.358 --> 00:13:46.999]  Top news on Drudge Report last night and today.
[00:13:47.059 --> 00:13:49.080]  Very exciting because they've now gone mega-viral.
[00:13:50.081 --> 00:13:53.763]  TSA conducting gropedowns at the DNC.
[00:13:55.283 --> 00:13:57.146]  They're also at highway checkpoints everywhere.
[00:13:57.266 --> 00:13:58.607]  Very, very important article.
[00:13:59.448 --> 00:14:11.162]  But the really big story is that they're now in the airports nationwide when you get a Starbucks coffee or something and they come up and stick a swab to see if it's explosives.
[00:14:12.375 --> 00:14:24.987]  Again, to make you feel like you're guilty, you're the bad person, you are bad, even when you've gone through a checkpoint you're still a suspect, getting you ready for them on the streets and highways where they now are.
[00:14:25.227 --> 00:14:34.796]  This is all a giant laboratory where you get your Starbucks, you get your drink, you get your bottle of water, they see you buy it, I've seen them do this, and you say, hey, wait a minute!
[00:14:35.566 --> 00:14:36.467]  I just bought this here.
[00:14:36.487 --> 00:14:38.368]  They're like, we don't care, we're doing it.
[00:14:38.769 --> 00:14:43.332]  It's about total domination and just getting you to comply.
[00:14:43.993 --> 00:14:54.361]  And the idea that there's a threat, when the threat is they wave, well they do the background check to make sure their felons or have a criminal background are totally mindless authoritarians who want to treat you like three-year-olds.
[00:14:54.522 --> 00:14:59.706]  That's why the new TSA are mainly women, I've noticed, kind of the nanny state type that treat you like a three-year-old at a daycare center.
[00:15:00.680 --> 00:15:01.761]  And I've noticed this in Austin.
[00:15:01.801 --> 00:15:07.144]  Women, if you're even talking to people, even your friends, will come dress you down, because you're not supposed to talk as a man.
[00:15:07.184 --> 00:15:09.625]  You're supposed to shut up, or only talk about sports.
[00:15:10.426 --> 00:15:11.707]  Can you imagine living with those women?
[00:15:11.827 --> 00:15:15.869]  Anyways, the point is, is that it's not, and again, we're here to empower women.
[00:15:16.570 --> 00:15:20.932]  But we don't want to be enslaved as men, with women as the house slaves over us.
[00:15:21.232 --> 00:15:23.194]  The Romans did that with their white slaves.
[00:15:24.161 --> 00:15:30.663]  You don't think they came up with black women in this country as the slave master, when the slave master was gone, did you?
[00:15:31.123 --> 00:15:36.205]  You didn't think the mammy in the house and the men out in the barn, you didn't think that just started here, did you?
[00:15:36.545 --> 00:15:38.546]  That's over 2,000 years old from Rome.
[00:15:38.946 --> 00:15:41.526]  The women are kept in the house and mind the men.
[00:15:42.187 --> 00:15:44.107]  That's slave manuals from Rome.
[00:15:44.607 --> 00:15:46.228]  All right, there you go, ladies and gentlemen.
[00:15:46.508 --> 00:15:47.608]  Let's continue here.
[00:15:47.628 --> 00:15:49.069]  Let me just tell women something.
[00:15:49.369 --> 00:15:50.509]  You're not my master.
[00:15:50.569 --> 00:15:51.610]  You get it through your head.
[00:15:52.250 --> 00:15:52.550]  Okay?
[00:15:53.150 --> 00:15:53.730]  You got that?
[00:15:54.030 --> 00:15:55.231]  I'm off the plantation.
[00:15:55.471 --> 00:15:56.591]  You get that through your head?
[00:15:56.871 --> 00:15:57.771]  You feminist out there.
[00:15:57.791 --> 00:15:58.531]  You're not feminist.
[00:15:58.711 --> 00:16:00.092]  You're run by the CIA, Ms.
[00:16:00.132 --> 00:16:00.612]  Magazine.
[00:16:00.832 --> 00:16:01.412]  You don't even know it.
[00:16:01.432 --> 00:16:02.172]  You're too stupid.
[00:16:03.092 --> 00:16:09.314]  The reason you're so unhappy is because you haven't empowered men in your life, and you just think of men as trash, and you've turned men into trash.
[00:16:09.994 --> 00:16:13.334]  Men only rise and are strong when women get behind them and beside them.
[00:16:14.315 --> 00:16:14.755]  Doesn't matter.
[00:16:14.795 --> 00:16:18.396]  I'm just speaking out to the slave master servants.
[00:16:18.776 --> 00:16:19.876]  All right, continuing here.
[00:16:21.704 --> 00:16:26.687]  There's a new big Hill poll that follows Hillary not speaking, Rahm Emanuel leaving the DNC.
[00:16:26.707 --> 00:16:27.487]  They're all exiting.
[00:16:27.507 --> 00:16:28.047]  They're panicking.
[00:16:28.288 --> 00:16:32.070]  They can't even fill the sports stadium, a small one for Obama.
[00:16:32.250 --> 00:16:33.510]  So now they're busing people in.
[00:16:33.530 --> 00:16:34.631]  Big article on that today.
[00:16:35.031 --> 00:16:37.633]  Voters say second term undeserved.
[00:16:37.693 --> 00:16:40.434]  Country is worse off.
[00:16:40.975 --> 00:16:44.597]  52% of likely voters say the nation is worse conditioned now than in September 08.
[00:16:44.637 --> 00:16:45.457]  While 54% say Obama
[00:16:47.751 --> 00:16:50.318]  Does not deserve re-election based solely on his job performance.
[00:16:50.558 --> 00:16:52.403]  And again, we know Romney's bad too.
[00:16:52.703 --> 00:16:55.450]  The point is they sold Obama as the savior.
[00:16:56.611 --> 00:16:57.492]  And it's backfired.
[00:16:57.532 --> 00:17:04.777]  That means when Romney gets in and is trying to sell tyranny, he'll rot politically even faster than Obama did.
[00:17:05.077 --> 00:17:06.518]  The point is, people are getting wise.
[00:17:07.118 --> 00:17:08.159]  This is so exciting.
[00:17:08.419 --> 00:17:13.723]  See, Romney's got to at least say entrepreneurs are good, even though his history is against little guys.
[00:17:14.323 --> 00:17:16.385]  He's got to at least act like he's for freedom.
[00:17:16.625 --> 00:17:20.828]  See, we're forcing them to at least not be open globalists, which shows a victory.
[00:17:21.208 --> 00:17:22.169]  Our ideas are winning.
[00:17:23.695 --> 00:17:24.736]  All right, continuing here.
[00:17:24.836 --> 00:17:28.720]  Dems bring in crowds by the busload to fill stadium for Obama speech.
[00:17:28.740 --> 00:17:31.983]  Thought I'd mention that since I just talked about it.
[00:17:32.283 --> 00:17:38.569]  Their goal to fill a 74,000 seat outdoor stadium to capacity when President Obama accepts the Democratic nomination Thursday.
[00:17:38.909 --> 00:17:42.252]  The news story just came out, in fact, since we're mentioning it, it's on the Daily Mail.
[00:17:42.673 --> 00:17:49.379]  They've now reverted to a 20,000 seat and are having to bus people in from five states trying to simply fill it.
[00:17:51.252 --> 00:17:58.755]  Continuing here, ladies and gentlemen, I want to go to our quote of the day, and then we're going to go to break and come back with our guest.
[00:17:59.255 --> 00:18:00.916]  This is blogger Aaron Chase.
[00:18:02.017 --> 00:18:11.361]  I stood there, an American citizen, a mom traveling with a baby with special needs formula, sexually assaulted by a government official, not a servant.
[00:18:11.961 --> 00:18:16.763]  I began shaking and felt completely violated, abused and assaulted by the TSA agent.
[00:18:17.023 --> 00:18:18.864]  Well, yeah, soon they're going to throw you in an army truck, honey.
[00:18:19.404 --> 00:18:24.646]  I shook for several hours and woke up the next day shaking, because you realize they were getting off on it.
[00:18:25.126 --> 00:18:29.307]  Rubbing their hands through your hair, grabbing your breasts, grabbing your husband's genitals.
[00:18:29.707 --> 00:18:32.568]  The act of the state puts our hands on your private.
[00:18:32.969 --> 00:18:34.549]  You're our slaves now.
[00:18:35.349 --> 00:18:38.030]  You bet we run Al Qaeda with a new world order.
[00:18:39.011 --> 00:18:45.353]  And all the nobodies giving the power, all the scum, all the trash, feeding on you, running your life.
[00:18:45.373 --> 00:18:46.033]  We're going to come back?
[00:18:46.877 --> 00:18:49.198]  We're going to have David Ortiz, one of our new reporters.
[00:18:49.218 --> 00:18:51.138]  We're going to be introducing three new reporters that got in.
[00:18:51.158 --> 00:18:52.638]  We introduced three to you last week.
[00:18:52.998 --> 00:18:54.579]  Three new reporters this week.
[00:18:55.339 --> 00:18:56.599]  Straight ahead, Melissa Melton.
[00:18:56.619 --> 00:19:01.340]  We're going to have, of course, on top of that, Linda West and David Ortiz.
[00:19:01.360 --> 00:19:04.201]  But first today, David Ortiz as well.
[00:19:04.541 --> 00:19:05.361]  So stay with us.
[00:19:05.662 --> 00:19:07.422]  It's InfoWars Nightly News.
[00:19:07.682 --> 00:19:15.544]  And you better believe, we're teleprompter free, powered by a sincere desire for freedom in our time.
[00:19:40.976 --> 00:19:44.199]  Have you been to InfoWarsShop.com lately?
[00:19:44.659 --> 00:19:49.223]  Express your inner patriot with these brand new InfoWars t-shirts.
[00:19:49.783 --> 00:19:52.566]  Say it loud with the InfoWars Bullhorn shirt.
[00:19:53.006 --> 00:19:55.908]  Or educate the sheeple with the Bill of Rights shirt.
[00:19:56.729 --> 00:20:00.112]  Grope the public's mind with the TSA shirt.
[00:20:00.752 --> 00:20:05.036]  And with this shirt, you can let the dark side know of the Rebel Alliance's power.
[00:20:06.437 --> 00:20:09.519]  All available at InfoWarsShop.com.
[00:20:11.989 --> 00:20:17.273]  Sick of the globalist eugenicist control freaks adding poison to your water and laughing as you get sick and die?
[00:20:17.533 --> 00:20:19.735]  Start purifying your water with ProPure.
[00:20:19.955 --> 00:20:25.519]  My friends, I've done a lot of research, and the best gravity filter out there bar none is ProPure.
[00:20:25.699 --> 00:20:28.941]  And it's available discounted at Infowars.com.
[00:20:29.101 --> 00:20:32.304]  Its filters are silver impregnated to prevent bacterial growth.
[00:20:32.564 --> 00:20:34.005]  There's no priming required.
[00:20:34.265 --> 00:20:36.306]  It's NSF-42 certified.
[00:20:36.567 --> 00:20:39.068]  Optional fluoride filters can reduce fluoride up to 95%.
[00:20:40.149 --> 00:20:41.490]  Easy to set up and use.
[00:20:41.670 --> 00:20:42.991]  Doesn't require electricity.
[00:20:43.111 --> 00:20:45.993]  Purify water from lakes, streams, ponds, and wells.
[00:20:46.293 --> 00:20:49.495]  This filter system leaves in beneficial minerals, which is key.
[00:20:49.695 --> 00:20:51.496]  Save money by not buying bottled water.
[00:20:51.616 --> 00:20:53.698]  And avoid BPA that leaches from the plastic.
[00:20:53.878 --> 00:20:56.479]  ProPure is the best gravity-fed filter out there.
[00:20:56.619 --> 00:20:57.940]  It's what my family uses.
[00:20:58.220 --> 00:21:01.442]  Infowars.com already has the lowest price on ProPure.
[00:21:01.542 --> 00:21:06.866]  But if you add the promo code WATER at checkout, you get an additional 10% off at Infowars.com.
[00:21:07.406 --> 00:21:08.668]  You can also call to order 888-253-3139.
[00:21:15.529 --> 00:21:31.672]  Now before we go to David Ortiz, who's sitting here next to me in studio, and break down some of the upcoming reports that he's going to be getting into here at TheInfoWars.com headquarters, I wanted to hit some breaking news, and then also hit some very important financial news.
[00:21:31.772 --> 00:21:34.993]  Big developments taking place with QE3 and a lot more.
[00:21:35.613 --> 00:21:41.874]  First off, here is a story out of ABC News, and we have another report there out of CNN,
[00:21:43.999 --> 00:21:47.141]  Saying, Social Security combats bullet rumors.
[00:21:48.722 --> 00:21:53.566]  And another headline, why does Social Security need 174,000 bullets?
[00:21:54.767 --> 00:22:05.574]  Now, this would be like if I did a report on the Statue of Liberty, and they said, we're combating a story on rumors that the Statue of Liberty exists off the coast of Manhattan.
[00:22:07.096 --> 00:22:07.896]  On Ellis Island.
[00:22:08.757 --> 00:22:10.418]  Isn't the Statue of Liberty on Ellis Island?
[00:22:11.823 --> 00:22:14.805]  That's what they say, but maybe that's a conspiracy theory too.
[00:22:15.566 --> 00:22:17.908]  I mean, only if government says it doesn't exist.
[00:22:18.068 --> 00:22:24.093]  If they say, I don't exist tomorrow, you're like, I could swear I used to see that Alex Jones guy on the internet and on the radio.
[00:22:24.133 --> 00:22:25.794]  He's on channel 166 on XM.
[00:22:25.955 --> 00:22:27.636]  They're like, no, no, no.
[00:22:28.397 --> 00:22:29.037]  It's a rumor.
[00:22:30.118 --> 00:22:32.280]  This is a straw man that they've engaged in.
[00:22:33.604 --> 00:22:41.251]  Couple weeks ago, we began noticing and breaking the story because the dinosaur media doesn't do any real investigation anymore, I guess.
[00:22:42.065 --> 00:22:51.389]  That, hey, they bought back in November of last year, the Department of Homeland Security, 250 million rounds of .40 caliber hollow point bullets that you don't use on the shooting range.
[00:22:51.409 --> 00:22:52.790]  You use ball or target ammo.
[00:22:53.070 --> 00:22:54.891]  It's about four times more expensive on average.
[00:22:55.491 --> 00:23:03.134]  So then we went, oh wait, they just bought 450 million earlier this year, and another 750 million earlier in August.
[00:23:03.194 --> 00:23:03.835]  It's now September.
[00:23:04.155 --> 00:23:08.937]  And then since then, 5 million more that we know of, and then they classified it.
[00:23:09.457 --> 00:23:18.462]  Even though it shouldn't be classified, public purchase orders, they said, no more bids, we don't need to do that, we'll just give it to our buddies, and we're not going to tell you.
[00:23:19.243 --> 00:23:30.589]  So, it's kind of like three years into the bailout, it was 27 trillion Bloomberg News reported, and then for a couple years they haven't told us what the numbers is, though they estimate it's 45 trillion.
[00:23:31.130 --> 00:23:33.151]  So it's kind of like, oh, you're noticing those numbers?
[00:23:33.431 --> 00:23:35.252]  We just won't publish those anymore!
[00:23:37.691 --> 00:23:55.306]  Imagine, we're like, they're buying giant armored black vehicles everywhere and driving around, you know, they're buying high-powered guns, they're buying 50 cal semi-autos, they're buying mobile pillbox checkpoints for highway checkpoints, they're arresting protesters and calling it
[00:23:56.386 --> 00:23:59.328]  Low-level terrorism to protest and throwing you in jail.
[00:23:59.689 --> 00:24:01.069]  They've passed the NDAA.
[00:24:01.089 --> 00:24:02.370]  They've got surveillance drones.
[00:24:02.630 --> 00:24:04.732]  The NSA says they're spying on us without warrants.
[00:24:05.032 --> 00:24:05.652]  It's illegal.
[00:24:05.672 --> 00:24:08.454]  They're saying the new terrorists are conservatives and libertarians.
[00:24:08.754 --> 00:24:09.615]  Wow, we're concerned.
