[00:00:02.841 --> 00:00:03.442]  We're good to go.
[00:05:40.422 --> 00:06:05.068]  Now, you're not going to believe the two idiots, literal morons that the news media found for these interviews, and make no mistake about it, you know, they probably talked to half a dozen, what, ten people, and they deliberately picked these two morons who talk about how great it would be to see foreign troops on the streets of America, just like in countries overseas.
[00:06:05.368 --> 00:06:07.069]  It's such a boon for freedom.
[00:06:07.089 --> 00:06:08.089]  So let's go to the clip.
[00:06:08.829 --> 00:06:13.370]  People who live and work in this neighborhood say they think the training here is a good idea.
[00:06:13.390 --> 00:06:18.991]  I think it's the same way when you go out to other countries, when you go out of town.
[00:06:19.572 --> 00:06:21.592]  They don't have police officers, they have troops.
[00:06:21.872 --> 00:06:24.693]  And I think it kind of scares a lot of people.
[00:06:25.753 --> 00:06:27.333]  Like, cut down on crime?
[00:06:27.373 --> 00:06:29.194]  Crime, yeah, cut down on a whole lot of crime.
[00:06:29.254 --> 00:06:31.314]  Because they don't know if they're military or they're police.
[00:06:31.815 --> 00:06:35.816]  I think it's fantastic because it might slow down some of the crime rate.
[00:06:35.876 --> 00:06:37.616]  You know, the crime rate might go down.
[00:06:38.411 --> 00:06:38.631]  No.
[00:06:39.111 --> 00:06:40.051]  That's what I think of.
[00:06:40.952 --> 00:06:54.534]  So they've gone out and found these two morons, you know, openly calling for the US to be turned into some kind of banana republic despotic state, where the military conducts law enforcement to scare the people like it's a good thing.
[00:06:55.415 --> 00:07:02.876]  And the local media, they don't pick a cross-section of opinions, they pick these two idiots who are openly calling for a military dictatorship.
[00:07:03.296 --> 00:07:06.277]  And that becomes the whole editorial tone of the story.
[00:07:07.130 --> 00:07:11.273]  Because, you know, it works so well in foreign countries where the military is the police.
[00:07:11.293 --> 00:07:15.056]  You know, the former Soviet Union, that was a walk in the park, that was so much fun.
[00:07:15.776 --> 00:07:17.998]  You know, North Korea does it, I guess it's great.
[00:07:19.038 --> 00:07:34.550]  Posse Comitatus, Declaration of Independence, both say that troops involved in law enforcement is illegal, but this Fox News channel openly advocates it through these idiotic Vox Pop interviews which you just saw.
[00:07:35.310 --> 00:07:42.257]  I remember also when the troops invaded South Florida a few weeks ago for this unannounced raid on a building in the middle of the night.
[00:07:42.617 --> 00:07:45.540]  You know, explosions, gunfire, nobody was informed of it.
[00:07:46.441 --> 00:07:48.723]  And how did the media characterize it afterwards?
[00:07:49.564 --> 00:07:52.187]  You know, was it a disturbing martial law pretext?
[00:07:52.227 --> 00:07:58.653]  Was it even just a mere inconvenience to the people being terrified, woken up in the middle of the night by the sound of explosions?
[00:07:58.733 --> 00:07:58.833]  Oh!
[00:07:59.878 --> 00:08:04.088]  This local media news channel called it a cool tourist story.
[00:08:04.729 --> 00:08:05.731]  That's what they called it.
[00:08:07.486 --> 00:08:13.329]  So it sounds ridiculous, but it makes perfect sense when you know that this is about an acclimation process.
[00:08:14.010 --> 00:08:17.211]  It's part of the transitioning agenda for the U.S.
[00:08:17.311 --> 00:08:24.015]  Army to be deployed domestically, as we've documented, is outlined in the Chief of Staff of the U.S.
[00:08:24.115 --> 00:08:25.396]  Army, General Raymond T.O.
[00:08:25.436 --> 00:08:36.642]  Dernio, who in a recent Foreign Affairs piece, which of course is the publication of the Council on Foreign Relations, said that that was the plan, that the Army's going to be transmissioned into domestic law enforcement.
[00:08:37.642 --> 00:08:57.472]  So the fact that the media's out saying either it's cool or it's perfectly normal, or worse yet, that America should somehow aspire to foreign countries that have troops patrol the streets instead of cops, like these two idiots they found on the street called for, then you know that it's all part of the acclimation process.
[00:08:58.953 --> 00:09:04.435]  Another example of why the mainstream media is losing its readership and viewership at a rapid level
[00:09:07.441 --> 00:09:15.708]  And here's yet another media dismisses warning about tyranny and troops on the street as kooky conspiracy theory by Kurt Nimmo in 4Wars.com.
[00:09:16.589 --> 00:09:20.992]  Chad Garrison's critique of the news that the army is driving military vehicles through the streets of St.
[00:09:21.012 --> 00:09:25.416]  Louis, Missouri is typical of the media response to this outrageous event.
[00:09:25.856 --> 00:09:33.302]  A local television station's coverage quote, really ignited the crazies in the same way Orson Welles' War of the World radio broadcast did in 1938.
[00:09:33.382 --> 00:09:34.023]  Garrison chides.
[00:09:36.565 --> 00:09:43.008]  Garrison, who writes for the Riverfront Times, neglected to note that Wells' drama was pure fiction, whereas the troops on the streets of St.
[00:09:43.028 --> 00:09:44.588]  Louis are real.
[00:09:45.348 --> 00:09:56.393]  In addition to lambasting Zero Hedge and other sites covering the deployment, Garrison singled out Alex Jones, who he sarcastically states produced the video below from a basement bunker.
[00:09:57.193 --> 00:10:05.017]  And so basically this mainstream media hack has tried to make light of the fact that there's heavily armoured tanks rolling down the streets.
[00:10:05.458 --> 00:10:11.021]  Tried to make some sophomoric joke about it by calling us all crazies merely for reporting on it.
[00:10:11.681 --> 00:10:16.444]  And then he embeds the YouTube clip of Alex Jones talking about it in a video blog.
[00:10:17.564 --> 00:10:19.045]  And he didn't even mention his name!
[00:10:20.026 --> 00:10:24.068]  He calls him, quote, he calls Alex Jones, quote, an online conspiracy theorist.
[00:10:25.267 --> 00:10:37.197]  Well, unfortunately for you, Chad, that online conspiracy theorist has an audience about a thousand times larger than the pointless little establishment media rag that you write for.
[00:10:37.217 --> 00:10:54.691]  And you know, I just love it how the mainstream media tries to marginalise the alternative media, tries to marginalise Infowars, when in fact we're the ones that have already marginalised them a thousand times over by taking their readership, because we at least try to tell the truth.
[00:10:55.885 --> 00:11:01.507]  Not just make up sophomoric rubbish like this idiot did in response to this tanks rolling down the street story.
[00:11:02.868 --> 00:11:13.893]  So, again, Chad, Mr. Chad of Riverfront Times with his tiny minuscule audience, is basically insulting people's intelligence by making jokes out of it all.
[00:11:14.693 --> 00:11:22.497]  Speaking of which, another insult on our intelligence, CNBC admits we're all slaves to a global government bank
[00:11:23.117 --> 00:11:25.379]  To a global government run by bankers.
[00:11:25.899 --> 00:11:28.861]  Revelation of the method once again.
[00:11:28.901 --> 00:11:29.762]  Let's play the clip.
[00:11:30.182 --> 00:11:33.445]  Now the question is, do we all work for central bankers?
[00:11:33.465 --> 00:11:35.706]  That's what I want to address to our guest tonight.
[00:11:36.247 --> 00:11:38.288]  Is this global governance at last?
[00:11:38.388 --> 00:11:40.850]  Is it one world, the central bankers in charge?
[00:11:40.890 --> 00:11:45.373]  Jim Iorio, aren't we all just living and dying for what the central banks do?
[00:11:45.453 --> 00:11:48.836]  Aren't we all just counting on the fact that there's a Bernanke putt
[00:11:50.117 --> 00:11:58.162]  Of course we are, because if we look at the economic data, there's nothing to get excited about in that.
[00:11:58.442 --> 00:12:01.544]  We are absolutely slaves to central banks.
[00:12:01.564 --> 00:12:05.547]  We'd love to be slaves to the economy, but the economic numbers continue to do nothing but trend low.
[00:12:05.667 --> 00:12:07.528]  Yeah, and listen to what the Fed did this weekend.
[00:12:07.548 --> 00:12:08.989]  I think they really screwed up here.
[00:12:09.329 --> 00:12:12.091]  They said that we're going to do this Operation Twist through the end of the year.
[00:12:12.152 --> 00:12:19.578]  In other words, they're going to create uncertainty about what happens after Operation Twist right at the same time that the fiscal cliff kicks in.
[00:12:19.838 --> 00:12:21.199]  Do we really want all that uncertainty?
[00:12:21.459 --> 00:12:29.506]  So there we have CNBC graciously revealing the truth to us all, like they've just discovered it, some big secret, even though...
[00:12:30.347 --> 00:12:31.308]  We've known it for years.
[00:12:31.909 --> 00:12:35.573]  So the question is, you know, why are you seeing this on CNBC?
[00:12:35.833 --> 00:12:36.654]  Why are they doing it?
[00:12:37.435 --> 00:12:48.468]  Why is a network which is owned by Comcast and General Electric, you know, owned by the military-industrial complex itself, why are they offering us this nugget of truth?
[00:12:49.889 --> 00:12:50.869]  Well, it's two reasons.
[00:12:51.369 --> 00:12:58.911]  One is the fact that they've lied so much about the engineered global economic collapse that they risk becoming completely irrelevant.
[00:12:59.431 --> 00:13:13.814]  You know, I looked at the latest Nielsen figures that show virtually all of CNBC's flagship shows are bleeding viewers, closing bell, squawk box, all of it hemorrhaging viewers.
[00:13:14.935 --> 00:13:22.340]  I read that Squawk Box recently drew its lowest viewing figure of the year so far, which was 99,000 viewers.
[00:13:22.380 --> 00:13:26.802]  I mean, we make YouTube videos routinely that get double that amount of viewers.
[00:13:27.142 --> 00:13:28.623]  And that's the flagship show!
[00:13:29.524 --> 00:13:32.446]  And they're hemorrhaging viewers, people disappearing.
[00:13:33.413 --> 00:13:41.576]  So, you know, to avoid becoming irrelevant, to try and hold on to some of those viewers, they're trying to entice people back by sounding like Max Keiser.
[00:13:41.997 --> 00:13:44.938]  They're desperate for viewers, and it's pathetic, and it shows.
[00:13:45.598 --> 00:13:48.559]  But the other reason is, you know, learned helplessness.
[00:13:49.280 --> 00:13:56.863]  They're indoctrinating people with the idea that they have no control over the situation and can't change it, and they're throwing it in your face.
[00:13:57.143 --> 00:14:00.124]  You know, we're ruled by a global government, run by bankers, deal with it.
[00:14:00.504 --> 00:14:01.545]  That's just the way it is.
[00:14:03.271 --> 00:14:05.938]  You know, it's the establishment announcing what they're doing to you.
[00:14:05.978 --> 00:14:11.311]  It's the final level of mind control where they just flagrantly come out and throw it in your face.
[00:14:12.833 --> 00:14:26.158]  I found a quote for Revelation of the Method, which is, when you tell someone what you're doing to them, murder, mayhem, kidnap, rape, you name it, and they do nothing to stop you or protect themselves, you have created a doubly enslaved subject.
[00:14:26.778 --> 00:14:40.724]  So that's one of the definitions of Revelation of the Method, and it's perfectly illustrated in this CNBC clip that you just saw, where they flagrantly throw it in your face, we're run by a banking dictatorship, deal with it, can't do anything about it, move on.
[00:14:42.361 --> 00:14:43.182]  October Surprise!
[00:14:43.202 --> 00:14:45.504]  Will Israel attack Iran before the election?
[00:14:46.064 --> 00:14:47.365]  Curt Nimmo, Infowars.com.
[00:14:47.765 --> 00:14:57.433]  On Saturday, the Israeli newspaper Haaretz reported a senior Israeli official is saying Prime Minister Benjamin Netanyahu has decided to attack Iran prior to the elections in the US.
[00:14:57.973 --> 00:15:08.982]  Quote, US defence contracts and Iranian F-16 acquisition and Israel's new military preparation suggest that all sides are getting ready for whatever may come, Haaretz wrote, citing a report by Business Insider.
[00:15:09.542 --> 00:15:15.185]  Business Insider and Haaretz did not venture to speculate when Israel would launch such an attack.
[00:15:15.685 --> 00:15:21.188]  On Sunday, Michael Carmichael suggested that the attack would occur during the Democrat National Convention.
[00:15:21.809 --> 00:15:34.896]  Quote, military experts have long agreed that the sweet spot for an Israeli attack on Iran will be this coming September or October, precisely because of the timing of the US presidential election cycle, Carmichael explains.
[00:15:35.876 --> 00:15:38.957]  So we've got that whole situation bubbling under the surface once again.
[00:15:39.057 --> 00:15:42.918]  Because previous reports said that the attack had been delayed until 2013.
[00:15:43.918 --> 00:15:47.859]  You routinely get rumours of an October surprise during election season.
[00:15:48.419 --> 00:15:56.842]  But meanwhile, not far away, this very much ties into it, US struggles to install proxy brotherhood in Egypt by Tony Carthalucci.
[00:15:57.662 --> 00:16:13.229]  Were anyone to still believe the rhetoric of the so-called Arab Spring, one would be admittedly confused over the emerging political landscape in Egypt, where the military establishment and the Muslim Brotherhood have emerged from what was supposedly a pro-democracy popular uprising.
[00:16:13.769 --> 00:16:30.383]  However, if anyone understood that the pro-democracy protesters were in fact US State Department funded, trained and equipped mobs providing cover for the attempted installation of the Muslim Brotherhood amongst many other political Western proxies, the current battle would make perfect sense.
[00:16:31.403 --> 00:16:45.136]  So, we've now got Mohammed Morsayas as the new president of Egypt, along with the Muslim Brotherhood that's backing him, who have openly, in addition, backed the NATO-led attempt to overthrow Syria.
[00:16:46.069 --> 00:17:00.293]  So again the people of the nation have been completely duped by one of these fake US State Department funded cover colour revolutions with the aid of the April 6th movement, which again is nothing more than a front for the US State Department.
[00:17:00.993 --> 00:17:03.174]  It's all part of the path to Persia.
[00:17:03.934 --> 00:17:06.197]  First Syria, then Iran.
[00:17:06.618 --> 00:17:09.722]  And you saw what happened to Gaddafi and Mubarak.
[00:17:10.403 --> 00:17:17.952]  Any regime that's not completely on board with this New World Order, with this drive through the Middle East, is subverted or toppled.
[00:17:19.008 --> 00:17:29.475]  And the Muslim Brotherhood, as we know, is also financing the so-called Free Syrian Army to destabilize Assad for, and on behalf of, the NATO powers.
[00:17:30.035 --> 00:17:36.899]  Basically they're just a puppet organization and that's why they've been handed symbolic control of Egypt.
[00:17:37.960 --> 00:17:38.961]  Another story that we had.
[00:17:40.051 --> 00:17:54.016]  Hani Noor Eldin, again of the Muslim Brotherhood, Egyptian Member of Parliament, actually a member of a group designated as a terrorist organisation by none other than the US State Department.
[00:17:54.858 --> 00:17:58.301]  And he went to Washington to meet with Obama administration officials.
[00:17:58.361 --> 00:18:12.751]  So, just like the MEK in Iran, LIFG in Libya, both designated as terrorist groups by the State Department, and yet both working with the US military-industrial complex to overthrow Iran and Libya.
[00:18:12.931 --> 00:18:23.499]  Now you've got the same situation in Egypt, where basically these radicals, these Muslim Brotherhood that are on the side of NATO in every imperial venture, are now in power.
[00:18:24.611 --> 00:18:38.538]  So, again, what the news media calls the Arab Spring, what is marketed as an organic grassroots uprising, has once again resulted in working towards the long-term goals of the military-industrial complex.
[00:18:39.178 --> 00:18:46.362]  Now, the Brotherhood's in charge in Egypt, the path to Persia via Syria and Iran is all the more clear.
[00:18:47.122 --> 00:18:53.766]  And also sticking with Syria on the next story, Turkey to convene emergency NATO meeting.
[00:18:54.206 --> 00:19:03.311]  Turkey is to convene an emergency session of NATO after declaring that Syria's shoot-down of one of its fighter jets amounted to a direct challenge to its national security.
[00:19:03.811 --> 00:19:14.738]  The Turkish government brushed off protestations in Damascus that Friday's incident was an accident, accusing Syria of deliberately bringing down the F-4 Phantom both in international airspace and without warning.
[00:19:15.518 --> 00:19:26.909]  So after first trying to downplay all this, Turkey's now scheming with NATO to try and dress this up as some kind of provocation to insinuate that Syria's committed an act of aggression.
[00:19:27.870 --> 00:19:29.731]  And we've got this clip which we're going to play now.
[00:19:30.292 --> 00:19:35.197]  People on a beach in Syria, near where this plane went down, near where it was shot down.
[00:19:36.257 --> 00:19:43.163]  And they're eyewitnesses and you can hear the gunfire in the distance and if you blow up the video you can see the plane plunge into the sea.
[00:19:43.624 --> 00:19:53.473]  And you know, this is supposedly 13 miles off the coast and they're claiming that Syria had no right to shoot down this Turkish fighter jet because it was in international airspace.
[00:19:53.873 --> 00:19:57.837]  Even though they admitted in the first place that it had already violated Syria's airspace.
[00:19:59.022 --> 00:20:07.826]  So just imagine for a second that you've got a foreign fighter plane, or indeed any plane, coming in at a distance of 13 miles from the White House.
[00:20:08.426 --> 00:20:11.147]  How long is it going to take a fighter jet to cover 13 miles?
[00:20:11.568 --> 00:20:16.950]  You know, imagine you're in New York looking out over the Hudson River, and you see a fighter jet in the distance.
[00:20:17.490 --> 00:20:20.332]  Do you think the Pentagon would want to shoot it down?
[00:20:21.294 --> 00:20:29.077]  Well, you know, unless it's 9-11, where for one day all standard operating procedure was suspended, then yes, of course they're going to shoot it down.
[00:20:29.657 --> 00:20:38.881]  And Syria's on an emergency war footing, of course they're going to shoot down a fighter jet that's so close that people on a beach can see it being blown out of the sky.
[00:20:40.002 --> 00:20:43.183]  And again, international airspace, they've just crafted it out of nothing.
[00:20:44.170 --> 00:20:49.855]  After admitting that it already violated Syria's airspace in the first place when the story emerged on Friday.
[00:20:50.455 --> 00:20:51.056]  But no!
[00:20:51.877 --> 00:21:02.285]  We saw the outrage, the immediate outrage again from Hillary Clinton and William Hague because of course it's only NATO powers that are allowed to violate international airspace.
[00:21:02.726 --> 00:21:08.330]  It's only NATO powers that are allowed to bombard broken back third world countries at will.
[00:21:09.537 --> 00:21:15.861]  Oh, but I forget, I'm sorry, that's actually called the Humanitarian No-Fly Zone, and all they're doing is dropping love bombs.
[00:21:15.881 --> 00:21:16.662]  Let's get it straight.
[00:21:17.922 --> 00:21:31.031]  So basically, Turkey's freaking out, they're running to NATO, warmongers are trying to gin it up and say that it was, you know, an act of aggression, trying to exploit it to increase power, to increase pressure on Assad.
[00:21:32.622 --> 00:21:33.463]  And it's all a hoax.
[00:21:33.503 --> 00:21:37.109]  I mean, they admitted that it had gone into Turkish air... to Syrian airspace.
[00:21:37.510 --> 00:21:39.212]  The people on the beach could see it.
[00:21:39.793 --> 00:21:44.741]  They shot the plane down and now Turkey's up in arms about it and they're trying to use it as propaganda.
[00:21:45.502 --> 00:21:47.365]  So it continues to be an unfolding story.
[00:21:48.547 --> 00:21:49.047]  Next story.
[00:21:49.108 --> 00:21:51.389]  Geoengineering could turn skies white.
[00:21:52.651 --> 00:21:54.072]  Ah, Scientific American.
[00:21:54.432 --> 00:22:02.059]  The white haze that hangs over many major cities could become a familiar sight everywhere if the world decides to try geoengineering to create a cooler planet.
[00:22:02.679 --> 00:22:13.729]  Scientists have long suspected that one-off discussed geoengineering technique, shooting tiny sulphate particles into the upper atmosphere to deflect sunlight, could turn the blue sky white.
[00:22:14.289 --> 00:22:16.752]  Nature has already provided a basic proof of concept.
[00:22:17.193 --> 00:22:25.362]  When Mount Pinatubo erupted in the Philippines in 1991, spewing tons of sulfate particles into the atmosphere, it temporarily whitened the sky.
[00:22:25.382 --> 00:22:27.885]  In a related story out of the Daily Mail...
[00:22:28.956 --> 00:22:31.780]  The transatlantic jet trails visible from space.
[00:22:32.200 --> 00:22:36.446]  How contrails can stay in the sky for up to 14 hours.
[00:22:37.347 --> 00:22:43.935]  And in this article they admit that, quote, what they call contrails, are forming into clouds.
[00:22:45.049 --> 00:22:52.817]  Quote, overall contrails create additional cirrus cloud cover, said Patrick Minnis, senior scientist at NASA's Langley Research Center.
[00:22:53.338 --> 00:23:02.447]  So they've gone from calling anyone who talks about chemtrails, kooks, to now explaining how it's all natural and it's nothing to worry about.
[00:23:03.288 --> 00:23:06.651]  Problem is, as you can see from all the comments in the Daily Mail article,
[00:23:07.552 --> 00:23:12.454]  These contrails only started hanging around for 14 hours from about the mid-1990s onwards.
[00:23:13.134 --> 00:23:16.715]  Decades before that, that kind of phenomena was never witnessed.
[00:23:17.496 --> 00:23:23.338]  So there's no chance in hell that it can be a natural event without some kind of outside influence.
[00:23:24.098 --> 00:23:28.460]  They also admit in this Daily Mail article, which is based on NASA quotes,
[00:23:29.887 --> 00:23:36.275]  That creating artificial clouds through contrails is a potential way of preventing the planet from warming up.
[00:23:36.315 --> 00:23:37.377]  So they're openly saying it.
[00:23:37.417 --> 00:23:39.059]  Yeah, we're creating clouds.
[00:23:39.579 --> 00:23:40.981]  But it's all for global warming.
[00:23:41.001 --> 00:23:41.682]  Don't worry about it.
[00:23:42.659 --> 00:24:07.430]  Because simultaneously you've got an army of crackpot geoengineering scientists led by, you know, Mr. Planetary Regime, Mr. Let's Sterilize Everybody, Mr. Let's Poison People's Drinking Water for the Good of the Earth, John P. Aldrin, being paid millions in government grants to spray sulfur particles into the upper atmosphere for the very same purpose of creating these artificial clouds.
[00:24:08.786 --> 00:24:14.016]  So again, we're seeing revelation of the method, as you saw with the CNBC clip.
[00:24:14.818 --> 00:24:18.765]  You know, just as the sheeple are starting to stir on this whole chemtrails issue.
[00:24:20.165 --> 00:24:25.908]  The likes of, you know, Scientific American, Daily Mail, they come out and assure us that it's all natural, nothing to worry about.
[00:24:26.308 --> 00:24:31.211]  But the problem is the impact that these chemtrails are actually having on the environment.
[00:24:31.451 --> 00:24:35.413]  Yes, it's a real environmental impact, unlike the man-made global warming hoax.
[00:24:35.893 --> 00:24:37.694]  The impact is far from natural.
[00:24:38.195 --> 00:24:44.078]  We featured Rosalind Peterson from the Skywatch organization back probably about 18 months ago now.
[00:24:44.938 --> 00:24:49.703]  And she's documented how in California these planes fly loops around certain areas.
[00:24:50.143 --> 00:24:51.665]  You know, there's no destination.
[00:24:51.685 --> 00:24:58.832]  They're not going from point A to point B. They just fly around in a big circle back and forth again, dispersing chemtrails.
[00:24:59.553 --> 00:25:05.118]  And when they actually analyze the water samples that have been, after the chemtrails have dropped down into the oceans,
[00:25:06.331 --> 00:25:13.273]  They found aluminium and barium, which are the two compounds, when combined, create clouds.
[00:25:13.913 --> 00:25:17.934]  That's the whole purpose behind chemtrails, or at least it's the major one.
[00:25:18.855 --> 00:25:20.155]  So this is already happening.
[00:25:20.495 --> 00:25:27.117]  You know, mass testing on the public through geoengineering without anyone's consent, without any kind of public debate about it.
[00:25:27.577 --> 00:25:29.238]  And it's being run by the same kind of
[00:25:30.382 --> 00:25:36.929]  Mad scientists who want population reduction, you know, want to sterilize us through our water supply and all the rest of it.
[00:25:36.969 --> 00:25:38.931]  John P. Holdren's planetary regime.
[00:25:40.232 --> 00:25:43.275]  Now we've got all the projects, as we've documented, focused around
[00:25:44.389 --> 00:25:53.073]  Injecting sulfur into the atmosphere, which is what this NASA thing talks about, which has proven to cause both acid rain and lower the immune system of human beings.
[00:25:53.553 --> 00:26:09.861]  But now, thanks to NASA and all the experts, we can go back to sleep, because suddenly, even though this has only started happening from 15 years ago onwards, it's all natural, it's all fun, it's all happy, just don't look up in the sky, keep your head to the ground and everything's gonna be alright.
[00:26:11.129 --> 00:26:26.523]  And conveniently for them, that argument avoids them having to justify geoengineering, which itself is opposed by a multitude of scientists, because they know all the untold environmental disasters that it could precipitate.
[00:26:27.884 --> 00:26:29.426]  So just by claiming that, you know,
[00:26:30.899 --> 00:26:39.242]  Artificial cloud formation through contrails is a magical, natural phenomenon that just happened to appear out of nowhere 15 years ago.
[00:26:39.262 --> 00:26:40.782]  It is not going to cut it.
[00:26:40.862 --> 00:26:42.323]  I'm sorry, I'm not buying it.
[00:26:43.063 --> 00:26:45.504]  This has only been witnessed over the past 15 years.
[00:26:45.564 --> 00:26:48.224]  It was not witnessed in previous decades.
[00:26:48.264 --> 00:26:56.227]  And whenever these chemtrails are analyzed, we find out that they're directly related to geoengineering and cloud formation.
[00:26:57.639 --> 00:27:06.284]  Quote of the day on InfoWars Nightly News comes from our good friend Eric Holder, who we're going to talk about of course with the interview coming up.
[00:27:06.544 --> 00:27:17.351]  Though this nation has proudly thought of itself as an ethnic melting pot, in things racial we have always been and continue to be, in too many ways, essentially a nation of cowards.
[00:27:17.811 --> 00:27:23.095]  So speaks our good friend Eric Holder, who himself has been busy for months
[00:27:24.178 --> 00:27:40.527]  Being exactly that, a lying coward, refusing to acknowledge the Obama administration's role in Fast and Furious, refusing to turn over documents, claiming that emails that talk about Fast and Furious directly are talking about something completely different.
[00:27:40.587 --> 00:27:49.912]  So, the lying coward Eric Holder lecturing us all about not being lying cowards, something quite ironic in that quote.
[00:27:50.672 --> 00:28:01.786]  Now we're going to throw to Rob Dew, who's got some breaking news about the winner of the Stop Obama Dictator Poster Contest, and also an update on the InfoWars Reporter Contest.
[00:28:01.806 --> 00:28:02.848]  So now we go to Rob Dew.
[00:28:07.688 --> 00:28:08.408]  Thanks a lot, Paul.
[00:28:08.789 --> 00:28:16.873]  Before we get to the winners of the Obama poster contest that we've just launched, this is the Phase 1, and then we're going to have a Phase 2 winner in a couple weeks.
