[00:00:00.572 --> 00:00:01.853]  Welcome, ladies and gentlemen.
[00:01:51.346 --> 00:01:52.567]  And this story is amazing.
[00:01:52.627 --> 00:01:53.748]  It's out of the Washington Times.
[00:01:54.169 --> 00:01:55.029]  But they spin it.
[00:01:55.089 --> 00:01:56.971]  The headline should be Racial Attack.
[00:01:57.692 --> 00:02:04.138]  Legal aliens fire into the facility, it's believed, and it turns into clerk blames firing on illegalist debate.
[00:02:04.770 --> 00:02:06.011]  He was wearing a U.S.
[00:02:06.031 --> 00:02:07.493]  Border Patrol baseball cap.
[00:02:07.813 --> 00:02:12.518]  They walked in, yelled at him, walked out, fired into the structure, and his boss said, hey, you shouldn't be wearing that.
[00:02:12.538 --> 00:02:13.079]  You're fired.
[00:02:14.240 --> 00:02:15.641]  And I have several more, folks.
[00:02:16.202 --> 00:02:18.985]  It's very, very serious.
[00:02:19.966 --> 00:02:22.709]  Also, they're finally getting you ready for the mass sanitariums.
[00:02:24.850 --> 00:02:36.397]  That has a popular connotation of mental institutions, but no, sanitarium generally, at least in this country, was mass facilities for those with TB where you could quietly die or convalesce.
[00:02:37.338 --> 00:02:39.339]  In Texas, TB lockup!
[00:02:40.380 --> 00:02:43.582]  Rate of TB explodes exponentially!
[00:02:44.162 --> 00:02:49.065]  And you may love the illegal aliens, but when you're coughing your bloody lungs up, you're gonna remember.
[00:02:50.486 --> 00:02:51.307]  You're gonna remember.
[00:02:52.441 --> 00:02:58.403]  So, we'll be going over that as it exponentially, geometrically explodes.
[00:03:00.064 --> 00:03:14.769]  And now the media gets to spin it, and get you to, easy, easy, easy, just let us load you, you old Mustang, onto the trailer, you're going to a nice place, and as soon as they throw that bolt, they just laugh and say, you're going to a nice Elmer's glue factory!
[00:03:17.990 --> 00:03:19.791]  That's Roger Ailes and
[00:03:20.769 --> 00:03:22.650]  Rush Limbaugh and all of them.
[00:03:23.410 --> 00:03:25.431]  That's what Rupert Murdoch's all about.
[00:03:25.551 --> 00:03:30.073]  Just here to neutralize you long enough with phony conservative diatribe.
[00:03:30.153 --> 00:03:42.038]  Just long enough to throw that bolt and... That's literally their spirit, ladies and gentlemen.
[00:03:43.518 --> 00:03:47.240]  American homophiles for bankruptcy after shutdown.
[00:03:48.320 --> 00:03:52.262]  No discussion of bailouts in the last few months as they knew this was coming.
[00:03:52.502 --> 00:03:54.783]  I said unexpected for us, but they knew it was expected.
[00:03:57.824 --> 00:04:00.605]  Oh yeah, we live in very interesting times right now.
[00:04:01.607 --> 00:04:06.190]  We're going to have all the latest financial news as it develops posted on JonesReport.com.
[00:04:06.610 --> 00:04:08.771]  Aaron Dice is in there feverishly posting stories.
[00:04:09.152 --> 00:04:12.033]  The latest index news that is from all over the place.
[00:04:12.634 --> 00:04:13.494]  Grabbed from everywhere.
[00:04:13.874 --> 00:04:16.076]  And we've got a big report on this coming out later this evening.
[00:04:16.516 --> 00:04:17.517]  JonesReport.com.
[00:04:17.537 --> 00:04:18.037]  Stay with us.
[00:04:24.827 --> 00:04:30.274]  It's here, after a year in production and traveling to distant lands, my new film Terror Storm is complete.
[00:04:30.675 --> 00:04:38.285]  Shocking declassified government documents prove that western governments are orchestrating terror attacks against their own populations as a pretext to enslave them.
[00:04:39.002 --> 00:04:46.045]  Terror Storm proves that not only was 9-11 an inside job, but the attacks of 7-7 in London were carried out by British intelligence.
[00:04:46.445 --> 00:04:57.869]  Terror Storm chronicles the lies that took us to war in Iran, a White House program to disseminate fake news, NSA spying, secret police torture, the latest 9-11 information, and much, much more.
[00:04:58.189 --> 00:05:02.111]  Terror Storm is the definitive guide to the history of government-sponsored terrorism.
[00:05:02.131 --> 00:05:04.111]  It's an anthology of government crimes.
[00:05:04.411 --> 00:05:08.253]  Terror Storm is a film that everyone who wants to be truly informed must see.
[00:05:08.853 --> 00:05:16.182]  Get your copy today at InfoWars.com or PrisonPlanet.com or by calling toll free 1-888-253-3139 or watch it right now online at PrisonPlanet.tv
[00:05:22.609 --> 00:05:31.676]  Now you can upgrade your existing gravity filter to remove chemicals such as triamethylenes, atrazine, benzene, chlorine, chloroform, and MTBE to below detectable limits.
[00:05:31.937 --> 00:05:43.166]  Black Berkey elements are so powerful they remove pathogenic bacteria, cysts and parasites to non-detectable levels, and transform water, even raw stagnant pond water, into delicious crystal clear drinking water.
[00:05:43.506 --> 00:05:48.330]  Nitrates, nitrites, radon-222, unwanted heavy metals like lead, mercury, and aluminum,
[00:05:48.530 --> 00:05:48.710]  I think?
[00:06:07.210 --> 00:06:09.194]  Elements get a 2-pack, only $99, or a 4-pack, only $188.
[00:06:09.234 --> 00:06:10.095]  Call New Millennium, 888-803-4438.
[00:06:10.135 --> 00:06:11.898]  That's 888-803-4438, or order on the web at Berkeywater.com.
[00:06:21.593 --> 00:06:23.255]  Hello, this is Amy Bjorklund.
[00:06:23.555 --> 00:06:30.924]  Thanks to a quantum leap in garlic research, the health benefits of 20 fresh garlic cloves are now available in one tiny capsule.
[00:06:31.104 --> 00:06:38.892]  With stabilized allicin, the proven power of garlic has been transformed into what is perhaps the most important medicinal product ever developed.
[00:06:39.093 --> 00:06:40.194]  And there's no odor.
[00:06:40.414 --> 00:06:41.135]  Stabilized allicin
[00:06:41.135 --> 00:06:50.419]  Allicin gives you and your family a safe, natural weapon that kills harmful bacteria, viruses, and funguses, all without harming the friendly bacteria in the digestive tract.
[00:06:50.479 --> 00:06:58.723]  This means strong immunity, fewer and shorter colds, and the best possible protection from deadly diseases, none of which prescription drugs can offer.
[00:06:58.983 --> 00:07:04.545]  What's more, this product can deter mosquitoes from biting you and safely keep fleas and ticks off your pets.
[00:07:04.665 --> 00:07:11.408]  For more information, visit Garlic, the number 4, yourheart.com, or click on the banner at GCNlive.com.
[00:07:11.768 --> 00:07:15.650]  Or, call Amy personally at 805-595-2711.
[00:07:15.810 --> 00:07:18.351]  That's 805-595-2711.
[00:07:18.511 --> 00:07:28.695]  From his Central Texas Command Center, deep behind enemy lines, the information war continues.
[00:07:29.316 --> 00:07:32.297]  It's Alex Jones and the GCN Radio Network.
[00:07:49.771 --> 00:07:50.712]  All right, welcome back.
[00:07:50.752 --> 00:07:58.855]  I'm so busy running around during the breaks, grabbing handfuls of news, that I barely slid back into the, uh, catbird seat here in the cockpit.
[00:07:59.856 --> 00:08:02.297]  Here in the crow's nest on time to get on air.
[00:08:05.467 --> 00:08:18.215]  Right now the Dow going down to 1320 went back up a paltry 70% or 75 points to 1325 right now.
[00:08:19.075 --> 00:08:30.602]  As the Federal Reserve and others at least make a cursory appearance of trying to bolster the market.
[00:08:31.043 --> 00:08:35.025]  I forgot to ask you, John, did you get that Jim Cramer freaking out this morning clip?
[00:08:36.283 --> 00:08:37.765]  Let's go ahead and play a few minutes of that.
[00:08:37.785 --> 00:08:38.045]  Here it is.
[00:08:54.701 --> 00:09:01.169]  He's been told everyone to take a teaser rate, and then raised the rate 17 times, and Bernanke is being an academic!
[00:09:01.469 --> 00:09:03.352]  It is no time to be an academic!
[00:09:03.692 --> 00:09:05.635]  It is time to get on the Bear Stearns call!
[00:09:06.055 --> 00:09:06.436]  Listen!
[00:09:06.816 --> 00:09:08.578]  Open the darn Fed window!
[00:09:08.638 --> 00:09:10.821]  He has no idea how bad it is out there!
[00:09:10.841 --> 00:09:12.003]  He has no idea!
[00:09:12.443 --> 00:09:13.685]  He has no idea!
[00:09:14.622 --> 00:09:14.962]  Kramer.
[00:09:15.142 --> 00:09:21.484]  I have talked to the heads of almost every single one of these firms in the last 72 hours, and he has no idea what it's like out there!
[00:09:21.704 --> 00:09:22.164]  None!
[00:09:22.604 --> 00:09:25.985]  And Bill Poole has no idea what it's like out there!
[00:09:26.345 --> 00:09:33.786]  My people have been in this game for 25 years, and they are losing their jobs, and these firms are gonna go out of business, and he's nuts!
[00:09:33.846 --> 00:09:34.506]  They're nuts!
[00:09:34.806 --> 00:09:35.827]  They know nothing!
[00:09:36.727 --> 00:09:37.047]  Kramer.
[00:09:38.764 --> 00:09:44.716]  I have not seen it like this since I went five bid for a half a million shares of Citigroup and I got hit in 1990.
[00:09:45.037 --> 00:09:48.263]  This is a different kind of market and the Fed is asleep!
[00:09:49.048 --> 00:09:49.889]  Okay, but here's the thing.
[00:09:49.909 --> 00:09:51.510]  No, Bill Poole is a shame!
[00:09:51.730 --> 00:09:52.691]  He's shameful!
[00:09:53.171 --> 00:09:54.152]  Hold on, hold on, hold on.
[00:09:54.453 --> 00:09:56.694]  He ought to go and read the accredited home document.
[00:09:56.754 --> 00:09:58.096]  At least I read the darn thing.
[00:09:58.116 --> 00:10:05.902]  Hold on, I know you're passionate and I hear you, but at the same time, a lot of people are saying this is, yes, there's certain types of mortgages that aren't available.
[00:10:06.262 --> 00:10:09.525]  You can't get it if you're on loan and rich like me.
[00:10:10.686 --> 00:10:14.352]  Well, Kramer, if you did what you said, which seems to me from the way you just explained yourself... Open the door!
[00:10:14.372 --> 00:10:15.014]  Just kill me now!
[00:10:15.034 --> 00:10:15.214]  Cut it!
[00:10:15.294 --> 00:10:15.715]  Cut the rape!
[00:10:15.995 --> 00:10:16.416]  Open the door!
[00:10:16.436 --> 00:10:16.877]  Just kill me now!
[00:10:16.897 --> 00:10:17.237]  Cut the rape!
[00:10:17.297 --> 00:10:19.561]  Okay, but if you come back next week and cut rape... We'll leave the pressure!
[00:10:19.642 --> 00:10:20.323]  You're gonna have...
[00:10:21.081 --> 00:10:22.142]  That's going to cause Armageddon.
[00:10:22.382 --> 00:10:23.143]  No, we have Armageddon.
[00:10:23.483 --> 00:10:25.425]  I wouldn't try to cause it, except we have Armageddon.
[00:10:25.706 --> 00:10:27.207]  In the fixed income markets, we have Armageddon.
[00:10:27.307 --> 00:10:28.268]  No, but that's not what they say.
[00:10:28.288 --> 00:10:28.729]  We have Armageddon.
[00:10:28.849 --> 00:10:32.372]  They say, even when I've talked to a couple banks, they don't say it's Armageddon.
[00:10:32.392 --> 00:10:33.894]  They say it's repricing.
[00:10:33.934 --> 00:10:35.215]  They're very firm about that.
[00:10:35.355 --> 00:10:35.656]  Oh, great.
[00:10:35.696 --> 00:10:41.562]  Okay, well let them be calm and then have them call me on the way home like they do every night and tell me, Kramer, what are you going to do about it?
[00:10:41.882 --> 00:10:42.763]  Are you going to help us?
[00:10:43.590 --> 00:10:44.150]  Are you going to help us?
[00:10:44.190 --> 00:10:47.512]  Are you going to stand on the sideline like everybody else and say that it's fine?
[00:10:47.912 --> 00:10:51.414]  Will somebody come on TV and tell the truth about how bad it is?
[00:10:51.434 --> 00:10:55.637]  But a lot of people say, these same people say, it's not Ben Bernanke and the rate that matters.
[00:10:55.657 --> 00:10:57.878]  The bond market now is completely separate from the rate.
[00:10:57.898 --> 00:10:58.438]  No, it is the rate.
[00:10:58.458 --> 00:10:59.379]  It's entirely the rate.
[00:10:59.399 --> 00:11:00.299]  No, it's entirely the rate.
[00:11:00.540 --> 00:11:02.821]  Look, we'll spend billions in Iraq to build homes.
[00:11:03.181 --> 00:11:04.522]  We are going to have thousands of people.
[00:11:04.562 --> 00:11:07.143]  We have thousands of people losing their homes right now.
[00:11:07.263 --> 00:11:10.805]  14 million people took a mortgage in the last three years.
[00:11:10.825 --> 00:11:13.747]  7 million of them took teaser rates or took piggyback rates.
[00:11:14.027 --> 00:11:15.188]  They will lose their homes.
[00:11:15.228 --> 00:11:16.908]  This is crazy!
[00:11:17.189 --> 00:11:25.433]  I'm sorry to be upset about it, but you have to understand what they're saying to me off the record before I come in here every night and every day.
[00:11:25.713 --> 00:11:30.676]  And what I hear from these blowhard managers who act like they call someone for heaven's sake.
[00:11:31.016 --> 00:11:31.796]  Go call someone!
[00:11:32.096 --> 00:11:34.117]  I worked at fixed income at Goldman Sachs!
[00:11:34.437 --> 00:11:37.118]  This is not the time to be complacent!
[00:11:38.738 --> 00:11:38.998]  Alright.
[00:11:39.479 --> 00:11:43.180]  I mean, Soren, sometimes I wish I didn't know anybody, so I could just sit here and say, you know what?
[00:11:43.680 --> 00:11:44.960]  Just go buy some Washington.
[00:11:45.000 --> 00:11:59.965]  You know, I used to think Kramer, I used to think it was an act, but then I've seen him in interviews admit that he's a criminal, and admit that they engage in crimes when they're short-selling, when they're trying to knock down a stock so that they get their put, and so it does lose.
[00:12:01.724 --> 00:12:05.685]  And there he is admitting what's going on, only in one little fashion, one area.
[00:12:06.105 --> 00:12:06.866]  Here's the deal.
[00:12:08.246 --> 00:12:15.348]  The Financial Times of London, the real paper of record, it's never been the Wall Street Journal, it certainly isn't now that Rupert Murdoch owns it.
[00:12:16.728 --> 00:12:29.072]  The Financial Times of London and the Times of London really are both papers of record, but I meant to say the Financial Times of London financially is where you'll get more of the truth than anywhere else, because the elite has to have a way to talk to all its minions.
[00:12:29.953 --> 00:12:32.214]  And you don't even have to read between the lines there.
[00:12:32.754 --> 00:12:37.556]  They will tell you what's going on with just a few little thin veils, basically.
[00:12:37.596 --> 00:12:39.297]  But it's always buried right there.
[00:12:39.317 --> 00:12:46.700]  And they said over a year ago, they said, we're going to slowly bring down America, and they're going to incrementally drop the dollar, incrementally raise oil.
[00:12:47.685 --> 00:13:10.592]  They're going to incrementally repossess homes, and the great danger to even the elite and their managers is that they have pumped the bubble up so big that if they don't do it very slowly, that is, boil the frog very slowly, that it could cause a true world meltdown and could actually even destroy some of the portfolios of the elite and turn into a complete badlum.
[00:13:12.613 --> 00:13:17.234]  And so the reason, Mr. Kramer, that they're not going among many, but the main
[00:13:18.228 --> 00:13:41.097]  Paramount reason, the prime evil mover, driver, engine in all of this, of all the reasons, the reason that takes pole position, a lot of verbal flourishes there, is that if they lower interest rates, the dollar will slide by probably 15 to 20 cents in a week alone.
[00:13:42.665 --> 00:13:51.029]  And they want the dollar to slide, make no mistake, but they want it to continue a slow, agonized, quiet death that yuppies can't notice.
[00:13:53.150 --> 00:13:55.031]  Okay, so they've needed to increase rates.
[00:13:55.071 --> 00:14:02.375]  In fact, if they wanted to save the dollar, rates would be at 10-15 percent right now, because that wouldn't even keep up with inflation.
[00:14:02.675 --> 00:14:09.238]  They expect, on the international bond market, for foreign countries to buy government securities when the
[00:14:12.026 --> 00:14:22.049]  Government securities they're buying that mature in 10, 20, 30 years aren't even keeping value, aren't even gaining 1% a year, but are in negative slide.
[00:14:24.610 --> 00:14:31.052]  So, to have a rate of 10% is not enough.
[00:14:31.733 --> 00:14:33.453]  By the way, I don't want high interest rates.
[00:14:33.533 --> 00:14:35.674]  I'm just talking about reality here.
[00:14:36.388 --> 00:14:39.229]  They can add a bunch of mumbo-jumbo to it all day long.
[00:14:39.490 --> 00:14:40.810]  This is real simple, folks.
[00:14:41.210 --> 00:14:43.291]  We are completely screwed.
[00:14:44.592 --> 00:14:46.793]  I mean, there's not really other ways to describe this.
[00:14:50.835 --> 00:14:54.397]  And, of course, Kramer, they're letting all this happen.
[00:14:55.277 --> 00:14:57.398]  They want to bankrupt these people.
[00:14:57.818 --> 00:14:59.239]  They want to take these houses.
[00:15:00.179 --> 00:15:05.622]  The brokers and the pit bosses and all the little minions don't.
[00:15:06.266 --> 00:15:08.908]  But the people up above do want a consolidation.
[00:15:11.249 --> 00:15:20.756]  That's why, when you're living in your dormitory, eating ramen noodle, and flipping burgers to put yourself through college, you get a credit card every two days in the mail.
[00:15:21.456 --> 00:15:27.680]  When you get out of debt, and you've got a little bit of money in the bank, and you've got a good credit score, they don't come but maybe twice a year.
[00:15:31.983 --> 00:15:33.324]  I've had them cancel.
[00:15:33.424 --> 00:15:33.945]  I had a...
[00:15:35.763 --> 00:15:58.250]  Capital One card that I've had and I only had it for emergencies to get gas if I didn't have cash or if I ever had a problem I think it had like $500 I could have spent on it and I never used it I mean maybe two or three times a year and they just cancelled and I called them and said why is this cancelled and they said you're not the type of customer we want you're not using the card because they thought I was one of these
[00:15:59.272 --> 00:16:04.756]  You know, 19-year-olds that want to run around and wear some baubles to, you know, signants of power.
[00:16:04.916 --> 00:16:05.957]  I'm not a monkey.
[00:16:06.958 --> 00:16:07.298]  Alright?
[00:16:07.358 --> 00:16:08.579]  Just get that through your head.
[00:16:09.039 --> 00:16:11.961]  I'm not part of the monkey class, and you need to understand that.
[00:16:11.981 --> 00:16:20.627]  And all of us need to stop being part of the monkey class that walk around flashing signants and logos at people while the elite are above us.
[00:16:20.848 --> 00:16:25.391]  We're all at a costume party, running around, posing, acting stylish like a bunch of monkeys.
[00:16:26.241 --> 00:16:29.642]  And the elite are literally completely engineering a hell pit for you.
[00:16:30.142 --> 00:16:31.702]  I mean, I don't know really how else to say it.
[00:16:36.803 --> 00:16:43.225]  I'm going to go over some more of the financial news, and then later, as things develop in the show, I'm going to get into it in more detail.
[00:16:43.245 --> 00:16:47.666]  We're going to get into how the British government has launched a foot-and-mouth bioweapon attack.
[00:16:48.326 --> 00:16:49.646]  That's, by the way, hidden in plain view.
[00:16:49.666 --> 00:16:52.747]  I mean, they're entering a new level of propaganda, where they even admit it now.
[00:16:53.655 --> 00:16:55.557]  Of course, they were running a drill and it was released.
[00:16:55.658 --> 00:16:56.759]  I mean, does it ever end?
[00:16:58.301 --> 00:16:58.862]  No, it doesn't.
[00:17:00.584 --> 00:17:06.571]  We're also going to get into the illegal aliens are shooting at people, telling folks, get out of your house.
[00:17:06.591 --> 00:17:09.315]  You're not no English allowed.
[00:17:09.355 --> 00:17:11.037]  And in more and more towns, it's spreading.
[00:17:12.689 --> 00:17:40.366]  uh... the police are openly announcing illegals are above the law and not to be stopped now it's in newspapers every day but yeah our officers have been told don't stop them from drinking it doesn't matter just leave them alone uh... i mean we you have a rich wealthy country with a bunch of spoiled brats living in it and you're going to get taken real fast it's real simple and folks we're being took by third world surges by elite bank zoning everything i mean just the raping is going to be good
[00:17:41.425 --> 00:17:42.706]  I mean, it's going to be severe.
[00:17:45.167 --> 00:17:47.028]  It's going to be mooey big.
[00:17:48.789 --> 00:17:57.094]  And if we recognize who the enemy is now, they may put the brakes on and just beat the living daylights out of us, up one side and down the other.
[00:17:57.554 --> 00:18:10.801]  But I'm telling you right now, if you don't put out the maximum effort to expose the New World Order, they're going to go into full martial law, it is going to be hell on earth, and I just hope everybody out there who didn't do anything and who sat there on the bench with their thumb in their mouth
[00:18:12.046 --> 00:18:14.869]  I hope that you realize that you could have averted this.
[00:18:16.190 --> 00:18:24.817]  Because they won't pull the trigger on our society completely unless they have tested the water and unless they've decided you're going to go along with it.
[00:18:25.237 --> 00:18:27.499]  And from what I'm seeing, they've decided you're going to take it.
[00:18:28.761 --> 00:18:32.724]  The level of tyranny that you're going to live under is the exact amount you put up with.
[00:18:34.984 --> 00:18:35.304]  Okay?
[00:18:35.724 --> 00:18:38.505]  You ever had pushy bosses or pushy employees?
[00:18:38.525 --> 00:18:40.805]  You ever had pushy neighbors or pushy family?
[00:18:41.065 --> 00:18:44.066]  And it's like magic, when you finally stood up to them, they finally left you alone?
[00:18:45.066 --> 00:18:50.907]  You thought going along made it okay, and then one day you finally stood up, and you found out it was the opposite.
[00:18:55.308 --> 00:18:59.508]  Now, what I'm really going to cover, coming up in about 15 minutes, is a timeline.
[00:19:00.588 --> 00:19:01.329]  A police state.
[00:19:01.629 --> 00:19:03.469]  A tyranny timeline.
[00:19:04.600 --> 00:19:06.342]  The timeline of tyranny.
[00:19:09.626 --> 00:19:12.569]  Just so you can look at where we've gone the last six, seven years.
[00:19:13.050 --> 00:19:13.871]  And where we're going.
[00:19:14.632 --> 00:19:14.912]  Alright?
[00:19:14.932 --> 00:19:17.255]  To know where you're going, you gotta know where you come from.
[00:19:17.275 --> 00:19:18.176]  We'll be right back.
[00:19:22.017 --> 00:19:27.239]  Nuclear reactors provide economical energy, but would you be prepared during an accident?
[00:19:27.379 --> 00:19:35.482]  During nuclear disasters, great amounts of radioactive iodine are released into the atmosphere, which are then readily absorbed into the body.
[00:19:35.742 --> 00:19:42.784]  Medical course potassium iodate gives you virtually complete protection from the most feared consequence of a nuclear accident.
[00:19:42.964 --> 00:19:44.245]  Radioactive poisoning.
[00:19:44.325 --> 00:19:50.227]  Potassium iodate can protect against radioactive poisoning by filling the thyroid with good iodine.
[00:19:50.407 --> 00:19:55.489]  This shields the thyroid and prevents it from absorbing the harmful radioactive iodine.
[00:19:55.609 --> 00:20:04.473]  Potassium iodate is better than the iodide form because it is not as likely to cause upset stomachs in children, the elderly, the sick, and pets.
[00:20:04.753 --> 00:20:09.355]  Order the official potassium iodate for only $24 and save $5 by calling New Millennium at
[00:20:12.176 --> 00:20:14.179]  Call now and get free shipping.
[00:20:14.379 --> 00:20:14.680]  That's 888-803-4438
[00:20:21.733 --> 00:20:25.355]  When making important financial decisions, you should always know the facts.
[00:20:25.655 --> 00:20:29.177]  That's why Midas Resources is willing to pay you to read the facts.
[00:20:29.478 --> 00:20:38.323]  Midas Resources, a team of hand-picked financial specialists with decades of financial experience who are ready to provide you with state-of-the-art, up-to-date financial services.
[00:20:38.643 --> 00:20:42.605]  Midas Resources offers a host of services and stands behind their products.
[00:20:42.905 --> 00:20:47.168]  In fact, if you call and order their free Midas Report, Midas Resources will pay you.
[00:20:47.748 --> 00:20:50.930]  This detailed report will provide you with financial history on the same
[00:20:50.930 --> 00:20:51.430]  We're good to go.
[00:21:22.981 --> 00:21:25.023]  Do you know the truth about cancer treatments?
[00:21:25.663 --> 00:21:34.569]  Do you realize that with all presently accepted methods, you are not correctly attacking the cancer, and you are mostly fighting to survive the treatment?
[00:21:34.589 --> 00:21:42.235]  Do you realize that mutilating surgery, burning, and the poisoning of your entire system are totally unnecessary?
[00:21:42.950 --> 00:21:48.432]  But now, it's cancer's turn to die with LaceMedInc's patented methodology.
[00:21:48.932 --> 00:21:59.737]  Without cutting, bleeding, drugs or damaging radiation, we can destroy skin cancer and breast tumors of any size without adverse side effects at our physician's office.
[00:22:00.517 --> 00:22:02.558]  Laser technology at its best.
[00:22:03.078 --> 00:22:04.498]  For more information, call 702-953-0267.
[00:22:09.060 --> 00:22:16.486]  Or, visit www.lasemedinc.com.
[00:22:16.986 --> 00:22:18.848]  Call 702-953-0267.
[00:22:18.928 --> 00:22:26.734]  The disciples asked Jesus in Matthew 24, What shall be the signs of thy coming, and the end of the world?
[00:22:27.054 --> 00:22:28.935]  You shall hear of wars, and rumors of wars.
[00:22:29.136 --> 00:22:32.178]  For nation shall rise against nation, and kingdom against kingdom.
[00:22:32.358 --> 00:22:35.500]  And there shall be famines, disease, and earthquakes in many places.
[00:22:35.801 --> 00:22:37.642]  We are living in this time of earth's history.
[00:22:37.902 --> 00:22:41.607]  Many people are trying to understand the climactic world events in light of human wisdom.
[00:22:41.888 --> 00:22:44.551]  But without the wisdom of God, this is impossible.
[00:22:45.172 --> 00:22:49.478]  2 Peter says, We have a more sure word of prophecy, and you do well if you take heed.
[00:22:49.678 --> 00:22:53.924]  But first know this, that no prophecy of the scripture is of any private interpretation.
[00:22:54.344 --> 00:22:58.687]  The Bible says, we'd like you to receive this new offer, Packet B, The Unholy Alliance.
[00:22:58.987 --> 00:23:03.250]  These materials document the global leaders, political and religious, behind the scenes.
[00:23:03.590 --> 00:23:09.454]  You will receive information regarding America in prophecy, tyrants and wars, the new world order, and much more.
[00:23:09.755 --> 00:23:12.196]  As always, these materials are shipped to you at no charge.
[00:23:12.396 --> 00:23:12.897]  Please call 1-888-211-1715.
[00:23:12.917 --> 00:23:14.017]  That's 1-888-211-1715, and ask for Packet B.
[00:23:29.379 --> 00:23:42.146]  You see, in 1913, the private families of the Bank of England, allied with several robber baron families in the U.S., took control of the treasury and the issuance of money.
[00:23:42.779 --> 00:23:48.282]  And everything they've done is in cycles to further consolidate power, further consolidate their wealth.
[00:23:48.322 --> 00:23:50.784]  It was a big country, most wealthy in the world.
[00:23:50.804 --> 00:23:56.967]  4% of the world's population already had roughly half the world's wealth because we had some liberty compared to other nations.
[00:23:57.007 --> 00:24:00.389]  Not saying we were perfect, but compared to others we had incredible liberty.
[00:24:01.460 --> 00:24:12.630]  As the founder said, something that hadn't happened in 6,000 years had finally happened and it was precious and needed to be defended, protected the jewel of liberty, the engine of everything else good and wholesome.
[00:24:15.192 --> 00:24:16.693]  So it's all about consolidation.
[00:24:16.953 --> 00:24:27.943]  Everything the really big players do is about getting you extended out as far as they can, getting you as dependent, getting you as in debt as far as they can,
[00:24:28.843 --> 00:24:36.244]  And then violently bringing down the market, in the past has been the model, and then consolidating.
[00:24:37.285 --> 00:24:44.566]  And they have another model they've done where they like to blow out certain sectors of the economy and then consolidate.
[00:24:45.026 --> 00:24:46.226]  And they've been doing that globally.
[00:24:47.647 --> 00:24:54.268]  And they can also do it in different, not just in different sub-sectors of an individual economy, like the United States or Canada or England or Australia,
[00:24:55.169 --> 00:25:06.536]  But then they can also blow out certain sectors in whole regions in Asia, or they can blow out entire sectors, entire economies, and then they come in and consolidate everything.
[00:25:07.576 --> 00:25:11.399]  And for the Euro to truly rise, the dollar has to die.
[00:25:11.919 --> 00:25:17.022]  And for the Amaro to then rise out of those ashes, the dollar has to die.
[00:25:19.649 --> 00:25:33.657]  This is what David Rockefeller said in 1973 when they first released some of the trilateralist documents that they had just written up with that group they found out was Zbigniew Brzezinski, David Rockefeller, and of course Jimmy Carter, who would soon become president.
[00:25:36.613 --> 00:25:48.737]  They said that they would create a euro, they would engineer destabilization of the dollar, then they would lower it, create a regional currency, and then the two would fight with each other, and they'd say, oh, let's stop having booms and busts, let's just merge the two.
[00:25:49.037 --> 00:25:51.838]  See, they always create the crisis and offer the solution.
[00:25:52.518 --> 00:26:03.361]  In fact, when that bridge collapsed late last week, people started calling into the show, emails, hey watch, they'll call for a North American Union, and they'll call for privatizing the roads to pay for all this.
