[00:00:04.543 --> 00:00:06.525]  He stands for truth.
[00:10:43.101 --> 00:10:46.944]  Terror Storm is a film that everyone who wants to be truly informed must see.
[00:10:47.524 --> 00:10:55.306]  Get your copy today on InfoWars.com or PrisonPlanet.com or by calling toll-free 1-888-253-3139 or watch it right now online at PrisonPlanet.tv.
[00:10:55.366 --> 00:11:00.728]  Ten entries for Midas October 5th 2007 gold 730 20 ounce gold coins can be purchased for $752.96, $371.30 for half, $165.65 for quarter.
[00:11:00.748 --> 00:11:01.048]  That's $752.96, $371.30 and $185.65.
[00:11:14.631 --> 00:11:20.593]  The Chinese government has begun a campaign of economic threats against the U.S., hinting liquidation of its vast holdings of U.S.
[00:11:20.653 --> 00:11:24.975]  treasuries, responding to Washington's trade sanctions, forcing the armed revolution.
[00:11:25.295 --> 00:11:33.758]  Communist Party bodies are warning that Beijing may use its 1.33 trillion reserves as a political weapon, causing bond yields to spike, hammering the U.S.
[00:11:33.778 --> 00:11:36.359]  housing market and throwing the economy into a recession.
[00:11:36.659 --> 00:11:40.521]  Russia, Switzerland, and several other countries have reduced their holdings due to this threat.
[00:11:40.722 --> 00:11:47.125]  Economist Ambrose Evans-Pritchard published the report, China Threatens Nuclear Option of Dollar Sales.
[00:11:47.466 --> 00:11:48.606]  Call for the report today, 800-686-2237.
[00:11:48.806 --> 00:11:54.170]  The value of your hard-earned money is being lost in a global game of chess.
[00:11:54.270 --> 00:11:54.550]  Call 800-686-2237.
[00:11:54.570 --> 00:11:54.750]  That's 800-686-2237.
[00:12:01.614 --> 00:12:13.039]  A new cancer study conducted on 500 mice shows when they consumed MRET-activated water that it was nearly equal in effectiveness to chemotherapy, yet without toxic side effects.
[00:12:13.299 --> 00:12:26.305]  Another study done on mice intentionally infected with staphylococcal bacteria showed that 30% of those who drank regular water died from the infection, while 100% of the mice that drank MRET-activated water lived.
[00:12:26.545 --> 00:12:26.805]  Thank you.
[00:12:45.217 --> 00:12:49.300]  For your free report, go to mretactivatedwater.com.
[00:12:49.320 --> 00:12:52.583]  That's mretactivatedwater.com.
[00:12:52.763 --> 00:12:53.423]  Or call 888-988-3325.
[00:12:53.443 --> 00:12:53.644]  That's 888-988-3325.
[00:13:01.624 --> 00:13:03.385]  Hi, Steve Shank, Fearless Task Force.
[00:13:03.686 --> 00:13:06.508]  The J. Michael Stevens Group is shipping a lot of storable food.
[00:13:07.008 --> 00:13:09.230]  It's smart that you're getting going at your food supplies.
[00:13:09.850 --> 00:13:18.137]  One week after the report came out that the world had eaten more food than it produced last year, the country turned into a deep freeze, wiping out a huge part of the new crop.
[00:13:18.617 --> 00:13:19.178]  An example?
[00:13:19.718 --> 00:13:22.560]  In 24 hours, clementine oranges doubled in price.
[00:13:23.441 --> 00:13:26.203]  If you intend to start or finish your supply, call immediately.
[00:13:26.583 --> 00:13:29.826]  When you call, tell them how many adults and how many years of food you need.
[00:13:30.600 --> 00:13:35.783]  When there are shortages, missing items will be substituted, maintaining the quantity of food necessary.
[00:13:36.423 --> 00:13:37.904]  Money is not the problem.
[00:13:38.124 --> 00:13:39.125]  Availability is.
[00:13:39.645 --> 00:13:41.506]  Be careful when food supplies get short.
[00:13:41.746 --> 00:13:45.409]  With no future, many retailers ship real trash to supply you.
[00:13:46.049 --> 00:13:48.130]  For safe food you can trust, call 800-409-5633.
[00:13:48.210 --> 00:13:49.191]  On the web, efoodsdirect.com.
[00:13:49.211 --> 00:13:49.251]  800-409-5633.
[00:14:04.474 --> 00:14:09.956]  You're listening to GCN, the Genesis Communications Radio Network.
[00:14:10.336 --> 00:14:12.037]  The lies and disinformation.
[00:14:14.718 --> 00:14:15.799]  It's Alex Jones.
[00:14:19.740 --> 00:14:27.763]  We have a society that has been sold that lies aren't just acceptable, but that lies are good.
[00:14:29.564 --> 00:14:32.565]  And so let your children play with toys that are made out of lead paint.
[00:14:33.266 --> 00:14:34.006]  Go ahead and eat.
[00:14:35.387 --> 00:14:40.188]  Human food, not just dog food now that has plastic and toxins and poisons in it.
[00:14:42.849 --> 00:14:52.552]  Go ahead and buy a shovel that breaks the first time you use it, as long as it's cheap and has pretty paint on it, it's okay.
[00:14:53.672 --> 00:14:55.313]  See, we all lie to ourselves.
[00:14:55.353 --> 00:14:59.834]  We've been mesmerized, hypnotized, conditioned, trained
[00:15:00.589 --> 00:15:03.791]  to accept lies and accept corruption.
[00:15:03.891 --> 00:15:14.138]  And Joseph Goebbels, the Nazi propagandist, the chief Nazi propagandist, said that good propaganda was base, was raw, was primitive.
[00:15:14.198 --> 00:15:16.020]  It just spoke to our own laziness.
[00:15:16.800 --> 00:15:21.363]  It spoke to people's will to procrastinate and deny things are happening.
[00:15:22.444 --> 00:15:23.625]  We have hundreds of
[00:15:24.258 --> 00:15:33.745]  Publications made by the Council on Foreign Relations about how they were going to break down the sovereignty of the United States and deliver us into the hands of absolute despotism.
[00:15:34.646 --> 00:15:38.029]  We have David Rockefeller and his memoirs published four years ago saying it.
[00:15:38.069 --> 00:15:45.514]  We have him publishing editorials praising Mao Zedong's extermination operations in the New York Times in 1976.
[00:15:46.435 --> 00:15:48.757]  We have thousands of these documents.
[00:15:48.837 --> 00:15:50.198]  I mean, I'm swimming in them.
[00:15:50.848 --> 00:16:00.271]  And you walk up to the average know-it-all trendy on the street, and they've got a high IQ, they're doing well in business, and they'll laugh at you and they'll say, I've been trained not to care.
[00:16:00.291 --> 00:16:05.953]  Some of them will actually say that, just as Orwell wrote about 1984, and they'll giggle and they'll snicker.
[00:16:07.194 --> 00:16:09.775]  And they'll say, I've been trained vaccines are good.
[00:16:10.195 --> 00:16:11.295]  I give the injection.
[00:16:11.675 --> 00:16:13.716]  I've been trained lead paint is good for children.
[00:16:13.976 --> 00:16:14.596]  Ha ha ha!
[00:16:14.896 --> 00:16:19.458]  I mean, it's just a... and then you go down into the other classes,
[00:16:21.900 --> 00:16:29.584]  From the New World Order minion level down into just the baseline population who distrust the government and the media but doesn't know why they distrust them.
[00:16:29.624 --> 00:16:30.784]  I mean, here's an example.
[00:16:31.125 --> 00:16:33.846]  You see, there's thousands of points in this.
[00:16:34.526 --> 00:16:35.947]  I don't hate sports.
[00:16:36.487 --> 00:16:39.248]  I played football and track and soccer and all that stuff.
[00:16:40.729 --> 00:16:50.634]  But by the time I was about 16, I was very sickened by people worshipping the first string football players, which I was a first string football player.
[00:16:51.637 --> 00:17:08.425]  I was very sickened by how mindless it was, and I just... my very bones knew that it was petty and transitory and didn't matter, so I got out of it and got away with it as... I got away from it as quickly as possible.
[00:17:11.127 --> 00:17:12.367]  And this is why I don't like it.
[00:17:12.908 --> 00:17:16.209]  The average child watches four and a half hours of television or more a day.
[00:17:16.229 --> 00:17:17.570]  The average adult more than four hours.
[00:17:18.462 --> 00:17:19.862]  Our society's falling apart.
[00:17:19.902 --> 00:17:24.423]  We have a greater private debt ratio than even in the depths of the Great Depression.
[00:17:26.424 --> 00:17:33.806]  Every major indices of a society crumbling is showing that and registering that.
[00:17:35.566 --> 00:17:40.787]  And I know people that when the University of Texas loses a football game, they're depressed for weeks.
[00:17:43.528 --> 00:17:47.869]  I mean, I see more concern on their faces than when they hear their grandmother has cancer.
[00:17:49.329 --> 00:17:51.771]  Because they've had their humanity sucked out of them.
[00:17:52.031 --> 00:17:53.332]  Or maybe they never even had it.
[00:17:53.592 --> 00:17:55.854]  They were bred by parents who didn't have much soul.
[00:17:56.114 --> 00:17:57.735]  Who were plastic, fake people.
[00:17:59.557 --> 00:18:08.924]  And I know quite a few nice people that I'm around routinely who invest so much importance
[00:18:10.158 --> 00:18:24.571]  In sports, or in things at the end of the day, NASCAR, their fake little church with their little pervert preacher, and driving his pimp mobile, that you never truly live, you never truly grow.
[00:18:25.031 --> 00:18:27.013]  You have been robbed of everything.
[00:18:33.877 --> 00:18:39.960]  And that's all I'm trying to say to you is you better look around and you better ask yourself what's happening in the world.
[00:18:40.000 --> 00:18:41.821]  You better look at what's happening in your own life.
[00:18:42.842 --> 00:18:55.748]  And you need to take at least 10% of the time that you spend worshipping through others, worshipping at the altar of idols that aren't going to save you and aren't going to help you and aren't going to fulfill you.
[00:18:55.788 --> 00:18:58.009]  That's why you're on Prozac and Ritalin.
[00:18:58.290 --> 00:18:59.330]  That's why you're so miserable.
[00:18:59.350 --> 00:19:00.831]  That's why your family is so miserable.
[00:19:01.531 --> 00:19:02.732]  That's why you feel so weak.
[00:19:03.490 --> 00:19:04.831]  It's because you're not fulfilled.
[00:19:04.871 --> 00:19:06.392]  You don't have real missions in life.
[00:19:06.432 --> 00:19:07.233]  Let me tell you something.
[00:19:09.434 --> 00:19:27.528]  When you get that gleam in your eye of mad passion, when you feel that primitive spark, that drive in you, when you watch your football team or your baseball team make a score, that is only a shadow, a facsimile, a prosthesis.
[00:19:28.028 --> 00:19:29.189]  But it doesn't even help you walk.
[00:19:30.003 --> 00:19:36.767]  For something there that is meant for you to create real community, and real friendship, and real struggle.
[00:19:37.687 --> 00:19:39.528]  It's all part of human development.
[00:19:40.089 --> 00:19:41.870]  It is gladiatorial diversions.
[00:19:42.010 --> 00:19:44.131]  It is simulated combat.
[00:19:44.851 --> 00:19:56.598]  And so it takes the greatest energies we have as men and women in the short life that we are given, and it puts it off and shunts it off into things that don't matter, issues that don't matter.
[00:19:59.586 --> 00:20:12.512]  I assure you that the Dallas Cowboys winning or losing, or Florida State winning or losing, doesn't amount to a hell of beans.
[00:20:13.593 --> 00:20:16.374]  That your fantasy football doesn't matter.
[00:20:19.075 --> 00:20:26.819]  What does matter is that a very sinister, very cold-blooded scientific elite is in control.
[00:20:28.061 --> 00:20:45.990]  And they have already, by open declarative announcement, destroyed over 62% of the Greenback's value, and are savagely trumpeting their intentions to bring it down by at least another 25% in the next two years!
[00:20:47.991 --> 00:20:50.272]  Devastating your savings!
[00:20:51.353 --> 00:20:52.013]  Now, again,
[00:20:53.954 --> 00:21:12.963]  Over 2,000 years ago, state planners wrote about building more coliseums, more ball fields, more government-sponsored sports, so you wouldn't notice the debasing of your currency, so you wouldn't notice the corruption of the courts, so you wouldn't notice the disgusting activity in the streets, so you wouldn't notice.
[00:21:15.244 --> 00:21:21.146]  And that's all I'm saying, is that it isn't just that it wastes your life away, it's that it's meant to.
[00:21:21.546 --> 00:21:22.707]  It's designed to.
[00:21:23.638 --> 00:21:24.939]  Take the University of Texas.
[00:21:25.139 --> 00:21:28.660]  Over 40 billion dollars in their permanent fund.
[00:21:28.880 --> 00:21:29.621]  That is separate.
[00:21:29.661 --> 00:21:30.661]  That's not for pensions.
[00:21:30.961 --> 00:21:32.122]  That's not for new buildings.
[00:21:32.762 --> 00:21:34.943]  That's separate from the budget.
[00:21:34.963 --> 00:21:36.224]  40 billion dollars.
[00:21:36.584 --> 00:21:39.285]  And you better believe the University of Texas
[00:21:39.925 --> 00:21:51.276]  Only cares about that, and that the people that run the Board of Directors, sitting in their gold-backed, gilded chairs, are thinking about their investments, and thinking about the operations they're running.
[00:21:51.676 --> 00:21:54.439]  They are not thinking about me, though.
[00:21:55.340 --> 00:21:58.463]  You, the pathetic slaves, are.
[00:22:02.102 --> 00:22:09.369]  But see, Bill Clinton will sit there and listen to you, and tell you you're smart, and tell you you're sweet, while he stabs you in the back.
[00:22:09.509 --> 00:22:18.217]  I will desperately, like a fireman coming in a house, and some slovenly person won't get off their couch as the place is burning down, and I say, get up!
[00:22:18.277 --> 00:22:18.858]  Get out of here!
[00:22:18.878 --> 00:22:19.959]  Run for your life!
[00:22:19.999 --> 00:22:21.040]  It's about to cave in!
[00:22:21.060 --> 00:22:24.803]  And with drool dripping out your mouth, you look at me and go, Bebo!
[00:22:30.706 --> 00:22:34.248]  Yeah, you're so upset out there right now because you've been brainwashed and programmed.
[00:22:34.268 --> 00:22:36.329]  You're not mad about your dollar.
[00:22:36.549 --> 00:22:38.330]  You're not mad about your children having a future.
[00:22:38.930 --> 00:22:41.111]  You're mad about me striking out at Viva.
[00:22:41.711 --> 00:22:42.352]  You're God.
[00:22:42.692 --> 00:22:43.312]  You're King.
[00:22:43.712 --> 00:22:44.373]  You're Lord.
[00:22:45.053 --> 00:22:49.795]  In other parts of the country and the world, you have your own little pathetic idols that mean absolutely nothing.
[00:22:50.315 --> 00:22:50.996]  We'll be right back.
[00:22:51.016 --> 00:22:51.396]  Stay with me.
[00:23:00.325 --> 00:23:05.627]  Hello folks, this is Alex Jones introducing you to the incredible Berkey Solar Charger.
[00:23:05.827 --> 00:23:07.888]  Your source for free solar electricity.
[00:23:08.128 --> 00:23:15.251]  This portable system is the size of a book when folded and small enough to fit into a briefcase, handbag, or glove compartment.
[00:23:15.371 --> 00:23:26.896]  The Berkey Solar Charger has been designed to power the Berkey lights, LED lamps, as well as other applications such as mobile phones, radios, digital cameras, and PDAs when electricity is not available.
[00:23:27.296 --> 00:23:34.681]  It's multi-voltage capabilities, multiple adapters, and rechargeable batteries provide for flexible source of auxiliary backup power.
[00:23:34.941 --> 00:23:39.945]  Simply place the Berkey Solar Charger in the sun, plug in your application, and you have power.
[00:23:40.065 --> 00:23:45.088]  Disconnect your application, the system automatically begins charging its own rechargeable batteries.
[00:23:45.368 --> 00:23:50.912]  Get the incredible Berkey Solar Charger for only $75 by calling New Millennium at 888-803-4438.
[00:23:51.452 --> 00:23:55.515]  And tell them Alex Jones sent you.
[00:23:55.795 --> 00:23:57.056]  That's toll-free, triple
[00:23:57.056 --> 00:23:57.378]  Call 880-344-38.
[00:24:00.786 --> 00:24:01.466]  It's a fact.
[00:24:01.726 --> 00:24:09.268]  Since the creation of the Federal Reserve in 1913, all banks in these United States create money out of thin air for every single loan they issue.
[00:24:09.428 --> 00:24:17.969]  With never-ending late fees, over-the-limit fees, and higher and higher interest rates, all debt has become mathematically impossible to repay, making all of us slaves to our creditors.
[00:24:18.229 --> 00:24:28.851]  The Federal Debt Relief System has created a successful, attorney-backed program to legally eliminate credit card debt, personal loans, lines of credit, and other unsecured debts which have been fraudulently created by the banks.
[00:24:29.111 --> 00:24:35.213]  We can terminate your unsecured debt within 18 months with a much lower monthly payment, ending with nothing on your credit report.
[00:24:35.433 --> 00:24:40.495]  Join the thousands of Americans who now breathe with a sigh of relief because they have legally eliminated their debt.
[00:24:40.695 --> 00:24:45.217]  Instead of living each day in fear and frustration, it's time to take action and turn your life around.
[00:24:45.377 --> 00:24:47.197]  Call the Federal Debt Relief System at 877-943-8600.
[00:24:47.217 --> 00:24:47.438]  That's 877-943-8600.
[00:24:47.458 --> 00:24:47.938]  Or visit FDRS.org.
[00:24:48.058 --> 00:24:49.938]  Find out how you can break the cycle of debt slavery.
[00:24:57.741 --> 00:24:59.582]  We're good to go.
[00:25:25.674 --> 00:25:25.954]  I think so.
[00:25:49.079 --> 00:25:52.342]  Here are just a few of the benefits associated with heart and body extract.
[00:25:52.522 --> 00:25:55.584]  Blood sugar, cholesterol, and circulation levels return to normal.
[00:25:55.884 --> 00:25:56.945]  Arteries unclog.
[00:25:57.205 --> 00:25:59.006]  Angina is gone in just a few days.
[00:25:59.267 --> 00:26:00.688]  Blood pressure goes back to normal.
[00:26:00.868 --> 00:26:03.210]  An irregular heartbeat returns to normal.
[00:26:03.230 --> 00:26:05.051]  Heart and body extract works.
[00:26:05.311 --> 00:26:05.612]  I think so.
[00:26:20.208 --> 00:26:39.673]  I have a bad experience when it was a gentleman who was a colleague of mine for many many years and so we got him this product and he could not walk from his house to the mailbox to get his mail because he had congestive heart failure and after being on this product for about four to six weeks he was able to walk 50 minutes per day and after two months he was walking up the street miles per day.
[00:26:39.853 --> 00:26:41.994]  Heart and Body Extract gets results.
[00:26:42.354 --> 00:26:45.536]  To order your two-month supply, call now toll-free at 866-295-5305.
[00:26:45.556 --> 00:26:45.756]  That's 866-295-5305.
[00:26:45.776 --> 00:26:47.477]  Or order online at hbextract.com.
[00:26:47.497 --> 00:26:49.178]  Heart and Body Extract, 866-295-5305 or hbextract.com.
[00:27:02.521 --> 00:27:04.183]  Thank you for listening to GCN.
[00:27:05.124 --> 00:27:08.268]  Be sure to visit GCNlive.com today.
[00:27:31.740 --> 00:27:34.241]  Oh, I have the Associated Press here in front of me.
[00:27:35.742 --> 00:27:37.683]  But actually, I shouldn't spend any time on this.
[00:27:37.783 --> 00:27:39.883]  I can talk about sports instead.
[00:27:40.844 --> 00:27:46.126]  Officials say drug-caused Nigeria polio outbreak.
[00:27:46.226 --> 00:27:47.487]  Associated Press.
[00:27:49.386 --> 00:28:02.295]  A polio outbreak in Nigeria was caused by the vaccine designed to stop it, international health officials say, leaving at least 69, you can bet it's 5,000 children paralyzed.
