[00:00:06.826 --> 00:00:14.449]  He stands for truth.
[00:04:41.282 --> 00:04:42.983]  Here in Austin, that's our paper.
[00:04:43.563 --> 00:04:46.624]  Record cold brings snow sleet to Central Texas.
[00:04:47.084 --> 00:04:49.245]  And I have several articles around the country.
[00:04:50.223 --> 00:04:54.106]  And as if the honeybee wasn't in deep enough trouble now, it was springtime across the nation.
[00:04:54.346 --> 00:04:57.588]  It's now wiped out what was left of the honeybees, a large portion of them.
[00:04:58.369 --> 00:05:01.451]  So, I have reports on that, of course, as well.
[00:05:01.951 --> 00:05:07.054]  The government's trying to spin now that the honeybees have all died because of cold weather that just came in the last 48 hours.
[00:05:07.775 --> 00:05:09.456]  So, nice spin for you.
[00:05:10.557 --> 00:05:13.559]  Also, news on Iraq.
[00:05:13.799 --> 00:05:15.480]  One in the stack I have there.
[00:05:16.501 --> 00:05:19.823]  Iraqis flocked to the city for anti-US war protests.
[00:05:20.760 --> 00:05:21.981]  Another one, London Telegraph.
[00:05:22.081 --> 00:05:26.345]  Five more years in Iraq, say defense papers, for the US and British troops.
[00:05:26.385 --> 00:05:29.768]  Of course, the real defense papers say that they're never going to leave.
[00:05:30.128 --> 00:05:36.673]  Permanent bases built for at least 30 years, and then a puppet governorship put in 30 years from now.
[00:05:37.014 --> 00:05:39.496]  So that'll be 26 years.
[00:05:39.516 --> 00:05:41.077]  A little under 26 years.
[00:05:41.097 --> 00:05:43.539]  But on the nightly news, you'll hear a completely different story, of course.
[00:05:43.779 --> 00:05:45.821]  That's for your general consumption.
[00:05:46.081 --> 00:05:49.723]  If you'd like to actually go read Pentagon documents, you'll learn they never plan to leave.
[00:05:49.943 --> 00:05:51.564]  The troops are never planning to go home.
[00:05:51.764 --> 00:05:53.365]  They lie to the troops, the American people.
[00:05:53.605 --> 00:05:55.866]  But you like to be lied to, so go ahead.
[00:05:56.506 --> 00:05:58.307]  Vote for global government and a global tax.
[00:05:58.367 --> 00:05:59.168]  That won't save you.
[00:05:59.188 --> 00:06:00.868]  And let the honeybees die.
[00:06:00.888 --> 00:06:02.289]  And just eat your GMO food.
[00:06:02.669 --> 00:06:06.511]  Doesn't matter how many top scientists and reports show that it's killing humans as well as bees.
[00:06:06.972 --> 00:06:07.732]  Just eat up!
[00:06:08.969 --> 00:06:11.713]  Also, huge news broke in the last week.
[00:06:12.053 --> 00:06:13.074]  I heard about it.
[00:06:13.415 --> 00:06:14.776]  I knew E. Howard Hunt had died.
[00:06:14.796 --> 00:06:19.642]  I already had stacks of photographs of him in the Dallas arrest report.
[00:06:19.662 --> 00:06:25.068]  He got picked up up there as one of the commanders of the CIA hit team in Dallas.
[00:06:26.574 --> 00:06:31.838]  LBJ's lawyer I've interviewed go public about him saying, you know, that the government was involved.
[00:06:32.158 --> 00:06:34.820]  Or I can interview the president's mistress before she died.
[00:06:34.860 --> 00:06:37.621]  Or I can interview all these people and have all the experts on.
[00:06:37.641 --> 00:06:41.084]  And now over 90% of Americans know the government killed Kennedy.
[00:06:41.584 --> 00:06:46.507]  But now E. Howard Hunt's handwritten notes that he wrote three years ago, the last time they thought he was going to die.
[00:06:46.868 --> 00:06:47.868]  His son, St.
[00:06:47.888 --> 00:06:49.129]  John, went and got these from him.
[00:06:49.369 --> 00:06:50.690]  And now they have the handwritten notes.
[00:06:51.731 --> 00:06:53.332]  He also talked to Kevin Costner about it.
[00:06:54.040 --> 00:06:56.922]  And, yeah, about being the head of the shoot team.
[00:06:57.262 --> 00:06:58.704]  They had five teams.
[00:06:59.544 --> 00:07:00.425]  The first team got him.
[00:07:00.705 --> 00:07:05.148]  If they didn't get him, they were going to get him down the road and all the way back to the airport.
[00:07:05.448 --> 00:07:07.950]  They were going to claim that communist guerrillas attacked him.
[00:07:07.970 --> 00:07:10.932]  And if they had to, they were going to have planes dropping bombs on the president.
[00:07:11.313 --> 00:07:14.595]  I mean, because they're not going to start an attempted hit and have it fail.
[00:07:15.393 --> 00:07:16.513]  You know, that's how that works.
[00:07:16.633 --> 00:07:17.914]  I mean, they had U.S.
[00:07:17.954 --> 00:07:19.874]  military troops in the air above the city.
[00:07:20.454 --> 00:07:26.276]  It was a full go-go-go-go-go, as the head of Black Ops, Fletcher Prouty, later exposed.
[00:07:27.216 --> 00:07:31.077]  But we will go over that.
[00:07:31.137 --> 00:07:34.258]  It's the last confessions of E. Howard Hunt, the cover of Rolling Stone.
[00:07:34.278 --> 00:07:40.940]  I was sitting with my parents yesterday morning to dye Ishtar eggs.
[00:07:42.006 --> 00:07:46.067]  And we were in there dying Ishtar eggs for the fertility ritual.
[00:07:46.927 --> 00:07:48.607]  And, oh, I'm going to talk about that later.
[00:07:48.647 --> 00:07:51.368]  They're banning Easter at a lot of the schools saying it's Christian.
[00:07:52.208 --> 00:07:53.508]  No, it's not Christian.
[00:07:54.148 --> 00:07:55.908]  So don't feel bad, liberals.
[00:07:56.028 --> 00:08:10.891]  I know you're a bunch of atheists, but your pagan brethren before you have replaced every Christian holiday with, you know, Santa Claus, the elf, the druidic elf, and Easter in Babylon, Ishtar, and of course going back before that into
[00:08:11.958 --> 00:08:15.100]  Other areas was symbolized by a fertility and the rabbit.
[00:08:15.500 --> 00:08:16.601]  See, Playboy got it.
[00:08:16.661 --> 00:08:17.522]  You have to understand.
[00:08:17.702 --> 00:08:23.845]  The rabbit's the symbol of, I guess, productivity, of sex, of fertility.
[00:08:24.386 --> 00:08:32.991]  And so, now, listen, I'm a Christian, but I'll get criticized by Christians who do want to worship Iskar and then not admit they're doing it.
[00:08:33.710 --> 00:08:37.634]  Me, I'm conscious of what it is, and dying eggs is no big deal, and you know, kids like it.
[00:08:38.274 --> 00:08:41.697]  But I can be honest about it, so we'll later talk a little bit about that.
[00:08:41.717 --> 00:08:48.243]  But side issue, I was dying Ishtar eggs, Easter Ishtar, rabbit eggs, ladies and gentlemen.
[00:08:49.024 --> 00:08:51.386]  There's actual Sanskrit with a little egg and the rabbit.
[00:08:52.046 --> 00:08:52.947]  Weird thing.
[00:08:52.987 --> 00:08:53.768]  Enjoy it.
[00:08:53.828 --> 00:08:56.430]  It's what your Masonic preachers tell you.
[00:08:56.490 --> 00:08:57.612]  Get it over with.
[00:08:57.912 --> 00:09:01.415]  When you go in and they have you do it, they are laughing, man.
[00:09:01.435 --> 00:09:06.600]  Because that's the dominant religion in the elite in America, is the Masons.
[00:09:06.760 --> 00:09:09.523]  Of course, the low-level Masons believe they're worshiping Jesus.
[00:09:10.444 --> 00:09:12.786]  They never get above the 32nd or even 33rd.
[00:09:12.826 --> 00:09:13.647]  There's 360 degrees.
[00:09:13.867 --> 00:09:16.069]  They don't want to actually worship the Black Dragon.
[00:09:16.758 --> 00:09:18.158]  He's a very friendly fellow.
[00:09:23.240 --> 00:09:24.200]  Alright, sorry.
[00:09:26.741 --> 00:09:27.941]  So we've got all that for you.
[00:09:28.041 --> 00:09:28.781]  I'm going to go over it all.
[00:09:29.341 --> 00:09:30.842]  I've got news about terror drills.
[00:09:30.862 --> 00:09:33.883]  They put guns to kids' heads until they wet themselves in the public schools.
[00:09:34.223 --> 00:09:36.063]  And they scream, we're Christians, we're going to kill you.
[00:09:36.904 --> 00:09:37.944]  That's mainstream news.
[00:09:38.784 --> 00:09:39.784]  We have good news.
[00:09:39.824 --> 00:09:41.785]  The North American Union is being thrown out by more states.
[00:09:42.569 --> 00:09:45.293]  And look, it's all coming up today.
[00:09:45.694 --> 00:09:48.338]  PrisonPlanet.com and InfoWars.com are the websites.
[00:09:48.658 --> 00:09:49.820]  Truth is stranger than fiction.
[00:09:49.840 --> 00:09:50.221]  Stay with us.
[00:10:03.926 --> 00:10:09.393]  It's here, after a year in production and traveling to distant lands, my new film Terror Storm is complete.
[00:10:09.774 --> 00:10:17.423]  Shocking declassified government documents prove that western governments are orchestrating terror attacks against their own populations as a pretext to enslave them.
[00:10:18.112 --> 00:10:25.155]  Terror Storm proves that not only was 9-11 an inside job, but the attacks of 7-7 in London were carried out by British intelligence.
[00:10:25.555 --> 00:10:36.980]  Terror Storm chronicles the lies that took us to war in Iran, a White House program to disseminate fake news, NSA spying, secret police torture, the latest 9-11 information, and much, much more.
[00:10:37.280 --> 00:10:40.802]  Terror Storm is the definitive guide to the history of government-sponsored terrorism.
[00:10:41.262 --> 00:10:43.203]  It's an anthology of government crimes.
[00:10:43.503 --> 00:10:47.365]  Terror Storm is a film that everyone who wants to be truly informed must see.
[00:10:47.945 --> 00:10:54.952]  Get your copy today at InfoWars.com or PrisonPlanet.com or by calling toll free 1-888-253-3139 or watch it right now online at PrisonPlanet.tv
[00:11:01.901 --> 00:11:03.763]  Hi, Ted Anderson from Midas Resources.
[00:11:03.783 --> 00:11:04.244]  It's April 6, 2007.
[00:11:04.444 --> 00:11:05.125]  Gold is at $6.7420.
[00:11:05.165 --> 00:11:08.749]  And one ounce gold coins can be purchased for $6.9788, $3.5149 for half ounce, and $1.75 for quarter ounce coins.
[00:11:08.769 --> 00:11:09.169]  That's $6.9788, $3.5149, and $1.7575.
[00:11:19.901 --> 00:11:23.503]  We've been hearing the USA has been spending money faster than tax collections.
[00:11:23.563 --> 00:11:26.545]  Now the government has published the document that sounds the alarm.
[00:11:26.645 --> 00:11:35.730]  That's right, the United States Government Accountability Office, the GAO, has published the Long-Term Fiscal Outlook document, clearly stating that the federal debt burden is virally out of control.
[00:11:36.050 --> 00:11:41.333]  This will directly affect programs like Social Security to FDIC's ability to insure bank deposits.
[00:11:41.793 --> 00:11:44.096]  Taxation and inflationary printing of the U.S.
[00:11:44.156 --> 00:11:46.579]  dollar are inevitable pressures facing the economy.
[00:11:46.960 --> 00:11:50.224]  Get this document free by calling 800-686-2237.
[00:11:50.304 --> 00:11:54.008]  The USGAO has spelled it out in black and white.
[00:11:54.048 --> 00:11:54.328]  Call 800-686-2237.
[00:11:54.369 --> 00:11:54.549]  That's 800-686-2237.
[00:12:00.994 --> 00:12:09.522]  According to a recent report by the National Institute of Health, high blood pressure is a major risk factor for heart disease and the chief risk factor for stroke and heart failure.
[00:12:09.742 --> 00:12:11.564]  It affects about 50 million Americans.
[00:12:11.764 --> 00:12:12.965]  That's one in four adults.
[00:12:13.285 --> 00:12:19.371]  Because many people have high blood pressure for years without knowing it, the American Heart Association calls it the silent killer.
[00:12:19.651 --> 00:12:20.452]  At Research Herbs
[00:12:20.552 --> 00:12:20.992]  Thank you.
[00:12:40.749 --> 00:12:46.834]  Did you know that the safety and effectiveness of heart care is backed by over a hundred clinical trials and experimental studies?
[00:12:47.214 --> 00:12:47.675]  Act now!
[00:12:47.775 --> 00:12:53.719]  Visit us online at researchedherbs.com or call us at 1-800-845-3841 to start protecting yourself from the silent killer.
[00:12:53.739 --> 00:12:53.960]  That's 1-800-845-3841.
[00:13:01.974 --> 00:13:03.896]  Hi, Steve Shank, Fearless Task Force.
[00:13:04.196 --> 00:13:07.018]  The J. Michael Stevens Group is shipping a lot of storable food.
[00:13:07.519 --> 00:13:09.741]  It's smart that you're getting going at your food supplies.
[00:13:10.361 --> 00:13:18.668]  One week after the report came out that the world had eaten more food than it produced last year, the country turned into a deep freeze, wiping out a huge part of the new crop.
[00:13:19.128 --> 00:13:19.689]  An example?
[00:13:20.229 --> 00:13:23.052]  In 24 hours, clementine oranges doubled in price.
[00:13:23.932 --> 00:13:26.715]  If you intend to start or finish your supply, call immediately.
[00:13:27.075 --> 00:13:30.358]  When you call, tell them how many adults and how many years of food you need.
[00:13:31.115 --> 00:13:36.299]  When there are shortages, missing items will be substituted, maintaining the quantity of food necessary.
[00:13:36.939 --> 00:13:38.400]  Money is not the problem.
[00:13:38.640 --> 00:13:39.621]  Availability is.
[00:13:40.141 --> 00:13:42.023]  Be careful when food supplies get short.
[00:13:42.263 --> 00:13:45.925]  With no future, many retailers ship real trash to supply you.
[00:13:46.546 --> 00:13:48.647]  For safe food you can trust, call 800-409-5633.
[00:13:48.727 --> 00:13:49.568]  On the web, efoodsdirect.com.
[00:13:49.588 --> 00:13:49.628]  800-409-5633.
[00:14:03.442 --> 00:14:10.585]  You're listening to GCN, the Genesis Communications Radio Network.
[00:14:11.286 --> 00:14:14.267]  Corruption never had a worse enemy.
[00:14:15.108 --> 00:14:17.489]  You're locked into the Alex Jones Show.
[00:14:19.630 --> 00:14:21.171]  Welcome back, ladies and gentlemen.
[00:14:21.431 --> 00:14:22.311]  I'll tell you what I'm going to do.
[00:14:22.331 --> 00:14:30.095]  I'm going to blast through a bunch of your calls right now, then I'm going to detail the Iraq news, the new JFK assassination news,
[00:14:31.289 --> 00:14:33.671]  Yeah, one of the top guys from Watergate.
[00:14:34.511 --> 00:14:38.954]  One of the top CIA spooks, right through the guy that ran Bay of Pigs and was fired by Kennedy.
[00:14:39.554 --> 00:14:40.275]  No!
[00:14:40.715 --> 00:14:44.077]  The guy that was photographed in Dallas being picked up as the Tramps.
[00:14:45.818 --> 00:14:52.743]  You see these guys in these sharp suits with these cheap-looking overcoats over them, being marched out by the police all on a staged event.
[00:14:53.483 --> 00:14:53.944]  And, oh!
[00:14:54.004 --> 00:14:54.724]  Surprise, surprise!
[00:14:54.744 --> 00:14:55.805]  He told us what we already knew.
[00:14:56.225 --> 00:14:58.867]  He was the commander of the shooters killing
[00:14:59.759 --> 00:15:03.781]  JFK, 43 years ago, just north of me.
[00:15:03.841 --> 00:15:07.022]  I mean, look, can you imagine the day it comes out on 9-11?
[00:15:07.423 --> 00:15:10.944]  They'll have the operators just, oh yeah, we carried it out, it's for your own good.
[00:15:11.504 --> 00:15:13.045]  Government loves you, give them all your rights.
[00:15:13.665 --> 00:15:20.809]  So we'll be going into that, and colony collapse with the bees and the Iraq news, and I've just got a bunch of other wild news here in front of me.
[00:15:20.849 --> 00:15:23.010]  Plus, it's one of the biggest stories in the country.
[00:15:23.030 --> 00:15:25.631]  I mean, it's all over CNBC and
[00:15:27.272 --> 00:15:29.373]  CNN and it's everywhere.
[00:15:29.473 --> 00:15:32.454]  Fire Rosie O'Donnell for reviews on 9-11 being an inside job.
[00:15:32.514 --> 00:15:34.335]  Bill O'Reilly screaming, it's huge, it's huge.
[00:15:34.555 --> 00:15:36.736]  Of course, we told you before it even broke she was going to go public.
[00:15:37.136 --> 00:15:39.357]  Let me tell you, she's going to probably do something big this week.
[00:15:39.417 --> 00:15:40.317]  I'm just going to leave it at that.
[00:15:40.337 --> 00:15:41.517]  She comes back from vacation.
[00:15:42.598 --> 00:15:43.458]  I'm already digressing.
[00:15:43.478 --> 00:15:44.639]  Let's just go ahead and go to your calls.
[00:15:45.179 --> 00:15:52.482]  Let's go ahead and go to Florida in Miami and talk to LMS.
[00:15:53.342 --> 00:15:55.703]  You're on the air, LMS.
[00:15:55.863 --> 00:15:56.203]  Welcome.
[00:15:57.909 --> 00:15:59.250]  Yeah, Mr. Jones.
[00:15:59.490 --> 00:16:00.210]  Hello, how are you doing?
[00:16:00.771 --> 00:16:02.071]  How are you doing, Mr. Jones?
[00:16:02.151 --> 00:16:13.096]  First things first, I just want to thank you for just keeping up the fight of giving people the most basic, human, and most important right they have, which is the right of information and knowledge and knowing the truth.
[00:16:13.237 --> 00:16:14.717]  I want to thank you for that first off.
[00:16:14.777 --> 00:16:17.138]  Well, I mean, I relish unlocking minds.
[00:16:17.279 --> 00:16:24.402]  I relish exposing people to the fact that they are slaves so that they can psychologically cease to be slaves, and that's where it all begins.
[00:16:25.035 --> 00:16:28.757]  Exactly, and believe me, down in Miami, we're doing our part for that fight.
[00:16:28.777 --> 00:16:32.579]  We're doing our part to keep people informed and to educate people on what's going on.
[00:16:33.200 --> 00:16:35.361]  And the reason I called today was for two things.
[00:16:35.621 --> 00:16:43.005]  The first thing I wanted to touch on, and I wanted to remind people, was if they don't learn from history, they are doomed to repeat it.
[00:16:43.405 --> 00:16:46.967]  And with that, I'm bringing up a man by the name of Terrence Yickey.
[00:16:47.447 --> 00:16:51.049]  Now, for those that don't know, Terrence Yickey was a hero of a cop.
[00:16:51.109 --> 00:16:53.831]  He was an officer at the Oklahoma City bombing.
[00:16:56.128 --> 00:16:59.209]  Well, he was cop of the year, and he was built like an NFL linebacker.
[00:16:59.229 --> 00:17:05.831]  He was a black man, and he was on the detective squad, and he won cop of the year.
[00:17:05.851 --> 00:17:18.116]  He'd already been on the top couple of cops there in Oklahoma City before that, and he went in and hauled out more than 15 people physically, really hurt his back doing it, dragging full-grown men and women out of the building.
[00:17:18.676 --> 00:17:25.120]  And, uh, the BATF came up, he said, I mean, because he was right on the street when the bomb went off, and they were in their bomb gear, and he said, how did you know?
[00:17:25.160 --> 00:17:28.382]  And the BATF looked up and said they'd been warned not to come in that day.
[00:17:28.643 --> 00:17:37.068]  So he got on the investigation, and he called his partner, going to the storage building where they hid the evidence, because the chief had told him to get off the case, and he said, I'm getting followed by some feds.
[00:17:37.088 --> 00:17:40.570]  They took him out, tortured him to death, shot him in the back of the head twice.
[00:17:40.951 --> 00:17:41.651]  I've interviewed them.
[00:17:41.671 --> 00:17:42.492]  They ruled it a suicide.
[00:17:42.692 --> 00:17:46.234]  They ruled it a suicide, even though he slit his own jugular vein twice.
[00:17:46.647 --> 00:17:51.268]  And then dragged his own body a mile and then shot himself in the head at a downward angle.
[00:17:51.528 --> 00:17:52.008]  Exactly.
[00:17:52.749 --> 00:18:02.131]  I wanted to bring that up and thank you for educating people because people need to understand that, you know, it's not just innocent civilians that are getting murdered by these people.
[00:18:02.231 --> 00:18:05.912]  It's people that are willing to stand up and take a fight and it's heroes.
[00:18:06.292 --> 00:18:08.793]  And people need to understand that there is strength in numbers.
[00:18:09.136 --> 00:18:13.019]  And the more people that rise up together, I mean, they can't kill all of us.
[00:18:13.300 --> 00:18:14.100]  They can not.
[00:18:14.160 --> 00:18:15.461]  There's simply too many of us.
[00:18:15.482 --> 00:18:19.345]  Well, people ask why I'm not dead all the time, and it's because there are too many of us now.
[00:18:20.132 --> 00:18:37.902]  And I'll find it interesting, you know, within a few days of E. Howard Hunt dying, one of the main shooters who was in federal prison for killing federal judges, Charles Harrelson, who was photographed there at the scene as well with the tramp, with E. Howard Hunt, notice he suddenly died in his jail cell within days of E. Howard Hunt.
[00:18:38.182 --> 00:18:42.644]  We've now gotten a report that one of the other shooters suddenly died right after Hunt went public.
[00:18:43.745 --> 00:18:44.445]  I mean, they are.
[00:18:44.506 --> 00:18:47.087]  Anybody he listed as shooters, man, boom, dead.
[00:18:47.651 --> 00:18:49.253]  I mean, they're whacking shooters.
[00:18:49.514 --> 00:18:51.817]  And some of these guys are in jail for being shooters.
[00:18:52.498 --> 00:18:53.600]  Charles Harrelson.
[00:18:54.561 --> 00:18:55.643]  He's got a famous son.
[00:18:56.504 --> 00:18:57.866]  And his son is a fan of the show.
[00:18:57.926 --> 00:18:59.829]  And his son says his father was innocent.
[00:19:00.988 --> 00:19:03.429]  I just wanted to say I appreciate what you're doing.
[00:19:24.364 --> 00:19:26.045]  I don't know if you've heard the book or not.
[00:19:26.065 --> 00:19:28.386]  It's Confessions of an Economic Hitman.
[00:19:28.747 --> 00:19:30.087]  Yes, by Mr. Perkins.
[00:19:30.127 --> 00:19:31.368]  I've interviewed him about three times.
[00:19:32.369 --> 00:19:33.249]  It's a great book.
[00:19:33.289 --> 00:19:34.330]  I'm about halfway through it.
[00:19:34.790 --> 00:19:41.574]  He worked at the international banking level, going in with a CIA handler to blow out third world economies.
[00:19:42.521 --> 00:19:56.148]  Yeah, it's really old-minded, like I said, but especially about the Iran situation, what they're really trying to pull is, you know, it's clear to me that they're only about... There are less than 10 countries that don't have the private central banks in control.
[00:19:56.468 --> 00:20:04.352]  Basically, the new world order shows up and says, you will let private banks masquerade as your government and issue your currency and own you, or we will send in smart bombs.
[00:20:05.633 --> 00:20:08.194]  Then they actually tell them, you will let us run you or we'll smart bomb you.
[00:20:09.215 --> 00:20:10.735]  It's just, like I said, it's really old-minded.
[00:20:10.775 --> 00:20:11.916]  What else opened your eyes in the book?
[00:20:14.072 --> 00:20:18.016]  Just the casual nature of how it's all done.
[00:20:18.196 --> 00:20:18.997]  Right out in the open.
[00:20:19.617 --> 00:20:30.547]  See on the nightly news it doesn't exist and then the elite publish their own autobiographies and their own policy documents are public saying we're all slaves, they're taking over, ha ha ha.
[00:20:30.728 --> 00:20:31.588]  Yeah, it's crazy.
[00:20:31.789 --> 00:20:33.350]  I really think that, you know,
[00:20:34.927 --> 00:20:37.029]  We need to start getting a little more aggressive with these people.
[00:20:37.329 --> 00:20:38.530]  Well, I'm trying to be aggressive.
[00:20:38.550 --> 00:20:39.771]  I'm trying to get other people to be aggressive.
[00:20:40.111 --> 00:20:40.792]  I hear you, my friend.
[00:20:40.832 --> 00:20:42.133]  I really appreciate your call.
[00:20:42.713 --> 00:20:44.555]  Let's go ahead now and talk.
[00:20:44.715 --> 00:20:45.295]  It's a Catch-22.
[00:20:45.455 --> 00:20:48.317]  If I don't go quick and speed over you folks, nobody will get on.
[00:20:48.958 --> 00:20:51.680]  Let's go ahead and talk to Mark in Austin.
[00:20:51.740 --> 00:20:52.621]  Mark, you're on the air.
[00:20:52.661 --> 00:20:52.981]  Welcome.
[00:20:53.541 --> 00:20:54.042]  Hello, Alex.
[00:20:54.662 --> 00:21:01.848]  I'm from the UT student group, PMAC, and I'm calling to give some publicity to the conference that we're having this weekend.
[00:21:02.769 --> 00:21:03.690]  You mean next weekend?
[00:21:04.010 --> 00:21:04.750]  This coming weekend.
[00:21:04.770 --> 00:21:11.313]  And I'm the keynote speaker, and then Professor Steven Jones of Physics, exposing bombs in the buildings, is going to speak Saturday night after me.
[00:21:11.653 --> 00:21:13.454]  And the thing's got 550 seats.
[00:21:13.514 --> 00:21:14.854]  Believe me, you're not going to need publicity.
[00:21:15.535 --> 00:21:18.736]  Okay, well, I just thought more people would like... Oh, no, no, I'm glad you're plugging it.
[00:21:18.756 --> 00:21:19.356]  I'm just saying.
[00:21:19.797 --> 00:21:22.858]  I mean, it's going to be something else.
[00:21:23.178 --> 00:21:25.159]  Yeah, and we appreciate your help in getting the word out.
[00:21:25.879 --> 00:21:26.660]  So it's 14th and 15th.
[00:21:28.407 --> 00:21:32.029]  All day and into the night on Saturday and then starting at 10 a.m.
[00:21:32.109 --> 00:21:32.669]  on Sunday.
[00:21:33.330 --> 00:21:37.792]  And you can get information on the conference at pnacitizen.org.
[00:21:38.052 --> 00:21:39.473]  Now did you say it's going Friday too?
[00:21:39.773 --> 00:21:41.874]  No, not Friday, just 14th and 15th.
[00:21:42.254 --> 00:21:43.935]  Fantastic man, appreciate your call.
[00:21:44.315 --> 00:21:47.997]  And I'm going to have some folks on the weekday show as well talking about that.
[00:21:48.057 --> 00:21:49.118]  No, it's just that
[00:21:51.358 --> 00:21:57.363]  I didn't even plug that I was going to go to UT, and for like a day or two I did, and there were a thousand people packed the hall in the big banquet hall.
[00:21:57.383 --> 00:21:58.304]  They turned away hundreds.
[00:21:58.804 --> 00:22:10.533]  And if you're going to have a big event with Stephen Jones coming in, Webster Tarpon and myself, folks, you'd better have your 500... you'd better be lined up hours before it opens Saturday, I'll tell you right now.
[00:22:10.573 --> 00:22:14.696]  They're going to have an overflow room for like 200 and something, but they're all worried about promoting it.
