[00:00:00.309 --> 00:00:01.090]  Find out right now!
[00:03:56.057 --> 00:03:57.257]  That's not a conspiracy.
[00:03:57.297 --> 00:04:03.701]  This comes right from, oh, Bob Bowman, who we work with, was headed Star Wars under two presidents.
[00:04:03.721 --> 00:04:04.962]  I guess he would know about that.
[00:04:05.915 --> 00:04:29.032]  And then we're going to talk about, in fact, here in just a few minutes, we're going to play you some audio from an incident here in Austin, Texas, over the weekend, where John Kerry came in to give a little speech with his wife, Teresa Heinz Kerry, and they were confronted by a group here in Austin known as the Austin 9-11 Truth Now Group, and I thought very professionally,
[00:04:30.118 --> 00:04:34.260]  They managed to address some pretty big issues to John Kerry.
[00:04:34.560 --> 00:04:35.841]  Really made him squirm.
[00:04:35.901 --> 00:04:37.061]  Talked about chemtrails.
[00:04:37.121 --> 00:04:39.182]  Talked about genetically modified food.
[00:04:39.242 --> 00:04:41.163]  Talked about depleted uranium.
[00:04:41.443 --> 00:04:43.904]  And, of course, talked about 9-11 and Building 7.
[00:04:44.364 --> 00:04:47.806]  We're going to play that clip for you when we come back from this next break.
[00:04:48.286 --> 00:05:08.264]  I believe also we're going to have Aaron Dooley on the program today to talk about how this got set up and really to show you that you don't need to be afraid of Skull and Bones Carey or Skull and Bones Hines or any of these super global elitists who will come and visit your town and try to gain your support for their coming selections.
[00:05:08.825 --> 00:05:10.086]  You're going to be interested in this.
[00:05:10.146 --> 00:05:11.367]  This is a good one, folks.
[00:05:11.707 --> 00:05:14.370]  It shows that standing up to the power
[00:05:15.200 --> 00:05:16.761]  Certainly has its rewards.
[00:05:17.061 --> 00:05:19.363]  I'm Jack Blood, filling in for Alex Jones today.
[00:05:19.523 --> 00:05:21.645]  Infowars.com, PrisonPlanet.com.
[00:05:21.685 --> 00:05:24.967]  We'll take a quick break, come back with more news and information you're not getting anywhere else.
[00:05:25.187 --> 00:05:27.189]  This is the Genesis Communications Radio Network.
[00:05:38.968 --> 00:05:44.412]  It's here, after a year in production and traveling to distant lands, my new film Terror Storm is complete.
[00:05:44.792 --> 00:05:52.398]  Shocking declassified government documents prove that western governments are orchestrating terror attacks against their own populations as a pretext to enslave them.
[00:05:53.109 --> 00:06:00.170]  Terror Storm proves that not only was 9-11 an inside job, but the attacks of 7-7 in London were carried out by British intelligence.
[00:06:00.570 --> 00:06:11.972]  Terror Storm chronicles the lies that took us to war in Iran, a White House program to disseminate fake news, NSA spying, secret police torture, the latest 9-11 information, and much, much more.
[00:06:12.312 --> 00:06:15.793]  Terror Storm is the definitive guide to the history of government-sponsored terrorism.
[00:06:16.253 --> 00:06:18.173]  It's an anthology of government crimes.
[00:06:18.513 --> 00:06:22.354]  Terror Storm is a film that everyone who wants to be truly informed must see.
[00:06:22.958 --> 00:06:34.905]  Get your copy today at Infowars.com or PrisonPlanet.com or by calling toll free 1-888-253-3139 or watch it right now online at PrisonPlanet.tv.
[00:06:37.466 --> 00:06:38.487]  The War on Terrorism.
[00:06:38.827 --> 00:06:41.589]  Will it be fought overseas or will it affect us here at home?
[00:06:41.869 --> 00:06:46.031]  If you are like most folks, you want to be prepared but can't afford an underground shelter.
[00:06:46.452 --> 00:06:47.292]  So what do you do?
[00:06:47.612 --> 00:06:52.155]  Did you know that you can use your home as a shelter against fallout and biological or chemical attacks?
[00:06:52.655 --> 00:06:54.777]  With a little know-how, it's not that difficult.
[00:06:55.258 --> 00:07:09.972]  Sheltering in Place, Surviving Acts of Terrorism from Biological, Chemical, and Radioactive Fallout, developed by Wayne LeBaron, a health physicist who has served as a specialist in environmental health, communicable diseases, and has worked as a nuclear specialist for the U.S.
[00:07:10.012 --> 00:07:17.059]  government, gives you easy-to-follow video instructions, and walks you step-by-step through the process of preparing your home as a shelter.
[00:07:17.419 --> 00:07:21.806]  Get this critical video every American needs for only $29 plus shipping.
[00:07:22.266 --> 00:07:24.369]  Order by calling New Millennium today at 888-803-4438.
[00:07:24.409 --> 00:07:25.110]  That's 888-803-4438.
[00:07:25.191 --> 00:07:26.573]  Or order on the web at Berkeywater.com.
[00:07:35.791 --> 00:07:38.732]  Have you ever thought about what's in your shampoo, soap, or detergent?
[00:07:38.893 --> 00:07:44.115]  How about chlorides, dyes, ethanol, sulfates, sodium, formaldehydes, and more?
[00:07:44.415 --> 00:07:49.758]  Even fragrance can indicate the presence of some 4,000 separate ingredients, most of which are synthetic.
[00:07:50.138 --> 00:07:51.258]  Hi, this is Alex Jones.
[00:07:51.599 --> 00:08:00.463]  I was shocked when I discovered I could be inhaling these additives that can lead to coughing, wheezing, and shortness of breath, headaches, nausea, irritation of the skin, and mucous membrane.
[00:08:00.923 --> 00:08:02.524]  Now compare a Calvin Pure Soap.
[00:08:02.765 --> 00:08:06.928]  All natural, earth friendly, no harsh chemicals, no animal testing.
[00:08:06.968 --> 00:08:11.611]  They're safe and you save 85% of the money you're spending on cleaning products now.
[00:08:11.991 --> 00:08:13.653]  Start saving over $1,000 a year for your family of four.
[00:08:15.834 --> 00:08:16.594]  Keep it natural.
[00:08:16.915 --> 00:08:20.516]  Call Calvin Pure Soap for a free catalog at 1-800-340-7091.
[00:08:20.976 --> 00:08:25.018]  Or log on to 5starsoap.com.
[00:08:25.318 --> 00:08:29.540]  Try Calvin Pure Soaps and I'll bet you'll never use any other cleaning products again.
[00:08:29.881 --> 00:08:34.463]  Call 1-800-340-7091 for all your cleaning needs.
[00:08:36.083 --> 00:08:38.304]  He's the T-Rex of political talk.
[00:08:38.865 --> 00:08:41.646]  Alex Jones on the GCN Radio Network.
[00:08:59.175 --> 00:09:07.442]  This could be the first time that Skull & Bones' John Kerry has been confronted on 9-11 Truth, issues of depleted uranium.
[00:09:08.242 --> 00:09:13.307]  Certainly, I don't think he's gotten a lot of information or rhetoric on chemtrails.
[00:09:14.071 --> 00:09:19.555]  You almost have to watch this video, and that is up at InfoWars.com right now, or PrisonPlanet.com.
[00:09:19.575 --> 00:09:21.396]  We're going to play some of it for you.
[00:09:22.057 --> 00:09:28.181]  There have been multiple interpretations of what Kerry said and responded to in this.
[00:09:28.701 --> 00:09:36.407]  We'll talk about this, but this was a result of a truth squad attending a Kerry speech, a Kerry stump speech.
[00:09:36.447 --> 00:09:40.710]  He claims he's not running for president, yet he's doing stump speeches around the country with his
[00:09:41.070 --> 00:09:44.654]  Prime financial backer, his wife, Teresa Hines Carey.
[00:09:44.694 --> 00:09:48.299]  And let's remind you, her husband was killed in a plane crash.
[00:09:48.339 --> 00:09:54.706]  He was a Skull and Bones schoolmate, a Yale schoolmate at Skull and Bones with John Carey and George W. Bush.
[00:09:54.726 --> 00:09:57.049]  The guy dies in a plane crash and the next thing you know, she's
[00:09:57.637 --> 00:09:59.558]  Hooking up with John Kerry.
[00:09:59.658 --> 00:10:02.179]  So there's a lot of background here to go into.
[00:10:02.199 --> 00:10:07.020]  We're going to have Alex Jones come up here in just about 20 minutes to kind of get into this and break this down.
[00:10:07.040 --> 00:10:09.261]  More information about the VT shooting as well.
[00:10:09.741 --> 00:10:12.162]  But the video in many ways speaks for itself.
[00:10:12.222 --> 00:10:15.363]  And this really shows that you can speak truth to power.
[00:10:15.623 --> 00:10:18.184]  You can stand up to these super global elitists.
[00:10:18.744 --> 00:10:32.897]  And, uh, shock them, make them squirm, make them nervous, and hopefully, which you might find in the case of this particular video, again, the picture is kind of worth a thousand words, but hopefully get them to say something on the record that they're not supposed to say.
[00:10:33.470 --> 00:10:41.034]  I think we give these people a little bit too much credit sometimes for being genius, when they're really not very smart at all.
[00:10:41.094 --> 00:10:54.180]  So, it's always good to try to push these people, try to get a, as Webster Tarpey likes to call it, a macaca moment, where you can embarrass and humiliate a politician and potentially end his career flat with a video camera and a tape recorder.
[00:10:54.420 --> 00:10:57.261]  That's what the people did at Austin 9-11 Truth.
[00:10:57.321 --> 00:10:58.022]  Now, good people.
[00:10:58.042 --> 00:10:58.842]  We know them down here.
[00:10:58.882 --> 00:11:00.663]  They worked very hard to get out 9-11 Truth.
[00:11:00.703 --> 00:11:02.164]  So, we're going to play this video for you.
[00:11:02.184 --> 00:11:02.644]  We'll come back.
[00:11:02.904 --> 00:11:03.767]  Give you some analysis.
[00:11:03.808 --> 00:11:04.530]  John, go ahead and roll that.
[00:11:41.713 --> 00:11:45.515]  I'm sure we have time for just a couple more questions.
[00:11:45.555 --> 00:11:47.475]  So, we'll try to do them as quick as we can.
[00:11:47.495 --> 00:11:48.416]  We'll move as fast as we can.
[00:11:48.456 --> 00:11:48.776]  Yes, ma'am?
[00:11:49.256 --> 00:11:50.136]  Hi, Senator Kerry.
[00:11:50.236 --> 00:11:57.179]  You bring up our sense of personal responsibility as citizens and to hold people responsible and accountable.
[00:11:57.599 --> 00:12:02.541]  And I was just wondering if you had ever heard of Dr. Stephen Jones.
[00:12:02.681 --> 00:12:06.383]  He is a professor and was a professor at Brigham Young University.
[00:12:07.156 --> 00:12:07.857]  We're good to go.
[00:12:21.863 --> 00:12:27.706]  That there were chemical compounds and the same chemical composition that made up ceramics.
[00:12:28.346 --> 00:12:31.488]  He believes that this is the result of a controlled demolition.
[00:12:31.548 --> 00:12:46.216]  And I was just wondering, since you are all for holding people accountable and being personally responsible as a citizen, if you were up to hearing witness and expert testimony as to how the World Trade Center was brought down by controlled demolition.
[00:12:48.582 --> 00:12:50.485]  Well, that's a new one to me.
[00:12:50.565 --> 00:12:57.895]  I'd have to... I mean, obviously I'm open to anything that's based on fact and evidence, and if somebody has evidence, I'll take a look at it.
[00:12:58.756 --> 00:12:59.657]  I'd be happy to take a look at it.
[00:12:59.677 --> 00:13:02.341]  Also, a question I have for you.
[00:13:02.601 --> 00:13:05.265]  World Trade Center 7 was brought down
[00:13:07.476 --> 00:13:25.222]  On September 11th at 5.20 in the evening, the leaseholder of the World Trade Center complex, Larry Silverstein, gave a public interview on PBS in 2002, and he said that they pulled that building, which is a demolition term for intentionally bringing down a building.
[00:13:25.891 --> 00:13:40.598]  This man made over five billion dollars for those buildings' destruction, and I want to know if there was ever a formal investigation into Larry Silverstein, the leaseholder of the World Trade Center Complex, and his ties to this entire event.
[00:13:41.459 --> 00:13:43.240]  I don't believe there's been a formal investigation.
[00:13:43.300 --> 00:13:44.020]  I haven't heard that.
[00:13:44.080 --> 00:13:44.821]  I don't know that.
[00:13:44.881 --> 00:13:55.386]  I do know that that wall, I remember, was in danger, and I think that they made a decision based on the danger that it had of destroying other things, that they did it in a controlled fashion.
[00:13:56.455 --> 00:14:02.061]  Uh, you know, he's part of the construction, reconstruction effort for the memorial and the use of the land, etc.
[00:14:02.121 --> 00:14:05.224]  There's been a long tug-of-war going on in New York.
[00:14:05.384 --> 00:14:10.088]  I am not following every aspect of it because it's not in my jurisdiction, so to speak.
[00:14:10.549 --> 00:14:11.970]  But I'll check on what the story is.
[00:14:12.510 --> 00:14:14.733]  I'll take a look at it, based on what you've said.
[00:14:14.753 --> 00:14:16.134]  You're the first people.
[00:14:16.542 --> 00:14:18.863]  Anywhere in the country, Paul, this is my intention.
[00:14:18.883 --> 00:14:26.644]  Well, interestingly enough, the 9-11 Commission report does not even address World Trade Center 7 and the fact that it fell the way that it did.
[00:14:26.684 --> 00:14:27.645]  Let me find out about it.
[00:14:27.665 --> 00:14:28.585]  I don't know enough about it.
[00:14:28.705 --> 00:14:29.885]  It's not in our book, et cetera.
[00:14:30.905 --> 00:14:31.906]  All right, there you heard it.
[00:14:32.226 --> 00:14:37.327]  These are the first people in the country, according to John Kerry, who have asked him these questions.
[00:14:37.367 --> 00:14:39.907]  He's promised to look into the first question.
[00:14:39.927 --> 00:14:42.368]  That is the research of Professor Stephen Jones.
[00:14:43.095 --> 00:14:45.097]  Which I think we should hold him to.
[00:14:45.377 --> 00:14:56.328]  Unfortunately, in that audio clip, and I'd like to find another audio clip and perhaps play this again if we can get Aaron Dooley on from Austin 9-11 Truth Now, because I like how he sets up his question.
[00:14:56.388 --> 00:14:58.991]  He starts off, you have to understand, this is a very
[00:14:59.931 --> 00:15:01.792]  Controlled situation here.
[00:15:01.832 --> 00:15:02.792]  They're in a bookstore.
[00:15:02.812 --> 00:15:03.772]  They need to be polite.
[00:15:03.792 --> 00:15:08.014]  You heard the rabid applause and clapping, so you're surrounded by the enemy.
[00:15:08.374 --> 00:15:13.795]  And I thought that the gentleman asking the second question did a great job kind of leading up to it.
[00:15:14.115 --> 00:15:22.678]  He gave a few compliments to Kerry about his book and segued right into, from environmentalism, right into genetically modified food.
[00:15:23.118 --> 00:15:28.500]  Chemtrails, depleted uranium, and then went right into the Building 7 information.
[00:15:28.560 --> 00:15:31.941]  So I really loved how he kind of worked up to that question.
[00:15:32.401 --> 00:15:37.883]  I can predict for you that John Kerry will no longer be taking any unscripted questions.
[00:15:38.583 --> 00:15:51.788]  This means that if we don't have the opportunity again to speak truth to power in a uniform or a professional manner as these people have done here in Austin, Texas over the weekend at this particular engagement by John Kerry,
[00:15:52.663 --> 00:15:55.146]  Then we're going to have to be rude about it, alright?
[00:15:55.186 --> 00:16:02.274]  But it is always preferable to try to be as professional as possible when asking these questions to these criminals.
[00:16:02.395 --> 00:16:03.996]  And let's call John Kerry what he is.
[00:16:04.016 --> 00:16:04.657]  He's a criminal.
[00:16:04.877 --> 00:16:12.206]  He covered up for the BCCI banking scandal, covered up for Iran-Contra, and has been a cover-up artist now for, well, his whole life.
[00:16:13.002 --> 00:16:40.747]  uh... and controlled opposition in the vietnam war i mean we can go on and on and on about the uh... lists of high crimes and misdemeanors by john kerry say that this is in his jurisdiction i mean he is a u s senator i would assume that anything under the headline of nine eleven is in his jurisdiction especially when one of the alleged hijackers uh... took off from boston logan airport which happens to be his home state now let's get into the uh... the controversy here because i'm probably reading this a little bit different
[00:16:41.107 --> 00:16:44.209]  Then some of the other people who have done the analysis on this story.
[00:16:44.929 --> 00:16:50.291]  The headlines I received today in my mailbox were, John Kerry admits a controlled demolition.
[00:16:50.311 --> 00:16:59.175]  But if you listen very carefully, and I think this might have been one of the problems with follow-up questions in this particular instance.
[00:16:59.496 --> 00:17:02.477]  If you listen very carefully, he's deflecting the question.
[00:17:03.599 --> 00:17:08.582]  And equating controlled demolition, again, trying to deflect the question, change the subject.
[00:17:08.602 --> 00:17:12.005]  And this is really, I think, evident of somebody who does know what's going on.
[00:17:12.045 --> 00:17:14.927]  Otherwise, he's not going to be deflecting the question.
[00:17:14.947 --> 00:17:18.989]  He's going to be listening to the question, trying to address the question, and answer that question.
[00:17:19.009 --> 00:17:24.453]  Instead, he tried to twist it into talking about the remains of Building 7, the remains actually of
[00:17:24.973 --> 00:17:25.414]  We're good to go.
[00:17:41.898 --> 00:17:46.882]  You know, I guess debate the problem of how that memorial is going to go up.
[00:17:46.922 --> 00:17:49.104]  So he changed and twisted the question.
[00:17:49.164 --> 00:17:56.070]  I think we're really jumping to conclusions here if we think that John Kerry has just admitted that there was a controlled demolition.
[00:17:56.110 --> 00:18:00.393]  But there is some reading between the lines in this and it's an interesting topic.
[00:18:00.793 --> 00:18:06.278]  I do, you know, certainly want to get into this and I know Alex is going to come up here very shortly to try to help us dissect it.
[00:18:06.318 --> 00:18:07.999]  Also, somebody from Austin 9-11 Truth
[00:18:09.607 --> 00:18:20.602]  Coming aboard on the program today, and I just can't be prouder of the people here in Austin, Texas And not just Austin because I know people up in Tulsa We were just up in Dallas the people that are brave enough to go up against
[00:18:25.119 --> 00:18:32.642]  I don't know if I'll get into it on the program today on Alex's show.
[00:18:32.682 --> 00:18:35.364]  I definitely will on my program following the show today.
[00:18:36.304 --> 00:18:37.925]  We did an event up in Dallas.
[00:18:40.306 --> 00:18:50.717]  Under about six to seven hours of police harassment and surveillance and I believe it's because I said 9-11 was an inside job and there were some people in Dallas that just frankly didn't want to hear that.
[00:18:51.518 --> 00:18:53.540]  I'll tell you the whole story on my program.
[00:18:53.560 --> 00:19:00.827]  I don't want to go into too much personal and private information here but it was quite an odyssey to say the least.
[00:19:00.847 --> 00:19:02.229]  Going back to this particular
[00:19:03.595 --> 00:19:13.279]  Again, it is just so important to raise the issue of Dr. Stephen Jones' scientific research, to put that in front of these people, to talk about accountability.
[00:19:13.319 --> 00:19:22.542]  And here is a good example of the first woman asking the question in this particular instance, using Carrie's words against him, if I may be so bold.
[00:19:23.371 --> 00:19:40.545]  And that is, he's talking about personal accountability, accountability of course to George W. Bush and the war in Iraq, and using that to say, since you're so interested in accountability, have you seen the research, have you seen the science as it pertains to the World Trade Center towers in 9-11?
[00:19:41.952 --> 00:19:51.020]  And I thought that she just did a great job in that and putting together some of the information that Steven Jones has put out and making him say on the record that he's going to be looking into this.
[00:19:51.060 --> 00:19:58.186]  Now of course we know this is what they always say to try to sidestep the issue and I think in some ways maybe we shouldn't fall for that.
[00:19:58.467 --> 00:20:02.210]  Getting them to say that is good but following up with more questions.
[00:20:02.750 --> 00:20:03.451]  Staying on the ball.
[00:20:03.491 --> 00:20:07.414]  Listening closely to the answers and if they skirt the answers to
[00:20:12.441 --> 00:20:17.225]  They skirt the answers to call them on that and to force them to be accountable.
[00:20:17.245 --> 00:20:18.646]  I believe we're going to break right now.
[00:20:18.666 --> 00:20:19.767]  This is the Alex Jones Show.
[00:20:19.807 --> 00:20:20.368]  I'm Jack Blood.
[00:20:20.388 --> 00:20:20.828]  Stay tuned.
[00:20:37.958 --> 00:20:42.461]  Through the years of providing water filters to America, you've come to us and we've listened.
[00:20:42.801 --> 00:20:46.904]  You asked us to make the water level visible to eliminate the guesswork when refilling the water.
[00:20:47.184 --> 00:20:47.744]  We listened.
[00:20:48.044 --> 00:20:53.027]  You asked for an elevated base so the system could be used in places beside on the edge of a counter.
[00:20:53.308 --> 00:20:53.788]  We listened.
[00:20:54.188 --> 00:20:57.210]  You asked us to develop a filter that was made in the USA.
[00:20:57.630 --> 00:20:58.191]  We listened.
[00:20:58.651 --> 00:21:02.173]  You asked us to include an emergency light for camping and during power
[00:21:02.293 --> 00:21:02.653]  I'm good.
[00:21:19.068 --> 00:21:21.690]  Get the Berkey Lite at the American Water Purifier.
[00:21:21.890 --> 00:21:22.090]  Only $279.
[00:21:22.130 --> 00:21:22.751]  Call New Millennium at 888-803-4438.
[00:21:22.791 --> 00:21:23.031]  That's 888-803-4438.
[00:21:23.071 --> 00:21:24.712]  Or order on the web at BerkeyWater.com.
[00:21:24.752 --> 00:21:25.692]  Now yet available in Iowa.
[00:21:36.175 --> 00:21:37.998]  Hi, Ted Anderson from Midas Resources.
[00:21:38.098 --> 00:21:42.564]  On April 23, 2007, Gold Spot 691 1-ounce gold coins can be purchased for $7.12, $3.58.53 for half, $1.79.26 for quarter-ounce coins at $7.12.98, $3.58.53, and $1.79.26.
[00:21:52.876 --> 00:21:56.459]  We've been hearing the USA has been spending money faster than tax collections.
[00:21:56.519 --> 00:21:59.521]  Now the government has published the document that sounds the alarm.
[00:21:59.621 --> 00:22:08.707]  That's right, the United States Government Accountability Office, the GAO, has published the Long-Term Fiscal Outlook document, clearly stating that the federal debt burden is spiraling out of control.
[00:22:09.027 --> 00:22:14.311]  This will directly affect programs like Social Security to FDIC's ability to insure bank deposits.
[00:22:14.771 --> 00:22:17.074]  Taxation and inflationary printing of the U.S.
[00:22:17.114 --> 00:22:19.557]  dollar are inevitable pressures facing the economy.
[00:22:19.937 --> 00:22:22.019]  Get this document free by calling 800-686-2237.
[00:22:23.281 --> 00:22:26.965]  The USGAO has spelled it out in black and white.
[00:22:27.025 --> 00:22:27.305]  Call 800-686-2237.
[00:22:27.325 --> 00:22:27.505]  That's 800-686-2237.
[00:22:36.354 --> 00:22:38.395]  Do you know the truth about cancer treatments?
[00:22:39.035 --> 00:22:47.939]  Do you realize that with all presently accepted methods, you are not correctly attacking the cancer, and you are mostly fighting to survive the treatment?
[00:22:48.459 --> 00:22:55.582]  Do you realize that mutilating surgery, burning, and the poisoning of your entire system are totally unnecessary?
[00:22:56.306 --> 00:23:01.787]  But now, it's cancer's turn to die with LaceMedInc's patented methodology.
[00:23:02.287 --> 00:23:13.110]  Without cutting, bleeding, drugs, or damaging radiation, we can destroy skin cancer and breast tumors of any size without adverse side effects at our physician's office.
[00:23:13.870 --> 00:23:15.930]  Laser technology at its best.
[00:23:16.450 --> 00:23:17.871]  For more information, call 702-953-7000.
[00:23:20.351 --> 00:23:37.542]  Government is best, which governs least.
[00:23:37.622 --> 00:23:38.883]  Wake up and smell the fascism.
[00:23:39.103 --> 00:23:41.925]  Being in government means never having to say you're sorry.
[00:23:42.285 --> 00:23:45.007]  What part of unconstitutional do not understand, George?
[00:23:45.578 --> 00:23:52.325]  In today's world full of tyranny and injustice, sometimes it seems the only thing we still have is our freedom of speech.
[00:23:52.866 --> 00:24:00.533]  Exercise your freedom of speech by purchasing your choice of hundreds of different Liberty Stickers from humorous to serious at LibertyStickers.com
[00:24:01.474 --> 00:24:05.138]  LibertyStickers.com can even customize your own bumper stickers.
[00:24:05.338 --> 00:24:07.480]  It's time to stand up for what you believe.
[00:24:07.841 --> 00:24:08.882]  Invest in your freedom.
[00:24:09.142 --> 00:24:13.847]  Get your stickers at LibertyStickers.com for your family, friends, and community.
[00:24:14.267 --> 00:24:16.229]  Go to LibertyStickers.com or call 877-873-9626.
[00:24:19.913 --> 00:24:21.496]  That's 877-873-9626 and express your freedom of speech today.
[00:24:21.556 --> 00:24:21.736]  Call 877-873-9626.
[00:24:21.776 --> 00:24:21.997]  That's 877-873-9626.
[00:24:56.160 --> 00:24:58.365]  We're good to go.
[00:25:03.255 --> 00:25:09.600]  Thanks for tuning in to the Genesis Communications Network, the Alex Jones Show.
[00:25:09.760 --> 00:25:12.763]  I'm Jack Blood, your radio gun, sitting in for Alex Jones.
[00:25:12.783 --> 00:25:17.847]  He should be popping up with us here in about six minutes on the show today to help us cover some breaking news in the program.
[00:25:17.867 --> 00:25:27.355]  We'll be going to your calls shortly thereafter, and I'm told that Joseph Kilgus will be joining us from the 9-11 Truth Group that took on John Kerry here over the weekend.
[00:25:27.415 --> 00:25:28.056]  Great story.
[00:25:28.576 --> 00:25:30.617]  I love reporting these things from around the country.
[00:25:30.677 --> 00:25:32.817]  This is the difference that we really see.
[00:25:32.857 --> 00:25:39.539]  This is the difference between 2007 9-11 truth or truth in general and say 2005.
[00:25:40.100 --> 00:25:53.264]  People are really taking it to them and of course it couldn't have been more evident on the fifth anniversary of 9-11 at Ground Zero where roughly 2,000 people in identical Investigate 9-11 t-shirts were at Ground Zero.
[00:25:53.664 --> 00:25:54.344]  Alex Jones
[00:25:55.851 --> 00:25:57.733]  A great moment in his career, I think.
[00:25:58.394 --> 00:26:00.176]  As brave as you can possibly be.
[00:26:00.557 --> 00:26:08.967]  Bullhorned round zero with 9-11 as an inside job before he went on to bullhorn the CFR and Silverstein properties.
[00:26:10.357 --> 00:26:17.543]  This is really the difference now in 2007, and this is something that I don't think we'll be rolling back on.
[00:26:17.563 --> 00:26:19.685]  I think this is something that's going to gain momentum.
[00:26:19.705 --> 00:26:34.918]  The more of you out there who see that you can get away with these truth actions and do so with a modicum of publicity and a lot of support, the more people that are going to do it and the more scared the government is going to be of the people.
[00:26:34.958 --> 00:26:37.380]  Of course, you remember the old adage, the old quote,
[00:26:38.254 --> 00:26:45.916]  A people that are afraid of their government receive tyranny, and a government afraid of the people project liberty.
[00:26:45.936 --> 00:26:49.476]  And this is something always very important to remember.
[00:26:49.536 --> 00:26:50.336]  Don't be scared.
