[00:00:00.950 --> 00:00:01.770]  You want answers?
[00:13:50.340 --> 00:13:51.961]  I've operated in many countries.
[00:13:52.741 --> 00:14:03.307]  And, you know, when Admiral Stansfield Turner was telling the Congress that he was trying to find the MKUltra children, this guy came up to me during that time in 1978.
[00:14:03.407 --> 00:14:06.689]  And I was in Korea at the time.
[00:14:07.349 --> 00:14:12.932]  And, you know, it's a long story, but I don't want to get into it because it has national security things.
[00:14:13.564 --> 00:14:22.551]  But this is true, and it took two years from the day you said it on the radio for me to admit to myself that I'm one of these MK Ultras.
[00:14:22.952 --> 00:14:33.480]  Well, there's tens of thousands that we know of, but what's interesting about all of this is that David Icke wrote about it, but you didn't even believe it.
[00:14:33.520 --> 00:14:36.223]  You didn't know that it was declassified and admitted.
[00:14:36.683 --> 00:14:36.903]  Right.
[00:14:37.143 --> 00:14:38.825]  I thought it was the craziest thing I ever heard.
[00:14:39.395 --> 00:14:46.263]  I found out later a guy called John Marks wrote a book called In Search of the Manchurian Candidate, Mind Control in America.
[00:14:46.323 --> 00:14:49.987]  He did this from 16,000 pages of CIA documents.
[00:14:50.568 --> 00:14:54.953]  And then I found out about the church, Senator Church hearings, and I read everything.
[00:14:55.433 --> 00:14:59.598]  And when I came across Dr. Ross, because he was down in the medical details,
[00:15:00.157 --> 00:15:01.378]  I appreciate what you did.
[00:15:01.398 --> 00:15:03.139]  It's a great service.
[00:15:03.179 --> 00:15:05.680]  When you wake up in the morning, I want you to feel good that you helped somebody.
[00:15:21.684 --> 00:15:22.304]  Well, I try.
[00:15:22.324 --> 00:15:22.905]  I try.
[00:15:22.925 --> 00:15:24.846]  And I appreciate your call, Ken.
[00:15:25.766 --> 00:15:28.147]  I don't doubt that Ken's telling the truth.
[00:15:28.167 --> 00:15:39.153]  See, that's the problem with David Icke, and I'm going to get him back on the show in the near future, is David will talk about MKUltra, he'll talk about the Private Federal Reserve, he'll talk about Bohemian Grove, he'll talk about other Satanism, and all of it's true.
[00:15:39.633 --> 00:15:43.114]  About 95% of what Icke says is absolutely well documented.
[00:15:43.475 --> 00:15:44.515]  He's very well spoken.
[00:15:44.535 --> 00:15:45.916]  I mean, he's a championship goalie.
[00:15:46.376 --> 00:15:48.857]  He was the national presenter for championship games.
[00:15:48.877 --> 00:15:49.898]  I mean, he's like the
[00:15:50.658 --> 00:15:53.319]  Madden of soccer, of football over there.
[00:15:54.059 --> 00:15:55.640]  They call it football, we call it soccer.
[00:15:56.440 --> 00:16:03.022]  But he's a very well spoken, very charismatic guy and he says all these true things and then he says blood drinking lizards run it.
[00:16:03.622 --> 00:16:06.543]  And then his evidence of that I don't really think is very compelling.
[00:16:09.144 --> 00:16:13.445]  But it kind of discredits a lot of what we do, but I like David, he's a nice guy.
[00:16:15.835 --> 00:16:17.556]  Let's go ahead and talk to Steve in Texas.
[00:16:17.596 --> 00:16:18.357]  Steve, you're on the air.
[00:16:18.937 --> 00:16:20.318]  Yeah, good afternoon, Alex.
[00:16:20.538 --> 00:16:21.078]  Hi.
[00:16:22.019 --> 00:16:38.689]  First of all, I just wanted to say that I am so appreciative of what you and so many others are doing, because I was first made aware of the conspiracy way back in the, I guess, late 80s, early 90s, through the work that the John Birch Society has done.
[00:16:39.551 --> 00:16:45.275]  I believe the guy's name was John McManus, came out with a book called Global Tyranny, step-by-step about the UN.
[00:16:45.616 --> 00:17:01.527]  No, no, their fruits are wonderful, they've educated so many people, and then people try to come out and say that they're government agents, and then their evidence is that one of the board members was Jewish, as if if you're Jewish that means you're automatically evil.
[00:17:02.628 --> 00:17:08.814]  But ignore all the incredible work of the John Birch Society and all the things they've done, all the people they've woken up.
[00:17:09.394 --> 00:17:10.876]  And I mean, they were the first, really.
[00:17:10.896 --> 00:17:13.358]  And then people demonize them.
[00:17:13.778 --> 00:17:19.984]  I mean, I get mad at them because they're not hardcore enough, they're not fast-moving enough, you know, they're backwards a little bit.
[00:17:20.865 --> 00:17:24.588]  But overall, we owe a debt to them, and they're certainly not government agents.
[00:17:24.688 --> 00:17:25.149]  Yes, sir.
[00:17:25.249 --> 00:17:27.371]  And I just wanted to share a couple quick things.
[00:17:28.350 --> 00:17:30.491]  First of all, I don't have a lot of money.
[00:17:30.551 --> 00:17:35.534]  I would love to buy 10,000 of your DVDs and send them to people all over the place.
[00:17:35.914 --> 00:17:37.595]  This is what I want to encourage people about.
[00:17:38.216 --> 00:17:39.516]  Everybody can do their part.
[00:17:39.556 --> 00:17:44.019]  What I've been doing is, I'm doing a simple thing and this is real easy.
[00:17:44.159 --> 00:17:44.959]  Anybody can do this.
[00:17:45.079 --> 00:17:46.020]  I'm telling people,
[00:17:46.676 --> 00:17:49.997]  Go to Google, put in your search, two words, End Game.
[00:17:50.017 --> 00:17:57.319]  When you get the first of the results, End Game by Alex Jones, I tell them it's a two-hour, 19-minute documentary, and I tell them, watch it.
[00:17:57.339 --> 00:17:59.560]  I ask people, have you ever heard of eugenics?
[00:18:00.000 --> 00:18:02.321]  Most people have not.
[00:18:02.381 --> 00:18:04.241]  Do you know about the Trans-Texas Quarter?
[00:18:04.261 --> 00:18:05.682]  A lot of people don't know about that.
[00:18:05.762 --> 00:18:06.882]  So I tell them, you need to go.
[00:18:07.728 --> 00:18:08.448]  And it's amazing.
[00:18:08.488 --> 00:18:12.969]  I have had people come back to me saying, wow, I didn't realize this stuff was going on.
[00:18:13.009 --> 00:18:14.389]  Well, that's what I always say.
[00:18:14.470 --> 00:18:25.292]  I mean, I just did three hours of radio and did a one-time plug that we're carrying a video, American Drug War, that exposes the government shipping the drugs in and it's all a fraud.
[00:18:25.772 --> 00:18:28.353]  If everybody saw that, we could end this.
[00:18:28.913 --> 00:18:30.553]  Or even a majority of people saw it.
[00:18:31.293 --> 00:18:34.594]  Same thing with Endgame or Terror Storm, a loose change final cut.
[00:18:35.174 --> 00:18:37.899]  And those are all available on the internet for free.
[00:18:38.419 --> 00:18:43.067]  People that can't afford them need to know that we can't go on making films if somebody doesn't buy some of these from us.
[00:18:43.568 --> 00:18:47.254]  But at the same time, it doesn't even matter because if you don't have money...
[00:18:48.365 --> 00:18:51.846]  Or even if you do have money, spread the word about how they're free on the web.
[00:18:51.886 --> 00:19:03.070]  I mean, there's so much promotion that's gone into some fictional 9-11 book about peak oil, which is fine with me, but I don't know why all that energy, and I interviewed the guy, too, to be nice, but it's like now that's everything.
[00:19:03.110 --> 00:19:07.532]  You just push this one thing instead of all the free videos.
[00:19:07.872 --> 00:19:09.432]  You know, Americans watch now.
[00:19:09.452 --> 00:19:10.673]  They don't read predominantly.
[00:19:11.093 --> 00:19:11.633]  Right.
[00:19:11.693 --> 00:19:24.860]  And the power of saying, hey, here's Terror Storm on Google, or here's Endgame, or if you have $5.95 a month, get a PrisonPlanet.tv member and watch Endgame in super high quality, it's almost DVD quality, and burn it to disk in higher quality.
[00:19:24.880 --> 00:19:30.483]  I mean, if you have the money, it's pretty cheap to buy 10 DVDs and burn 10 copies of Endgame.
[00:19:30.803 --> 00:19:33.124]  But if you can't afford it, send them to the free web.
[00:19:33.744 --> 00:19:38.506]  All I want to do is not die for nothing, you know, at the end of my life.
[00:19:38.666 --> 00:19:40.467]  I want to fight these criminals.
[00:19:40.507 --> 00:19:42.068]  I mean, I want to expose these people.
[00:19:42.508 --> 00:19:45.470]  You know, and you mentioned, Alex, about, now, I am a Christian.
[00:19:45.490 --> 00:20:00.517]  I've been saved for 29 years, but it galls me that so many people out there that say they're Christians that believe the Bible, you know, you use the word conspiracy, and they look at you, and they give you this deer-in-the-headlights stare response, like, oh, you're crazy, but yet,
[00:20:01.109 --> 00:20:26.464]  That's a Bible term, and the Bible predicts there's going to be a conglomeration of the world's leaders that are going to gather together, and there are talks about reductions in the world's population, drastic reductions, and ultimately they're fighting against God under their master, the devil, and it just got me, and you brought this out so much, the dumbing down of our whole society means people are just too busy
[00:20:26.949 --> 00:20:39.053]  With things that do not matter, and the reason our founding fathers were able to accomplish what they did with the revolution was because they were united, they weren't distracted with all this nonsense that we have today.
[00:20:39.533 --> 00:20:41.393]  I don't care who shot J.R.
[00:20:41.874 --> 00:20:48.996]  and how the last episode of Friends is gonna end, and who won, you know, American Idol and all this junk.
[00:20:49.396 --> 00:20:56.418]  I care about the fact that we have this very precious commodity called liberty that's a God-given commodity,
[00:20:56.917 --> 00:20:57.618]  And you know what?
[00:20:57.698 --> 00:21:07.104]  If we don't do what you've promoted on your show, which is eternal freedom, in order to maintain freedom, we have to have eternal vigilance.
[00:21:07.264 --> 00:21:10.026]  I hear you, and amen to all of that, Steve.
[00:21:10.706 --> 00:21:14.349]  Now let's go ahead and talk to Vince in Nebraska.
[00:21:14.789 --> 00:21:15.769]  Vince, thanks for holding.
[00:21:15.789 --> 00:21:16.410]  You're on the air.
[00:21:16.430 --> 00:21:17.631]  Hi, Alex.
[00:21:18.011 --> 00:21:18.291]  Hello.
[00:21:18.311 --> 00:21:21.093]  I took the bait and decided to call in for the first time.
[00:21:21.833 --> 00:21:22.554]  Good to hear from you.
[00:21:25.038 --> 00:21:27.099]  Take care of some local business here.
[00:21:27.139 --> 00:21:36.163]  I've heard you talk about comprehensive annual financial reports, and I'm going to University of Nebraska here, and they keep jacking up the tuition.
[00:21:36.203 --> 00:21:38.784]  They added an engineering fee on this and everything.
[00:21:38.844 --> 00:21:45.707]  I looked at the report for last year, and it was, boy, there's never a paper trail.
[00:21:45.787 --> 00:21:51.149]  I never saw one before, if that isn't it.
[00:21:52.090 --> 00:21:52.730]  I was wondering,
[00:21:53.800 --> 00:22:00.013]  How could I go about maybe fighting this and maybe, you know, exposing this?
[00:22:02.633 --> 00:22:05.215]  Well, most people don't like paperwork.
[00:22:05.275 --> 00:22:06.116]  Lord knows I don't.
[00:22:07.497 --> 00:22:14.363]  And you can send off your state comprehensive annual financial report, federal ones, different agencies, water districts, school districts, colleges.
[00:22:14.963 --> 00:22:16.104]  You'll always find the same.
[00:22:16.224 --> 00:22:24.431]  Some small 400-person town will have $100 million in slush funds and companies owned and run by the mayor or invested somewhere.
[00:22:25.151 --> 00:22:26.592]  And all they ever talk about is the budget.
[00:22:26.752 --> 00:22:27.413]  Oh, we're broke.
[00:22:27.453 --> 00:22:29.234]  We don't have money on the budget.
[00:22:29.274 --> 00:22:30.515]  That's exactly right.
[00:22:30.535 --> 00:22:37.841]  But the budget, for those that don't know, is what they allot to spend and talk about in the media, while they have the whole second set of books.
[00:22:37.921 --> 00:22:38.761]  It's the whole world.
[00:22:39.682 --> 00:22:45.847]  And if people don't find out what the Comprehensive Annual Financial Reports are, and now they're hidden in plain view, they'll just keep being slaves.
[00:22:45.887 --> 00:22:47.588]  But they won't fill the potholes.
[00:22:47.628 --> 00:22:49.349]  They won't fix the squad car radios.
[00:22:50.470 --> 00:22:53.513]  They'll let schools shut down as stunts.
[00:22:54.453 --> 00:23:02.879]  Well, I heard they're cooking the books for, you know, computers missing and, you know, nobody cares and just life goes on.
[00:23:03.599 --> 00:23:05.721]  And I just thought maybe it'd be nice to do something.
[00:23:07.195 --> 00:23:17.180]  I mean, look, the University of Texas, last time I looked, had fifty, just a few years ago it was twenty-four, fifty-something billion off-budget, just in cream cash.
[00:23:17.200 --> 00:23:19.701]  And then they've got hundreds of billions in assets.
[00:23:20.721 --> 00:23:23.863]  The university and the students is a very small part of what they do now.
[00:23:24.463 --> 00:23:27.764]  And then it's only Bebo and the football game and kind of a facade.
[00:23:29.145 --> 00:23:35.551]  Doubling tuition, and increasing parking, and people in state gotta pay out the nose, and it's all paid for.
[00:23:35.611 --> 00:23:38.654]  It's all taxpayer funded, but it's a private organization.
[00:23:39.315 --> 00:23:41.517]  And then they went and financed buying the Rangers.
[00:23:41.557 --> 00:23:43.959]  They went and, you know, this is just the University of Texas at Austin.
[00:23:44.340 --> 00:23:48.664]  They financed buying and making Clear Channel, then handing it over to Mitt Romney's company.
[00:23:48.684 --> 00:23:49.645]  That deal's fallen through.
[00:23:50.305 --> 00:23:53.287]  And it's just all, that's why UT is so important.
[00:23:53.628 --> 00:23:57.871]  All these guys that work at the university, it's the biggest university in the world, and it's a private business.
[00:23:58.271 --> 00:24:02.595]  The students, and people wonder why you don't see professors there anymore, or there's not even really teaching.
[00:24:03.175 --> 00:24:10.841]  It's all either research into controlling or psych warfare, or weapons development, or marketing, or it's tuition.
[00:24:11.162 --> 00:24:12.823]  You send your kids to learn nothing.
[00:24:13.942 --> 00:24:14.422]  Basically.
[00:24:14.923 --> 00:24:19.685]  Unless it's a medical school or engineering side, and then it's some foreigner teaching you.
[00:24:19.805 --> 00:24:20.566]  It's a total scam.
[00:24:20.606 --> 00:24:21.306]  I appreciate your call.
[00:24:22.187 --> 00:24:23.688]  Yeah, go ahead.
