[00:00:05.593 --> 00:00:09.515]  We're good to go.
[00:13:01.227 --> 00:13:01.767]  Translating the War.
[00:13:20.985 --> 00:13:24.286]  And how great it is that we have all these foreigners making up our military.
[00:13:25.146 --> 00:13:32.668]  So just absolutely incredible to see this happening.
[00:13:34.549 --> 00:13:37.670]  You can go read that report for yourself if you live in Austin.
[00:13:37.710 --> 00:13:38.750]  This is a free newspaper.
[00:13:38.770 --> 00:13:40.731]  It's going to the Dallas Observer.
[00:13:41.656 --> 00:13:44.359]  The San Francisco has a weekly paper.
[00:13:44.439 --> 00:13:45.280]  It's very, very popular.
[00:13:45.660 --> 00:13:46.741]  But again, I'm seeing this everywhere.
[00:13:47.642 --> 00:14:00.635]  In other propaganda, I was in the gas station last night getting some gas, and I noticed that at quite a few gas stations lately I've been seeing this flyer, or similar flyers, and it says, Stop Child Abuse.
[00:14:00.655 --> 00:14:02.857]  We're going to show you a little bit closer shot of that.
[00:14:03.298 --> 00:14:04.779]  Stop Child Abuse.
[00:14:05.720 --> 00:14:08.963]  And over a million children a year are taken from their parents and growing.
[00:14:08.983 --> 00:14:12.206]  There are federal bounties on children's heads.
[00:14:12.607 --> 00:14:23.818]  The federal government admits, the Justice Department admits, and it's also been a Newsweek cover story, that in government custody, in foster care control, children are five times more likely to be abused or die
[00:14:24.198 --> 00:14:25.680]  Than anyone else.
[00:14:25.980 --> 00:14:32.327]  So I wonder why they're not putting out brochures everywhere about stopping government child abuse when they're the biggest offender.
[00:14:32.367 --> 00:14:34.689]  And how horrible it is and how terrible it is.
[00:14:35.050 --> 00:14:46.042]  I wonder why there aren't flyers about the Texas Youth Commission caught by the Texas Rangers selling the children in their custody into prostitution in the prison facilities.
[00:14:46.682 --> 00:15:14.099]  uh... and uh... why that got swept under the rug don't know about it google texas youth commission uh... and what's happening to the children there and there are all these private adoption agencies in these churches in these big institutions hundreds of thousands of dollars every child they get adopted out uh... huge government contracts uh... some of the owners of these that i've seen in in just this texas state budget uh... some of the directors of these things are making millions of dollars a year apiece and so what happens is
[00:15:15.600 --> 00:15:22.967]  Now, you hear about a child in front of witnesses falling off a jungle gym, and they take them to the hospital and the CPS comes and takes them.
[00:15:23.367 --> 00:15:35.757]  Or you hear about everybody who has their child in Head Start now, that's considered government welfare under eugenics, and they get three CPS visits to the home, the public doesn't know they can refuse it, and they come in and find dirty dishes or something and take their children.
[00:15:36.678 --> 00:15:41.923]  They are now taking people's children if they're not basically obese, they're also taking people's children if they are obese.
[00:15:43.043 --> 00:15:43.663]  I don't think so.
[00:15:58.869 --> 00:16:04.391]  And so the special family courts were set up to decide whether you'd be sterilized to find out if you were even allowed to have children.
[00:16:04.671 --> 00:16:09.393]  And they took a lot of the children of poor families and institutionalized them and did chemical and biological testing on them.
[00:16:09.713 --> 00:16:11.374]  Am I saying there aren't some good orphanages?
[00:16:11.434 --> 00:16:14.935]  Am I saying that there aren't some good foster parents out there?
[00:16:15.155 --> 00:16:15.836]  Certainly there are.
[00:16:16.036 --> 00:16:21.238]  But the system itself is predatory and violates due process and abuses many more children than they help.
[00:16:22.478 --> 00:16:25.340]  The state will not investigate these orphanages.
[00:16:25.940 --> 00:16:27.581]  The state will not engage in oversight.
[00:16:27.801 --> 00:16:30.642]  They will not investigate all the tens of thousands of deaths every year.
[00:16:31.863 --> 00:16:34.204]  The children locked up and starved to death in cages.
[00:16:34.925 --> 00:16:39.727]  Just a few days ago in California, a kid bust loose, all beaten and bloody with a chain on his leg.
[00:16:40.068 --> 00:16:40.908]  They go and bust him.
[00:16:41.308 --> 00:16:43.349]  And I said, you watch, it's going to be foster parents.
[00:16:43.389 --> 00:16:43.950]  Well, it was.
[00:16:44.250 --> 00:16:47.912]  A foster parent had sold them to the pedophiles.
[00:16:47.972 --> 00:16:49.793]  And I, by the way, predicted this on air and it came out.
[00:16:50.093 --> 00:16:51.194]  Because I've seen it a million times.
[00:16:52.779 --> 00:16:58.863]  Because every time they said that he'd been in foster care, but it had run away, and I said, no, you watch.
[00:16:59.444 --> 00:17:01.165]  They sold him, because that's what they do.
[00:17:01.665 --> 00:17:07.149]  You see, foster care has the highest turnover of any state or federal job.
[00:17:08.365 --> 00:17:10.648]  Okay, the CPS workers have the highest turnover.
[00:17:10.688 --> 00:17:11.108]  It's more than 50%.
[00:17:11.309 --> 00:17:12.390]  You can pull that up.
[00:17:12.730 --> 00:17:12.970]  More than 50%.
[00:17:13.651 --> 00:17:14.292]  Why is that?
[00:17:14.873 --> 00:17:19.218]  Because moral people think they're going to go help children that are being neglected or beaten or tortured or hurt.
[00:17:19.678 --> 00:17:22.442]  They get in and they find out that it's two other groups in there.
[00:17:22.722 --> 00:17:25.685]  The sociopaths that just want the bounties on every child they kidnap.
[00:17:26.676 --> 00:17:44.839]  And the big corrupt orphanages and organizations that get federal money for drugging the kids and their special needs, or if it's a healthy baby, you know, you're getting $200,000, $300,000, $400,000, on average about $200,000, but sometimes $500,000 in fees, especially if it's blonde hair, blue eyed, that's on record, that that's what happens.
[00:17:45.848 --> 00:17:58.035]  So, I wanted to talk about the fact that the government will not investigate itself, and so that's why all of this is so ripe for abuse.
[00:17:58.676 --> 00:18:02.918]  And that's why we're seeing such incredible, abhorrent things happening.
[00:18:03.679 --> 00:18:08.682]  But if you pull up the California case, just type in California case, shackled boy.
[00:18:09.929 --> 00:18:25.052]  And then you go back, I guess it came out about a week ago, the day it happened I said, folks, they say he ran away from foster parents, watch, I bet you a million bucks, I said this on air, when we get more staff I'm going to have him waiting and whenever I say something pulling it up and playing it on air from when I said it the week before.
[00:18:25.352 --> 00:18:37.094]  And it came out this weekend, it was in the newspapers in California, that indeed the foster parents had basically done some transaction and sold this child out to him.
[00:18:38.723 --> 00:18:46.069]  Remember, four years ago in Florida, it came out that 3,500 plus children were missing out of foster care.
[00:18:46.330 --> 00:18:49.773]  And they kept finding them dead, kept finding them tortured, kept finding them in other states.
[00:18:50.153 --> 00:19:00.482]  They were being sold, and then when a child disappears, 2, 3, 4, 5, 6, 10 years old, there's no Amber Alert, there's no National Alert, they just say, we don't know where the child is or they're a runaway.
[00:19:01.707 --> 00:19:06.497]  And then, nine times out of ten, they're being sold by the foster parents to pedophile rinks.
[00:19:06.878 --> 00:19:09.864]  So why do you have this massive 50 plus percent turnover?
[00:19:11.072 --> 00:19:23.978]  What's happening is good people get in and go, my God, I was here really to help children, and then they leave, and then it's only the pedophiles that are one group, and I don't know what percentage that is, but it's admitted the highest percentage of pedophiles out there are truancy officers, CPS workers.
[00:19:24.238 --> 00:19:26.659]  They're constantly getting caught, and that's in basic criminology.
[00:19:26.679 --> 00:19:34.283]  If you go take that at a major university or pull up those crime statistics, you hear about all the time teachers and foster care workers raping kids, and they finally do get caught because they'll do it publicly.
[00:19:34.303 --> 00:19:36.224]  It's in the news every day, but they're trying to downplay it.
[00:19:37.216 --> 00:19:40.717]  Or they'll say a parent rapes their child, and you read the fine print, foster parent.
[00:19:41.097 --> 00:19:42.278]  Nine times out of ten, literally.
[00:19:42.978 --> 00:19:44.598]  I mean, just check this out for yourself.
[00:19:44.658 --> 00:19:45.579]  This is unbelievable.
[00:19:45.839 --> 00:19:52.461]  So there's the sociopaths that just want the money, the headhunters, that want the federal and state money, the bounty on children, and there is one.
[00:19:53.602 --> 00:19:59.004]  Or it's the pedophiles, and that's all that's left in the foster care situation.
[00:19:59.044 --> 00:20:05.127]  So this is the total dehumanization that we are talking about here.
[00:20:06.007 --> 00:20:13.210]  So I don't know about STRAY, a children at heart ministry helping life's darkest hours.
[00:20:13.270 --> 00:20:15.651]  I don't know if it's a good, bad, or indifferent organization.
[00:20:16.892 --> 00:20:22.440]  But let me tell you, the nomenclature that they have here does not sound good in any way.
[00:20:22.500 --> 00:20:29.391]  So let me just read this to you, then I'm going to cover the Ebola in pigs, which is just unbelievable in the Philippines.
[00:20:29.811 --> 00:20:31.514]  And then, I guess I didn't think about this.
[00:20:32.515 --> 00:20:33.796]  I can look over here and get my caller.
[00:20:33.876 --> 00:20:39.060]  Soon we're going to have a laptop in here or a built-in system so I can more readily check that out.
[00:20:39.100 --> 00:20:40.401]  But I see your calls coming in.
[00:20:40.781 --> 00:20:47.186]  Sherry in Texas, Tim in Houston, Chris in Tampa, Leo in Mass, JT in Colorado, and many, many others.
[00:20:47.206 --> 00:20:48.847]  So your calls are coming up.
[00:20:48.907 --> 00:20:50.088]  But let me just read this.
[00:20:50.289 --> 00:20:51.610]  Now imagine, you've got all these do-gooders.
[00:20:52.350 --> 00:21:01.755]  Reading CPS billboards about stop-abuse children, in between the billboards saying report illegal guns, that show a picture of a revolver, so that everybody thinks revolvers are illegal when they're not.
[00:21:01.795 --> 00:21:04.036]  See, this is all brainwashing, using your tax money.
[00:21:04.236 --> 00:21:06.897]  Half the billboards I see in Texas now are government propaganda.
[00:21:06.917 --> 00:21:09.738]  It's like we live in North Korea or something on that front.
[00:21:09.758 --> 00:21:15.041]  I mean, that's not a free society when half the billboards are government propaganda about tattle on your neighbor, spy on your neighbor.
[00:21:16.172 --> 00:21:19.556]  Now listen to this, there's no excuse for child abuse.
[00:21:20.377 --> 00:21:24.962]  Each year there are tens of thousands of confirmed cases of child abuse or neglect in Texas.
[00:21:25.603 --> 00:21:28.707]  Tens of thousands of confirmed, but there's no due process, there's no jury.
[00:21:30.609 --> 00:21:35.494]  Just these eugenics courts set up 80 years ago, 90 years ago, depending on what state,
[00:21:36.633 --> 00:21:40.454]  Who had the power to just grab you off the street with no jury or anything and just sterilize you.
[00:21:40.874 --> 00:21:42.695]  That's what the family courts were founded for.
[00:21:43.215 --> 00:21:44.275]  And they're not due process.
[00:21:44.295 --> 00:21:45.676]  They're extra constitutional.
[00:21:45.936 --> 00:21:48.977]  They're outside the purview of checks and balances, the Constitution Bill of Rights.
[00:21:49.737 --> 00:21:51.637]  And people say, well, how does that happen with the Constitution Bill of Rights?
[00:21:52.037 --> 00:21:53.218]  Well, you have to enforce that.
[00:21:53.698 --> 00:21:57.299]  You know, black people weren't considered human and they could be lynched for no reason.
[00:21:59.161 --> 00:22:01.303]  They weren't allowed to own guns when everybody else was.
[00:22:02.063 --> 00:22:05.106]  That was against the Constitution, but people had to stand up and demand their rights.
[00:22:05.426 --> 00:22:10.650]  So that's why we have these criminal, predatory courts where the judges even get part of the money of seized children.
[00:22:11.510 --> 00:22:16.774]  Each year there are tens of thousands of confirmed cases, you mean in your kangaroo court, of child abuse or neglect in Texas.
[00:22:17.515 --> 00:22:20.077]  This includes emotional, physical, or sexual abuse.
[00:22:20.097 --> 00:22:23.600]  Now, there's no law saying you can't scream at your children when they run out the street.
[00:22:24.740 --> 00:22:25.741]  There's no law saying that.
[00:22:26.322 --> 00:22:27.463]  But they will take your children
[00:22:28.243 --> 00:22:45.549]  If you don't know your rights and don't defend yourself, and they're teaching the public, and they teach you here, if somebody screams at a child, now the government can taser a five-year-old, and the teachers can scream at you, and the cops can scream at you, but parents can't say, no, stay away from that space heater, or no, you do not go in the street, I've told you!
[00:22:46.749 --> 00:22:50.851]  By the way, it's not illegal to spank your child, but they still seize children for that.
[00:22:52.711 --> 00:22:57.293]  This includes emotional, emotional, physical or sexual abuse,
[00:22:58.564 --> 00:23:03.788]  Pain that no child should be forced to endure until they get in government-controlled hands and they're five times more likely.
[00:23:03.808 --> 00:23:06.449]  Until they get locked up in a cage and fed one hot dog a day.
[00:23:07.290 --> 00:23:12.333]  By the way, the government has ruled, you can pull this up, that foster parents are allowed to cage children.
[00:23:12.553 --> 00:23:16.436]  But if you cage your child, which I'm not for, you get in trouble.
[00:23:17.036 --> 00:23:19.078]  So they warehouse them, they cage them, they get money for them.
[00:23:19.278 --> 00:23:20.799]  And they get more when they put them on drugs.
[00:23:21.059 --> 00:23:26.643]  That's why more than two-thirds of American foster children are on, on average, seven psychotropic drugs.
[00:23:28.032 --> 00:23:29.875]  Pain that no child should be forced to endure.
[00:23:30.356 --> 00:23:32.259]  It is pain that can last a lifetime.
[00:23:32.920 --> 00:23:37.007]  In Williamson and Travis County, thousands of cases of child abuse or neglect are investigated each year.
[00:23:37.268 --> 00:23:39.271]  Confirmed cases leave innocent children victimized.
[00:23:40.117 --> 00:23:41.598]  Scarred and emotionally damaged.
[00:23:42.259 --> 00:23:45.822]  Abuse and neglect does not simply affect one child or one family.
[00:23:46.263 --> 00:23:47.744]  It is felt in schools, neighborhoods, and communities.
[00:23:48.104 --> 00:23:51.927]  Most frequently, the cycle of child abuse can repeat itself in families, generation after generation after generation.
[00:23:51.947 --> 00:23:53.989]  See, this is the state coming in and taking over families.
[00:23:54.570 --> 00:23:57.272]  We can stop child abuse, but children can't always speak for themselves.
[00:23:57.632 --> 00:23:59.054]  Sometimes we have to speak for them.
[00:23:59.714 --> 00:24:03.678]  Now, let's hear what they say could be signs of abuse.
[00:24:04.619 --> 00:24:05.800]  The child's being bad.
[00:24:06.060 --> 00:24:07.101]  School, gotta be taken.
[00:24:08.103 --> 00:24:17.888]  The first step in helping an abused or neglected child, or a child that's drunk a bunch of Coca-Cola, is to recognize the symptoms and signs of abuse, whether it's neglect or physical, sexual or emotional abuse.
[00:24:18.168 --> 00:24:19.789]  Here are some of the signs you should look for.
[00:24:20.129 --> 00:24:24.071]  A child shows signs of malnutrition, or begs or hoards food.
[00:24:25.912 --> 00:24:29.014]  Really, my kids are pretty plump, but they're always begging for sweet treats.
[00:24:29.534 --> 00:24:30.455]  Sorry, gotta take them.
[00:24:31.414 --> 00:24:32.174]  Poor hygiene!
[00:24:32.615 --> 00:24:40.639]  You see, if a child wipes their nose at school, on their shirt, and they see that snot, a little bit of snot, that's in the CPS manuals.
[00:24:40.720 --> 00:24:41.180]  Kid's gone.
[00:24:43.341 --> 00:24:46.423]  You turn them over to them, they get snot on their face, gone.
[00:24:48.464 --> 00:24:49.985]  I've been there, I've seen them take kids for this.
[00:24:52.106 --> 00:24:52.607]  Unattended.
[00:24:53.587 --> 00:24:55.167]  Physical or mental problems?
[00:24:55.568 --> 00:24:58.288]  Well, they say everything's a mental problem now, and they threaten parents all the time.
[00:24:58.568 --> 00:25:08.131]  The school aren't doctors, but they say, you put your child on Prozac, you put them on Ritalin, they don't tell them, stop giving them soft drinks, or the school shouldn't be giving them Cokes and sweets and all the stuff that makes them crash.
[00:25:09.572 --> 00:25:10.532]  Nutrition's all of it.
[00:25:11.392 --> 00:25:17.034]  Oh, they say, you don't put your child on Ritalin, we're going to take them, and they do it every day across the nation.
[00:25:17.972 --> 00:25:19.917]  See how they disguise all this psychological warfare.
[00:25:20.157 --> 00:25:25.891]  The child shows signs of malnutrition or begs or hoards for food, poor hygiene, unintended physical or mental problems.
[00:25:30.023 --> 00:25:31.164]  So that's anything they want.
[00:25:31.725 --> 00:25:34.167]  The parent or caregiver abuses drugs or alcohol.
[00:25:34.207 --> 00:25:35.027]  See, they don't tell you.
[00:25:35.728 --> 00:25:36.389]  You go in.
[00:25:36.789 --> 00:25:37.670]  They're now doing this.
[00:25:37.710 --> 00:25:38.551]  I've seen the news reports.
[00:25:38.891 --> 00:25:42.014]  And they ask you, hey, are you a drinker before you have this surgery on your gallbladder?
[00:25:42.314 --> 00:25:43.735]  Yeah, I drink a few beers every night.
[00:25:43.755 --> 00:25:47.558]  I remember one case, they took the guy's kids because he said, yeah, I drink a six pack every night.
[00:25:47.919 --> 00:25:48.399]  No logging.
[00:25:48.419 --> 00:25:48.960]  Took his kids!
[00:25:51.642 --> 00:25:54.885]  And see, it was all, no judge, no jury, none of these did it.
