[00:00:00.249 --> 00:00:01.330]  Government cover-ups.
[00:02:03.877 --> 00:02:12.144]  And then I'm going to get some to the esoteric agenda of the New World Order and their language, their ancient esoteric language that is all around us.
[00:02:12.184 --> 00:02:13.626]  That's how they all communicate with each other.
[00:02:13.646 --> 00:02:15.027]  They're all taught the language.
[00:02:15.869 --> 00:02:23.657]  And it is a code broken centuries ago and available to all of us, but the average person is not even aware of it.
[00:02:24.157 --> 00:02:26.159]  The Global Crime Syndicate has its own language.
[00:02:26.179 --> 00:02:28.662]  We'll be breaking that down with Freeman.
[00:02:30.040 --> 00:02:35.762]  Coming up today on the radio show for an hour and a half, the last hour and a half of the show in studio.
[00:02:35.782 --> 00:02:44.184]  That will be live on PrisonPlanet.tv for all PrisonPlanet.tv members and for the listeners on the InfoWars audio streams.
[00:02:44.204 --> 00:02:45.945]  We'll be skipping some of the breaks for you there.
[00:02:47.305 --> 00:02:49.646]  So that is coming up today.
[00:02:50.966 --> 00:02:57.168]  In the news, Bank Run continues as failed IndyMac fails to deliver the money to their people.
[00:02:57.268 --> 00:02:58.028]  People show up
[00:02:58.584 --> 00:03:01.006]  And say, okay, the feds have backed this bank.
[00:03:01.066 --> 00:03:02.667]  I'm here to get my money.
[00:03:02.727 --> 00:03:06.250]  And the police say, if you complain and yell, we will arrest you.
[00:03:07.171 --> 00:03:08.512]  And they say, come back tomorrow.
[00:03:09.132 --> 00:03:10.113]  And you come back tomorrow.
[00:03:10.153 --> 00:03:11.474]  We're now three days into this.
[00:03:11.534 --> 00:03:12.415]  And they say, no money.
[00:03:13.536 --> 00:03:14.797]  And that's what you're going to look forward to.
[00:03:14.817 --> 00:03:17.219]  You're not even going to get your $100,000 back in many cases.
[00:03:18.119 --> 00:03:20.301]  And if you complain about it, you will be tasered.
[00:03:20.921 --> 00:03:22.703]  And if that isn't enough for you, we'll just shoot you.
[00:03:23.223 --> 00:03:25.445]  And when the cop's family's homeless too, they'll love it.
[00:03:25.685 --> 00:03:26.666]  You know, it's all part of it.
[00:03:27.438 --> 00:03:28.978]  It's all part of loving the private bankers.
[00:03:29.479 --> 00:03:30.599]  You know, I was thinking about it today.
[00:03:30.639 --> 00:03:32.139]  We've told you everything that was going to happen.
[00:03:32.159 --> 00:03:33.280]  I'm going to talk about that coming up.
[00:03:33.620 --> 00:03:35.701]  We just keep laying out everything that's going to happen.
[00:03:36.041 --> 00:03:36.981]  It just keeps happening.
[00:03:39.382 --> 00:03:40.862]  And I care about the police.
[00:03:41.582 --> 00:03:44.803]  But I'm just as disgusted with them as I am with the general public.
[00:03:44.923 --> 00:03:50.685]  It is just the mindlessness, the wanton ignorance.
[00:03:51.845 --> 00:03:52.986]  You're going to serve your masters.
[00:03:53.046 --> 00:03:53.686]  I know you are.
[00:03:54.597 --> 00:04:00.261]  And it isn't until you're old men, most of you, and old women, you'll cry your guts out seeing what fools you were.
[00:04:01.462 --> 00:04:05.625]  But at least then you'll realize that you were wrong, and that's what matters, isn't it?
[00:04:06.326 --> 00:04:09.468]  Repenting in the end is what matters.
[00:04:10.329 --> 00:04:16.233]  Changing your mind and your heart, even if it's the very end, even it's when
[00:04:17.717 --> 00:04:24.661]  You die in a cancer at 35 and you finally go research and find out that we told you the truth and had all the government documents.
[00:04:26.262 --> 00:04:35.388]  At least before you die, you can tell your children, your wife, and some of your buddies on the force that when they die, it's their government.
[00:04:35.728 --> 00:04:37.029]  It's their criminal owners.
[00:04:38.109 --> 00:04:43.393]  We're going to come back and cover the intensifying criminal activity when we get back.
[00:04:43.453 --> 00:04:45.194]  I'm Alex Jones, 110% committed.
[00:04:53.078 --> 00:04:58.741]  Did you know that pH balance is one of the most important factors in maintaining high energy and vibrant health?
[00:04:59.002 --> 00:05:03.785]  Most experts agree that the water you drink should be at a pH level of 9 or higher.
[00:05:03.805 --> 00:05:09.008]  Plasma pH drops combine a unique formula of the most alkaline minerals and elements.
[00:05:09.228 --> 00:05:12.670]  This product is a one-of-a-kind in its strength and effectiveness.
[00:05:13.150 --> 00:05:21.314]  Using Plasma pH Drops is one of the best ways to make your water alkaline while helping you get rid of acid and regaining your health and energy.
[00:05:21.654 --> 00:05:26.636]  With just 10 drops, you can raise the pH level of the water you drink up to the pH of 10.
[00:05:27.457 --> 00:05:33.199]  Alkalizing water helps the body rid itself of acidic waste and increases the oxygen content of your body.
[00:05:33.439 --> 00:05:38.482]  Disease organisms like bacteria and cancer cannot survive in an alkaline environment.
[00:05:38.722 --> 00:05:41.663]  Order your bottle of AlkaVision Plasma pH Drops now.
[00:05:41.783 --> 00:05:42.484]  It is a big idea.
[00:05:42.504 --> 00:05:43.304]  A new world order.
[00:05:43.384 --> 00:05:45.946]  In the near future, Earth is dominated by a powerful new government.
[00:05:45.986 --> 00:05:47.047]  It's known as the Bilderberg Group.
[00:05:47.107 --> 00:05:49.349]  Could their objective be world domination?
[00:06:07.819 --> 00:06:10.244]  For thousands of years, their dark order grew.
[00:06:10.986 --> 00:06:18.321]  Now, as they hail the birth of the New World Order, their great dream of exterminating 80% of humanity is at hand.
[00:06:21.337 --> 00:06:26.300]  For the first time in history, the elite's plan for world government is blown wide open.
[00:06:26.801 --> 00:06:30.243]  You will learn the secret that drives the entire New World Order agenda.
[00:06:30.663 --> 00:06:33.125]  Bill of Rights is making great progress toward a world government.
[00:06:33.225 --> 00:06:34.386]  Most people have no idea.
[00:06:34.406 --> 00:06:35.146]  They're not after money.
[00:06:35.166 --> 00:06:36.247]  They have all the money they need.
[00:06:36.467 --> 00:06:37.168]  They're after power.
[00:06:37.448 --> 00:06:38.268]  That's what they're after.
[00:06:38.589 --> 00:06:43.132]  Order Endgame on DVD at PrisonPlanet.com or InfoWars.com.
[00:06:43.332 --> 00:06:46.854]  Or watch it online right now at PrisonPlanet.tv.
[00:06:47.294 --> 00:06:49.896]  Endgame, blueprint for global enslavement.
[00:06:50.116 --> 00:06:51.157]  You have been warned.
[00:06:53.820 --> 00:06:59.106]  Are you tired of hearing that a cure for cancer is coming, but it will be available sometime in the future?
[00:06:59.466 --> 00:07:01.729]  At LaysMedInc, the future is here.
[00:07:02.109 --> 00:07:05.553]  Now it's cancer's turn to die with our patented methodology.
[00:07:05.774 --> 00:07:08.697]  Without cutting, bleeding, drugs, or damaging radiation.
[00:07:08.877 --> 00:07:17.026]  We can kill skin cancer and breast tumors of any size and many other types of cancer without adverse side effects at our outpatient facility.
[00:07:17.166 --> 00:07:20.250]  We offer a real solution using real science.
[00:07:20.650 --> 00:07:24.474]  Our unique approach to cancer treatment is what everyone has been waiting for.
[00:07:24.755 --> 00:07:27.918]  A simple, easy way to eliminate the threat of cancer.
[00:07:28.219 --> 00:07:30.221]  Laser technology at its best.
[00:07:30.481 --> 00:07:37.124]  To receive an information packet, call our treatment center at 501-255-0528.
[00:07:37.344 --> 00:07:38.925]  That's 501-255-0528.
[00:07:41.486 --> 00:07:44.767]  Or visit our website at LaysMedInc.com.
[00:07:45.067 --> 00:07:49.629]  That's L-A-S-E-M-E-D-I-N-C dot com today.
[00:07:53.071 --> 00:07:58.533]  He's the T-Rex of political talk, Alex Jones on the GCN Radio Network.
[00:08:10.253 --> 00:08:21.739]  This morning, driving into the office, I was thinking about all the hundreds of things we've talked about that have come true and happened.
[00:08:24.480 --> 00:08:30.243]  I went on air and I said the government and criminal elements of it are going to attack the World Trade Centers because I knew they'd bombed it before.
[00:08:30.263 --> 00:08:32.724]  By the way, that's public
[00:08:33.504 --> 00:08:36.107]  Lee admitted, but the average person still doesn't know that.
[00:08:36.827 --> 00:08:38.109]  The 93 event is open and shut.
[00:08:38.669 --> 00:08:48.919]  CBS News, New York Times, yeah, the feds created the group, cooked the bomb, gave them the detonator, and commanded the whole operation, but that was provocateur.
[00:08:49.880 --> 00:08:50.781]  But I'm already digressing.
[00:08:50.801 --> 00:08:56.507]  You see, I try to just be, you know, give you basic info, and then I tend to zoom in on each little point and document it.
[00:08:57.885 --> 00:09:02.269]  But, we talked about how they were going to attack the World Trade Center, blame it on their asset, Osama Bin Laden.
[00:09:02.489 --> 00:09:02.930]  It happened.
[00:09:02.990 --> 00:09:04.251]  I said it'll happen in the next few months.
[00:09:04.311 --> 00:09:04.671]  It happened.
[00:09:06.493 --> 00:09:14.701]  I talked about how in Seattle they were going to use federalized riot police to attack the people, that they would have agent provocateurs there.
[00:09:15.441 --> 00:09:18.224]  Because I'd seen the media prepping the public for that to happen.
[00:09:19.756 --> 00:09:34.961]  And we told you you'd see bank runs, we told you you'd see a devaluing dollar, we told you gas would be $4 a gallon by the summer of 08, we told you that in the late spring of 06, two plus years before it happened.
[00:09:37.642 --> 00:09:40.923]  We told you they wouldn't attack Iraq in March of 02, it would be March of 03.
[00:09:40.963 --> 00:09:43.784]  They attacked exactly when we said a year before.
[00:09:44.504 --> 00:09:46.305]  We predicted a year before exactly when it would happen.
[00:09:47.513 --> 00:09:51.474]  Uh, we have basically laid out everything that's going to happen, everything that's going to develop.
[00:09:52.495 --> 00:10:00.617]  Uh, of course we've, uh, broken down the fact that it will go from 1 in 33 with cancer to 1 in 3, and then 1 in 2, and then everyone having it, basically.
[00:10:00.637 --> 00:10:04.639]  And now we're, they're preparing to announce that 1 in 2 will now be getting it.
[00:10:05.959 --> 00:10:13.062]  They've gone from 1 in several thousand getting diabetes to now 1 in 5, some races of, uh, groups, uh, 1 in 2.
[00:10:16.594 --> 00:10:30.919]  These are all genetically engineered bioweapon plagues with chemical combos and we have all the documents and all the facts and the CIA and the Centers for Disease Control and the Navy and the United Nations World Health Organization.
[00:10:30.939 --> 00:10:32.659]  They've been caught all over the world doing it.
[00:10:34.160 --> 00:10:39.762]  All these prominent scientists and doctors and Nobel Prize winners blow the whistle and it might make it in a foreign newspaper.
[00:10:40.782 --> 00:10:44.163]  Eyewitnesses come out and blow the whistle only to be murdered months later.
[00:10:44.938 --> 00:10:47.439]  Tortured to death, and that's a minor footnote.
[00:10:47.479 --> 00:10:50.839]  The media never points out, oh, they exposed this government program and were murdered.
[00:10:52.500 --> 00:10:55.480]  It's just, oh, they got tortured to death by some kids.
[00:10:56.281 --> 00:10:59.461]  The police came, they were cut up and splattered all over the walls.
[00:10:59.481 --> 00:11:00.882]  Looked like they'd been tortured for days.
[00:11:01.142 --> 00:11:01.622]  Ha ha ha!
[00:11:01.882 --> 00:11:02.502]  It's no biggie.
[00:11:02.522 --> 00:11:04.242]  It's some kids, the police say.
[00:11:04.643 --> 00:11:06.863]  Some young kids probably did it, yeah!
[00:11:07.623 --> 00:11:10.744]  Over and over again, a message to everybody, keep your mouth shut!
[00:11:15.816 --> 00:11:40.457]  And I scan around, maybe an hour a day, looking at what people are saying, and I look on our message boards, I look on the YouTube channels, I scan reading fast, and the debunking sites, and the latest thing is, that they're saying the dollar is not devalued, prices are not up, they're all saying it in unison, the sitcom boys, they're minions, they're mockingbirds, they're weak-minded camp followers, they're saying the government doesn't take children and radiate them,
[00:11:41.264 --> 00:11:44.268]  Or a dozen test pesticides on CPS kidnapped kids.
[00:11:44.609 --> 00:11:46.551]  Doesn't matter if it's in thousands of news articles.
[00:11:47.312 --> 00:11:49.635]  Or the variant is they're joking about it.
[00:11:50.076 --> 00:11:54.001]  The new thing is, I guess to keep their morale up, is yeah, we're killing kids.
[00:11:54.941 --> 00:11:55.441]  So what?
[00:11:55.481 --> 00:11:56.522]  We're going to kill you too.
[00:11:56.942 --> 00:11:58.343]  They're also all over the message boards.
[00:11:58.383 --> 00:12:01.065]  You can track them back by their handles to their MySpaces.
[00:12:01.085 --> 00:12:02.006]  They're in uniforms.
[00:12:02.746 --> 00:12:05.348]  You'll see them bragging in their uniform with their PSYOP patch.
[00:12:05.388 --> 00:12:08.110]  And they're just letting everybody know who they are.
[00:12:08.170 --> 00:12:10.531]  And we're going to work on some articles showing all this.
[00:12:10.551 --> 00:12:12.313]  We're getting snapshots of them and things.
[00:12:13.133 --> 00:12:14.894]  And they're just on there saying, yeah.
[00:12:15.115 --> 00:12:16.936]  And they're coming on our message boards now saying, yeah.
[00:12:17.256 --> 00:12:18.737]  We built camps and we're going to kill you.
[00:12:19.297 --> 00:12:20.898]  And yeah, we're testing stuff on kids.
[00:12:20.938 --> 00:12:21.479]  We need to.
[00:12:22.379 --> 00:12:24.741]  We are the dark side and that's the end of it.
[00:12:25.908 --> 00:12:30.350]  Don't you understand, you fools, that your masters will destroy you as well?
[00:12:30.370 --> 00:12:33.572]  Don't you understand evil's not funny or tough or manly?
[00:12:35.813 --> 00:12:42.316]  Don't you understand it doesn't intimidate us, those of us on the side of the goodness and the side of light, those of us working in the light?
[00:12:43.037 --> 00:12:47.959]  It only makes us sad for you that you were overtaken and captured by the dark side and have been lost.
[00:12:48.640 --> 00:12:51.461]  It only reaffirms our courage and our will 100%
[00:12:55.069 --> 00:12:56.209]  And I know what the term now means, 110%.
[00:12:57.150 --> 00:13:00.871]  I joke about it when I play football and laugh at the coaches.
[00:13:00.891 --> 00:13:08.513]  110% means you're so dedicated, you're burning with desire, and you can't even fathom the will and the commitment.
[00:13:09.213 --> 00:13:15.855]  It means you want to give more than you've got, and you're disgusted with yourself for not being able to perform at the levels you need to against the enemy.
[00:13:16.575 --> 00:13:17.716]  That's what 110% is, ladies and gentlemen.
[00:13:24.344 --> 00:13:27.186]  And I just feel sorry for all of you, and there's different categories.
[00:13:27.206 --> 00:13:35.832]  There's the mindless, dumbed-down people who believe that mom and apple pie is what the government is, and are so weak-minded that they can't admit to themselves what's happening.
[00:13:36.512 --> 00:13:39.394]  Then you've got some of the more intelligent types who just
[00:13:43.271 --> 00:14:08.845]  Convince themselves with double think because it's too horrifying for them and they rationalize and yeah, we're not perfect But you know what we're the only government there is and we've just got to keep going and following our orders They kind of just shut off the thinking process But then you've got the psychopath types who enjoy being sadistic who love power who only worship the tyranny above them and who are scared of their masters and so enthusiastically serve and then carry out tyranny against those under them and
[00:14:10.652 --> 00:14:33.664]  And there's other types as well, but the most dangerous type is a very pious, very focused, again, pious on the surface, who really is, I don't know what you call it, I've run into them, I've read their writings, I've seen interviews with top globalists, they're very focused, they're very professional, they're very serious, and they are very cold.
[00:14:34.664 --> 00:14:35.585]  And they say, look,
[00:14:36.397 --> 00:14:57.582]  If we don't exterminate the mass of humanity and if we don't be the most evil force there is on earth and dominate and take control and be totally merciless, we will end up being dominated by some other group and we don't know what that other dominant group will do and we have the will to protect ourselves and our family, our houses.
[00:14:57.622 --> 00:14:59.682]  They call their organizations houses.
[00:15:00.082 --> 00:15:01.082]  It's the old royal term.
[00:15:01.723 --> 00:15:03.383]  There's less than 50 main houses.
[00:15:04.469 --> 00:15:09.475]  And they cold-bloodedly are in alliance, intermarried, and they say, look, this is too incredible.
[00:15:09.495 --> 00:15:10.256]  We're on a planet.
[00:15:10.937 --> 00:15:12.579]  We've got all this advanced technology.
[00:15:13.079 --> 00:15:15.082]  We could extend our lives almost indefinitely.
[00:15:15.914 --> 00:15:21.017]  We are threatened by a massive humanity, a new elite that may rise and defeat us militarily.
[00:15:21.458 --> 00:15:23.879]  And in cold-bloodedly, we don't want to die.
[00:15:24.240 --> 00:15:27.121]  We want to see the new advanced technologies.
[00:15:27.202 --> 00:15:28.542]  We want to be part of the future.
[00:15:29.043 --> 00:15:44.353]  And it's too important for us, selfishly, to have a total lock on the future, and a monopoly of power, and a guarantee that we get life extension, and a guarantee that we get to go to the stars, and a guarantee that we get to go to the next level
[00:15:44.833 --> 00:15:45.013]  I'm good.
[00:16:03.028 --> 00:16:24.943]  Sterilize and exterminate the mass of humanity, and only a few hundred thousand of us, because they tell their minions they're only going to kill 80 to 90 percent, but you really read the higher level think tank documents, the higher level professors who are managing large sectors of this, and they say that there's going to be a 99.99 percent extermination.
[00:16:26.164 --> 00:16:27.385]  But they can't tell their minions
[00:16:28.393 --> 00:16:31.194]  Because a lot of people have been let in on this, that it's going to happen to them, too.
[00:16:31.555 --> 00:16:33.115]  Now, I don't know if they're going to be able to carry it out.
[00:16:33.135 --> 00:16:36.297]  I don't know if it's going to work, but it looks like it is.
[00:16:37.338 --> 00:16:40.719]  And then, every day, I am crushed.
[00:16:40.779 --> 00:16:47.243]  Every night when I go to bed, I went to bed about 11 o'clock last night, which is early for me, and I laid there for about 30 minutes in bed.
[00:16:48.871 --> 00:16:55.894]  With the starlight shining through the windows, and I would look at the wall and I thought, my God, I'm the biggest thing fighting this, individually.
[00:16:56.475 --> 00:17:01.797]  I am the most focused, the most articulate Alex Jones.
[00:17:02.478 --> 00:17:15.144]  I mean, I thought about the magnitude of that, the responsibility of that, and I am a sputtering, babbling hillbilly who walks almost hunched over
[00:17:16.567 --> 00:17:18.809]  And I'm the best we've got against these people.
[00:17:19.930 --> 00:17:20.891]  Now, I am smart.
[00:17:20.971 --> 00:17:23.353]  I can analyze systems and integrate them.
[00:17:23.773 --> 00:17:34.561]  You know, I kind of have some idiot savant characteristics, but when it comes to actually leading or trying to organize things, it scares the daylights out of me.
[00:17:36.643 --> 00:17:38.805]  And by scared in the right word, it shakes me.
[00:17:39.945 --> 00:17:43.168]  It upsets me that
[00:17:44.341 --> 00:17:45.181]  I'm the best there is.
[00:17:45.442 --> 00:17:46.902]  And that my listeners are the best there is.
[00:17:46.922 --> 00:17:50.644]  I mean, you're great compared to other people, but I'm telling you folks, we're all pathetic.
[00:17:50.704 --> 00:17:51.865]  We're all weak and decadent.
[00:17:52.105 --> 00:17:53.626]  We were brought up in a decadent system.
[00:17:54.066 --> 00:17:55.967]  We were brought up in a scientific dictatorship.
[00:17:56.007 --> 00:17:57.868]  We were fed false terms and semantics.
[00:17:59.308 --> 00:18:04.131]  And we have to really shake ourselves to our core and really be reborn.
[00:18:05.002 --> 00:18:10.004]  Into a greater understanding, and I don't even mean that in a spiritual sense, but when you come down to it, that really is what it is.
[00:18:10.384 --> 00:18:15.846]  But I mean, just like, shake yourself and dunk your head in some ice water and look around you.
[00:18:17.067 --> 00:18:22.989]  I mean, I want to tell the military and special ops and people, this is the ultimate battle, this is the ultimate war.
[00:18:23.149 --> 00:18:33.173]  Whether you believe me or not, whether you join our side, the ragtag little remnants of what's left of free humanity that can only freely think at a
[00:18:33.968 --> 00:18:34.728]  Degraded level.
[00:18:35.669 --> 00:18:36.729]  Poisoned as we are.
[00:18:39.291 --> 00:18:47.154]  I mean, I say to you, whether you know you're under attack or not, whether you know you're in the same ship with us, the same boat as us, you are.
[00:18:47.515 --> 00:18:48.935]  You're sitting in the same tree with us.
[00:18:50.636 --> 00:18:53.738]  You've drawn the same lot as everybody else around you.
[00:18:56.989 --> 00:19:07.796]  The ultimate battle is the information war, and you better look around you and realize you've been fed disinfo, you've been fed false ideas, you've been fed false paradigms, fables.
[00:19:09.077 --> 00:19:17.682]  As Dr. Doug Rocky and so many others have said, they finally just wake up, when there he was training troops for martial law in the mid-90s, and he's like, why am I here?
[00:19:18.683 --> 00:19:21.485]  It was like suddenly he woke up out of a dream.
[00:19:21.505 --> 00:19:24.367]  He's like, my God, I'm here training to take American people's guns!
[00:19:28.203 --> 00:19:35.230]  I mean, it's just like we had Major Stubblebine, uh, Major General Stubblebine on, who was the head of Army Intelligence and all those black-op programs.
[00:19:35.250 --> 00:19:36.070]  They had a special forces.
[00:19:36.411 --> 00:19:40.554]  And finally, he just assessed the info and said, my God, it's a global extermination plan.
[00:19:40.815 --> 00:19:42.856]  Then he went and found that all the documents did say that.
[00:19:44.538 --> 00:19:46.240]  I mean, this is real, ladies and gentlemen.
[00:19:46.840 --> 00:19:47.621]  This is real.
[00:19:47.901 --> 00:19:49.903]  It's more real than I can articulate.
[00:19:50.566 --> 00:19:51.066]  You understand?
[00:19:51.106 --> 00:19:52.887]  We're in iron jaws right now.
[00:19:53.068 --> 00:19:56.670]  When making important financial decisions, you should always know the facts.
[00:19:56.990 --> 00:20:00.512]  That's why Midas Resources is willing to pay you to read the facts.
[00:20:00.812 --> 00:20:09.618]  Midas Resources, a team of hand-picked financial specialists with decades of financial experience who are ready to provide you with state-of-the-art, up-to-date financial services.
[00:20:09.978 --> 00:20:13.921]  Midas Resources offers a host of services and stands behind their products.
[00:20:14.201 --> 00:20:18.964]  In fact, if you call and order their free Midas Report, Midas Resources will pay you.
[00:20:19.084 --> 00:20:24.548]  This detailed report will provide you with financial history on the safest and most profitable areas to invest in.
[00:20:24.728 --> 00:20:29.972]  If you read the report, Midas Resources will send you a free Walking Liberty Silver Half Dollar.
[00:20:29.992 --> 00:20:31.353]  So, what are you waiting for?
[00:20:31.633 --> 00:20:37.057]  Get the facts and call Midas Resources toll free at 888-292-2709.
[00:20:37.817 --> 00:20:40.479]  That's 888-292-2709.
[00:20:40.719 --> 00:20:46.063]  And remember, if you read the Midas Report, you'll receive a free Walking Liberty silver half dollar.
[00:20:53.297 --> 00:20:55.319]  May I have everybody's attention, please?
[00:20:55.459 --> 00:20:57.861]  I've come with a message of information.
[00:20:57.881 --> 00:21:00.123]  9-11 was an inside job.
[00:21:00.143 --> 00:21:01.685]  Do you like being a puppet, sir?
[00:21:01.705 --> 00:21:03.326]  Do you like being a puppet for the New World Order?
[00:21:03.407 --> 00:21:06.229]  How do the American people know that 9-11 was a state?
[00:21:06.249 --> 00:21:10.413]  It wasn't engineered by you, David Rockefeller, the Trilateral Commission, the C.E.A.F.O.R.
[00:21:12.595 --> 00:21:19.565]  The day that we stop asking questions is the day that we have allowed the seeds of despotism to grow at our own door.
[00:21:19.585 --> 00:21:25.653]  Seven years after the attacks of September 11th, a global awakening has taken place.
[00:21:25.753 --> 00:21:26.854]  An inside job.
[00:21:28.280 --> 00:21:30.521]  How dare you?
[00:21:30.702 --> 00:21:35.745]  If you know that there's treason going on, you can be held accountable for treason yourself.
[00:21:35.765 --> 00:21:38.286]  All hell is breaking loose on 6th Avenue.
[00:21:38.446 --> 00:21:44.850]  And if the government has not told the truth in five years, we will be here on the 10th anniversary of... Truth Rising.
[00:21:45.130 --> 00:21:47.712]  Download the film at PrisonPlanet.tv right now.
[00:21:47.972 --> 00:21:49.993]  Or get the DVD at Infowars.com.
[00:21:50.233 --> 00:21:52.715]  It's now time to take the revolution to the next level.
[00:21:53.973 --> 00:21:55.855]  Gas prices are out of control.
[00:21:56.296 --> 00:21:59.960]  Fight back by doing what thousands of listeners to the Alex Jones Show have done.
[00:22:00.180 --> 00:22:02.924]  Developed by a major oil company, a product that really works.
[00:22:03.244 --> 00:22:06.868]  Introducing SFR's Protecta Complete fuel system and engine treatment.
[00:22:07.008 --> 00:22:09.571]  Just one bottle increases mileage for up to six months.
[00:22:09.752 --> 00:22:13.296]  Fleet tested by major oil companies showing improvements in every car tested.
[00:22:13.516 --> 00:22:17.017]  Stop paying mechanics your hard-earned money to have your injection system cleaned.
[00:22:17.217 --> 00:22:22.899]  Protector cleans up to 95% of new injector condition in just one tankful and is safe for all cars.
[00:22:23.079 --> 00:22:30.281]  Tests conducted by General Motors conclude fuel injectors can partially plug in as little as 5,000 miles due to poor gasoline quality.
[00:22:30.541 --> 00:22:37.384]  Fight high fuel prices by purchasing a Protector fuel system treatment for only $9.95 and receive an engine treatment free at $12.95 value.
[00:22:38.584 --> 00:22:40.546]  Satisfaction guaranteed, or your money back.
[00:22:40.646 --> 00:22:45.150]  Go to oilcompanysecret.com, that's oilcompanysecret.com, or call 888-USE-SFR1.
[00:22:45.270 --> 00:22:45.450]  That's 888-873-7371.
[00:22:53.379 --> 00:23:01.944]  When I learned that the accumulation of acidic waste was the likely cause of my painful joints, lack of energy, and weight gain, I knew I would have to change to a more alkaline diet.
[00:23:02.104 --> 00:23:03.805]  But it just seems so difficult.
[00:23:04.145 --> 00:23:13.590]  Then a friend suggested I try a Jupiter water ionizer from SnyderHealth.com and detox my body even before I changed my diet by drinking alkaline ionized water.
[00:23:13.950 --> 00:23:14.711]  Drinking water?
[00:23:15.231 --> 00:23:16.512]  Now that's something I can handle.
[00:23:16.892 --> 00:23:22.254]  The guys at Snyder Health took the time to explain all of the different options and help me choose the ionizer that was right for me.
[00:23:22.575 --> 00:23:34.360]  I use my new Jupiter ionizer for everything, for drinking, for cooking, and since I've been drinking the water, I have more energy, my joint pains are gone, and I already lost 7 pounds, and my skin looks great!
[00:23:34.681 --> 00:23:37.302]  Give them a call today at 877-356-2508 to find out which ionizer is right for you.
[00:23:41.684 --> 00:23:46.367]  They offer a full 30-day money-back guarantee and free shipping, so there's absolutely no risk.
[00:23:46.567 --> 00:23:49.108]  You can visit them on the web at SnyderHealth.com.
[00:23:49.388 --> 00:23:51.529]  That's S-N-Y-D-E-R-Health.com.
[00:24:06.853 --> 00:24:11.055]  Let me try to boil this down as simply as possible.
[00:24:11.075 --> 00:24:17.279]  When you're driving along through traffic in your town,
[00:24:38.014 --> 00:24:39.495]  Look at the people around you.
[00:24:39.935 --> 00:24:41.076]  They're looking straight ahead.
[00:24:41.756 --> 00:24:43.958]  They don't question how that highway got laid down.
[00:24:45.519 --> 00:24:52.644]  They don't question how power is brought to those light poles or the red lights, the traffic lights.
[00:24:53.565 --> 00:24:57.768]  They don't question how the police are commanded or how that echelon operates.
[00:24:59.009 --> 00:25:01.050]  They don't question the planet they live on.
[00:25:01.090 --> 00:25:03.572]  They don't question where food comes from at the grocery store.
[00:25:04.184 --> 00:25:12.551]  They just go into their little specialized job, and then go home and watch entertainment, and play video games, or have sex, or take drugs, and then get up the next day.
[00:25:13.051 --> 00:25:14.232]  And they don't care about their neighbor.
[00:25:14.272 --> 00:25:15.974]  They've been trained to be isolated.
[00:25:16.254 --> 00:25:26.042]  Not just selfish, but isolated individuals who only interface with their sitcoms, or with their movies, or maybe their buddies at the bar twice a week.
[00:25:29.125 --> 00:25:32.948]  But even then, their discussion is guided by the sports that are on the big screen TVs.
