[00:00:00.109 --> 00:00:00.469]  I don't know.
[00:03:18.916 --> 00:03:26.563]  Ted, we're talking to Ted Nugent right now, author, best-selling author, TV host, filmmaker, and of course, rock star.
[00:03:27.343 --> 00:03:28.224]  Ted, do me a favor.
[00:03:28.244 --> 00:03:29.325]  You say your voice isn't strong.
[00:03:29.385 --> 00:03:30.106]  It's super strong.
[00:03:30.126 --> 00:03:31.967]  Can you back off your cell phone there a little bit?
[00:03:32.308 --> 00:03:33.448]  I can try a little bit, yes, sir.
[00:03:33.468 --> 00:03:34.509]  I get a little passionate.
[00:03:34.790 --> 00:03:39.974]  And what I was articulating, if I may just for a moment here, Alex, I'm just a guitar player.
[00:03:40.698 --> 00:03:48.884]  I lead a simple life, I'm intense, and I have a lot of energy because I've taken good care of myself, and I have many, many dreams, even at the tender age of 60.
[00:03:50.104 --> 00:04:04.214]  But what I have discovered, and what I've outlined in Ted White and Blue, this new book I've written, is that the Nugent family does not experience any of the problems that are plaguing America today, if I may specify.
[00:04:05.077 --> 00:04:07.779]  We don't have welfare in the Nugent House.
[00:04:08.179 --> 00:04:09.561]  We wouldn't allow it.
[00:04:09.621 --> 00:04:19.788]  We wouldn't allow a handout into the Nugent House because we bust our ass to be the best that we can be and we are driven to be productive.
[00:04:20.229 --> 00:04:23.912]  We don't need border security on our property.
[00:04:24.352 --> 00:04:27.975]  No one invades our property because we've sent out a message.
[00:04:28.515 --> 00:04:32.138]  If you look like you're going to invade our property, we will shoot you.
[00:04:33.141 --> 00:04:47.805]  I could go on and on, but we don't need education money thrown at us, because when we see a misspelling, or the misspoken word, or bad hygiene, our loving family intervenes and we educate ourselves and our loved ones and our friends.
[00:04:48.685 --> 00:04:53.366]  This is the gist of the problem in America today, that it's all self-inflicted.
[00:04:53.926 --> 00:04:57.567]  Every problem, from the deficit to the welfare horror,
[00:04:58.633 --> 00:05:08.799]  Ted, I agree with you, but the biggest problem we've seen in the last eight years is that conservatives did go to sleep
[00:05:16.323 --> 00:05:20.569]  Did have apathy thinking George Bush has saved us from the monster Bill Clinton.
[00:05:21.069 --> 00:05:22.371]  Everything is okay now.
[00:05:22.411 --> 00:05:24.594]  We can just go quietly into the night.
[00:05:24.654 --> 00:05:26.576]  Meanwhile, our currency's been devalued.
[00:05:26.897 --> 00:05:29.620]  The government, as I said earlier, has tripled in size.
[00:05:29.681 --> 00:05:34.186]  And so what I see is I see real conservatives and libertarians being co-opted
[00:05:34.847 --> 00:05:40.109]  By the Republican Party, and of course if we had real leadership, that wouldn't have happened.
[00:05:40.489 --> 00:05:45.231]  And I know you're friends with a lot of these big-wig Republicans, and loyalty is something.
[00:05:45.651 --> 00:05:55.514]  But if people like Ted Nugent, I know you have spoken out some, really started going after the wolves in sheep's clothing that we have, I think we would turn this around a lot quicker.
[00:05:55.554 --> 00:05:57.455]  In every poll, Americans actually want
[00:05:57.955 --> 00:06:02.498]  True independence and liberty, but both parties won't give it to us.
[00:06:02.678 --> 00:06:09.882]  I mean, 91% of Americans want to control our borders in all the major polls and Gallup polls, but both parties won't give it to us.
[00:06:10.442 --> 00:06:12.243]  You're absolutely correct, Allison, believe me.
[00:06:12.784 --> 00:06:27.172]  In between all the responsibilities in my life as a father, as a husband, as a neighbor, as a productive American, I would challenge you to find anyone who is more involved, more communication, more gung-ho than
[00:06:27.577 --> 00:06:40.945]  This man you have on the phone right now, believe me, as I salute the Governor Perrys and the Mike Huckabees, as I salute those Republicans that are doing a good job, I scold them more often than I salute them.
[00:06:40.965 --> 00:06:44.366]  What did you think of the NAFTA highways and the Trans-Texas Corridor?
[00:06:44.667 --> 00:06:45.787]  I think it's an abomination.
[00:06:46.908 --> 00:06:49.009]  And the good Governor has heard from me on that.
[00:06:49.910 --> 00:06:52.451]  I pound my bully pulpit
[00:06:53.257 --> 00:06:54.437]  Every day.
[00:06:54.497 --> 00:06:57.378]  Well, maybe not opening day of deer season, but every other day.
[00:06:57.859 --> 00:06:59.519]  And maybe not every day during the rut.
[00:06:59.779 --> 00:07:09.742]  But Alex, I scream from every mountaintop I can that we the people, you know, I hang out with great ranchers and welders and plumbers and cops and teachers.
[00:07:09.762 --> 00:07:10.943]  You're out by Kerrville, right?
[00:07:11.443 --> 00:07:14.564]  Well, I live up in Waco and I hang out
[00:07:15.109 --> 00:07:18.191]  With Texans and Americans here, I'm in Iowa speaking to you.
[00:07:18.571 --> 00:07:19.791]  I was in South Dakota.
[00:07:20.132 --> 00:07:21.292]  I was up in Wisconsin.
[00:07:21.332 --> 00:07:22.593]  I'm traveling all over the nation.
[00:07:22.973 --> 00:07:27.195]  And I meet with wounded warriors, the heroes of the military, every day, Alex.
[00:07:27.656 --> 00:07:32.718]  And they are upset because they've sacrificed their legs and their arms for the U.S.
[00:07:32.798 --> 00:07:35.299]  Constitution, the Bill of Rights, and the American Dream.
[00:07:35.720 --> 00:07:43.684]  And they're upset that the Republican Party has turned into Fetzilla, a pig, a gluttonous, slovenly, indulgent,
[00:07:44.264 --> 00:07:45.485]  Ted Nugent, stay there.
[00:07:45.585 --> 00:07:49.067]  Quick break, I want to come back with you, the new book, Ted White & Blue.
[00:07:58.393 --> 00:08:01.375]  We're going to be back in about three minutes.
[00:08:01.635 --> 00:08:05.158]  ...because they've sacrificed their legs and their arms for the U.S.
[00:08:05.198 --> 00:08:16.846]  Constitution, the Bill of Rights, and the American Dream, and they're upset that the Republican Party has turned into Fetzilla, a pig, a slovenly, indulgent pig.
[00:08:16.886 --> 00:08:17.966]  Ted Nugent, stay there.
[00:08:18.066 --> 00:08:18.487]  Quick break.
[00:08:18.527 --> 00:08:21.609]  I want to come back with you, the new book, The Ted White and Blue.
[00:08:23.507 --> 00:08:25.188]  Our beloved Republic is on her knees.
[00:08:25.468 --> 00:08:28.910]  The forces of globalism are destroying national sovereignty worldwide.
[00:08:29.090 --> 00:08:30.971]  But in Liberty's darkest hour, there is hope.
[00:08:31.391 --> 00:08:34.272]  For the first time in modern history, the people are beginning to wake up.
[00:08:34.592 --> 00:08:40.055]  It is essential that patriots worldwide accelerate their fellow man's understanding of the New World Order Master Plan.
[00:08:40.315 --> 00:08:44.237]  We have a short time frame to fully awaken and energize the people to meet this threat.
[00:08:44.557 --> 00:08:49.479]  In the Info War, PrisonPlanet.tv is a powerful weapon in the battle to regain our freedom.
[00:08:49.759 --> 00:08:52.519]  PrisonPlanet.tv is a vault of forbidden information.
[00:08:52.800 --> 00:08:59.642]  All 18 of my documentary films can be downloaded or streamed in super high quality directly to your computer or iPhone and shared with others.
[00:09:00.022 --> 00:09:05.844]  Thousands of special video reports, from tainted vaccines to martial law, can be found in this online video library.
[00:09:06.004 --> 00:09:10.505]  My weekly news television broadcast, thousands of exclusive audio interviews, and so much more.
[00:09:10.765 --> 00:09:13.328]  The Info War is waiting for you to set it free.
[00:09:13.688 --> 00:09:15.329]  Join PrisonPlanet.tv.
[00:09:15.730 --> 00:09:17.512]  Burn the info bombs to disk.
[00:09:17.732 --> 00:09:19.514]  Put them on the file sharing networks.
[00:09:19.854 --> 00:09:21.275]  Bring down the New World Order.
[00:09:21.636 --> 00:09:22.376]  PrisonPlanet.tv
[00:09:24.119 --> 00:09:27.460]  It is now time to reign in evil and bring them to justice.
[00:09:27.900 --> 00:09:32.482]  Through the authority that has been delegated to us, it is time to destroy the destroyers.
[00:09:32.922 --> 00:09:38.164]  The number of the mounted troops was 200 million, the vast majority of the population of the U.S.
[00:09:38.384 --> 00:09:48.908]  Though the people of the U.S., where their numbers and influence are strongest, have primary responsibility for reigning them in and bringing them to justice, all nations will participate since they reside the world over.
[00:09:49.388 --> 00:09:49.908]  They are called...
[00:09:50.754 --> 00:09:56.917]  All right, ladies and gentlemen, we are talking with Ted Nugent, our final segment with him.
[00:09:56.937 --> 00:09:59.418]  I'm going to be skipping the next break so we can have as much time with him as possible.
[00:09:59.698 --> 00:10:04.280]  Last time I had you for an hour, Ted, we've got to have you back up for a full hour so we can take calls sometime.
[00:10:04.580 --> 00:10:05.420]  I'm all ears, Alex.
[00:10:05.461 --> 00:10:11.443]  I really appreciate the opportunity, and believe me, when I'm on the phone with you, I'm not representing the Nugent family alone.
[00:10:11.463 --> 00:10:20.147]  I'm representing families all across this great nation who are frustrated with the bureaucrats out there, and we need to upgrade this experiment in self-government as soon as possible.
[00:10:21.269 --> 00:10:21.850]  Absolutely.
[00:10:22.130 --> 00:10:26.473]  Ted, fire out some of your websites for the listeners out there, so they can check them out.
[00:10:26.853 --> 00:10:27.694]  Well, certainly, Alex.
[00:10:27.734 --> 00:10:29.856]  I would invite you to come to tednugent.com.
[00:10:29.876 --> 00:10:40.304]  We have a talkback, and I've got to tell you, you will never go to a website with more growing vital electric activism than you will find at tednugent.com talkback.
[00:10:40.808 --> 00:10:47.531]  I also write a weekly feature on humanevents.com and a weekly feature for the Waco Trib that you can find at wacotrib.com.
[00:10:47.871 --> 00:10:51.152]  But these are the kinds of activities that the Nugent family is involved with.
[00:10:51.512 --> 00:10:58.575]  And if you see the various television shows, I'm going to be on Anthony Bourdain shooting machine guns and cooking turkey here in the next couple of weeks.
[00:10:58.995 --> 00:11:05.721]  On A&E with Chris Angel doing an archery exhibition and talking about freedom and talking about rugged individualism.
[00:11:06.021 --> 00:11:09.804]  I'm going to be on the Toby Keith movie coming up.
[00:11:10.164 --> 00:11:11.185]  Beer for my horses.
[00:11:11.225 --> 00:11:16.429]  And even though I play a wild character, it's not unlike the way I live my life.
[00:11:16.810 --> 00:11:23.975]  So I try to be the best that I can be and try to penetrate as much of the media as possible to bring a U.S.
[00:11:24.055 --> 00:11:27.078]  Constitution and a Bill of Rights crowbar of truth
[00:11:31.180 --> 00:11:41.624]  Alright Ted, I want to bring up now just a few quick key questions for you and get answers on those.
[00:11:43.245 --> 00:11:47.107]  Because we're limited on time, the shortest answers we can possibly get from you.
[00:11:47.407 --> 00:11:49.728]  So I'm going to go ahead and ask you a few of those questions right now.
[00:11:50.697 --> 00:12:00.024]  We are talking with Ted Nugent, author, TV show host, of course, best known for being a great guitarist and a rock star, and in a few minutes we've got left with him today.
[00:12:00.725 --> 00:12:02.486]  Ted, the problem is the New World Order.
[00:12:02.506 --> 00:12:04.568]  The problem is the private Federal Reserve.
[00:12:05.028 --> 00:12:10.153]  And that's why both parties behave one way, the opposite of the Constitution, the Bill of Rights.
[00:12:10.673 --> 00:12:15.297]  The problem is, you talk about defending the Bill of Rights and the Constitution, and I know you're a good guy and believe in that,
[00:12:15.837 --> 00:12:31.981]  But when you actually look that they have used the Patriot Act on citizens and in non-terror-related cases, when you look at the fact that the presidency is getting powers that Barack Obama is going to have when Bush is gone, even if you think Bush is, at some levels, a good guy, how do you respond to that statement?
[00:12:32.041 --> 00:12:32.841]  How do we deal?
[00:12:33.021 --> 00:12:36.742]  Well, first, are you aware of the New World Order, the globalists, and how do we deal with them?
[00:12:37.122 --> 00:12:42.083]  Oh, I'm painfully aware of it, Alex, and it's important that you keep bringing this up because, once again, it is the
[00:12:42.551 --> 00:12:51.318]  The bending over of the apathetic Americans that have facilitated the destruction and the erosion of our individual rights is guaranteed by the U.S.
[00:12:51.338 --> 00:12:52.499]  Constitution and the Bill of Rights.
[00:12:52.839 --> 00:13:05.889]  And once again, the most important duty, not just the job, but a moral, spiritual obligation of each and every American is to have a whistle firmly placed between their teeth
[00:13:06.371 --> 00:13:09.574]  And being prepared to blow that whistle constantly.
[00:13:09.895 --> 00:13:14.820]  We've missed out since the New Deal, and that was the beginning of the New World Order.
[00:13:15.340 --> 00:13:25.631]  And the loss of individual freedoms and liberties that have been pounded on the American citizens over the years is absolutely vulgar and heartbreaking.
[00:13:25.671 --> 00:13:27.132]  But we the people can fix that.
[00:13:27.172 --> 00:13:29.635]  If you look, I'll give you an example, real simple and short here.
[00:13:30.843 --> 00:13:34.565]  About twelve years ago, my gun permit was only good in about six states.
[00:13:35.045 --> 00:13:47.972]  Now it's good not only in 41 states as my concealed weapons permit, but as a sheriff's deputy, because we passed House Resolution 218, I can carry my gun nationwide, and I do daily.
[00:13:48.292 --> 00:13:54.816]  That's an example of how we can get the most politically incorrect, the most volatile issue, gun control,
[00:13:55.516 --> 00:14:01.979]  Fixed, if we the people hammer and we're joining organizations like the NRA and Gun Owners of America.
[00:14:01.999 --> 00:14:05.420]  But Ted, you would like to see nationwide, Vermont-style, correct?
[00:14:05.821 --> 00:14:10.302]  Well, number one, Alex, even without the U.S.
[00:14:10.342 --> 00:14:18.926]  Constitution or the Second Amendment, God gave me the gift of life and clearly the individual right and duty to protect that life.
[00:14:19.506 --> 00:14:20.787]  I don't need a document
[00:14:21.352 --> 00:14:24.593]  I don't need another human being to authorize jack squat.
[00:14:25.094 --> 00:14:26.534]  My life is worth protecting.
[00:14:26.554 --> 00:14:28.155]  It comes from God, not from the government.
[00:14:28.175 --> 00:14:28.795]  You're absolutely right, Tim.
[00:14:28.815 --> 00:14:33.217]  It comes from God, and the government should just listen to my song, don't tread on me.
[00:14:33.457 --> 00:14:34.497]  So we need to get back.
[00:14:34.797 --> 00:14:47.102]  What, Alex, when we have the inalienable, non-infringed right to keep and bear arms in the United States of America without any paperwork, that's when my job is complete.
[00:14:48.547 --> 00:14:57.989]  Ted, let's say there is a big terror attack, a nuke goes off, biological weapons are released, and we hear we've got to give in to martial law, whether it's George Bush or Barack Obama or John McCain in office.
[00:14:58.389 --> 00:15:01.050]  We hear we have to turn our guns in during an emergency.
[00:15:01.350 --> 00:15:05.251]  We see gun confiscation going on like happened in New Orleans.
[00:15:05.711 --> 00:15:08.872]  What is Ted Nugent going to do if the government ever comes to confiscate his guns?
[00:15:09.292 --> 00:15:22.396]  I've already addressed this issue many, many years, even before the tragedy of Katrina, where corrupt law enforcement authority did, in fact, confiscate privately owned law-abiding citizens' firearms.
[00:15:23.116 --> 00:15:28.998]  I have a great communication, and this doesn't mean that we can rest easy, Alex, but hear me good.
[00:15:30.126 --> 00:15:37.491]  I get to train with the world's greatest warriors, and the majority of law enforcement in this country are indeed the best of the best.
[00:15:37.991 --> 00:15:48.398]  And I assure you, my friend, though there will be examples like Katrina, where corrupt punks of law enforcement that's a lunatic fringe, it is not law enforcement in general.
[00:15:50.111 --> 00:16:03.904]  Yeah, well, believe me, I train with the FBI, I train with DEA, I train with the federal marshals, I conduct the Falcon Raids, federal and local cops organized nationally, where we arrest the world's most dangerous fugitive felons.
[00:16:04.725 --> 00:16:14.314]  Alex, I assure you that 90 plus percent of local, state, and federal law enforcement officials will not
[00:16:15.861 --> 00:16:23.645]  We had always thought that, but we saw New Orleans, now the Governor of Illinois is announcing the National Guard.
[00:16:23.665 --> 00:16:24.306]  Did you see this?
[00:16:24.566 --> 00:16:26.507]  It's going to help in quote, anti-gun sweeps.
[00:16:26.867 --> 00:16:28.188]  NBC News, did you see that?
[00:16:28.708 --> 00:16:29.269]  Yes, I did.
[00:16:29.909 --> 00:16:30.830]  What is your take on that?
[00:16:30.850 --> 00:16:38.214]  My point is, is that we the citizens must have a better dialogue, a better relationship with our local state and federal law enforcement.
[00:16:38.374 --> 00:16:39.075]  And remember Alex,
[00:16:39.515 --> 00:16:42.998]  I'm just a goofy guitar player, but I've been a sheriff's deputy for 32 years.
[00:16:43.478 --> 00:16:46.380]  I've been sworn in as a constable in McLennan County, Texas.
[00:16:46.420 --> 00:16:48.522]  So you're not going to hand your guns over is what you're saying?
[00:16:49.703 --> 00:16:50.443]  Lead first.
[00:16:51.624 --> 00:16:54.987]  Well, I mean, it's happening, Ted, in Illinois.
[00:16:55.307 --> 00:16:58.229]  It happened in New Jersey and California 20 years ago, Alex.
[00:16:58.490 --> 00:16:58.850]  I know!
[00:16:58.870 --> 00:17:06.356]  So I just want the people to know you're an icon out there, that Ted Nugent is aware of this, because some people, some conservatives are still in denial.
[00:17:06.616 --> 00:17:08.037]  We're trying to raise the alarm here.
[00:17:08.819 --> 00:17:26.409]  I promise you this, Alex, if the vulgarity, the obscenity of Nazi-like tactics was ever implemented by the United States government or any of their law enforcement arms, there would be blood in the streets, and I promise you this, we the people would win.
[00:17:26.650 --> 00:17:34.094]  And if anybody in the government is monitoring this, my name is Ted Nugent, and if you come to take my guns, I will shoot you dead.
[00:17:36.454 --> 00:17:37.395]  Amazing interview.
[00:17:37.715 --> 00:17:41.018]  Folks, visit InfoWars.com, TedNugent.com.
[00:17:41.298 --> 00:17:43.140]  Ted, check out InfoWars.com.
[00:17:43.580 --> 00:17:45.122]  Please research the info.
[00:17:45.142 --> 00:17:54.891]  We're going to go ahead and end this interview, but off air, let me get a good address to send you some of my films, sir, because I want to mail these out to you so you can see some of the things we've witnessed, okay?
[00:17:55.211 --> 00:17:58.834]  Well, I'm on it, Alex, and God bless you and God bless all my friends across America, man.
[00:17:58.954 --> 00:17:59.635]  Okay, thank you.
[00:17:59.675 --> 00:18:00.536]  Folks, we'll be right back.
[00:18:01.949 --> 00:18:06.674]  Okay, Ted... Take my guns, I will shoot you dead!
[00:18:08.936 --> 00:18:10.858]  Amazing interview, folks.
[00:18:10.918 --> 00:18:13.500]  Visit InfoWars.com, TedNugent.com.
[00:18:13.781 --> 00:18:15.642]  Ted, check out InfoWars.com.
[00:18:16.063 --> 00:18:17.604]  Please research the info.
[00:18:17.624 --> 00:18:23.210]  We're going to go ahead and end this interview, but off air, let me get a good address to send you some of my films, sir.
[00:18:33.863 --> 00:18:37.306]  Now it's cancer's turn to die with our patented methodology.
[00:18:37.526 --> 00:18:48.776]  Without cutting, bleeding, drugs or damaging radiation, we can kill skin cancer and breast tumors of any size and many other types of cancer without adverse side effects at our outpatient facility.
[00:18:48.957 --> 00:18:52.019]  We offer a real solution using real science.
[00:18:52.420 --> 00:18:56.203]  Our unique approach to cancer treatment is what everyone has been waiting for.
[00:18:56.523 --> 00:18:59.686]  A simple, easy way to eliminate the threat of cancer.
[00:18:59.966 --> 00:19:02.028]  LASER technology at its best.
[00:19:02.248 --> 00:19:05.411]  To receive an information packet, call our treatment center at 501-255-0528.
[00:19:05.511 --> 00:19:05.951]  That's 501-255-0528.
[00:19:06.091 --> 00:19:08.913]  Or visit our website at lasmedinc.com.
[00:19:09.114 --> 00:19:11.015]  That's L-A-S-E-M-E-D-I-N-C dot com today.
[00:19:23.567 --> 00:19:26.608]  You ever have one of those days where everything goes right?
[00:19:26.988 --> 00:19:29.049]  First, I get the best parking space at work.
[00:19:29.289 --> 00:19:32.310]  Tonight, I have a date with a very lovely Rachel.
[00:19:32.590 --> 00:19:39.012]  And today, I gave a killer presentation in Sydney, finalized a contract in London, and demoed our new product in Boston.
[00:19:39.472 --> 00:19:41.673]  Online from my desk with Webex.
[00:19:42.094 --> 00:19:45.175]  Webex lets me take meetings and give presentations from my desk.
[00:19:45.375 --> 00:19:50.018]  I just talk to clients on the phone and they watch what's happening on my desktop from their desktop.
[00:19:50.158 --> 00:19:53.860]  So I can travel the world and still be here for my date tonight with Rachel.
[00:19:54.100 --> 00:19:55.621]  Travel less, meet online.
[00:19:55.721 --> 00:19:58.202]  Go to Webex.com and try Webex free.
[00:19:58.382 --> 00:20:03.965]  Just click the radiographic and enter promo code 500 to get a free trial and a free webcam too.
[00:20:04.285 --> 00:20:05.086]  Remember that code 500.
[00:20:05.506 --> 00:20:08.287]  On September 11th, 2001, along with hundreds of my fellow troops, I went to Ground Zero.
[00:20:08.347 --> 00:20:09.247]  And we knew what to do.
[00:20:31.630 --> 00:20:32.671]  Or at least we thought we did.
[00:20:57.594 --> 00:20:57.674]  John!
[00:21:27.850 --> 00:21:28.190]  Yes, sir.
[00:21:29.291 --> 00:21:30.131]  This is crazy.
[00:21:30.151 --> 00:21:32.272]  Dealing with these rock stars is crazy.
[00:21:32.352 --> 00:21:33.672]  They got busy schedules.
[00:21:33.732 --> 00:21:37.354]  Ted was just going to be on for 30 minutes, but...
[00:21:53.951 --> 00:21:56.253]  I think he canceled his other interview and is coming on longer.
[00:21:56.333 --> 00:21:58.335]  He wanted to, I guess, come back on longer.
[00:21:59.295 --> 00:22:05.140]  So, we're going to have him call back here in just a moment and spend some more time with us.
[00:22:05.881 --> 00:22:07.002]  Because, wow!
[00:22:07.122 --> 00:22:11.605]  I mean, I really threw the gauntlet down to Ted Nugent and said, what do you do when they come for your guns?
[00:22:11.625 --> 00:22:15.288]  We've got the National Guard now being used in gun sweeps in Illinois.
[00:22:15.328 --> 00:22:16.630]  I mean, that's NBC News.
[00:22:17.472 --> 00:22:18.633]  The governor announced it.
[00:22:19.453 --> 00:22:20.433]  The mayor announced it.
[00:22:20.473 --> 00:22:22.174]  We've got all this other craziness happening.
[00:22:22.214 --> 00:22:32.259]  I've seen polls where as high as 98 percent, they've had national law enforcement polls, over and over again it's 98 percent saying we will not confiscate guns, we're pro-Second Amendment.
[00:22:32.539 --> 00:22:35.560]  Because police know about guns, they know they actually reduce crime.
[00:22:35.600 --> 00:22:40.623]  Your average cop is somebody who grew up with firearms and doesn't want to have theirs taken when they retire.
[00:22:41.243 --> 00:22:42.564]  And so they,
[00:22:43.544 --> 00:22:48.846]  It's quite a world where the bureaucrats and the mayors and the government wants to disarm the public to make us disarm serfs.
[00:22:49.966 --> 00:22:55.388]  But then we have the police that don't want to confiscate our guns.
[00:22:56.248 --> 00:22:58.589]  And that's a true statement from Ted Nugent.
[00:22:59.569 --> 00:23:06.992]  And this is where things get confusing because the people on the left and right at the grassroots just want liberty and freedom.
[00:23:07.312 --> 00:23:09.633]  Most of the liberals I know are becoming pro-Second Amendment.
[00:23:10.413 --> 00:23:16.276]  But the establishment is more anti-Second Amendment and self-defense than ever before.
[00:23:18.358 --> 00:23:23.080]  And so it has been quite a wild interview with Ted Nugent today.
[00:23:24.221 --> 00:23:27.763]  For those joining us, the websites are InfoWars.com and
[00:23:28.885 --> 00:23:31.930]  PrisonPlanet.com, InfoWars.net, JonesReport.com.
[00:23:32.230 --> 00:23:41.085]  My new film, Truth Rising, is the most important film I've ever made because it really shows you who the grassroots are resisting tyranny and it's done in the cinema verite.
[00:23:41.405 --> 00:23:43.088]  In French, that means the cinema of truth.
[00:23:44.696 --> 00:23:45.857]  And it really is the truth.
[00:23:45.897 --> 00:23:46.577]  It is the lens.
[00:23:46.617 --> 00:23:47.597]  It is what the lens saw.
[00:23:48.197 --> 00:23:50.458]  It is not any voiceover or any of my opinions.
[00:23:51.078 --> 00:23:55.360]  It is an amazing documentary available at InfoWars.com or by calling 888-253-3139.
[00:23:59.321 --> 00:24:04.822]  And we have former Congressman Dan Hamburg coming on to talk about the growing police state in about 25 minutes.
[00:24:05.282 --> 00:24:11.063]  And then I'm also scheduled to have John Hunt, son of the famous CIA Black Op commander, former CIA section chief.
[00:24:11.563 --> 00:24:14.204]  He cut his interview short last week because of a congressman who was on.
[00:24:14.224 --> 00:24:17.004]  So we're going to have him back on the day to take your phone calls.
[00:24:17.344 --> 00:24:24.285]  Coming up in the fourth hour about, that's about an hour and 25 minutes from now.
[00:24:25.866 --> 00:24:28.526]  John, just let me know as soon as Nugent is back on the line, okay?
[00:24:30.404 --> 00:24:30.684]  He's here.
[00:24:31.064 --> 00:24:31.664]  He is here.
[00:24:32.464 --> 00:24:33.805]  Wow, what a surprise!
[00:24:33.845 --> 00:24:39.646]  We only had a 30-minute interview with him and then I guess something opened up and Ted said, why not do some more?
[00:24:40.066 --> 00:24:43.486]  So he's with us for another 24 minutes or so.
[00:24:43.506 --> 00:24:49.687]  If you want to talk to Ted Nugent, specifically for Ted Nugent, John, make sure they're for him on the subject of Second Amendment and liberty, 1-800-259-9231.
[00:24:49.707 --> 00:24:49.768]  1-800-259-9231.
[00:24:49.808 --> 00:24:52.068]  Wow, Mr. Nugent, it's good to have you back so soon.
[00:24:58.209 --> 00:25:00.871]  Alex, I'm pleased to return to your campfire, sir.
[00:25:00.891 --> 00:25:01.191]  Thank you.
[00:25:10.666 --> 00:25:18.648]  What will happen if any tyrannical government under Barack Obama, Hillary Clinton, the Easter Bunny, John McCain, comes to confiscate Ted Nugent's guns?
[00:25:19.088 --> 00:25:22.229]  You said they will get it lead first, and they will be in a pool of blood.
[00:25:22.569 --> 00:25:24.709]  And that is the attitude that built this country.
[00:25:24.969 --> 00:25:29.490]  And for those that demonize the Founding Fathers, and say that they're bad, what do you say to them?
[00:25:30.110 --> 00:25:35.512]  Well, you know, I'm constantly attacked for being an extremist, Alex, and I'm very proud of that label.
[00:25:35.572 --> 00:25:36.752]  I'm an extreme American.
