[00:00:05.391 --> 00:00:11.414]  From his Central Texas Command Center, deep behind enemy lines, the information war continues.
[00:06:41.310 --> 00:06:49.593]  So, you know, ultimately they do have to admit all those things, but there was a presentation that was occurring since 2002 when they started their report.
[00:06:53.171 --> 00:07:02.877]  They're investigating, and then this year, when they finally put out the World Trade Center 7 report, it was always kind of a piecemeal presentation, almost as if they were asking us, do you believe this?
[00:07:02.997 --> 00:07:06.860]  They'd have a public media presentation, and they'd say, what about this?
[00:07:08.581 --> 00:07:14.024]  You know, and some of us, like myself, would speak up and say, hey, that's not going to work.
[00:07:14.564 --> 00:07:17.246]  And then they'd come up with something different.
[00:07:18.127 --> 00:07:20.788]  And with World Trade Center 7, it's nothing more blatant than that.
[00:07:22.233 --> 00:07:23.674]  The diesel fuel story.
[00:07:23.694 --> 00:07:29.300]  It was certainly the diesel fuel and all of the major media reported this over and over again.
[00:07:30.767 --> 00:07:34.770]  Or it was the scooped out theory, the towers had fallen.
[00:07:34.970 --> 00:07:37.273]  And they've now reversed themselves on all of that.
[00:07:37.733 --> 00:07:41.156]  Then it was shoddy construction when the building was overbuilt, as you know.
[00:07:41.636 --> 00:07:51.786]  Have you seen the new video with Brian Williams on there interviewing the Deputy Fire Chief, one of the commanders, who says, well, we were ready to bring it down.
[00:07:51.806 --> 00:07:54.948]  You know, there was talk of us bringing it down ourselves.
[00:07:56.809 --> 00:08:01.870]  I mean, how many videos does it take of police and firemen saying the feds were getting ready to bring it down?
[00:08:01.950 --> 00:08:03.630]  I mean, not just Silverstein.
[00:08:03.650 --> 00:08:07.391]  I mean, do we have to have like a footage of Bush with a plunger?
[00:08:07.411 --> 00:08:08.951]  Right.
[00:08:08.971 --> 00:08:13.312]  The extent of the cover up is really so incredible.
[00:08:13.712 --> 00:08:16.793]  And I think that's part of the value of 9-11 Truth.
[00:08:16.833 --> 00:08:24.234]  You know, I'm interested in how this much deception could have been carried on for so long.
[00:08:24.904 --> 00:08:36.072]  And how each of us as the listeners of this story, you know, kind of participated, or some of us, in allowing it to be just a huge lie for so long.
[00:08:37.413 --> 00:08:50.081]  So I'm interested in that sort of thing as well, but mainly the physical research that we're doing now has to do with the alternative hypothesis, and now really the only, not only hypothesis, but theory, since it's got so much evidence.
[00:08:50.542 --> 00:08:54.004]  The demolition theory, or what I call the deceptive demolition theory,
[00:08:54.540 --> 00:08:58.863]  So that people don't forget that it's really based on deception.
[00:08:58.923 --> 00:09:00.524]  Now this is like the theory of gravity.
[00:09:00.604 --> 00:09:05.948]  It's been proven, but they kind of call it a law, but it started out as a theory.
[00:09:06.589 --> 00:09:16.235]  The public thinks conspiracy and theory, that number one, there's no government conspiracies, though history's full of them, and Nixon got in trouble for a government conspiracy.
[00:09:17.176 --> 00:09:18.757]  And then they said there's no such thing as theories.
[00:09:19.157 --> 00:09:24.360]  Well, we know the official theory of why these towers turned into matchsticks and dust.
[00:09:24.761 --> 00:09:25.841]  We know that's a fraud.
[00:09:25.881 --> 00:09:31.245]  So we set about going, OK, what does the evidence show is the most probable hypothesis?
[00:09:31.325 --> 00:09:32.285]  And there you have it.
[00:09:33.106 --> 00:09:33.266]  Right.
[00:09:33.306 --> 00:09:35.907]  And it's going to be it's not going to be extremely simple.
[00:09:35.967 --> 00:09:45.813]  It's not going to be simply the question of whether planes brought the buildings down or somebody just decided to do a typical demolition of the World Trade Center towers.
[00:09:45.873 --> 00:09:46.814]  That's not the question.
[00:09:48.127 --> 00:10:01.577]  The question is, did the planes bring the buildings down, which we know is not true, or did somebody fly planes into the buildings in order to present the idea that the planes brought the buildings down while doing a deceptive demolition?
[00:10:02.118 --> 00:10:11.225]  And so, if we keep all that in mind, part of the deception is having fire exist where it would not have otherwise existed.
[00:10:12.346 --> 00:10:13.987]  Other parts are creating fire.
[00:10:16.002 --> 00:10:22.062]  In the elevator shaft that is so extreme that would weaken the core of the buildings and also very likely
[00:10:22.779 --> 00:10:26.220]  From what we've heard from testimony, explosions in the basements as well.
[00:10:26.280 --> 00:10:28.340]  So, it was a complicated process.
[00:10:28.440 --> 00:10:29.741]  Which by the way were preparatory.
[00:10:29.781 --> 00:10:41.603]  Those were way before the main collapse was initiated with the towers, with the top-down demolition versus the classical, or more classical, bottom-up situation with Building 7.
[00:10:42.043 --> 00:10:43.524]  I want to come back with Kevin Ryan.
[00:10:43.884 --> 00:10:48.125]  And Kevin, have you walk through that and then all the new thermite information.
[00:10:48.965 --> 00:10:52.387]  That you have, but I mean, stepping back from this, do you ever wake up at 3 a.m.
[00:10:52.447 --> 00:10:55.429]  at night, sweaty like I do, or freaked out?
[00:10:55.869 --> 00:11:09.936]  You know, consciously we know it's an inside job, the evidence shows that, but to like come to grips kind of like, you know, when you're not conscious and awake and psychologically dealing with it, when it kind of floods in of, oh my God, people run the government that really killed 3,000 people and
[00:11:11.717 --> 00:11:18.203]  I mean, these are wild men to pull off something of this daring in front of everyone.
[00:11:18.243 --> 00:11:22.707]  I mean, these people, what else are they capable of?
[00:11:24.288 --> 00:11:27.851]  Yeah, that's a good question, but I'd like to think that we're still in the majority, Alex.
[00:11:28.632 --> 00:11:36.959]  The American people and the people of the world who are generally honest and interested in survival still have a chance, in my opinion, so we need to get the word out.
[00:11:38.015 --> 00:11:38.675]  Well, I know this.
[00:11:38.775 --> 00:11:42.596]  I mean, about every few weeks I'll wake up 3, 4 a.m., covered in sweat, thinking about 9-11.
[00:11:42.856 --> 00:11:51.379]  And I'm like, oh my God, I'm this prominent person fighting murderers who will just kill 3,000 people like that to get power and to be able to launch wars.
[00:11:51.419 --> 00:11:52.559]  And it's real.
[00:11:52.639 --> 00:11:53.899]  I mean, they really did it.
[00:11:53.959 --> 00:11:56.500]  And it just hits me like a ton of bricks.
[00:11:56.560 --> 00:12:00.721]  And I've got to just literally cry out to God for support or I couldn't continue on.
[00:12:01.021 --> 00:12:02.122]  Stay there, Kevin Ryan.
[00:12:02.162 --> 00:12:03.002]  We appreciate your courage.
[00:12:03.996 --> 00:12:07.157]  Before you throw away your used batteries, you need to listen to this.
[00:12:07.517 --> 00:12:09.258]  Now, going green can save money.
[00:12:09.438 --> 00:12:14.780]  Go green and save money by giving life to your used batteries by charging them with the Renaissance Charger.
[00:12:15.000 --> 00:12:22.724]  The Renaissance Charger uses a new revolutionary battery charging technology that effectively extends the life of new batteries and gives new life to used batteries.
[00:12:23.024 --> 00:12:33.848]  Invented by legendary audio genius John Bodini, this unique and patented charging system rejuvenates the electrochemical plate structure in the battery without additives, increasing capacity
[00:12:33.868 --> 00:12:34.268]  I think so.
[00:13:04.000 --> 00:13:10.381]  Today, unlike any other in the long course of American history, a terrorist act of war against this country.
[00:13:10.741 --> 00:13:12.722]  The enemy struck America on September 11th.
[00:13:13.382 --> 00:13:14.422]  But who is the enemy?
[00:13:14.942 --> 00:13:15.442]  Bin Laden.
[00:13:15.742 --> 00:13:16.663]  This is his ammo.
[00:13:16.683 --> 00:13:18.043]  We have to look to the Middle East.
[00:13:18.063 --> 00:13:19.763]  We have to look to Osama Bin Laden.
[00:13:20.103 --> 00:13:26.845]  Fabled Enemies is the first 9-11 film to take a close look at the terrorist ties to intelligence networks inside the United States.
[00:13:27.245 --> 00:13:27.685]  Some U.S.
[00:13:27.725 --> 00:13:33.366]  investigators believe that there are Israelis again very much engaged in spying in and on the U.S.
[00:13:34.066 --> 00:13:37.548]  I'm aware that some Israeli citizens have been detained.
[00:13:37.568 --> 00:13:39.729]  Either you are with us, or you are with the terrorists.
[00:14:05.285 --> 00:14:07.266]  Are you wondering about your retirement portfolio?
[00:14:07.626 --> 00:14:13.610]  Are you confident that the financial advisor is experienced enough to combat climbing interest rates, taxes, and inflation?
[00:14:13.870 --> 00:14:17.793]  Stop guessing and go to the expert, Robert Chapman of The International Forecaster.
[00:14:18.013 --> 00:14:24.837]  When you subscribe to The International Forecaster, you get Robert Chapman's 45 years of experience and concise investment recommendations.
[00:14:25.177 --> 00:14:30.701]  Who needs sugar-coated excuses when you can get the cold hard facts and proven investment leads you can't get anywhere else?
[00:14:31.081 --> 00:14:37.685]  For a free introductory copy to Robert Chapman's International Forecaster, subscribe now at TheInternationalForecaster.com or call 877-479-8178.
[00:14:41.886 --> 00:14:42.126]  I think so.
[00:15:03.476 --> 00:15:08.198]  Don't be a victim of sudden cardiac arrest due to inflammation of the arterial walls.
[00:15:08.558 --> 00:15:14.900]  Our hemp foods are anti-inflammatory and gluten-free and can greatly benefit the health of the human body.
[00:15:15.641 --> 00:15:24.024]  By calling 908-691-2608 or visiting hempusa.org, you can benefit from this wonderful natural food source.
[00:15:24.664 --> 00:15:32.087]  Our customers are also purchasing this natural food for long-term storage, camping, survival and emergency food rations.
[00:15:32.585 --> 00:15:38.127]  Call 908-691-2608 or visit hempusa.org today.
[00:15:38.147 --> 00:15:46.091]  Hempusa.org believes that now is the time to plan for the future and food will be your greatest asset.
[00:15:46.691 --> 00:15:53.514]  People spend money on all kinds of things, but our warning is prepare now for food shortages in the future.
[00:15:54.315 --> 00:15:56.356]  So don't delay, call today, 908-691-2608
[00:15:59.778 --> 00:16:02.923]  And see what our powder, seeds, and oil can do for you!
[00:16:13.439 --> 00:16:16.260]  Alright, folks, we are here, back live with Kevin Ryan.
[00:16:16.560 --> 00:16:24.163]  Phone calls on 9-11 Truth, government-sponsored terror, you name it, coming up in the next segment at 1-800-259-9231.
[00:16:24.283 --> 00:16:34.046]  I see Betty, Don, and many others that want to speak to our guest, Kevin Ryan, formerly with Underwriting Laboratories, an engineer, who found out about all this stuff.
[00:16:34.146 --> 00:16:41.088]  And look, I mean, you can't, dealing with reality, you can't just say, well, it's too scary to know it's an inside job.
[00:16:41.408 --> 00:16:42.629]  I'm just going to say it's not true.
[00:16:44.019 --> 00:16:45.100]  I mean, that is a lot to deal with.
[00:16:45.760 --> 00:16:46.581]  And I've had to deal with it.
[00:16:47.222 --> 00:16:51.525]  You know, I had to tell you about the attacks before they happened, so the Feds are going to go after the World Trade Center.
[00:16:53.086 --> 00:16:55.068]  I could see them on TV preparing the public.
[00:16:55.128 --> 00:17:02.213]  I mean, it doesn't take a mathematician to understand this stuff, but here we are.
[00:17:02.534 --> 00:17:07.598]  So, Kevin, continuing with your awakening the evidence, NIST is all over the map now.
[00:17:09.414 --> 00:17:14.357]  And then that really key research you've done on the Thermate with Dr. Stephen Jones and others.
[00:17:15.918 --> 00:17:16.158]  Right.
[00:17:16.238 --> 00:17:28.106]  So Dr. Jones came on the scene in 2005 and was just a very strong scientific, credible scientific speaker in terms of what he was finding.
[00:17:29.406 --> 00:17:36.771]  And since then, Dr. Jones and myself and others have proven beyond question, I think, and others before us,
[00:17:37.441 --> 00:17:41.684]  That the towers and World Trade Center 7 were brought down with explosives.
[00:17:41.724 --> 00:17:43.726]  There's no question about that.
[00:17:44.347 --> 00:17:51.412]  The additional information was the development of the thermite or thermate theory from Dr. Jones.
[00:17:52.333 --> 00:18:01.020]  And that's because he was able to find residues and test them and show that they were chemically identical to the residues from thermite.
[00:18:02.503 --> 00:18:03.103]  Explosions.
[00:18:03.183 --> 00:18:13.806]  And by the way, separately, the government's own reports buried in the data was the sulfidation and other chemical interactions that he had separately found in his own research.
[00:18:13.846 --> 00:18:20.487]  So a lot of what you guys have done is seconded in the real government research, not just the official spin they put out.
[00:18:21.067 --> 00:18:21.648]  Absolutely.
[00:18:21.668 --> 00:18:25.589]  It's supported by official reports of various kinds.
[00:18:26.929 --> 00:18:31.090]  But then we started looking into what are called nanothermites, and these are
[00:18:32.017 --> 00:18:39.462]  More explosive versions of thermite that are built around components that are on the nano scale.
[00:18:40.002 --> 00:18:49.028]  So nano aluminum and sometimes also nano metallic powders, metallic oxides that are mixed with the nano aluminum.
[00:18:49.068 --> 00:18:54.432]  And there's one reason that these are very useful in my view.
[00:18:54.772 --> 00:18:56.513]  They ignite at much lower temperatures.
[00:18:56.713 --> 00:18:58.955]  They are explosive, very much so.
[00:18:59.813 --> 00:19:05.297]  And also, they create fire, as I suggested, where fire would not otherwise have existed.
[00:19:05.317 --> 00:19:24.729]  They're also applicable to this situation in that if you look at where the fireproofing upgrades and the elevator work was done in the two years before 9-11, you find out that the floors where fireproofing upgrade was done match up very well, almost exactly, if not exactly.
[00:19:25.219 --> 00:19:31.165]  With the floors of impact and fire and failure or so-called failure in the towers.
[00:19:31.926 --> 00:19:37.832]  And so that shows massive forethought and just sickening premeditated nature.
[00:19:38.532 --> 00:19:38.873]  Really?
[00:19:38.913 --> 00:19:48.302]  And so that just, you know, it becomes an easy path almost when you look at that and you say, well, a very strong part of the theory now is that nanothermites were
[00:19:48.686 --> 00:19:50.587]  Which are sprayable, can be coated.
[00:19:50.607 --> 00:19:52.809]  They're coatings.
[00:19:53.609 --> 00:19:56.331]  And the workers even think they're putting on new fireproofing.
[00:19:57.472 --> 00:20:07.158]  I think it's very possible that the idea is that they could be told that it's intumescent paint, which is a fireproofing type of paint, or other types of fireproofing materials.
[00:20:07.198 --> 00:20:14.363]  And even the Port Authority's consultant Burl Happold, an engineering company from the British
[00:20:15.396 --> 00:20:21.539]  from the United Kingdom suggested to them at the time when they're doing these upgradings that they use alternative materials.
[00:20:22.299 --> 00:20:24.960]  So they didn't explain what those alternative materials are.
[00:20:24.980 --> 00:20:29.562]  And it would sure help if it was a spook building with every major federal intelligence agency in it.
[00:20:30.002 --> 00:20:31.263]  And it magically was!
[00:20:31.283 --> 00:20:33.303]  The government's command bunker.
[00:20:33.844 --> 00:20:38.746]  Yeah, World Trade Center 7 had some very interesting tenants, that's for sure.
[00:20:39.266 --> 00:20:41.927]  CIA, FBI, Defense Intelligence.
[00:20:43.188 --> 00:20:47.990]  Yeah, so we look more into these nanothermites, and I've been making them, actually.
[00:20:48.010 --> 00:21:04.959]  I've been making them now, I made a couple of formulations that were published by Lawrence Livermore National Labs, and I've been examining a lot of the World Trade Center dust samples, and looking in surprise, I guess, at how similar these materials look
[00:21:05.969 --> 00:21:07.450]  When you look at them under a microscope.
[00:21:07.530 --> 00:21:12.693]  And then NIST, and we're going to come back in a long segment, and I want you to break this down slowly, sir.
[00:21:13.213 --> 00:21:21.378]  It just so happens that NIST has been acting like they don't know what you're talking about, but they happen to have some thermate, nanothermite experts working there.
[00:21:21.398 --> 00:21:22.839]  Yeah, absolutely.
[00:21:23.059 --> 00:21:29.143]  And it's amazing who the president appointed to lead NIST.
[00:21:30.007 --> 00:21:31.167]  Uh, during the investigation.
[00:21:31.207 --> 00:21:33.188]  We can talk about that when you're ready.
[00:21:33.628 --> 00:21:33.708]  Yeah.
[00:21:33.728 --> 00:21:42.529]  Well, since they're such explosive thermite experts with NASA, why don't we... I mean, have you had a chance to talk face-to-face with these nice people?
[00:21:42.549 --> 00:21:45.770]  Uh, because, uh, I know you go to some of these events.
[00:21:45.790 --> 00:21:50.471]  I want to hear about this with Kevin Ryan, the engineer, who's bringing down the New World Order lie.
[00:21:50.951 --> 00:21:51.511]  Stay with us.
[00:21:51.531 --> 00:21:52.811]  This is so important, folks.
[00:21:52.851 --> 00:21:53.491]  Call your friends.
[00:21:54.091 --> 00:21:55.012]  We're on the march.
[00:21:55.472 --> 00:21:56.992]  The Empire's on the run.
[00:21:58.004 --> 00:22:00.745]  Alex Jones and the GCN Radio Network.
[00:22:04.706 --> 00:22:16.410]  Now that the election is over and the shock is beginning to wear off, Ready Reserve Foods in an effort to get as many Americans prepared for the promised changes of the new administration and to help you and your family survive the global economic crash.
[00:22:17.020 --> 00:22:19.642]  Ready Reserve is offering the pre-inauguration special.
[00:22:20.182 --> 00:22:26.927]  Between now and January 20, 2009, all food units U1 through U7 are being offered at wholesale prices.
[00:22:27.408 --> 00:22:28.949]  That's a 33% savings.
[00:22:29.269 --> 00:22:32.552]  A year's supply of meals starts as low as $0.73 per meal.
[00:22:32.972 --> 00:22:42.219]  Ready Reserve food offers only the highest quality dehydrated food, packed in double enameled cans in an inert nitrogen atmosphere, allowing a 15-plus year shelf life.
[00:22:42.699 --> 00:22:45.121]  Ready Reserve has been manufacturing since 1972, giving them the
[00:22:50.299 --> 00:22:53.340]  On September 11, 2001, along with hundreds of my fellow troops, I went to ground zero.
[00:22:53.360 --> 00:22:53.961]  And we knew what to do.
[00:22:54.021 --> 00:22:55.021]  Or at least we thought we did.
[00:22:55.041 --> 00:22:59.463]  Truth Rising is a breakthrough 9-11 film that finally gives first responders a platform to tell their story.
[00:23:20.106 --> 00:23:28.669]  Whitman, EPA director on the 18th, made a statement that the air was safe to breathe.
[00:23:29.009 --> 00:23:35.811]  This film follows the growing momentum of 9-11 truth as brave souls throughout the world take action against their global masters.
[00:23:36.111 --> 00:23:39.172]  He had his hand over the radio while he was getting a countdown.
[00:23:39.272 --> 00:23:44.513]  He takes his hand off and you hear three, two, one, and it was boom, boom, boom, boom, boom.
[00:23:45.053 --> 00:23:47.614]  This is an emergency transmission worldwide.
[00:23:48.115 --> 00:23:53.958]  Download Truth Rising at PrisonPlanet.tv and aggressively spread it worldwide.
[00:23:54.158 --> 00:23:56.699]  Or order the DVD at Infowars.com.
[00:23:57.080 --> 00:24:02.102]  If we don't expose the government-sponsored terror, they're going to commit more acts and bring in martial law.
[00:24:04.684 --> 00:24:05.744]  Hello, I'm Steve Shank.
[00:24:06.465 --> 00:24:09.766]  Many have been afraid they needed their food supplies before the election.
[00:24:10.307 --> 00:24:16.790]  The inauguration, not the election, is the deadline given by the Obama insiders for completing your food supplies.
[00:24:17.503 --> 00:24:29.313]  Joe Biden and Colin Powell both stated that shortly after the inauguration, possibly the 21st or 22nd of January, the new president would be forced by an international incident to make some unpopular decisions.
[00:24:30.274 --> 00:24:34.217]  This functions as an important deadline for getting any food you intend to have.
[00:24:34.817 --> 00:24:41.863]  The unpopular presidential decisions will likely affect restriction of transportation and availability of food distribution.
[00:24:42.839 --> 00:24:47.862]  Order any remaining food needed no later than four weeks before the inauguration to allow for shipping.
[00:24:48.462 --> 00:24:52.485]  Late orders cannot be guaranteed delivery by this deadline for disaster.
[00:24:53.005 --> 00:24:54.386]  Call 800-409-5633 on the web eFoodsDirect.com 800-409-5633
[00:25:04.102 --> 00:25:07.066]  He's with Architects and Engineers for 9-11 Truth.
[00:25:07.106 --> 00:25:10.409]  He works with Dr. Stephen Jones and others.
[00:25:25.043 --> 00:25:29.688]  There's several different organizations, but we'll put up some of the websites on screen if you want to learn more.
[00:25:30.028 --> 00:25:36.375]  We were trying to give out some websites before we went to break Kevin Ryan for people to look at the explosive
[00:25:37.941 --> 00:25:42.182]  nanothermite you've made that mirrors the government programs.
[00:25:42.222 --> 00:25:54.865]  We know the Pentagon's worked with this, NASA's worked with this, and the folks at NIST should know all about it, because it just so happens, of only maybe ten experts in the world, you've got a couple of them that just so happen to be given the investigation.
[00:25:54.885 --> 00:26:00.667]  So I would imagine they want to work with you, since this is their line, their specialty, their signature.
[00:26:01.227 --> 00:26:04.028]  We know they want to help America capture the terrorist,
[00:26:04.828 --> 00:26:14.453]  So, Kevin, continue with the spheres themselves, and then, lo and behold, top experts in the world involved running the cover-up, I mean investigation.
[00:26:15.334 --> 00:26:19.796]  Kevin, Ryan, please continue, because we're really getting close now, aren't we?
[00:26:20.737 --> 00:26:21.317]  I think so.
[00:26:21.617 --> 00:26:31.763]  And if you go to the Journal of 9-11 Studies, I published a paper, one of my own papers was published there, called The Top Ten Connections Between NIST and Nanothermites.
[00:26:32.623 --> 00:26:35.425]  And it steps through the top ten connections.
[00:26:35.525 --> 00:26:37.506]  Give that site out for folks, we're going to put it on screen.
[00:26:37.906 --> 00:26:40.528]  It's the journal of 911studies.com.
[00:26:40.608 --> 00:26:42.489]  Journal of 911studies.com.
[00:26:42.709 --> 00:26:43.730]  Alright, we've got it on screen.
[00:26:44.050 --> 00:26:44.671]  Please continue.
[00:26:45.291 --> 00:26:56.538]  And I think the paper is from July of this year, but it steps through an explanation of nanothermites and it talks about how NIST was working with Lawrence Livermore National Laboratories as early as 1999.
[00:26:57.458 --> 00:27:01.521]  I believe earlier than that, but that documentation
[00:27:02.088 --> 00:27:04.930]  It's important, but you can get all the references from this paper.
[00:27:04.950 --> 00:27:06.832]  You don't have to take my word for it.
[00:27:07.432 --> 00:27:14.478]  Step through it and see that NERC is very closely working on nanothermites.
[00:27:14.638 --> 00:27:23.845]  They had people like Forman Williams, who was their lead engineer on their advisory committee and also was the biggest engineering expert for popular mechanics.
[00:27:24.671 --> 00:27:28.076]  And he is an expert on just these sorts of materials.
[00:27:28.216 --> 00:27:30.559]  So he's the Hearst publishing expert?
[00:27:30.579 --> 00:27:32.262]  Yeah, I suppose.
[00:27:32.842 --> 00:27:34.845]  Popular Mechanics is a Hearst publication.
[00:27:35.406 --> 00:27:38.750]  Same folks that said, you supply the pitchers, I'll supply the war.
[00:27:39.712 --> 00:27:39.972]  Yeah.
[00:27:40.813 --> 00:27:41.073]  Yeah.
[00:27:41.314 --> 00:27:42.155]  The yellow journalism.
[00:27:44.478 --> 00:27:54.307]  We always joke and say in the encyclopedia next to the word dumbass there's a picture of you, but literally in the encyclopedia next to yellow journalism is a picture of them!
[00:27:54.328 --> 00:27:59.092]  A lot of people still believe it.
[00:28:01.738 --> 00:28:06.820]  That's just a matter of being able to close your mind enough to buy what you were already going to buy.
[00:28:06.840 --> 00:28:07.901]  Well, they're clearly operatives.
[00:28:07.941 --> 00:28:09.522]  Please continue.
[00:28:09.542 --> 00:28:23.688]  Well, you know, they're Science Applications International, which is a very large engineering consulting and other defense consulting company that was very heavily involved in the NIST investigation and they're experts on this sort of material.
[00:28:24.851 --> 00:28:34.658]  They also first investigated the 1993 World Trade Center bombing, and it was their analysis that kind of produced the official story.
[00:28:35.599 --> 00:28:42.504]  They were also responsible for helping out with the security upgrades at the World Trade Center in the late 1990s.
