[00:00:00.650 --> 00:00:01.731]  Government cover-ups.
[00:03:19.742 --> 00:03:20.963]  Ever seen Mars Attacks?
[00:03:21.003 --> 00:03:22.364]  Years ago we'd play that clip on there.
[00:03:23.104 --> 00:03:24.325]  Don't run, we are your friends!
[00:03:25.266 --> 00:03:30.050]  They'd have loudspeakers, the aliens playing that as they ran around zapping everyone with ray guns.
[00:03:31.431 --> 00:03:34.573]  And some people believe it and stop and then they laugh and shoot you.
[00:03:35.234 --> 00:03:36.875]  It's literally, don't run, we are your friends.
[00:03:36.915 --> 00:03:38.056]  Don't run, we're the government.
[00:03:38.496 --> 00:03:39.337]  We're here to help you.
[00:03:40.379 --> 00:03:47.444]  Just like they were smashing tanks into the Waco church saying this is not an assault, as Delta Force machine gun the Davidians trying to flee the back.
[00:03:48.024 --> 00:03:48.805]  All on video.
[00:03:49.305 --> 00:03:55.249]  Government shows you video of troops shooting people and says, though that looks like they're shooting them, that's not what that is.
[00:03:56.310 --> 00:04:08.938]  Men in infantry stance behind the Bradley vehicles, opening fire and people running out in fleer and falling on the ground flailing and then the tanks run over them with extreme wanton enjoyment.
[00:04:10.092 --> 00:04:13.094]  EU may boycott Beijing Olympics.
[00:04:13.114 --> 00:04:14.474]  Speaking of running over people with tanks.
[00:04:15.275 --> 00:04:20.097]  EU may boycott Beijing Olympics over cultural genocide in Tibet.
[00:04:20.558 --> 00:04:22.179]  Dollar falls on speculation.
[00:04:22.279 --> 00:04:22.479]  U.S.
[00:04:22.499 --> 00:04:23.699]  consumer confidence is waning.
[00:04:24.040 --> 00:04:25.901]  Gold spikes upwards.
[00:04:27.061 --> 00:04:33.124]  Torture architect John Yoo hypocritically blasts Democratic Party for violating Constitution's intent.
[00:04:34.085 --> 00:04:37.607]  Comcast try to cover up move to watch consumers via televisions.
[00:04:38.564 --> 00:04:39.805]  It's all coming up.
[00:04:39.905 --> 00:04:41.646]  Ultramassive transmission.
[00:04:42.026 --> 00:04:43.547]  And yes, a lot of your phone calls.
[00:04:43.907 --> 00:04:46.689]  And we're working on some news-related guests.
[00:04:47.309 --> 00:04:49.911]  Right now, feverishly, stay with us.
[00:04:53.673 --> 00:04:55.094]  It is a big idea.
[00:04:56.155 --> 00:04:57.195]  A new world order.
[00:04:57.916 --> 00:05:02.679]  In the near future, Earth is dominated by a powerful world government.
[00:05:02.819 --> 00:05:04.960]  It's known as the Bilderberg Group.
[00:05:05.640 --> 00:05:07.822]  Could their objective be world domination?
[00:05:08.424 --> 00:05:10.865]  For thousands of years, their Dark Order grew.
[00:05:11.605 --> 00:05:18.986]  Now, as they hail the birth of the New World Order, their great dream of exterminating 80% of humanity is at hand.
[00:05:21.947 --> 00:05:26.948]  For the first time in history, the Elite's plan for world government is blown wide open.
[00:05:27.408 --> 00:05:30.669]  You will learn the secret that drives the entire New World Order agenda.
[00:05:31.269 --> 00:05:33.331]  Dillberg is making great progress for the world.
[00:05:33.831 --> 00:05:34.972]  Most people have no idea.
[00:05:34.992 --> 00:05:35.753]  They're not after money.
[00:05:35.773 --> 00:05:36.853]  They have all the money they need.
[00:05:37.054 --> 00:05:37.774]  They're after power.
[00:05:38.034 --> 00:05:38.875]  That's what Apple needs here.
[00:05:39.175 --> 00:05:43.739]  Order In Game on DVD at PrisonPlanet.com or InfoWars.com.
[00:05:43.939 --> 00:05:47.461]  Or watch it online right now at PrisonPlanet.tv.
[00:05:47.902 --> 00:05:48.322]  In Game.
[00:05:48.682 --> 00:05:50.284]  Blueprint for global enslavement.
[00:05:50.704 --> 00:05:51.865]  You have been warned.
[00:05:52.611 --> 00:05:53.271]  It's a fact.
[00:05:53.491 --> 00:06:00.974]  Since the creation of the Federal Reserve in 1913, all banks in these United States create money out of thin air for every single loan they issue.
[00:06:01.074 --> 00:06:09.957]  With never-ending late fees, over-the-limit fees, and higher and higher interest rates, it has become mathematically impossible to repay all debt, making all of us slaves to our creditors.
[00:06:10.217 --> 00:06:20.761]  The Federal Debt Relief System has created a successful, attorney-backed program to legally eliminate credit card debt, personal loans, lines of credit, and other unsecured debts which have been fraudulently created by the banks.
[00:06:21.021 --> 00:06:27.084]  We can terminate your unsecured debt within 18 months with a much lower monthly payment, ending with nothing on your credit report.
[00:06:27.304 --> 00:06:32.326]  Join the thousands of Americans who now breathe with a sigh of relief because they have legally eliminated their debt.
[00:06:32.506 --> 00:06:37.008]  Instead of living each day in fear and frustration, it's time to take action and turn your life around.
[00:06:37.149 --> 00:06:38.949]  Call the Federal Debt Relief System at 877-943-8600.
[00:06:39.009 --> 00:06:39.190]  That's 877-943-8600.
[00:06:39.210 --> 00:06:39.690]  Or visit FDRS.org.
[00:06:39.810 --> 00:06:41.631]  Find out how you can break the cycle of debt slavery.
[00:06:48.874 --> 00:06:51.815]  Visit FDRS.org today!
[00:07:08.479 --> 00:07:08.899]  We're good to go.
[00:07:27.589 --> 00:07:39.860]  Order today for fighting disease, turning on your immune system, activating infection-fighting properties against sinus, lung, bowel, skin, Lyme disease, nail fungus, colds, flu, ringworm, gum disease, diarrhea, athlete's foot, and cholesterol.
[00:07:40.020 --> 00:07:43.343]  Secure online ordering is available at NutraMedical.com or call 888-212-8871.
[00:07:43.363 --> 00:07:43.964]  That number again, 888-212-8871.
[00:07:44.044 --> 00:07:46.906]  The most powerful natural antimicrobial available.
[00:07:54.147 --> 00:07:56.349]  He's the T-Rex of political talk.
[00:07:56.930 --> 00:07:59.732]  Alex Jones on the GCN Radio Network.
[00:08:18.206 --> 00:08:26.968]  Wide open phones today at 1-800-259-9231 and what a broadcast we have lined up for you today.
[00:08:29.729 --> 00:08:32.289]  We're going to get into another war provocation.
[00:08:32.329 --> 00:08:40.871]  General Petraeus, George Bush's pin-up girl, saying that Iran is behind the Green Zone attack.
[00:08:41.211 --> 00:08:43.852]  Just completely made up the
[00:08:45.472 --> 00:08:52.857]  180 degrees from strategically what Iran would do, put out by a liar who, you know when he's lying, his lips are moving.
[00:08:54.277 --> 00:09:12.448]  These are the same people that put out fake radio transmissions, in English for everyone, so the buffoons on television could see it, of saying, we're going to blow your ships up, ha ha ha, as motorboats drove along 500 yards away from the ships, there in the Strait of Hormuz.
[00:09:14.232 --> 00:09:15.292]  Which always happens.
[00:09:15.992 --> 00:09:25.455]  The missile cruisers come right up to their territorial waters and the pilot boats come out just like anybody else's Coast Guard do and cruise along the perimeter.
[00:09:26.355 --> 00:09:27.135]  Our government doesn't care.
[00:09:27.175 --> 00:09:28.275]  They just put out a fake tape.
[00:09:29.075 --> 00:09:31.156]  The difference is it came out that it was fake.
[00:09:32.076 --> 00:09:34.757]  Because there were commanders on the ships who weren't going to go along with it.
[00:09:35.817 --> 00:09:37.937]  Like Fox Fallon.
[00:09:37.997 --> 00:09:39.698]  And you know where Fox Fallon is now.
[00:09:39.758 --> 00:09:40.458]  He's bye-bye.
[00:09:41.263 --> 00:09:50.585]  The Admiral has been removed, and little liar Petraeus can tell us that Iran is behind Al-Qaeda, and that Iran is Al-Qaeda.
[00:09:51.005 --> 00:09:52.446]  The Shiites are Al-Qaeda, folks.
[00:09:54.886 --> 00:09:59.507]  By the way, for mainline listeners who just tuned in for the first time, that's a joke.
[00:10:00.088 --> 00:10:02.668]  I know the news says that, but that's because they think you're stupid.
[00:10:03.128 --> 00:10:04.449]  That's the opposite group.
[00:10:04.469 --> 00:10:05.569]  They're at each other's throats.
[00:10:07.309 --> 00:10:09.050]  That's like saying Lex Luthor is
[00:10:10.359 --> 00:10:12.740]  Lex Luthor is Superman.
[00:10:14.741 --> 00:10:16.082]  It's apples and oranges.
[00:10:16.182 --> 00:10:18.983]  It's 180 degrees opposite.
[00:10:19.003 --> 00:10:20.084]  It doesn't matter anymore.
[00:10:20.144 --> 00:10:21.184]  Just believe whatever you want.
[00:10:21.565 --> 00:10:22.505]  Just be a slave.
[00:10:22.545 --> 00:10:23.366]  Drink your fluoride.
[00:10:23.386 --> 00:10:24.046]  Love your government.
[00:10:24.646 --> 00:10:26.647]  Just believe that your dollar's strong.
[00:10:26.887 --> 00:10:28.708]  There's people who email me and call me.
[00:10:29.348 --> 00:10:33.411]  I've got friends who've got family and others who just their family tells them, nope, dollar's strong.
[00:10:33.451 --> 00:10:34.191]  It's all alive.
[00:10:35.109 --> 00:10:36.209]  All a conspiracy theory.
[00:10:36.329 --> 00:10:38.670]  Okay, believe whatever you want then, you know.
[00:10:39.270 --> 00:10:42.892]  People think that they can just believe whatever they want and that makes it reality.
[00:10:43.632 --> 00:10:45.733]  They believe the lie of perception being reality.
[00:10:48.253 --> 00:10:49.254]  That is not the case.
[00:10:49.434 --> 00:10:56.076]  I mean, maybe for a three-year-old who still thinks that pick-a-boo, you know, they cover their eyes up and they say, you can't see me, a two-year-old.
[00:10:56.976 --> 00:11:00.017]  Usually by the time they're three, they know that isn't the case.
[00:11:01.158 --> 00:11:04.419]  You know, a baby covers their eyes and they think that the world went away.
[00:11:04.944 --> 00:11:05.985]  No, it didn't go away.
[00:11:06.005 --> 00:11:07.446]  It's still right there.
[00:11:09.068 --> 00:11:10.469]  Peek-a-boo!
[00:11:10.529 --> 00:11:15.874]  I mean, that's what the general public is, is a bunch of two-year-olds saying peek-a-boo all day long.
[00:11:16.835 --> 00:11:21.359]  And you think you can cover your eyes up, stick your head in the sand, and all of this stuff goes away.
[00:11:21.379 --> 00:11:22.140]  It doesn't go away.
[00:11:22.160 --> 00:11:23.441]  It gets worse every minute.
[00:11:23.994 --> 00:11:37.541]  It grows and grows and grows, and the corrupt get more and more power, and take over more and more, and kick the final links, the final good people out of the police forces, out of the FBI, out of the government, out of the corporations.
[00:11:43.405 --> 00:11:45.386]  So, Iran behind Green Zone attack.
[00:11:45.426 --> 00:11:46.466]  The most senior U.S.
[00:11:46.506 --> 00:11:53.390]  general in Iraq has said he has evidence that Iran was behind Sunday's bombardment of Baghdad's heavily fortified Green Zone.
[00:11:54.614 --> 00:12:03.539]  General David Petraeus told BBC he thought Tehran had trained, equipped and funded insurgents who fired the barrage of mortars and rockets.
[00:12:03.939 --> 00:12:10.363]  He said Iran was adding that he described the lethal accelerants to a very combustible mix.
[00:12:11.003 --> 00:12:13.805]  There has yet been no response from Iran to the accusations.
[00:12:15.023 --> 00:12:16.744]  In response to the news, about 4,000 U.S.
[00:12:16.904 --> 00:12:18.784]  military personnel have now been killed in Iraq.
[00:12:19.164 --> 00:12:23.326]  He said it showed how much the mission had cost, but added that America was realistic about it.
[00:12:23.746 --> 00:12:25.546]  Again, everything's lies out of his mouth.
[00:12:26.167 --> 00:12:37.170]  I haven't looked it up in two years, and we need to look it back up, but three years in, it was published in even mainstream news that 15,000 people have died, troops.
[00:12:37.871 --> 00:12:38.151]  U.S.
[00:12:38.171 --> 00:12:42.052]  troops have died as a result of their wounds, but that that's not counted anymore.
[00:12:43.078 --> 00:12:46.859]  In the mid-1990s, they decided to only count it if you died in country.
[00:12:47.379 --> 00:12:50.400]  If you die a week later in Germany or in England or the U.S.
[00:12:50.420 --> 00:12:56.421]  when you're flown out of infection or whatever, you didn't die in combat.
[00:12:56.821 --> 00:13:00.982]  Kind of like the Russians in Afghanistan would lie about their numbers.
[00:13:01.322 --> 00:13:04.722]  You know, it's now public and declassified that from 1960 to 1964,
[00:13:08.434 --> 00:13:10.115]  Upwards of 6,000 U.S.
[00:13:10.716 --> 00:13:14.218]  troops died in Vietnam, and it was just kept secret.
[00:13:15.039 --> 00:13:18.321]  So they've done this before, and they're doing it again.
[00:13:19.402 --> 00:13:24.826]  So if your son gets hit by a mortar, but his body armor protects most his organs, but shrapnel goes into his brain,
[00:13:25.865 --> 00:13:32.767]  And then he gets maggoted, say in Kansas City, where the big facility maggots the troops.
[00:13:33.307 --> 00:13:34.227]  It's called maggoting.
[00:13:34.747 --> 00:13:35.508]  It's been in the news.
[00:13:35.548 --> 00:13:36.408]  It happens all over the country.
[00:13:36.428 --> 00:13:45.250]  They just tie them down in the back and then the flies crawl up their nose and lay eggs in their sinus and they have a brain meal.
[00:13:49.534 --> 00:13:53.458]  Oh, I know it's anti-troop to say they shouldn't be killed by maggots, I understand.
[00:13:53.498 --> 00:13:59.505]  I should just shut up and wrap an American flag made by Chinese slaves around me and shut up about maggoting.
[00:14:00.426 --> 00:14:01.747]  But that's what the Northerners are all about.
[00:14:02.047 --> 00:14:02.848]  They are maggots.
[00:14:02.928 --> 00:14:06.112]  Their spirit is that of a rotting horse covered in maggots.
[00:14:06.212 --> 00:14:08.915]  I use that example a lot because that's what we face.
[00:14:11.620 --> 00:14:15.964]  They bombard our society from the sky with millions of dead horses.
[00:14:16.004 --> 00:14:17.105]  That's basically what they do.
[00:14:17.145 --> 00:14:20.268]  They're black hole maggot creatures.
[00:14:22.050 --> 00:14:23.111]  We can see their spirit.
[00:14:23.151 --> 00:14:25.153]  They look like maggots, basically.
[00:14:25.213 --> 00:14:27.275]  Giant maggots in three-piece suits.
[00:14:29.210 --> 00:14:30.011]  Eating children.
[00:14:30.871 --> 00:14:33.333]  Iran behind Green Zone attack.
[00:14:33.433 --> 00:14:34.554]  The most senior U.S.
[00:14:34.674 --> 00:14:39.317]  general in Iraq has said he has evidence that Iran was behind Sunday's bombardment.
[00:14:39.337 --> 00:14:39.837]  Then he gives none.
[00:14:40.257 --> 00:14:41.698]  In response to the news that 4,000 U.S.
[00:14:41.858 --> 00:14:43.399]  military personnel have now been killed.
[00:14:43.579 --> 00:14:44.340]  See, total lies.
[00:14:44.960 --> 00:14:50.324]  He said it showed how much the mission had cost, but added that America was realistic about it.
[00:14:50.804 --> 00:14:53.546]  He also said a great deal of progress has been made because of the
[00:14:54.858 --> 00:14:59.499]  Flipping of communities, the decision by Sunni tribes to turn against Al-Qaeda militants.
[00:15:01.300 --> 00:15:02.640]  The extent of this is surprising.
[00:15:02.700 --> 00:15:06.521]  When he was military, he said, promises violated, and then it goes on.
[00:15:07.781 --> 00:15:11.903]  So, just all lies from betrayers.
[00:15:12.083 --> 00:15:12.543]  Betrayers.
[00:15:14.223 --> 00:15:15.003]  Who betrays us.
[00:15:15.564 --> 00:15:19.985]  Pentagon report finds no evidence of Saddam's attempt to assassinate Bush.
[00:15:20.105 --> 00:15:20.625]  Raw story.
[00:15:22.495 --> 00:15:24.016]  And remember, we heard multiple stories.
[00:15:24.036 --> 00:15:25.317]  Saddam was planning to kill him.
[00:15:25.337 --> 00:15:27.219]  Saddam tried to hire Al-Qaeda to kill him.
[00:15:29.100 --> 00:15:31.362]  Just completely made up on the face of it.
[00:15:31.402 --> 00:15:31.963]  Doesn't matter.
[00:15:34.585 --> 00:15:39.769]  In President Bush's view, former Iraq dictator Saddam Hussein was many things.
[00:15:39.829 --> 00:15:45.193]  A developer of weapons of mass destruction, an ally of Al-Qaeda, and a guy that tried to kill my dad.
[00:15:47.426 --> 00:15:50.607]  Recent intelligence reports have already shot down the first two notions.
[00:15:51.047 --> 00:15:53.408]  No WMD stockpiles were found in Iraq after the U.S.
[00:15:53.448 --> 00:16:01.231]  invasion, and a just-released Pentagon assessment failed to find any smoking gun link between Saddam and the terror group that plotted the 9-11 attacks.
[00:16:01.791 --> 00:16:09.574]  Now skepticism is newly enveloping allegations of an Iraqi plot to assassinate former President George Bush on a trip to Kuwait in 1993.
[00:16:09.654 --> 00:16:13.816]  Newsweek's Michael Isikoff reports that the same Pentagon report that is essentially
[00:16:14.426 --> 00:16:26.996]  Disproved as an Iraq-Al Qaeda link also calls into question the 93 plot to spur former President Bill Clinton to launch a tomahawk cruise missile against Saddam Hussein's Iraq intelligence service, Isikoff writes.
[00:16:27.977 --> 00:16:31.540]  That was because he had some sex scandals out then so he tomahawked them.
[00:16:32.841 --> 00:16:33.942]  Bill Clinton's tough.
[00:16:35.804 --> 00:16:41.028]  A lot of good ol' boys should say what you want about him, but he hit them Al Qaeda's.
[00:16:44.443 --> 00:16:46.604]  As they devalue your dollar and suck your pension funds.
[00:16:47.004 --> 00:16:49.626]  You don't care as long as you feel like you're on top of things.
[00:16:49.986 --> 00:16:51.066]  You like being kind.
[00:16:51.106 --> 00:16:52.227]  You like being a schmuck.
[00:16:52.807 --> 00:16:53.908]  You like being stupid.
[00:16:53.928 --> 00:16:55.089]  You like losing your country.
[00:16:55.289 --> 00:16:57.510]  You like ruining your children and grandchildren's future.
[00:16:57.830 --> 00:16:58.370]  Fine!
[00:16:58.410 --> 00:17:00.691]  Don't let me stand in the way of your happiness and success.
[00:17:01.532 --> 00:17:03.273]  You've done a great job, yuppies.
[00:17:03.313 --> 00:17:04.433]  Great job, good ol' boys.
[00:17:04.473 --> 00:17:06.174]  Great job, chicken-neck liberals.
[00:17:06.895 --> 00:17:09.476]  Being idiots, being con, not knowing which end is up.
[00:17:11.408 --> 00:17:13.029]  I'm not being nice, it's because I'm mad.
[00:17:13.089 --> 00:17:14.709]  Our country's already basically gone.
[00:17:15.429 --> 00:17:18.471]  It's on life support and you're trying to pull the plug.
[00:17:19.291 --> 00:17:20.391]  And I just don't think it's funny.
[00:17:23.412 --> 00:17:26.453]  Okay, that brings me to the next tidbit of news.
[00:17:26.473 --> 00:17:27.954]  We're going to cover this after the break.
[00:17:30.915 --> 00:17:31.935]  Well, I'll get to this in a minute.
[00:17:32.095 --> 00:17:35.897]  First off, EU may boycott Beijing Olympics over cultural genocide in Tibet.
[00:17:36.757 --> 00:17:38.357]  Dollar falls on speculation of U.S.
[00:17:38.377 --> 00:17:39.638]  consumer confidence falling.
[00:17:40.825 --> 00:17:46.066]  Torture Architect John Yoo Hypocritically Blasts Democratic Party For Violating Constitution's Intent.
[00:17:47.406 --> 00:17:50.987]  Companies Try To Cover Up Move To Watch Consumers Via Their Own Televisions.
[00:17:51.367 --> 00:17:52.307]  Cameras In Your Home.
[00:17:53.308 --> 00:17:57.128]  Comcast Cameras To Start Watching You, Is The Story That Came Out A Few Days Ago That Has Gotten So Much Attention.
[00:17:58.109 --> 00:18:00.389]  And Other Headlines.
[00:18:00.409 --> 00:18:01.889]  The Internet Affects On News.
[00:18:02.490 --> 00:18:04.670]  London Independent, Google Is Watching You.
[00:18:06.050 --> 00:18:08.571]  Excessive Emails And Texts Are A Mental Illness.
[00:18:09.693 --> 00:18:10.954]  Need to be forcibly drugged.
[00:18:11.314 --> 00:18:12.776]  That's the news of Australia.
[00:18:14.758 --> 00:18:17.560]  Mondale accuses Cheney of wholesale assault on Constitution.
[00:18:17.600 --> 00:18:18.801]  What about when Bill Clinton did it?
[00:18:18.821 --> 00:18:27.028]  See, they find comfort in attacking each other to create the false view that there's a difference.
[00:18:27.068 --> 00:18:28.730]  So we'll be breaking down how they operate.
[00:18:30.371 --> 00:18:33.554]  That's just like two different tag teams fighting each other in WWF.
[00:18:33.654 --> 00:18:34.175]  It's fake.
[00:18:34.275 --> 00:18:35.095]  It's choreographed.
[00:18:35.155 --> 00:18:35.676]  It isn't real.
[00:18:36.568 --> 00:18:38.929]  Some Big Brothers over Big Brother.
[00:18:38.989 --> 00:18:40.629]  Story out of the Baltimore Sun.
[00:18:40.669 --> 00:18:41.709]  Serious Big Brother developments.
[00:18:42.109 --> 00:18:44.190]  Protein map of human spit created.
[00:18:45.830 --> 00:18:48.251]  Satellite radio merger gets antitrust okay.
[00:18:48.691 --> 00:18:56.973]  Yeah, it's two companies that are the only providers of satellite radio who are monopolistic and control who can get on their airwaves.
[00:18:58.514 --> 00:19:00.094]  And now they're going to merge.
[00:19:01.174 --> 00:19:02.415]  That's not free market.
[00:19:02.475 --> 00:19:04.215]  That's a simulation of free market.
[00:19:04.741 --> 00:19:09.484]  That's crony capitalism, or mercantilism if you want to use a proper term.
[00:19:10.304 --> 00:19:12.985]  Britain is the world's seventh most stable and prosperous nation.
[00:19:13.005 --> 00:19:14.466]  We'll break down those supposed numbers.
[00:19:15.647 --> 00:19:19.469]  A ridiculous story about a bandit who hypnotizes bank tellers and cashiers.
[00:19:19.969 --> 00:19:21.130]  That's a mainstream news story.
[00:19:21.490 --> 00:19:22.971]  Food stamp use in the U.S.
[00:19:23.071 --> 00:19:24.532]  doubled since 2001.
[00:19:25.572 --> 00:19:30.335]  Sean Hannity confronted over his relationship with neo-Nazi Hal Turner, who is a definite fed.
[00:19:31.318 --> 00:19:33.020]  Uh, that's why he has a relationship to him.
[00:19:33.040 --> 00:19:34.221]  You think that clowns really?
[00:19:34.241 --> 00:19:35.783]  I mean, come on, don't be so stupid.
[00:19:36.824 --> 00:19:41.709]  Uh, we will, uh, Comcast, uh, again, more on that.
[00:19:42.730 --> 00:19:44.292]  But we're gonna get into D.C.
[00:19:45.633 --> 00:19:49.277]  and the, uh, come in your house without warrants to get your guns.
[00:19:49.558 --> 00:19:50.659]  It's going nationwide.
[00:19:54.588 --> 00:19:56.629]  Do you know the truth about cancer treatments?
[00:19:57.270 --> 00:20:06.176]  Do you realize that with all presently accepted methods, you are not correctly attacking the cancer, and you are mostly fighting to survive the treatment?
[00:20:06.737 --> 00:20:13.822]  Do you realize that mutilating surgery, burning, and the poisoning of your entire system are totally unnecessary?
[00:20:14.562 --> 00:20:20.044]  But now, it's cancer's turn to die with LaceMedInc's patented methodology.
[00:20:20.524 --> 00:20:31.309]  Without cutting, bleeding, drugs, or damaging radiation, we can destroy skin cancer and breast tumors of any size without adverse side effects at our physician's office.
[00:20:31.889 --> 00:20:32.490]  It is a big idea.
[00:20:32.510 --> 00:20:33.230]  A new world order.
[00:20:33.470 --> 00:20:34.831]  In the near future.
[00:20:59.853 --> 00:21:02.434]  Earth is dominated by a powerful new government.
[00:21:02.934 --> 00:21:05.055]  It's known as the Bilderberg Group.
[00:21:05.755 --> 00:21:07.996]  Put their objective to be world domination.
[00:21:08.536 --> 00:21:10.977]  For thousands of years, their dark order grew.
[00:21:11.717 --> 00:21:19.040]  Now, as they hail the birth of the new world order, their great dream of exterminating 80% of humanity is at hand.
[00:21:22.076 --> 00:21:27.039]  For the first time in history, the elite's plan for world government is blown wide open.
[00:21:27.520 --> 00:21:30.802]  You will learn the secret that drives the entire New World Order agenda.
[00:21:30.822 --> 00:21:33.864]  The Oval Party is making great progress toward a world government.
[00:21:33.964 --> 00:21:35.105]  Most people have no idea.
[00:21:35.125 --> 00:21:35.885]  They're not after money.
[00:21:35.905 --> 00:21:36.986]  They have all the money they need.
[00:21:37.186 --> 00:21:37.907]  They're after power.
[00:21:38.167 --> 00:21:39.027]  That's their aphrodisiac.
[00:21:39.308 --> 00:21:47.553]  Order In Game on DVD at PrisonPlanet.com or InfoWars.com or watch it online right now at PrisonPlanet.tv.
[00:21:48.053 --> 00:21:50.355]  In Game, blueprint for global enslavement.
[00:21:50.835 --> 00:21:51.956]  You have been warned.
[00:21:53.075 --> 00:22:01.820]  More than 700 chemicals have been found in our drinking water, and did you know that you have greater exposure to these chemicals while taking hot showers than when drinking the water?
[00:22:02.020 --> 00:22:06.783]  That's because many chemicals are inhaled when they evaporate, and others are absorbed into the skin.
[00:22:07.163 --> 00:22:18.289]  The KDF Dual Media Shower Filter works with both hot and cold water, and it's designed to reduce chlorine, lead, mercury, and iron, and it inhibits the growth of bacteria, mold, algae, and fungus.
[00:22:18.689 --> 00:22:24.234]  The KDF Dual Media Shower Filter typically lasts 10,000 gallons or one year, whichever comes first.
[00:22:24.454 --> 00:22:30.539]  Hospitals, restaurants, and water treatment facilities use this media to reduce chlorine, iron, heavy metals, and bacteria.
[00:22:30.720 --> 00:22:31.380]  What about you?
[00:22:31.761 --> 00:22:36.345]  Order your KDF shower filter normally, $49 for our special price of only $39.99 with free shipping.
[00:22:38.186 --> 00:22:40.329]  Call the Berkey Guy and order now by calling 1-877-886-3653.
[00:22:40.349 --> 00:22:40.549]  That's 1-877-886-3653.
[00:22:40.569 --> 00:22:42.752]  Or simply click on the banner at GCNlive.com to order online now.
[00:22:52.620 --> 00:23:05.387]  Now from the makers of Loose Change, the most downloaded film in internet history, comes the long-awaited release of Loose Change Final Cut, an entirely new two-hour film that completely destroys the official fable forever.
[00:23:05.767 --> 00:23:16.433]  Loose Change Final Cut hopes to be a catalyst for a new independent investigation in which family members receive answers to their questions and the true perpetrators of this horrendous crime are brought to justice.
[00:23:16.813 --> 00:23:20.015]  Loose Change Final Cut is the ultimate 9-11 expose.
[00:23:20.236 --> 00:23:21.937]  From hijackers being trained at U.S.
