[00:00:00.009 --> 00:00:00.490]  I don't know.
[00:03:27.572 --> 00:03:31.674]  It was a de facto tax on the economy, and the plan worked.
[00:03:32.975 --> 00:03:39.899]  The petrodollar and dollar hegemony were born, and the dollar at that point became the world's reserve currency.
[00:03:40.703 --> 00:03:52.213]  The dollars could flood the world only because in 1971, the Nixon administration abandoned the dollar's gold peg as a basis for international currency exchange.
[00:03:52.974 --> 00:04:02.542]  Now, currencies could float freely in the world markets, and so you had a tremendous period of currency speculation and worldwide inflation.
[00:04:03.403 --> 00:04:06.346]  From this point on, the bankers were in control.
[00:04:06.426 --> 00:04:07.667]  The economies of the world
[00:04:08.140 --> 00:04:08.860]  We're good to go.
[00:04:30.993 --> 00:04:32.613]  And they now, we've got a break again.
[00:04:33.053 --> 00:04:33.974]  We've got a break again, sir.
[00:04:34.394 --> 00:04:36.894]  So now they've got reality out of the equation.
[00:04:37.094 --> 00:04:39.935]  They can flood everything with their fiat and get real assets.
[00:04:40.355 --> 00:04:44.316]  And the last little bit we've got will be taken by the nice men in black uniforms.
[00:04:45.456 --> 00:04:47.036]  It's all about monopoly of control.
[00:04:48.077 --> 00:04:50.957]  You're to have nothing but your Prozac.
[00:04:51.457 --> 00:04:52.237]  We'll be right back.
[00:04:56.658 --> 00:04:58.059]  It is a big idea.
[00:04:59.139 --> 00:05:00.139]  A new world order.
[00:05:00.885 --> 00:05:05.147]  In the near future, Earth is dominated by a powerful world government.
[00:05:05.787 --> 00:05:07.548]  It's known as the Builderberg.
[00:05:07.668 --> 00:05:10.849]  Couldn't their objective be world domination?
[00:05:11.389 --> 00:05:13.830]  For thousands of years, their dark order grew.
[00:05:14.570 --> 00:05:21.893]  Now, as they hail the birth of the New World Order, their great dream of exterminating 80% of humanity is at hand.
[00:05:24.921 --> 00:05:29.884]  For the first time in history, the elite's plan for world government is blown wide open.
[00:05:30.365 --> 00:05:33.827]  You will learn the secret that drives the entire New World Order agenda.
[00:05:33.987 --> 00:05:36.729]  Dillberg is making great progress toward a world government.
[00:05:36.809 --> 00:05:37.950]  Most people have no idea.
[00:05:37.970 --> 00:05:38.730]  They're not after money.
[00:05:38.750 --> 00:05:39.831]  They have all the money they need.
[00:05:40.031 --> 00:05:40.752]  They're after power.
[00:05:41.012 --> 00:05:41.852]  That's what they're after these years.
[00:05:42.173 --> 00:05:46.696]  Order Endgame on DVD at PrisonPlanet.com or InfoWars.com.
[00:05:46.916 --> 00:05:50.398]  Or watch it online right now at PrisonPlanet.tv.
[00:05:50.918 --> 00:05:53.660]  Endgame, blueprint for global enslavement.
[00:05:53.680 --> 00:05:54.721]  You have been warned.
[00:05:55.962 --> 00:05:58.823]  Hello, this is Tom with HempUSA.org.
[00:05:59.323 --> 00:06:06.467]  Most of you have been hearing my ads for the past few months and it's no secret that the economy is failing and prices are rising in all sectors.
[00:06:07.051 --> 00:06:14.293]  If you've been thinking of a nutrient-dense daily food source and a storable food for yourself and family, the time to act is now!
[00:06:14.893 --> 00:06:21.215]  At HempUSA.org, we still believe that food will be your greatest asset in these trying times ahead.
[00:06:21.795 --> 00:06:28.277]  Please call 1-908-691-2608 and see what our powder, seeds and oil can do for you.
[00:06:28.577 --> 00:06:30.858]  Beware, be smart and be ready!
[00:06:31.358 --> 00:06:32.238]  We're good to go!
[00:06:55.322 --> 00:06:56.703]  Wake up, Protestant America!
[00:06:56.923 --> 00:07:00.446]  There is an ecumenical movement now being planned to join church and state.
[00:07:00.607 --> 00:07:06.531]  This confederation of evangelicals, Catholics, and Protestant denominations will form one huge political voting bloc.
[00:07:06.652 --> 00:07:10.415]  Their agenda is enforcement of religious worship and morality by legislation.
[00:07:10.715 --> 00:07:15.219]  Our forefathers wrote the Bill of Rights to guarantee all Americans this freedom, liberty of conscience.
[00:07:15.479 --> 00:07:17.841]  History and the Bible prove to them that these two systems
[00:07:17.961 --> 00:07:19.942]  First, church and state must be kept separate.
[00:07:20.142 --> 00:07:23.884]  It must be our love of God and of country that prompts or constrains us.
[00:07:24.184 --> 00:07:26.605]  This will change the character, not civil enforcement.
[00:07:26.786 --> 00:07:31.908]  From history we saw that when church and state united, known as Papal Rome, religious intolerance resulted.
[00:07:32.088 --> 00:07:35.470]  This union would go directly contrary to the great principles of our nation.
[00:07:35.770 --> 00:07:38.392]  America and Papal Rome are uniting in this agenda.
[00:07:38.552 --> 00:07:41.093]  Protestant America, awake before it is too late!
[00:07:41.313 --> 00:07:43.014]  The prophecies are fast fulfilling.
[00:07:43.254 --> 00:07:44.575]  Jesus is coming soon!
[00:07:44.815 --> 00:07:53.382]  For free materials call 888-211-1715 or write The Bible Says, Box 99, Lenore City, Tennessee, 37771.
[00:07:53.462 --> 00:08:01.908]  He's the T-Rex of political talk, Alex Jones on the GCN Radio Network.
[00:08:09.056 --> 00:08:17.740]  Richard C. Cook, White House Analyst Advisor, Syndicative Columnist, analyzing what's happening to the economy.
[00:08:17.820 --> 00:08:28.765]  Please continue with the history of the private owners of all of us, who just so happen to be psychopathic eugenicists and say they want to get rid of us, and who happen to control our police.
[00:08:29.005 --> 00:08:29.725]  Please continue.
[00:08:30.325 --> 00:08:31.466]  Okay, thanks Alex.
[00:08:31.646 --> 00:08:38.569]  Let me just mention my email address again for people who want to write in with questions or support what we're doing.
[00:08:39.512 --> 00:08:43.115]  It's economicsanityatgmail.com.
[00:08:43.415 --> 00:08:46.558]  Would you like in the hour we've got left later to take some phone calls?
[00:08:47.318 --> 00:08:49.059]  Yeah, I think we could do that, yeah.
[00:08:49.079 --> 00:08:50.120]  Okay, 1-800-259-9231, 1-800-259-9231, or the local studio number, 512-646-5400.
[00:08:50.140 --> 00:08:52.002]  We'll do that though later, go ahead.
[00:08:52.162 --> 00:08:55.504]  Okay, yeah, I want to continue doing some of the historical background here and try to get to some of
[00:09:06.229 --> 00:09:09.491]  Uh, the solutions that we might want to take a look at for all of this.
[00:09:10.252 --> 00:09:22.199]  Uh, we talked about the 1971, uh, milestone where the dollar peg to gold was removed and that allowed the currencies of the world to float against each other and brought in this huge era of speculation.
[00:09:22.979 --> 00:09:29.223]  And it also allowed the petrodollar to come into being where the OPEC nations and Saudi Arabia and the others.
[00:09:29.783 --> 00:09:31.885]  Now we're going to purchase U.S.
[00:09:31.985 --> 00:09:35.727]  Treasury securities, uh, and run up the price of oil to pay for those.
[00:09:37.356 --> 00:09:42.479]  This plan was really the plan of the Secretary of State under Nixon, Henry Kissinger.
[00:09:43.299 --> 00:09:46.240]  And another thing that it did, it made the U.S.
[00:09:46.300 --> 00:09:50.082]  dependent on Middle Eastern oil, and turned the U.S.
[00:09:50.322 --> 00:09:59.006]  into the power behind the financiers' ambition to dominate the region, particularly through working with the nation of Israel.
[00:10:00.006 --> 00:10:04.208]  So now, the United States, which had liberated Europe from the Nazis,
[00:10:05.077 --> 00:10:18.140]  We also began to be the ones who were going to fight and die for the financiers in the Middle East, and of course, the final conquest of Iraq starting in 2003 and the planned war against Iran are phases of that.
[00:10:18.960 --> 00:10:30.582]  Now, meanwhile, back here in the United States, through the financiers' control of the Federal Reserve System, the producing economy was wrecked through the Fed-induced recession of 1979 to 1983.
[00:10:33.737 --> 00:10:45.206]  Now that's when Volcker raised interest rates to the highest in history to combat the inflation which the financiers themselves had caused through the oil price shocks.
[00:10:46.687 --> 00:10:50.970]  Then, when Clinton was elected president in 1992, the U.S.
[00:10:51.010 --> 00:10:58.816]  producing economy, which had been devastated by the shutdown of the factories and the export of jobs under Reagan and the first Bush,
[00:10:59.505 --> 00:11:14.175]  Well, the work of Wrecking the Economy was completed by Clinton's embrace of NAFTA, which has largely eliminated family farming in favor of financier-controlled agribusiness in North America, throughout U.S., Canada, and Mexico.
[00:11:14.195 --> 00:11:23.901]  And, of course, the deregulation of the financial industry, which had begun in a big way during the Reagan and Bush years, was accelerated under Clinton.
[00:11:24.922 --> 00:11:25.062]  Now,
[00:11:25.683 --> 00:11:28.765]  By this time, the only thing that was floating the U.S.
[00:11:28.805 --> 00:11:30.247]  economy were the bubbles.
[00:11:31.227 --> 00:11:36.291]  You had the merger-acquisition bubble of the 80s, and that ended in the George H.W.
[00:11:36.331 --> 00:11:40.795]  Bush recession that brought Clinton into the presidency in 92.
[00:11:41.775 --> 00:11:48.020]  Then during the 90s, you had the dot-com bubble that was fueled not by American savings, but by foreign investment.
[00:11:48.941 --> 00:11:55.326]  And it was the capital gains on these stock price inflations and counting trust funds like Social Security
[00:11:56.207 --> 00:12:05.372]  As part of budgetary assets in the federal budget that allowed Clinton to balance the federal budget during the last three years of his presidency.
[00:12:05.452 --> 00:12:10.695]  But it all ended, as we know, when the dot-com bubble burst in the crash of 2000 and 2001.
[00:12:11.315 --> 00:12:22.661]  And Americans lost in that crash $7 trillion of wealth, including the pension funds of hundreds of thousands of people.
[00:12:23.602 --> 00:12:23.762]  Now,
[00:12:24.571 --> 00:12:31.316]  After that came along the Bush bubbles, because Bush, as you know, did not attempt to rebuild the economy.
[00:12:31.937 --> 00:12:51.052]  What he did was cut income taxes to the highest tax brackets and allow Alan Greenspan to create the housing bubble, followed by the equity fund bubble, the commercial real estate bubble, the hedge fund bubble, and all of that is what now is coming to a head and is starting to deflate
[00:12:51.730 --> 00:12:54.832]  Well, ruining the economic viability of the nation.
[00:12:55.753 --> 00:13:00.876]  After this, the only bubbles that are left are the ones that we're seeing so clearly out there right now.
[00:13:01.576 --> 00:13:03.357]  Those are the food and fuel bubbles.
[00:13:04.038 --> 00:13:10.402]  And these are the ones that, when they go down, are going to take the livelihood of millions, maybe hundreds of millions of people with it.
[00:13:10.722 --> 00:13:14.004]  And I would call those hyper-predatory bubbles.
[00:13:14.404 --> 00:13:15.085]  That's correct.
[00:13:15.925 --> 00:13:18.247]  That's all that's left, because the producing economy
[00:13:18.677 --> 00:13:20.157]  I can't support the nation anymore.
[00:13:20.177 --> 00:13:23.238]  There's nothing left, and these are the last bubbles.
[00:13:23.278 --> 00:13:26.799]  This is the predatory system.
[00:13:26.859 --> 00:13:28.899]  This is the cannibalistic system.
[00:13:29.299 --> 00:13:30.240]  And that's what they've stated.
[00:13:30.380 --> 00:13:39.802]  All that's left is war, military, cops, checkpoints, cameras, and it's... I just can't believe this once great nation is just going to be... Oh my God.
[00:13:39.942 --> 00:13:42.082]  But the people are waking up now like never before.
[00:13:42.102 --> 00:13:43.963]  I don't know if they're going to get away with it.
[00:13:43.983 --> 00:13:45.803]  I mean, this hellish thing they plan to set up.
[00:13:47.597 --> 00:13:55.179]  Well, if we can, what I'd like to do is go through some of what I think are the solutions that we have to start working with.
[00:13:56.389 --> 00:13:59.830]  Okay, solutions are great, and I want to take some time to talk about solutions.
[00:13:59.850 --> 00:14:02.630]  We did that yesterday with G. Edward Griffin.
[00:14:03.170 --> 00:14:10.412]  My issue here is that the establishment has electronic voting machines that engage in fraud in most of the country.
[00:14:10.892 --> 00:14:15.652]  We know that the government, the CIA, runs the big three electronic companies.
[00:14:15.692 --> 00:14:19.693]  We know they're ignoring, I mean, 91% want to control the borders, they say no.
[00:14:19.853 --> 00:14:20.413]  Gallup poll.
[00:14:21.193 --> 00:14:23.954]  Eighty-something percent want to end the war, they say no, it never ends.
[00:14:24.694 --> 00:14:27.475]  They just do what they want, when they want, how they want.
[00:14:27.956 --> 00:14:32.618]  So, it's good to know what monetary solutions are, and I agree with a lot of your ideas.
[00:14:32.638 --> 00:14:34.659]  A lot of other experts I interview do as well.
[00:14:35.379 --> 00:14:52.027]  It's just that, I guess it's important to know who to blame, so that as they implode things, I think the solution is, first off, people need to know this was done by design, or the same people that did this will always offer a new solution to the problem they created, which is greater control for them.
[00:14:52.907 --> 00:14:56.608]  Well, that's certainly correct, and you can see that in the presidential campaigns.
[00:14:57.109 --> 00:14:57.889]  You can see that.
[00:14:58.929 --> 00:15:03.911]  You can't see it so much in the McCain campaign, because John McCain says everything is just great as it is.
[00:15:04.671 --> 00:15:21.117]  But when you get into the solutions being offered by Hillary Clinton, for example, and even to some extent Obama, although I don't think Obama is quite as much a part of that establishment as Hillary Clinton is, essentially you're saying, put me back, trust us, and we'll fix it for you.
[00:15:23.069 --> 00:15:25.530]  Well, yes, that's exactly what I'm saying.
[00:15:26.210 --> 00:15:28.250]  Okay, well let's go ahead and get into the solutions.
[00:15:28.910 --> 00:15:37.772]  I just want to make clear here that they have got us tied down and it's going to be hard to have these solutions, but I just want to be clear about that.
[00:15:38.392 --> 00:15:50.315]  Well, I think that's true, and I guess from my point of view, being someone who's worked in this field, I've tried to get a meeting with Secretary of the Treasury Henry Paulson, and of course have not been granted an audience.
[00:15:51.101 --> 00:15:56.805]  But obviously there has to be a political revolution in order to get people into power.
[00:15:58.318 --> 00:16:02.782]  in the White House who can make a difference and who can bring the reformers in.
[00:16:02.802 --> 00:16:04.423]  But that's the problem.
[00:16:05.044 --> 00:16:07.366]  You would think of the word reformer to fix a problem.
[00:16:07.686 --> 00:16:08.487]  Nothing's broken.
[00:16:08.767 --> 00:16:11.029]  The war on drugs, more drugs are shipped in by them.
[00:16:11.229 --> 00:16:14.111]  They put more of us in their private prisons owned by banks that launder the money.
[00:16:14.612 --> 00:16:15.192]  It's not broken.
[00:16:15.232 --> 00:16:16.513]  The war on terror is not broken.
[00:16:16.713 --> 00:16:18.435]  They mean to stay in Iraq for a hundred years.
[00:16:18.635 --> 00:16:21.878]  They meant to sow seeds of insurrection, divide the country in three parts.
[00:16:22.038 --> 00:16:22.959]  It's been a great plan.
[00:16:23.359 --> 00:16:24.260]  Mission is accomplished.
[00:16:24.280 --> 00:16:25.261]  When Bush said that, he meant it.
[00:16:25.461 --> 00:16:26.722]  It's just not the mission we were told.
[00:16:27.242 --> 00:16:28.343]  And it's the same thing here.
[00:16:28.743 --> 00:16:31.764]  You know, I understand that there are reforms that can pull us out of this.
[00:16:31.824 --> 00:16:33.765]  It's not even too late, according to Ron Paul and others.
[00:16:34.725 --> 00:16:38.487]  The problem is, the establishment isn't going to allow that to happen.
[00:16:38.767 --> 00:16:41.649]  They preemptively took over the voting machines in the last 20 years.
[00:16:41.909 --> 00:16:44.510]  They preemptively preplaced and brainwashed police.
[00:16:44.890 --> 00:16:51.153]  I mean, they have premeditatedly been really setting all the dominoes up here for a long time.
[00:16:52.605 --> 00:16:57.189]  Go ahead, I'm not trying to be negative, I'm just trying to let people assess just how serious it is.
[00:16:57.909 --> 00:17:20.727]  I think that's so, yeah, and I certainly would not argue with that, but if anyone has any hope to try to reform anything, I think we need to realize that all of these manifestations that are going on of terror, of state terror, of internal crackdowns, of internal collapse, all of this is happening because
[00:17:21.348 --> 00:17:22.569]  We have a failed economy.
[00:17:23.489 --> 00:17:35.277]  And in order to make any progress or any headway at all into getting out of this situation, the economy of the United States has to be rebuilt from the ground up.
[00:17:35.617 --> 00:17:40.821]  And there are three areas where somebody has got to take responsibility for making changes.
[00:17:41.681 --> 00:17:44.083]  And let me tell you what I think those three areas are.
[00:17:45.151 --> 00:17:50.535]  One is American family farming, because a nation that cannot feed itself cannot exist.
[00:17:50.735 --> 00:17:51.275]  Oh, I agree.
[00:17:52.036 --> 00:17:53.317]  I think we've got to face that.
[00:17:53.557 --> 00:17:54.998]  Get back to self-sufficiency.
[00:17:55.398 --> 00:17:57.840]  Those are things we can take on ourselves, yes.
[00:17:58.120 --> 00:18:06.626]  There has to be the ability for us to be able to feed ourselves within our own boundaries using our own resources, and we can do that.
[00:18:07.336 --> 00:18:11.278]  If we set out to do it, and if we have the policies in place that can accomplish that.
[00:18:11.298 --> 00:18:29.968]  But that's why, so we can have our solution, we've got to block their Real ID, their Animal ID, their Premises ID, which was written by the big AGRA, to shut down family farms and ranches, have inspectors on your land, thousand dollar a day fines for no reason, absolute bureaucracies of little environmental control freaks running around foaming at the mouth.
[00:18:30.428 --> 00:18:32.249]  Yes, yes we do, absolutely.
[00:18:33.130 --> 00:18:35.691]  And then we've got to rebuild the infrastructure.
[00:18:37.875 --> 00:18:46.800]  The streets, the bridges, the railroad systems, the mass transit systems, and... Continue, sir!
[00:18:47.680 --> 00:18:58.366]  And along with that, we've got to rebuild the soft services, the health services, and the educational services, and we've got to be able to do that by controlling the monetary system.
[00:18:59.006 --> 00:19:03.449]  So the underlying reform that has to be made is of the monetary system.
[00:19:04.116 --> 00:19:08.179]  And that's what I've been arguing now over the last year and a half.
[00:19:08.819 --> 00:19:10.240]  Let me just mention Ron Paul.
[00:19:10.300 --> 00:19:11.101]  You brought him up.
[00:19:12.542 --> 00:19:19.947]  He has made history as the first major presidential candidate ever to call for the abolishment of the Federal Reserve.
[00:19:20.267 --> 00:19:22.449]  Yes, we now have those key ideas being introduced.
[00:19:22.689 --> 00:19:26.152]  Yeah, and he's absolutely right, and he's done a great service by doing that.
[00:19:26.732 --> 00:19:33.357]  Because the very first thing that a president who is truly a president of the American people has to do
[00:19:34.232 --> 00:19:34.332]  John,
[00:20:01.829 --> 00:20:02.329]  John Harman.
[00:20:02.349 --> 00:20:03.070]  It is a big idea
[00:20:31.460 --> 00:20:32.521]  A New World Order.
[00:20:33.221 --> 00:20:38.303]  In the near future, Earth is dominated by a powerful new world government.
[00:20:38.323 --> 00:20:40.284]  It's known as the Bilderberg Group.
[00:20:40.945 --> 00:20:43.126]  Could their objective be world domination?
[00:20:43.726 --> 00:20:46.187]  For thousands of years, their dark order grew.
[00:20:46.927 --> 00:20:54.231]  Now, as they hail the birth of the New World Order, their great dream of exterminating 80% of humanity is at hand.
[00:20:57.259 --> 00:21:02.242]  For the first time in history, the elite's plan for world government is blown wide open.
[00:21:02.723 --> 00:21:06.165]  You will learn the secret that drives the entire New World Order agenda.
[00:21:06.585 --> 00:21:09.067]  Bill of Rights is making great progress toward a world government.
[00:21:09.147 --> 00:21:10.308]  Most people have no idea.
[00:21:10.328 --> 00:21:11.088]  They're not after money.
[00:21:11.108 --> 00:21:12.169]  They have all the money they need.
[00:21:12.389 --> 00:21:13.070]  They're after power.
[00:21:13.330 --> 00:21:14.190]  That's their aphrodisiac.
[00:21:14.511 --> 00:21:22.736]  Order Endgame on DVD at PrisonPlanet.com or InfoWars.com or watch it online right now at PrisonPlanet.tv.
[00:21:23.236 --> 00:21:25.998]  Endgame, blueprint for global enslavement.
[00:21:26.038 --> 00:21:27.059]  You have been warned.
[00:21:29.601 --> 00:21:31.323]  Hey there, this is your radio talking.
[00:21:31.583 --> 00:21:35.207]  Have you noticed how every type of gadget these days requires some specific type of battery?
[00:21:35.327 --> 00:21:37.268]  It doesn't matter what kind of gadget you're using.
[00:21:37.329 --> 00:21:39.330]  We all take different sizes and types of batteries.
[00:21:39.471 --> 00:21:41.452]  That's where BatteryStation.com comes in.
[00:21:41.573 --> 00:21:42.734]  More like Battery Heaven.
[00:21:42.814 --> 00:21:47.298]  BatteryStation.com has every type of battery you can think of at extreme low prices.
[00:21:47.478 --> 00:21:49.781]  BatteryStation.com has your power needs covered.
[00:21:49.841 --> 00:21:56.289]  Whether it's a hard-to-find battery that your local stores don't carry, laptop batteries, computer backup batteries, BatteryStation.com has it all.
[00:21:56.389 --> 00:22:02.517]  You'll also find high-tech LED flashlights from SureFire, Streamlight, Pelican, find headlamps, knives, and much more.
[00:22:02.697 --> 00:22:03.518]  We're good to go.
[00:22:28.251 --> 00:22:29.932]  Our beloved Republic is on her knees.
[00:22:30.212 --> 00:22:33.654]  The forces of globalism are destroying national sovereignty worldwide.
[00:22:33.834 --> 00:22:35.655]  But in Liberty's darkest hour, there is hope.
[00:22:36.135 --> 00:22:39.016]  For the first time in modern history, the people are beginning to wake up.
[00:22:39.316 --> 00:22:44.799]  It is essential that patriots worldwide accelerate their fellow man's understanding of the New World Order Master Plan.
[00:22:45.059 --> 00:22:48.961]  We have a short time frame to fully awaken and energize the people to meet this threat.
[00:22:49.301 --> 00:22:54.203]  In the Info War, PrisonPlanet.tv is a powerful weapon in the battle to regain our freedom.
[00:22:54.503 --> 00:22:57.263]  PrisonPlanet.tv is a vault of forbidden information.
[00:22:57.544 --> 00:23:04.386]  All 18 of my documentary films can be downloaded or streamed in super high quality directly to your computer or iPhone and shared with others.
[00:23:04.766 --> 00:23:10.588]  Thousands of special video reports, from tainted vaccines to martial law, can be found in this online video library.
[00:23:10.748 --> 00:23:15.249]  My weekly news television broadcast, thousands of exclusive audio interviews, and so much more.
[00:23:15.529 --> 00:23:18.071]  The Info War is waiting for you to set it free.
[00:23:18.431 --> 00:23:20.072]  Join PrisonPlanet.TV.
[00:23:20.473 --> 00:23:22.234]  Burn the info bombs to disk.
[00:23:22.454 --> 00:23:24.275]  Put them on the file sharing networks.
[00:23:24.596 --> 00:23:26.017]  Bring down the New World Order.
[00:23:26.377 --> 00:23:27.117]  PrisonPlanet.TV
[00:23:29.580 --> 00:23:35.321]  Did you know the accumulation of acidic waste in the body is the single largest cause of disease such as cancer or diabetes?
[00:23:35.661 --> 00:23:41.282]  Acidic waste is created by the types of food we eat, what we drink, the environment, and our high-stress lifestyles.
[00:23:41.603 --> 00:23:45.443]  It's these choices that cause decreased energy, weight gain, and eventually disease.
[00:23:45.743 --> 00:23:50.684]  The easiest way to reduce disease-causing acidic waste is by drinking alkaline ionized water.
[00:23:50.924 --> 00:23:57.066]  At SnyderHealth.com, we offer a full line of alkaline water ionizers from Jupiter Science, the leader in water ionizers.
[00:24:03.247 --> 00:24:04.988]  Richard C. Cook is our guest.
[00:24:05.008 --> 00:24:07.328]  We're going to start taking phone calls coming up in the next segment.
[00:24:07.788 --> 00:24:09.769]  We're talking about Congressman Ron Paul.
[00:24:10.389 --> 00:24:14.190]  I have him up on the document cam for PrisonPlanet.tv viewers.
[00:24:14.210 --> 00:24:18.691]  The fourth hour becomes a television show for PrisonPlanet.tv viewers.
[00:24:18.751 --> 00:24:22.172]  Also for people to listen to the InfoWars radio internet streams.
[00:24:22.212 --> 00:24:25.733]  We a lot of times do little interviews during the breaks as well.
[00:24:26.673 --> 00:24:32.755]  As we'll do during the next break with Mr. Cook, and we'll come back at the 33 after and start taking some calls in the time we have left.
[00:24:32.775 --> 00:24:34.056]  We'll obviously have to have Mr. Cook back.
[00:24:34.396 --> 00:24:38.318]  Continue with the monetary reform ideas that you have, sir.
[00:24:39.038 --> 00:24:52.203]  Well, let me just mention, I will have an article coming out in the next couple days on global research that will go into what we've been talking about today, Alex, in a lot of detail.
[00:24:52.998 --> 00:25:01.181]  And so people can take a look at that, and also they can write me on economicsanity at gmail dot com with questions that they have.
[00:25:01.241 --> 00:25:12.724]  Now, one thing I also wanted to mention about Ron Paul's candidacy is that it proves, despite what a lot of people say, that the public is ready to listen to new ideas.
[00:25:13.424 --> 00:25:19.086]  But even progressive analysts, including I have to say Ralph Nader,
[00:25:20.035 --> 00:25:31.913]  Uh, who says he's running for president again are so locked into outmoded concepts that they do not understand, they do not realize that a completely new type of monetary system is needed.
[00:25:32.475 --> 00:25:34.617]  To really achieve economic democracy.
[00:25:34.657 --> 00:25:40.961]  Well that's because their strategists tell them the public can't grasp it, and so they just go with sound bites themselves.
[00:25:41.021 --> 00:25:42.623]  That is correct.
[00:25:42.663 --> 00:25:43.663]  It's all very stagnant.
[00:25:43.683 --> 00:25:51.389]  So to break down the monetary system, how do we extricate ourselves first out of their control, abolish the Fed, we have to educate people first, so that's happening.
[00:25:52.110 --> 00:25:54.632]  Secondarily then, what system do you like?
[00:25:55.272 --> 00:26:01.817]  Being a monetary expert with the Treasury Department, working in the White House, being an analyst for NASA, studying this at the White House level,
[00:26:02.477 --> 00:26:04.378]  What do you and other experts you confer with?
[00:26:04.398 --> 00:26:06.820]  I mean, how would you reverse what we see here?
[00:26:07.540 --> 00:26:15.865]  Let me put out a concept first, very briefly, and then I'll give some specific ideas that I and other monetary reformers are promoting.
[00:26:16.525 --> 00:26:27.431]  The basic concept that must be understood, that people do not understand today, and that I've been writing about now in my writings for the past year and a half, is to look at what is credit.
[00:26:28.300 --> 00:26:37.144]  Credit is a power of nature that is truly part of what we call the human commons, you know, the common heritage of mankind.
[00:26:37.304 --> 00:26:45.748]  Credit allows a society to create value by using the ability that we have to draw
[00:26:48.101 --> 00:26:52.905]  Out of our future productivity into what we can create and use today.
[00:26:52.965 --> 00:26:54.126]  Now that sounds complicated.
[00:26:54.146 --> 00:26:55.207]  It's a form of leveraging.
[00:26:55.607 --> 00:27:00.311]  But what it means is, yes, it's a form of leveraging, but it is a public utility.
[00:27:00.992 --> 00:27:07.657]  It is a public utility as water is a public utility or as electricity is a public utility.
[00:27:08.297 --> 00:27:17.365]  The management of credit should never be given away or privatized to individuals or corporations who manipulate it for profit.
[00:27:18.030 --> 00:27:21.533]  That's what the banks have done, and it is... Well, they've abused the hell out of it.
[00:27:21.873 --> 00:27:25.596]  I mean, they've abused just the complete daylights out of it.
[00:27:25.616 --> 00:27:26.636]  That's correct.
[00:27:26.716 --> 00:27:37.424]  At every single level, aggressively trying to hurt economies, trying to destroy economies, so they can consolidate as a business model, stated in their own documents.
