[00:00:00.349 --> 00:00:01.370]  Mainstream media.
[00:05:40.711 --> 00:05:45.254]  Order In Game on DVD at PrisonPlanet.com or InfoWars.com.
[00:05:45.454 --> 00:05:48.976]  Or watch it online right now at PrisonPlanet.tv.
[00:05:49.416 --> 00:05:49.817]  In Game.
[00:05:50.197 --> 00:05:51.738]  Blueprint for global enslaving.
[00:05:52.238 --> 00:05:53.279]  You have been warned.
[00:05:54.802 --> 00:05:55.985]  I'm Dr. Bill Diggle, M.D.
[00:05:56.106 --> 00:05:58.111]  of the Nutramedical Report here on Genesis.
[00:05:58.484 --> 00:06:01.485]  Allison's Natural Antibiotic from Allomax Nutraceuticals U.S.
[00:06:01.545 --> 00:06:02.226]  is a real thing.
[00:06:02.286 --> 00:06:09.169]  This amazing molecule is a stabilized antimicrobial antipathogenic killer for fresh, never before available garlic.
[00:06:09.289 --> 00:06:20.194]  Allison molecule is biologically active against all bacterial pathogens, viruses, fungi, parasites, TB, and it kills fleshy bacteria, MRSA, Acinetobacter infections that ravage our everyday health.
[00:06:20.314 --> 00:06:23.475]  Taken daily, it removes these stealth pathogens, clearing our bodies,
[00:06:23.635 --> 00:06:24.035]  I think so.
[00:06:53.935 --> 00:06:54.216]  Fact.
[00:06:54.396 --> 00:07:00.321]  Rapid industrialization has resulted in environmental pollution and its curse on world health is staggering.
[00:07:00.441 --> 00:07:04.705]  We live in a toxic world that is bombarded by seven new chemicals each day.
[00:07:04.785 --> 00:07:12.292]  The human body is amazing and efficient in design, but because of the polluted world in which we live, is unable to remove all toxins.
[00:07:12.512 --> 00:07:13.153]  The solution.
[00:07:13.293 --> 00:07:17.337]  Detoxification integrated with Electro-Chi Premier Energy Foot Spa.
[00:07:17.517 --> 00:07:19.499]  The Electro-Chi Premier Energy Foot Spa.
[00:07:19.599 --> 00:07:19.979]  I think so.
[00:07:39.634 --> 00:07:42.416]  He's the T-Rex of political talk, Alex Jones on the GCN Radio Network.
[00:08:17.180 --> 00:08:22.401]  More than 200 people every week download the podcast of this show for free.
[00:08:23.701 --> 00:08:25.441]  Don't forget, it's very easy to do.
[00:08:25.461 --> 00:08:28.102]  Just copy the code into your MP3 or iPod player.
[00:08:30.330 --> 00:08:37.032]  into your computer, your device, and it will download to your cell phone, download to your iPod, download to your computer.
[00:08:37.112 --> 00:08:40.273]  It's all done at InfoWars.com.
[00:08:40.873 --> 00:08:57.178]  And remember, that's how we reach more people, is whether you're listening to us on AM, FM dial, Global Shortwave, the great folks at WWCR, or the Internet at PrisonPlanet.com or InfoWars.com, TruthNews.us, InfoWars.net, JonesReport.com,
[00:08:59.153 --> 00:09:17.656]  Please tell people about the radio show so that we can educate them about the true nature of the geopolitical system and who their mortal enemies are, who the New World Order are and what their game plan is for all of us and how we can hopefully rally against them and defeat them.
[00:09:19.357 --> 00:09:27.818]  The alternative is abject slavery and termination at the hands of the New World Order and I don't want to be part of that.
[00:09:29.247 --> 00:09:39.195]  Okay, let's get into the news, and then we have got several big guests lined up for you today, and a big surprise guest, by the way, early in the show tomorrow.
[00:09:39.235 --> 00:09:40.495]  I'm just going to let you know that.
[00:09:41.316 --> 00:09:53.005]  And also, next Monday, huge announcement, biggest announcement in the history of this radio show, in the history of what I've been doing
[00:09:53.755 --> 00:10:03.998]  On Talk Radio, period, coming up next Monday, starting in the second hour of the show, I will make the announcement.
[00:10:04.478 --> 00:10:06.659]  USA 2008, the Great Depression.
[00:10:08.220 --> 00:10:10.941]  Food stamps are the symbol of poverty in the U.S.
[00:10:11.781 --> 00:10:18.363]  In the era of credit crunch, a record 28 million Americans are now relying on them to survive
[00:10:19.230 --> 00:10:23.873]  A sure sign the world's richest country faces economic crises.
[00:10:24.933 --> 00:10:29.015]  We knew things were bad on Wall Street, but on Main Street it may be worse.
[00:10:30.136 --> 00:10:44.544]  Startling official statistics show that as a new economic recession stalks the United States, a record number of Americans will shortly be depending on food stamps just to feed themselves and their families.
[00:10:46.087 --> 00:10:55.930]  Dismal projections by the Congressional Budget Office in Washington suggest in the fiscal year starting October 28, 28 million people in the U.S.
[00:10:55.950 --> 00:11:03.152]  will be using government food stamps to buy essential groceries, the highest level since the Food Assistance Program was introduced in the 1960s.
[00:11:03.192 --> 00:11:03.612]  The increase
[00:11:05.908 --> 00:11:17.774]  From $26.5 million in 2007 is due partly to recent efforts to increase public awareness of the program and also to switch from paper coupons to electronic debit cards.
[00:11:18.454 --> 00:11:26.538]  But also, above all, it is the pressures being exerted on ordinary Americans by an economy that is suddenly beset by troubles.
[00:11:27.199 --> 00:11:35.303]  Housing foreclosures, accelerating job losses, and fast rising prices all add to the squeeze.
[00:11:39.193 --> 00:11:41.535]  Meanwhile, this is the Associated Press today.
[00:11:41.695 --> 00:11:44.957]  Analyst predicts corn rationing in 2008.
[00:11:46.698 --> 00:11:53.543]  A BB&T Capital Markets analyst said Monday, corn rationing may be necessary this year.
[00:11:53.563 --> 00:11:54.643]  It's already happening with wheat.
[00:11:55.184 --> 00:11:56.164]  Following a U.S.
[00:11:56.184 --> 00:12:03.449]  Department of Agriculture reporting, predicting farmers would plant far fewer acres of corn in 2008.
[00:12:03.849 --> 00:12:06.771]  Yeah, that makes a lot of sense.
[00:12:06.811 --> 00:12:07.712]  Corn's at all-time
[00:12:08.484 --> 00:12:15.546]  Hi, the demand is just absolutely stratospheric and let's cut back on what we're growing.
[00:12:15.906 --> 00:12:29.349]  According to the March prospective planting reports, farmers intend to plant about 86 million acres of corn this year, down 8% from 2007, when the amount of corn planted was the highest since World War II.
[00:12:31.830 --> 00:12:34.951]  That goes on to how the investors are betting.
[00:12:37.228 --> 00:12:40.331]  Now remember you don't really see the corn rationing at the store.
[00:12:40.932 --> 00:12:49.600]  It's rationing to the factories that make the cereals and make the breads and the thousands of prepared foods that have it as fillers in it.
[00:12:51.062 --> 00:13:01.652]  And so you will see it manifested by higher prices and yes sometimes you'll just go in if it's later in the evening and there won't be bread on the shelves or your favorite bread won't be there.
[00:13:03.502 --> 00:13:07.083]  I mean, some people are hyping this saying, you know, there'll be absolute food shortages.
[00:13:07.103 --> 00:13:08.003]  You won't be able to get food.
[00:13:08.123 --> 00:13:08.963]  I don't agree with that.
[00:13:09.543 --> 00:13:12.324]  It's just you're going to pay a lot more for food.
[00:13:14.464 --> 00:13:18.205]  There's not going to really be any fuel rationing.
[00:13:18.285 --> 00:13:20.806]  It's just that it's going to be a lot more to buy your gas.
[00:13:26.047 --> 00:13:32.988]  And as the hyperinflation sets in in the next 24 months, increasingly getting worse every month,
[00:13:33.985 --> 00:13:35.865]  It's gonna bankrupt a lot of people.
[00:13:35.925 --> 00:13:37.726]  I mean, there are a lot of people living hand-to-mouth.
[00:13:37.746 --> 00:13:41.186]  A lot of people making eight, nine dollars an hour in this country.
[00:13:43.227 --> 00:13:44.327]  Some people make it even less.
[00:13:46.167 --> 00:13:56.609]  And you cannot live on that unless you are living in a communal house, 10, 15 to a house, like the illegal aliens are.
[00:13:58.230 --> 00:14:00.250]  And I'm not knocking them and saying they're bad people.
[00:14:01.118 --> 00:14:04.259]  They're desperately fleeing Mexico, incredibly tyrannical.
[00:14:05.619 --> 00:14:07.320]  Starvation, riots, tyranny.
[00:14:09.020 --> 00:14:12.881]  The richest elite per capita on the planet feeding off the 99% below them.
[00:14:14.121 --> 00:14:15.422]  But they do hurt this nation.
[00:14:15.442 --> 00:14:16.862]  They come here and they drop down wages.
[00:14:17.962 --> 00:14:19.043]  But I'm already digressing.
[00:14:19.483 --> 00:14:27.405]  You're going to have the 30-plus million illegal aliens, Mexico in a big recession, pushing more of them up here, driving it down even deeper.
[00:14:28.214 --> 00:14:31.095]  Getting all the free health care that the hospitals give.
[00:14:33.156 --> 00:14:34.837]  Oh, did you know hospitals from L.A.
[00:14:34.857 --> 00:14:38.599]  to Dallas, Texas have been instructed for decades to give free health care to illegal aliens?
[00:14:39.319 --> 00:14:42.100]  That's what's bankrupting them, and the schools, and everything else.
[00:14:42.500 --> 00:14:49.363]  All of this compounding, and hundreds of unfunded federal mandates on the states, ordering the states to do this, ordering the states to do that.
[00:14:54.045 --> 00:14:55.426]  Fifty-something million people
[00:14:56.340 --> 00:14:59.501]  On Social Security and that number growing, growing every day.
[00:14:59.521 --> 00:15:03.243]  It'll be $60 million by the end of the decade.
[00:15:04.523 --> 00:15:05.484]  All of it compacting.
[00:15:05.504 --> 00:15:06.384]  That's right.
[00:15:06.404 --> 00:15:07.665]  $60 million on Social Security.
[00:15:07.685 --> 00:15:09.205]  $10 million more in just two years.
[00:15:11.446 --> 00:15:16.308]  And their checks had its value cut in half in the last four years just with the inflation we had before.
[00:15:16.648 --> 00:15:17.849]  Now it's accelerating.
[00:15:18.189 --> 00:15:19.149]  Now it's deepening.
[00:15:21.330 --> 00:15:23.831]  The inflation is getting worse compounded per year.
[00:15:25.057 --> 00:15:26.398]  You add that into the equation.
[00:15:26.838 --> 00:15:29.019]  You add a world recession that's beginning.
[00:15:31.600 --> 00:15:37.183]  Man, I got news stacked to the rafters and I'm not even... I'm looking at article number one here, London Independent.
[00:15:38.284 --> 00:15:42.666]  Bread, milk, eggs, prices spiked, draining locals' wallets.
[00:15:45.167 --> 00:15:47.408]  China's stocks tumbled 4.1% to new 11-month low, Reuters.
[00:15:50.228 --> 00:16:02.191]  China's main stock index tumbled 4.13% to a new 11-month closing low today after a central bank repeated its commitment to tight monetary policy.
[00:16:02.751 --> 00:16:04.932]  So we're seeing restrictions in credit.
[00:16:05.552 --> 00:16:07.313]  The same thing in Europe, same thing in the U.S.
[00:16:07.333 --> 00:16:08.453]  Now let's explain what's happening.
[00:16:09.253 --> 00:16:19.416]  The big central banks and the private banks they own are being given unlimited liquidity, unlimited funds over
[00:16:21.129 --> 00:16:24.950]  Two hundred billion dollars a month, and we're now eight months into this.
[00:16:25.711 --> 00:16:26.911]  It's trillions!
[00:16:30.913 --> 00:16:36.915]  And that's just government and sovereign wealth funds pumping that in.
[00:16:37.715 --> 00:16:44.898]  The companies are taking the pension funds that were left, that were already fully leveraged, but just taking the scraps, trying to prop things up.
[00:16:45.658 --> 00:16:49.780]  Full bailouts of the Fortune 100 banks and brokerage firms.
[00:16:52.119 --> 00:16:55.141]  Who'd bought into real companies and have now infected those.
[00:16:55.921 --> 00:17:07.627]  Bought into real commodities, holders, bought into manufacturing, bought into military, bought into entertainment, communications, mining.
[00:17:10.329 --> 00:17:13.250]  The leveraging is in the billions to one.
[00:17:16.112 --> 00:17:17.752]  It's total la-la land.
[00:17:17.833 --> 00:17:18.853]  It's not even real.
[00:17:18.893 --> 00:17:20.594]  It's just total fantasy.
[00:17:21.844 --> 00:17:26.609]  Unlimited liquidity for all of them, with you, the taxpayer, that's going to fit the bill.
[00:17:27.049 --> 00:17:32.194]  Not just paying in taxes to pay it off, but also in the destruction of your dollar.
[00:17:37.759 --> 00:17:38.499]  Meanwhile, U.S.
[00:17:38.559 --> 00:17:41.122]  Ambassador says NAFTA, no matter what,
[00:17:43.266 --> 00:17:48.251]  The North American Free Trade Agreement will stand regardless of who wins the coming presidential election.
[00:17:48.692 --> 00:17:58.622]  South of the border, the United States Ambassador to Canada said Monday, David Wilkins told a trade group in Canada that NAFTA survival does not depend on whether Democrats or Republicans control the White House.
[00:17:59.823 --> 00:18:03.367]  Despite all the political rhetoric, in my opinion, our relationship will remain strong.
[00:18:03.667 --> 00:18:06.390]  There will be no major changes, because they own all the candidates, I would add.
[00:18:07.236 --> 00:18:09.938]  To our trade policies with our friend Canada, Sid Wilkins.
[00:18:10.338 --> 00:18:13.560]  Yeah, the Canadians, the Mexicans, the people in the U.S., none of the people.
[00:18:14.260 --> 00:18:16.661]  I mean, it's 90 plus percent in every poll.
[00:18:16.721 --> 00:18:17.482]  Don't like NAFTA.
[00:18:18.222 --> 00:18:19.703]  I've seen polls of 99 percent.
[00:18:20.163 --> 00:18:21.744]  And the government just says, shut up!
[00:18:22.205 --> 00:18:26.327]  Have you noticed we have armed, military-trained police, civilian?
[00:18:26.927 --> 00:18:28.048]  Shut up!
[00:18:28.428 --> 00:18:29.489]  We're taking your house.
[00:18:29.749 --> 00:18:31.230]  Go to the tent city, scum!
[00:18:33.371 --> 00:18:34.972]  You don't like the destruction of your company?
[00:18:35.472 --> 00:18:36.072]  Of your country?
[00:18:36.533 --> 00:18:36.973]  Shut up!
[00:18:37.785 --> 00:18:38.986]  Just shut up!
[00:18:39.526 --> 00:18:40.867]  Sit down and shut up!
[00:18:41.107 --> 00:18:41.928]  This is gonna hurt!
[00:18:45.290 --> 00:18:48.572]  Just remember, this is your God's police when your grandma's moving in with you.
[00:18:49.533 --> 00:18:55.957]  David Wilkins told her, of course she won't let anyone move in, you'll just stick her in a government facility and she'll die of bed sores a few months later.
[00:18:56.298 --> 00:18:56.678]  That's all right.
[00:18:57.594 --> 00:18:59.635]  You'll be at the sports bar, flexing your muscles.
[00:19:00.196 --> 00:19:03.198]  David Wilkins told a trade group, it doesn't matter what the American people want.
[00:19:03.558 --> 00:19:07.681]  Our relationship is so strong and so deep that it's not dependent on which party is in power.
[00:19:07.961 --> 00:19:10.883]  Either in Canada or the U.S., our relationship transcends politics.
[00:19:11.183 --> 00:19:13.225]  Yeah, the private corporations run us and they've merged us.
[00:19:13.445 --> 00:19:14.566]  Go read the SPP documents.
[00:19:14.906 --> 00:19:21.811]  The comments come after a debate in Ohio last month where Democratic candidates Barack Obama and Hillary Clinton threatened to withdraw from NAFTA if it wasn't
[00:19:23.812 --> 00:19:24.613]  Renegotiated.
[00:19:24.633 --> 00:19:25.473]  Now here's the scam.
[00:19:25.954 --> 00:19:27.895]  They're going to come in and they're going to say they're going to fix it.
[00:19:27.915 --> 00:19:28.976]  They're going to make it worse.
[00:19:29.416 --> 00:19:31.137]  They're going to sign even deeper agreements.
[00:19:32.438 --> 00:19:32.919]  Understand?
[00:19:32.939 --> 00:19:36.141]  Just like with banking.
[00:19:36.742 --> 00:19:38.243]  The Federal Reserve designs it.
[00:19:38.523 --> 00:19:40.584]  We tell you three years before it happens what they were going to do.
[00:19:41.145 --> 00:19:42.506]  They issue liquidity.
[00:19:43.146 --> 00:19:43.927]  People know credit.
[00:19:44.347 --> 00:19:48.951]  Then they pose as a savior and nationalize the entire economy for them.
[00:19:50.216 --> 00:19:51.777]  Well, they're going to fix NAFTA, don't worry.
[00:19:52.238 --> 00:19:53.919]  They're going to NAU it all the way.
[00:19:56.021 --> 00:19:58.082]  Do you know the truth about cancer treatments?
[00:19:58.723 --> 00:20:07.630]  Do you realize that with all presently accepted methods, you are not correctly attacking the cancer, and you are mostly fighting to survive the treatment?
[00:20:08.170 --> 00:20:15.276]  Do you realize that mutilating surgery, burning, and the poisoning of your entire system are totally unnecessary?
[00:20:15.996 --> 00:20:21.482]  But now, it's cancer's turn to die with LaceMedInc's patented methodology.
[00:20:21.983 --> 00:20:32.775]  Without cutting, bleeding, drugs, or damaging radiation, we can destroy skin cancer and breast tumors of any size without adverse side effects at our physician's office.
[00:20:33.356 --> 00:20:33.937]  It is a big idea.
[00:20:33.957 --> 00:20:34.677]  A new world order.
[00:20:34.917 --> 00:20:36.278]  In the near future.
[00:21:01.303 --> 00:21:03.705]  Earth is dominated by a powerful world government.
[00:21:04.366 --> 00:21:06.508]  It's known as the Bilderberg Group.
[00:21:07.208 --> 00:21:09.330]  Could their objective be world domination?
[00:21:09.991 --> 00:21:12.433]  For thousands of years, their dark order grew.
[00:21:13.174 --> 00:21:20.500]  Now, as they hail the birth of the New World Order, their great dream of exterminating 80% of humanity is at hand.
[00:21:23.519 --> 00:21:28.502]  For the first time in history, the elite's plan for world government is blown wide open.
[00:21:28.963 --> 00:21:32.445]  You will learn the secret that drives the entire New World Order agenda.
[00:21:32.845 --> 00:21:35.307]  Bill and Meredith are making great progress toward a world government.
[00:21:35.407 --> 00:21:36.548]  Most people have no idea.
[00:21:36.568 --> 00:21:37.328]  They're not after money.
[00:21:37.348 --> 00:21:38.429]  They have all the money they need.
[00:21:38.609 --> 00:21:39.330]  They're after power.
[00:21:39.630 --> 00:21:40.430]  That's what they're after these days.
[00:21:40.751 --> 00:21:45.294]  Order In Game on DVD at PrisonPlanet.com or InfoWars.com.
[00:21:45.514 --> 00:21:49.016]  Or watch it online right now at PrisonPlanet.tv.
[00:21:49.476 --> 00:21:52.058]  In Game, blueprint for global enslavement.
[00:21:52.278 --> 00:21:53.319]  You have been warned.
[00:21:54.199 --> 00:21:59.221]  HempUSA.org is now offering free shipping worldwide to better serve our customers.
[00:21:59.541 --> 00:22:05.763]  Our goal is to get these fine hemp products to you in the least amount of time so you can enjoy what the powder seeds and oil can do for you.
[00:22:05.983 --> 00:22:08.444]  HempUSA.org has a warning that the U.S.
[00:22:08.484 --> 00:22:13.626]  food supplies are dangerously low and we urge you to protect your family with hemp storable foods today.
[00:22:13.806 --> 00:22:15.066]  Tomorrow may be too late.
[00:22:15.227 --> 00:22:15.947]  Call 908-691-2608 or visit HempUSA.org.
[00:22:19.728 --> 00:22:24.051]  This incredible food source is loaded with enzymes so your body can digest the food you eat.
[00:22:24.291 --> 00:22:28.734]  And it creates an alkaline environment where cancer can't grow and parasites cannot live.
[00:22:28.954 --> 00:22:32.396]  And brings funguses, viruses and bacterial levels down and to a halt.
[00:22:32.597 --> 00:22:34.258]  Try our powder seeds and oil today.
[00:22:34.438 --> 00:22:38.580]  Call 908-691-2608 or visit hempusa.org.
[00:22:38.781 --> 00:22:41.442]  If the body has the proper nutrition, it will heal itself.
[00:22:41.763 --> 00:22:42.303]  Ask yourself,
[00:22:42.623 --> 00:22:45.564]  Why does our government not allow this crop to grow in the U.S.?
[00:22:45.845 --> 00:22:48.186]  This product is also great for pets and animals.
[00:22:48.346 --> 00:22:53.368]  Call 908-691-2608 or go to hempusa.org today.
[00:22:54.068 --> 00:23:06.734]  Now, from the makers of Loose Change, the most downloaded film in internet history, comes the long-awaited release of Loose Change Final Cut, an entirely new two-hour film that completely destroys the official fable forever.
[00:23:07.194 --> 00:23:17.882]  Loose Change Final Cut hopes to be a catalyst for a new independent investigation in which family members receive answers to their questions and the true perpetrators of this horrendous crime are brought to justice.
[00:23:18.263 --> 00:23:21.465]  Loose Change Final Cut is the ultimate 9-11 expose.
[00:23:21.665 --> 00:23:23.387]  From hijackers being trained at U.S.
[00:23:23.427 --> 00:23:29.171]  military bases to bombs in the buildings, Loose Change Final Cut is the one 9-11 film everyone must see.
[00:23:29.571 --> 00:23:36.697]  Secure your copy of Loose Change Final Cut today at InfoWars.com or PrisonPlanet.com while you're visiting the online video store.
[00:23:37.037 --> 00:23:44.762]  Be sure to check out the huge discounts on films like Endgame, Blueprint for Global Enslavement, America, Freedom to Fascism, and hundreds of other titles.
[00:23:45.182 --> 00:23:47.463]  We're in a no-holds-barred information war.
[00:23:47.824 --> 00:23:53.147]  Truth is our weapon, and PrisonPlanet.com has the tools you need to take the fight back to Big Brother.
[00:24:18.185 --> 00:24:28.393]  Yeah, that's how the scam works.
[00:24:28.453 --> 00:24:34.017]  They say, oh, the Supreme Court's going to rule you of a Second Amendment, but they have a right to ban all your guns.
[00:24:34.298 --> 00:24:35.919]  Oh, oh, they're pro-gun.
[00:24:35.959 --> 00:24:37.760]  Here, I'm handing mine in.
[00:24:39.022 --> 00:24:40.483]  That's their favorite operation.
[00:24:42.644 --> 00:24:46.067]  Mukasey, the corrupt little judge involved in 9-11 cover-ups and
[00:24:47.936 --> 00:24:56.683]  His own officers filed complaints, people that guarded him, and he made the federal marshals clean toilets at his house and get his wife's groceries and basically grovel to him.
[00:24:58.204 --> 00:24:59.805]  It just shows the little slime bag he is.
[00:24:59.825 --> 00:25:02.307]  The guy's completely rich and won't even hire his own maid.
[00:25:03.728 --> 00:25:15.878]  He would make the, uh... When the federal marshals would get first class tickets to fly with him, but Mukasey would have to pay for his own, he would make them switch him out with him, which is illegal.
[00:25:16.633 --> 00:25:18.813]  Let's just show a little petty dirtbag crook.
[00:25:20.094 --> 00:25:25.495]  Mukasey admits government knew of call about 9-11 before 9-11.
[00:25:25.775 --> 00:25:31.776]  Echelon's spy network would have intercepted and cataloged all transmissions.
[00:25:32.376 --> 00:25:40.797]  The guy was speaking before a big group of people and he came out and admitted that Echelon, the NSA, was listening to it.
[00:25:41.117 --> 00:25:44.878]  Then he said, oh, but the law didn't let us track it in the US.
[00:25:44.898 --> 00:25:45.918]  That's a complete lie.
[00:25:46.656 --> 00:25:55.984]  Under the FISA court, they just, after the fact, months later, they have to come and get blanket authorizations.
[00:25:56.064 --> 00:25:56.865]  And what was the numbers?
[00:25:56.925 --> 00:26:01.568]  Out of 18,000 plus, they'd refuse less than 10 in decades?
[00:26:03.490 --> 00:26:05.231]  They basically never refuse them.
[00:26:06.212 --> 00:26:08.794]  Less than 10 times out of 18,000 and something?
[00:26:11.597 --> 00:26:12.698]  It's not even a warrant.
[00:26:13.138 --> 00:26:15.600]  But see, first, they set up decades ago something that
[00:26:19.142 --> 00:26:20.583]  Already destroyed the Fourth Amendment.
[00:26:23.466 --> 00:26:24.867]  You know, but you go to a judge later.
[00:26:25.267 --> 00:26:32.933]  But that's not... if he gets up and lies, like the public are complete morons, and I guess they are, so... but all of us aren't.
[00:26:35.715 --> 00:26:37.577]  And he gets up... in fact, let me just read the quote.
