[00:00:00.169 --> 00:00:01.610]  We're good to go.
[00:06:31.892 --> 00:06:38.933]  Just like the good intentions on the road to that unheavenly place, the good intentions alone to get a supply of food will not feed us.
[00:06:39.693 --> 00:06:44.134]  Only getting our food supply immediately will make us independent and fearless for the future.
[00:06:44.814 --> 00:06:45.094]  Call 800-409-5633.
[00:06:45.114 --> 00:06:45.154]  800-409-5633.
[00:06:45.194 --> 00:06:46.175]  On the web, efoodsdirect.com.
[00:06:46.195 --> 00:06:46.475]  Who am I?
[00:06:46.495 --> 00:06:46.635]  Nobody.
[00:06:46.655 --> 00:06:47.795]  Steve Schenck, Someone Who Cares.
[00:07:04.858 --> 00:07:09.142]  Are you fed up with all the side effects of chemicals in your shampoos and detergents?
[00:07:09.402 --> 00:07:14.306]  Even fragrances can signal some 4,000 separate ingredients, most of which are synthetic.
[00:07:14.486 --> 00:07:15.807]  Hi folks, Alex Jones here.
[00:07:16.007 --> 00:07:19.490]  Why not go back to basics and be safe with Calbin Pure Soaps?
[00:07:19.610 --> 00:07:24.774]  They're all natural and you'll save some 85% the money you're spending for your cleaning products now.
[00:07:25.014 --> 00:07:30.779]  Marty Schachter founded Calbin Soap Company in 1947 and provided products for health institutions.
[00:07:31.119 --> 00:07:33.560]  Now, Calvin Soaps are available to you and me.
[00:07:33.620 --> 00:07:35.941]  Triple concentrated for all your cleaning needs.
[00:07:36.161 --> 00:07:38.302]  From bathing and laundry to dishes, hair and more.
[00:07:38.582 --> 00:07:39.542]  No harsh chemicals.
[00:07:39.782 --> 00:07:40.723]  No animal testing.
[00:07:40.983 --> 00:07:42.283]  I use them and love them.
[00:07:42.303 --> 00:07:43.904]  Knowing they're all natural and safe.
[00:07:44.184 --> 00:07:45.265]  And I say big time.
[00:07:45.605 --> 00:07:46.825]  Call Calvin Pure Soap at 1-800-340-7091.
[00:07:46.845 --> 00:07:47.085]  That's 1-800-340-7091.
[00:07:47.105 --> 00:07:48.766]  Or log on to 5starsoap.com now for a free catalog.
[00:07:57.069 --> 00:08:02.352]  Again, that number, 1-800-340-7091 or 5starsoap.com.
[00:08:04.394 --> 00:08:10.418]  From his Central Texas Command Center, deep behind enemy lines, the information war continues.
[00:08:11.018 --> 00:08:14.060]  It's Alex Jones and the GCN Radio Network.
[00:08:15.981 --> 00:08:24.767]  Alright, we are back live on the Alex Jones Show with Jim Mars, and we're talking about some of the methods that the elite use to divide us, and we just discussed
[00:08:25.788 --> 00:08:32.051]  You know, politics as one of them, race as another, and I think the other big one is obviously religion.
[00:08:32.591 --> 00:08:42.036]  And if they can use these three things to pit us against each other, there's just going to be all this infighting, Jim, and we're never really going to be able to accomplish any goals towards making it better.
[00:08:44.597 --> 00:08:48.399]  It's the oldest tactic in the book, divide and conquer.
[00:08:49.591 --> 00:09:04.509]  It's it's order out of chaos and it's it's their mantra and they've been they've been able to do this really really well uh... since the invention of the media you know in the in the fifties since everybody started getting glued to their television sets and they're able to control the programming
[00:09:04.989 --> 00:09:11.950]  So that, let's say your flavor of news is CNN, you're watching CNN, and you're thinking, wow, you know, these guys are really good.
[00:09:12.210 --> 00:09:15.031]  Now that's the quote-unquote liberal democratic end.
[00:09:15.331 --> 00:09:19.312]  And then you have these other people that subscribe to Fox News as their one and only.
[00:09:19.732 --> 00:09:22.152]  And these are like the hardcore conservative people.
[00:09:22.572 --> 00:09:30.934]  Little do they know they're both being deceived because the things that they're presenting aren't of a liberal or conservative agenda, it's really of a globalist agenda, Jim.
[00:09:31.937 --> 00:09:32.518]  Absolutely.
[00:09:33.158 --> 00:09:33.639]  Absolutely.
[00:09:33.659 --> 00:09:45.268]  And we see the same tactic, divide and conquer, being used against various research communities, whether it's the JFK assassination, UFO research community, or the 9-11 research community.
[00:09:46.189 --> 00:09:48.411]  All of a sudden, everybody's on board.
[00:09:48.451 --> 00:09:49.772]  There's questions here, folks.
[00:09:49.812 --> 00:09:50.753]  There's legitimate
[00:09:51.371 --> 00:10:13.677]  Puzzles and controversies, contradictions, inadequacies that need to be addressed, but the next thing you know, everybody's fighting with each other over their pet theories, or you got disinformation people in there throwing curveballs, and everybody gets to fight with each other, and they get so disjointed that nothing meaningful can actually get accomplished.
[00:10:13.757 --> 00:10:17.418]  Well, that's classic COINTELPRO, and a lot of that's been declassified.
[00:10:17.478 --> 00:10:17.798]  By the book.
[00:10:17.999 --> 00:10:18.799]  Yes, by the book.
[00:10:19.199 --> 00:10:26.642]  What they do is they put these people forward as somebody with legitimate questions and interests, and they have sort of a name.
[00:10:26.682 --> 00:10:31.423]  They're either a professor or they're a former member of the Bush administration or something like that.
[00:10:32.424 --> 00:10:35.465]  They toe the line of regular questions.
[00:10:36.385 --> 00:10:36.685]  I think so.
[00:10:54.199 --> 00:11:02.686]  Absolutely, and I don't think they've been as successful as they'd like to be in dividing the 9-11 truth movement, especially with this no-plain nonsense.
[00:11:02.966 --> 00:11:08.611]  Every time I see one of these no-plain videos, it's the same old people parroting it, and it's the same people at the top.
[00:11:08.651 --> 00:11:20.440]  It's not really able to infiltrate the actual mainline 9-11 truthers out there, but then the quote-unquote debunkers like to focus on that as if that's the only theory out there.
[00:11:21.161 --> 00:11:21.781]  Absolutely.
[00:11:23.400 --> 00:11:26.912]  And one reason for that is because with the events of 9-11.
[00:11:28.348 --> 00:11:31.729]  There's just too much solid information out there.
[00:11:32.249 --> 00:11:36.631]  Unlike the JFK assassination, where he's riding through a plaza, shots are fired.
[00:11:36.971 --> 00:11:38.972]  Nobody truly saw who fired the shots.
[00:11:39.552 --> 00:11:41.813]  People were conflicted as to where they came from.
[00:11:41.873 --> 00:11:49.416]  That really kind of started off as a big puzzle, and that was easy to keep rolling as a controversy for years.
[00:11:49.816 --> 00:11:52.797]  But in 9-11, you can just bring it down to simple things.
[00:11:52.837 --> 00:11:55.918]  How did two planes drop three buildings?
[00:11:56.663 --> 00:12:04.549]  Uh, if we have to worry about a terrorist attack in our country, how come to this very day nothing substantial has been done to secure our borders?
[00:12:05.249 --> 00:12:17.698]  Uh, why were they running war game exercises, initially just denied it, and then finally said, well yeah, we run all these war game exercises, including one scenario of hijacked planes crashing into the World Trade Center.
[00:12:18.078 --> 00:12:23.742]  I mean, these are all facts, and once people become aware of these facts, then it's pretty hard to break that up.
[00:12:24.190 --> 00:12:24.591]  Absolutely.
[00:12:24.631 --> 00:12:37.788]  One of the things I like to really focus on now on the war games is the exercise Global Guardian, which was in full swing before 9-11, but interjected with Northern Vigilance, Vigilance Guardian, Apollo Guardian, all these other drills that were going on that time.
[00:12:39.150 --> 00:12:39.830]  Yeah, absolutely.
[00:12:39.870 --> 00:12:41.491]  Well, Tripod was down in New York City.
[00:12:41.511 --> 00:12:42.992]  It was the bio-terror attack.
[00:12:43.232 --> 00:12:50.375]  Then, you know, they're running drills at the NRO with a team from the CIA of ramming a plane into the building at 8.45 in the morning.
[00:12:50.615 --> 00:13:01.440]  But the interesting thing about Global Guardian is that they actually had shadow government command centers in the air, or E4B doomsday planes, in five different locations.
[00:13:01.900 --> 00:13:06.782]  And one of the locations where they were actually caught on video was on the scene of the Pentagon strike.
[00:13:07.462 --> 00:13:07.922]  Exactly.
[00:13:08.082 --> 00:13:19.787]  Now, the government denies that this is an E-4B, but it's on multiple cameras, and CNN, I believe a little over a year ago, actually had to do a report on Anderson Cooper that it was indeed an E-4B doomsday plane.
[00:13:19.827 --> 00:13:26.349]  Now, what's really... You can tell by the configuration, and you can tell by the American flag on the tail, it's an E-4B.
[00:13:26.969 --> 00:13:28.770]  It's absolutely an E-4B, and it's unrestricted.
[00:13:28.790 --> 00:13:41.176]  And the E-4B, the Flying Command Center, is the very type of craft which can capture electronically other computer-driven airplanes and guide them via Global Hawk remote-controlled technology.
[00:13:41.356 --> 00:13:42.056]  That is correct.
[00:13:42.336 --> 00:13:46.261]  And a lot of people don't realize this, but there is a second white plane.
[00:13:46.301 --> 00:13:48.144]  Now I'm not sure that this is an E-4B.
[00:13:48.544 --> 00:13:52.629]  It does look a little different, and the videos are not as clear as the ones in DC.
[00:13:52.910 --> 00:13:56.935]  But there is another white airplane in restricted airspace in New York City.
[00:13:57.335 --> 00:13:57.876]  It was caught.
[00:13:57.956 --> 00:13:59.438]  It's in the Camera Planet Archive.
[00:13:59.458 --> 00:13:59.919]  Just type in
[00:14:00.639 --> 00:14:02.920]  Second white plane, camera planet, and you can watch it.
[00:14:03.160 --> 00:14:20.143]  It was on the scene of the World Trade Center attack after the first plane struck, before the second plane struck, and then if you watch a couple of the videos with a wider view of the attack, the side attack of the second plane going in, you can see this white plane again on the scene of the World Trade Center attack.
[00:14:20.163 --> 00:14:25.184]  So it's there before the second plane hits the building, and it's there as the second plane hits the building.
[00:14:25.224 --> 00:14:26.324]  What's going on here, Jim?
[00:14:27.014 --> 00:14:33.637]  Well, Jason, let me preface this by saying I'm not claiming this is hard evidence, OK?
[00:14:34.438 --> 00:14:41.582]  But about a year ago, I was visiting with one of the best of the Army's remote viewers, OK?
[00:14:41.622 --> 00:14:44.783]  He was one of the original members and one of the best they had.
[00:14:45.363 --> 00:14:49.145]  And he just offhand said, would you want me to do a remote viewing session for you?
[00:14:49.165 --> 00:14:50.226]  And I said, yeah, I'll do that.
[00:14:50.646 --> 00:14:55.889]  So, of course, without him knowing what the target was, my question was,
[00:14:56.747 --> 00:15:01.610]  Who controlled the airplanes that crashed in the World Trade Center?
[00:15:02.430 --> 00:15:04.331]  And, of course, he didn't know this.
[00:15:04.431 --> 00:15:05.471]  He got a number.
[00:15:06.212 --> 00:15:05.471]  1, 2, 4, 5, 6, 8, 9.
[00:15:07.352 --> 00:15:08.573]  That was all he got.
[00:15:08.933 --> 00:15:11.094]  But that represented my question.
[00:15:11.775 --> 00:15:16.257]  And the result I got was they were controlled from another aircraft.
[00:15:16.963 --> 00:15:19.064]  Well, it would certainly fit the bill.
[00:15:19.084 --> 00:15:34.829]  If you look at the Amalgam Virgo documents, which is the drill they ran on June 1st and 2nd prior to the attacks in 2001, where they ran a commercial airliner into the Capitol building, it shows you how these drones work, and how there's a drone commander, there's always a drone picture,
[00:15:35.129 --> 00:15:37.711]  There's always satellite imagery of what's going on.
[00:15:38.191 --> 00:15:39.692]  They have AWACS in the air.
[00:15:40.072 --> 00:15:54.842]  I mean, just this whole map out, I think it's like a 27-page document, and like four or five are just based on the control centers and the command procedures of these drone aircraft, and it just looks too similar to what happened on 9-11 to be a coincidence.
[00:15:54.862 --> 00:16:03.568]  Exactly, and of course, if any of the listeners, if you want to see how this could be accomplished, and if you want to see absolute proof that, yes, contrary to what Condoleezza Rice and
[00:16:04.162 --> 00:16:12.564]  And Donald Rumsfeld and others said, they said, how could we have possibly even have guessed that they would have used aircraft to crash into buildings?
[00:16:12.964 --> 00:16:30.387]  If you want to see the complete lie given to that and how it would operate, go find the March edition of The Lone Gunman, which was an extended series of the X-Files by Chris Carter that aired in March of 2001.
[00:16:32.549 --> 00:16:38.796]  And the whole scenario and plot of this show was that people within the U.S.
[00:16:38.836 --> 00:16:52.892]  government who wanted to jumpstart the defense contracts and the defense industry were going to capture a commercial airliner by Global Hawk remote control technology and crash it into the World Trade Center.
[00:16:53.376 --> 00:16:58.884]  Yeah, absolutely, and that's just an example in the media of foreknowledge of 9-11.
[00:16:59.265 --> 00:17:00.586]  If they said, well, who could have guessed?
[00:17:00.626 --> 00:17:03.150]  Well, Chris Carter, who's a television writer, he could guess.
[00:17:03.931 --> 00:17:09.860]  Are we supposed to believe that all these people within the Pentagon, the CIA and NRO and all the Alphabet agencies,
[00:17:10.280 --> 00:17:11.301]  They couldn't have guessed this.
[00:17:11.381 --> 00:17:28.836]  In fact, Jason, as you well know, there wasn't any guesswork to it anyway, because back in the 90s, they had busted an Alcatraz cell in the Philippines and uncovered the plans for Bojinka, which specifically called for hijacking airplanes and crashing them into prominent structures, prominently naming the World Trade Center.
[00:17:29.096 --> 00:17:29.556]  Absolutely.
[00:17:29.576 --> 00:17:35.159]  Well, the media tries to spin it and say, oh, they were going to capture all these multiple airliners and blow them up in the air.
[00:17:35.259 --> 00:17:38.321]  Oh yeah, and by the way, they were going to ram one into the CIA base.
[00:17:38.781 --> 00:17:43.864]  Now, by the way, you know, it's just like Marvin Citron gets up and he says, well, I wrote Terror 2000 back in 1994.
[00:17:46.665 --> 00:18:01.421]  And we talked about a plane hitting the Capitol building or the Pentagon, and then Amalgam Virgo shows you a Northwestern airliner, its flight path into the Capitol building, and there is Osama bin Laden on the cover of that document, and Richard Eberhardt
[00:18:01.801 --> 00:18:09.487]  Who went before the 9-11 Commission and denying that we had any any outward, everything was an outward threat before 9-11 supposedly.
[00:18:09.507 --> 00:18:12.229]  There was no hijackings that were going to take place within the country.
[00:18:12.269 --> 00:18:13.330]  Well, here's one of them.
[00:18:13.710 --> 00:18:18.413]  His face is in the document and he was actually pressed on this by Richard Benveniste.
[00:18:18.954 --> 00:18:21.396]  And he's like, well that could be, I'll have to look into that.
[00:18:21.416 --> 00:18:22.977]  And he's like, there's no that could be about it.
[00:18:23.297 --> 00:18:24.498]  Your face is on the document.
[00:18:24.818 --> 00:18:27.579]  But it's brushed under the rug.
[00:18:27.619 --> 00:18:38.204]  Don't look at Amalgam Virgo, don't look at Terra 2000, don't look at the Mascow drills we were running, certainly don't look at the drills we were running that morning that are still somewhat classified.
[00:18:38.264 --> 00:18:39.665]  Not all of them are out there, folks.
[00:18:40.646 --> 00:18:42.829]  That's right, we still don't know all of them.
[00:18:42.849 --> 00:18:51.440]  And by the way, if anybody out there listening is going, oh now wait a minute, people within our government wouldn't allow terrorist attacks on the United States.
[00:18:51.700 --> 00:18:53.783]  Simply go back and look at the facts behind the 1993
[00:18:55.465 --> 00:19:24.410]  bombing of the world trade center tower and you will find that according to court testimony an egypt former egyptian army officer was acting as an fbi informant had infiltrated and was among the terrorists that were planning that bombing he thought this was terribly told his fbi handlers he said i think i can slip in fake explosives for the real explosives and his the fbi said no no don't do that so in other words the fbi was behind the nineteen ninety three
[00:19:25.011 --> 00:19:25.432]  I think so.
[00:19:31.680 --> 00:19:33.682]  Cause the whole evacuation of the tower.
[00:19:33.982 --> 00:19:37.524]  And one of the really interesting things about that is you're talking about a guy named Ahmed Salam.
[00:19:37.544 --> 00:19:37.645]  Right.
[00:19:38.045 --> 00:19:41.607]  And he's this Egyptian army officer and he's like, well let's use fake explosives.
[00:19:41.908 --> 00:19:43.389]  Oh no, no, you have to build a real bomb.
[00:19:43.629 --> 00:19:50.814]  That's when he got suspicious and he started taping his conversations with the FBI so that when he was picked up he said, no, I'm an FBI informant.
[00:19:51.094 --> 00:19:55.697]  Instead of going to prison for this, he ended up getting a million dollars in testimony against the other guys.
[00:19:55.717 --> 00:19:57.999]  We're going to be back after this with Jim Mars.
[00:19:58.119 --> 00:19:59.140]  It's the Alex Jones Show!
[00:20:03.675 --> 00:20:05.076]  It is a big idea.
[00:20:05.096 --> 00:20:07.197]  A New World Order.
[00:20:07.918 --> 00:20:11.920]  In the near future, Earth is dominated by a powerful world government.
[00:20:11.940 --> 00:20:15.602]  It's known as the Bilderberg Group.
[00:20:15.642 --> 00:20:17.843]  Could their objective be world domination?
[00:20:18.424 --> 00:20:20.865]  For thousands of years, their dark order grew.
[00:20:21.606 --> 00:20:28.930]  Now, as they hail the birth of the New World Order, their great dream of exterminating 80% of humanity is at hand.
[00:20:31.953 --> 00:20:36.935]  For the first time in history, the elite's plan for world government is blown wide open.
[00:20:37.395 --> 00:20:40.856]  You will learn the secret that drives the entire New World Order agenda.
[00:20:41.256 --> 00:20:43.737]  Bill Burdick is making great progress toward a world government.
[00:20:43.817 --> 00:20:44.978]  Most people have no idea.
[00:20:44.998 --> 00:20:45.758]  They're not after money.
[00:20:45.778 --> 00:20:46.838]  They have all the money they need.
[00:20:47.038 --> 00:20:47.779]  They're after power.
[00:20:48.039 --> 00:20:48.699]  That's their after news.
[00:20:49.179 --> 00:20:53.701]  Order In Game on DVD at PrisonPlanet.com or InfoWars.com.
[00:20:53.941 --> 00:20:57.422]  Or watch it online right now at PrisonPlanet.tv.
[00:20:57.922 --> 00:20:58.362]  In Game.
[00:20:58.662 --> 00:21:00.243]  Blueprint for global enslaving.
[00:21:00.703 --> 00:21:01.845]  You have been warned.
[00:21:18.726 --> 00:21:21.667]  Many people say that it gives them a whole new outlook on life.
[00:21:21.967 --> 00:21:25.169]  Ask someone who wears one, or better yet, try one for yourself.
[00:21:25.409 --> 00:21:29.370]  The silver band with gold terminals is still the most popular and a best seller.
[00:21:29.510 --> 00:21:36.393]  The balance bracelet has no magnets, but is ionized in such a way that wearers are so delighted they refuse to ever take theirs off.
[00:21:36.613 --> 00:21:39.735]  We're so confident that it comes with a lifetime guarantee.
[00:21:39.995 --> 00:21:43.336]  If you ever have a problem with your bracelet, we will replace it or repair it.
[00:21:46.357 --> 00:21:46.697]  I think so.
[00:22:02.501 --> 00:22:15.231]  Now, from the makers of Loose Change, the most downloaded film in internet history, comes the long-awaited release of Loose Change Final Cut, an entirely new two-hour film that completely destroys the official fable forever.
[00:22:15.652 --> 00:22:22.417]  Loose Change Final Cut hopes to be a catalyst for a new independent investigation in which family members receive answers to their questions.
[00:22:22.757 --> 00:22:26.300]  And the true perpetrators of this horrendous crime are brought to justice.
[00:22:52.577 --> 00:22:52.897]  I think so.
[00:23:12.182 --> 00:23:12.582]  We're good.
[00:23:38.473 --> 00:23:38.853]  I think so.
[00:24:09.974 --> 00:24:24.826]  Look at your young men fighting Look at your women crying Look at your young men dying The way they've always done before
[00:24:34.060 --> 00:24:49.936]  Look at the hate we're breeding Look at the fear we're feeding Look at the lives we're leading The way we've always done before
[00:25:02.200 --> 00:25:03.121]  All right, we are back.
[00:25:03.161 --> 00:25:04.561]  It is the Alex Jones Show.
[00:25:06.062 --> 00:25:14.767]  We're talking with Jim Mars, and we're going to take your phone calls into the next half hour afterwards, but I just want to talk a little bit more about this FBI involvement.
[00:25:14.807 --> 00:25:19.229]  Now, we know the FBI is involved in the 93 bombing, but wait, there's more.
[00:25:20.470 --> 00:25:26.593]  We know that a FBI informant, a tested FBI informant by the way, who had his own little handler in the whole deal,
[00:25:27.597 --> 00:25:34.419]  He rented and lived with two of the hijackers, Nawaf al-Zahami and Saeed al-Ghamdi.
[00:25:34.719 --> 00:25:39.020]  Now what's interesting is that those two guys were also flagged in AbleDanger.
[00:25:39.620 --> 00:25:48.422]  And not only did the guys at AbleDanger, a black ops program by the way, go to CENTCOM, but they tried to get meetings with the FBI over a dozen times.
[00:25:48.862 --> 00:25:52.222]  And of course the FBI ignored them every time because these were their boys.
[00:25:52.502 --> 00:25:53.823]  They were well aware of these guys.
[00:25:54.083 --> 00:25:54.343]  They knew.
[00:25:55.143 --> 00:25:55.463]  Exactly.
[00:25:55.483 --> 00:25:56.724]  In fact, there's the tracks of
[00:26:22.802 --> 00:26:27.345]  Of intelligence, the Mossad, all through the whole 9-11 thing.
[00:26:27.705 --> 00:26:51.442]  And then, even more fundamentally, when you go back and actually learn your history and start putting it together, you find out that Al-Qaeda was simply a name change, name change from the old Muslim Brotherhood, which was created and infiltrated and used by the Nazis during World War II, and then passed along to the old SS, who then became the CIA, and when
[00:26:52.769 --> 00:26:55.911]  Uh, they got tossed out of Egypt because they were too violent.
[00:26:56.331 --> 00:27:04.616]  They moved to Saudi Arabia, and it was there where they trained young Saudis, including a young Osama bin Laden.
[00:27:05.136 --> 00:27:10.520]  And then in the 80s, when we wanted someone to go in and fight the Soviets in Afghanistan,
[00:27:11.540 --> 00:27:12.121]  I think so.
[00:27:29.000 --> 00:27:33.622]  And for a long time, I and many others thought, well, that means their headquarters somewhere.
[00:27:33.702 --> 00:27:50.371]  But no, according to information that was presented to the House of Commons over in Britain, the base refers to the CIA computer base of Arab mercenaries and assets that they can call upon to do their will.
[00:27:51.736 --> 00:28:06.000]  Absolutely, and that ties right in with J. Michael Springman, who is also in my new film, Fabled Enemies, that I'm working on, that he was in the consulate in Jeddah in the late 80s, early 90s, and a lot of these guys were being funneled in through there.
[00:28:06.040 --> 00:28:16.582]  He would deny them visas because they didn't seem to have any reason to go to the United States, and he would be overruled by his superiors, and they would say that we're giving them a visa for national security purposes.
[00:28:16.942 --> 00:28:19.803]  He later talks to people within the CIA and they're like, oh yeah,
[00:28:20.183 --> 00:28:26.650]  That's our program with our asset, Osama Bin Laden, to funnel in Islamic militants into this country.
[00:28:27.231 --> 00:28:28.713]  There you go, case closed.
[00:28:29.874 --> 00:28:37.843]  You know, all of this actually was presented in my book, The Terror Conspiracy, which originally was to be published by HarperCollins back in 2002.
[00:28:39.779 --> 00:28:56.773]  And if that information had gotten widespread, it might have saved us the morass of Iraq, but that book was just strangely cancelled for no particular reason, and I cannot view it in any other light other than just censorship.
[00:28:57.694 --> 00:29:05.560]  And it's now taken a course, you know, now we're seven years out, and finally all this stuff is becoming more and more widely known.
[00:29:06.901 --> 00:29:08.483]  Yeah, well, obviously censorship.
