[00:00:00.429 --> 00:00:04.052]  You want answers?
[00:07:09.021 --> 00:07:22.565]  Sure, and Warburg and the other Wall Street bankers sent Leon Bronstein, renamed him Trotsky, and sent him and Lenin into Moscow, into Russia in 1917 to lead a revolution.
[00:07:25.166 --> 00:07:26.748]  What I want people to understand is this.
[00:07:27.308 --> 00:07:32.634]  You know, Time Magazine just made Barack Obama Man of the Year, or Person of the Year, as they call it now.
[00:07:33.094 --> 00:07:39.541]  But there was an interesting statement inside the magazine, in all of their hero worship, calling him almost the new messiah.
[00:07:40.282 --> 00:07:43.565]  They basically said, there is no such thing now as a Republican
[00:07:44.517 --> 00:07:45.959]  Party or a Democrat Party.
[00:07:46.259 --> 00:07:47.961]  There's only Obama.
[00:07:48.282 --> 00:07:51.726]  Now this is what happened back in Nazi Germany.
[00:07:52.086 --> 00:07:53.508]  You see, they had political parties.
[00:07:53.548 --> 00:07:54.509]  They had elections.
[00:07:55.510 --> 00:07:58.033]  And suddenly, there were no political parties.
[00:07:58.053 --> 00:07:59.876]  There was only Hitler.
[00:08:00.276 --> 00:08:03.780]  The same thing goes for the Duma, the Parliament of Russia.
[00:08:04.775 --> 00:08:06.416]  You know, they had political parties.
[00:08:06.436 --> 00:08:09.378]  They had candidates for the Duma as well as the Tsar.
[00:08:10.099 --> 00:08:14.222]  But suddenly, there was only Vladimir Lenin.
[00:08:14.722 --> 00:08:16.123]  So we've got a situation here.
[00:08:16.364 --> 00:08:17.584]  What I want people to know is this.
[00:08:18.285 --> 00:08:19.726]  This is a very interesting thing.
[00:08:19.746 --> 00:08:25.230]  There is the Hegelian dialectic process that has been going on now for a hundred years.
[00:08:25.630 --> 00:08:28.713]  But it's been escalating in our generation.
[00:08:29.113 --> 00:08:30.154]  And Alex, listen to this.
[00:08:30.634 --> 00:08:32.876]  You said this is not classical communism.
[00:08:33.576 --> 00:08:38.617]  You know, I was making some notes, and I looked at it, and let me explain something to people.
[00:08:39.637 --> 00:08:49.960]  The Illuminati elite, the Wall Street bankers and their friends, they are very flexible, they are pragmatic, and they have experimented for decades, okay?
[00:08:50.280 --> 00:08:58.201]  This entire century, on how they can bring this process to its final conclusion.
[00:08:58.722 --> 00:09:00.222]  Ordo ob cao.
[00:09:00.842 --> 00:09:02.963]  That's the 33rd degree of Freemasonry.
[00:09:03.164 --> 00:09:04.725]  Look at the systems that they're using.
[00:09:05.225 --> 00:09:06.546]  They use Masonism.
[00:09:07.006 --> 00:09:08.387]  They use Zionism.
[00:09:08.807 --> 00:09:09.948]  They use Nazism.
[00:09:10.548 --> 00:09:15.191]  They use Capitalism, but it's an unbridled cartelism, basically.
[00:09:15.211 --> 00:09:15.471]  Okay?
[00:09:15.571 --> 00:09:16.092]  Monopoly.
[00:09:16.132 --> 00:09:16.612]  Monopoly.
[00:09:16.832 --> 00:09:17.533]  Monopolistic.
[00:09:18.013 --> 00:09:19.074]  They use Fascism.
[00:09:19.354 --> 00:09:22.916]  They use Socialism, but they give it the euphemism of Democracy.
[00:09:22.976 --> 00:09:24.817]  Anything that has vertical integration.
[00:09:25.057 --> 00:09:25.618]  Absolutely.
[00:09:25.658 --> 00:09:26.538]  The isms are there.
[00:09:26.638 --> 00:09:27.379]  Jesuitism.
[00:09:28.800 --> 00:09:36.385]  But basically, they have put all of these systems together, even the classical communism of Lenin, Trotsky, and Marx.
[00:09:36.865 --> 00:09:44.750]  They have put all these things in an entirely new form to create a global new world order.
[00:09:45.150 --> 00:09:48.773]  I can only really best frame it and call it neo-fascism.
[00:09:48.933 --> 00:09:54.937]  By the way, of course, even conservatism was perverted and turned into neo-conservatism.
[00:09:56.918 --> 00:10:08.254]  The British Empire created all these fake political terms so they could give us false choices where they controlled like a sock puppet every one of the little apparatus or the little mechanisms
[00:10:10.171 --> 00:10:12.893]  Before it was just liberty versus tyranny.
[00:10:12.973 --> 00:10:20.078]  It was property rights and local control and elected councils and grand juries in our common law system.
[00:10:20.418 --> 00:10:22.500]  And it wasn't liberal or conservative.
[00:10:23.780 --> 00:10:29.865]  So they came in and created a whole false new vocabulary to confuse the whole issue.
[00:10:30.365 --> 00:10:30.805]  Well, they did.
[00:10:30.846 --> 00:10:42.956]  You know, Rockefeller, if you look back at Rockefeller, who founded Standard Oil and really had a monopoly in the oil business back at the beginning of the 20th century, people called him a capitalist.
[00:10:43.617 --> 00:10:47.200]  But he was not going to brook any opposition.
[00:10:47.280 --> 00:10:50.242]  He didn't want any other oil companies to be formed.
[00:10:50.563 --> 00:10:52.765]  He wanted a total monopoly.
[00:10:53.385 --> 00:10:53.986]  Neocontrolfreakism.
[00:11:15.726 --> 00:11:17.147]  Neo-dehumanization.
[00:11:17.487 --> 00:11:19.189]  Technological enslavement grid.
[00:11:19.229 --> 00:11:19.549]  That's right.
[00:11:19.569 --> 00:11:22.031]  There are two things that we have to understand they oppose.
[00:11:22.491 --> 00:11:29.416]  That we must be for, because they're the only sane alternative for you and I and all our listeners.
[00:11:29.516 --> 00:11:30.357]  Alright Tex, we've got a break.
[00:11:30.377 --> 00:11:33.860]  Let's come back with those two key things that they oppose.
[00:11:34.700 --> 00:11:39.884]  Right here on the GCN Radio Network, and your phone calls are coming up later in the hour at 1-800-259-9231.
[00:11:40.665 --> 00:11:45.969]  This is PrisonPlanet.tv and the GCN Radio Network.
[00:11:46.329 --> 00:11:48.531]  My website's InfoWars.com.
[00:11:48.671 --> 00:11:49.172]  Stay with us.
[00:11:53.795 --> 00:12:00.180]  Today, unlike any other in the long course of American history, a terrorist act of war against this country.
[00:12:00.560 --> 00:12:02.242]  The enemy struck America on September 11th.
[00:12:03.194 --> 00:12:04.215]  But who is the enemy?
[00:12:04.736 --> 00:12:05.256]  Bin Laden.
[00:12:05.516 --> 00:12:06.497]  This is his MO.
[00:12:06.517 --> 00:12:07.818]  We have to look to the Middle East.
[00:12:07.838 --> 00:12:09.520]  We have to look to Osama Bin Laden.
[00:12:09.880 --> 00:12:16.647]  Fabled Enemies is the first 9-11 film to take a close look at the terrorist ties to intelligence networks inside the United States.
[00:12:17.047 --> 00:12:17.487]  Some U.S.
[00:12:17.527 --> 00:12:23.213]  investigators believe that there are Israelis again very much engaged in spying in and on the U.S.
[00:12:23.853 --> 00:12:27.355]  I'm aware that some Israeli citizens have been detained.
[00:12:27.375 --> 00:12:30.157]  Either you are with us, or you are with the terrorists.
[00:12:54.437 --> 00:12:56.397]  Hi, John Huebner from Midas Resources.
[00:12:56.658 --> 00:12:59.298]  Are you tired of watching your hard-earned assets dwindle away?
[00:12:59.598 --> 00:13:07.900]  As government spending is out of hand and the Federal Reserve is creating in excess of $20 billion a week, are you tired of stockbrokers gambling away your hard-earned money?
[00:13:08.200 --> 00:13:11.021]  Is this market a setup for a crash greater than 1987?
[00:13:11.861 --> 00:13:15.082]  Too many of today's policies resemble those that led to the collapse of 1929.
[00:13:16.402 --> 00:13:18.023]  How much are you willing to lose?
[00:13:18.383 --> 00:13:19.323]  Take action now!
[00:13:19.443 --> 00:13:20.363]  Call me at 1-800-686-2237, extension 129.
[00:13:24.244 --> 00:13:28.025]  I believe that we are facing a financial catastrophe of biblical proportion.
[00:13:28.225 --> 00:13:31.445]  Over recent decades, numerous economic systems have failed.
[00:13:31.565 --> 00:13:38.006]  Current Federal Reserve policy and uncontrolled government spending have set the stage for the United States to be the next target.
[00:13:38.307 --> 00:13:43.307]  Secure your assets today by calling 1-800-686-2237, extension 129.
[00:13:44.268 --> 00:13:46.368]  Do this while paper can still buy gold.
[00:13:46.588 --> 00:13:48.308]  Call me, John Huebner, at 1-800-686-2237, extension 129.
[00:13:54.332 --> 00:14:06.026]  Now that the election is over and the shock is beginning to wear off, Ready Reserve Foods in an effort to get as many Americans prepared for the promised changes of the new administration and to help you and your family survive the global economic crash.
[00:14:08.598 --> 00:14:08.898]  I think so.
[00:14:40.353 --> 00:14:40.613]  I think so.
[00:14:54.153 --> 00:14:57.374]  Santa, Christmas Eve, and you haven't left yet?
[00:14:57.834 --> 00:15:00.074]  Ho ho ho ho ho!
[00:15:00.434 --> 00:15:01.175]  No!
[00:15:01.615 --> 00:15:03.035]  I can't find my keys.
[00:15:03.335 --> 00:15:04.435]  Here's the perfect gift.
[00:15:04.655 --> 00:15:08.376]  Our patented Find One Find All Key Finder, or FOFA XT for short.
[00:15:08.716 --> 00:15:13.898]  Once a FOFA Key Finder is attached to each of those easy-to-lose things, it can find and be found by all the rest.
[00:15:14.118 --> 00:15:20.099]  Use your wallet to find your keys, your keys to find the remote control, or any of them to find an uncharged or muted cell phone.
[00:15:20.259 --> 00:15:26.030]  FOFA goes through walls, cushions and laundry baskets up to 30 feet and projects a loud 90 plus decibel beep.
[00:15:26.271 --> 00:15:29.357]  And new for Christmas, there's even a FOFA just for eyeglasses.
[00:15:29.577 --> 00:15:31.761]  Where did I put my glasses, Mrs. Claus?
[00:15:32.796 --> 00:15:33.977]  Well, here they are!
[00:15:34.297 --> 00:15:37.841]  Luckily, Rudolph's nose isn't the only thing that lashes.
[00:15:38.081 --> 00:15:41.885]  Order your Fofa today with batteries included along with a 30-day money-back guarantee.
[00:15:41.965 --> 00:15:42.245]  Call 866-245-8670.
[00:15:42.325 --> 00:15:42.666]  That's 866-245-8670.
[00:15:42.706 --> 00:15:44.327]  Or buy online at findonefindall.com.
[00:15:44.347 --> 00:15:45.368]  Again, that's findonefindall.com.
[00:16:02.443 --> 00:16:04.245]  World government is upon us.
[00:16:04.385 --> 00:16:11.871]  The enemy is sending up draw balloons and hundreds of the most prestigious papers from Japan to Germany to England, the United States, Australia.
[00:16:12.271 --> 00:16:21.639]  They're saying world government is the answer to the world crisis when publicly the very central banks that are announcing they're going to be world government are the ones that engineered all of this.
[00:16:21.759 --> 00:16:29.766]  Professor of space and aeronautics, former Air Force captain, best-selling author many times over, New York Times bestseller,
[00:16:30.546 --> 00:16:35.190]  Tex, Mars is with us and we'll go over some of his books and websites as well and take your phone calls.
[00:16:35.450 --> 00:16:38.112]  So Tex, this is not classical communism.
[00:16:38.132 --> 00:16:42.335]  This is an integration and a mix of all of these systems.
[00:16:42.395 --> 00:16:45.917]  Please continue with the two things they're attacking that we have to stand for.
[00:16:45.937 --> 00:16:47.518]  It can be confusing.
[00:16:47.659 --> 00:16:49.960]  People, you see, they want us to fight.
[00:16:50.280 --> 00:16:55.144]  They want the left to fight the right wing and they want the Republicans versus the Democrats.
[00:16:56.145 --> 00:16:59.147]  They want working people versus the more wealthy.
[00:16:59.667 --> 00:17:00.587]  This is what they do.
[00:17:00.888 --> 00:17:05.771]  They break us into these little groups, you see, and there is planned chaos.
[00:17:05.831 --> 00:17:07.132]  There's planned dissension.
[00:17:07.452 --> 00:17:12.075]  There's always friction in this Hegelian dialectic process.
[00:17:12.575 --> 00:17:19.760]  And what it should be called, really, is the alchemical processing of humanity.
[00:17:20.020 --> 00:17:23.102]  They're reinventing the United States and the world.
[00:17:23.243 --> 00:17:24.984]  Now, the first thing to do, Alex,
[00:17:25.984 --> 00:17:26.264]  Okay?
[00:17:26.504 --> 00:17:32.926]  This has literally been carefully engineered and planned meticulously.
[00:17:33.487 --> 00:17:37.388]  First, you must destabilize and destructure the world.
[00:17:37.848 --> 00:17:38.228]  Alright?
[00:17:38.948 --> 00:17:41.929]  In other words, you've got to push Humpty Dumpty off the wall.
[00:17:41.969 --> 00:17:43.050]  You've got to crack the egg.
[00:17:44.059 --> 00:17:51.361]  And after it's cracked, okay, and you've got chaos, then you can put Humpty Dumpty back together again.
[00:17:51.681 --> 00:17:56.742]  Now, the two things that I wanted to mention to people that are the enemy of the Illuminati elite.
[00:17:57.162 --> 00:17:58.762]  First is individualism.
[00:17:59.203 --> 00:18:02.603]  The right for you to be you, an individual.
[00:18:03.043 --> 00:18:03.704]  They hate that.
[00:18:04.104 --> 00:18:05.104]  They're collectivists.
[00:18:06.025 --> 00:18:10.270]  And this is true of National Socialism, which is what Nazis were.
[00:18:10.290 --> 00:18:12.613]  It was true of Communism.
[00:18:12.893 --> 00:18:15.055]  They hate individualism.
[00:18:15.936 --> 00:18:17.378]  You to be you.
[00:18:17.759 --> 00:18:21.303]  Now the second thing they hate is personal freedom to be an individual.
[00:18:22.024 --> 00:18:25.548]  And our Constitution, you see, provided for these things originally.
[00:18:26.465 --> 00:18:33.932]  For the individual to have personal freedom and for the state to be unable to strip it from us.
[00:18:34.412 --> 00:18:44.260]  So it's necessary for these people to totally destabilize, destructure, destroy America, the entire American system and way of thinking.
[00:18:44.401 --> 00:18:46.983]  And I want to go back to the key, giving us false choices.
[00:18:47.043 --> 00:18:49.225]  Instead of a debate of liberty versus tyranny,
[00:18:49.665 --> 00:19:15.525]  Freedom versus slavery, they make it well you can have the Republican fascism, you can have the Obama socialism, communism, but when you study the two, face scanning cameras, police in black ski masks, high levels of taxes, juries being abolished from Russia to England to Canada, they're trying to get rid of them, it's all the same system and even in Russia and in Japan or in Australia or the US, the social service programs all have even the same names.
[00:19:16.085 --> 00:19:21.508]  We just have gone through a ridiculous two-year election process.
[00:19:21.968 --> 00:19:23.148]  What did we end up with?
[00:19:23.589 --> 00:19:31.912]  Obama, who was supposedly, according to the media, at loggerheads with Hillary Rodham Clinton, appointing her as Secretary of State.
[00:19:32.453 --> 00:19:33.253]  What did we have?
[00:19:33.673 --> 00:19:43.538]  A man who said, I'll get you out of the Iraq War, appointing George W. Bush's Secretary of Defense to be his Secretary of Defense.
[00:19:44.878 --> 00:19:47.639]  The old guard is still the new guard.
[00:19:47.679 --> 00:19:49.420]  There is no change whatsoever.
[00:19:49.780 --> 00:19:53.441]  There will never be with the Illuminati elite that are now controlling America.
[00:19:53.781 --> 00:19:57.262]  Now, Alex, what I want people to understand is, this is planned.
[00:19:57.442 --> 00:19:58.983]  It's an engineered chaos.
[00:19:59.463 --> 00:20:01.223]  You know, Gorbachev is one of these people.
[00:20:01.643 --> 00:20:06.945]  Gorbachev, the guy that supposedly brought glasnost and freedom to Russia.
[00:20:07.225 --> 00:20:07.625]  But wait.
[00:20:08.085 --> 00:20:09.626]  You know, I've read Gorbachev's book.
[00:20:10.310 --> 00:20:11.091]  Perestroika.
[00:20:11.651 --> 00:20:16.976]  Perestroika is a Russian word meaning a new way of thinking.
[00:20:17.036 --> 00:20:18.557]  In fact, a revision.
[00:20:19.297 --> 00:20:21.539]  It's the repair of the world.
[00:20:22.000 --> 00:20:24.782]  But first you must break something before you can fix it.
[00:20:24.922 --> 00:20:26.804]  That's alien to our way of thinking.
[00:20:27.464 --> 00:20:35.411]  That's why we hear under the new environmental laws, they're saying the old way is going away, you're going to have to have austerity, you're going to have to have feudalism.
[00:20:35.511 --> 00:20:39.094]  The change is we are going to lose our free market.
[00:20:39.674 --> 00:20:41.616]  And Obama's right.
[00:20:41.636 --> 00:20:42.597]  We are the change.
[00:20:43.157 --> 00:20:44.018]  We are the change.
[00:20:44.358 --> 00:20:45.379]  He expects us.
[00:20:45.439 --> 00:20:53.325]  He is going to demand sacrifice from every American, everyone in the world, and we are going to make the changes, okay?
[00:20:53.806 --> 00:20:56.087]  Under his Messiah leadership.
[00:20:56.448 --> 00:21:05.915]  Now, Obama, of course, and Rahm the Cruel, that's what I call him, that's a good name for him, Rahm the Cruel Emanuel, are the two chosen saviors
[00:21:06.776 --> 00:21:07.437]  Of the world!
[00:21:07.937 --> 00:21:11.319]  And they are really the working engineers.
[00:21:11.399 --> 00:21:15.001]  They are up in the engine room of the train driving this thing.
[00:21:15.301 --> 00:21:18.804]  But they have others more powerful than them behind the scenes.
[00:21:19.024 --> 00:21:20.204]  But I want people to understand.
[00:21:21.505 --> 00:21:24.747]  In the Jewish Kabbalah, they have a term for this.
[00:21:24.827 --> 00:21:26.909]  It's called Tikkun Olam.
[00:21:28.950 --> 00:21:30.111]  Stay there, stay there Tex.
[00:21:30.131 --> 00:21:30.651]  We've got a break.
[00:21:30.671 --> 00:21:34.353]  We're going to come back and get into all of that with our guest Tex Marsden Studio.
[00:21:34.453 --> 00:21:35.834]  And take your calls at 1-800-259-9031.
[00:21:36.515 --> 00:21:41.718]  I also want to get into how he sees all this breaking down and unfolding.
[00:21:42.178 --> 00:21:42.619]  Stay with us.
[00:21:44.020 --> 00:21:44.900]  We're on the march.
[00:21:45.400 --> 00:21:47.001]  The empire's on the run.
[00:21:47.942 --> 00:21:50.644]  Alex Jones and the GCN Radio Network.
[00:21:53.740 --> 00:21:59.385]  Doctors around the world claim that cancer and other diseases cannot live in a pH-balanced alkaline environment.
[00:21:59.566 --> 00:22:04.730]  But as you know, most people are overly acidic due to stress, acidic diet, and lack of exercise.
[00:22:05.011 --> 00:22:10.075]  pH balance is the foundation of energy abundance and perfect health, as well as prevention of disease.
[00:22:10.376 --> 00:22:13.939]  People who alkalize the water they drink experience normalized blood sugar.
[00:22:14.219 --> 00:22:15.940]  Mental clarity and loss of weight.
[00:22:16.261 --> 00:22:19.003]  It was intended for human beings to drink alkaline water.
[00:22:19.203 --> 00:22:22.265]  But due to modern way of life, most people are overly acidic.
[00:22:22.505 --> 00:22:26.028]  The fact is that disease simply cannot exist in an alkaline environment.
[00:22:26.288 --> 00:22:30.831]  Fat accumulates if a person consumes too much acid on a regular basis and doesn't neutralize it.
[00:22:31.111 --> 00:22:31.892]  Do your part.
[00:22:32.152 --> 00:22:34.433]  Alkalize and supercharge your body now.
[00:22:34.774 --> 00:22:43.600]  AlkaVision Plasma pH Drops contain a special mineral salt concentrate that raises the pH of the water you drink up to the pH of 10 with only 10 drops.
[00:22:44.040 --> 00:22:49.541]  May I have everybody's attention, please?
[00:22:49.681 --> 00:22:57.723]  I've come with a message of information.
[00:22:57.743 --> 00:22:59.864]  9-11 was an inside job.
[00:23:00.004 --> 00:23:01.564]  Do you like being a puppet, sir?
[00:23:01.584 --> 00:23:03.204]  Do you like being a puppet for the New World Order?
[00:23:03.284 --> 00:23:06.145]  How do the American people know that 9-11 was a stage?
[00:23:06.185 --> 00:23:09.806]  Was it engineered by you, David Rockefeller, the Trilateral Commission, the CFR?
[00:23:19.469 --> 00:23:24.398]  Seven years after the attacks of September 11th, a global awakening has taken place.
[00:23:24.598 --> 00:23:26.722]  I'm an inside job.
[00:23:28.121 --> 00:23:29.202]  How dare you?
[00:23:30.563 --> 00:23:35.627]  If you know that there's treason going on, you can be held accountable for treason yourself.
[00:23:35.647 --> 00:23:38.148]  All hell is breaking loose on 6th Avenue.
[00:23:38.289 --> 00:23:44.713]  And if the government has not told the truth, in five years we will be here on the 10th anniversary of... Truth Rising.
[00:23:44.993 --> 00:23:47.575]  Download the film at PrisonPlanet.tv right now.
[00:23:47.855 --> 00:23:49.857]  Or get the DVD at Infowars.com.
[00:23:50.097 --> 00:23:52.579]  It's now time to take the revolution to the next level.
[00:23:53.780 --> 00:23:56.323]  Toxic heavy metals negatively impact our health.
[00:23:56.583 --> 00:24:01.709]  They're in the air we breathe, the water we drink, the food we eat, the products we use, and the objects we touch.
[00:24:03.166 --> 00:24:03.426]  I think so.
[00:24:31.584 --> 00:24:31.844]  Thank you.
[00:25:01.765 --> 00:25:04.988]  Eastbound and down, loaded up and truckin'.
[00:25:05.508 --> 00:25:07.830]  We're gonna do what they say can't be done.
[00:25:08.811 --> 00:25:13.655]  We've got a long way to go, and a short time to get there.
[00:25:13.675 --> 00:25:16.277]  I'm eastbound, just one more bandit run.
[00:25:17.078 --> 00:25:20.460]  Keep your foot hard on the pedal, son, never mind them brakes.
[00:25:21.101 --> 00:25:23.443]  Let it all hang out, cause we got a run to make.
[00:25:29.330 --> 00:25:33.531]  Tex Mars is our guest in studio here in Austin, Texas.
[00:25:34.912 --> 00:25:36.472]  We're going into very horrific times.
