[00:00:00.871 --> 00:00:01.972]  Government cover-ups.
[00:03:53.413 --> 00:03:56.675]  But see, the way they do this, well, if you don't want a cable box, you don't have to have cable.
[00:03:59.497 --> 00:04:01.358]  And people will know, I want it.
[00:04:01.678 --> 00:04:02.939]  Or like, you don't have to have a cell phone.
[00:04:03.059 --> 00:04:04.400]  We track you with it, listen to you.
[00:04:04.900 --> 00:04:06.842]  You don't have to have a cell phone.
[00:04:06.862 --> 00:04:16.348]  And I've been telling you for 12 years that all of your DNA at birth, if you're 35 or younger, been about 35 years since it started, started back in 72,
[00:04:18.354 --> 00:04:21.736]  All of your DNA is taken and put in an international database.
[00:04:22.657 --> 00:04:24.959]  In Australia, Canada, the US, New Zealand.
[00:04:27.801 --> 00:04:28.701]  It's in five nations.
[00:04:29.682 --> 00:04:32.004]  It finally is in the mainstream news.
[00:04:33.665 --> 00:04:35.446]  So I thought I'd get into that too.
[00:04:36.066 --> 00:04:36.587]  Oh yeah!
[00:04:37.748 --> 00:04:41.190]  They take your baby's blood and it goes right into Homeland Security.
[00:04:42.211 --> 00:04:44.572]  Every American is put in a DNA database at birth.
[00:04:45.073 --> 00:04:46.113]  It's all part of the freedom.
[00:04:47.887 --> 00:04:48.727]  We'll be right back.
[00:04:48.747 --> 00:04:49.508]  It is a big idea.
[00:04:49.628 --> 00:04:50.628]  A new world order.
[00:04:50.708 --> 00:04:51.469]  In the near future.
[00:04:59.955 --> 00:05:02.578]  Earth is dominated by a powerful world government.
[00:05:02.638 --> 00:05:05.160]  It's known as the Bilderberg Group.
[00:05:05.861 --> 00:05:08.043]  Put their objective being world domination.
[00:05:08.644 --> 00:05:11.086]  For thousands of years, their dark order grew.
[00:05:11.827 --> 00:05:19.155]  Now, as they hail the birth of the New World Order, their great dream of exterminating 80% of humanity is at hand.
[00:05:22.157 --> 00:05:27.159]  For the first time in history, the elite's plan for world government is blown wide open.
[00:05:27.599 --> 00:05:31.060]  You will learn the secret that drives the entire New World Order agenda.
[00:05:31.480 --> 00:05:33.960]  Bill of Rights is making great progress toward a world government.
[00:05:34.040 --> 00:05:35.201]  Most people have no idea.
[00:05:35.221 --> 00:05:35.961]  They're not after money.
[00:05:35.981 --> 00:05:37.061]  They have all the money they need.
[00:05:37.261 --> 00:05:37.982]  They're after power.
[00:05:38.262 --> 00:05:39.382]  That's their aphrodisiac.
[00:05:39.402 --> 00:05:43.943]  Order In Game on DVD at PrisonPlanet.com or InfoWars.com.
[00:05:44.163 --> 00:05:47.644]  Or watch it online right now at PrisonPlanet.tv.
[00:05:47.664 --> 00:05:48.504]  In Game.
[00:05:48.864 --> 00:05:50.405]  Blueprint for global enslavement.
[00:05:50.906 --> 00:05:52.111]  You have been warned.
[00:05:52.833 --> 00:05:53.493]  It's a fact.
[00:05:53.713 --> 00:06:01.196]  Since the creation of the Federal Reserve in 1913, all banks in these United States create money out of thin air for every single loan they issue.
[00:06:01.316 --> 00:06:10.179]  With never-ending late fees, over-the-limit fees, and higher and higher interest rates, it has become mathematically impossible to repay all debt, making all of us slaves to our creditors.
[00:06:10.439 --> 00:06:20.983]  The Federal Debt Relief System has created a successful, attorney-backed program to legally eliminate credit card debt, personal loans, lines of credit, and other unsecured debts which have been fraudulently created by the banks.
[00:06:21.243 --> 00:06:27.306]  We can terminate your unsecured debt within 18 months with a much lower monthly payment, ending with nothing on your credit report.
[00:06:27.526 --> 00:06:32.548]  Join the thousands of Americans who now breathe with a sigh of relief because they have legally eliminated their debt.
[00:06:32.728 --> 00:06:37.210]  Instead of living each day in fear and frustration, it's time to take action and turn your life around.
[00:06:37.371 --> 00:06:39.171]  Call the Federal Debt Relief System at 877-943-8600.
[00:06:39.231 --> 00:06:39.492]  That's 877-943-8600.
[00:06:39.512 --> 00:06:40.052]  Or visit FDRS.org.
[00:06:40.132 --> 00:06:41.893]  Find out how you can break the cycle of debt slavery.
[00:06:49.096 --> 00:06:52.117]  Visit FDRS.org today.
[00:06:52.797 --> 00:06:53.077]  Fact.
[00:06:53.257 --> 00:06:59.179]  Rapid industrialization has resulted in environmental pollution and its curse on world health is staggering.
[00:06:59.299 --> 00:07:03.540]  We live in a toxic world that is bombarded by seven new chemicals each day.
[00:07:03.640 --> 00:07:11.142]  The human body is amazing and efficient in design, but because of the polluted world in which we live, is unable to remove all toxins.
[00:07:11.342 --> 00:07:11.942]  The solution
[00:07:12.122 --> 00:07:16.163]  Detoxification integrated with Electro Qi Premier Energy Footspa.
[00:07:16.343 --> 00:07:25.366]  The Electro Qi Premier Energy Footspa helps to aid in cleansing the body of harmful toxins while energizing and oxygenating your entire body at the cellular level.
[00:07:25.486 --> 00:07:38.210]  Detoxification works with the Electro Qi Premier Energy Footspa because it addresses the needs of individual cells, the building blocks of human life, for mental clarity, restored vitality, a stronger immune system, clear skin,
[00:07:38.550 --> 00:07:42.033]  The Genesis Communications Radio Network proudly presents The Alex Jones Show.
[00:07:42.053 --> 00:07:43.254]  Because there's a war on for your mind.
[00:08:15.017 --> 00:08:21.143]  Okay, we've got Ombre de Grey, one of the top experts on live extension technologies and
[00:08:22.555 --> 00:08:25.819]  What's real, what's hype, joining us in the second hour.
[00:08:26.480 --> 00:08:37.172]  Then, of course, from India, the Dalai Lama's government in absentia will have the head of their human rights and democracy group on.
[00:08:38.137 --> 00:08:55.470]  I'm joining us, Urgent Tinsend, coming up in the third hour, but that'll be about a 20-minute interview that I'm going to cover financial news and some other things of the fifth anniversary of the wondrous war of George Bush's manhood and strength showing off as our war president.
[00:08:55.691 --> 00:08:56.531]  I'm a war president.
[00:08:57.933 --> 00:09:01.615]  So, we'll be covering that coming up as well at the end of the show today.
[00:09:02.495 --> 00:09:05.296]  Right now, Larry Elliott joins us for this segment and the next.
[00:09:05.796 --> 00:09:14.220]  He is the economics editor at the London Guardian, biggest paper in England, and they do a lot of great reporting there, and we're really honored to have him.
[00:09:15.160 --> 00:09:20.923]  I've read a lot of his reportage over the years, but a story he did earlier in the week, America was conned.
[00:09:21.023 --> 00:09:21.863]  Who will pay?
[00:09:22.824 --> 00:09:25.425]  The South Sea bubble ended in riots.
[00:09:26.607 --> 00:09:30.489]  As trust was lost, Wall Street duped the public.
[00:09:30.929 --> 00:09:39.673]  And then it goes into what's really happening here, and now they're leaving the dollar and the American people holding the bag, devaluing our currency.
[00:09:39.693 --> 00:09:46.397]  We're going to pay back all of these hundreds of billions a month they're pumping in to these brokerage firms and banks.
[00:09:46.917 --> 00:09:50.919]  We'll have to pay that back in tax money, so they're going to tax us and they're devaluing our savings.
[00:09:51.379 --> 00:09:53.080]  People on Social Security fixed incomes.
[00:09:53.646 --> 00:09:53.906]  I think so.
[00:10:11.223 --> 00:10:14.865]  Well, I think the real point about this is that for a large part of the last 70 or 80 years since the New Deal,
[00:10:38.578 --> 00:10:43.202]  I mean, certainly for the first half of that, America grew in steps and everybody got richer together.
[00:10:43.222 --> 00:10:48.886]  So rich and poor got wealthier, and everybody got a fair share of the pie.
[00:10:48.906 --> 00:10:52.369]  Of course, the rich stayed rich and the poor stayed poor, but everybody got richer together.
[00:10:52.409 --> 00:10:58.794]  And I think it was John F. Kennedy that said, a rising tide lifts all boats, and that for sure happened in the 50s and 60s.
[00:11:00.894 --> 00:11:10.641]  Well, in the 70s and 80s, some sort of weird stuff happened, really, which was that all the controls that had been put on big finance on Wall Street by Roosevelt and the new dealers were gradually stripped away.
[00:11:10.721 --> 00:11:26.632]  So, essentially, Wall Street was allowed to do pretty much what it wanted, and you saw these stratospheric salaries, and the rich got very much richer than poor people, who saw their salaries pretty much stagnate for a large period of time.
[00:11:27.659 --> 00:11:33.443]  But of course, you know, you still have to get people to buy stuff, otherwise big business doesn't make any money.
[00:11:33.523 --> 00:11:51.636]  So they came up with this great idea, which was that everybody would get on the housing market, and they went around and sold loans to people who really weren't well equipped to pay the loans back, and these were sort of subprime and all-time loans, and then they sort of mixed stuff with sort of teaser rates and exploding ARMs and so on.
[00:11:51.796 --> 00:11:53.597]  People didn't really know at that point.
[00:11:53.951 --> 00:11:54.631]  I think it's a great question.
[00:11:54.651 --> 00:11:55.512]  I think it's a great question.
[00:12:15.503 --> 00:12:15.763]  I think.
[00:12:26.874 --> 00:12:27.255]  I don't think so.
[00:12:46.367 --> 00:13:11.040]  And someone described it like this, you take a meat pie factory and you put a few really rancid carcasses in there and you mince it all up and put it into some pies and then you sell the pies off into the supermarket, into Walmart or whatever, and then suddenly there's a big panic because someone says some of these pies have got bad meat in them but nobody actually knows
[00:13:11.567 --> 00:13:12.228]  We're good to go!
[00:13:33.233 --> 00:13:50.325]  And so that was when the financial markets themselves went into a complete meltdown, because nobody would actually deal with anybody else, because nobody knew how much of this toxic waste they'd got, how many of the bad meat pies were actually sitting in Citigroup or in Merrill Lynch or in Lehman Brothers or wherever.
[00:13:51.306 --> 00:13:53.828]  And so that's really the genesis of the crisis.
[00:13:53.908 --> 00:14:02.394]  Ordinary American people who were genuinely, I think, conned by the slick salespeople who came around and sold them the loans, have actually
[00:14:02.887 --> 00:14:09.369]  Absolutely, and the article you wrote, America Was Conned, Who Will Pay, gets into more detail and a lot of historical perspectives.
[00:14:09.389 --> 00:14:11.289]  I want to talk about the British experience in the 1770s.
[00:14:29.744 --> 00:14:30.646]  Thank you for your time.
[00:14:39.358 --> 00:14:42.820]  Or to boil it down, they always make it a left-right political football.
[00:14:42.920 --> 00:14:45.921]  And I'm a libertarian, but by the left would be seen as more right-wing.
[00:14:46.382 --> 00:14:58.468]  It has nothing to do with left or right, but Rush Limbaugh and the other big neocons want to make it a political football instead of having a rancid, corrupt financial system that's totally corrupt.
[00:14:58.968 --> 00:15:00.349]  We can't have a discussion about that.
[00:15:00.789 --> 00:15:08.033]  They get on the radio and they say, evil liberals claim that it was the banks that did this, but no, it's dumb, poor,
[00:15:09.053 --> 00:15:10.094]  Greedy liars!
[00:15:10.574 --> 00:15:17.697]  And sure, I mean, I use the analogy of a five-year-old child... Hello?
[00:15:18.117 --> 00:15:18.337]  Yeah?
[00:15:19.498 --> 00:15:25.380]  I use the analogy... Sure, I just heard somebody's cell phone cut into the wire, so I was just pausing... You're having trouble with being in an office here, but carry on.
[00:15:25.540 --> 00:15:27.181]  No, no, no, I totally understand, that's fine.
[00:15:28.381 --> 00:15:30.182]  I was just pausing for you to answer, or whatever.
[00:15:30.903 --> 00:15:33.824]  Going back... It's like a five-year-old child, yeah?
[00:15:34.364 --> 00:15:41.452]  Yes, like a five-year-old child who you tell don't play in the front yard, and then the kidnapper comes by and kidnaps them.
[00:15:41.472 --> 00:15:44.636]  The child was bad, but the kidnapper is the predator.
[00:15:44.936 --> 00:15:47.899]  And that's what we have with these brokerage firms and banks.
[00:15:47.959 --> 00:15:54.487]  They knowingly went and lobbied the federal government to take off the restrictions in the early 90s and then in 99, as you know.
[00:15:54.927 --> 00:15:55.047]  Yeah.
[00:16:08.283 --> 00:16:16.187]  And then the average American doesn't even understand how the financial system works or even where DC is or where the US is on a map.
[00:16:16.467 --> 00:16:19.588]  All they know about is Britney Spears and American Idol.
[00:16:19.688 --> 00:16:24.130]  So where do you think we're going with your economic expertise and what you watch with markets?
[00:16:24.410 --> 00:16:25.811]  How bad do you think this is going to get?
[00:16:26.011 --> 00:16:28.272]  Are we seeing just the beginning or is everything fine?
[00:16:28.832 --> 00:16:30.893]  I think this could get very bad indeed.
[00:16:30.933 --> 00:16:33.514]  I think it is actually quite bad in the US at the moment.
[00:16:33.655 --> 00:16:34.575]  We're already now
[00:16:35.387 --> 00:16:35.928]  I think so.
[00:16:47.423 --> 00:16:48.043]  We're good to go!
[00:17:11.909 --> 00:17:18.454]  The South Sea bubble in the 1720s, or tulips in Holland in the 17th century, or the railroad booms that America had in the 19th century.
[00:17:18.815 --> 00:17:26.781]  It's a classic bubble which always ends in a very, very deep bust, and that's what we're getting right now.
[00:17:26.801 --> 00:17:35.968]  I think what's interesting about all this politically is that Wall Street finds welfare a very, very good idea when itself is in trouble.
[00:17:36.208 --> 00:17:41.072]  All the time that things are going well, it wants the government off its back, it wants regulations to be removed, it wants
[00:17:41.610 --> 00:17:45.611]  It wants the freedom to do exactly what it wants, up until the very moment when it gets into trouble.
[00:17:45.651 --> 00:17:50.872]  Then it suddenly finds it wants a really big fat check from the US taxpayer to pay that out.
[00:17:51.052 --> 00:17:52.972]  I agree, sir.
[00:17:53.012 --> 00:18:00.734]  Let's get into the South Seas bubble, because you call it the classic Ponzi scheme, with more crap paper chasing more crap paper.
[00:18:00.954 --> 00:18:05.534]  I mean, for the average person who doesn't understand how this works, the South Seas example I think is a good one.
[00:18:05.894 --> 00:18:08.535]  Yeah, essentially what happened there, people
[00:18:09.059 --> 00:18:09.419]  We're good to go.
[00:18:31.648 --> 00:18:32.249]  We're good to go!
[00:18:48.109 --> 00:18:50.331]  And he was the CEO of a big Swiss company.
[00:18:50.351 --> 00:18:57.018]  He said, I was the CEO of a company and we knew these guys were out there doing all these weird stuff and dealing in these exotic financial instruments.
[00:18:57.359 --> 00:19:00.782]  And we just turned a blind eye to it because they were making us money and we didn't know what they were doing.
[00:19:00.822 --> 00:19:02.644]  But we thought, hell, they're making loads of money.
[00:19:03.004 --> 00:19:03.745]  Let them get on with it.
[00:19:03.785 --> 00:19:05.046]  I mean, that was the problem.
[00:19:05.066 --> 00:19:08.330]  That's why it's exactly the same as the South Sea Bubble.
[00:19:08.350 --> 00:19:11.413]  It was people were just buying because everybody else was buying.
[00:19:12.080 --> 00:19:16.543]  And eventually it does become a Ponzi scheme.
[00:19:17.324 --> 00:19:21.907]  And I would say there's no doubt that we could have imploded in the 70s, the 80s, the 90s.
[00:19:21.947 --> 00:19:23.128]  I mean, it had already built up.
[00:19:23.528 --> 00:19:28.752]  But the corruption of the 90s and 2000s makes the stuff in the 60s and 70s look like a tea party.
[00:19:29.072 --> 00:19:32.495]  And we're now entering the end of this mega global bubble.
[00:19:32.795 --> 00:19:35.477]  It's not just going to affect the US, it's going to pull the world down with us.
[00:19:36.037 --> 00:19:41.321]  I want to come back and get your take on how bad you think it'll get, what the experts are telling you, the time frame
[00:19:42.081 --> 00:19:51.552]  Is with all of this with the financial editor at the London Guardian largest paper in England and probably in Europe one final segment with him at this quick break stay with us
[00:19:54.639 --> 00:19:56.680]  Do you know the truth about cancer treatments?
[00:19:57.321 --> 00:20:06.226]  Do you realize that with all presently accepted methods, you are not correctly attacking the cancer, and you are mostly fighting to survive the treatment?
[00:20:06.806 --> 00:20:13.891]  Do you realize that mutilating surgery, burning, and the poisoning of your entire system are totally unnecessary?
[00:20:14.611 --> 00:20:20.098]  But now, it's cancer's turn to die with LaceMedInc's patented methodology.
[00:20:20.599 --> 00:20:31.393]  Without cutting, bleeding, drugs, or damaging radiation, we can destroy skin cancer and breast tumors of any size without adverse side effects at our physician's office.
[00:20:31.974 --> 00:20:32.554]  It is a big idea.
[00:20:32.574 --> 00:20:33.295]  A new world order.
[00:20:33.535 --> 00:20:34.896]  In the near future.
[00:20:59.784 --> 00:21:02.346]  Earth is dominated by a powerful world government.
[00:21:02.866 --> 00:21:04.987]  It's known as the Bilderberg Group.
[00:21:05.688 --> 00:21:07.909]  Could their objective be world domination?
[00:21:08.470 --> 00:21:10.911]  For thousands of years, their dark order grew.
[00:21:11.652 --> 00:21:18.977]  Now, as they hail the birth of the New World Order, their great dream of exterminating 80% of humanity is at hand.
[00:21:22.000 --> 00:21:26.983]  For the first time in history, the elite's plan for world government is blown wide open.
[00:21:27.444 --> 00:21:30.826]  You will learn the secret that drives the entire New World Order agenda.
[00:21:51.820 --> 00:21:52.881]  We're good to go.
[00:22:12.916 --> 00:22:13.316]  That's right.
[00:22:42.816 --> 00:22:46.505]  The total cost for this massive package of information is only $10.
[00:22:46.545 --> 00:22:48.168]  $15 for UPS ground or $30 outside the U.S.
[00:22:52.099 --> 00:22:53.801]  Our beloved Republic is on her knees.
[00:22:54.101 --> 00:22:57.545]  The forces of globalism are destroying national sovereignty worldwide.
[00:22:57.725 --> 00:22:59.568]  But in Liberty's darkest hour, there is hope.
[00:22:59.828 --> 00:23:02.951]  For the first time in modern history, the people are beginning to wake up.
[00:23:03.272 --> 00:23:08.778]  It is essential that patriots worldwide accelerate their fellow man's understanding of the New World Order Master Plan.
[00:23:09.038 --> 00:23:12.983]  We have a short time frame to fully awaken and energize the people to meet this threat.
[00:23:13.303 --> 00:23:18.247]  In the Info War, PrisonPlanet.tv is a powerful weapon in the battle to regain our freedom.
[00:23:18.527 --> 00:23:21.309]  PrisonPlanet.tv is a vault of forbidden information.
[00:23:21.610 --> 00:23:28.495]  All 18 of my documentary films can be downloaded or streamed in super high quality directly to your computer or iPhone and shared with others.
[00:23:28.875 --> 00:23:34.740]  Thousands of special video reports, from tainted vaccines to martial law, can be found in this online video library.
[00:23:34.900 --> 00:23:39.444]  My weekly news television broadcast, thousands of exclusive audio interviews, and so much more.
[00:23:39.764 --> 00:23:40.645]  What we are looking at...
[00:24:26.485 --> 00:24:32.270]  Alright, going back to Larry Elliott, he is the financial editor of the London Guardian.
[00:24:35.073 --> 00:24:46.003]  We were talking about collusion, and it's admitted that from the big brokerage companies and banks right down to the local appraisers, the realtors,
[00:24:47.070 --> 00:24:55.294]  And then, yes, the people taking the loans, but they're there, yeah, I have no money, I have an $8 an hour job, but I'm getting a $300,000 house.
[00:24:55.354 --> 00:24:56.875]  I mean, they just did it.
[00:24:57.855 --> 00:24:59.636]  And so can you speak to that?
[00:24:59.696 --> 00:25:03.318]  I mean, this amazing systemic corruption across the board.
[00:25:04.238 --> 00:25:08.280]  I think it's a bit bizarre to blame the people right at the bottom for this.
[00:25:08.320 --> 00:25:10.021]  I mean, I think that's a rather bizarre thing.
[00:25:10.061 --> 00:25:11.922]  They were told that they could live the American dream.
[00:25:12.746 --> 00:25:17.849]  Yeah, this was advertised as the financial instrument!
[00:25:17.909 --> 00:25:27.775]  Yeah, I mean, Alan Greenspan has been banging on about this in his memoirs, saying that the good thing about what happened in the last few years was that it enabled people to get their foot on the property.
[00:25:28.096 --> 00:25:30.017]  That was the way it was heavily marketed to people.
[00:25:30.037 --> 00:25:36.581]  And I think a lot of people, they did raise issues with the people who came around and sold them a loan and said,
[00:25:36.994 --> 00:25:40.875]  You know, actually, I don't have a full-time job, or, you know, I don't earn that much money.
[00:25:40.955 --> 00:25:42.916]  And the people who were selling them the loans said, that doesn't matter.
[00:25:42.936 --> 00:25:44.056]  I mean, you know, hey, chill.
[00:25:44.136 --> 00:25:46.397]  I mean, they said, you know, we can sort that.
[00:25:46.417 --> 00:25:47.597]  We'll give you a low-cost loan.
[00:25:47.617 --> 00:25:53.699]  And they didn't actually tell them all the ramifications of it, what would happen after one or two years when the real deal kicked in.
[00:25:53.759 --> 00:25:55.480]  So I think people really were
[00:25:56.052 --> 00:25:56.372]  I don't know.
[00:26:07.685 --> 00:26:09.186]  No, it's like abducting a child.
[00:26:29.872 --> 00:26:37.994]  And I just want to add that they may have cut interest rates down to almost nothing.
[00:26:38.334 --> 00:26:43.095]  They're still not giving loans to people that have pretty good credit here in the United States.
[00:26:43.615 --> 00:26:57.678]  The level of fed funds rate is really irrelevant to the real level of mortgages that people are actually paying because what's happening is that Wall Street firms have taken such big hits on their profitability as a result of all the stupid stuff they did, that they are now trying to make that money back by
[00:26:58.362 --> 00:27:01.746]  Yeah, I've actually looked into it because I have a mortgage and the Fed fund rate went down.
[00:27:20.066 --> 00:27:20.827]  Yeah, exactly.
[00:27:32.598 --> 00:27:40.087]  7.5% for the mortgage, they're seeing the price of gas go up because of $100 oil prices, they're seeing the price of food go up because of what's happening in the global food markets.
[00:27:40.107 --> 00:27:43.211]  They're not getting a big increase in their take-home pay.
[00:27:43.251 --> 00:27:50.099]  I mean, this is a really, really tough time for Americans, and that's why I think there's been a sort of con job done here, really, by the
[00:27:50.439 --> 00:27:57.260]  Well, listen, I want to come back and ask you just a few more questions.
[00:27:57.280 --> 00:27:58.561]  We'll keep you about 40 after.
[00:27:59.261 --> 00:28:02.642]  The bigger thing now is we have the credit cards leveraged and coming due.
[00:28:03.302 --> 00:28:04.062]  And it's simple.
[00:28:04.082 --> 00:28:06.802]  When I was poor and in college, I got a credit card every week in the mail.
[00:28:07.103 --> 00:28:08.243]  I wasn't dumb enough to use them.
[00:28:08.503 --> 00:28:12.144]  But now that I'm not insolvent, I don't get credit cards in the mail.
[00:28:12.484 --> 00:28:14.504]  But, you know, once every two months.
[00:28:15.284 --> 00:28:16.725]  That's all coming due now.
[00:28:16.785 --> 00:28:18.645]  I mean, this looks like it just gets worse and worse.
[00:28:18.945 --> 00:28:24.527]  Yeah, I mean, I think that the problem at the moment is that if you don't need credit, you can get loads of it.
[00:28:24.607 --> 00:28:29.149]  So if you wanted to have a credit card and you're on, if you've got a lot of equity in your house, then you can get it easily.
[00:28:29.169 --> 00:28:32.110]  But if you do need credit, it's very hard to get hold of and very expensive.
[00:28:32.492 --> 00:28:39.536]  And a lot of people... I mean, what's really happened in the States, I think, over the last 15 years is that one bubble has been solved by creating another bubble.
[00:28:39.556 --> 00:28:42.658]  So there was a dot-com bubble, and that seemed like it was going to fizzle out.
[00:28:43.078 --> 00:28:46.900]  And Alan Greenspan responded to that by creating another, even bigger bubble.
[00:28:46.980 --> 00:28:48.501]  And now all the bubbles run out.
[00:28:48.521 --> 00:28:51.963]  And that's where we are, which is that all the bills are coming due.
[00:28:51.983 --> 00:28:53.764]  Did you see Bush?
[00:28:53.884 --> 00:28:54.945]  Yeah, I did see Bush.
[00:28:54.965 --> 00:28:56.626]  I mean, I just thought what he said was ridiculous.
[00:28:56.786 --> 00:28:58.887]  Did you see him call it a bubble-neck?
[00:28:59.168 --> 00:28:59.928]  Yeah, yeah.
[00:29:02.759 --> 00:29:07.582]  I think most ordinary Americans would find what he was saying to be ridiculous, really.
[00:29:07.742 --> 00:29:11.284]  It bears no resemblance to what's happening... He says everything's wonderful!
[00:29:11.324 --> 00:29:12.084]  Let them eat cake!
[00:29:12.385 --> 00:29:18.708]  Well, it may be wonderful if you're living in the White House and you've got a big ranch down in Crawford, but I mean, I'm not sure that it's particularly wonderful when...
[00:29:23.651 --> 00:29:26.172]  Well, we saw the markets plunge after those two speeches.
[00:29:26.192 --> 00:29:27.413]  People knew it was pure crap.
[00:29:28.434 --> 00:29:30.995]  Stay there, sir, just about five minutes on the other side.
[00:29:31.015 --> 00:29:41.542]  I want to get your personal forecast or dead reckoning estimation, and I want to hear from you what the majority of experts you talk to, what they're saying we're really going into.
[00:29:44.004 --> 00:29:44.884]  We're on the march.
[00:29:45.385 --> 00:29:46.886]  The empire's on the run.
[00:29:47.919 --> 00:29:50.721]  Alex Jones and the GCN Radio Network.
[00:29:55.264 --> 00:29:55.724]  Hi, neighbor.
[00:29:57.003 --> 00:29:58.725]  We all know that knowledge is power.
[00:29:59.145 --> 00:30:02.248]  We've tried to give you knowledge to help you prepare for rough times.
[00:30:02.869 --> 00:30:07.554]  There's the worldwide famine and our country's dependence on often dangerous food imports.
[00:30:08.194 --> 00:30:10.196]  You know about genetically poisoned food.
[00:30:10.717 --> 00:30:16.302]  Two-thirds of the food is disappearing with the bees along with huge crop failures from all-time record water shortages.
[00:30:17.023 --> 00:30:20.687]  You know they're turning food into fuel with corn ethanol plants.
[00:30:21.619 --> 00:30:25.320]  If we do not control our food, food will be used to control us.
[00:30:25.840 --> 00:30:31.001]  Food control has been the plan historically in every enslaved population and is the plan for America.
[00:30:31.681 --> 00:30:39.923]  The only value of the knowledge you have to take control of your food is if you choose to get a supply while you still have the freedom to choose.
[00:30:40.403 --> 00:30:41.643]  Call 800-409-5633 on the web efoodsdirect.com.
[00:30:41.683 --> 00:30:41.983]  Call 800-409-5633.
