[00:00:00.623 --> 00:00:01.524]  Well, so does he.
[00:02:49.878 --> 00:02:54.963]  And then this is where they teach you that terrorists are coming and are going to kill you and guns are bad and the police state's good.
[00:02:55.623 --> 00:02:57.405]  And that's all this is for, a bunch of crap.
[00:02:58.826 --> 00:03:05.713]  And then I already showed you martial law drills where they practice taking over our cities, but I'm going to get to that coming up in the next segment.
[00:03:08.220 --> 00:03:10.602]  But I kind of went wild here earlier.
[00:03:10.902 --> 00:03:24.672]  I'm trying to find my CNBC article dealing with the missing bioweapon.
[00:03:24.692 --> 00:03:27.494]  I mean, I can't keep track of this anymore.
[00:03:27.514 --> 00:03:30.636]  This is literally, I've probably got 200 articles today.
[00:03:31.971 --> 00:03:33.352]  Let's go ahead and get a call in here.
[00:03:33.392 --> 00:03:36.814]  Let's go ahead and talk to Jessica in Texas.
[00:03:37.395 --> 00:03:38.356]  Jessica, you're on the air.
[00:03:39.016 --> 00:03:39.676]  Hey, Alex.
[00:03:39.837 --> 00:03:44.080]  First of all, I wanted to say thank you for putting Chemtrails back on the top of the pile.
[00:03:44.200 --> 00:03:50.964]  I met you a couple years ago and didn't really know much about it then, but have found a lot of information.
[00:03:51.045 --> 00:03:53.486]  Wanted to tell people to check out Carnicorn.com.
[00:03:53.506 --> 00:03:57.109]  That website's got a lot of information about within those things.
[00:03:58.380 --> 00:04:05.147]  And also was hoping you might indulge me in kind of a hardcore fantasy we all have about, you know, arresting the bankers.
[00:04:06.248 --> 00:04:10.493]  All the people creating all this tyranny here.
[00:04:10.673 --> 00:04:14.938]  And what you know, what is the legal process?
[00:04:14.998 --> 00:04:18.561]  I mean, can we do mass citizen arrest of all these treasonous people?
[00:04:18.942 --> 00:04:20.664]  Well, that's why they keep calling
[00:04:21.863 --> 00:04:24.204]  Standing up for your private property is now terrorism.
[00:04:24.604 --> 00:04:25.885]  Protesting is terrorism.
[00:04:26.285 --> 00:04:33.029]  Yes, I mean, the answer to it is taking our counties, our cities, our states back, saying, arrest, arrest, arrest, you're criminals, you're criminals.
[00:04:33.429 --> 00:04:37.691]  Pointing out that the elite is a fraudulent government.
[00:04:39.272 --> 00:04:41.614]  And, tell you what, stay there.
[00:04:41.674 --> 00:04:44.055]  We will all indulge our fantasies of arresting these people.
[00:04:44.375 --> 00:04:47.957]  The simplest, most direct way to beat them with one fell swoop.
[00:04:50.282 --> 00:04:52.123]  Heart disease is on the rise.
[00:04:52.243 --> 00:04:57.425]  Clogged arteries, high blood pressure, and high cholesterol levels may not be fully detected by you.
[00:04:57.606 --> 00:04:58.946]  But the symptoms are there.
[00:04:59.206 --> 00:05:07.390]  Loss of energy, blood sugar spikes and drops, poor circulation, and irregular heartbeat are just a few of these that can alert you that something is wrong.
[00:05:07.610 --> 00:05:13.333]  Hear how heart and body extract is making a difference in thousands of people's lives across America.
[00:05:13.493 --> 00:05:15.295]  My blood pressure has normalized.
[00:05:15.335 --> 00:05:17.517]  My diabetes has totally improved.
[00:05:17.537 --> 00:05:21.881]  Everyone is telling me now how much healthier I look, and I'm telling everyone how much healthier I feel.
[00:05:22.061 --> 00:05:24.203]  I recommend Heart and Body Extract to everyone.
[00:05:24.283 --> 00:05:32.150]  Anybody over 40 in the North American continent should be using this product as a preventative to keep their cardiovascular system healthy.
[00:05:32.230 --> 00:05:36.093]  Order your two-month supply today by calling 866-295-5305.
[00:05:36.413 --> 00:05:40.136]  That's 866-295-5305.
[00:05:40.316 --> 00:05:43.138]  Or order online at HBextract.com.
[00:05:43.338 --> 00:05:49.343]  Heart and Body Extract 866-295-5305 or HBextract.com.
[00:05:50.364 --> 00:05:55.608]  In the New World Order's war against humanity, Barack Obama is the tip of the spear.
[00:05:56.406 --> 00:06:01.750]  We've got to give them a stake in creating the kind of world order that I think all of us would like to see.
[00:06:02.270 --> 00:06:08.475]  The Obama deception completely destroys the myth that Obama is working for the best interest of the American people.
[00:06:08.775 --> 00:06:10.596]  Well, Obama's already fudging.
[00:06:10.736 --> 00:06:13.138]  He's fudged since day one of this election.
[00:06:13.218 --> 00:06:24.106]  If you have a demagogue with a fanatical mass movement of personality cultists who is imposing the program of a group of extreme bankers and finance oligarchs, that's fascist.
[00:06:26.394 --> 00:06:27.655]  It's not about left or right.
[00:06:28.055 --> 00:06:29.456]  It's about a one world government.
[00:06:29.916 --> 00:06:36.240]  This film documents who Obama works for, the lies he is told, and his real agenda.
[00:06:36.821 --> 00:06:44.606]  Get your copy of The Obama Deception today at InfoWars.com or download it in super high quality at PrisonPlanet.tv.
[00:06:45.086 --> 00:06:46.247]  The Obama Deception.
[00:06:46.667 --> 00:06:47.848]  The people strike back.
[00:06:49.400 --> 00:06:54.504]  Have you ever read the ingredients in your skin creams, personal hygiene products, vitamins, or herbal supplements?
[00:06:54.784 --> 00:07:03.071]  Did you know that most skin creams, body lotions, shampoos, and toothpastes contain chemical additives such as sodium lauryl sulfate, the same type of detergent used in dish soap?
[00:07:03.351 --> 00:07:06.654]  Did you know that many multivitamin supplements are made from synthetic vitamins?
[00:07:06.934 --> 00:07:09.876]  Do your herbal remedies have unwanted additives and fillers?
[00:07:10.156 --> 00:07:12.298]  Have you ever tested your body's pH level?
[00:07:12.658 --> 00:07:15.380]  Make the change to organic health and beauty products.
[00:07:15.641 --> 00:07:18.383]  Visit 2benatural.com and order today!
[00:07:18.763 --> 00:07:27.652]  ToBeNatural.com carries exclusive all-natural chemical-free skin care, hair care, whole food vitamins, herbal remedies, and alkaline body balance supplements.
[00:07:28.033 --> 00:07:29.915]  Visit ToBeNatural.com.
[00:07:30.135 --> 00:07:32.737]  That's T-O-B-E-Natural.com.
[00:07:32.918 --> 00:07:34.499]  ToBeNatural.com.
[00:07:34.799 --> 00:07:39.144]  Use coupon code RADIO for 15% discount and free alkaline food chart.
[00:07:39.384 --> 00:07:39.644]  Call 1-888-417-1375.
[00:07:39.664 --> 00:07:41.585]  That's 1-888-417-1375 to order or request your free catalog.
[00:07:41.605 --> 00:07:43.026]  He's the T-Rex of political talk.
[00:07:43.046 --> 00:07:44.486]  Alex Jones on the GCN Radio Network.
[00:08:00.966 --> 00:08:03.388]  In 52 minutes, we're scheduled to have Alan Cumms on for 30.
[00:08:03.449 --> 00:08:07.432]  So, I'm just gonna give each caller one minute.
[00:08:08.072 --> 00:08:15.599]  Then I gotta get into all this other important news that I have here in front of me.
[00:08:19.362 --> 00:08:20.323]  And then we will, uh...
[00:08:22.389 --> 00:08:29.030]  Of course, get into what's happening in the schools, the re-education camps, literally, where they brainwash and terrorize children for mind control.
[00:08:29.050 --> 00:08:36.491]  Of course, the average cop doesn't realize they're part of a literal re-invention of Soviet mind control.
[00:08:37.092 --> 00:08:37.532]  Literally.
[00:08:37.692 --> 00:08:42.132]  So let's go ahead and go back to Jessica in Texas.
[00:08:42.173 --> 00:08:42.893]  Go ahead and finish up.
[00:08:43.953 --> 00:08:48.934]  Well, I was going to say, we have our own trees in this little builder burger right here in this city.
[00:08:49.274 --> 00:08:50.494]  I mean, you know, Rick Perry.
[00:08:51.144 --> 00:08:53.145]  What's he still doing sitting up there on his seat?
[00:08:53.906 --> 00:08:59.609]  Well, he's feeling the heat, so he's saying, I'm a patriot, I'm against the new world war, I'm against federal tyranny.
[00:08:59.629 --> 00:09:04.192]  Okay, but we have actual proof that he has committed treason, why is he not in jail right now?
[00:09:05.292 --> 00:09:08.054]  Because the state police and everybody else are under his control.
[00:09:09.195 --> 00:09:11.736]  Well, then I guess, citizen's arrest?
[00:09:11.876 --> 00:09:19.501]  I mean... I appreciate your call, let me... The question really is, if the system is set up to prevent them
[00:09:20.569 --> 00:09:25.944]  Or prevent us from getting to them and putting them on trial, then really, seriously, what are we going to do?
[00:09:27.244 --> 00:09:29.744]  Well, they've overthrown our system, and we've got to get it back.
[00:09:30.004 --> 00:09:31.065]  Let me try to break this down.
[00:09:31.605 --> 00:09:46.107]  If enough people are just awake to their crimes and don't go along with it, and just start saying criminal, criminal everywhere they go, instead of groveling to authority in badges and uniforms and, you know, segments of authority, then we're already on our way to discrediting them and their system falling.
[00:09:46.407 --> 00:09:50.788]  That's why they're taking the velvet glove off the iron fist and coming in aggressively now.
[00:09:52.868 --> 00:09:53.849]  So that's one issue.
[00:09:54.069 --> 00:09:55.589]  That's all I pretty much had to say.
[00:09:55.609 --> 00:09:56.429]  Thank you for your show.
[00:09:57.179 --> 00:09:58.160]  Thank you so much.
[00:09:58.180 --> 00:09:59.061]  We're going to let you go.
[00:09:59.141 --> 00:10:03.626]  Thank you, Jessica, from Texas.
[00:10:05.448 --> 00:10:13.396]  Now, talking about fantasy, what's the quickest way to get the bankers arrested?
[00:10:14.758 --> 00:10:17.601]  You have a couple dozen grand juries indict.
[00:10:19.375 --> 00:10:27.660]  Start inditing or calling for indictments of Geithner and Summers and everybody who engineered the crisis we're in and did all this illegal stuff.
[00:10:28.100 --> 00:10:29.921]  They can't kill all the grand juries.
[00:10:30.402 --> 00:10:31.822]  It would become obvious if they did.
[00:10:32.303 --> 00:10:35.925]  They'd probably still try it and that would really wake folks up.
[00:10:36.785 --> 00:10:41.088]  See, as more people stand up and say no, others start standing up and saying no.
[00:10:42.489 --> 00:10:50.395]  That's why when Eliot Spitzer wrote one article saying it was a criminal fraud what was going on as governor, he had skeletons in his closet.
[00:10:50.415 --> 00:10:55.018]  He was visiting a hooker and they burned him with it and it turned out he was under FBI surveillance the whole time.
[00:10:55.358 --> 00:11:03.544]  Just like every member of Congress is under NSA surveillance 24-7 and I've told you that for years and it's now public and they admit they do it without warrants.
[00:11:04.629 --> 00:11:13.797]  You wonder why Congress is told by the presidency, you run nothing, and they say, yes sir, boss, when they are equal to the president or above the president in the structure of power?
[00:11:15.899 --> 00:11:20.582]  Because they're spying on them and they got all the dirt or they'll make dirt up.
[00:11:21.383 --> 00:11:24.446]  I mean, they blow up congressman's planes and senators' planes all the time.
[00:11:24.886 --> 00:11:28.249]  I mean, these people are in power because they are murderers.
[00:11:29.585 --> 00:11:30.767]  They're criminals!
[00:11:31.849 --> 00:11:33.612]  And a lot of Americans said, oh, so what?
[00:11:33.652 --> 00:11:35.054]  That's how America gets stuff done.
[00:11:35.274 --> 00:11:36.657]  But now they're going to take your pension funds.
[00:11:36.977 --> 00:11:38.660]  Now they're going to brainwash your kids against you.
[00:11:39.321 --> 00:11:40.263]  See, they want it all.
[00:11:44.582 --> 00:12:00.927]  So you would have a dozen or so grand juries move for indictments on different issues and it would just start a snowball just like it is now with all these big globalists like Madoff and others caught stealing tens of billions of dollars and being at the highest echelons.
[00:12:00.987 --> 00:12:02.607]  That shows people these are crooks.
[00:12:03.027 --> 00:12:04.288]  We're getting to that point.
[00:12:05.788 --> 00:12:08.069]  Hell, 98% of Americans don't like the bankers.
[00:12:08.389 --> 00:12:10.149]  See, we are the majority.
[00:12:10.810 --> 00:12:11.950]  They got a tiger by the tail.
[00:12:14.318 --> 00:12:19.559]  Okay, let's go ahead and talk to Brian in Texas who disagrees.
[00:12:19.599 --> 00:12:20.279]  Go ahead, Brian.
[00:12:22.260 --> 00:12:23.740]  Hi, Alex.
[00:12:23.780 --> 00:12:24.300]  How's it going?
[00:12:24.380 --> 00:12:41.864]  And listen, what I disagree about was nothing you talked about today, but I got a little bit, I don't know, not offended because this is such an important stuff, but I'm a former, I guess, Republican right-winger who, you know, just didn't believe, thought this stuff was too dastardly to believe.
[00:12:42.344 --> 00:12:44.124]  And yesterday you were going on and on about
[00:12:44.608 --> 00:12:45.708]  We want to be scammed.
[00:12:45.748 --> 00:12:46.649]  We love it.
[00:12:47.009 --> 00:12:47.869]  We're stupid.
[00:12:47.889 --> 00:12:50.570]  Look, dude, that's just not it.
[00:12:50.870 --> 00:12:51.950]  People don't know.
[00:12:52.671 --> 00:12:54.331]  I didn't know this stuff.
[00:12:54.351 --> 00:12:55.432]  I listened to you.
[00:12:55.452 --> 00:12:57.692]  I researched it myself.
[00:12:57.772 --> 00:12:59.153]  I didn't just swallow what you said.
[00:12:59.773 --> 00:13:01.074]  I'm shocked and I believe it.
[00:13:02.274 --> 00:13:06.375]  I think what's happening, Alex, is there's fixing to be a big cabal.
[00:13:06.555 --> 00:13:09.796]  I used to be a big Rush fan until I started listening to you.
[00:13:09.817 --> 00:13:12.297]  Dude, he is getting closer and closer.
[00:13:12.337 --> 00:13:14.158]  He's dancing around everything you're saying.
[00:13:15.066 --> 00:13:20.730]  And I don't know, but I think if these two forces come together, you need to claim credit.
[00:13:21.170 --> 00:13:27.315]  And you can become, I mean, bigger than everybody.
[00:13:27.355 --> 00:13:33.719]  But I wouldn't go and start throwing rocks at everybody who can't get their arms around this.
[00:13:35.341 --> 00:13:42.686]  I understand, it's just that when I see that every major vaccine is killing people left and right, and killing people I know,
[00:13:44.620 --> 00:13:47.904]  And, you know, I'm not talking about you.
[00:13:48.004 --> 00:13:57.034]  I'm talking about the people that still go out and take the vaccines, that still think the Federal Reserve is governmental, that still think the government's legitimate.
[00:13:57.054 --> 00:13:58.376]  I'm not talking about you.
[00:13:58.416 --> 00:14:02.801]  And I, listen, the reason this radio show is popular is because I'm, this is real.
[00:14:03.181 --> 00:14:04.123]  This isn't entertainment.
[00:14:04.163 --> 00:14:05.004]  This isn't a shtick.
[00:14:05.464 --> 00:14:07.546]  This is what... I mean, they see me here at the office.
[00:14:08.027 --> 00:14:08.968]  They know I'm freaked out.
[00:14:09.068 --> 00:14:09.809]  I mean, I mean this.
[00:14:09.869 --> 00:14:12.272]  I'm like, get me more documents, get me more proof.
[00:14:12.292 --> 00:14:13.092]  We've got to fight them!
[00:14:13.112 --> 00:14:16.476]  We've got to... I've got to control myself to just go home.
[00:14:16.536 --> 00:14:24.024]  Even though I love my family and my children and want to spend time with them, they have no future if I don't stay down here in the boiler room and get these pipes fixed.
[00:14:24.745 --> 00:14:27.007]  And man, it shakes me up.
[00:14:27.147 --> 00:14:35.334]  It freaks me out to study Soviet brainwashing techniques in schools and then to see exactly that in the United States.
[00:14:36.175 --> 00:14:37.296]  I'm freaked out, man!
[00:14:37.736 --> 00:14:42.160]  And I don't know how everybody else doesn't see it and isn't freaked out.
[00:14:43.181 --> 00:14:44.282]  And as for Rush Limbaugh,
[00:14:46.878 --> 00:14:51.186]  Rush has been consistently the way he is, so I don't really attack him like I do a Glenn Beck.
[00:14:51.226 --> 00:14:54.411]  Glenn Beck is an operative, and I'll tell you right now, I can tell he is and I know what I'm talking about.
[00:14:55.242 --> 00:14:57.324]  Limbaugh, I know, is having to dance around this.
[00:14:57.644 --> 00:15:01.347]  Hillary Clinton came out yesterday and said she loves Ron Paul.
[00:15:01.908 --> 00:15:03.349]  And they introduced her on Hardball.
[00:15:03.969 --> 00:15:04.910]  I saw the intro to it.
[00:15:04.930 --> 00:15:06.171]  We have a clip from later in the show.
[00:15:06.591 --> 00:15:10.475]  As, oh yeah, she used to be a very Goldwater girl.
[00:15:11.375 --> 00:15:15.459]  And suddenly Fox and CNN love Ron Paul and MSNBC does.
[00:15:15.799 --> 00:15:18.341]  Because they know, sir, we are the majority now.
[00:15:19.202 --> 00:15:20.743]  We just don't know we're the majority.
[00:15:20.983 --> 00:15:23.846]  So they're trying to... It's like...
[00:15:24.767 --> 00:15:25.227]  A U.S.
[00:15:25.287 --> 00:15:29.009]  tank attacking the Battle of the Bulge painted itself gray so the Germans don't shoot at it.
[00:15:29.789 --> 00:15:39.773]  They have taken the colorations... There's lots of beetles and things that have the colorations of poison beetles, but they're not really poisonous.
[00:15:39.813 --> 00:15:42.874]  They're the false poison beetle, so that birds don't eat it.
[00:15:43.314 --> 00:15:48.516]  And so, you've got the real poison beetle to the New World Order, myself, Ron Paul, the real movement,
[00:15:49.446 --> 00:15:52.248]  So you've got them trying to look like the false poison beetle.
[00:15:52.789 --> 00:15:53.369]  You understand?
[00:15:53.389 --> 00:16:02.037]  And they're doing that because Rush Limbaugh has said for decades there's no world government, no new world order, there's not a banking cabal, and now it's all being announced.
[00:16:02.077 --> 00:16:02.497]  So great!
[00:16:02.797 --> 00:16:03.838]  Let Rush come along.
[00:16:04.018 --> 00:16:04.959]  I know he's come along.
[00:16:05.459 --> 00:16:08.582]  But he still reinforces it's left versus right.
[00:16:09.443 --> 00:16:11.925]  And so if you took that personally, sir, I wasn't talking about you.
[00:16:12.345 --> 00:16:14.147]  I was once ignorant to all of this as well.
[00:16:14.707 --> 00:16:15.488]  I'm just telling you,
[00:16:17.970 --> 00:16:19.171]  Maybe the stress gets to me.
[00:16:20.312 --> 00:16:20.913]  I mean, it does.
[00:16:21.033 --> 00:16:22.834]  And I get very, very aggressive.
[00:16:22.874 --> 00:16:23.315]  Anything else?
[00:16:24.156 --> 00:16:24.716]  Yeah, yeah.
[00:16:25.216 --> 00:16:41.191]  Let me tell you my fear and what I see happening, Alex, is I see some of this resistance that is almost 100% attributable to you and your circle being absorbed, like you talked about, and that this guy Obama overreaches and the storm dissipates.
[00:16:41.271 --> 00:16:44.994]  But what happens then is you are really in the shadows at that point.
[00:16:45.350 --> 00:16:50.674]  And the war continues, and you become very vulnerable when they are not about to take over.
[00:16:50.954 --> 00:16:55.218]  It's when they recede and start to regroup is when your life is in danger.
[00:16:56.238 --> 00:17:05.926]  Well, they're always on the move, and I'm so visible that they're more likely to keep trying to destroy me in the media, and I'm just committed.
[00:17:06.326 --> 00:17:10.229]  At this point, one way or the other, I'm just doing what I'm doing, but I appreciate your call.
[00:17:13.500 --> 00:17:15.260]  Growing up, I never knew I'd be in this position.
[00:17:15.720 --> 00:17:19.921]  And I never imagined, I was just like you, I never imagined that they were doing stuff like this.
[00:17:20.801 --> 00:17:23.562]  I mean, I don't blame people who can't wake up to this.
[00:17:24.262 --> 00:17:31.643]  But at this point, it's so obvious, I've still got major newspapers attacking me, saying none of this exists.
[00:17:33.224 --> 00:17:40.525]  I mean, they'll, ha ha, he says there's a new world order run by banks, and I've got literally six articles in my stack, mainstream news today, announcing it.
[00:17:44.245 --> 00:17:46.046]  And Obama's got the public conned.
[00:17:47.147 --> 00:17:52.270]  He's got like half the public still conned going, oh I think things are getting better under Obama, oh yeah.
[00:17:52.550 --> 00:17:54.771]  Meanwhile he knows he's destroyed them financially.
[00:17:55.512 --> 00:17:57.053]  Let's talk to another caller here.
[00:17:57.393 --> 00:17:59.694]  Let's go to Revo76, you're on the air.
[00:17:59.714 --> 00:18:01.735]  Mr. Jones!
[00:18:02.416 --> 00:18:02.656]  Hey!
[00:18:03.356 --> 00:18:04.177]  How are you sir?
[00:18:05.143 --> 00:18:07.344]  Thank you very much for the Obama Deception.
[00:18:07.624 --> 00:18:10.684]  It didn't wake me up, but it was a beautifully well done DVD.
[00:18:10.804 --> 00:18:11.224]  Beautiful.
[00:18:11.244 --> 00:18:12.425]  I have it on hard copy.
[00:18:12.465 --> 00:18:12.905]  Beautiful.
[00:18:13.545 --> 00:18:15.065]  The point is, you were already awake.
[00:18:15.125 --> 00:18:16.105]  We gotta wake others up.
[00:18:17.386 --> 00:18:17.806]  Of course.
[00:18:17.886 --> 00:18:21.206]  I mean, I'm arguing with people on MySpace about 9-11 still.
[00:18:21.346 --> 00:18:22.467]  I mean, I can't believe it.
[00:18:22.487 --> 00:18:24.087]  These are Bush supporters.
[00:18:24.847 --> 00:18:25.767]  Reagan supporters.
[00:18:25.827 --> 00:18:27.568]  I mean, Reagan was a puppet.
[00:18:27.588 --> 00:18:28.368]  They're all puppets.
[00:18:28.588 --> 00:18:33.289]  I mean, even on the Obama Deception, Kennedy was the last real president we had.
[00:18:33.866 --> 00:18:35.067]  I don't know what's wrong with people.
[00:18:35.087 --> 00:18:37.048]  They're not that they're sleeping.
[00:18:37.088 --> 00:18:38.149]  They're just brainwashed.
[00:18:38.169 --> 00:18:39.069]  They're morons.
[00:18:39.850 --> 00:18:42.952]  I mean, I, jeez, I mean, I was born in a police state, New York City.
[00:18:43.272 --> 00:18:44.153]  Grew up in Brooklyn.
[00:18:44.773 --> 00:18:46.374]  Okay, I'm down in North Carolina now.
[00:18:46.434 --> 00:18:47.075]  Beautiful.
[00:18:47.175 --> 00:18:48.236]  I can have my guns.
[00:18:48.316 --> 00:18:49.196]  I can have my freedom.
[00:18:49.216 --> 00:18:50.317]  I can grow up in my gardens.
[00:18:50.917 --> 00:18:51.558]  It's beautiful.
[00:18:52.178 --> 00:18:53.419]  Even the air is fresh.
[00:18:53.479 --> 00:18:56.701]  I mean, I do see occasional chemtrails, of course, and I do believe that.
[00:18:57.382 --> 00:18:59.143]  Everything you said is documented.
[00:18:59.163 --> 00:19:02.525]  I spoke to you last April about, what do you call,
[00:19:03.283 --> 00:19:14.545]  I've been awake to all this crap to a degree, but once I listen to you, I've listened to you almost every day, your show, every day for two years.
[00:19:14.885 --> 00:19:16.846]  Everything you say, I can document.
[00:19:17.226 --> 00:19:18.466]  I can find it myself.
[00:19:18.926 --> 00:19:19.846]  It's not BS.
[00:19:20.367 --> 00:19:21.247]  It's totally true.
[00:19:21.267 --> 00:19:23.087]  That's all I know what's wrong with people.
[00:19:23.227 --> 00:19:28.408]  I mean, they've just got to get out of their little brainwashed syndrome, where there's sodium fluoride, brainwashed syndrome.
[00:19:28.448 --> 00:19:29.728]  Well, it's all of that.
[00:19:29.748 --> 00:19:31.889]  The biggest thing, my friend, is they don't respect
[00:19:33.240 --> 00:19:33.680]  Revo 76.
[00:19:33.980 --> 00:19:36.201]  They don't respect themselves.
[00:19:36.841 --> 00:19:37.361]  God bless you.
[00:19:37.381 --> 00:19:37.961]  I'm going to let you go.
[00:19:37.981 --> 00:19:42.883]  I'm going to wait on calls for a few minutes now, because I got to get started with all of this news.
[00:19:43.443 --> 00:19:44.423]  We'll hit Army.
[00:19:44.863 --> 00:19:47.824]  Three vials of virus samples missing from Maryland facility.
[00:19:48.104 --> 00:19:49.825]  We'll tell you about what virus when we get back.
[00:19:50.385 --> 00:19:50.725]  Good day.
[00:19:50.905 --> 00:19:52.386]  Jim Newcomer for Modest Resources.
[00:19:52.566 --> 00:19:52.806]  April 23rd, 2009.
[00:19:52.906 --> 00:19:53.927]  Coal opened this morning at $8.9290.
[00:19:53.967 --> 00:19:57.849]  A one-ounce gold coin can be purchased for $9.1892, $4.5946 for a half-ounce, and $2.2973 for a quarter-ounce.
[00:19:57.889 --> 00:19:58.169]  That's $9.1892, $4.5946, and $2.2973.
[00:20:08.474 --> 00:20:12.097]  We've been hearing the USA has been spending money faster than tax collections.
[00:20:12.157 --> 00:20:15.200]  Now the government has published the document that sounds the alarm.
[00:20:15.280 --> 00:20:24.447]  That's right, the United States Government Accountability Office, the GAO, has published the Long-Term Fiscal Outlook document, clearly stating that the federal debt burden is spiraling out of control.
[00:20:24.767 --> 00:20:30.092]  This will directly affect programs like Social Security to FDIC's ability to insure bank deposits.
[00:20:30.572 --> 00:20:32.894]  Taxation and inflationary printing of the U.S.
[00:20:32.914 --> 00:20:35.377]  dollar are inevitable pressures facing the economy.
[00:20:35.777 --> 00:20:37.419]  Get this document free by calling 800-686-2237.
[00:20:37.479 --> 00:20:39.361]  The USGAO has spelled it out in black and white.
[00:20:39.441 --> 00:20:39.741]  Call 800-686-2237.
[00:20:40.201 --> 00:20:40.902]  That's 800-686-2237.
[00:20:40.962 --> 00:20:42.864]  In the New World Order's war against humanity,
[00:20:53.539 --> 00:20:55.663]  Barack Obama is the tip of the spear.
[00:20:56.164 --> 00:21:03.176]  We've got to have a civilian national security force that's just as powerful, just as strong, just as well-funded.
[00:21:03.749 --> 00:21:09.935]  The Obama deception completely destroys the myth that Obama is working for the best interest of the American people.
[00:21:10.315 --> 00:21:12.177]  Well, Obama's already fudging.
[00:21:12.297 --> 00:21:14.719]  He's fudged since day one in this election.
[00:21:14.820 --> 00:21:25.750]  If you have a demagogue with a fanatical mass movement of personality cultists who is imposing the program of a group of extreme bankers and finance oligarchs, that's fascism.
[00:21:26.380 --> 00:21:27.662]  It's not about left or right.
[00:21:28.042 --> 00:21:29.423]  It's about a one world government.
[00:21:29.904 --> 00:21:36.231]  This film documents who Obama works for, the lies he is told, and his real agenda.
[00:21:36.811 --> 00:21:44.599]  Get your copy of The Obama Deception today at InfoWars.com or download it in super high quality at PrisonPlanet.tv.
[00:21:45.080 --> 00:21:46.241]  The Obama Deception.
[00:21:46.662 --> 00:21:47.843]  The people strike back.
[00:21:49.912 --> 00:21:52.273]  Are you concerned for the safety of your loved ones?
[00:21:52.573 --> 00:21:55.735]  Listen closely to this message from Pepperspray.com.
[00:21:56.195 --> 00:22:03.478]  Every 22 seconds a violent crime is committed, America has changed, and your personal safety is your first priority.
[00:22:03.778 --> 00:22:04.399]  Be smart.
[00:22:04.599 --> 00:22:05.179]  Be safe.
[00:22:05.539 --> 00:22:07.900]  Trust Pepper Spray instead of your luck.
