[00:00:14.235 --> 00:00:15.537]  ReadyReserveFoods.com.
[00:07:59.329 --> 00:08:05.252]  Well I turn on the TV on Friday night and I'm watching the national news and what is on the national news?
[00:08:05.972 --> 00:08:07.493]  Oh!
[00:08:07.513 --> 00:08:09.194]  72 year old woman in Austin
[00:08:09.674 --> 00:08:10.455]  Tasered!
[00:08:10.715 --> 00:08:11.976]  How lovely and delicious.
[00:08:12.196 --> 00:08:13.737]  We're going to be playing that clip coming up.
[00:08:13.917 --> 00:08:19.520]  Yeah, the big bad officer couldn't stop the woman and lo and behold, we just can't have the dash cam.
[00:08:19.741 --> 00:08:24.003]  By the way, the dash cam not being made available in the EMT case either.
[00:08:24.564 --> 00:08:27.746]  And then on top of that, the police officer that pulled over this ambulance.
[00:08:28.446 --> 00:08:29.708]  Has priors of this.
[00:08:29.988 --> 00:08:32.410]  He pulled over an ambulance with a pregnant woman in it.
[00:08:32.691 --> 00:08:34.553]  And you're asking, well, Jason, how do you know all this stuff?
[00:08:34.833 --> 00:08:43.963]  We had the local CBS affiliate, I believe his name was David Jordan on, who broke this story and is following it up.
[00:08:44.283 --> 00:08:47.506]  And not only that, the guy's got connections in the good old boy network.
[00:08:47.747 --> 00:08:49.629]  He's close to one of the town judges.
[00:08:50.672 --> 00:08:55.214]  They're not releasing the video, because it's okay to assault EMT workers.
[00:08:55.414 --> 00:08:58.556]  It's okay to taser 72-year-old women.
[00:08:59.697 --> 00:09:04.959]  You know, outside of the police state news, it's really time to talk about this Sonia Sotomayor.
[00:09:05.360 --> 00:09:14.464]  Because, you know, the false right, like Hannity and Limbaugh, oh, they'll tell you about the racist comment she made about being able to decide better than a white man.
[00:09:14.484 --> 00:09:15.805]  And let's just read that off the bat.
[00:09:16.665 --> 00:09:19.647]  And people are arguing, oh, this isn't really a racist comment.
[00:09:20.359 --> 00:09:24.920]  Well, let's read it and put it into context with who she is and what she stands for.
[00:09:25.541 --> 00:09:41.666]  I would hope that a wise Latina woman, with the richness of her experiences, see, glossing it over, everything gets glossed over and pampered, with the richness of her experiences, would more often than not reach a better conclusion than a white male who hasn't lived that life.
[00:09:42.526 --> 00:09:48.608]  Now again, you base your judgments by the content of someone's character, not the color of their skin.
[00:09:49.935 --> 00:09:51.896]  But here she's making it a racial issue.
[00:09:52.236 --> 00:10:00.279]  Then, what the media won't tell you, what they won't talk about outside of Lou Dobbs, is that she is a council member for La Raza.
[00:10:00.639 --> 00:10:04.020]  She is a Bush 1 appointee in New York.
[00:10:04.520 --> 00:10:07.721]  And she is vehemently opposed to the Second Amendment.
[00:10:07.741 --> 00:10:08.341]  Let me explain.
[00:10:08.581 --> 00:10:10.162]  The woman actually penned a book
[00:10:11.132 --> 00:10:22.944]  ...called Deadly Obsession, the American gun culture, in which she states that the Second Amendment actually makes guns illegal, let me repeat that, illegal for most U.S.
[00:10:22.964 --> 00:10:23.464]  citizens.
[00:10:24.185 --> 00:10:25.246]  How crazy is that?
[00:10:25.486 --> 00:10:28.870]  She says that, no, it makes it legal for military and other personnel.
[00:10:29.562 --> 00:10:32.023]  But guns have really been illegal for us for quite some time.
[00:10:32.263 --> 00:10:34.024]  This is the woman we want on the Supreme Court.
[00:10:34.464 --> 00:10:38.746]  This is the woman that's going to be here to usher in a North American Union.
[00:10:39.366 --> 00:10:41.067]  Amnesty for illegal aliens.
[00:10:41.087 --> 00:10:41.968]  It doesn't really matter.
[00:10:42.188 --> 00:10:45.509]  The Supreme Court is bought, sold, and paid for by the elites.
[00:10:45.989 --> 00:10:49.471]  And that is really apparent with their latest decision this Tuesday.
[00:10:49.791 --> 00:10:52.872]  Five to four to basically rule out your Miranda rights.
[00:10:53.113 --> 00:10:54.113]  Jason, what are you talking about?
[00:10:54.273 --> 00:10:56.474]  I didn't hear about this on the mainstream media.
[00:10:56.694 --> 00:10:58.415]  My Miranda rights can't be gone.
[00:10:58.735 --> 00:11:00.096]  Well, in a way they're not, but they are.
[00:11:00.436 --> 00:11:01.396]  In a way they're not, but they are.
[00:11:01.456 --> 00:11:02.236]  Very Orwell.
[00:11:03.057 --> 00:11:04.637]  Let me read it right out of Reuters right here.
[00:11:05.818 --> 00:11:09.279]  Supreme Court rules police can initiate suspects questioning.
[00:11:09.479 --> 00:11:09.819]  The U.S.
[00:11:09.859 --> 00:11:20.703]  Supreme Court ruled on Tuesday that police under certain circumstances, remember it's only certain circumstances, but the police will just lie like they always have when they want a confession out of somebody.
[00:11:20.803 --> 00:11:27.366]  Only under certain circumstances can initiate an interrogation of a suspect without the defendant's lawyer being present.
[00:11:28.061 --> 00:11:30.202]  By a 5-4 vote.
[00:11:30.222 --> 00:11:30.842]  5-4 always.
[00:11:30.862 --> 00:11:33.523]  Remember, it's always very close when they take away your civil liberties.
[00:11:33.704 --> 00:11:38.286]  It's never 9-0, it's never 7-2, it's never 6-3, it's 5-4.
[00:11:38.306 --> 00:11:42.167]  To give you that appearance, oh, we were so close to saving our rights!
[00:11:42.608 --> 00:11:44.268]  So close to saving this country.
[00:11:45.069 --> 00:11:56.874]  By a 5-4 vote, the conservative majority overruled a 23-year-old Supreme Court decision that barred the police from initiating questioning after a defendant asserted the right to an attorney at an arraignment
[00:11:57.518 --> 00:11:58.559]  Or similar proceeding.
[00:11:59.119 --> 00:12:01.520]  So right there it tells you that they overturned the decision.
[00:12:01.560 --> 00:12:03.781]  Now here's where it gets really Orwellian.
[00:12:05.242 --> 00:12:10.784]  The ruling was the latest in a recent string by conservative justices expanding the power of police to question suspects.
[00:12:10.984 --> 00:12:19.328]  But it does not change the landmark 1966 ruling barring the police from questioning a suspect who invoked their right to remain silent or have a lawyer present.
[00:12:20.532 --> 00:12:22.573]  But in the previous paragraph, it said it did just that.
[00:12:22.893 --> 00:12:24.995]  But then they say it's just under certain circumstances.
[00:12:25.455 --> 00:12:30.398]  Listen, it's under any circumstance they want if they want to put you behind bars.
[00:12:30.918 --> 00:12:31.759]  If they want to fine you.
[00:12:31.959 --> 00:12:33.180]  The police are always right.
[00:12:33.360 --> 00:12:34.360]  They are our authorities.
[00:12:34.380 --> 00:12:35.201]  They are our lords.
[00:12:35.221 --> 00:12:36.121]  They are our gods.
[00:12:36.942 --> 00:12:40.244]  That's why they're tasering 72-year-old women in Austin.
[00:12:41.252 --> 00:12:41.992]  Right here, folks.
[00:12:42.132 --> 00:12:43.193]  It's not somewhere else.
[00:12:43.653 --> 00:12:45.313]  It's not fairytales and unicorns.
[00:12:45.593 --> 00:12:51.214]  It is right here, they're tasering 72-year-old grandmas.
[00:12:51.935 --> 00:12:53.835]  Right here, where you eat and breathe.
[00:12:54.655 --> 00:12:54.975]  Okay?
[00:12:55.636 --> 00:12:59.637]  And with this Supreme Court decision, I mean, oh my God!
[00:13:00.017 --> 00:13:05.218]  What is it going to take for us to start kicking and screaming and saying, no!
[00:13:06.545 --> 00:13:08.547]  We do have a right to an attorney.
[00:13:08.827 --> 00:13:11.810]  We do still have our Bill of Rights and Constitution.
[00:13:12.090 --> 00:13:21.379]  No, the Second Amendment made it so I could own a firearm to protect me and my family and my persons and property and against the tyrannical government, which we can just see.
[00:13:21.640 --> 00:13:24.202]  If you don't have the blinders on, folks, it's right here.
[00:13:24.362 --> 00:13:25.904]  We had Barack Obama this week.
[00:13:25.924 --> 00:13:28.006]  I believe it was Friday morning.
[00:13:28.644 --> 00:13:37.592]  Announce a new cyber security coordinator and a new office of bureaucracy in which they will kill and slay the internet.
[00:13:38.893 --> 00:13:43.217]  You had to know this was coming with Jay Rockefeller putting out the Cyber Security Act trying to get that bill through.
[00:13:43.477 --> 00:13:51.324]  Totally draconian, totally out of control, banning free speech on the web, going after operations like InfoWars and Prison Planet.
[00:13:51.604 --> 00:13:52.585]  You can guarantee it.
[00:13:53.288 --> 00:13:57.092]  And then, they put out the Cyber Bullying Act, which is even worse!
[00:13:57.513 --> 00:14:08.645]  And they piggybacked on this adult who, in poor taste, made a false MySpace account, started clowning on a young girl after she pretended to be a boy who liked her, and the girl ended up killing herself.
[00:14:08.825 --> 00:14:10.187]  Does something need to happen to that woman?
[00:14:10.207 --> 00:14:10.407]  Sure.
[00:14:10.807 --> 00:14:11.909]  But does free speech
[00:14:12.569 --> 00:14:13.891]  Need to be taken away on the internet?
[00:14:14.091 --> 00:14:15.092]  Absolutely not!
[00:14:15.333 --> 00:14:17.175]  And now they have Hannah Montana!
[00:14:17.696 --> 00:14:19.498]  That's right, your kid's idol.
[00:14:19.938 --> 00:14:26.026]  You know, the songs you have to hear 136 times every day because your preteen is obsessed with them.
[00:14:26.727 --> 00:14:30.912]  This young girl, this movie star, this, you know, Disney accolade.
[00:14:31.841 --> 00:14:35.204]  Is now saying, oh, I'm for the cyberbullying act.
[00:14:35.284 --> 00:14:37.946]  It's so mean when people call me fat online.
[00:14:38.526 --> 00:14:39.787]  And she can't even spell fat.
[00:14:40.088 --> 00:14:41.048]  She puts a little asterisk.
[00:14:41.068 --> 00:14:42.129]  A little star has to be cute.
[00:14:42.349 --> 00:14:43.310]  A little smiley face.
[00:14:43.750 --> 00:14:44.531]  Oh, it's not funny.
[00:14:44.571 --> 00:14:45.192]  I'm sorry.
[00:14:45.952 --> 00:14:54.459]  I mean, am I the only one that has to come out and say, hey, we can't ban free speech on the Internet because Miley Cyrus is being called fat by some loser?
[00:14:55.380 --> 00:14:57.141]  I mean, seriously.
[00:14:57.699 --> 00:15:02.343]  First of all, you're in the public eye, you have platinum selling albums, you have hundred million dollar movies, young girl.
[00:15:03.384 --> 00:15:04.625]  But the government loves her.
[00:15:05.225 --> 00:15:06.806]  They love that she's promoting this.
[00:15:07.047 --> 00:15:10.209]  They would love to take away your freedom or what's left of it on the Internet.
[00:15:10.229 --> 00:15:14.553]  They've been trying to put into Internet 2, and let me explain what Internet 2 is going to mean for you.
[00:15:14.993 --> 00:15:22.419]  For quite some time, they've been promoting it, saying, oh, the old web is going to die, it can't handle the bandwidth, cyber terrorists are everywhere.
[00:15:23.473 --> 00:15:31.696]  I had to hear Obama actually say that Russia snuck attack Georgia again last summer when that is the furthest from the truth.
[00:15:31.876 --> 00:15:41.819]  Let's go over it again for those that don't know what happened, that don't read the papers in page 13A in the back where they tell you what the real story is.
[00:15:42.759 --> 00:15:47.881]  The only mainline guy I know that came out and did tell the true story of this was Pat Buchanan.
[00:15:49.002 --> 00:15:49.842]  So what did happen there?
[00:15:51.289 --> 00:15:54.590]  Georgia starts running all these drills on the South Ossetia border.
[00:15:54.610 --> 00:15:58.032]  Oh, here comes Israel, here comes the United States, here comes private forces.
[00:15:58.992 --> 00:16:04.334]  Then all of a sudden, Russia starts running drills on their end too, expecting that there might be a sneak attack present.
[00:16:04.534 --> 00:16:10.397]  Georgia then goes into South Ossetia, starts murdering people, and Russia comes in to stop it.
[00:16:11.457 --> 00:16:12.978]  And then Russia snuck attack!
[00:16:13.058 --> 00:16:14.118]  Russia snuck attack!
[00:16:14.659 --> 00:16:17.860]  Then Sakisvili, the leader of Georgia, gives it away.
[00:16:18.906 --> 00:16:22.229]  I'm Glenn Beck when he says this is about a new world order, Glenn.
[00:16:22.249 --> 00:16:23.150]  Well, it sure is.
[00:16:23.350 --> 00:16:24.271]  We'll be back after this.
[00:16:24.331 --> 00:16:25.372]  It's the Alex Jones Show.
[00:16:25.512 --> 00:16:27.413]  PrisonPlanet.tv, InfoWars.com.
[00:16:32.856 --> 00:16:38.358]  Did you know many vitamin and mineral supplements on the market are made from rocks and ground up shells?
[00:16:38.838 --> 00:16:39.538]  Think about that.
[00:16:39.598 --> 00:16:42.239]  Would you swallow a handful of shells you found at the beach?
[00:16:42.719 --> 00:16:45.660]  Our body wasn't designed to digest rocks and shells.
[00:16:45.941 --> 00:16:55.724]  Hello, my name is Dr. David Friedman, formulator of Chews for Health, a delicious tasting, chewable dietary supplement derived from 16 fruits, vegetables, and antioxidants.
[00:16:56.164 --> 00:17:01.748]  Unlike hard-to-digest pills, Choose for Health is a convenient chewable which allows for better digestion.
[00:17:01.988 --> 00:17:03.029]  The choice is yours.
[00:17:03.169 --> 00:17:08.452]  Swallow rocks and shells to supplement your diet or a natural chewable product you can better digest.
[00:17:08.793 --> 00:17:13.596]  Choose for Health, the world's first superfruit, sea vegetable, antioxidant chewable.
[00:17:13.856 --> 00:17:16.298]  Whole food nutrition, not rocks and shells.
[00:17:16.578 --> 00:17:17.379]  1-800-210-1922.
[00:17:20.443 --> 00:17:24.889]  Call now and receive a free copy of my best-selling CD, America's Unbalanced Diet.
[00:17:24.909 --> 00:17:25.069]  1-800-210-1922.
[00:17:25.150 --> 00:17:26.091]  Or go to orderchoose.com.
[00:17:32.688 --> 00:17:36.310]  When making important financial decisions, you should always know the facts.
[00:17:36.610 --> 00:17:40.151]  That's why Midas Resources is willing to pay you to read the facts.
[00:17:40.411 --> 00:17:49.555]  Midas Resources, a team of hand-picked financial specialists with decades of financial experience who are ready to provide you with state-of-the-art, up-to-date financial services.
[00:17:49.615 --> 00:17:53.537]  Midas Resources offers a host of services and stands behind their products.
[00:17:53.837 --> 00:17:58.639]  In fact, if you call and order their free Midas Report, Midas Resources will pay you.
[00:17:58.699 --> 00:18:02.381]  This detailed report will provide you with financial history on the safest and most
[00:18:02.381 --> 00:18:02.941]  We're good to go.
[00:18:38.419 --> 00:18:42.760]  Have you ever noticed that celebrities are endorsing weight loss products and health aids?
[00:18:43.461 --> 00:18:46.182]  Do you think they endorse these products for free?
[00:18:47.282 --> 00:18:47.962]  I don't think so.
[00:18:48.262 --> 00:18:52.104]  I'm here to tell you, I'm not a celebrity and LifeChangeT doesn't need one.
[00:18:52.344 --> 00:18:53.164]  Think about this.
[00:18:53.564 --> 00:18:55.646]  The product speaks for itself!
[00:18:56.166 --> 00:18:57.287]  What a concept!
[00:18:57.747 --> 00:18:58.788]  Our product works.
[00:18:59.349 --> 00:19:01.430]  You get healthy, and you'll lose weight.
[00:19:01.891 --> 00:19:02.551]  Summer's coming.
[00:19:02.771 --> 00:19:03.752]  Look and feel good!
[00:19:04.313 --> 00:19:04.713]  Order now.
[00:19:04.733 --> 00:19:04.773]  928-308-0408.
[00:19:04.793 --> 00:19:05.954]  Write this down.
[00:19:05.974 --> 00:19:06.014]  928-308-0408.
[00:19:13.860 --> 00:19:14.921]  Or you can order online.
[00:19:15.121 --> 00:19:15.602]  It's easy.
[00:19:15.922 --> 00:19:17.384]  GetTheTea.com.
[00:19:17.604 --> 00:19:19.826]  That's GetTheTea.com.
[00:19:20.107 --> 00:19:25.352]  You have nothing to lose but the excess around your, uh, anyway.
[00:19:25.732 --> 00:19:26.553]  Life Change Tea.
[00:19:26.733 --> 00:19:27.755]  It speaks for itself.
[00:19:28.255 --> 00:19:30.237]  That's GetTheTea.com.
[00:19:32.463 --> 00:19:40.489]  The people need an answer right now for you to bring the hemp back to America.
[00:19:40.549 --> 00:19:44.612]  Bring the hemp back to America.
[00:19:44.692 --> 00:19:47.473]  Bring the hemp back to America.
[00:19:47.574 --> 00:19:52.277]  Don't waste our time any longer.
[00:19:53.954 --> 00:20:00.395]  This is brought to you by HempUSA.org, supplier of fine hemp products.
[00:20:21.764 --> 00:20:25.187]  Sponsoring the Genesis Communications Radio Network.
[00:20:25.508 --> 00:20:27.810]  The leader in alternative talk radio.
[00:20:28.170 --> 00:20:28.671]  Radio.
[00:20:29.051 --> 00:20:29.551]  Radio.
[00:20:29.972 --> 00:20:30.452]  Radio.
[00:20:30.873 --> 00:20:31.313]  Radio.
[00:20:32.794 --> 00:20:35.837]  You're listening to GCN.
[00:20:35.877 --> 00:20:40.382]  The Genesis Communications Radio Network.
[00:20:47.626 --> 00:20:49.406]  Alright, we are back at the Alex Jones Show.
[00:20:49.426 --> 00:20:52.647]  I am Jason Bermas, sitting in, and we're going to go to your calls in just a moment.
[00:20:53.027 --> 00:21:16.552]  But first, I'm going to play, to start out, this 72-year-old woman on the local Fox affiliate here in Austin, being tasered by an out-of-control cop, and the officer doesn't come on camera, but his representative does, another officer, and he says, everything's fine, it's okay to taser a grandma, and she was getting out of control, but again, they won't release the dash cam.
[00:21:16.652 --> 00:21:17.192]  Hit the clip.
[00:21:18.072 --> 00:21:22.557]  A 22-year-old woman pulled over for speeding is tasered and then sent to jail.
[00:21:23.117 --> 00:21:26.541]  The arresting officer says she was threatening him and using profanity.
[00:21:27.181 --> 00:21:30.124]  The woman sat down with Fox 7's Carrie Bellicosa.
[00:21:30.745 --> 00:21:32.126]  She went out and spoke with her today.
[00:21:32.186 --> 00:21:33.708]  Carrie, standing by with more.
[00:21:36.773 --> 00:21:47.543]  And Mike, the 72-year-old great-grandmother, tells us she's never been to jail until she was pulled over for speeding in a work zone and found herself being tasered before she was handcuffed.
[00:21:47.923 --> 00:21:49.805]  Officers say they did all of this for a reason.
[00:21:51.846 --> 00:21:56.688]  72-year-old Kathryn Winkfein says she drives to Austin about twice a month to do her shopping.
[00:21:57.068 --> 00:22:03.250]  But on a Monday afternoon, a Travis County Constable deputy pulled her over on her way back to Granite Shoals.
[00:22:03.490 --> 00:22:05.911]  Due to it being a construction zone and workers being present, it was 45.
[00:22:07.291 --> 00:22:07.892]  And she was doing 60.
[00:22:08.553 --> 00:22:14.019]  Winkvine admits she was speeding in the dangerous strip of Highway 71 and Bee Creek.
[00:22:14.440 --> 00:22:15.441]  But what happened next?
[00:22:15.841 --> 00:22:16.742]  The stories differ.
[00:22:16.823 --> 00:22:17.503]  Explain to her.
[00:22:17.844 --> 00:22:19.145]  Explain to her that she's trying to take it.
[00:22:19.185 --> 00:22:20.126]  It's not a mission to kill.
[00:22:20.207 --> 00:22:21.969]  It's a promise to appear in court.
[00:22:22.669 --> 00:22:23.410]  She didn't want to.
[00:22:23.910 --> 00:22:25.350]  She said, take me to jail.
[00:22:25.591 --> 00:22:30.273]  That's when the officer says Wink Fine exited her vehicle and did not cooperate.
[00:22:30.613 --> 00:22:34.215]  She refused to get away from the side of the road, more toward the bar ditch.
[00:22:34.795 --> 00:22:37.536]  And that's when he asked her, well, ma'am, you're under arrest.
[00:22:38.237 --> 00:22:39.877]  You know, she'd use some profanity.
[00:22:39.998 --> 00:22:43.879]  Constable McCain goes on to tell Fox 7 she also got violent.
[00:22:43.899 --> 00:22:46.601]  That's when the officer used a taser on her.
[00:22:46.681 --> 00:22:47.521]  Here and here.
[00:22:47.741 --> 00:22:48.382]  Two places.
[00:22:48.442 --> 00:22:50.443]  How did that feel?
[00:22:52.057 --> 00:22:52.537]  Unreal.
[00:22:52.998 --> 00:22:54.218]  It's like a wicked shock.
[00:22:54.499 --> 00:22:57.360]  A shock Winkvine believes she didn't deserve.
[00:22:57.740 --> 00:23:00.202]  I wasn't argumentative, I was not combative, okay?
[00:23:01.442 --> 00:23:02.303]  All of this is a lie.
[00:23:04.202 --> 00:23:05.383]  Oh, every bit of this is a lie.
[00:23:05.443 --> 00:23:06.144]  I pulled away from him.
[00:23:06.224 --> 00:23:06.925]  I did not.
[00:23:06.965 --> 00:23:12.930]  The great-grandmother was taken to the Travis County Jail where she was booked for resisting arrest and detention.
[00:23:13.350 --> 00:23:14.872]  She was released shortly after.
[00:23:15.292 --> 00:23:17.814]  Now she's hired attorneys to protect her rights.
[00:23:18.035 --> 00:23:20.677]  Was it appropriate for your officer to use a taser?
[00:23:21.117 --> 00:23:21.458]  Yes.
