[00:00:00.149 --> 00:00:00.229]  3-3.
[00:07:11.328 --> 00:07:12.188]  I know you have new info.
[00:07:12.229 --> 00:07:13.209]  Give us that new info now.
[00:07:13.549 --> 00:07:22.811]  But they have top virologists in the paper saying, look, this is being grown in monkeys with cancer viruses that will kill humans.
[00:07:23.131 --> 00:07:23.571]  Period.
[00:07:23.972 --> 00:07:24.312]  Right.
[00:07:24.452 --> 00:07:32.794]  And then now you understand why they're putting non-oxal-9 into the adjuvant solution because it's a
[00:07:33.878 --> 00:07:44.692]  But the medical doctors I've talked to have confirmed this is right.
[00:07:45.172 --> 00:07:50.980]  They're saying that with the virus RNA, that it doesn't even kill them, that it just still combines.
[00:07:51.647 --> 00:07:52.928]  That's exactly right.
[00:07:52.968 --> 00:08:07.200]  Well, that's why it's such a risk what they're producing is another potential deadly AIDS, HIV, because they're injecting live reverse-engineered viruses in the flu vaccines with all these recombinants in it.
[00:08:07.840 --> 00:08:10.242]  And basically it's literally a witch's brew.
[00:08:10.503 --> 00:08:11.283]  I'm going to stop you.
[00:08:11.403 --> 00:08:11.944]  I'm going to stop you.
[00:08:11.964 --> 00:08:14.046]  Then I'm going to sit back and I want you to have the floor Dr. Horowitz.
[00:08:14.066 --> 00:08:15.527]  We'll go to break and we'll come back to Sherry.
[00:08:15.887 --> 00:08:18.349]  But I don't want to just glaze over this massive announcement.
[00:08:18.850 --> 00:08:23.234]  It is confirmed that they're growing it in the monkey kidneys.
[00:08:23.714 --> 00:08:29.219]  It's confirmed those monkeys carry virulent virus that they admit has killed tens of millions worldwide.
[00:08:29.239 --> 00:08:30.079]  Government admits that.
[00:08:30.139 --> 00:08:34.824]  The SV40, simian cancer virus.
[00:08:35.524 --> 00:08:39.026]  And that it's in there, and this is massive news.
[00:08:39.146 --> 00:08:40.487]  It's in the German and British news.
[00:08:40.507 --> 00:08:41.667]  You'll never hear it here.
[00:08:42.968 --> 00:08:44.529]  Explain to people what SV40 does.
[00:08:44.569 --> 00:08:45.149]  Go ahead.
[00:08:46.070 --> 00:08:49.552]  Simian Virus 40 is the 40th monkey virus ever discovered.
[00:08:50.052 --> 00:08:52.633]  It was actually stolen by Dr. Maurice Hilleman.
[00:08:53.314 --> 00:08:55.175]  On YouTube you can actually...
[00:08:56.323 --> 00:09:13.437]  Here's a segment I put up several months ago where Hillerman, Merck Sharpen Domes, Merck Pharmaceutical Company's chief vaccine developer admits bringing the AIDS virus into North America in these monkeys that are currently being used by Baxter to produce the flu vaccine.
[00:09:13.457 --> 00:09:14.297]  And he laughs!
[00:09:14.377 --> 00:09:15.098]  It's very funny.
[00:09:15.758 --> 00:09:16.399]  Yeah, it's sick.
[00:09:16.499 --> 00:09:18.200]  It's actually on YouTube.
[00:09:18.821 --> 00:09:19.261]  Check it out.
[00:09:19.381 --> 00:09:23.805]  Merck, chief vaccine chief, brings AIDS to the world.
[00:09:24.888 --> 00:09:39.723]  And so what you're looking at is SP40, and I have a publication in Journal of Medical Hypotheses that goes into detail about how the hepatitis B vaccines, as well as the polio vaccines, were contaminated.
[00:09:40.324 --> 00:09:46.310]  And that this is what, according to all the scientific evidence, brought HIV AIDS to the world.
[00:09:46.900 --> 00:09:57.682]  Now, what they're currently doing, another breaking news is that number one man in the United States on HIV AIDS, he's the AIDS czar for America.
[00:09:58.103 --> 00:10:00.203]  His name is Dr. Anthony Fauci.
[00:10:00.923 --> 00:10:09.445]  He's the co-patent holder on Interleukin-2, which is another adjuvant additive in this vaccine.
[00:10:10.225 --> 00:10:12.586]  So what you're looking at is Interleukin-2
[00:10:13.647 --> 00:10:33.181]  And it's relationship to boosting and actually manipulating the human immune system, combining that with the non-oxal 9, in essence this adjuvant is preparing the population to be infected with HIV-like viruses.
[00:10:34.322 --> 00:10:37.584]  So it's a soft kill preparation?
[00:10:38.266 --> 00:10:46.794]  It's actually, it is another mutation of HIV for immune suppression and human population reduction.
[00:10:48.015 --> 00:10:59.086]  Well, I mean, I'm no doctor, Dr. Horowitz, but the interleukin you mentioned, I've read about that as one of the dangerous HIV drugs they were forcing on New York foster children and killing them with it.
[00:11:00.270 --> 00:11:04.957]  You're absolutely right, and the most recent studies are that they're not helpful.
[00:11:05.358 --> 00:11:10.727]  They've tested them in thousands of HIV AIDS patients over long periods of time.
[00:11:11.571 --> 00:11:16.833]  So basically, I've read the studies about cancer being associated with an over
[00:11:39.545 --> 00:11:42.747]  Overly active immune system and finally just burns out, gives up.
[00:11:43.708 --> 00:11:45.409]  My God, this is so diabolical.
[00:11:45.429 --> 00:11:55.795]  And it goes back to New York City with the big Rockefeller Foundation that discovered the cancer viruses and pushed it, that controls the big medical trust that you and your affidavit are saying is running this whole operation.
[00:11:56.216 --> 00:11:56.636]  Stay there.
[00:11:56.676 --> 00:11:58.937]  Dr. Leonard Horowitz and Sherry Cain.
[00:11:58.978 --> 00:11:59.418]  Stay with us.
[00:12:01.854 --> 00:12:03.275]  This is an emergency alert.
[00:12:03.855 --> 00:12:06.536]  Do not take risky vaccinations this fall.
[00:12:07.117 --> 00:12:10.698]  I repeat, do not take risky vaccinations this fall.
[00:12:11.519 --> 00:12:20.443]  I'm Dr. Leonard Horowitz, author of 16 books and a Harvard-trained public health expert, urging you to avoid risky vaccinations this flu season.
[00:12:20.763 --> 00:12:22.664]  Rely instead on OxySilver.
[00:12:22.984 --> 00:12:28.407]  OxySilver's broad-spectrum action makes all vaccinations and antibiotics unnecessary.
[00:12:28.687 --> 00:12:33.492]  OxySilver is the most advanced silver hydrosol, far safer than colloidal silvers.
[00:12:34.132 --> 00:12:38.837]  It works so well saving lives and money, protecting and healing you and your family.
[00:12:38.857 --> 00:12:41.940]  It has been targeted for elimination by the drug cartel.
[00:12:42.220 --> 00:12:46.704]  Learn more about amazing OxySilver and order it online at OxySilver.com.
[00:12:47.745 --> 00:12:50.567]  If you call right now, I'll send you a free information kit.
[00:12:51.008 --> 00:12:53.950]  Call toll-free 1-888-KO-GERMS.
[00:12:54.270 --> 00:12:56.572]  That's 1-888-KO-GERMS.
[00:12:57.033 --> 00:12:58.414]  Order OxySilver today.
[00:12:58.654 --> 00:13:00.075]  This call could save your life.
[00:13:01.656 --> 00:13:07.001]  In the New World Order's war against humanity, Barack Obama is the tip of the spear.
[00:13:07.481 --> 00:13:14.487]  We've got to have a civilian national security force that's just as powerful, just as strong, just as well-funded.
[00:13:15.043 --> 00:13:21.228]  The Obama deception completely destroys the myth that Obama is working for the best interest of the American people.
[00:13:21.628 --> 00:13:23.469]  Well, Obama's already fudging.
[00:13:23.609 --> 00:13:26.031]  He's fudged since day one in this election.
[00:13:26.111 --> 00:13:37.039]  If you have a demagogue with a fanatical mass movement of personality cultists who is imposing the program of a group of extreme bankers and finance oligarchs, that's fascism.
[00:13:37.700 --> 00:13:38.981]  It's not about left or right.
[00:13:39.361 --> 00:13:40.722]  It's about a one-world government.
[00:13:41.201 --> 00:13:47.527]  This film documents who Obama works for, the lies he is told, and his real agenda.
[00:13:48.127 --> 00:13:55.914]  Get your copy of The Obama Deception today at InfoWars.com or download it in super high quality at PrisonPlanet.tv.
[00:13:56.394 --> 00:13:57.535]  The Obama Deception.
[00:13:57.956 --> 00:13:59.137]  The people strike back.
[00:14:01.610 --> 00:14:01.991]  Good day.
[00:14:02.171 --> 00:14:03.752]  Jim Newcomer from Midas Resources.
[00:14:03.933 --> 00:14:04.293]  September 22, 2009.
[00:14:04.353 --> 00:14:05.494]  Gold opened this morning at $1,016.10.
[00:14:05.534 --> 00:14:09.398]  A one-ounce gold coin can be purchased for $1,044.58, $522.29 for a half-ounce, or $261.15 for the quarter-ounce.
[00:14:09.458 --> 00:14:09.919]  That's $1,044.58, $522.29, and $261.15.
[00:14:23.075 --> 00:14:26.477]  Hi, Ted Anderson with Midas Resources with an exciting announcement.
[00:14:26.837 --> 00:14:40.586]  Friday, September 25th at 7 p.m., two of the most influential representatives in Congress, Ron Paul and Michelle Bachman, are putting on the Student Town Hall Meeting, free to the public, at Northrop Auditorium University Campus.
[00:14:40.866 --> 00:14:46.290]  The topics of this rare event will be monetary reform, limited government, and free market economy.
[00:14:46.450 --> 00:14:48.151]  Don't miss this powerful gathering.
[00:14:48.471 --> 00:14:52.637]  Again, dates for this event is Friday, September 25th at 7 p.m.
[00:14:52.757 --> 00:14:58.705]  Northrop U of M campus or go to www.mitusresources.com for more information.
[00:15:01.078 --> 00:15:07.925]  This is Alex Jones and I want to tell you about Graff Hunter safes, the makers of the highest quality safes and vault doors available on the market today.
[00:15:08.025 --> 00:15:10.608]  Graff Hunter safes are known as the Rolls Royce of safes.
[00:15:10.888 --> 00:15:15.353]  Since 1968, they have operated based on their original principle, quality above all else.
[00:15:15.533 --> 00:15:19.938]  Whether it's a custom fitted vault door safe, you can rest assured that your valuables will be protected.
[00:15:20.038 --> 00:15:21.920]  Do not buy into the illusion of security.
[00:15:22.040 --> 00:15:22.541]  We're good to go!
[00:15:22.581 --> 00:15:23.021]  We're good to go!
[00:15:41.476 --> 00:15:43.617]  The five companies putting out the H1N1 flu vaccine.
[00:16:09.697 --> 00:16:09.957]  No!
[00:16:10.257 --> 00:16:19.580]  The Army admits that the adjuvants that were very similar to this, put in the anthrax shot for the troops, killed a bunch of people and maimed thousands.
[00:16:19.940 --> 00:16:20.740]  That's on record!
[00:16:22.041 --> 00:16:33.484]  Dr. Horowitz, am I right in saying, and also Sherry Kane, from your research, that they are fully conscious of what they're doing, A, and B then, what is the master plan?
[00:16:33.544 --> 00:16:34.804]  What is the point of all of this?
[00:16:38.840 --> 00:16:48.126]  The actual adjuvants in the squalene that are included, there's no doubt that the scientific literature slam dunks the contraindications of these.
[00:16:48.606 --> 00:16:54.910]  You really, again, have the scientific agenda that says that this is more toxic than healthful.
[00:16:55.510 --> 00:17:07.698]  And, you know, it's kind of like the same scam of how the concentration camp victims were lulled into believing they were actually going to go in to take a shower for public health.
[00:17:08.306 --> 00:17:09.406]  And disinfection.
[00:17:09.827 --> 00:17:24.351]  Here we're allegedly adding squalene adjuvant to reduce risk of vaccinations and increase efficacy of vaccinations and that the science is actually the opposite.
[00:17:25.132 --> 00:17:31.614]  And I think what the agenda is, again my concern about this is, and again there's a
[00:17:32.333 --> 00:17:48.156]  A good researcher out there, William Alec, Bill Alec, who likewise confirmed yesterday after our show, Alex, that the most likely scenario is because there's such an incredible amount of investment in this scam.
[00:17:48.931 --> 00:18:03.795]  That the authorities are likely to release something or do something that is going to compel the expenditures and the use of the stockpiled vaccinations so that even that they would save face.
[00:18:04.275 --> 00:18:08.316]  I mean, you just mentioned a couple minutes ago that there's really nothing happening.
[00:18:09.374 --> 00:18:18.442]  And, you know, they've hyped us all up, and they've spent these billions and billions of dollars to prepare us, and what's the likelihood?
[00:18:18.642 --> 00:18:20.463]  Is this just going to just go away?
[00:18:20.483 --> 00:18:22.585]  I don't think so.
[00:18:22.885 --> 00:18:23.946]  It's not likely.
[00:18:24.326 --> 00:18:37.197]  The more likely scenario is, I mean, I pray it will go away, I pray that nothing will happen, and I pray that the government would simply cease and desist based on the several litigations that have been filed, even in the United States now.
[00:18:37.605 --> 00:18:39.926]  Well, Dr. Horowitz, look at the political landscape.
[00:18:40.426 --> 00:18:46.049]  Even Dick Armey has said he thinks Obama's using this hype to pass his eugenics healthcare.
[00:18:46.530 --> 00:18:48.010]  They need their new Bank of the World.
[00:18:48.450 --> 00:18:51.192]  Everything legislatively is coming up in the fall and winter.
[00:18:51.912 --> 00:18:53.073]  This is a perfect cover.
[00:18:53.533 --> 00:18:56.034]  And we know they're suddenly putting troops on the streets everywhere.
[00:18:56.334 --> 00:19:02.738]  The news reports are coming in, the amateur videos are coming in of Marines and Army searching people randomly.
[00:19:03.478 --> 00:19:07.400]  They're now medicalizing the police under federal grants to take citizens' blood.
[00:19:07.420 --> 00:19:12.523]  I mean, they're definitely built up to show that this isn't just some tabletop drill.
[00:19:13.303 --> 00:19:15.464]  Right, and you know, you look at the Wizard of Oz.
[00:19:15.484 --> 00:19:16.785]  Who's pulling the strings?
[00:19:17.265 --> 00:19:19.106]  And you know, Sherry Kane can comment.
[00:19:19.656 --> 00:19:22.438]  Basically, Steve Byrd, he's in bed with all of these other
[00:19:40.919 --> 00:19:47.260]  Pharmaceutical companies, and they are all on the same campaign together to get their message out.
[00:19:47.380 --> 00:19:55.902]  I mean, you know, I want to go back to what Dr. Horowitz said about, you know, World War II.
[00:19:56.242 --> 00:20:02.903]  I mean, one of Hitler's most famous quotes was, make the lie big, keep saying it, and eventually they will believe it.
[00:20:03.403 --> 00:20:05.683]  So, I mean, this is part of what they're trying to do.
[00:20:05.703 --> 00:20:10.044]  They're brainwashing people into believing that there's this mass
[00:20:10.680 --> 00:20:11.361]  I think so.
[00:20:19.691 --> 00:20:20.731]  They're all pulling the strings.
[00:20:20.852 --> 00:20:28.293]  I actually am doing research, and so is Dr. Horowitz, on Rupert Murdoch, who is on the board.
[00:20:28.373 --> 00:20:32.374]  He's one of the top heads of the Partnership for New York City.
[00:20:32.955 --> 00:20:37.816]  And if you check out Partnership for New York City, you can link all the people on there.
[00:20:37.856 --> 00:20:39.036]  It's like a Who's Who.
[00:20:40.056 --> 00:20:45.578]  You'll see that there's people like Thomas Glosser, who is the
[00:20:46.653 --> 00:20:48.794]  The CEO, the director of Reuters.
[00:20:49.094 --> 00:20:50.575]  I mean, we know Reuters, right?
[00:20:50.655 --> 00:20:51.535]  The wire service.
[00:20:51.875 --> 00:20:54.776]  This guy is also the director of Merck Pharmaceuticals.
[00:20:55.317 --> 00:21:05.221]  I mean, the same person that's out there controlling what we say is the same person that is manufacturing these viruses and these vaccinations.
[00:21:05.686 --> 00:21:09.969]  And by the way, Sherry, did you see the Reuters article on September 16th?
[00:21:10.029 --> 00:21:12.770]  Flu experts gear up for pandemic vaccine worry.
[00:21:13.451 --> 00:21:15.552]  And they say, look, millions are going to die.
[00:21:15.992 --> 00:21:18.654]  They're going to think it was from the vaccine, but it's not.
[00:21:19.014 --> 00:21:20.815]  It's a mass diagnosis that
[00:21:22.230 --> 00:21:22.750]  Let me read it.
[00:21:22.951 --> 00:21:26.373]  One million heart attacks, 700,000 strokes, and 900,000 miscarriages.
[00:21:26.873 --> 00:21:27.113]  U.S.
[00:21:27.153 --> 00:21:32.477]  public health officials want Americans to know these will happen every year with or without the swine flu vaccine campaign.
[00:21:32.817 --> 00:21:39.882]  Yet this year, they know a significant number will be blamed on the H1N1 vaccine, which will roll out within weeks, and they are struggling to be ready.
[00:21:41.043 --> 00:21:43.445]  So when we come back in the long segment coming up,
[00:21:44.369 --> 00:21:51.853]  I want you both to comment on this because they're saying, look, a lot of people will take the shot, a lot of people will die, but it's not the shot.
[00:21:51.873 --> 00:21:54.755]  We're on the march, the empire's on the run.
[00:21:55.715 --> 00:21:58.377]  Alex Jones and the GCN Radio Network.
[00:22:01.564 --> 00:22:04.165]  Hello, this is Alex Jones with some important questions.
[00:22:04.565 --> 00:22:09.527]  If you're going into a battle and they give you a rifle and a sidearm, how much ammunition do you want?
[00:22:09.887 --> 00:22:11.627]  My answer would be all I can get.
[00:22:11.948 --> 00:22:16.749]  In the battle for freedom and the lives of your loved ones, food is your only ammunition.
[00:22:16.949 --> 00:22:17.890]  How much do you want?
[00:22:18.130 --> 00:22:18.850]  When do you want it?
[00:22:19.250 --> 00:22:20.852]  Now or after the battle starts?
[00:22:21.132 --> 00:22:21.953]  When will you need it?
[00:22:22.193 --> 00:22:24.276]  Can you buy it without proper identification?
[00:22:24.396 --> 00:22:25.517]  Will there be any food?
[00:22:25.737 --> 00:22:27.078]  Will it make your children sick?
[00:22:27.279 --> 00:22:32.344]  If there's a quarantine and you can't feed yourself, will you go to the gathering center and be immunized?
[00:22:32.544 --> 00:22:35.728]  You wipe out all these problems if you have a good food supply.
[00:22:36.128 --> 00:22:39.592]  Food is your ammunition to fight for your freedom and your life.
[00:22:39.932 --> 00:22:40.913]  How much will you need?
[00:22:41.153 --> 00:22:41.774]  We don't know.
[00:22:42.074 --> 00:22:42.975]  How much do you want?
[00:22:43.176 --> 00:22:43.896]  All you can get.
[00:22:44.097 --> 00:22:44.958]  I'm Alex Jones.
[00:22:45.198 --> 00:22:47.961]  I want all of you good guys to live to fight another day.
[00:22:48.241 --> 00:22:50.003]  Call 1-800-409-5633 or check it out on the web at efoodsdirect.com.
[00:22:50.043 --> 00:22:50.944]  Again, that number 1-800-409-5633.
[00:23:00.560 --> 00:23:05.727]  The illusion created by the power elite is a lie that covers even the food they want you to eat.
[00:23:05.887 --> 00:23:10.233]  Will you continue to be their profit center, buying their processed food that makes you sick?
[00:23:10.393 --> 00:23:12.256]  Go to the doctor and buy their drugs?
[00:23:12.676 --> 00:23:14.038]  You don't have to cooperate.
[00:23:14.298 --> 00:23:15.340]  There is a solution.
[00:23:15.560 --> 00:23:23.586]  Inner Health Botanicals, a company that my wife and I just love, have been providing products for the last five years that give you the perfect solution to this madness.
[00:23:23.987 --> 00:23:31.052]  Try their Inner Food with 20 organic ingredients full of dense nutrition that gives you the energy you need and will keep you well.
[00:23:31.453 --> 00:23:37.137]  It even won the award for Best Superfood of 2009 from our friend Mike Adams, the health ranger.
[00:23:37.497 --> 00:23:43.082]  I love their Nutri-Cafe, great organic coffee infused with herbal extracts to boost your immune system.
[00:23:43.482 --> 00:23:47.305]  Try all of their truly honest products that will keep you alive and healthy.
[00:23:47.645 --> 00:23:53.850]  Go to enerfood.com or give them a call right now.
[00:23:53.870 --> 00:23:54.310]  866-762-9238.
[00:23:55.111 --> 00:23:58.453]  Click on their banner at infowars.com to see all the available discounts.
[00:24:01.455 --> 00:24:07.860]  Today, unlike any other in the long course of American history, a terrorist act of war against this country.
[00:24:08.220 --> 00:24:09.882]  The enemy struck America on September 11th.
[00:24:11.036 --> 00:24:11.877]  Who is the enemy?
[00:24:12.397 --> 00:24:12.897]  Bin Laden.
[00:24:13.177 --> 00:24:14.178]  This is his M.O.
[00:24:14.198 --> 00:24:15.499]  We have to look to the Middle East.
[00:24:15.559 --> 00:24:17.200]  We have to look to Osama Bin Laden.
[00:24:17.560 --> 00:24:24.304]  Fabled Enemies is the first 9-11 film to take a close look at the terrorist ties to intelligence networks inside the United States.
[00:24:24.704 --> 00:24:25.144]  Some U.S.
[00:24:25.184 --> 00:24:30.828]  investigators believe that there are Israelis again very much engaged in spying in and on the U.S.
[00:24:31.528 --> 00:24:35.029]  I'm aware that some Israeli citizens have been detained.
[00:24:35.049 --> 00:24:38.069]  Either you are with us, or you are with the terrorists.
[00:25:20.506 --> 00:25:25.510]  Dr. Leonard Horowitz and investigative journalist Sherry Cain join us right now.
[00:25:25.530 --> 00:25:32.416]  You can go to Fluscam.com to see the affidavit and see all the other research that Dr. Horowitz has.
[00:25:32.436 --> 00:25:34.858]  We're going to go back to them in just one moment.
[00:25:35.259 --> 00:25:38.481]  I did want to tell all the TV viewers that I consulted on this film.
[00:25:39.302 --> 00:25:41.444]  I am one of the main featured people in the film.
[00:25:42.265 --> 00:25:48.150]  So my detailed research on the FEMA camps, where they are, how they're run, how they're rolling out the military, NORTHCOM,
[00:25:49.554 --> 00:25:56.985]  How they use sports stadiums under Operation Top Off and their tabletop exercises in NLE 09.
[00:25:57.525 --> 00:26:02.612]  This is really a film I'm proud that I'm in and I'm really proud of the job they did.
[00:26:02.933 --> 00:26:06.157]  For anybody that wants to know the truth about concentration camps in America.
[00:26:06.698 --> 00:26:15.587]  And how they want to use pandemics and other excuses to roll it out and condition everybody to accept that Camp FEMA, American Lockdown, is the film, ladies and gentlemen.
[00:26:15.947 --> 00:26:17.809]  It's available at InfoWars.com.
[00:26:17.829 --> 00:26:21.032]  You can also get some of my other films at half price when you get them with
[00:26:21.673 --> 00:26:22.374]  Camp FEMA.
[00:26:23.174 --> 00:26:25.536]  And it is just an amazing documentary.
[00:26:25.617 --> 00:26:30.241]  I hope everyone will visit InfoWars.com and order the DVD.
[00:26:30.261 --> 00:26:31.862]  We've been shipping it out since last week.
[00:26:32.162 --> 00:26:33.083]  We even got it first.
[00:26:33.123 --> 00:26:34.364]  We're shipping it before anybody.
[00:26:35.205 --> 00:26:36.686]  And these are sold out in many other places.
[00:26:36.726 --> 00:26:37.587]  We happen to have them.
[00:26:37.947 --> 00:26:43.993]  So again, Camp FEMA American Lockdown that I consulted on and I feature massively in.
[00:26:44.413 --> 00:26:48.397]  Just an amazing job by William Lewis and Gary Franchi.
[00:26:49.137 --> 00:26:51.339]  And, uh, will we end up in these camps?
[00:26:51.479 --> 00:26:52.820]  See what the experts have to say.
[00:26:52.860 --> 00:26:58.085]  Camp FEMA boasts an all-star lineup of guests who have dedicated their lives, sacred honor, and fortunes to upholding the U.S.
[00:26:58.125 --> 00:26:58.745]  Constitution.
[00:26:59.045 --> 00:27:00.827]  The evidence is strong and their warnings are clear.
[00:27:01.107 --> 00:27:04.530]  Camp FEMA, available at InfoWars.com on the online video bookstore.
[00:27:05.070 --> 00:27:06.391]  You can also call toll-free, 888-253-3139, 888-253-3139.
[00:27:06.411 --> 00:27:08.173]  Or you can, again, also write to us.
[00:27:08.193 --> 00:27:08.333]  It's 1995.
[00:27:16.980 --> 00:27:17.240]  P.O.
